Feature,Gain,Cover,Frequency
coaches_votes,0.4192489915535492,0.09235032266938029,0.02956915477497256
afl_fantasy_score,0.06428831586355498,0.06745971333350796,0.03670417124039517
supercoach_score,0.050223527848862984,0.058461353465365344,0.03457738748627882
goals_prop,0.023534369286325636,0.04319662465193695,0.023874862788144897
disposals_prop,0.022459747980126538,0.048186417449262976,0.03149012074643249
rating_points,0.02011083022327632,0.04060223469263691,0.03958562019758507
marks_prop,0.018328432086929067,0.02996247372234968,0.037527442371020854
kicks_prop,0.018141290712444354,0.035975389541797596,0.03526344676180022
contested_possessions_prop,0.01809833426769235,0.030311159510446755,0.03327387486278814
turnovers_prop,0.01798571940661131,0.03435064783952885,0.037115806805708015
tackles_prop,0.017125520627600165,0.03149359823951953,0.03368551042810099
num_games,0.017069305928586378,0.025802208130595642,0.035606476399560924
handballs_prop,0.01660028551943854,0.025914758716576926,0.032176180021953896
uncontested_possessions_prop,0.016192184690902032,0.031417961794533274,0.03354829857299671
match_margin,0.015449115748122999,0.014084514984518164,0.030255214050493962
metres_gained,0.014571560995683637,0.030983818543621904,0.03142151481888035
inside_fifties_prop,0.013583452698048724,0.01957544032288809,0.030872667398463227
team_score,0.01320468153805669,0.012867061705126335,0.022914379802414928
clearances_prop,0.01315757635815303,0.022978427871139784,0.02607025246981339
shots_at_goal_prop,0.012412933426492306,0.014534147447541505,0.02161086717892426
pressure_acts,0.010745115264590486,0.02137284600057358,0.023737650933040616
time_on_ground_percentage,0.010474658545647334,0.016302527602091818,0.023806256860592755
disposal_efficiency_percentage,0.009397337384915074,0.013631909714206122,0.020787596048298572
team_behinds,0.008885059347460872,0.01065626076508597,0.0187980241492865
def_half_pressure_acts,0.0085728244928665355,0.013217348606515189,0.017906147091108673
contested_marks_prop,0.007896622368282459,0.011322726036786144,0.015161909989023052
effective_disposals,0.007744264169648621,0.007337255002152305,0.0162596048298573
goal_assists_prop,0.007618830019337248,0.015898395142247557,0.0162596048298573
marks_inside_fifty_prop,0.0074803560866364294,0.00955657234206657,0.012074643249176729
intercepts,0.006644917506077204,0.008868723320504842,0.013240944017563117
ground_ball_gets,0.006349682469120916,0.01317980260650406,0.014544456641053787
clangers,0.00624410993075878,0.010312533811424999,0.011800219538968168
score_involvements,0.006151184536743594,0.00977461603990634,0.012417672886937431
behinds_prop,0.005879193599279655,0.009722187985644424,0.014407244785949506
effective_kicks,0.0055594694342112755,0.008385441691034693,0.011663007683863885
match_outcome_Win,0.005342675325519567,0.009775017690127981,0.004253567508232711
free_kicks_for,0.0045517942145667884,0.00521263117822215,0.009947859495060373
score_launches,0.004400140030844451,0.007091034655348226,0.008712952799121845
one_percenters,0.004374001702432746,0.0057863770473124375,0.007889681668496159
stoppage_clearances,0.0042225645606940474,0.008126044931946208,0.007615257958287596
team_goals,0.003945480896453069,0.0021137723981261903,0.008438529088913281
intercept_marks,0.003649289968967612,0.009455908289787922,0.005900109769484084
f50_ground_ball_gets,0.003391130729984904,0.004284072969953186,0.008781558726673985
centre_clearances,0.0031986703415058148,0.004105558208046064,0.006860592755214051
bounces,0.0031975298564352853,0.014289926537716257,0.007340834248079034
free_kicks_against,0.002964003990506129,0.0053609304803303726,0.006997804610318331
match_outcome_Loss,0.002863136953384344,0.008077957327836541,0.003636114160263447
spoils,0.002861411321174312,0.00263362832615869,0.006243139407244786
tackles_inside_fifty,0.002468182105036104,0.006200895286913437,0.005351262349066959
marks_on_lead,0.0021634007733927164,0.0017380326509637846,0.00404774972557629
aa_squad,0.0019274931443763466,0.004417141582271478,0.0035675082327113064
aa_team,0.0018230025717637694,0.0015704476403726022,0.0034302963776070253
player_position_final_W,0.0011502836526990675,0.0010324852208170611,0.0022639956092206366
captain,0.00107683165485472,0.0020523969380256035,0.0019895718990120747
player_position_final_C,8.320025064785021e-4,0.0013748742379874656,0.0017151481888035126
player_position_final_HB,8.080895053844553e-4,0.0024922050196866377,0.001646542261251372
player_position_final_HF,7.514578344735497e-4,0.001459345263072983,0.001646542261251372
player_position_final_F,3.516446356233555e-4,5.562531770267096e-4,9.604829857299671e-4
player_position_final_RK,2.55979807414572e-4,7.456416429309777e-4,7.546652030735456e-4
