kicks_prop,marks_prop,handballs_prop,disposals_prop,effective_disposals,disposal_efficiency_percentage,goals_prop,behinds_prop,tackles_prop,inside_fifties_prop,clearances_prop,clangers,free_kicks_for,free_kicks_against,contested_possessions_prop,uncontested_possessions_prop,contested_marks_prop,marks_inside_fifty_prop,one_percenters,bounces,goal_assists_prop,time_on_ground_percentage,afl_fantasy_score,supercoach_score,centre_clearances,stoppage_clearances,score_involvements,metres_gained,turnovers_prop,intercepts,tackles_inside_fifty,def_half_pressure_acts,effective_kicks,f50_ground_ball_gets,ground_ball_gets,intercept_marks,marks_on_lead,pressure_acts,rating_points,score_launches,shots_at_goal_prop,spoils,match_margin,team_behinds,team_goals,team_score,aa_team,aa_squad,coaches_votes,captain,num_games,match_outcome_Loss,match_outcome_Win,player_position_final_C,player_position_final_F,player_position_final_HB,player_position_final_HF,player_position_final_INT,player_position_final_RK,player_position_final_W,prob_0,prob_1,prob_2,prob_3,expected_votes,pred,player_name,brownlow_votes,match_id,match_round,player_team,season,predicted_votes
0.04120879120879121,0.0273224043715847,0.029661016949152543,0.03666666666666667,15,68,0,0.045454545454545456,0.015151515151515152,0.03529411764705882,0,3,0,0,0.016216216216216217,0.04488778054862843,0,0,0,1,0,83,79,75,0,0,7,484,0.044444444444444446,3,0,6,8,0,3,0,0,14,9.3,1,0.022222222222222223,0,14,14,11,80,0,0,3,0,164,0,1,0,0,0,0,0,0,1,0.8937996029853821,0.09312862157821655,0.006532445549964905,0.006539295893162489,0.12581140035763383,0,Bradley Hill,1,15841,16,St Kilda,2020,0
0.008695652173913044,0.006896551724137931,0.024734982332155476,0.01592356687898089,7,70,0,0,0.033707865168539325,0.02531645569620253,0.04411764705882353,2,1,1,0.02531645569620253,0.01015228426395939,0,0,1,1,0,83,58,80,3,0,4,78,0.008064516129032258,0,0,7,3,0,3,0,0,9,8.2,2,0,1,16,7,9,61,0,0,0,0,106,0,1,0,0,0,0,0,1,0,0.999002993106842,6.727644940838218e-4,1.6924082592595369e-4,1.5496353444177657e-4,0.0014761367492610589,0,Scott Lycett,0,15865,18,Port Adelaide,2020,0
0.011594202898550725,0.02054794520547945,0.02654867256637168,0.017513134851138354,8,80,0.09523809523809523,0,0.007692307692307693,0,0.01639344262295082,2,1,1,0.021739130434782608,0.01440922190201729,0.10526315789473684,0.1111111111111111,2,0,0,77,51,79,0,1,3,110,0.018691588785046728,1,0,5,4,0,2,0,1,9,11.4,1,0.04878048780487805,1,37,4,8,52,0,0,0,0,125,1,0,0,0,0,1,0,0,0,0.9982068538665771,0.0013055892195552588,4.505694087129086e-4,3.6992911191191524e-5,0.0023177067705546506,0,Sam Day,0,15722,5,Gold Coast,2020,0
0.04155124653739612,0.03048780487804878,0.018018018018018018,0.032590051457975985,10,53,0,0.09090909090909091,0.030303030303030304,0.07142857142857142,0.03636363636363636,3,0,2,0.017937219730941704,0.04597701149425287,0,0.06666666666666667,1,0,0,90,75,82,0,2,4,503,0.037383177570093455,2,0,7,7,1,3,1,1,12,6.8,1,0.06666666666666667,1,3,8,6,44,0,0,0,0,143,1,0,0,0,0,0,0,0,1,0.9945306181907654,0.00500592403113842,4.536970518529415e-4,9.796697668207344e-6,0.005942708227848925,0,Adam Tomlinson,0,15708,4,Melbourne,2020,0
0.013404825737265416,0.016304347826086956,0.05365853658536585,0.02768166089965398,13,81,0,0,0.08695652173913043,0,0.020833333333333332,1,0,0,0.0365296803652968,0.0223463687150838,0,0,1,0,0,75,78,94,1,0,1,6,0.02459016393442623,2,1,8,4,1,8,0,0,18,9.7,0,0,0,26,7,4,31,0,0,0,0,34,1,0,0,0,0,1,0,0,0,0.9984681010246277,0.0012688891729339957,1.5702399832662195e-4,1.0593541810521856e-4,0.0019007434239028953,0,Tom Atkins,0,15849,17,Geelong,2020,0
0.008875739644970414,0.012578616352201259,0.02127659574468085,0.013961605584642234,6,75,0.13333333333333333,0,0.050505050505050504,0.012195121951219513,0.017241379310344827,1,0,1,0.02608695652173913,0.006006006006006006,0.07407407407407407,0.0625,0,0,0,86,78,99,1,0,4,74,0,0,2,2,3,2,4,0,0,14,13.3,0,0.05714285714285714,0,1,11,7,53,0,0,0,0,49,0,1,0,0,0,0,0,1,0,0.9921682476997375,0.005449597258120775,0.0019888083916157484,3.9338055648840964e-4,0.010607355710817501,0,Oscar McInerney,0,15810,12,Brisbane Lions,2020,0
0.014705882352941176,0.02112676056338028,0.04090909090909091,0.025,8,57,0.047619047619047616,0,0.031578947368421054,0.012048192771084338,0.057692307692307696,6,1,0,0.04782608695652174,0.015527950310559006,0,0.0625,1,0,0,91,61,66,2,1,2,144,0.03278688524590164,1,0,3,3,2,8,0,0,8,9.2,0,0.02564102564102564,0,17,8,12,80,0,0,0,0,173,0,1,0,1,0,0,0,0,0,0.9991757273674011,3.324387944303453e-4,2.2652029292657971e-4,2.652627881616354e-4,0.001581267744768411,0,Jake Melksham,0,15746,6,Melbourne,2020,0
0.014204545454545454,0.016,0.05314009661835749,0.028622540250447227,14,88,0,0,0.03875968992248062,0.042105263157894736,0.028985507246376812,5,1,5,0.0326530612244898,0.02903225806451613,0.08333333333333333,0,0,0,0,83,49,75,1,1,5,106,0.014598540145985401,2,1,8,4,0,5,0,0,12,7.4,0,0,0,7,10,9,64,0,0,0,1,109,0,1,1,0,0,0,0,0,0,0.9988552331924438,8.132531074807048e-4,1.0823976481333375e-4,2.2327540500555187e-4,0.001699558852124028,0,Patrick Cripps,0,15762,8,Carlton,2020,0
0.01078167115902965,0,0.0044444444444444444,0.008389261744966443,4,80,0,0,0.019230769230769232,0,0.03389830508474576,2,3,2,0.017985611510791366,0,0,0,2,0,0.1,53,29,55,0,2,1,120,0,1,0,3,3,0,1,0,0,5,4.1,0,0,2,7,11,7,53,0,0,0,0,15,1,0,0,1,0,0,0,0,0,0.9997473359107971,1.8112148973159492e-4,4.004871880169958e-5,3.148617543047294e-5,3.556774536264129e-4,0,Keegan Brooksby,0,15763,8,Hawthorn,2020,0
0.0375,0.024390243902439025,0.03690036900369004,0.03722504230118443,14,64,0,0,0.09271523178807947,0.02857142857142857,0.05970149253731343,3,1,0,0.0371900826446281,0.034782608695652174,0,0,1,0,0,81,122,133,2,2,2,321,0.0380952380952381,0,0,17,8,2,6,0,0,33,11.2,0,0,1,28,7,5,37,0,0,3,0,121,1,0,1,0,0,0,0,0,0,0.39152249693870544,0.46411851048469543,0.12055350095033646,0.023805497214198112,0.7766420040279627,1,Matt Crouch,0,15822,13,Adelaide,2020,1
0.009259259259259259,0.015748031496062992,0.015544041450777202,0.01160541586073501,3,50,0,0.1111111111111111,0.03278688524590164,0.01282051282051282,0.030303030303030304,4,1,3,0.022026431718061675,0.01090909090909091,0,0,1,0,0,70,31,35,0,2,3,130,0.02247191011235955,0,1,6,1,0,3,0,0,17,-0.2,0,0.05405405405405406,0,12,8,9,62,0,0,0,0,28,0,1,0,0,0,1,0,0,0,0.9999204874038696,3.97642252210062e-5,6.68693428451661e-6,3.303414996480569e-5,1.522405436844565e-4,0,Zac Langdon,0,15761,8,Greater Western Sydney,2020,0
0.013850415512465374,0,0.003472222222222222,0.009244992295839754,2,33,0,0,0.020202020202020204,0.03896103896103896,0,0,0,0,0.007518796992481203,0.007874015748031496,0,0,0,0,0.07142857142857142,82,25,33,0,0,1,125,0.015037593984962405,0,2,0,2,0,2,0,0,8,5.5,0,0,0,12,1,10,61,0,0,0,0,144,0,1,0,1,0,0,0,0,0,0.9998437166213989,7.252010982483625e-5,6.659790960839018e-5,1.712051744107157e-5,2.5707748136483133e-4,0,Brandon Matera,0,15777,9,Fremantle,2020,0
0.026385224274406333,0.04081632653061224,0.018315018315018316,0.023006134969325152,12,80,0,0,0.02040816326530612,0.013513513513513514,0,2,1,0,0.02262443438914027,0.025522041763341066,0,0,2,0,0,86,73,62,0,0,3,86,0.016666666666666666,5,0,5,8,0,4,1,0,7,5.5,1,0,2,44,7,5,37,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0.9998874664306641,9.399811096955091e-5,1.5720528608653694e-5,2.8120705337641994e-6,1.338753797881509e-4,0,Nick Coffield,0,15661,3,St Kilda,2020,0
0.011834319526627219,0.007462686567164179,0.0106951871657754,0.011428571428571429,4,67,0,0,0.009615384615384616,0.0125,0.016129032258064516,2,1,1,0.008888888888888889,0.010169491525423728,0,0,0,0,0,77,21,20,1,0,2,58,0.00847457627118644,0,0,3,3,0,1,0,0,10,1.7,0,0,0,2,11,11,77,0,0,0,0,184,1,0,1,0,0,0,0,0,0,0.9999555349349976,2.4032367946347222e-5,1.1814753634098452e-5,8.671459909237456e-6,7.367625494225649e-5,0,Jack Steven,0,15663,3,Geelong,2020,0
0.0221606648199446,0.038461538461538464,0.010416666666666666,0.01694915254237288,10,91,0.11764705882352941,0,0.010101010101010102,0.025974025974025976,0,0,1,0,0.015037593984962405,0.023622047244094488,0,0.18181818181818182,1,0,0.07142857142857142,79,62,92,0,0,4,276,0.015037593984962405,1,0,1,7,2,3,0,1,6,11.7,0,0.06896551724137931,0,12,1,10,61,0,0,0,0,16,0,1,0,1,0,0,0,0,0,0.993137001991272,0.005888801068067551,5.962175200693309e-4,3.7803928717039526e-4,0.008215353969717398,0,Lachie Schultz,0,15777,9,Fremantle,2020,0
0.02005730659025788,0.01282051282051282,0.027149321266968326,0.02280701754385965,10,77,0.08333333333333333,0,0.04938271604938271,0.037037037037037035,0.03508771929824561,4,1,3,0.031818181818181815,0.022922636103151862,0,0,0,1,0,77,53,83,0,2,2,212,0.010101010101010102,2,0,4,5,2,6,0,0,11,8.9,0,0.03571428571428571,0,27,8,8,56,0,0,0,0,11,0,1,0,0,0,1,0,0,0,0.9989109039306641,9.026102488860488e-4,8.936707308748737e-5,9.714683255879208e-5,0.0013727848927373998,0,Jake Aarts,1,15836,15,Richmond,2020,0
0.03553299492385787,0.02512562814070352,0.02512562814070352,0.03204047217537943,14,74,0,0.043478260869565216,0.0136986301369863,0.023809523809523808,0,2,1,1,0.035,0.031496062992125984,0,0,1,1,0,86,70,108,0,0,7,331,0.043859649122807015,6,0,5,10,1,6,0,1,10,7.5,2,0.023809523809523808,1,41,17,4,41,0,0,0,0,54,1,0,0,0,0,0,0,0,0,0.9946152567863464,0.005262000951915979,1.0845607903320342e-4,1.4253421795729082e-5,0.0055216733753695735,0,Callum Ah Chee,0,15780,10,Brisbane Lions,2020,0
0.022222222222222223,0.013333333333333334,0.023529411764705882,0.022764227642276424,8,57,0,0,0.01639344262295082,0.038461538461538464,0.07692307692307693,4,1,2,0.034934497816593885,0.016172506738544475,0,0,2,0,0,69,41,59,1,2,3,142,0.03546099290780142,3,0,4,4,1,7,0,0,16,6.2,0,0,2,32,9,5,39,0,0,0,0,98,1,0,1,0,0,0,0,0,0,0.9998145699501038,1.6500164929311723e-4,1.031042938848259e-5,1.0116167686646804e-5,2.1597101113002282e-4,0,Kane Lambert,0,15658,3,Richmond,2020,0
0.012084592145015106,0.012269938650306749,0.02336448598130841,0.01651376146788991,6,67,0.08333333333333333,0,0.01904761904761905,0,0.03773584905660377,2,0,2,0.02631578947368421,0.0031545741324921135,0.045454545454545456,0.06666666666666667,2,0,0,68,60,85,1,1,5,0,0.015748031496062992,3,0,3,2,1,4,1,0,4,10.9,3,0.03225806451612903,2,21,5,8,53,0,0,0,0,32,0,1,0,0,0,0,0,1,0,0.9876943826675415,0.010486094281077385,0.0014794503804296255,3.40087222866714e-4,0.014465256710536778,0,Ivan Soldo,0,15816,12,Richmond,2020,0
0.028205128205128206,0.03225806451612903,0.021367521367521368,0.02564102564102564,10,63,0,0,0.03225806451612903,0.031578947368421054,0,3,0,0,0.011904761904761904,0.036414565826330535,0,0,2,2,0,85,67,67,0,0,1,319,0.04477611940298507,3,0,14,5,0,2,1,0,20,6.5,0,0.021739130434782608,1,44,10,6,46,0,0,0,0,198,1,0,0,0,1,0,0,0,0,0.999690055847168,2.7690912247635424e-4,3.1055307772476226e-5,1.961501993719139e-6,3.449042440024641e-4,0,Lewis Jetta,0,15652,2,West Coast,2020,0
0.01928374655647383,0.016853932584269662,0.06611570247933884,0.03801652892561983,22,96,0,0,0.04,0.02531645569620253,0.09259259259259259,0,1,0,0.04081632653061224,0.034912718204488775,0,0,0,0,0.09090909090909091,86,75,113,1,4,3,204,0.01834862385321101,3,0,14,6,0,7,0,0,27,16.3,1,0,0,35,3,5,33,0,0,2,0,75,1,0,1,0,0,0,0,0,0,0.9465387463569641,0.023162659257650375,0.029738467186689377,5.600594449788332e-4,0.08431977196596563,0,Andrew McGrath,0,15814,12,Essendon,2020,0
0.02040816326530612,0.03680981595092025,0.023923444976076555,0.021739130434782608,10,83,0.1111111111111111,0,0.01020408163265306,0.04938271604938271,0.01694915254237288,3,0,1,0.008695652173913044,0.031746031746031744,0,0.058823529411764705,2,0,0,84,62,69,0,1,3,219,0.0423728813559322,0,1,2,6,0,2,0,2,11,7.8,0,0.06896551724137931,2,13,4,10,64,0,0,0,0,45,0,1,0,1,0,0,0,0,0,0.9959681034088135,0.003445380600169301,4.0510878898203373e-4,1.8140424799639732e-4,0.0047998109221225604,0,Ben Ainsworth,0,15706,4,Gold Coast,2020,0
0.012048192771084338,0.015037593984962405,0.008368200836820083,0.010507880910683012,4,67,0,0,0,0,0,1,1,0,0.008547008547008548,0.0125,0,0,4,0,0,100,23,40,0,0,1,117,0.008849557522123894,2,0,4,2,0,1,1,0,5,4.7,0,0,3,28,7,10,67,0,0,0,0,34,0,1,0,0,0,0,0,0,0,0.9994226694107056,4.828802775591612e-4,2.7772395696956664e-5,6.66484993416816e-5,7.383705669781193e-4,0,Alex Keath,0,15701,4,Western Bulldogs,2020,0
0.02997275204359673,0.04666666666666667,0.030434782608695653,0.03015075376884422,14,78,0,0.058823529411764705,0.008547008547008548,0.045454545454545456,0.016129032258064516,1,0,0,0.01702127659574468,0.03735632183908046,0.05,0.05,0,0,0.06666666666666667,84,73,90,0,1,3,292,0.045871559633027525,3,0,4,8,2,2,2,0,10,5.5,0,0.02127659574468085,0,16,12,10,72,0,0,0,0,45,0,1,0,0,0,0,0,0,1,0.9863400459289551,0.011267568916082382,0.002013190882280469,3.7923394120298326e-4,0.01643165250425227,0,Ben Keays,0,15853,17,Adelaide,2020,0
0.01098901098901099,0,0.02510460251046025,0.01658374792703151,7,70,0,0,0.01098901098901099,0.014925373134328358,0.058823529411764705,2,0,0,0.029787234042553193,0.010638297872340425,0,0,1,0,0,68,28,42,2,1,2,115,0.034482758620689655,2,0,8,1,0,6,0,0,16,7,0,0,0,30,2,5,32,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0.9999486207962036,2.5120498321484774e-5,4.822390565095702e-6,2.147803570551332e-5,9.919938656821614e-5,0,Caleb Serong,0,15758,7,Fremantle,2020,0
0.011494252873563218,0.013245033112582781,0.04132231404958678,0.023728813559322035,11,79,0,0,0.020618556701030927,0.03614457831325301,0.03225806451612903,0,0,0,0.013100436681222707,0.028011204481792718,0,0,2,0,0,74,46,71,1,1,5,81,0,0,0,8,3,1,3,0,0,18,7.5,1,0,0,59,9,14,93,1,1,0,0,172,0,1,0,1,0,0,0,0,0,0.9987586736679077,9.965673089027405e-4,8.388985588680953e-5,1.6089342534542084e-4,0.001647027296712622,0,Cameron Guthrie,0,15804,11,Geelong,2020,0
0.03380281690140845,0.043478260869565216,0.05485232067510549,0.04222972972972973,20,80,0,0,0.022727272727272728,0.012987012987012988,0.04838709677419355,1,0,0,0.018604651162790697,0.05370843989769821,0,0,1,0,0,92,94,105,0,3,2,216,0.019230769230769232,1,0,9,7,0,4,0,0,16,6.8,1,0,0,12,7,7,49,0,0,0,0,145,1,0,0,0,0,0,0,0,1,0.9723497629165649,0.015949491411447525,0.01004143338650465,0.0016593041364103556,0.04101027059368789,0,Lachie Whitfield,0,15824,13,Greater Western Sydney,2020,0
0.02586206896551724,0.02197802197802198,0.03260869565217391,0.028846153846153848,11,61,0,0.09090909090909091,0.02054794520547945,0.05405405405405406,0.04225352112676056,3,0,2,0.029900332225913623,0.030612244897959183,0.18181818181818182,0,0,0,0,86,58,88,2,1,2,214,0.027972027972027972,3,0,2,3,2,7,1,0,18,8,0,0.03333333333333333,0,32,12,6,48,1,1,0,0,256,0,1,1,0,0,0,0,0,0,0.976794421672821,0.02104846015572548,0.0018074213294312358,3.496657300274819e-4,0.025712300004670396,0,Patrick Dangerfield,0,15768,8,Geelong,2020,0
0.00819672131147541,0.009174311926605505,0.00784313725490196,0.008051529790660225,2,40,0,0,0,0.03333333333333333,0.01694915254237288,0,0,0,0.003968253968253968,0.008955223880597015,0,0,5,0,0,73,18,36,0,1,1,147,0.007575757575757576,0,0,2,1,0,0,0,1,6,3.3,0,0,5,14,11,7,53,0,0,0,0,45,1,0,0,0,0,1,0,0,0,0.9999262094497681,6.67068234179169e-5,3.4341449008934433e-6,3.5921941616834374e-6,8.435169570475409e-5,0,Tom Campbell,0,15747,6,North Melbourne,2020,0
0.0335195530726257,0.013071895424836602,0.019230769230769232,0.028268551236749116,10,63,0.08695652173913043,0,0.0410958904109589,0.022222222222222223,0.0684931506849315,3,1,1,0.03418803418803419,0.023952095808383235,0,0,1,0,0,86,72,81,2,3,6,256,0.03669724770642202,0,1,2,6,1,5,0,0,8,17.1,1,0.043478260869565216,0,20,8,10,68,0,0,0,0,64,1,0,0,1,0,0,0,0,0,0.9986585378646851,0.0011224595364183187,1.5858218830544502e-4,6.0378377384040505e-5,0.0016207590451813303,0,Tim Taranto,0,15753,7,Greater Western Sydney,2020,0
0.016713091922005572,0.006711409395973154,0.01838235294117647,0.017432646592709985,7,64,0,0,0,0,0,2,0,0,0.019305019305019305,0.010526315789473684,0,0,3,0,0,90,31,45,0,0,1,180,0.014084507042253521,7,0,6,4,0,5,0,0,6,4.3,1,0,3,32,7,7,49,0,0,0,0,236,1,0,0,0,0,0,0,0,0,0.9996645450592041,2.710882981773466e-4,3.481817111605778e-5,2.961050449812319e-5,4.2955615390383173e-4,0,James Frawley,0,15815,12,Hawthorn,2020,0
0.020460358056265986,0.01507537688442211,0.040160642570281124,0.028125,12,67,0,0.15384615384615385,0.03125,0.0375,0.03773584905660377,1,0,0,0.02843601895734597,0.030732860520094562,0,0.0625,0,0,0,71,63,71,1,1,3,243,0.023255813953488372,3,0,9,3,0,5,1,0,16,10.2,2,0.05128205128205128,0,27,9,7,51,0,0,0,0,81,1,0,0,0,0,0,0,0,1,0.9981178045272827,0.001796067925170064,7.338981959037483e-5,1.2727358807751443e-5,0.001981029640774068,0,Angus Brayshaw,0,15623,1,Melbourne,2020,0
0.01643835616438356,0.033783783783783786,0.013377926421404682,0.015060240963855422,8,80,0,0,0,0.014285714285714285,0,3,0,1,0.0163265306122449,0.01650943396226415,0.05555555555555555,0,1,0,0,88,38,45,0,0,2,186,0.023622047244094488,2,0,6,6,1,2,0,0,17,6.1,0,0,0,16,8,4,32,0,0,0,0,183,1,0,0,0,0,0,0,0,1,0.9998769760131836,9.073359979083762e-5,2.2678228560835123e-5,9.555510587233584e-6,1.6475658867420861e-4,0,Tom Scully,0,15805,11,Hawthorn,2020,0
0.02857142857142857,0,0.03985507246376811,0.03354632587859425,11,52,0,0.09090909090909091,0.07920792079207921,0.04395604395604396,0.05263157894736842,5,0,3,0.040160642570281124,0.030470914127423823,0,0,0,0,0,82,76,93,0,3,5,368,0.04225352112676056,3,1,13,5,1,8,0,0,31,6.8,0,0.02857142857142857,0,44,5,12,77,0,0,1,0,51,0,1,1,0,0,0,0,0,0,0.8538039922714233,0.13381198048591614,0.004135330207645893,0.008248683996498585,0.16682869289070368,0,Jack Graham,0,15860,18,Richmond,2020,0
0.03313253012048193,0.015037593984962405,0.012552301255230125,0.024518388791593695,3,21,0,0,0.009259259259259259,0.023809523809523808,0,2,0,2,0.021367521367521368,0.025,0.041666666666666664,0,0,0,0,83,43,49,0,0,4,267,0.017699115044247787,6,0,5,3,1,4,1,0,5,0.9,2,0,0,28,7,10,67,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0.9992873072624207,4.0032085962593555e-4,8.951318159233779e-5,2.2285216255113482e-4,0.0012479037104640156,0,Louis Butler,0,15701,4,Western Bulldogs,2020,0
0.014705882352941176,0.014705882352941176,0.020833333333333332,0.017241379310344827,8,80,0,0.08333333333333333,0,0.023529411764705882,0.029850746268656716,0,0,0,0.024691358024691357,0.00946372239747634,0,0.0625,1,0,0.16666666666666666,83,32,62,2,0,6,172,0,1,0,1,4,2,6,0,0,10,8.4,1,0.029411764705882353,1,2,10,9,64,0,0,0,0,92,1,0,0,1,0,0,0,0,0,0.9998171925544739,1.1463090049801394e-4,6.369348557200283e-5,4.461795015231473e-6,2.55403256687714e-4,0,Jordan De Goey,0,15702,4,Collingwood,2020,0
0.029649595687331536,0.011834319526627219,0.037037037037037035,0.03214285714285714,13,72,0,0,0.02666666666666667,0.04938271604938271,0.06666666666666667,1,2,1,0.043689320388349516,0.026470588235294117,0,0,1,0,0.2,89,60,109,0,4,4,387,0.021052631578947368,2,0,8,7,1,6,0,0,15,13.8,0,0,1,52,12,3,30,0,0,0,0,132,1,0,0,0,0,0,0,0,1,0.9927122592926025,0.006127195432782173,0.0011170243378728628,4.358913793112151e-5,0.008492011522321263,0,Josh Kelly,0,15858,18,Greater Western Sydney,2020,0
