Feature,Gain,Cover,Frequency
coaches_votes,0.560570741650306,0.045880172951393815,0.03496503496503497
afl_fantasy_score,0.06974277559974436,0.04831332727091115,0.03180690277464471
goals_prop,0.02085535120920341,0.02729320394720584,0.018272050530115047
disposals_prop,0.019968230028860914,0.05275844016466142,0.028423189713512296
supercoach_score,0.018606482795581095,0.03371305153384196,0.028874351454996616
goals,0.013181252698388357,0.02462206598459918,0.011955786149334537
rolling_avg_votes_per_game,0.012304929915368606,0.017784137621829038,0.01669298443491992
rolling_avg_games_polled,0.010348318572459008,0.015651889322238783,0.012858109632303182
rating_points,0.010348068122197083,0.027662898869203898,0.024362734040153395
uncontested_possessions_prop,0.009989616572240038,0.04959165869407618,0.02481389578163772
contested_possessions_prop,0.009353169222578008,0.043870602520176175,0.0214301827205053
num_games,0.008209135359125352,0.008649438672175871,0.022558087074216106
metres_gained,0.008170826935954185,0.035624760017585036,0.023685991427926913
inside_fifties_prop,0.007999084033222916,0.025390944203218926,0.01691856530566208
marks_prop,0.00788345510608493,0.029534579999364548,0.020527859237536656
effective_disposals,0.007704074258196256,0.02618494983965177,0.025716219264606363
marks_inside_fifty_prop,0.007513855228408414,0.005436763322774972,0.008797653958944282
match_margin,0.0072354150537134254,0.0023665458958516293,0.017820888788630723
turnovers_prop,0.0068935476685499635,0.006480174155848552,0.015565080081209114
kicks_prop,0.0066007176710274245,0.04239260157447154,0.019625535754568012
team_score,0.00647504742851369,0.0034717369504078223,0.01466275659824047
clearances_prop,0.006446698255808955,0.027188696732210464,0.016241822693435597
handballs_prop,0.006196390238055775,0.03773655335308777,0.020302278366794498
disposals,0.0058158380022580594,0.0160204420888817,0.020753440108278818
prev_season_br_votes,0.005672925330369811,0.005826238298877968,0.009925558312655087
tackles_prop,0.0052928078005133085,0.014041969433015392,0.01488833746898263
time_on_ground_percentage,0.005266855996065966,0.0055975995632397925,0.013534852244529664
shots_at_goal_prop,0.0051543851357564365,0.015151313779772097,0.010827881795623731
kicks,0.005012737318702166,0.013459677866503636,0.06406496729077374
effective_kicks,0.004751698572894383,0.011624130378487441,0.009925558312655087
score_involvements,0.004726668529655846,0.012703986350620512,0.011955786149334537
team_behinds,0.004181445253391786,0.003964888483066093,0.010827881795623731
disposal_efficiency_percentage,0.004092611537535549,0.003953103516447141,0.015790660951951276
pressure_acts,0.004056439898996659,0.005736371438889393,0.011730205278592375
def_half_pressure_acts,0.004051240126432137,3.419197804071348e-4,0.010151139183397249
match_outcome_Loss,0.00403882611702779,0.002173625473137856,0.003609293931874577
handballs,0.004009157149241626,0.0064617958378612875,0.025039476652379877
rebounds,0.003938698454187074,0.012522020236085589,0.011279043537108053
score_launches,0.003899875284844352,0.005478036664017558,0.010151139183397249
contested_marks_prop,0.0038932353697886486,0.0023501403916596077,0.007444168734491315
marks,0.0035175909914842577,0.024439061547014126,0.026844123618317166
contested_possessions,0.003471910634937725,0.00956041140020563,0.011053462666365893
clangers,0.0033405600666520973,0.003904821494616191,0.00857207308820212
prev_season_games_polled,0.0032867550596682145,0.003355392852640985,0.004060455673358899
ground_ball_gets,0.003035265290032491,0.009275391722945506,0.009699977441912927
centre_clearances,0.002863950549484327,0.006126988570347529,0.005865102639296188
inside_fifties,0.0028016317960316488,0.0049930359673027915,0.008120911346717798
goal_assists_prop,0.002668145662573925,0.0023954112766451864,0.007444168734491315
free_kicks_against,0.0024813381105695167,1.791626422995782e-4,0.006767426122264832
shots_at_goal,0.0024775889459773747,0.008002563411946157,0.004737198285585382
turnovers,0.0024026299745553794,2.7032740610081243e-4,0.005639521768554027
uncontested_possessions,0.0023770604617756406,0.00804876878767685,0.011053462666365893
team_goals,0.00231722933722917,2.8496776110761656e-4,0.007895330475975638
stoppage_clearances,0.002197583198184831,0.012608720210771272,0.007895330475975638
intercepts,0.0021546613702684877,0.00612942862951533,0.007444168734491315
spoils,0.0021238454570125806,2.2848298718065597e-4,0.004060455673358899
one_percenters,0.0020952190374684578,2.7266363296360034e-4,0.007895330475975638
hitouts,0.002045933917527569,0.017392897496540827,0.007444168734491315
free_kicks_for,0.0018017256865234936,0.0015556675098542048,0.008120911346717798
behinds,0.0017789462780687982,2.708465676258764e-4,0.004737198285585382
intercept_marks,0.001684865560872298,0.010390135349562877,0.0051883600270697045
ruck_contests,0.001672920300461796,0.007190750535203616,0.004060455673358899
behinds_prop,0.001652026593043169,0.0052635710380136294,0.004511617414843221
marks_inside_fifty,0.0016437526180434474,0.00663036758504956,0.004962779156327543
match_outcome_Win,0.0015388108381340524,0.0052089552455768994,0.0024813895781637717
contest_def_one_on_ones,0.0014616442948405554,3.018405106721958e-4,0.003834874802616738
bounces,0.0014586641596441958,0.009301194050741186,0.006090683510038349
contested_marks,0.001242676239592463,0.003470958208120226,0.003834874802616738
clearances,0.0012305032742593886,0.010838171745693088,0.006090683510038349
player_position_R,0.0011458056856039527,2.431233421874601e-4,0.0024813895781637717
f50_ground_ball_gets,0.001136829918787137,0.003734899927462752,0.004737198285585382
tackles,9.761308012382707e-4,0.013277556003511192,0.010376720054139409
hitout_win_percentage,9.721184417456866e-4,0.004738906400783976,0.0022558087074216106
tackles_inside_fifty,8.932270513974814e-4,0.0017147386011338072,0.003158132190390255
contest_off_one_on_ones,8.814832324468713e-4,1.3378792500898668e-4,0.002932551319648094
hitouts_to_advantage,8.275157812695084e-4,0.004946726759267085,0.0024813895781637717
player_position_SUB,7.86132144350549e-4,3.429581034572627e-4,0.0020302278366794496
player_position_RR,7.66387083382673e-4,7.481117576171898e-5,0.0018046469659372885
player_position_HFFR,6.867692018981798e-4,2.5698495490666824e-5,0.0011279043537108053
player_position_WR,6.61730366349593e-4,8.737488466826721e-5,0.0011279043537108053
contest_def_losses,6.047181899255232e-4,8.041812023240993e-5,0.0015790660951951275
goal_assists,5.888633881376698e-4,0.0018496686814979347,0.0024813895781637717
player_position_HBFL,5.180769582276488e-4,1.2667541211561022e-4,9.023234829686443e-4
player_position_C,4.8673998736434044e-4,0.004915628983915753,0.0015790660951951275
player_position_WL,4.403736314858688e-4,0.0017952086375187235,0.0015790660951951275
marks_on_lead,4.0130137621863465e-4,4.9735674101128925e-5,0.0022558087074216106
aa_team,3.729422853218638e-4,2.814374627371815e-4,0.0018046469659372885
contest_off_wins,2.914719078901032e-4,0.0016754899898389706,0.0015790660951951275
player_position_CHB,2.310032661641911e-4,2.299885556033415e-5,4.5116174148432213e-4
player_position_INT,1.8188148766032974e-4,9.708320518696356e-6,6.767426122264832e-4
captain,1.7903474754901754e-4,2.6378597088500634e-4,9.023234829686443e-4
player_position_FPR,1.420584478411194e-4,1.0227482043760333e-5,6.767426122264832e-4
