player_name,player_team,actual_votes,predicted_votes,coaches_votes,prediction_sum,votes_accuracy
Aaron Francis,Essendon,0,0,3,0.04241000665933825,0
Aaron Hall,North Melbourne,0,0,0,0.1323374728381168,0
Aaron Naughton,Western Bulldogs,0,2,8,2.476497972427751,-2
Aaron vandenBerg,Melbourne,0,0,0,0.006794644257752225,0
Adam Cerra,Fremantle,0,5,22,4.206370461819461,-5
Adam Kennedy,Greater Western Sydney,0,0,0,-0.016394114849390462,0
Adam Saad,Essendon,0,0,16,0.46822129434440285,0
Adam Tomlinson,Melbourne,0,0,0,0.04378898208233295,0
Adam Treloar,Collingwood,0,10,24,6.391764432191849,-10
Aidan Corr,Greater Western Sydney,0,0,3,0.14932992577087134,0
Aiden Bonar,North Melbourne,0,0,0,-0.00499942695023492,0
Alex Keath,Western Bulldogs,0,0,12,0.2732038607064169,0
Alex Neal-Bullen,Melbourne,0,0,0,-0.015538382343947887,0
Alex Sexton,Gold Coast,0,0,2,0.887223731377162,0
Alex Witherden,Brisbane Lions,0,0,5,0.7297885118241538,0
Aliir Aliir,Sydney,0,0,0,0.01170727502903901,0
Andrew Brayshaw,Fremantle,0,9,34,5.76209918508539,-9
Andrew Gaff,West Coast,0,10,29,8.206708555109799,-10
Andrew McGrath,Essendon,0,9,37,5.997065167874098,-9
Andrew McPherson,Adelaide,0,0,0,0.07187903427984565,0
Andrew Phillips,Essendon,0,0,0,-0.02619045145547716,0
Angus Brayshaw,Melbourne,0,2,19,2.5517236711093574,-2
Anthony McDonald-Tipungwuti,Essendon,0,2,10,1.2566275076242164,-2
Archie Smith,Brisbane Lions,0,0,0,2.8449008823372424e-5,0
Atu Bosenavulagi,Collingwood,0,0,0,-0.002332434698473662,0
Bachar Houli,Richmond,0,0,10,0.3705998139557778,0
Bailey Banfield,Fremantle,0,0,0,-0.011075932008679956,0
Bailey Dale,Western Bulldogs,0,0,0,0.004552062106085941,0
Bailey J. Williams,West Coast,0,0,0,-0.005700219189748168,0
Bailey Scott,North Melbourne,0,0,0,-0.1466460160445422,0
Bailey Smith,Western Bulldogs,0,2,26,2.5974051077573677,-2
Bailey Williams,Western Bulldogs,0,0,5,0.39687997884175275,0
Bayley Fritsch,Melbourne,0,1,8,0.8701215515029617,-1
Ben Ainsworth,Gold Coast,0,3,11,2.193955803173594,-3
Ben Brown,North Melbourne,0,0,0,-0.052547025959938765,0
Ben Cavarra,Western Bulldogs,0,0,0,-0.006159451557323337,0
Ben Crocker,Adelaide,0,0,0,-0.01580305414972827,0
Ben Cunnington,North Melbourne,0,3,10,2.792024437338114,-3
Ben Davis,Adelaide,0,0,0,-0.0018606777302920818,0
Ben Jarvis,Geelong,0,0,0,-0.0012015048414468765,0
Ben Keays,Adelaide,0,0,0,0.45273075689328834,0
Ben King,Gold Coast,0,1,6,0.3625721048738342,-1
Ben Long,St Kilda,0,0,2,0.07737827647360973,0
Ben McEvoy,Hawthorn,0,0,12,0.041580689314287156,0
Ben McKay,North Melbourne,0,0,0,-0.011108983599115163,0
Ben Paton,St Kilda,0,0,2,0.04081140168273123,0
Ben Reid,Collingwood,0,0,0,-0.008395628770813346,0
Ben Ronke,Sydney,0,0,0,-0.004444174555828795,0
Ben Stratton,Hawthorn,0,0,3,0.20867544133216143,0
Billy Frampton,Adelaide,0,0,0,-0.012727145745884627,0
Billy Gowers,Western Bulldogs,0,0,0,-0.0028427489596651867,0
Blake Acres,Fremantle,0,1,7,0.7293799687176943,-1
Blake Hardwick,Hawthorn,0,0,0,-0.04487813566811383,0
Bobby Hill,Greater Western Sydney,0,0,0,-0.0027778216172009706,0
Boyd Woodcock,Port Adelaide,0,0,0,-0.013099942458211444,0
Brad Close,Geelong,0,0,0,0.09651443913026014,0
Brad Crouch,Adelaide,0,3,12,2.477876992430538,-3
Brad Ebert,Port Adelaide,0,2,5,0.5582054706901545,-2
Brad Sheppard,West Coast,0,0,6,0.7306957524269819,0
Bradley Hill,St Kilda,0,0,6,1.036745638200955,0
Brandan Parfitt,Geelong,0,0,7,1.1045228992588818,0
Brandon Ellis,Gold Coast,0,0,6,0.26941315113799646,0
Brandon Matera,Fremantle,0,0,0,-0.01247544137731893,0
Brandon Starcevich,Brisbane Lions,0,0,5,0.09417031762131955,0
Brandon Zerk-Thatcher,Essendon,0,0,0,0.004525201344222296,0
Brayden Ainsworth,West Coast,0,0,0,0.02123478378780419,0
Brayden Fiorini,Gold Coast,0,0,0,-0.029361951863393188,0
Brayden Ham,Essendon,0,0,0,-0.06375539259897778,0
Brayden Maynard,Collingwood,0,0,22,1.6193799627944827,0
Brayden Sier,Collingwood,0,0,2,0.10018321219831705,0
Braydon Preuss,Melbourne,0,0,0,-0.017337063211016357,0
Brendon Ah Chee,West Coast,0,0,0,-0.02220722234051209,0
Brennan Cox,Fremantle,0,0,3,0.15950737331877463,0
Brent Daniels,Greater Western Sydney,0,0,6,-0.11886599106219364,0
Brett Bewley,Fremantle,0,0,0,0.08775453631096752,0
Brodie Grundy,Collingwood,0,7,22,5.069665697868913,-7
Brodie Smith,Adelaide,0,3,16,1.926934366550995,-3
Brody Mihocek,Collingwood,0,2,14,3.065415155091614,-2
Bryce Gibbs,Adelaide,0,1,1,0.7410996071994305,-1
Cale Hooker,Essendon,0,0,3,0.09314256231300533,0
Caleb Daniel,Western Bulldogs,0,6,35,3.7338745282031596,-6
Caleb Graham,Gold Coast,0,0,0,-0.004328708164393902,0
Caleb Serong,Fremantle,0,1,13,1.2497331673002918,-1
Callan Ward,Greater Western Sydney,0,0,0,-0.09435105050215498,0
Callum Ah Chee,Brisbane Lions,0,0,0,0.1624053601990454,0
Callum L. Brown,Collingwood,0,0,0,0.040716088173212484,0
Callum Mills,Sydney,0,3,11,2.534833893412724,-3
Callum Moore,Carlton,0,0,0,-0.0036175029817968607,0
Callum Porter,Western Bulldogs,0,0,0,-5.10917161591351e-4,0
Callum Sinclair,Sydney,0,0,1,0.31353164682514034,0
Callum Wilkie,St Kilda,0,0,1,0.31878184290690115,0
Cam McCarthy,Fremantle,0,0,0,-0.0012015048414468765,0
Cam Rayner,Brisbane Lions,0,0,2,0.46544824150623754,0
Cam Sutcliffe,Port Adelaide,0,0,0,-0.003922504656657111,0
Cameron Ellis-Yolmen,Brisbane Lions,0,0,0,0.027867562086612452,0
Cameron Guthrie,Geelong,0,13,48,11.252025071531534,-13
Cameron Polson,Carlton,0,0,0,-0.0036045145243406296,0
Cameron Zurhaar,North Melbourne,0,0,3,0.05362387869536178,0
Chad Warner,Sydney,0,0,0,-0.002403009682893753,0
Chad Wingard,Hawthorn,0,6,29,4.2543415473774076,-6
Changkuoth Jiath,Hawthorn,0,0,0,-0.0054871982138138264,0
Charlie Ballard,Gold Coast,0,0,4,0.38923806289676577,0
Charlie Cameron,Brisbane Lions,0,3,16,1.928318899932492,-3
Charlie Constable,Geelong,0,0,0,0.47216854854195844,0
Charlie Dixon,Port Adelaide,0,8,36,6.153359553776681,-8
Charlie Spargo,Melbourne,0,0,2,0.035031182334932964,0
Chayce Jones,Adelaide,0,0,0,0.05241739284974756,0
Chris Mayne,Collingwood,0,0,0,0.4124463528423803,0
Christian Petracca,Melbourne,0,21,78,16.348425225820392,-21
Christian Salem,Melbourne,0,1,3,1.1809847616241314,-1
Clayton Oliver,Melbourne,0,12,34,11.703310035634786,-12
Cody Weightman,Western Bulldogs,0,0,0,-0.00599247280479176,0
Colin O'Riordan,Sydney,0,0,0,-0.003379150810360443,0
Connor Ballenden,Brisbane Lions,0,0,0,-0.0026986708398908377,0
Connor Blakely,Fremantle,0,0,0,-0.02513080805510981,0
Connor Budarick,Gold Coast,0,0,0,-0.0032054971015895717,0
Connor Idun,Greater Western Sydney,0,0,0,-0.002612774958834052,0
Connor Rozee,Port Adelaide,0,1,11,0.8259511954966001,-1
Conor Glass,Hawthorn,0,0,0,-0.0056091615406330675,0
Conor McKenna,Essendon,0,0,0,-0.0011280285834800452,0
Conor Nash,Hawthorn,0,0,0,-0.0023318317253142595,0
Curtis Taylor,North Melbourne,0,0,0,0.012853726657340303,0
Damon Greaves,Hawthorn,0,0,2,0.07828790787607431,0
Dan Butler,St Kilda,0,6,25,3.158766123931855,-6
Dan Hannebery,St Kilda,0,0,1,0.2489146717271069,0
Dan Houston,Port Adelaide,0,2,19,2.643540738223237,-2
Dane Rampe,Sydney,0,1,20,1.8932088762521744,-1
