effective_disposals,disposal_efficiency_percentage,clangers,free_kicks_for,free_kicks_against,one_percenters,bounces,time_on_ground_percentage,afl_fantasy_score,supercoach_score,centre_clearances,stoppage_clearances,score_involvements,metres_gained,intercepts,tackles_inside_fifty,def_half_pressure_acts,effective_kicks,f50_ground_ball_gets,ground_ball_gets,intercept_marks,marks_on_lead,pressure_acts,rating_points,score_launches,spoils,match_margin,team_behinds,team_goals,team_score,aa_team,aa_squad,coaches_votes,captain,num_games,match_outcome_Loss,match_outcome_Win,player_position_final_C,player_position_final_F,player_position_final_HB,player_position_final_HF,player_position_final_INT,player_position_final_RK,player_position_final_W,prob_0,prob_1,prob_2,prob_3,expected_votes,pred,player_name,brownlow_votes,match_id,match_round,player_team,season,predicted_votes
4,57,2,2,1,3,0,82,32,55,0,1,2,264,5,0,6,4,0,3,0,0,8,4.9,1,1,32,7,11,73,0,0,0,0,28,0,1,0,0,1,0,0,0,0,0.9996217489242554,1.2566579971462488e-4,4.906138201477006e-5,2.0351733837742358e-4,8.343405788764358e-4,0,Noah Answerth,0,15855,17,Brisbane Lions,2020,0
12,75,4,1,0,3,2,83,65,69,0,0,1,307,4,0,6,8,0,2,1,0,6,5.8,0,3,26,7,9,61,0,0,0,0,92,0,1,0,0,0,0,0,0,0,0.9951011538505554,0.0037513573188334703,6.72815483994782e-4,4.747132770717144e-4,0.0065211281180381775,0,Aidan Corr,0,15776,9,Greater Western Sydney,2020,0
8,80,0,0,0,1,0,82,40,71,1,1,3,76,3,1,7,2,1,4,1,0,11,9.7,0,0,29,10,10,70,0,0,0,0,221,0,1,0,1,0,0,0,0,0,0.9983962178230286,8.822047966532409e-4,4.05339989811182e-4,3.1624679104425013e-4,0.0026416251494083554,0,Robbie Gray,0,15700,3,Port Adelaide,2020,0
7,100,0,1,0,2,0,72,38,59,0,0,2,130,3,1,2,3,1,3,1,0,11,9.2,1,2,31,7,2,19,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0.9998204112052917,1.6018823953345418e-4,1.7282718545175157e-5,2.167295178878703e-6,2.012555621604406e-4,0,Sam Wicks,0,15821,13,Sydney,2020,0
10,71,2,1,1,0,0,88,53,87,0,4,2,39,2,3,8,2,1,7,0,0,25,5.6,0,0,63,10,3,28,0,0,0,0,13,1,0,0,0,0,1,0,0,0,0.9999600648880005,2.8125014068791643e-5,9.89991440292215e-6,1.9453286768111866e-6,5.37608289050695e-5,0,Will Snelling,0,15772,9,Essendon,2020,0
12,63,8,0,4,0,1,85,52,53,0,5,4,224,1,0,4,4,2,6,0,0,8,1.4,0,0,12,7,7,49,0,0,0,1,145,1,0,1,0,0,0,0,0,0,0.9996812343597412,2.1810484759043902e-4,4.7981648094719276e-5,5.267125379759818e-5,4.720819051726721e-4,0,Stephen Coniglio,0,15824,13,Greater Western Sydney,2020,0
11,85,2,0,1,5,0,79,51,95,0,0,1,446,5,0,1,11,0,2,3,0,1,9.6,1,4,13,7,8,55,0,0,0,0,116,0,1,0,0,0,0,0,0,0,0.9325107932090759,0.06484238803386688,0.0014395408798009157,0.0012072920799255371,0.07134334603324533,0,Trent McKenzie,0,15778,10,Port Adelaide,2020,0
12,86,2,2,0,4,0,91,73,108,0,1,3,322,5,0,2,11,0,2,1,0,5,4.1,2,4,23,7,8,55,0,0,0,0,193,1,0,0,0,0,0,0,0,0,0.9989315867424011,7.143478142097592e-4,3.3481704303994775e-4,1.924583011714276e-5,0.001441719390641083,0,Daniel Talia,0,15759,7,Adelaide,2020,0
9,82,3,1,1,0,0,74,57,59,0,0,5,218,1,2,2,5,0,2,0,0,11,7,1,0,36,12,11,78,0,0,0,0,180,0,1,0,0,0,1,0,0,0,0.9998445510864258,7.568195724161342e-5,1.9263070498709567e-5,6.047827992006205e-5,2.956429379992187e-4,0,Steven Motlop,0,15840,16,Port Adelaide,2020,0
18,64,5,0,2,1,0,82,104,122,6,5,2,277,5,2,10,3,1,13,1,0,26,13.3,1,0,12,11,8,59,0,0,10,0,158,0,1,1,0,0,0,0,0,0,0.014575948938727379,0.04533664509654045,0.07126675546169281,0.8688206076622009,2.794331979006529,3,Rory Laird,3,15845,16,Adelaide,2020,3
5,71,1,0,1,2,0,78,34,64,0,0,3,89,1,0,3,1,2,2,0,0,9,3,1,2,64,5,5,35,0,0,0,0,28,1,0,0,1,0,0,0,0,0,0.9999486207962036,3.9334758184850216e-5,8.067362614383455e-6,3.999831733381143e-6,6.746897861376056e-5,0,Nick Larkey,0,15850,17,North Melbourne,2020,0
8,47,4,0,1,3,0,69,67,99,1,3,3,153,4,1,8,1,1,11,0,0,21,7.9,0,2,32,12,6,48,0,0,0,0,60,0,1,1,0,0,0,0,0,0,0.9904599189758301,0.008359520696103573,9.471529629081488e-4,2.3340612824540585e-4,0.010954045006656088,0,Brandan Parfitt,0,15768,8,Geelong,2020,0
6,75,0,0,0,0,0,55,35,44,0,0,4,127,2,1,3,3,0,3,0,1,13,6.7,2,0,28,6,14,90,0,0,0,0,191,0,1,0,1,0,0,0,0,0,0.9999051094055176,5.1041326514678076e-5,2.517194843676407e-5,1.865075137175154e-5,1.5733747750346083e-4,0,Paul Puopolo,0,15622,1,Hawthorn,2020,0
17,81,4,2,2,2,0,79,79,80,1,2,2,246,4,0,7,8,0,5,1,0,10,7.4,0,2,28,10,7,52,0,0,0,0,92,1,0,0,1,0,0,0,0,0,0.9984790682792664,0.001192911178804934,2.31641111895442e-4,9.636054892325774e-5,0.0019452750493655913,0,Angus Brayshaw,0,15818,13,Melbourne,2020,0
18,69,1,1,0,4,0,86,95,117,0,0,3,584,9,0,5,10,0,5,0,0,9,12.7,1,2,24,9,12,81,0,0,0,1,93,1,0,0,0,0,0,0,0,0,0.9648995399475098,0.011898510158061981,0.0228233952075243,3.785023873206228e-4,0.05868080773507245,0,Sam Docherty,0,15615,1,Carlton,2020,0
8,67,1,0,0,16,0,93,54,98,0,0,1,303,7,0,6,8,0,3,2,0,7,13.6,0,16,16,8,8,56,0,0,0,0,141,1,0,0,0,0,0,0,0,0,0.9944498538970947,0.0029519798699766397,0.002522342372685671,7.585617277072743e-5,0.008224233133660164,0,Liam Jones,0,15853,17,Carlton,2020,0
3,60,2,0,2,0,0,36,18,33,0,1,3,73,1,1,6,0,1,3,0,0,13,2.7,0,0,28,10,7,52,0,0,0,0,7,1,0,1,0,0,0,0,0,0,0.99999237060546875,4.737006747745909e-6,1.4094149491938879e-6,1.523156470284448e-6,1.2125306056987029e-5,0,Tom Sparrow,0,15818,13,Melbourne,2020,0
10,71,0,1,0,6,0,87,56,93,0,1,2,190,4,0,3,9,0,3,1,0,5,9.9,1,6,8,4,5,34,0,1,0,0,112,1,0,0,0,1,0,0,0,0,0.9965194463729858,0.0027938203420490026,6.298129446804523e-4,5.693433195119724e-5,0.004224249227263499,0,Brayden Maynard,0,15839,15,Collingwood,2020,0
2,40,4,0,1,0,0,75,17,16,0,1,0,52,1,1,2,1,2,4,0,0,10,2,0,0,60,7,4,31,0,0,0,0,178,1,0,0,0,0,1,0,0,0,0.9999736547470093,1.6685324226273224e-5,5.137223979545524e-6,4.48136916020303e-6,4.0403879665973363e-5,0,Steven Motlop,0,15809,12,Port Adelaide,2020,0
6,75,3,1,2,10,0,97,33,72,0,0,2,167,6,0,3,4,0,3,2,0,3,10.5,2,10,3,7,9,61,0,0,0,0,132,1,0,0,0,1,0,0,0,0,0.9800536036491394,0.019174033775925636,5.38993685040623e-4,2.3340655025094748e-4,0.020952240796759725,0,Liam Jones,0,15756,7,Carlton,2020,0
3,75,0,0,0,1,0,59,18,32,0,0,2,35,0,0,0,1,0,1,0,0,2,2.4,0,0,31,4,9,58,0,0,0,0,34,1,0,0,1,0,0,0,0,0,0.9999701976776123,2.172726635762956e-5,3.0384187539311824e-6,4.978272954758722e-6,4.273892272976809e-5,0,David Cuningham,0,15771,9,Carlton,2020,0
7,64,3,0,2,3,0,100,44,80,0,2,4,150,0,1,5,4,3,4,0,1,13,11.4,2,0,22,5,5,35,1,1,0,0,263,1,0,0,1,0,0,0,0,0,0.9949958324432373,0.004454586189240217,5.124246818013489e-4,3.709201700985432e-5,0.005590711603872478,0,Tom Hawkins,0,15751,7,Geelong,2020,0
22,88,1,1,1,0,0,75,79,121,6,1,5,218,1,0,5,11,0,6,0,2,8,9.2,1,0,20,6,8,54,0,0,5,0,320,0,1,1,0,0,0,0,0,0,0.111726313829422,0.5439779162406921,0.25384995341300964,0.09044580161571503,1.3230152279138565,1,David Mundy,3,15725,5,Fremantle,2020,1
10,67,4,2,2,3,0,83,44,47,0,0,1,184,8,0,1,5,0,1,2,0,2,4.5,1,3,15,14,6,50,0,0,0,0,33,1,0,0,0,0,0,0,0,0,0.9994671940803528,3.835691895801574e-4,9.019458229886368e-5,5.908559251111001e-5,7.412151317112148e-4,0,Nick Coffield,0,15848,17,St Kilda,2020,0
8,53,2,0,0,0,0,87,58,93,0,1,4,239,1,0,6,4,2,6,0,1,15,10.7,0,0,2,6,7,48,0,0,0,0,120,1,0,0,0,0,0,0,0,1,0.9957869648933411,0.0029161679558455944,0.0011829553404822946,1.1393498425604776e-4,0.005623883589578327,0,Jack Billings,0,15823,13,St Kilda,2020,0
13,77,0,1,0,3,1,72,78,105,1,0,7,148,2,1,4,4,2,6,0,0,10,9.9,2,2,12,11,8,59,0,0,0,1,209,0,1,0,0,0,0,0,0,1,0.9889652729034424,0.00996971782296896,8.169240318238735e-4,2.4815063807182014e-4,0.012348017800832167,0,Rory Sloane,0,15845,16,Adelaide,2020,0
13,68,2,0,1,0,0,72,65,76,1,2,3,193,1,0,6,4,0,6,0,0,18,7.5,0,0,11,12,10,72,0,0,0,0,65,0,1,0,1,0,0,0,0,0,0.9972372055053711,0.0023920524399727583,1.2553446867968887e-4,2.452364715281874e-4,0.0033788307919166982,0,Brandan Parfitt,0,15828,14,Geelong,2020,0
4,80,0,0,0,4,0,84,25,54,0,0,0,92,1,2,4,2,0,1,0,0,8,3.6,0,3,36,12,11,78,0,0,0,0,113,0,1,0,0,0,0,0,0,1,0.999871015548706,8.347066614078358e-5,2.9167806133045815e-5,1.635301305213943e-5,1.908653175632935e-4,0,Cam Sutcliffe,0,15840,16,Port Adelaide,2020,0
9,60,2,2,1,1,1,79,64,80,0,1,2,406,3,0,5,7,0,5,0,0,7,7.2,2,1,27,4,14,88,0,0,0,0,35,0,1,0,0,1,0,0,0,0,0.9994957447052002,3.875905240420252e-4,2.6508003429626115e-5,9.013343515107408e-5,7.110068363544997e-4,0,Liam Baker,0,15827,14,Richmond,2020,0
3,33,3,0,0,7,0,100,32,48,0,2,0,243,3,0,6,2,0,4,0,0,6,3.2,0,7,17,1,10,61,0,1,0,0,93,1,0,0,0,1,0,0,0,0,0.9985986351966858,7.903381483629346e-4,5.438466323539615e-4,6.713941547786817e-5,0.002079449659504462,0,Jacob Weitering,0,15861,18,Carlton,2020,0
6,60,2,1,1,5,0,72,70,146,3,1,6,264,2,2,3,3,0,3,0,0,10,21.1,0,3,9,7,11,73,1,1,10,0,175,0,1,0,0,0,0,0,1,0,0.007925891317427158,0.01970328390598297,0.1455286145210266,0.8268422484397888,2.7912872582674026,3,Nic Naitanui,2,15775,9,West Coast,2020,3
5,83,1,0,1,4,0,89,22,28,0,0,0,63,2,0,5,3,0,1,1,0,6,3.2,0,3,24,6,11,72,0,0,0,0,41,1,0,0,0,0,0,0,0,0,0.9998526573181152,1.0995053889928386e-4,2.9987395464559086e-5,7.4211197897966485e-6,1.9218868919779197e-4,0,Alex Keath,0,15801,11,Western Bulldogs,2020,0
7,88,1,0,0,6,0,93,37,68,0,0,3,64,4,0,5,4,0,3,1,0,5,5.6,2,6,35,8,10,68,0,0,0,0,57,0,1,0,0,1,0,0,0,0,0.9939870834350586,0.005252815783023834,4.950984148308635e-4,2.6499570230953395e-4,0.007037999719614163,0,Dougal Howard,0,15814,12,St Kilda,2020,0
24,89,3,1,1,3,0,78,92,136,2,2,6,199,2,0,10,8,0,11,0,0,16,19.8,0,0,16,12,10,72,0,0,9,0,159,0,1,1,0,0,0,0,0,0,0.04469267651438713,0.23202599585056305,0.2628321945667267,0.46044909954071045,2.1390376836061478,3,Rory Laird,1,15853,17,Adelaide,2020,3
8,53,0,1,0,1,0,79,63,82,0,3,2,232,4,0,4,6,1,6,1,0,11,4.6,0,1,20,12,8,60,0,0,0,0,103,1,0,0,0,1,0,0,0,0,0.9986849427223206,0.001263137673959136,2.9419663405860774e-5,2.2509626433020458e-5,0.001389505880069919,0,Zac Williams,0,15654,2,Greater Western Sydney,2020,0
7,54,1,0,1,2,0,81,57,78,1,2,3,298,1,1,4,5,1,3,0,0,12,3.4,2,0,37,12,6,48,0,0,0,0,62,1,0,1,0,0,0,0,0,0,0.9998588562011719,1.1977223766734824e-4,1.5432824511663057e-5,5.9580493143585045e-6,1.6851203463374986e-4,0,Sam Powell-Pepper,0,15724,5,Port Adelaide,2020,0
3,43,2,0,1,0,0,70,45,38,0,0,1,131,0,2,3,2,2,3,0,0,10,5.4,0,0,28,8,12,80,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0.9998810291290283,6.519392627524212e-5,2.4260707505163737e-5,2.95302779704798e-5,2.02306175197009e-4,0,Ben Cavarra,0,15818,13,Western Bulldogs,2020,0
11,65,5,1,1,3,0,82,59,75,4,4,3,130,3,1,4,2,1,5,0,0,10,4,2,0,32,9,12,81,0,0,0,0,113,0,1,0,0,0,1,0,0,0,0.9992634654045105,4.7867579269222915e-4,1.2987959780730307e-4,1.2797591625712812e-4,0.0011223627370782197,0,Dom Sheed,0,15815,12,West Coast,2020,0
4,57,5,0,3,3,1,86,16,26,0,0,0,115,2,0,3,2,0,1,1,0,4,0.5,0,3,15,10,4,34,0,0,0,0,102,1,0,0,0,1,0,0,0,0,0.9997923970222473,1.357711444143206e-4,4.6031269448576495e-5,2.5803257813095115e-5,3.052434567507589e-4,0,Josh Walker,0,15857,18,North Melbourne,2020,0
7,78,3,2,2,0,0,76,46,57,0,0,5,258,1,1,2,7,0,2,0,1,14,5.5,1,0,3,7,9,61,0,0,0,0,71,1,0,0,1,0,0,0,0,0,0.9997343420982361,2.171132218791172e-4,3.0120670999167487e-5,1.8406057279207744e-5,3.325727357150754e-4,0,Mitch McGovern,0,15756,7,Carlton,2020,0
3,60,0,2,0,15,0,100,31,86,0,0,1,53,2,0,4,2,0,0,0,0,5,13.1,0,15,54,11,2,23,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0.9984381794929504,0.001493535004556179,6.032442252035253e-5,7.907116014393978e-6,0.001637905197640066,0,Ben McKay,0,15755,7,North Melbourne,2020,0
5,83,2,1,1,1,0,78,28,35,0,0,3,109,0,2,1,2,1,2,0,0,14,3.3,0,1,28,10,7,52,0,0,0,0,49,1,0,0,0,0,1,0,0,0,0.999963641166687,3.0174591302056797e-5,2.2527026430907426e-6,3.8837629290355835e-6,4.633128537534503e-5,0,Mitch Hannan,0,15818,13,Melbourne,2020,0
18,90,3,1,0,0,0,78,73,105,0,1,2,387,7,0,10,12,0,5,1,0,10,8.2,0,0,54,11,2,23,0,0,0,0,124,1,0,0,0,0,0,0,0,0,0.9959763884544373,0.003801970975473523,1.5117636939976364e-4,7.05328129697591e-5,0.004315922153182328,0,Marley Williams,0,15755,7,North Melbourne,2020,0
5,50,1,0,1,0,0,80,59,64,0,2,3,256,1,3,10,3,0,3,0,0,27,4.3,0,0,20,8,12,80,0,0,0,0,111,0,1,1,0,0,0,0,0,0,0.9999463558197021,3.2484251278219745e-5,1.0819964700203855e-5,1.0391396244813222e-5,8.529836941306712e-5,0,Aaron Hall,0,15654,2,North Melbourne,2020,0
6,67,3,1,1,3,0,73,38,36,1,0,2,120,0,0,2,4,0,2,0,0,8,-1.7,1,2,26,7,10,67,0,0,0,0,91,1,0,0,0,0,0,0,0,1,0.9999560117721558,2.467529702698812e-5,1.2520069503807463e-5,6.825394848419819e-6,7.01916205798625e-5,0,Kamdyn McIntosh,0,15704,4,Richmond,2020,0
11,69,5,1,1,1,0,91,80,86,0,0,8,360,2,0,4,10,4,4,0,2,14,9.4,1,1,28,8,9,62,0,0,0,0,76,1,0,0,0,0,1,0,0,0,0.9683005213737488,0.03124096803367138,2.7786821010522544e-4,1.806077198125422e-4,0.03233852761331946,0,Eric Hipwood,0,15622,1,Brisbane Lions,2020,0
10,77,1,2,0,2,0,100,52,88,0,0,4,290,1,0,3,5,0,5,0,1,10,8.6,0,1,16,6,7,48,0,0,0,0,99,0,1,0,1,0,0,0,0,0,0.9551387429237366,0.02879088744521141,0.014590886421501637,0.001479452708736062,0.06241101841442287,0,Rory Lobb,0,15805,11,Fremantle,2020,0
4,57,2,0,0,3,0,95,40,39,0,0,0,128,5,0,3,2,0,2,2,0,5,5.1,0,2,4,10,8,58,0,0,0,1,192,0,1,0,0,1,0,0,0,0,0.9984918832778931,6.155000883154571e-4,5.007297731935978e-4,3.918364236596972e-4,0.0027924689056817442,0,Ben Stratton,0,15709,4,Hawthorn,2020,0
16,94,6,0,3,0,0,87,64,62,0,0,3,213,5,0,2,12,0,3,2,0,2,0.2,2,0,24,9,4,33,0,0,0,0,311,1,0,0,0,0,0,0,0,1,0.999687910079956,2.49080709181726e-4,3.128081516479142e-5,3.170782292727381e-5,4.0676580829313025e-4,0,Heath Shaw,0,15659,3,Greater Western Sydney,2020,0
8,62,0,1,0,0,0,82,52,62,1,0,4,102,4,0,6,2,5,7,0,0,17,8.3,2,0,43,6,7,48,0,0,0,0,29,1,0,0,1,0,0,0,0,0,0.9999799728393555,1.2156054253864568e-5,5.776458237960469e-6,2.039909986706334e-6,2.9828700689904508e-5,0,Darren Minchington,0,15757,7,Hawthorn,2020,0
11,92,1,0,0,1,0,79,42,66,0,0,2,227,2,2,3,6,0,2,0,0,6,5.8,0,1,6,7,12,79,0,0,0,0,27,0,1,0,0,1,0,0,0,0,0.9989556074142456,6.934102857485414e-4,3.950322206947021e-5,3.115090948995203e-4,0.0017069440145860426,0,Mason Redman,0,15655,2,Essendon,2020,0
7,78,1,0,1,0,0,71,53,47,0,2,1,26,0,0,6,1,0,1,0,0,8,6.2,0,0,36,4,6,40,0,0,0,0,88,1,0,0,0,0,0,0,1,0,0.9999507665634155,3.311220643809065e-5,1.1041238394682296e-5,5.07382128489553e-6,7.041614708214183e-5,0,Jonathon Ceglar,0,15854,17,Hawthorn,2020,0
6,86,4,0,1,3,0,83,36,28,0,0,0,88,2,0,4,3,0,1,0,1,5,-0.5,0,2,53,11,15,101,0,0,0,0,142,0,1,0,0,0,0,0,0,0,0.9995470643043518,2.4635830777697265e-4,1.1983267177129164e-4,8.67190829012543e-5,7.461809000233188e-4,0,Jake Carlisle,0,15774,9,St Kilda,2020,0
6,67,1,0,0,2,0,84,41,61,0,0,2,151,5,0,5,3,0,2,2,0,8,10.2,0,1,63,19,12,91,0,0,0,0,14,0,1,0,0,0,0,0,0,0,0.9994891881942749,3.247378335800022e-4,7.513907621614635e-5,1.1089162580901757e-4,8.076908634393476e-4,0,Connor Budarick,0,15833,14,Gold Coast,2020,0
10,77,1,1,0,7,0,95,53,91,0,0,2,188,8,0,4,5,1,3,3,0,5,12.4,1,6,17,10,6,46,0,0,0,0,60,1,0,0,0,0,0,0,0,0,0.994966447353363,0.004367737099528313,6.369086913764477e-4,2.895191209972836e-5,0.005728410218580393,0,Lachlan Keeffe,0,15748,6,Greater Western Sydney,2020,0
5,71,2,0,1,6,0,79,27,42,0,0,0,180,1,0,8,4,0,1,0,0,9,1.7,0,5,12,7,7,49,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.9999469518661499,2.0455299818422645e-5,9.438003871764522e-6,2.3188245904748328e-5,1.0889604527619667e-4,0,Mark Keane,0,15777,9,Collingwood,2020,0
11,73,3,2,2,4,0,84,55,83,0,2,2,315,4,0,6,7,0,4,0,0,10,7.4,1,4,27,10,6,46,0,0,0,0,50,1,0,0,0,0,1,0,0,0,0.9983762502670288,0.0014444341650232673,1.4461363025475293e-4,3.467970964265987e-5,0.0018377005544607528,0,Callum Ah Chee,0,15742,6,Brisbane Lions,2020,0
12,75,0,0,0,1,0,88,52,72,0,2,3,172,2,0,12,5,0,3,2,1,23,7.2,0,1,24,8,5,38,0,0,0,0,109,1,0,1,0,0,0,0,0,0,0.9998832941055298,6.541155016748235e-5,4.503372110775672e-5,6.23630330665037e-6,1.741879023029469e-4,0,Paul Seedsman,0,15806,11,Adelaide,2020,0
5,83,1,0,0,4,0,90,24,46,0,0,0,6,5,0,2,2,0,2,3,0,2,7,0,3,21,8,4,32,0,0,0,0,43,1,0,0,0,1,0,0,0,0,0.9997778534889221,1.9190341117791831e-4,2.230099380540196e-5,7.958560672705062e-6,2.603810808068374e-4,0,Charlie Ballard,0,15816,12,Gold Coast,2020,0
6,40,3,0,1,3,0,93,67,53,0,0,3,208,1,3,4,2,1,2,0,0,20,5.8,0,0,16,8,4,32,0,0,0,0,171,1,0,0,0,0,1,0,0,0,0.9999252557754517,2.159266841772478e-5,4.976604031980969e-5,3.3697174330882262e-6,1.3123390135660884e-4,0,Chad Wingard,0,15805,11,Hawthorn,2020,0
6,60,0,0,0,1,1,70,34,32,0,0,2,200,1,0,4,3,0,1,0,0,15,1.8,0,1,51,9,8,57,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0.999988317489624,6.355253844958497e-6,2.8117078727518674e-6,2.5220117549906718e-6,1.9544704855434247e-5,0,Jeremy Sharp,0,15862,18,Gold Coast,2020,0
8,89,1,1,0,0,0,82,39,46,0,0,3,44,2,2,1,1,0,1,0,0,11,3.9,1,0,26,7,10,67,0,0,0,0,80,1,0,0,0,0,1,0,0,0,0.9998600482940674,1.0207635205006227e-4,3.034089968423359e-5,7.524724878749112e-6,1.8533232605477679e-4,0,Jason Castagna,0,15704,4,Richmond,2020,0
8,67,1,2,0,5,0,84,51,67,0,0,0,145,4,0,9,4,0,1,0,0,11,4.1,0,4,16,6,7,48,0,0,0,0,32,0,1,0,0,0,0,0,0,1,0.99934321641922,2.905530564021319e-4,1.662471768213436e-4,2.0001955272164196e-4,0.001223106068209745,0,Taylin Duman,0,15805,11,Fremantle,2020,0
13,62,4,1,2,1,0,92,69,79,0,1,2,341,5,0,11,7,1,6,0,0,15,8.2,0,1,47,5,4,29,0,0,0,0,177,1,0,0,0,0,0,0,0,1,0.9996331930160522,3.1835996196605265e-4,3.322969132568687e-5,1.525938932900317e-5,4.305975126044359e-4,0,Brandon Ellis,0,15620,1,Gold Coast,2020,0
8,73,0,0,0,1,0,83,52,79,0,0,0,224,7,0,5,4,0,2,5,0,5,8.5,0,1,50,5,4,29,0,0,0,0,54,1,0,0,1,0,0,0,0,0,0.9992867112159729,6.394976517185569e-4,5.306963430484757e-5,2.0807889086427167e-5,8.080605875875335e-4,0,James Stewart,0,15851,17,Essendon,2020,0
13,87,1,1,0,3,0,82,58,80,0,0,2,97,5,0,8,4,0,3,1,1,12,8.7,0,2,41,12,13,90,0,0,0,0,30,0,1,0,0,1,0,0,0,0,0.9993864297866821,5.399200599640608e-4,2.0326646335888654e-5,5.334423258318566e-5,7.406060503853951e-4,0,Liam Baker,0,15769,9,Richmond,2020,0
7,88,2,1,1,4,0,82,37,80,1,1,4,63,3,0,4,4,0,4,0,0,14,12,3,3,6,9,10,69,0,1,0,0,175,0,1,0,0,1,0,0,0,0,0.9979135394096375,0.0012550147948786616,6.015445687808096e-4,2.2984042880125344e-4,0.0031476252188440412,0,Mark Blicavs,0,15863,18,Geelong,2020,0
13,72,2,1,1,1,0,78,69,67,1,1,6,299,1,0,6,6,0,1,0,0,15,9.3,1,0,22,8,10,68,1,1,0,0,148,0,1,1,0,0,0,0,0,0,0.9938030242919922,0.004936558194458485,3.137680469080806e-4,9.466628544032574e-4,0.008404082851484418,0,Taylor Adams,0,15856,17,Collingwood,2020,0
4,80,5,0,4,3,0,74,9,12,0,0,0,106,2,0,9,2,0,0,1,0,14,-0.7,0,3,4,6,12,78,0,0,0,0,37,0,1,0,1,0,0,0,0,0,0.9997685551643372,6.797578680561855e-5,2.5129322239081375e-5,1.3829288945998996e-4,5.331130996637512e-4,0,Ben Long,0,15784,10,St Kilda,2020,0
18,62,2,0,0,2,0,77,103,100,1,3,2,222,3,0,12,4,0,6,0,0,19,4.9,0,1,24,8,5,38,0,0,0,0,119,1,0,1,0,0,0,0,0,0,0.8873052000999451,0.030468838289380074,0.07680375874042511,0.005422182381153107,0.2003429029136896,0,Matt Crouch,0,15806,11,Adelaide,2020,0
7,50,2,1,0,1,0,92,59,82,0,1,6,285,1,1,4,3,2,4,0,1,14,5.4,0,0,41,12,13,90,0,0,0,0,41,0,1,0,0,0,1,0,0,0,0.9991175532341003,8.004782721400261e-4,2.6928015358862467e-5,5.499809776665643e-5,0.0010193285961577203,0,Jack Higgins,0,15769,9,Richmond,2020,0
14,93,2,1,2,4,0,88,52,110,0,1,2,246,7,0,6,9,0,4,2,0,7,13.3,1,4,41,6,10,66,0,0,2,0,40,0,1,0,0,1,0,0,0,0,0.9444921612739563,0.03507840260863304,0.01668533682823181,0.0037440662272274494,0.07968127494677901,0,Lewis Melican,0,15808,12,Sydney,2020,0
7,78,0,1,0,2,0,78,32,53,1,1,3,75,5,0,5,1,0,5,0,0,11,9.7,2,1,52,10,12,82,0,0,0,1,202,0,1,0,1,0,0,0,0,0,0.9995664954185486,1.4935027866158634e-4,1.726875052554533e-4,1.1143803567392752e-4,8.290393961942755e-4,0,Jarryn Geary,0,15858,18,St Kilda,2020,0
4,44,1,1,1,0,1,87,54,63,0,0,3,253,0,1,2,4,1,2,0,3,10,4.4,0,0,17,9,9,63,0,0,0,0,47,1,0,0,1,0,0,0,0,0,0.9999372959136963,3.6494664527708665e-5,1.7179236238007434e-5,9.010916983243078e-6,9.788588795345277e-5,0,Ben Ainsworth,0,15746,6,Gold Coast,2020,0
9,53,2,1,1,1,0,81,77,86,0,2,6,312,4,0,9,5,1,5,0,1,22,3.1,1,0,17,12,11,78,0,1,0,0,80,0,1,0,0,0,0,0,0,1,0.9970596432685852,0.002504147822037339,3.485117922537029e-4,8.762383367866278e-5,0.0034640429075807333,0,Hugh McCluggage,0,15861,18,Brisbane Lions,2020,0
10,91,0,0,0,3,0,83,72,130,0,0,5,177,2,1,5,6,2,5,0,0,11,22.2,0,2,28,8,12,80,0,0,5,0,146,0,1,0,0,0,1,0,0,0,0.6822605729103088,0.07840032875537872,0.23628655076026917,0.0030525587499141693,0.5601311065256596,0,Mitch Wallis,2,15818,13,Western Bulldogs,2020,0
8,62,4,1,1,1,1,80,49,77,0,1,5,162,2,0,4,5,0,5,0,0,8,5.4,1,1,52,10,12,82,0,0,0,0,96,0,1,0,0,0,1,0,0,0,0.9990122318267822,7.149828015826643e-4,1.566229184390977e-4,1.1617857671808451e-4,0.0013767643686151132,0,Jack Sinclair,0,15858,18,St Kilda,2020,0
8,89,1,0,0,0,0,92,39,36,1,0,2,63,1,0,10,4,0,1,0,0,15,3.2,0,0,27,6,12,78,0,0,0,0,212,0,1,0,0,0,1,0,0,0,0.9997677206993103,3.640696741058491e-5,1.5879420971032232e-4,3.705955168697983e-5,4.6517404189216904e-4,0,Jack Redden,0,15623,1,West Coast,2020,0
15,58,5,1,0,0,0,85,102,122,3,5,4,484,2,0,10,9,1,8,0,0,17,8.6,2,0,15,14,6,50,1,1,1,0,94,1,0,1,0,0,0,0,0,0,0.10853618383407593,0.7742652297019958,0.1011829599738121,0.01601559668779373,1.0246779397130013,1,Jack Steele,0,15848,17,St Kilda,2020,1
