effective_disposals,disposal_efficiency_percentage,clangers,free_kicks_for,free_kicks_against,one_percenters,bounces,time_on_ground_percentage,afl_fantasy_score,supercoach_score,centre_clearances,stoppage_clearances,score_involvements,metres_gained,intercepts,tackles_inside_fifty,def_half_pressure_acts,effective_kicks,f50_ground_ball_gets,ground_ball_gets,intercept_marks,marks_on_lead,pressure_acts,rating_points,score_launches,spoils,match_margin,team_behinds,team_goals,team_score,aa_team,aa_squad,coaches_votes,captain,num_games,match_outcome_Loss,match_outcome_Win,player_position_final_C,player_position_final_F,player_position_final_HB,player_position_final_HF,player_position_final_INT,player_position_final_RK,player_position_final_W,prob_0,prob_1,prob_2,prob_3,expected_votes,pred,player_name,brownlow_votes,match_id,match_round,player_team,season,predicted_votes
12,80,2,1,0,2,0,86,73,62,0,0,3,86,5,0,5,8,0,4,1,0,7,5.5,1,2,44,7,5,37,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0.9998847246170044,8.7232947407756e-5,2.2778089260100387e-5,5.268325821816688e-6,1.4859410339340684e-4,0,Nick Coffield,0,15661,3,St Kilda,2020,0
4,67,2,1,1,0,0,77,21,20,1,0,2,58,0,0,3,3,0,1,0,0,10,1.7,0,0,2,11,11,77,0,0,0,0,184,1,0,1,0,0,0,0,0,0,0.9999736547470093,1.3325899089977611e-5,9.219706953444984e-6,3.776016683332273e-6,4.30933630468644e-5,0,Jack Steven,0,15663,3,Geelong,2020,0
10,91,0,1,0,1,0,79,62,92,0,0,4,276,1,0,1,7,2,3,0,1,6,11.7,0,0,12,1,10,61,0,0,0,0,16,0,1,0,1,0,0,0,0,0,0.9583488702774048,0.03922557830810547,8.972955984063447e-4,0.0015281931264325976,0.04560474888421595,0,Lachie Schultz,0,15777,9,Fremantle,2020,0
10,77,4,1,3,0,1,77,53,83,0,2,2,212,2,0,4,5,2,6,0,0,11,8.9,0,0,27,8,8,56,0,0,0,0,11,0,1,0,0,0,1,0,0,0,0.992298424243927,0.005734220612794161,5.164918839000165e-4,0.0014509086031466722,0.01111993019003421,0,Jake Aarts,1,15836,15,Richmond,2020,0
14,74,2,1,1,1,1,86,70,108,0,0,7,331,6,0,5,10,1,6,0,1,10,7.5,2,1,41,17,4,41,0,0,0,0,54,1,0,0,0,0,0,0,0,0,0.9846323728561401,0.015022550709545612,2.3785022494848818e-4,1.072355080395937e-4,0.01581995768356137,0,Callum Ah Chee,0,15780,10,Brisbane Lions,2020,0
8,57,4,1,2,2,0,69,41,59,1,2,3,142,3,0,4,4,1,7,0,0,16,6.2,0,2,32,9,5,39,0,0,0,0,98,1,0,1,0,0,0,0,0,0,0.9999626874923706,1.930962025653571e-5,1.3322550330485683e-5,4.6349805415957235e-6,5.9859662542294245e-5,0,Kane Lambert,0,15658,3,Richmond,2020,0
6,67,2,0,2,2,0,68,60,85,1,1,5,0,3,0,3,2,1,4,1,0,4,10.9,3,2,21,5,8,53,0,0,0,0,32,0,1,0,0,0,0,0,1,0,0.9685416221618652,0.029845211654901505,9.046937921084464e-4,7.084430544637144e-4,0.03377992840250954,0,Ivan Soldo,0,15816,12,Richmond,2020,0
10,63,3,0,0,2,2,85,67,67,0,0,1,319,3,0,14,5,0,2,1,0,20,6.5,0,1,44,10,6,46,0,0,0,0,198,1,0,0,0,1,0,0,0,0,0.9998490810394287,1.0218606621492654e-4,4.4884818635182455e-5,3.797382305492647e-6,2.033478504017694e-4,0,Lewis Jetta,0,15652,2,West Coast,2020,0
22,96,0,1,0,0,0,86,75,113,1,4,3,204,3,0,14,6,0,7,0,0,27,16.3,1,0,35,3,5,33,0,0,2,0,75,1,0,1,0,0,0,0,0,0,0.9856165647506714,0.010106109082698822,0.004026752896606922,2.5059119798243046e-4,0.018911388469859958,0,Andrew McGrath,0,15814,12,Essendon,2020,0
10,83,3,0,1,2,0,84,62,69,0,1,3,219,0,1,2,6,0,2,0,2,11,7.8,0,2,13,4,10,64,0,0,0,0,45,0,1,0,1,0,0,0,0,0,0.9959229230880737,0.0032077624928206205,2.7856515953317285e-4,5.907550803385675e-4,0.005537158052902669,0,Ben Ainsworth,0,15706,4,Gold Coast,2020,0
4,67,1,1,0,4,0,100,23,40,0,0,1,117,2,0,4,2,0,1,1,0,5,4.7,0,3,28,7,10,67,0,0,0,0,34,0,1,0,0,0,0,0,0,0,0.9985930323600769,0.0010954252211377025,1.5337837976403534e-4,1.5809130854904652e-4,0.0018764559063129127,0,Alex Keath,0,15701,4,Western Bulldogs,2020,0
14,78,1,0,0,0,0,84,73,90,0,1,3,292,3,0,4,8,2,2,2,0,10,5.5,0,0,16,12,10,72,0,0,0,0,45,0,1,0,0,0,0,0,0,1,0.9928164482116699,0.0065320455469191074,3.604258527047932e-4,2.910262264776975e-4,0.008125975931761786,0,Ben Keays,0,15853,17,Adelaide,2020,0
7,70,2,0,0,1,0,68,28,42,2,1,2,115,2,0,8,1,0,6,0,0,16,7,0,0,30,2,5,32,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0.9999572038650513,1.8538528820499778e-5,1.58441616804339e-5,8.378856364288367e-6,7.536342127423268e-5,0,Caleb Serong,0,15758,7,Fremantle,2020,0
11,79,0,0,0,2,0,74,46,71,1,1,5,81,0,0,8,3,1,3,0,0,18,7.5,1,0,59,9,14,93,1,1,0,0,172,0,1,0,1,0,0,0,0,0,0.9997434020042419,1.0706323519116268e-4,8.836243796395138e-5,6.12033691140823e-5,4.6739821846131235e-4,0,Cameron Guthrie,0,15804,11,Geelong,2020,0
20,80,1,0,0,1,0,92,94,105,0,3,2,216,1,0,9,7,0,4,0,0,16,6.8,1,0,12,7,7,49,0,0,0,0,145,1,0,0,0,0,0,0,0,1,0.9960421323776245,0.0019447167869657278,0.001918424037285149,9.472998499404639e-5,0.006065754816518165,0,Lachie Whitfield,0,15824,13,Greater Western Sydney,2020,0
11,61,3,0,2,0,0,86,58,88,2,1,2,214,3,0,2,3,2,7,1,0,18,8,0,0,32,12,6,48,1,1,0,0,256,0,1,1,0,0,0,0,0,0,0.9993160963058472,4.5002426486462355e-4,1.7035743803717196e-4,6.348828901536763e-5,9.812040079850703e-4,0,Patrick Dangerfield,0,15768,8,Geelong,2020,0
2,40,0,0,0,5,0,73,18,36,0,1,1,147,0,0,2,1,0,0,0,1,6,3.3,0,5,14,11,7,53,0,0,0,0,45,1,0,0,0,0,1,0,0,0,0.9999330043792725,5.2391111239558086e-5,2.6433533548697596e-6,1.1949205145356245e-5,9.352543338536634e-5,0,Tom Campbell,0,15747,6,North Melbourne,2020,0
10,63,3,1,1,1,0,86,72,81,2,3,6,256,0,1,2,6,1,5,0,0,8,17.1,1,0,20,8,10,68,0,0,0,0,64,1,0,0,1,0,0,0,0,0,0.990373969078064,0.009243248961865902,2.3618740669917315e-4,1.4662902685813606e-4,0.010155510855838656,0,Tim Taranto,0,15753,7,Greater Western Sydney,2020,0
7,64,2,0,0,3,0,90,31,45,0,0,1,180,7,0,6,4,0,5,0,0,6,4.3,1,3,32,7,7,49,0,0,0,0,236,1,0,0,0,0,0,0,0,0,0.9997407793998718,2.115327079081908e-4,3.1213723559631035e-5,1.6441448678961024e-5,3.2328450106433593e-4,0,James Frawley,0,15815,12,Hawthorn,2020,0
12,67,1,0,0,0,0,71,63,71,1,1,3,243,3,0,9,3,0,5,1,0,16,10.2,2,0,27,9,7,51,0,0,0,0,81,1,0,0,0,0,0,0,0,1,0.9996196031570435,3.5350845428183675e-4,2.2095289750723168e-5,4.7735725274833385e-6,4.120197513657331e-4,0,Angus Brayshaw,0,15623,1,Melbourne,2020,0
8,80,3,0,1,1,0,88,38,45,0,0,2,186,2,0,6,6,1,2,0,0,17,6.1,0,0,16,8,4,32,0,0,0,0,183,1,0,0,0,0,0,0,0,1,0.9999144077301025,2.0763833163073286e-5,5.347043406800367e-5,1.1296909178781789e-5,1.61595428835426e-4,0,Tom Scully,0,15805,11,Hawthorn,2020,0
11,52,5,0,3,0,0,82,76,93,0,3,5,368,3,1,13,5,1,8,0,0,31,6.8,0,0,44,5,12,77,0,0,1,0,51,0,1,1,0,0,0,0,0,0,0.9852675199508667,0.011698632501065731,7.887060637585819e-4,0.002245100913569331,0.02001134736929089,0,Jack Graham,0,15860,18,Richmond,2020,0
3,21,2,0,2,0,0,83,43,49,0,0,4,267,6,0,5,3,1,4,1,0,5,0.9,2,0,28,7,10,67,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0.9996473789215088,1.9486840756144375e-4,4.347613139543682e-5,1.1426491983002052e-4,6.246154298423789e-4,0,Louis Butler,0,15701,4,Western Bulldogs,2020,0
8,80,0,0,0,1,0,83,32,62,2,0,6,172,1,0,1,4,2,6,0,0,10,8.4,1,1,2,10,9,64,0,0,0,0,92,1,0,0,1,0,0,0,0,0,0.9995644688606262,3.731987380888313e-4,3.616562389652245e-5,2.611859963508323e-5,5.238857847871259e-4,0,Jordan De Goey,0,15702,4,Collingwood,2020,0
13,72,1,2,1,1,0,89,60,109,0,4,4,387,2,0,8,7,1,6,0,0,15,13.8,0,1,52,12,3,30,0,0,0,0,132,1,0,0,0,0,0,0,0,1,0.997398853302002,0.0015989410458132625,9.739772649481893e-4,2.8272135750739835e-5,0.0036317119829618605,0,Josh Kelly,0,15858,18,Greater Western Sydney,2020,0
10,71,3,0,1,5,0,80,41,65,0,1,3,449,3,0,8,10,0,3,0,0,9,4.9,0,4,16,8,4,32,0,0,0,0,75,1,0,0,0,0,0,0,0,0,0.9990255832672119,6.618541083298624e-4,1.420455373590812e-4,1.7047674919012934e-4,0.0014573754306184128,0,Blake Hardwick,0,15805,11,Hawthorn,2020,0
16,73,5,0,1,3,0,81,80,103,0,1,6,389,4,0,5,8,0,4,2,0,13,17.2,1,3,6,9,9,63,0,0,3,0,41,1,0,0,0,0,0,0,0,0,0.7915960550308228,0.1330927014350891,0.06158236414194107,0.013728891499340534,0.29744410421699286,0,Jordan Dawson,0,15863,18,Sydney,2020,0
18,72,2,3,0,3,0,79,81,126,0,0,3,404,9,0,7,10,0,6,2,0,8,14.1,0,3,53,12,6,48,0,0,0,0,146,1,0,0,0,0,0,0,0,0,0.9804623126983643,0.018789267167448997,6.234096363186836e-4,1.250309287570417e-4,0.02041117922635749,0,Jake Lloyd,0,15774,9,Sydney,2020,0
11,100,1,0,1,1,0,72,37,70,0,3,7,87,1,0,4,3,2,6,0,0,11,12.4,1,0,51,6,17,108,0,0,0,0,389,0,1,1,0,0,0,0,0,0,0.9825813174247742,0.012539893388748169,0.004530919715762138,3.478455182630569e-4,0.022645269375061616,0,Shaun Burgoyne,0,15862,18,Hawthorn,2020,0
8,80,1,0,0,2,0,87,31,45,0,0,1,68,4,0,3,1,0,4,0,0,3,2.9,1,2,26,7,10,67,0,0,0,0,58,1,0,0,0,0,0,0,0,0,0.999901294708252,8.48466734169051e-5,1.0326704796170816e-5,3.4933445931528695e-6,1.1598011678870535e-4,0,Nathan Broad,0,15704,4,Richmond,2020,0
7,50,2,0,0,0,0,71,75,67,0,1,4,123,2,2,10,3,1,5,0,0,17,-1.2,0,0,24,9,4,33,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0.9999361038208008,4.106113192392513e-5,1.6242012861766852e-5,6.635847512370674e-6,9.345270018457086e-5,0,Jye Caldwell,0,15659,3,Greater Western Sydney,2020,0
15,68,2,2,0,1,0,81,86,107,0,0,2,398,11,0,3,11,0,3,4,0,4,10.7,1,1,45,10,13,88,0,0,2,0,218,0,1,0,0,0,0,0,0,0,0.5031284093856812,0.4478963613510132,0.04060458764433861,0.008370627649128437,0.5542174195870757,0,Daniel Rich,0,15847,16,Brisbane Lions,2020,0
9,100,1,4,1,2,0,94,38,86,0,0,2,106,8,0,6,5,0,4,0,0,9,9.1,2,2,32,7,11,73,0,1,0,0,159,1,0,0,0,0,0,0,0,0,0.998271107673645,0.0013135516783222556,3.884219622705132e-4,2.690799919946585e-5,0.0021711196004616795,0,Mark Blicavs,0,15619,1,Geelong,2020,0
8,89,0,0,0,0,0,88,46,52,0,1,2,222,0,0,5,6,0,1,0,0,11,7.3,0,0,37,4,7,46,0,0,0,0,29,1,0,0,1,0,0,0,0,0,0.9999662637710571,2.189429142163135e-5,8.803600394458044e-6,3.0612036425736733e-6,4.868510313826846e-5,0,Ben Crocker,0,15707,4,Adelaide,2020,0
