player_name,player_team,actual_votes,predicted_votes,coaches_votes,prediction_sum,votes_accuracy
Lachie Neale,Brisbane Lions,31,29,93,32.254602789878845,2
Jack Macrae,Western Bulldogs,15,23,46,22.8765855608508,-8
Travis Boak,Port Adelaide,21,22,77,22.06647054851055,-1
Christian Petracca,Melbourne,20,20,78,21.327476497739553,0
Jack Steele,St Kilda,20,19,72,19.317455081269145,1
Zach Merrett,Essendon,13,19,55,19.402151753893122,-6
Patrick Dangerfield,Geelong,15,16,44,21.91470718383789,-1
Marcus Bontempelli,Western Bulldogs,10,16,59,19.724421188235283,-6
Andrew Gaff,West Coast,8,16,29,18.312257466837764,-8
Dustin Martin,Richmond,15,15,42,17.610334023833275,0
Cameron Guthrie,Geelong,14,14,48,17.106409091502428,0
Sam Walsh,Carlton,8,14,38,16.842802406987175,-6
Luke Parker,Sydney,15,13,44,15.757386383600533,2
Taylor Adams,Collingwood,11,13,60,16.830684430897236,-2
Sam Menegola,Geelong,5,13,41,15.273090794682503,-8
Max Gawn,Melbourne,13,12,30,17.426440849900246,1
Lachie Whitfield,Greater Western Sydney,4,12,40,17.012384149245918,-8
Nat Fyfe,Fremantle,10,11,39,16.692925021983683,-1
Ollie Wines,Port Adelaide,10,11,43,14.37682967633009,-1
Tom Rockliff,Port Adelaide,10,11,25,13.66989837680012,-1
Tim Kelly,West Coast,11,10,34,10.700749013572931,1
Andrew Brayshaw,Fremantle,9,10,34,7.069190295878798,-1
Todd Goldstein,North Melbourne,5,10,32,10.259746123105288,-5
Adam Treloar,Collingwood,4,10,24,9.844268798828125,-6
Scott Pendlebury,Collingwood,13,9,43,13.233761271461844,4
Toby Greene,Greater Western Sydney,12,9,34,8.010024853982031,3
Jarryd Lyons,Brisbane Lions,9,9,39,12.816230790689588,0
Matt Rowell,Gold Coast,9,9,30,7.183775316923857,0
Michael Walters,Fremantle,8,9,34,8.95774881914258,-1
Rory Laird,Adelaide,4,9,33,10.760467275045812,-5
Matt Crouch,Adelaide,3,9,24,13.643360044807196,-6
Marc Murphy,Carlton,2,9,15,7.474455635994673,-7
Clayton Oliver,Melbourne,14,8,34,17.353891886770725,6
Tom Hawkins,Geelong,11,8,35,10.75441787391901,3
Charlie Dixon,Port Adelaide,9,8,36,10.481289925053716,1
Liam Ryan,West Coast,1,8,41,8.093065224587917,-7
Josh P. Kennedy,Sydney,0,8,19,10.574297778308392,-8
Zak Jones,St Kilda,7,7,37,8.19981216371525,0
Brodie Grundy,Collingwood,6,7,22,12.347416129661724,-1
Jack Crisp,Collingwood,5,7,19,7.253992240643129,-2
Jade Gresham,St Kilda,5,7,22,5.437949948012829,-2
Tim English,Western Bulldogs,4,7,19,6.266355546191335,-3
Caleb Daniel,Western Bulldogs,3,7,35,8.963822822552174,-4
