kicks,marks,handballs,disposals,effective_disposals,disposal_efficiency_percentage,goals,behinds,hitouts,tackles,rebounds,inside_fifties,clearances,clangers,free_kicks_for,free_kicks_against,contested_possessions,uncontested_possessions,contested_marks,marks_inside_fifty,one_percenters,bounces,goal_assists,time_on_ground_percentage,afl_fantasy_score,supercoach_score,centre_clearances,stoppage_clearances,score_involvements,metres_gained,turnovers,intercepts,tackles_inside_fifty,contest_def_losses,contest_def_one_on_ones,contest_off_one_on_ones,contest_off_wins,def_half_pressure_acts,effective_kicks,f50_ground_ball_gets,ground_ball_gets,hitouts_to_advantage,hitout_win_percentage,intercept_marks,marks_on_lead,pressure_acts,rating_points,ruck_contests,score_launches,shots_at_goal,spoils,match_margin,team_behinds,team_goals,team_score,aa_team,aa_squad,coaches_votes,captain,num_games,rolling_avg_votes_per_game,kicks_prop,marks_prop,handballs_prop,disposals_prop,goals_prop,behinds_prop,tackles_prop,inside_fifties_prop,clearances_prop,contested_possessions_prop,uncontested_possessions_prop,contested_marks_prop,marks_inside_fifty_prop,goal_assists_prop,turnovers_prop,shots_at_goal_prop,match_outcome_Loss,match_outcome_Win,player_position_BPR,player_position_C,player_position_CHB,player_position_CHF,player_position_FB,player_position_FF,player_position_FPL,player_position_FPR,player_position_HBFL,player_position_HBFR,player_position_HFFL,player_position_HFFR,player_position_INT,player_position_R,player_position_RK,player_position_RR,player_position_SUB,player_position_WL,player_position_WR,pred,player_name,brownlow_votes,match_id,match_round,player_team,season,pred_rank,predicted_votes
7,2,9,16,12,75,1,0,0,4,2,3,1,4,0,0,5,12,0,0,1,1,1,75,67,77,1,0,5,289,4,2,0,0,0,0,0,17,4,0,3,0,0,0,0,20,10.3,0,0,1,0,57,6,8,54,0,0,0,0,155,0.3161764705882353,0.022653721682847898,0.017094017094017096,0.03296703296703297,0.027491408934707903,0.047619047619047616,0,0.047058823529411764,0.03529411764705882,0.016666666666666666,0.022727272727272728,0.03380281690140845,0,0,0.058823529411764705,0.046511627906976744,0.023255813953488372,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.035007622092962265,Rory Laird,0,15813,12,Adelaide,2020,19,0
6,3,5,11,8,73,0,0,0,1,2,3,0,4,0,1,3,8,0,0,5,0,0,84,38,58,0,0,1,185,4,4,0,2,4,0,0,7,4,0,3,0,0,1,0,8,3.9,0,1,0,5,28,9,5,39,0,0,0,0,54,0.06521739130434782,0.019417475728155338,0.025,0.021739130434782608,0.02040816326530612,0,0,0.010101010101010102,0.038461538461538464,0,0.013761467889908258,0.02622950819672131,0,0,0,0.036036036036036036,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.009413153864443302,Aliir Aliir,0,15701,4,Sydney,2020,29,0
2,1,6,8,7,88,0,1,21,2,0,0,4,0,2,0,7,2,0,0,7,0,0,60,53,117,1,3,2,36,0,1,0,0,2,0,0,5,1,1,4,10,70,1,0,9,14.3,30,2,1,6,8,10,4,34,0,0,0,0,26,0,0.005952380952380952,0.007518796992481203,0.02666666666666667,0.0142602495543672,0,0.07142857142857142,0.02127659574468085,0,0.0975609756097561,0.03553299492385787,0.0058823529411764705,0,0,0,0,0.041666666666666664,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.028810113668441772,Ivan Soldo,0,15749,6,Richmond,2020,31,0
3,0,5,8,6,75,0,0,0,4,1,1,2,0,0,0,4,4,0,0,1,0,0,49,35,45,0,2,1,92,0,0,1,0,0,0,0,4,2,1,2,0,0,0,0,9,6.9,0,0,0,1,11,12,8,60,0,0,0,0,7,0,0.011278195488721804,0,0.02336448598130841,0.016666666666666666,0,0,0.04819277108433735,0.014705882352941176,0.03636363636363636,0.02072538860103627,0.0149812734082397,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.02209886536002159,Aiden Bonar,0,15660,3,North Melbourne,2020,33,0
10,1,8,18,9,50,0,0,0,3,0,1,4,4,1,0,6,11,0,0,0,0,0,58,62,67,2,2,3,179,5,4,0,0,0,0,0,2,2,0,4,0,0,0,0,13,5.9,0,0,0,0,29,1,12,73,0,0,0,0,132,0.3387096774193548,0.03225806451612903,0.009708737864077669,0.04040404040404041,0.03543307086614173,0,0,0.03896103896103896,0.015625,0.058823529411764705,0.027777777777777776,0.03985507246376811,0,0,0,0.045454545454545456,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0962521955370903,Sebastian Ross,0,15764,8,St Kilda,2020,19,0
11,4,4,15,12,80,0,0,0,1,3,1,0,1,0,0,3,10,0,0,2,0,0,85,57,75,0,0,2,339,2,4,0,0,0,0,0,3,8,0,3,0,0,1,0,5,3.7,0,1,0,2,15,11,9,65,0,0,0,0,68,0,0.03333333333333333,0.037383177570093455,0.021739130434782608,0.029182879377431907,0,0,0.011904761904761904,0.012987012987012988,0,0.013574660633484163,0.03787878787878788,0,0,0,0.018018018018018018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.11935991793870926,Jackson Nelson,0,15848,17,West Coast,2020,11,0
10,5,3,13,10,77,1,0,0,1,4,1,0,0,1,0,6,6,0,1,0,0,0,80,62,81,0,0,4,291,2,6,0,0,0,0,0,7,7,0,5,0,0,0,0,14,8.3,0,2,1,0,0,7,11,73,0,0,0,0,51,0.2127659574468085,0.031545741324921134,0.04065040650406504,0.014150943396226415,0.024574669187145556,0.047619047619047616,0,0.013157894736842105,0.011494252873563218,0,0.027649769585253458,0.02054794520547945,0,0.045454545454545456,0,0.019230769230769232,0.024390243902439025,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.007876479998230934,Brayden Fiorini,0,15807,11,Gold Coast,2020,28,0
5,3,9,14,11,79,0,0,0,2,1,0,2,3,1,2,6,10,1,0,3,0,0,77,45,66,0,2,3,75,3,2,0,0,0,0,0,5,4,1,3,0,0,0,0,9,7.4,0,2,0,1,19,7,7,49,0,0,0,0,43,0,0.01488095238095238,0.017045454545454544,0.037037037037037035,0.024179620034542316,0,0,0.03389830508474576,0,0.046511627906976744,0.03333333333333333,0.02518891687657431,0.07142857142857142,0,0,0.031914893617021274,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.013641257770359516,Matt Guelfi,0,15859,18,Essendon,2020,23,0
8,3,13,21,13,62,1,0,0,5,0,4,6,3,1,1,14,7,0,1,1,1,2,74,83,123,4,2,9,163,4,5,1,0,0,0,0,8,2,4,12,0,0,1,0,17,16,0,0,1,0,53,11,15,101,0,0,8,0,98,0.024096385542168676,0.023668639053254437,0.02608695652173913,0.055793991416309016,0.03677758318739054,0.05263157894736842,0,0.04672897196261682,0.04597701149425287,0.08695652173913043,0.05714285714285714,0.022082018927444796,0,0.05263157894736842,0.14285714285714285,0.03333333333333333,0.022222222222222223,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5386794805526733,Zak Jones,0,15774,9,St Kilda,2020,2,2
7,3,6,13,11,85,1,0,27,4,4,0,5,0,2,0,6,8,0,0,3,0,0,77,93,144,2,3,3,222,3,0,1,0,0,0,0,5,6,1,3,11,44.3,0,1,13,16.9,61,3,1,2,6,7,11,73,0,0,0,0,102,0.09473684210526316,0.022653721682847898,0.02702702702702703,0.025974025974025976,0.024074074074074074,0.07142857142857142,0,0.05128205128205128,0,0.07575757575757576,0.027777777777777776,0.02531645569620253,0,0,0,0.030303030303030304,0.034482758620689655,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.45309990644454956,Callum Sinclair,0,15655,2,Sydney,2020,9,0
8,5,5,13,9,69,0,0,0,2,1,2,0,2,0,0,4,9,0,0,0,0,0,88,57,59,0,0,1,233,5,5,0,0,0,0,0,2,4,0,4,0,0,1,1,5,1.8,0,1,0,0,28,9,5,39,0,0,0,0,117,0,0.025889967637540454,0.041666666666666664,0.021739130434782608,0.02411873840445269,0,0,0.020202020202020204,0.02564102564102564,0,0.01834862385321101,0.029508196721311476,0,0,0,0.04504504504504504,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.006457103416323662,Harry Cunningham,0,15701,4,Sydney,2020,27,0
8,6,8,16,12,75,0,0,0,1,2,0,0,5,1,2,9,6,4,0,4,0,0,90,57,74,0,0,2,146,3,11,0,1,6,2,0,2,5,1,4,0,0,6,0,5,14.3,0,1,0,4,26,5,7,47,0,0,0,0,44,0,0.025477707006369428,0.05555555555555555,0.028985507246376812,0.02711864406779661,0,0,0.010526315789473684,0,0,0.038461538461538464,0.01680672268907563,0.26666666666666666,0,0,0.026785714285714284,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2097688913345337,Tom McCartin,0,15829,14,Sydney,2020,9,0
4,3,8,12,11,92,0,0,12,3,3,1,1,0,1,0,7,6,1,0,2,0,0,84,62,99,0,1,6,155,0,3,0,0,1,0,0,5,3,3,5,3,54.5,1,0,10,12.5,22,5,0,1,59,9,14,93,0,1,0,0,169,0.041666666666666664,0.012269938650306749,0.020833333333333332,0.034482758620689655,0.021505376344086023,0,0,0.03488372093023256,0.013157894736842105,0.016129032258064516,0.03225806451612903,0.017857142857142856,0.058823529411764705,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045780546963214874,Mark Blicavs,0,15804,11,Geelong,2020,12,0
14,3,6,20,16,80,1,0,0,5,4,6,7,3,0,2,7,12,0,1,0,0,0,87,83,107,3,4,7,437,4,1,0,0,0,0,0,10,10,1,6,0,0,0,0,26,13,0,1,1,0,30,8,11,74,1,1,4,1,144,0.71900826446281,0.046822742474916385,0.02654867256637168,0.02586206896551724,0.03766478342749529,0.07142857142857142,0,0.06329113924050633,0.08108108108108109,0.1076923076923077,0.03783783783783784,0.0345821325648415,0,0.07142857142857142,0,0.05333333333333334,0.038461538461538464,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.534446120262146,Marcus Bontempelli,1,15864,18,Western Bulldogs,2020,4,0
10,4,4,14,11,79,0,0,0,1,0,7,2,1,1,1,3,10,0,0,0,0,1,74,52,61,1,1,4,234,3,1,1,0,0,0,0,5,7,0,3,0,0,0,1,15,5.8,0,0,0,0,26,11,4,35,0,0,0,0,48,0,0.028089887640449437,0.02631578947368421,0.017857142857142856,0.02413793103448276,0,0,0.012658227848101266,0.08860759493670886,0.044444444444444446,0.013574660633484163,0.02865329512893983,0,0,0.125,0.022727272727272728,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.044478967785835266,Darcy MacPherson,0,15776,9,Gold Coast,2020,36,0
17,9,3,20,13,65,0,0,0,0,9,1,1,4,1,0,8,12,2,0,2,0,1,87,85,114,0,1,2,444,6,10,0,0,0,0,0,3,10,0,5,0,0,3,0,4,12.9,0,1,0,2,32,3,17,105,1,1,0,0,129,0.08547008547008547,0.05519480519480519,0.06870229007633588,0.018072289156626505,0.04219409282700422,0,0,0,0.0136986301369863,0.017543859649122806,0.045454545454545456,0.041666666666666664,0.15384615384615385,0,0.05555555555555555,0.07228915662650602,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9151874780654907,Nick Haynes,0,15619,1,Greater Western Sydney,2020,6,0
2,3,9,11,10,91,0,0,0,4,2,1,0,2,0,0,6,6,1,0,3,1,0,82,49,75,0,0,1,103,1,3,0,0,0,0,0,9,1,0,4,0,0,1,0,12,10.2,0,0,0,1,2,6,7,48,0,0,0,0,40,0,0.006578947368421052,0.023809523809523808,0.04639175257731959,0.02208835341365462,0,0,0.044444444444444446,0.014492753623188406,0,0.029850746268656716,0.021052631578947368,0.047619047619047616,0,0,0.009900990099009901,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.01546551939100027,Ben Long,0,15823,13,St Kilda,2020,20,0
10,2,10,20,12,60,0,0,0,7,2,4,7,2,0,0,16,7,0,0,3,0,1,73,84,138,3,4,3,276,6,3,0,0,0,0,0,16,6,4,14,0,0,0,0,21,13.2,0,0,0,1,14,11,6,47,0,0,6,0,330,0.3079470198675497,0.03164556962025317,0.020618556701030927,0.04608294930875576,0.0375234521575985,0,0,0.07954545454545454,0.05405405405405406,0.10294117647058823,0.06808510638297872,0.02491103202846975,0,0,0.25,0.047244094488188976,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.3815221786499023,David Mundy,0,15844,16,Fremantle,2020,3,1
19,4,4,23,20,87,0,0,0,0,9,2,0,2,0,0,4,14,0,0,4,0,0,90,77,128,0,0,3,651,7,6,0,0,1,0,0,3,16,0,4,0,0,2,0,6,8.1,0,1,0,4,32,5,11,71,0,0,0,0,85,0.25316455696202533,0.057057057057057055,0.029411764705882353,0.016736401673640166,0.04020979020979021,0,0,0,0.027777777777777776,0,0.01932367149758454,0.04011461318051576,0,0,0,0.056,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21654820442199707,James Sicily,0,15658,3,Hawthorn,2020,9,0
8,5,2,10,8,80,0,0,0,1,3,0,0,0,1,0,2,8,0,0,1,0,0,50,48,52,0,0,1,224,3,2,0,0,0,0,0,3,6,0,1,0,0,0,0,4,4.8,0,0,0,1,20,6,8,54,0,0,0,0,131,0.03305785123966942,0.023529411764705882,0.029585798816568046,0.009950248756218905,0.018484288354898338,0,0,0.014492753623188406,0,0,0.011111111111111112,0.022792022792022793,0,0,0,0.028037383177570093,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011717867106199265,Reece Conca,0,15725,5,Fremantle,2020,25,0
6,1,6,12,8,67,0,0,0,3,1,3,2,3,2,0,6,7,0,0,2,0,1,89,47,76,0,2,5,272,5,2,1,0,0,0,0,2,5,0,2,0,0,0,0,12,7.3,0,1,0,0,12,7,9,61,0,0,0,0,175,0.039473684210526314,0.018691588785046728,0.00625,0.02702702702702703,0.022099447513812154,0,0,0.0379746835443038,0.04411764705882353,0.03278688524590164,0.030927835051546393,0.019390581717451522,0,0,0.07692307692307693,0.05263157894736842,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.03811362758278847,Jamie Cripps,0,15824,13,West Coast,2020,28,0
21,9,9,30,27,90,0,0,0,4,8,4,1,2,0,1,6,22,0,0,2,0,0,89,121,144,0,1,0,552,4,7,0,0,1,0,0,12,19,0,6,0,0,3,0,16,11.2,0,0,0,2,30,5,5,35,0,0,0,0,122,0,0.05614973262032086,0.05389221556886228,0.030508474576271188,0.04484304932735426,0,0,0.04819277108433735,0.04938271604938271,0.0196078431372549,0.027649769585253458,0.049886621315192746,0,0,0,0.034482758620689655,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8932108283042908,Luke McDonald,0,15825,13,North Melbourne,2020,6,0
2,0,6,8,8,100,0,0,0,1,0,0,1,0,1,0,4,4,0,0,0,0,0,87,23,40,1,0,1,42,1,3,0,0,0,0,0,17,2,0,3,0,0,0,0,23,5.6,0,1,0,0,24,9,16,105,0,0,0,0,40,0.03125,0.006622516556291391,0,0.028708133971291867,0.015655577299412915,0,0,0.016666666666666666,0,0.01639344262295082,0.0196078431372549,0.013289036544850499,0,0,0,0.00909090909090909,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.02967183291912079,Jack Graham,0,15615,1,Richmond,2020,14,0
12,3,6,18,13,72,0,1,0,5,1,2,3,1,2,1,9,9,1,1,2,0,1,80,77,127,2,1,6,195,0,5,0,0,0,0,0,14,8,1,5,0,0,2,0,24,10.5,0,2,1,1,2,7,12,79,0,0,0,0,100,0.061855670103092786,0.03934426229508197,0.02631578947368421,0.03409090909090909,0.037422037422037424,0,0.09090909090909091,0.05747126436781609,0.028985507246376812,0.05,0.043478260869565216,0.03383458646616541,0.06666666666666667,0.043478260869565216,0.06666666666666667,0,0.025,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.6046446561813354,Jack Martin,0,15663,3,Carlton,2020,7,0
16,0,9,25,12,48,0,0,0,4,4,2,8,10,1,1,16,10,0,0,3,0,0,86,80,94,1,7,2,320,8,3,0,0,0,0,0,11,4,3,12,0,0,0,0,25,5.2,0,1,0,1,14,9,4,33,0,1,0,0,97,0.5063291139240507,0.05063291139240506,0,0.041474654377880185,0.04690431519699812,0,0,0.045454545454545456,0.02702702702702703,0.11764705882352941,0.06808510638297872,0.03558718861209965,0,0,0,0.06299212598425197,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.24187961220741272,Clayton Oliver,0,15844,16,Melbourne,2020,11,0
8,2,8,16,11,69,0,1,0,2,2,3,1,5,0,2,9,7,0,1,1,0,2,74,49,75,1,0,4,192,4,1,0,0,0,0,0,12,4,3,6,0,0,0,0,24,7.8,0,0,1,0,2,8,8,56,0,0,0,0,64,0,0.02768166089965398,0.022727272727272728,0.03375527426160337,0.030418250950570342,0,0.07142857142857142,0.017543859649122806,0.0379746835443038,0.01818181818181818,0.03896103896103896,0.025,0,0.05,0.16666666666666666,0.038834951456310676,0.03333333333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.022624993696808815,Jed Anderson,0,15621,1,North Melbourne,2020,20,0
5,0,9,14,12,86,0,1,0,3,1,2,2,2,5,2,8,6,0,0,0,0,0,89,45,75,0,2,3,105,1,1,0,0,0,0,0,5,4,2,5,0,0,0,0,12,4.8,0,2,1,0,32,5,6,41,0,0,0,0,9,0,0.014970059880239521,0,0.04864864864864865,0.02697495183044316,0,0.125,0.03260869565217391,0.02564102564102564,0.029411764705882353,0.03508771929824561,0.021739130434782608,0,0,0,0.009174311926605505,0.030303030303030304,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23525777459144592,James Bell,0,15855,17,Sydney,2020,9,0
7,3,6,13,10,77,0,0,1,1,2,1,0,0,0,0,5,8,0,0,5,0,0,81,47,71,0,0,2,153,1,4,0,0,0,0,0,0,5,0,5,0,20,0,1,2,4.9,5,1,0,5,32,9,5,39,0,0,0,0,57,0,0.021021021021021023,0.022058823529411766,0.02510460251046025,0.022727272727272728,0,0,0.02040816326530612,0.013888888888888888,0,0.024154589371980676,0.022922636103151862,0,0,0,0.008,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00153187511023134,Nathan Broad,0,15658,3,Richmond,2020,25,0
5,2,5,10,8,80,1,0,0,4,0,2,1,2,2,1,6,5,0,0,0,0,0,73,52,77,0,1,2,200,3,2,1,0,0,1,0,6,4,2,4,0,0,0,0,16,9,0,0,1,0,50,5,4,29,0,0,0,0,19,0,0.014705882352941176,0.019801980198019802,0.02074688796680498,0.01721170395869191,0.06666666666666667,0,0.038834951456310676,0.030303030303030304,0.016129032258064516,0.027649769585253458,0.015337423312883436,0,0,0,0.024793388429752067,0.02857142857142857,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.015195204876363277,Dylan Clarke,0,15851,17,Essendon,2020,27,0
