Feature,Gain,Cover,Frequency
coaches_votes,0.4001013859167224,0.09180834200375361,0.02681464120769284
afl_fantasy_score,0.06330088956095084,0.06419477560586767,0.03205349141793617
supercoach_score,0.0519599076736418,0.05178549431210016,0.03177776245950231
disposals_prop,0.023144255526387512,0.037642966683712746,0.028331150479079064
num_games,0.017571188383886223,0.026211414780817163,0.033018542772454675
goals_prop,0.01729513535808491,0.029964903152613326,0.019507823809195562
contested_possessions_prop,0.017214510125133243,0.029257029894794305,0.031019507823809196
rating_points,0.017212011140475887,0.032221348394214956,0.0359136968360102
metres_gained,0.015973872121813407,0.027099142318739545,0.03239815261597849
match_margin,0.015781895794707484,0.013779038225706947,0.030261253188116084
uncontested_possessions_prop,0.01504631523808482,0.026364905563850898,0.027779692562211345
tackles_prop,0.014560441043636128,0.022828995049859628,0.029158337354380642
marks_prop,0.01439540975283939,0.023935942889425067,0.030123388708899152
team_score,0.013893123477345573,0.01109124513539543,0.02302336802922727
handballs_prop,0.013440341998350263,0.02372273085533858,0.02529813193630661
turnovers_prop,0.012867082526936826,0.021963791385157274,0.026745708968084373
kicks_prop,0.012285617686395684,0.033077795688326195,0.024470945061005032
inside_fifties_prop,0.011976336452716107,0.016934904021572165,0.02660784448886744
clearances_prop,0.011352814518557686,0.019294053686268405,0.021024333080581787
shots_at_goal_prop,0.011054490121650757,0.011596820956988938,0.017853450058592405
disposal_efficiency_percentage,0.010294997828781871,0.009423934448123757,0.01881850141311091
pressure_acts,0.00959337503738554,0.01442240737964055,0.019852485007237883
time_on_ground_percentage,0.009246684284802215,0.011146938145784794,0.01936995932997863
team_behinds,0.00853783823173429,0.009826412015298713,0.017026263183290827
contested_marks_prop,0.007755724850994722,0.011829798862100092,0.012545667608740608
intercepts,0.00678540146509422,0.008476972187625869,0.013097125525608327
clangers,0.0066574696853485904,0.009687330059958412,0.011925277452264424
goal_assists_prop,0.00655687601173999,0.01039735387763066,0.01199420969187289
goals,0.006531291561199492,0.011883850250466574,0.004411663334941752
score_involvements,0.0061473190884330205,0.01047342704437784,0.012752464327566002
def_half_pressure_acts,0.005572691538230138,0.012041227266029417,0.012890328806782932
marks_inside_fifty_prop,0.005460937795887626,0.009114497390501717,0.011029158337354381
uncontested_possessions,0.005377741641271685,0.010000094947434555,0.011787412973047494
effective_kicks,0.005241587598962342,0.008146625244239944,0.011098090576962845
behinds_prop,0.0050786644469781725,0.009609953621729552,0.011511684014613634
ground_ball_gets,0.004944419114676912,0.009217397024105437,0.010270903701661267
effective_disposals,0.004673865803248419,0.004101999558595304,0.011235955056179775
stoppage_clearances,0.004502555165519373,0.00989836097414432,0.008202936513407321
score_launches,0.004466010284241321,0.005175726662572474,0.007651478596539601
match_outcome_Win,0.004463760301302378,0.009722378873850662,0.0037912731784655682
free_kicks_for,0.004449258785497621,0.00426706124931609,0.009099055628317363
disposals,0.0044456047295468315,0.005618693660867463,0.00834080099262425
handballs,0.004300821066262762,0.004850502151284721,0.009099055628317363
centre_clearances,0.003861243839228559,0.0041668346195168,0.0071000206796718824
bounces,0.0036340106974526265,0.012676066867464933,0.006203901564761839
tackles_inside_fifty,0.0034878979030423525,0.008619844430309248,0.006755359481629558
team_goals,0.0034801851370768497,0.0018910186966074932,0.007789343075756531
kicks,0.0034162642862846874,0.003979351888882044,0.007306817398497277
intercept_marks,0.0033443254086996123,0.006925901678700622,0.006755359481629558
rebounds,0.0031551453765437114,0.008058580883272689,0.007927207554973462
contested_possessions,0.003044001343393357,0.005554653846945875,0.006479630523195699
