kicks,marks,handballs,disposals,effective_disposals,disposal_efficiency_percentage,goals,behinds,hitouts,tackles,rebounds,inside_fifties,clearances,clangers,free_kicks_for,free_kicks_against,contested_possessions,uncontested_possessions,contested_marks,marks_inside_fifty,one_percenters,bounces,goal_assists,time_on_ground_percentage,afl_fantasy_score,supercoach_score,centre_clearances,stoppage_clearances,score_involvements,metres_gained,turnovers,intercepts,tackles_inside_fifty,contest_def_losses,contest_def_one_on_ones,contest_off_one_on_ones,contest_off_wins,def_half_pressure_acts,effective_kicks,f50_ground_ball_gets,ground_ball_gets,hitouts_to_advantage,hitout_win_percentage,intercept_marks,marks_on_lead,pressure_acts,rating_points,ruck_contests,score_launches,shots_at_goal,spoils,match_margin,team_behinds,team_goals,team_score,aa_team,aa_squad,coaches_votes,captain,num_games,kicks_prop,marks_prop,handballs_prop,disposals_prop,goals_prop,behinds_prop,tackles_prop,inside_fifties_prop,clearances_prop,contested_possessions_prop,uncontested_possessions_prop,contested_marks_prop,marks_inside_fifty_prop,goal_assists_prop,turnovers_prop,shots_at_goal_prop,match_outcome_Loss,match_outcome_Win,player_position_BPR,player_position_C,player_position_CHB,player_position_CHF,player_position_FB,player_position_FF,player_position_FPL,player_position_FPR,player_position_HBFL,player_position_HBFR,player_position_HFFL,player_position_HFFR,player_position_INT,player_position_R,player_position_RK,player_position_RR,player_position_SUB,player_position_WL,player_position_WR,prob_0,prob_1,prob_2,prob_3,expected_votes,pred,player_name,brownlow_votes,match_id,match_round,player_team,season,predicted_votes
7,2,6,13,6,46,0,1,0,2,2,3,0,4,0,1,9,5,1,1,0,1,0,73,45,48,0,0,2,272,7,4,1,0,0,3,1,2,2,0,8,0,0,0,0,6,4.1,0,1,2,0,13,12,5,42,0,0,0,0,50,0.022222222222222223,0.018691588785046728,0.0234375,0.02276707530647986,0,0.06666666666666667,0.015037593984962405,0.04225352112676056,0,0.03260869565217391,0.016556291390728478,0.037037037037037035,0.08333333333333333,0,0.058823529411764705,0.05714285714285714,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.9998470544815063,1.286083715967834e-4,1.3764944014837965e-5,1.0602715519780759e-5,1.879464061858016e-4,0,Ed Richards,0,15778,10,Western Bulldogs,2020,0
8,5,5,13,11,85,0,0,0,1,4,0,0,3,2,0,2,11,0,0,2,0,0,70,55,54,0,0,1,240,3,3,0,0,0,0,0,7,7,0,0,0,0,2,0,9,0.1,0,0,0,1,7,3,9,57,0,0,0,0,164,0.02531645569620253,0.04854368932038835,0.02702702702702703,0.02594810379241517,0,0,0.008928571428571428,0,0,0.009433962264150943,0.039711191335740074,0,0,0,0.02459016393442623,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.999756395816803,1.1064552381867543e-4,1.1507551971590146e-4,1.787033033906482e-5,3.944075542676728e-4,0,Jamie Macmillan,0,15762,8,North Melbourne,2020,0
11,3,8,19,12,63,1,2,0,6,1,3,2,0,0,0,5,13,0,0,3,2,0,83,90,112,0,2,8,400,4,4,2,1,1,0,0,5,5,2,3,0,0,0,0,14,8.8,0,3,3,2,17,9,9,63,0,0,6,0,15,0.03188405797101449,0.022900763358778626,0.03065134099616858,0.03135313531353135,0.07142857142857142,0.14285714285714285,0.07407407407407407,0.0379746835443038,0.03125,0.020161290322580645,0.03735632183908046,0,0,0,0.031746031746031744,0.09375,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.732662558555603,0.1963418573141098,0.037975773215293884,0.03301982209086418,0.3713528700172901,0,Kane Farrell,1,15748,6,Port Adelaide,2020,0
9,1,4,13,6,46,0,0,0,6,0,5,1,2,3,0,9,5,0,0,1,0,0,78,65,76,0,1,3,180,4,2,1,0,0,0,0,6,2,2,5,0,0,0,0,22,11.4,0,0,0,0,32,12,6,48,0,0,0,0,18,0.026785714285714284,0.012048192771084338,0.014652014652014652,0.021346469622331693,0,0,0.04225352112676056,0.07042253521126761,0.014084507042253521,0.030612244897959183,0.017421602787456445,0,0,0,0.02857142857142857,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9992202520370483,5.531989154405892e-4,1.833865826483816e-4,4.318232458899729e-5,0.0010495190545043442,0,Lachie Fogarty,0,15768,8,Geelong,2020,0
7,4,3,10,7,70,0,0,0,0,2,1,0,1,0,0,4,8,1,0,6,0,0,97,39,63,0,0,4,256,1,2,0,0,3,1,1,5,4,0,1,0,0,0,1,9,8.6,0,1,0,3,6,9,10,69,0,0,0,0,181,0.019444444444444445,0.025,0.01282051282051282,0.016835016835016835,0,0,0,0.011494252873563218,0,0.02,0.02099737532808399,0.08333333333333333,0,0,0.009009009009009009,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.9977914094924927,7.091065053828061e-4,7.620839751325548e-4,7.374300621449947e-4,0.0044455646420829,0,Lachie Henderson,0,15863,18,Geelong,2020,0
11,2,0,11,10,91,0,0,0,2,3,3,0,0,0,0,2,8,0,0,4,1,0,83,47,74,0,0,2,399,1,2,0,1,1,0,0,4,10,0,1,0,0,0,0,7,6.4,0,1,0,3,21,15,13,93,0,0,0,0,16,0.039711191335740074,0.023809523809523808,0,0.021696252465483234,0,0,0.017391304347826087,0.039473684210526314,0,0.008403361344537815,0.029304029304029304,0,0,0,0.00980392156862745,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.9996389150619507,3.037027199752629e-4,2.2568312488147058e-5,3.4842360037146136e-5,4.533664250629954e-4,0,Jarrod Lienert,0,15800,11,Port Adelaide,2020,0
12,5,2,14,14,100,0,0,0,1,8,1,0,2,0,2,3,4,1,0,2,0,0,82,53,89,0,0,0,391,4,8,0,0,1,0,0,3,12,0,2,0,0,3,0,5,6.1,0,0,0,1,30,8,6,44,0,0,0,0,272,0.038338658146964855,0.05263157894736842,0.012903225806451613,0.029914529914529916,0,0,0.011235955056179775,0.013333333333333334,0,0.013636363636363636,0.017937219730941704,0.09090909090909091,0,0,0.04,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9978594183921814,0.001825946383178234,3.015384136233479e-4,1.3069232409179676e-5,0.002468230907652469,0,Shannon Hurn,0,15662,3,West Coast,2020,0
3,1,9,12,9,75,0,0,0,7,1,0,2,1,0,0,7,5,0,0,0,0,0,81,58,71,1,1,0,41,1,2,1,0,0,0,0,12,2,2,7,0,0,0,0,21,7.2,0,0,0,0,36,4,6,40,0,0,0,0,127,0.009287925696594427,0.007407407407407408,0.032490974729241874,0.02,0,0,0.0546875,0,0.03389830508474576,0.03070175438596491,0.013192612137203167,0,0,0,0.009259259259259259,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.9998608827590942,9.822512947721407e-5,3.455887417658232e-5,6.325940830720356e-6,1.8632070032253978e-4,0,Tom Mitchell,0,15854,17,Hawthorn,2020,0
11,3,1,12,5,42,0,1,0,3,0,3,0,3,2,1,6,6,1,2,1,0,1,92,56,60,0,0,3,294,7,2,2,0,0,0,0,0,4,2,3,0,0,0,0,11,2.7,0,0,4,1,57,5,5,35,0,0,0,0,38,0.03089887640449438,0.02158273381294964,0.003289473684210526,0.01818181818181818,0,0.058823529411764705,0.03409090909090909,0.03614457831325301,0,0.024390243902439025,0.014319809069212411,0.0625,0.14285714285714285,0.08333333333333333,0.05426356589147287,0.10526315789473684,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9999544620513916,4.055231329402886e-5,3.7125146263861097e-6,1.2777064739566413e-6,5.1810461968671007e-05,0,Cameron Zurhaar,0,15803,11,North Melbourne,2020,0
5,3,8,13,8,62,0,0,0,6,0,1,1,3,0,2,3,11,0,2,2,0,1,80,58,71,0,1,4,146,3,0,1,0,0,1,0,12,2,2,2,0,0,0,1,18,3.8,0,0,1,1,32,7,7,49,0,0,0,0,172,0.014534883720930232,0.020833333333333332,0.030418250950570342,0.0214168039538715,0,0,0.057692307692307696,0.011764705882352941,0.015384615384615385,0.012295081967213115,0.029891304347826088,0,0.10526315789473684,0.1111111111111111,0.022222222222222223,0.02631578947368421,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.9999529123306274,4.128205546294339e-5,3.718248990480788e-6,2.054626520475722e-6,5.488243300533213e-5,0,Chad Wingard,0,15815,12,Hawthorn,2020,0
8,3,1,9,6,67,1,3,0,2,2,0,0,2,1,1,4,6,1,1,1,0,0,90,50,67,0,0,4,174,0,0,1,0,0,3,1,2,5,0,1,0,0,0,0,6,4.6,0,0,4,0,14,14,11,80,0,0,0,0,37,0.023809523809523808,0.018072289156626505,0.0045871559633027525,0.016245487364620937,0.06666666666666667,0.17647058823529413,0.034482758620689655,0,0,0.024539877300613498,0.016,0.05555555555555555,0.05555555555555555,0,0,0.11764705882352941,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9996809959411621,2.9059499502182007e-4,2.118475822499022e-5,7.223571628856007e-6,3.5463522635836853e-4,0,Josh Battle,0,15841,16,St Kilda,2020,0
8,3,18,26,19,73,0,0,0,4,2,2,6,3,0,0,16,10,0,0,0,0,0,80,85,134,0,6,2,229,2,3,0,0,0,0,0,5,5,0,12,0,0,0,0,21,10.4,0,1,0,0,3,4,8,52,0,1,0,0,95,0.025396825396825397,0.021739130434782608,0.08333333333333333,0.04896421845574388,0,0,0.05555555555555555,0.029850746268656716,0.12244897959183673,0.07766990291262135,0.03164556962025317,0,0,0,0.017391304347826087,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3536122143268585,0.2985677421092987,0.30765292048454285,0.04016712307929993,1.0343749523162842,0,Clayton Oliver,0,15831,14,Melbourne,2020,0
4,3,4,8,3,38,1,1,0,3,0,1,0,1,2,0,5,3,1,1,0,0,0,70,50,68,0,0,3,119,3,2,2,0,0,3,3,1,1,1,2,0,0,0,1,9,3.6,0,0,2,0,24,9,8,57,0,0,0,0,136,0.012232415902140673,0.018404907975460124,0.020833333333333332,0.015414258188824663,0.09090909090909091,0.1111111111111111,0.036585365853658534,0.014492753623188406,0,0.0273224043715847,0.009036144578313253,0.07692307692307693,0.1,0,0.03488372093023256,0.06896551724137931,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9997174143791199,2.4812098126858473e-4,2.4630973712191917e-5,9.767725714482367e-6,3.2668610583641566e-4,0,Mitch Wallis,0,15659,3,Western Bulldogs,2020,0
5,2,5,10,10,100,0,0,0,0,4,1,0,0,0,0,5,5,0,0,4,0,0,86,31,69,0,0,2,94,1,5,0,0,0,0,0,4,5,0,5,0,0,0,0,8,9.4,0,1,0,4,33,12,13,90,0,0,0,0,40,0.015060240963855422,0.018018018018018018,0.01968503937007874,0.017064846416382253,0,0,0,0.01098901098901099,0,0.023474178403755867,0.014450867052023121,0,0,0,0.009345794392523364,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9974023103713989,0.0021715746261179447,1.7147461767308414e-4,2.5465330691076815e-4,0.0032784837821964175,0,Mark O'Connor,0,15781,10,Geelong,2020,0
6,4,8,14,10,71,1,0,0,4,0,3,3,3,0,1,6,8,0,1,2,0,0,81,65,89,1,2,4,207,5,3,2,0,0,0,0,4,4,1,6,0,0,0,0,10,8.1,0,0,1,0,4,11,7,53,0,0,0,0,54,0.019169329073482427,0.03418803418803419,0.041025641025641026,0.027559055118110236,0.09090909090909091,0,0.041237113402061855,0.04054054054054054,0.05555555555555555,0.02727272727272727,0.028368794326241134,0,0.125,0,0.045871559633027525,0.02857142857142857,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.9980217218399048,0.0017423626268282533,1.7708339146338403e-4,5.889299063710496e-5,0.002273208381666336,0,Cam Rayner,0,15767,8,Brisbane Lions,2020,0
13,4,3,16,9,56,0,2,0,1,5,3,0,1,1,0,5,13,0,0,1,0,0,87,64,85,0,0,2,493,4,4,0,0,0,0,0,13,7,0,3,0,0,0,1,17,7.4,0,0,2,0,60,7,4,31,0,0,0,0,71,0.037037037037037035,0.026143790849673203,0.014423076923076924,0.028622540250447227,0,0.2,0.01098901098901099,0.0379746835443038,0,0.02262443438914027,0.03880597014925373,0,0,0,0.03669724770642202,0.06451612903225806,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9997430443763733,2.289414405822754e-4,2.6733887352747843e-5,1.2656702210733783e-6,2.862062259509912e-4,0,Karl Amon,0,15809,12,Port Adelaide,2020,0
8,2,4,12,10,83,1,0,0,2,0,3,2,1,1,0,6,7,0,0,0,0,0,83,53,90,0,2,5,263,2,3,0,0,0,0,0,5,6,2,4,0,0,0,0,13,9.8,0,1,1,0,52,10,12,82,0,0,0,0,124,0.02318840579710145,0.012738853503184714,0.022222222222222223,0.022857142857142857,0.07692307692307693,0,0.031746031746031744,0.041666666666666664,0.03773584905660377,0.031413612565445025,0.0219435736677116,0,0,0,0.022222222222222223,0.030303030303030304,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.9963284134864807,0.0030703784432262182,5.080188275314867e-4,9.314288035966456e-5,0.004365844739368185,0,Jack Billings,0,15858,18,St Kilda,2020,0
9,7,6,15,10,67,6,2,1,1,0,1,0,3,2,0,12,3,6,5,2,0,0,87,105,165,0,0,12,198,2,0,1,0,0,3,1,4,6,4,4,0,16.7,0,1,11,23,6,1,8,2,48,11,13,89,1,1,10,0,138,0.025139664804469275,0.046052631578947366,0.029556650246305417,0.026737967914438502,0.3157894736842105,0.16666666666666666,0.012195121951219513,0.012048192771084338,0,0.05429864253393665,0.009174311926605505,0.2608695652173913,0.29411764705882354,0,0.021052631578947368,0.21052631578947367,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.684058512793854e-5,0.0011100994888693094,0.23389706015586853,0.76494598388671875,2.7637421714607626,3,Charlie Dixon,3,15703,4,Port Adelaide,2020,3
7,4,5,12,5,42,0,0,0,4,1,2,0,3,0,0,7,5,1,1,0,0,0,85,59,59,0,0,0,193,7,1,1,0,0,0,0,3,3,1,6,0,0,0,1,16,3.1,0,0,1,0,8,6,6,42,0,0,0,0,1,0.02127659574468085,0.027586206896551724,0.019305019305019305,0.02040816326530612,0,0,0.03773584905660377,0.028985507246376812,0,0.030042918454935622,0.013736263736263736,0.09090909090909091,0.1,0,0.05982905982905983,0.05,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9999099969863892,3.145102164126001e-5,1.9763476302614436e-5,3.8731635868316516e-5,1.8717288185143843e-4,0,Keidean Coleman,0,15839,15,Brisbane Lions,2020,0
9,3,10,19,12,63,0,0,0,4,2,2,7,4,3,3,13,9,0,0,1,0,0,70,66,96,3,4,4,160,3,3,0,0,0,0,0,8,6,0,9,0,0,0,0,14,6.7,0,2,0,0,20,8,10,68,0,0,0,0,74,0.026865671641791045,0.02112676056338028,0.05405405405405406,0.03653846153846154,0,0,0.06060606060606061,0.023529411764705882,0.1111111111111111,0.06341463414634146,0.02857142857142857,0,0,0,0.030927835051546393,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.9735181331634521,0.008779926225543022,0.01718181185424328,5.201033782213926e-4,0.04470386006869376,0,Jacob Hopper,0,15753,7,Greater Western Sydney,2020,0
8,5,5,13,11,85,0,0,0,1,3,1,1,3,1,1,2,10,0,0,0,0,0,76,51,50,0,1,2,322,3,2,0,1,2,0,0,5,6,0,2,0,0,1,0,8,6.1,0,1,0,0,20,10,4,34,0,0,0,0,3,0.023529411764705882,0.029585798816568046,0.024875621890547265,0.024029574861367836,0,0,0.014492753623188406,0.013513513513513514,0.025,0.011111111111111112,0.02849002849002849,0,0,0,0.028037383177570093,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.9996745586395264,2.5827111676335335e-4,5.059691102360375e-5,1.6628951925667934e-5,4.0935179458756465e-4,0,Will Hamill,0,15725,5,Adelaide,2020,0
6,0,14,20,16,80,0,0,0,3,0,2,5,1,2,0,9,12,0,0,1,1,1,80,60,97,3,2,5,226,2,1,1,0,0,0,0,10,3,1,7,0,0,0,0,19,10.3,0,3,0,1,49,8,5,38,0,0,0,0,61,0.01929260450160772,0,0.052830188679245285,0.034722222222222224,0,0,0.03333333333333333,0.025,0.09615384615384616,0.03982300884955752,0.0345821325648415,0,0,0.09090909090909091,0.017699115044247787,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.9987068176269531,0.0011198854772374034,1.5119319141376764e-4,2.206597855547443e-5,0.001488469795731362,0,Jy Simpkin,0,15723,5,North Melbourne,2020,0
10,3,8,18,10,56,1,0,0,2,0,6,1,2,1,0,5,13,0,0,0,0,1,82,70,77,0,1,3,342,7,0,1,0,0,0,0,6,5,1,4,0,0,0,0,19,8,0,0,2,0,45,7,6,43,0,0,0,0,56,0.029411764705882353,0.023255813953488372,0.036036036036036036,0.03202846975088968,0.06666666666666667,0,0.025974025974025976,0.07407407407407407,0.0196078431372549,0.02304147465437788,0.04075235109717868,0,0,0.08333333333333333,0.05426356589147287,0.06060606060606061,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.9993942975997925,5.41321060154587e-4,5.797402991447598e-5,6.446825409511803e-6,6.766095962120744e-4,0,Ben Ainsworth,0,15847,16,Gold Coast,2020,0
5,2,8,13,9,69,0,1,0,0,0,3,0,2,0,1,4,9,0,1,2,0,1,82,35,52,0,0,2,165,2,1,0,0,1,0,0,5,3,0,4,0,0,0,0,9,3.2,0,0,1,2,28,8,9,62,0,0,0,0,58,0.01440922190201729,0.015748031496062992,0.04040404040404041,0.023853211009174313,0,0.09090909090909091,0,0.033707865168539325,0,0.017777777777777778,0.029315960912052116,0,0.058823529411764705,0.0625,0.015748031496062992,0.02702702702702703,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.9999058246612549,5.923126809648238e-5,6.644651421083836e-6,2.831936944858171e-5,1.5747867928439518e-4,0,Jarrod Berry,0,15622,1,Brisbane Lions,2020,0
6,3,9,15,12,80,1,0,0,2,1,1,3,3,0,3,6,8,0,1,0,0,1,80,50,64,0,3,5,106,1,2,0,0,0,0,0,8,4,1,6,0,0,0,0,18,6.9,0,1,1,0,11,7,9,61,0,0,0,0,144,0.018691588785046728,0.022900763358778626,0.03409090909090909,0.02564102564102564,0.05263157894736842,0,0.02040816326530612,0.0136986301369863,0.04838709677419355,0.027649769585253458,0.022099447513812154,0,0.06666666666666667,0.07142857142857142,0.011904761904761904,0.030303030303030304,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9997212290763855,1.9504160445649177e-4,3.571774868760258e-5,4.804561467608437e-5,4.1061394585995004e-4,0,Tom Liberatore,0,15828,14,Western Bulldogs,2020,0
