kicks,marks,handballs,disposals,effective_disposals,disposal_efficiency_percentage,goals,behinds,hitouts,tackles,rebounds,inside_fifties,clearances,clangers,free_kicks_for,free_kicks_against,contested_possessions,uncontested_possessions,contested_marks,marks_inside_fifty,one_percenters,bounces,goal_assists,time_on_ground_percentage,afl_fantasy_score,supercoach_score,centre_clearances,stoppage_clearances,score_involvements,metres_gained,turnovers,intercepts,tackles_inside_fifty,contest_def_losses,contest_def_one_on_ones,contest_off_one_on_ones,contest_off_wins,def_half_pressure_acts,effective_kicks,f50_ground_ball_gets,ground_ball_gets,hitouts_to_advantage,hitout_win_percentage,intercept_marks,marks_on_lead,pressure_acts,rating_points,ruck_contests,score_launches,shots_at_goal,spoils,match_margin,team_behinds,team_goals,team_score,aa_team,aa_squad,coaches_votes,captain,num_games,kicks_prop,marks_prop,handballs_prop,disposals_prop,goals_prop,behinds_prop,tackles_prop,inside_fifties_prop,clearances_prop,contested_possessions_prop,uncontested_possessions_prop,contested_marks_prop,marks_inside_fifty_prop,goal_assists_prop,turnovers_prop,shots_at_goal_prop,match_outcome_Loss,match_outcome_Win,player_position_BPR,player_position_C,player_position_CHB,player_position_CHF,player_position_FB,player_position_FF,player_position_FPL,player_position_FPR,player_position_HBFL,player_position_HBFR,player_position_HFFL,player_position_HFFR,player_position_INT,player_position_R,player_position_RK,player_position_RR,player_position_SUB,player_position_WL,player_position_WR,prob_0,prob_1,prob_2,prob_3,expected_votes,pred,player_name,brownlow_votes,match_id,match_round,player_team,season,predicted_votes
15,4,9,24,19,79,0,0,0,6,1,7,1,3,1,1,7,18,1,1,1,0,1,77,97,127,1,0,4,446,7,5,1,0,0,1,1,15,10,1,5,0,0,0,1,26,11.9,0,1,0,1,28,6,14,90,0,0,1,0,206,0.043227665706051875,0.031496062992125984,0.045454545454545456,0.044036697247706424,0,0,0.06666666666666667,0.07865168539325842,0.01818181818181818,0.03111111111111111,0.05863192182410423,0.06666666666666667,0.058823529411764705,0.0625,0.05511811023622047,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.28688865900039673,0.27030110359191895,0.2374619096517563,0.20534829795360565,1.3612698167562485,0,Liam Shiels,1,15622,1,Hawthorn,2020,0
14,0,9,23,13,57,0,0,0,12,2,5,9,0,1,0,18,6,0,0,5,0,0,81,109,144,4,5,6,270,3,3,0,1,2,1,0,16,6,0,10,0,0,0,0,31,14.5,0,4,1,3,32,14,13,92,0,0,10,0,58,0.04229607250755287,0,0.04285714285714286,0.04251386321626617,0,0,0.11320754716981132,0.05813953488372093,0.140625,0.07258064516129033,0.021352313167259787,0,0,0,0.023809523809523808,0.02702702702702703,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024880923330783844,0.06383533030748367,0.12478307634592056,0.7865006923675537,2.672903560101986,3,Hugh Greenwood,3,15754,7,Gold Coast,2020,3
6,1,8,14,9,64,0,0,0,2,1,2,2,3,0,0,7,8,0,0,1,0,1,72,45,58,1,1,3,205,4,1,1,0,0,0,0,3,4,3,5,0,0,0,0,13,7.3,0,1,0,0,6,9,9,63,0,0,0,0,28,0.016666666666666666,0.00625,0.03418803418803419,0.02356902356902357,0,0,0.028169014084507043,0.022988505747126436,0.0392156862745098,0.035,0.02099737532808399,0,0,0.07142857142857142,0.036036036036036036,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.9998295307159424,1.328244834439829e-4,2.223851697635837e-5,1.537510979687795e-5,2.234268467873335e-4,0,James Rowbottom,0,15863,18,Sydney,2020,0
6,2,7,13,9,69,1,0,0,5,0,3,2,3,0,2,5,9,0,0,0,0,2,73,58,77,1,1,4,182,4,2,1,0,0,0,0,11,2,1,3,0,0,0,0,18,9.1,0,0,1,0,7,3,9,57,0,0,0,0,117,0.0189873417721519,0.019417475728155338,0.03783783783783784,0.02594810379241517,0.07142857142857142,0,0.044642857142857144,0.03529411764705882,0.03125,0.02358490566037736,0.032490974729241874,0,0,0.2,0.03278688524590164,0.04,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.9998944997787476,7.907952385721728e-5,8.390340553887654e-6,1.801935286493972e-5,1.4991826355981175e-4,0,Aaron Hall,0,15762,8,North Melbourne,2020,0
8,2,6,14,9,64,1,1,0,3,0,2,0,2,1,0,4,10,0,1,1,1,1,85,62,79,0,0,4,236,3,3,2,0,0,0,0,2,4,1,3,0,0,0,1,18,8,0,1,3,0,44,5,12,77,0,0,0,0,91,0.023668639053254437,0.014388489208633094,0.022304832713754646,0.023064250411861616,0.06666666666666667,0.1,0.030927835051546393,0.022988505747126436,0,0.01652892561983471,0.02849002849002849,0,0.05555555555555555,0.09090909090909091,0.021897810218978103,0.09090909090909091,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9990436434745789,8.74124641995877e-4,3.8920923543628305e-5,4.3263102270429954e-5,0.0010817557958944235,0,Daniel Rioli,0,15860,18,Richmond,2020,0
10,1,6,16,9,56,0,0,0,1,1,4,8,3,0,0,11,7,0,0,0,0,0,74,49,78,2,6,2,358,7,1,0,0,0,0,0,4,4,2,11,0,0,0,0,8,12.4,0,0,1,0,26,7,4,31,0,0,0,0,67,0.028011204481792718,0.005813953488372093,0.030303030303030304,0.02882882882882883,0,0,0.012048192771084338,0.05,0.16666666666666666,0.05263157894736842,0.020348837209302327,0,0,0,0.05982905982905983,0.03571428571428571,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.9919942617416382,0.007008061278611422,8.573425002396107e-4,1.4033053594175726e-4,0.009143737886915915,0,Brandan Parfitt,0,15849,17,Geelong,2020,0
4,1,4,8,3,38,1,1,0,1,0,1,0,2,0,0,4,3,0,0,0,0,0,67,34,33,0,0,3,150,4,0,0,0,0,0,0,3,1,2,4,0,0,0,0,10,4.7,0,0,2,0,38,5,8,53,0,0,0,0,2,0.012307692307692308,0.007936507936507936,0.014925373134328358,0.013490725126475547,0.05263157894736842,0.1,0.010416666666666666,0.012987012987012988,0,0.01834862385321101,0.00804289544235925,0,0,0,0.0425531914893617,0.05405405405405406,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.9999408721923828,4.76364693895448e-5,4.984759016224416e-6,6.4728928919066675e-6,7.702466609771363e-5,0,Liam Henry,0,15830,14,Fremantle,2020,0
7,3,7,14,12,86,0,0,0,5,1,2,0,0,1,0,6,8,0,1,1,0,2,81,65,93,0,0,3,17,0,2,3,0,0,0,0,3,5,1,5,0,0,0,0,19,8.2,0,1,0,1,3,5,7,47,0,0,0,0,182,0.021212121212121213,0.02054794520547945,0.035,0.026415094339622643,0,0,0.060240963855421686,0.02564102564102564,0,0.030303030303030304,0.025078369905956112,0,0.1,0.25,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9994788765907288,4.758511495310813e-4,2.8550413844641298e-5,1.677037107583601e-5,0.00058326309044787195,0,Luke Dahlhaus,0,15708,4,Geelong,2020,0
5,3,4,9,8,89,0,1,3,2,1,0,0,0,1,0,4,5,1,0,4,0,1,88,45,80,0,0,5,143,0,3,0,0,0,0,0,6,4,0,2,2,60,1,0,6,6.2,5,3,1,4,28,6,14,90,0,0,0,0,207,0.01440922190201729,0.023622047244094488,0.020202020202020204,0.01651376146788991,0,0.09090909090909091,0.022222222222222223,0,0,0.017777777777777778,0.016286644951140065,0.06666666666666667,0,0.0625,0,0.02702702702702703,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999161958694458,5.903851706534624e-4,1.8101406749337912e-4,6.664350803475827e-5,0.0011523438297444955,0,Ben McEvoy,0,15622,1,Hawthorn,2020,0
15,11,3,18,11,61,4,2,0,0,0,4,0,3,0,0,4,12,2,6,1,0,2,85,110,134,0,0,12,431,4,1,0,0,1,2,1,0,9,1,2,0,0,1,4,5,13.1,0,0,7,0,51,6,17,108,0,1,10,0,208,0.045180722891566265,0.07801418439716312,0.010309278350515464,0.028892455858747994,0.16666666666666666,0.18181818181818182,0,0.05063291139240506,0,0.01834862385321101,0.03007518796992481,0.15384615384615385,0.2857142857142857,0.15384615384615385,0.041237113402061855,0.17073170731707318,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.002051654737442732,0.004188349936157465,0.0161689855158329,0.9775910377502441,2.9692994342185557,3,Jack Gunston,2,15862,18,Hawthorn,2020,3
8,0,4,12,8,67,0,0,0,1,1,3,2,1,2,1,7,4,0,0,8,0,1,88,35,85,0,2,1,264,1,5,0,0,1,1,0,2,5,0,5,0,0,0,0,2,8.4,0,0,0,8,32,12,6,48,0,0,0,0,38,0.023809523809523808,0,0.014652014652014652,0.019704433497536946,0,0,0.007042253521126761,0.04225352112676056,0.028169014084507043,0.023809523809523808,0.013937282229965157,0,0,0.2,0.007142857142857143,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9421320557594299,0.05487207695841789,0.0015389916952699423,0.0014568977057933807,0.06232075346633792,0,Mark O'Connor,0,15768,8,Geelong,2020,0
12,5,1,13,11,85,0,0,0,2,2,2,0,0,2,0,3,10,0,0,1,0,0,76,63,73,0,0,1,335,2,3,0,0,0,0,0,8,10,0,2,0,0,0,0,16,6.7,0,0,0,1,41,17,4,41,0,0,0,0,37,0.033426183844011144,0.028735632183908046,0.00546448087431694,0.023985239852398525,0,0,0.03125,0.025974025974025976,0,0.016304347826086956,0.028735632183908046,0,0,0,0.019801980198019802,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.9998052716255188,1.8337025539949536e-4,8.616077138867695e-6,2.77916774393816e-6,2.0893991290904523e-4,0,Zac Bailey,0,15780,10,Brisbane Lions,2020,0
5,3,4,9,9,100,0,0,0,1,4,0,0,0,2,0,4,5,0,0,9,0,0,86,38,86,0,0,1,136,1,5,0,3,8,0,0,7,5,0,3,0,0,2,0,7,10.9,0,0,0,9,3,8,9,62,0,0,0,0,31,0.015625,0.02727272727272727,0.014545454545454545,0.015126050420168067,0,0,0.008064516129032258,0,0,0.016260162601626018,0.01483679525222552,0,0,0,0.008849557522123894,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9465147256851196,0.05111298710107803,6.931439856998622e-4,0.0016791363013908267,0.05753668397665024,0,Aaron Francis,0,15765,8,Essendon,2020,0
7,3,6,13,10,77,1,0,0,3,0,3,4,1,0,1,9,3,1,0,2,1,0,77,57,91,3,1,3,144,1,1,0,0,0,1,1,10,6,0,8,0,0,0,0,14,13.4,0,1,1,0,18,7,11,73,0,0,0,0,86,0.021604938271604937,0.018867924528301886,0.03260869565217391,0.025590551181102362,0.07142857142857142,0,0.05084745762711865,0.04411764705882353,0.09090909090909091,0.052941176470588235,0.008982035928143712,0.05,0,0,0.011235955056179775,0.03333333333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.9966492056846619,0.0022594903130084276,9.822334395721555e-4,1.0901492350967601e-4,0.004551001962681767,0,Jade Gresham,0,15719,5,St Kilda,2020,0
16,5,9,25,20,80,0,1,0,1,4,3,0,0,0,0,7,16,0,0,3,0,0,86,86,114,0,0,5,504,4,10,0,0,1,0,0,7,11,1,7,0,0,1,0,13,14.1,0,3,1,3,47,16,10,76,1,1,1,0,87,0.04221635883905013,0.034722222222222224,0.036,0.0397456279809221,0,0.07142857142857142,0.010416666666666666,0.03333333333333333,0,0.029661016949152543,0.042328042328042326,0,0,0,0.03418803418803419,0.02702702702702703,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6037618517875671,0.34121939539909363,0.04605059698224068,0.008968112990260124,0.46022492833435535,0,Darcy Byrne-Jones,2,15620,1,Port Adelaide,2020,0
7,2,1,8,3,38,2,0,0,5,0,2,0,2,0,0,0,7,0,2,1,2,1,81,61,63,0,0,3,289,4,1,1,0,0,0,0,3,3,0,0,0,0,0,0,18,12.3,0,0,2,1,2,6,7,48,0,1,0,0,58,0.023026315789473683,0.015873015873015872,0.005154639175257732,0.01606425702811245,0.18181818181818182,0,0.05555555555555555,0.028985507246376812,0,0,0.02456140350877193,0,0.1111111111111111,0.1111111111111111,0.039603960396039604,0.05714285714285714,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.999471127986908,4.634129290934652e-4,5.538199911825359e-5,1.0116608791577164e-5,6.045267537047039e-4,0,Dan Butler,0,15823,13,St Kilda,2020,0
4,0,12,16,13,81,0,0,0,4,4,1,5,1,1,0,7,9,0,0,1,2,0,63,53,77,2,3,1,112,2,1,1,0,0,0,0,8,3,0,7,0,0,0,0,11,9.6,0,1,0,0,30,8,6,44,0,0,0,0,56,0.013377926421404682,0,0.05172413793103448,0.030131826741996232,0,0,0.05063291139240506,0.013513513513513514,0.07692307692307693,0.03783783783783784,0.025936599423631124,0,0,0,0.02666666666666667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.9995569586753845,2.962205035146326e-4,1.0249210026813671e-4,4.432073183124885e-5,6.341668995446526e-4,0,Andrew Brayshaw,0,15864,18,Fremantle,2020,0
8,5,5,13,6,46,0,1,0,5,2,4,0,2,1,0,6,7,0,1,0,1,0,76,71,64,0,0,3,279,4,2,0,0,0,0,0,3,3,2,5,0,0,0,1,11,1.8,0,0,1,0,51,10,13,88,0,0,0,0,290,0.03007518796992481,0.05952380952380952,0.023474178403755867,0.027139874739039668,0,0.09090909090909091,0.05319148936170213,0.05970149253731343,0,0.027906976744186046,0.029411764705882353,0,0.1,0,0.038834951456310676,0.03571428571428571,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.999717652797699,1.2214384332764894e-4,1.2220768257975578e-4,3.801860293606296e-5,4.806150172953494e-4,0,Nathan Jones,0,15782,10,Melbourne,2020,0
3,2,12,15,12,80,0,0,0,3,0,0,0,2,1,0,5,10,0,0,0,0,0,84,52,56,0,0,2,38,2,2,1,0,0,0,0,11,2,1,5,0,0,0,0,19,4.8,0,0,0,0,19,7,7,49,0,0,0,0,22,0.008928571428571428,0.011363636363636364,0.04938271604938271,0.025906735751295335,0,0,0.05084745762711865,0,0,0.027777777777777776,0.02518891687657431,0,0,0,0.02127659574468085,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.9999262094497681,3.2928433938650414e-5,3.3696709579089656e-5,7.102756626409246e-6,1.2163012297605746e-4,0,Will Snelling,0,15859,18,Essendon,2020,0
8,6,5,13,11,85,0,0,0,0,1,0,0,1,0,0,3,10,1,0,5,1,0,98,52,82,0,0,2,142,1,4,0,1,3,0,0,5,7,0,1,0,0,1,0,8,7.9,0,1,0,2,28,8,12,80,0,0,0,0,43,0.025396825396825397,0.04477611940298507,0.0211864406779661,0.023593466424682397,0,0,0,0,0,0.01485148514851485,0.029154518950437316,0.06666666666666667,0,0,0.008695652173913044,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9989896416664124,4.7705642646178603e-4,4.5765170943923295e-4,7.558609650004655e-5,0.0016191181348403916,0,Alex Keath,0,15818,13,Western Bulldogs,2020,0
4,2,6,10,7,70,2,2,0,0,0,0,0,2,2,1,7,3,0,2,0,0,0,89,43,75,0,0,6,74,2,1,0,0,0,3,0,0,2,5,5,0,0,0,0,10,6.7,0,1,4,0,2,13,6,49,0,0,0,0,148,0.012738853503184714,0.015503875968992248,0.02553191489361702,0.018214936247723135,0.15384615384615385,0.16666666666666666,0,0,0,0.03431372549019608,0.008797653958944282,0,0.125,0,0.023255813953488372,0.12121212121212122,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.9974265694618225,0.0014625978656113148,6.768665043637156e-4,4.3390446808189154e-4,0.004118044278584421,0,Mitch Wallis,0,15843,16,Western Bulldogs,2020,0
7,4,6,13,10,77,0,0,0,2,1,1,1,3,0,1,6,8,1,0,1,0,0,76,50,66,1,0,1,150,2,3,0,0,0,0,0,5,5,0,4,0,0,0,0,9,5.5,0,1,0,1,3,4,8,52,0,0,0,0,93,0.022222222222222223,0.028985507246376812,0.027777777777777776,0.02448210922787194,0,0,0.027777777777777776,0.014925373134328358,0.02040816326530612,0.02912621359223301,0.02531645569620253,0.047619047619047616,0,0,0.017391304347826087,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.9992202520370483,6.030990043655038e-4,7.78534886194393e-5,9.881356527330354e-5,0.001055246677424293,0,Angus Brayshaw,0,15831,14,Melbourne,2020,0
6,1,4,10,8,80,2,0,0,0,0,2,1,3,0,3,4,7,0,0,1,0,0,86,32,59,0,1,6,147,4,0,0,0,0,1,0,1,4,2,4,0,0,0,0,3,11.1,0,0,2,0,21,6,11,72,0,0,0,0,7,0.021660649819494584,0.011904761904761904,0.017391304347826087,0.01972386587771203,0.1,0,0,0.02631578947368421,0.01694915254237288,0.01680672268907563,0.02564102564102564,0,0,0,0.0392156862745098,0.05128205128205128,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.9981069564819336,0.0017388369888067245,5.560559293371625e-5,9.859415149549022e-5,0.0021458306291606277,0,Jake Aarts,0,15800,11,Richmond,2020,0
7,5,3,10,6,60,0,0,0,1,2,0,0,1,0,0,3,7,1,0,1,0,0,79,46,49,0,0,3,132,3,1,0,0,1,0,0,2,4,1,1,0,0,0,0,4,1.2,0,0,0,0,48,5,6,41,0,0,0,0,7,0.019553072625698324,0.03289473684210526,0.014778325123152709,0.017825311942959002,0,0,0.012195121951219513,0,0,0.013574660633484163,0.021406727828746176,0.043478260869565216,0,0,0.031578947368421054,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9999436140060425,4.1975374188041314e-5,5.792107003799174e-6,8.564907147956546e-6,7.92543096395093e-5,0,Jarrod Brander,0,15703,4,West Coast,2020,0
8,8,9,17,15,88,0,0,0,0,3,2,1,1,0,0,6,13,1,0,4,0,0,84,66,89,1,0,5,171,3,8,0,1,3,0,0,6,6,0,4,0,0,3,0,6,11.2,0,0,0,3,53,11,15,101,0,0,0,0,26,0.023668639053254437,0.06956521739130435,0.03862660944206009,0.0297723292469352,0,0,0,0.022988505747126436,0.014492753623188406,0.024489795918367346,0.04100946372239748,0.05263157894736842,0,0,0.025,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.995909571647644,0.0028625039849430323,0.0011061894474551082,1.2179489567643031e-4,0.0054402675668825395,0,Nick Coffield,0,15774,9,St Kilda,2020,0
9,8,13,22,14,64,0,1,15,2,1,1,2,1,1,1,9,13,3,1,2,0,0,97,99,125,1,1,7,174,2,5,0,1,1,0,0,4,3,0,3,5,23.4,3,0,8,8.1,64,1,1,1,49,9,13,87,0,0,1,0,34,0.028938906752411574,0.06201550387596899,0.04905660377358491,0.03819444444444445,0,0.1111111111111111,0.022222222222222223,0.0125,0.038461538461538464,0.03982300884955752,0.037463976945244955,0.1,0.05,0,0.017699115044247787,0.029411764705882353,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.4515427052974701,0.42677685618400574,0.09730295836925507,0.024377452209591866,0.6945151295512915,0,Tim English,0,15723,5,Western Bulldogs,2020,0
25,8,10,35,27,77,0,0,0,2,10,2,0,6,0,3,5,26,1,0,2,0,0,94,118,136,0,0,8,505,6,6,0,0,1,0,0,10,18,0,4,0,0,2,0,14,7.6,0,0,0,2,69,5,19,119,0,0,10,0,118,0.07763975155279502,0.056338028169014086,0.0392156862745098,0.060658578856152515,0,0,0.016129032258064516,0.02564102564102564,0,0.024154589371980676,0.07065217391304347,0.0625,0,0,0.058823529411764705,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04603526368737221,0.021139901131391525,0.03397972509264946,0.8988451361656189,2.785634759813547,3,Luke McDonald,2,15773,9,North Melbourne,2020,3
6,3,6,12,8,67,1,1,0,1,0,1,0,2,0,1,3,10,0,1,0,0,0,83,47,59,0,0,5,103,3,0,1,0,0,1,0,0,4,2,3,0,0,0,1,8,3.2,0,0,3,0,12,7,7,49,0,0,0,0,47,0.017595307917888565,0.023809523809523808,0.021739130434782608,0.019448946515397084,0.0625,0.3333333333333333,0.011111111111111112,0.014084507042253521,0,0.011627906976744186,0.027700831024930747,0,0.09090909090909091,0,0.024,0.1111111111111111,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.9999786615371704,1.0131635463039856e-5,6.55200256005628e-6,4.606125457939925e-6,3.705401695697219e-5,0,Jaidyn Stephenson,0,15777,9,Collingwood,2020,0
5,1,3,8,7,88,0,0,0,3,1,1,0,0,0,0,4,1,1,0,0,0,1,83,36,57,0,0,1,183,2,4,0,0,2,0,0,4,4,1,3,0,0,1,0,8,7.8,0,0,0,0,32,3,17,105,0,0,0,0,8,0.016233766233766232,0.007633587786259542,0.018072289156626505,0.016877637130801686,0,0,0.046875,0.0136986301369863,0,0.022727272727272728,0.003472222222222222,0.07692307692307693,0,0.05555555555555555,0.024096385542168676,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9995203018188477,3.8328717346303165e-4,2.359185782552231e-5,7.284205639734864e-5,6.489970583061222e-4,0,Isaac Cumming,0,15619,1,Greater Western Sydney,2020,0
12,2,8,20,13,65,0,0,0,4,2,7,4,3,1,1,12,8,0,0,2,0,0,81,72,110,2,2,2,481,6,2,0,0,0,0,0,11,8,1,9,0,0,0,1,18,16.5,0,2,0,0,22,10,6,46,0,0,0,0,16,0.03287671232876712,0.014184397163120567,0.03305785123966942,0.032948929159802305,0,0,0.039603960396039604,0.08333333333333333,0.07017543859649122,0.05357142857142857,0.0213903743315508,0,0,0,0.05042016806722689,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.9842858910560608,0.010397601872682571,0.004926308058202267,3.902222088072449e-4,0.02142088461550884,0,Noah Anderson,0,15856,17,Gold Coast,2020,0
4,1,5,9,5,56,0,0,0,0,3,0,0,2,2,0,3,6,0,0,4,0,0,88,27,34,0,0,0,140,2,3,0,0,0,0,0,3,2,0,1,0,0,0,0,5,3.2,0,0,0,3,45,7,6,43,0,0,0,0,46,0.011764705882352941,0.007751937984496124,0.02252252252252252,0.01601423487544484,0,0,0,0,0,0.013824884792626729,0.018808777429467086,0,0,0,0.015503875968992248,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.999911904335022,6.237097113626078e-5,1.3777303138340358e-5,1.1904559869435616e-5,1.2563925702124834e-4,0,Charlie Ballard,0,15847,16,Gold Coast,2020,0
13,3,12,25,15,60,0,0,0,3,1,4,9,2,2,1,16,10,0,0,2,0,0,82,83,120,5,4,6,259,4,2,1,1,2,0,0,4,4,1,10,0,0,1,0,13,17.8,0,1,0,0,28,9,5,39,0,0,0,1,199,0.042071197411003236,0.025,0.05217391304347826,0.04638218923933209,0,0,0.030303030303030304,0.05128205128205128,0.15789473684210525,0.07339449541284404,0.03278688524590164,0,0,0,0.036036036036036036,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7002702355384827,0.2439793199300766,0.04904107004404068,0.006709383334964514,0.3621896100230515,0,Luke Parker,0,15701,4,Sydney,2020,0
5,4,3,8,3,38,1,1,1,2,0,2,0,1,0,0,4,4,1,2,0,0,0,77,49,51,0,0,2,160,2,0,1,0,0,1,0,2,1,2,3,1,16.7,0,1,10,5.6,6,0,2,0,44,7,5,37,0,0,0,0,3,0.013774104683195593,0.021621621621621623,0.01107011070110701,0.012618296529968454,0.06666666666666667,0.07142857142857142,0.02247191011235955,0.027777777777777776,0,0.018433179723502304,0.009569377990430622,0.05555555555555555,0.18181818181818182,0,0.017391304347826087,0.06060606060606061,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.9999150037765503,7.951894804136828e-5,4.032443939649966e-6,1.4917952739779139e-6,9.205922174260195e-5,0,Max King,0,15661,3,St Kilda,2020,0
12,2,14,26,18,69,0,0,0,7,1,4,7,5,5,3,16,12,0,0,2,0,1,78,94,140,1,6,3,377,8,5,1,0,0,0,0,8,8,3,11,0,0,0,0,20,12.5,0,0,0,1,5,10,6,46,0,0,3,0,108,0.03389830508474576,0.018518518518518517,0.06222222222222222,0.044905008635578586,0,0,0.06862745098039216,0.05063291139240506,0.11290322580645161,0.06504065040650407,0.03858520900321544,0,0,0.16666666666666666,0.05673758865248227,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.17149007320404053,0.3661268949508667,0.45527172088623047,0.0071113212034106255,1.2980043003335595,2,Touk Miller,0,15760,8,Gold Coast,2020,2
7,4,12,19,14,74,0,0,0,2,4,2,0,4,0,2,7,13,0,0,3,0,0,84,59,88,0,0,4,246,4,6,0,0,0,0,0,8,5,0,6,0,0,0,0,9,6.2,0,2,0,2,27,7,12,79,0,0,0,0,211,0.021406727828746176,0.027210884353741496,0.039473684210526314,0.030110935023771792,0,0,0.027777777777777776,0.02531645569620253,0,0.03070175438596491,0.033419023136246784,0,0,0,0.032,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.9967535138130188,9.388834587298334e-4,0.002215881133452058,9.172309364657849e-5,0.0056458150065736845,0,Bachar Houli,0,15740,5,Richmond,2020,0
9,2,7,16,12,75,0,0,0,6,0,6,1,4,1,1,4,14,0,0,0,3,0,66,69,74,0,1,3,272,7,0,0,0,0,1,1,6,6,0,1,0,0,0,1,16,4.3,0,0,0,0,22,8,10,68,0,0,0,0,120,0.024657534246575342,0.014184397163120567,0.028925619834710745,0.026359143327841845,0,0,0.0594059405940594,0.07142857142857142,0.017543859649122806,0.017857142857142856,0.0374331550802139,0,0,0,0.058823529411764705,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9979769587516785,0.0012387250317260623,5.311171989887953e-4,2.5324549642391503e-4,0.003060695918975398,0,Jamie Elliott,0,15856,17,Collingwood,2020,0
10,5,10,20,11,55,0,1,0,2,1,3,4,4,0,2,11,10,0,1,4,0,0,75,68,89,2,2,4,268,6,1,1,0,0,0,0,1,6,0,9,0,0,0,0,7,5,0,0,1,2,63,19,12,91,0,0,0,1,151,0.030211480362537766,0.036231884057971016,0.04926108374384237,0.03745318352059925,0,0.058823529411764705,0.03389830508474576,0.04,0.07142857142857142,0.05,0.03289473684210526,0,0.05555555555555555,0,0.06,0.02631578947368421,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.982247531414032,0.009347239509224892,0.006972172297537327,0.0014330532867461443,0.027590743964537978,0,David Swallow,0,15833,14,Gold Coast,2020,0
6,2,5,11,9,82,0,0,0,1,2,0,1,1,1,0,5,6,0,0,5,0,0,64,39,76,0,1,0,172,1,5,0,1,3,0,0,4,4,0,4,0,0,1,0,4,6.6,0,0,0,5,24,2,10,62,0,0,0,0,172,0.0189873417721519,0.014492753623188406,0.02066115702479339,0.01971326164874552,0,0,0.009708737864077669,0,0.01639344262295082,0.024630541871921183,0.017045454545454544,0,0,0,0.01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9954533576965332,0.0022715723607689142,4.18007344705984e-4,0.0018570336978882551,0.008678688143845648,0,Jordan Roughead,0,15806,11,Collingwood,2020,0
