player_name,player_team,actual_votes,predicted_votes,coaches_votes,prediction_sum,votes_accuracy
Clayton Oliver,Melbourne,0,36,114,31.099878660403192,-36
Jack Steele,St Kilda,0,31,100,30.240489524323493,-31
Ollie Wines,Port Adelaide,0,30,101,24.065970701165497,-30
Touk Miller,Gold Coast,0,28,97,25.224570283666253,-28
Zach Merrett,Essendon,0,28,91,26.087129896506667,-28
Marcus Bontempelli,Western Bulldogs,0,27,101,28.760276370681822,-27
Darcy Parish,Essendon,0,24,81,22.189921969897114,-24
Sam Walsh,Carlton,0,24,92,23.03488031984307,-24
Jarryd Lyons,Brisbane Lions,0,23,66,19.80944260256365,-23
Rory Laird,Adelaide,0,20,74,17.800742922350764,-20
Christian Petracca,Melbourne,0,19,86,25.530713230371475,-19
Jack Macrae,Western Bulldogs,0,19,60,21.35266794101335,-19
Tom Mitchell,Hawthorn,0,19,61,18.873918150551617,-19
Cameron Guthrie,Geelong,0,16,55,17.09301273454912,-16
David Mundy,Fremantle,0,16,69,15.38496711757034,-16
Travis Boak,Port Adelaide,0,15,50,11.918050009990111,-15
Hugh McCluggage,Brisbane Lions,0,14,66,12.66052891255822,-14
Max Gawn,Melbourne,0,14,63,16.190175322815776,-14
Tim Taranto,Greater Western Sydney,0,14,46,12.52664315328002,-14
Andrew Brayshaw,Fremantle,0,13,35,11.189850605558604,-13
Dustin Martin,Richmond,0,13,42,10.650392274139449,-13
Josh Kelly,Greater Western Sydney,0,13,55,12.170547876041383,-13
Callum Mills,Sydney,0,12,42,10.708147135563195,-12
Dayne Zorko,Brisbane Lions,0,12,62,15.748774115229025,-12
Dom Sheed,West Coast,0,12,35,11.319009011029266,-12
Luke Parker,Sydney,0,12,52,13.358809911529534,-12
Jack Crisp,Collingwood,0,11,36,8.89482702765963,-11
Joel Selwood,Geelong,0,11,30,8.754662830149755,-11
Patrick Dangerfield,Geelong,0,11,36,9.099154230905697,-11
Taylor Walker,Adelaide,0,11,38,8.559822668801644,-11
Jack Riewoldt,Richmond,0,10,30,7.371898236917332,-10
Jake Stringer,Essendon,0,10,45,9.412479030899704,-10
Mitch Duncan,Geelong,0,10,30,8.89355568960309,-10
Taylor Adams,Collingwood,0,10,30,7.292227828409523,-10
Ben Keays,Adelaide,0,9,31,8.809665102977306,-9
Chad Wingard,Hawthorn,0,9,38,8.360204727388918,-9
Charlie Dixon,Port Adelaide,0,9,30,6.055602055392228,-9
Isaac Heeney,Sydney,0,9,41,7.866279944078997,-9
Jacob Hopper,Greater Western Sydney,0,9,51,8.248705980367959,-9
Jy Simpkin,North Melbourne,0,9,33,7.953992613591254,-9
Karl Amon,Port Adelaide,0,9,44,8.53947372827679,-9
Lance Franklin,Sydney,0,9,32,7.2958349995315075,-9
Aaron Hall,North Melbourne,0,8,31,8.16591389941459,-8
Andrew Gaff,West Coast,0,8,23,6.3339080300647765,-8
Ben Cunnington,North Melbourne,0,8,46,8.670760918874294,-8
Brodie Grundy,Collingwood,0,8,27,9.243331632344052,-8
Callan Ward,Greater Western Sydney,0,8,33,7.4426779467612505,-8
Jaeger O'Meara,Hawthorn,0,8,41,8.235147702274844,-8
Luke Dunstan,St Kilda,0,8,31,6.163239993737079,-8
Sam Menegola,Geelong,0,8,19,5.285460435115965,-8
Toby Greene,Greater Western Sydney,0,8,41,8.811642114655115,-8
Charlie Cameron,Brisbane Lions,0,7,29,5.413016642909497,-7
Nat Fyfe,Fremantle,0,7,28,8.03270160977263,-7
