effective_disposals,disposal_efficiency_percentage,rebounds,clangers,free_kicks_for,free_kicks_against,one_percenters,bounces,time_on_ground_percentage,afl_fantasy_score,supercoach_score,centre_clearances,stoppage_clearances,score_involvements,metres_gained,intercepts,tackles_inside_fifty,contest_def_losses,contest_def_one_on_ones,contest_off_one_on_ones,contest_off_wins,def_half_pressure_acts,effective_kicks,f50_ground_ball_gets,ground_ball_gets,marks_on_lead,pressure_acts,rating_points,score_launches,spoils,match_margin,team_behinds,team_goals,team_score,aa_team,aa_squad,coaches_votes,captain,num_games,match_outcome_Loss,match_outcome_Win,player_position_final_C,player_position_final_F,player_position_final_HB,player_position_final_HF,player_position_final_INT,player_position_final_RK,player_position_final_W,pred,player_name,brownlow_votes,match_id,match_round,player_team,season,pred_rank,predicted_votes
10,50,2,4,0,0,1,0,95,82,60,0,1,5,442,2,0,1,1,3,2,6,4,3,6,2,16,9.6,1,1,75,5,5,35,0,0,0,0,141,1,0,0,1,0,0,0,0,0,0.033721864223480225,Tom Lynch,0,15653,2,Adelaide,2020,17,0
15,79,1,1,0,0,0,0,100,78,80,0,0,1,110,4,0,0,0,0,0,4,11,0,2,0,9,1.1,0,0,33,7,10,67,1,1,0,0,184,0,1,0,0,0,0,0,0,0,0.20309968292713165,Brad Sheppard,0,15745,6,West Coast,2020,10,0
7,64,0,1,1,0,2,0,76,41,58,0,0,2,107,1,0,0,0,1,0,13,3,0,5,0,19,6.5,0,0,2,5,7,47,0,0,0,0,50,1,0,0,1,0,0,0,0,0,0.020144594833254814,Brendon Ah Chee,0,15843,16,West Coast,2020,23,0
16,50,3,5,1,0,1,0,84,109,92,0,4,7,504,4,0,0,0,0,0,3,4,1,6,0,10,8.5,1,0,4,11,8,59,0,0,6,0,67,0,1,1,0,0,0,0,0,0,1.5339399576187134,Tim Taranto,3,15785,10,Greater Western Sydney,2020,2,2
16,89,5,1,2,0,1,0,80,59,106,0,0,3,457,3,0,1,1,0,0,2,12,0,2,0,3,9.4,1,0,17,9,9,63,0,0,0,0,27,1,0,0,0,0,0,0,0,0,0.3027152717113495,Jack Lukosius,0,15746,6,Gold Coast,2020,9,0
16,76,2,1,1,0,0,0,85,68,78,0,2,1,301,3,0,0,0,0,0,8,5,0,6,1,18,7.9,0,0,22,8,10,68,0,0,0,0,32,0,1,0,0,0,0,0,0,1,0.00037338666152209044,Josh Daicos,0,15856,17,Collingwood,2020,28,0
4,80,0,0,1,0,0,0,58,22,25,0,0,1,45,1,1,0,0,0,0,8,2,0,1,0,14,2,0,0,15,11,9,65,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0.004372946918010712,Hamish Brayshaw,0,15848,17,West Coast,2020,32,0
4,80,1,0,0,0,4,0,91,25,41,0,1,0,82,2,0,0,1,0,0,5,2,0,0,0,5,5.8,0,3,5,8,11,74,0,0,0,0,324,1,0,0,0,0,0,0,0,0,-0.06915953010320663,Heath Shaw,0,15852,17,Greater Western Sydney,2020,41,0
6,100,1,1,0,0,0,2,76,30,43,0,0,1,129,1,0,0,0,0,0,2,5,0,1,0,12,10.2,0,0,16,11,10,71,0,0,0,0,31,1,0,0,1,0,0,0,0,0,-0.007999896071851254,Darren Minchington,0,15826,14,Hawthorn,2020,40,0
4,57,0,0,0,0,1,0,70,26,39,0,0,1,214,1,0,0,0,1,0,3,3,1,1,1,15,5.4,0,0,30,2,5,32,0,0,0,0,103,1,0,0,1,0,0,0,0,0,-0.002112502930685878,Travis Colyer,0,15758,7,Fremantle,2020,30,0
7,64,0,4,2,2,3,0,82,52,83,0,0,6,331,1,0,0,0,0,0,1,5,2,4,1,8,7.4,0,3,37,4,7,46,0,0,0,0,193,1,0,0,1,0,0,0,0,0,0.0448627732694149,Taylor Walker,0,15707,4,Adelaide,2020,14,0
8,89,1,0,1,0,0,0,94,32,48,0,0,1,213,2,0,0,0,0,0,6,5,0,1,0,7,6.9,0,0,34,7,6,43,0,0,0,0,118,1,0,0,0,0,0,0,0,1,0.013849410228431225,Harry Cunningham,0,15721,5,Sydney,2020,22,0
19,95,0,0,0,0,0,0,84,65,119,1,1,7,147,4,0,0,0,0,0,3,5,2,10,0,7,19.7,2,0,21,15,13,93,0,1,3,0,30,0,1,0,0,0,1,0,0,0,0.42164090275764465,Zak Butters,0,15800,11,Port Adelaide,2020,5,0
10,71,0,1,2,0,1,0,81,61,97,1,0,6,242,4,0,0,0,0,0,5,6,3,6,0,13,7.3,2,0,1,11,7,53,0,0,0,0,47,0,1,0,1,0,0,0,0,0,0.08851319551467896,Rhys Mathieson,0,15810,12,Brisbane Lions,2020,19,0
13,72,0,1,0,0,1,0,68,54,80,2,2,1,241,0,0,0,0,0,0,7,7,0,5,0,17,9.9,0,0,30,8,6,44,0,0,0,0,58,1,0,0,0,0,0,0,0,1,-0.016268955543637276,Adam Cerra,0,15864,18,Fremantle,2020,40,0
9,69,1,2,2,0,0,0,62,76,99,1,2,6,458,0,0,0,0,0,0,6,6,2,4,1,13,13.3,0,0,49,9,13,87,0,0,0,0,4,0,1,0,0,0,1,0,0,0,0.01837027072906494,Laitham Vandermeer,0,15723,5,Western Bulldogs,2020,16,0
9,64,4,1,0,0,1,2,88,70,87,0,1,4,436,1,0,0,1,0,0,5,7,0,0,0,9,12,0,0,52,10,12,82,0,0,0,0,166,0,1,0,0,0,0,0,0,1,0.02820584923028946,Bradley Hill,0,15858,18,St Kilda,2020,16,0
7,78,0,2,0,1,1,0,90,46,68,0,0,2,137,2,1,0,0,6,2,2,6,1,3,0,8,10.7,0,1,29,1,12,73,0,0,0,0,100,0,1,0,1,0,0,0,0,0,0.015429271385073662,Tim Membrey,0,15764,8,St Kilda,2020,25,0
7,70,0,3,0,1,1,0,49,50,36,0,0,0,97,1,0,0,0,1,0,3,6,0,1,1,7,-1.9,0,0,5,9,8,57,0,0,0,0,111,0,1,0,0,0,1,0,0,0,0.0032552462071180344,Jack Martin,0,15846,16,Carlton,2020,27,0
11,85,0,0,0,0,5,0,83,41,71,0,0,0,173,6,0,1,3,0,0,6,4,0,4,0,6,10.2,0,2,56,8,6,44,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0.0029105430003255606,Jack Madgen,0,15811,12,Collingwood,2020,22,0
2,25,1,3,1,0,1,0,85,54,39,0,0,2,133,1,3,0,0,0,0,2,1,2,3,1,15,1.4,0,0,23,6,12,78,0,0,0,0,70,0,1,0,1,0,0,0,0,0,-0.05906928330659866,Jack Lonie,0,15759,7,St Kilda,2020,41,0
11,73,8,3,1,2,0,0,82,50,82,0,1,2,492,6,0,0,0,0,0,8,9,0,5,0,10,6.1,1,0,14,9,4,33,0,0,0,0,7,1,0,0,0,1,0,0,0,0,0.010812866501510143,Trent Rivers,0,15844,16,Melbourne,2020,26,0
11,85,0,1,1,0,3,1,76,63,86,0,1,6,167,2,0,0,0,0,0,5,4,0,1,0,20,9.4,1,1,14,14,11,80,0,0,0,0,94,0,1,0,0,0,1,0,0,0,0.033078983426094055,Jack Sinclair,0,15841,16,St Kilda,2020,19,0
7,70,2,2,0,1,2,0,86,48,63,0,1,3,224,4,0,0,1,0,0,6,5,0,4,0,11,2.7,0,2,4,11,7,53,0,0,0,0,52,0,1,0,0,0,1,0,0,0,0.01264170277863741,Callum Ah Chee,0,15767,8,Brisbane Lions,2020,26,0
11,65,3,1,1,0,3,0,84,48,74,0,0,0,150,5,0,0,1,0,0,8,3,1,7,0,11,6.8,0,1,26,7,11,73,1,1,0,0,100,0,1,0,0,1,0,0,0,0,0.011149938218295574,Darcy Byrne-Jones,0,15829,14,Port Adelaide,2020,26,0
11,79,2,2,0,2,1,0,69,72,97,0,2,5,139,4,1,0,0,0,0,13,4,2,8,1,31,9.6,3,0,54,11,11,77,0,0,0,0,44,0,1,1,0,0,0,0,0,0,0.16348779201507568,Jack Graham,0,15755,7,Richmond,2020,9,0
3,43,0,4,1,3,2,0,78,30,32,0,0,1,118,0,0,0,2,0,0,2,1,0,2,0,9,-0.5,0,2,32,9,5,39,0,0,0,0,25,1,0,0,0,0,0,0,1,0,0.010081581771373749,Ivan Soldo,0,15658,3,Richmond,2020,30,0
11,61,1,3,0,0,2,0,69,70,82,1,1,4,200,2,0,0,0,0,0,8,4,0,4,0,16,10.1,1,0,4,10,5,40,0,0,0,0,31,0,1,1,0,0,0,0,0,0,0.007933801971375942,Will Setterfield,0,15812,12,Carlton,2020,24,0
4,57,0,0,0,0,3,0,94,47,54,0,0,5,135,0,0,0,0,2,0,2,4,1,1,3,7,2.2,0,2,17,9,9,63,0,0,0,0,20,1,0,0,1,0,0,0,0,0,-0.0012232651934027672,Ben King,0,15746,6,Gold Coast,2020,32,0
7,78,0,3,3,3,1,0,73,61,92,1,2,4,131,4,0,0,1,0,0,2,5,0,3,0,10,9.2,4,1,14,14,11,80,0,0,0,0,254,0,1,0,0,0,0,0,1,0,0.10579929500818253,Paddy Ryder,0,15841,16,St Kilda,2020,14,0
7,58,0,2,0,1,3,1,79,41,59,1,1,2,174,2,1,0,0,1,0,13,3,0,4,0,22,6.6,0,1,28,9,5,39,0,0,0,0,57,1,0,0,0,1,0,0,0,0,0.01872110180556774,Oliver Florent,0,15701,4,Sydney,2020,19,0
18,69,6,5,0,0,2,0,79,90,112,0,1,5,459,7,0,0,0,0,0,5,13,0,6,0,8,10.1,0,1,26,7,9,61,0,0,5,0,106,0,1,0,0,1,0,0,0,0,1.2296257019042969,Zac Williams,1,15776,9,Greater Western Sydney,2020,4,0
7,41,1,2,1,2,2,0,88,78,113,0,0,0,173,5,1,0,0,0,0,17,4,0,9,0,33,5.6,0,2,32,4,2,16,0,0,0,0,49,1,0,0,0,0,0,0,0,1,-0.036671604961156845,Adam Cerra,0,15768,8,Fremantle,2020,44,0
12,92,4,1,0,0,11,0,98,47,86,0,0,1,320,1,0,1,3,0,0,4,8,0,1,0,5,8,0,10,0,7,11,73,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0.1172923743724823,Aaron Francis,0,15807,11,Essendon,2020,10,0
8,80,2,1,1,1,0,0,79,42,63,1,2,2,181,1,0,0,0,0,0,4,5,1,4,1,12,8.6,0,0,24,6,7,48,0,0,0,0,109,1,0,0,0,0,1,0,0,0,0.0071846977807581425,Jack Martin,0,15832,14,Carlton,2020,25,0
8,62,3,4,1,2,1,0,85,59,83,1,2,1,199,1,1,0,1,0,0,11,6,1,6,0,20,4.1,1,0,32,7,11,73,0,0,0,0,207,0,1,0,0,0,0,0,0,1,-0.04038438946008682,Mitch Robinson,0,15855,17,Brisbane Lions,2020,43,0
9,75,3,5,2,4,1,0,74,42,71,0,0,1,171,6,0,0,1,0,0,6,5,0,6,0,7,5.1,0,1,33,4,5,34,0,0,0,0,4,1,0,0,0,1,0,0,0,0,0.011045306921005249,Will Hamill,0,15745,6,Adelaide,2020,35,0
8,89,0,1,2,0,1,0,84,63,78,0,0,6,171,0,0,0,0,4,2,2,5,0,0,2,6,9.5,0,1,53,12,6,48,0,0,0,0,40,1,0,0,0,0,1,0,0,0,0.004653244279325008,Tom McCartin,0,15774,9,Sydney,2020,23,0
7,88,1,1,2,1,3,0,68,39,63,1,0,1,16,3,1,0,1,0,0,5,1,0,0,0,10,6.9,0,2,41,7,7,49,0,0,0,0,186,1,0,0,0,0,0,0,0,0,-0.01734275557100773,Jackson Trengove,0,15769,9,Western Bulldogs,2020,41,0
11,65,0,3,3,1,2,0,86,82,104,0,2,6,159,3,0,0,1,1,1,3,7,0,4,0,9,10.3,3,2,24,9,12,81,0,0,0,0,125,1,0,0,1,0,0,0,0,0,0.1124812513589859,Levi Casboult,0,15615,1,Carlton,2020,11,0
6,75,0,1,1,1,1,0,81,54,85,0,1,5,98,0,1,0,0,4,0,1,4,1,1,0,11,10.8,3,1,51,10,13,88,0,0,0,0,5,0,1,0,1,0,0,0,0,0,-0.00620844354853034,Luke Jackson,0,15782,10,Melbourne,2020,30,0
17,63,0,2,2,0,3,0,82,101,116,5,4,2,356,4,2,0,0,0,0,8,5,0,7,0,22,19.4,0,1,32,7,7,49,0,0,0,0,102,1,0,1,0,0,0,0,0,0,0.1304573267698288,Jaeger O'Meara,0,15815,12,Hawthorn,2020,10,0
4,44,1,4,1,3,2,0,90,41,45,0,1,2,120,1,1,0,0,1,0,2,1,2,4,1,6,0.9,0,2,3,5,11,71,0,0,0,0,4,1,0,0,0,0,1,0,0,0,0.009636321105062962,Billy Frampton,0,15618,1,Adelaide,2020,20,0
5,50,0,1,0,0,0,0,69,38,39,0,0,4,107,0,0,0,0,1,1,6,2,1,2,0,15,6.7,0,0,26,7,11,73,0,0,0,0,112,0,1,0,0,0,1,0,0,0,0.031258467584848404,Cam Sutcliffe,0,15829,14,Port Adelaide,2020,18,0
10,67,4,5,2,1,2,1,87,69,69,0,1,2,314,2,1,1,1,0,0,5,6,0,2,0,10,1.2,1,2,6,7,11,73,0,0,0,0,115,1,0,0,0,1,0,0,0,0,0.022370891645550728,Harry Cunningham,0,15655,2,Sydney,2020,23,0
9,69,1,3,0,0,2,0,84,63,66,0,0,0,137,3,0,0,1,0,0,9,6,0,2,0,12,3.8,0,2,22,6,11,72,0,0,0,0,48,0,1,0,0,0,0,0,0,0,0.010518277063965797,Tom Cole,0,15802,11,West Coast,2020,23,0
10,53,2,2,0,0,2,0,81,59,67,0,2,3,201,6,0,0,0,0,0,13,3,0,7,0,19,7.8,1,0,52,4,5,34,0,0,0,0,67,1,0,1,0,0,0,0,0,0,-0.0236953292042017,Josh Dunkley,0,15616,1,Western Bulldogs,2020,38,0
7,47,0,6,0,1,0,0,83,65,75,0,2,4,150,3,2,0,0,1,0,7,3,4,10,0,20,9.1,0,0,32,9,12,81,0,0,0,0,174,0,1,0,0,0,1,0,0,0,-0.11062471568584442,Jamie Cripps,0,15815,12,West Coast,2020,43,0
3,75,0,2,1,1,2,0,76,24,28,0,0,0,117,2,1,0,0,2,0,5,2,0,2,0,9,2.7,0,2,32,6,9,60,0,0,0,0,28,1,0,0,1,0,0,0,0,0,0.0023706983774900436,Nick Blakey,0,15754,7,Sydney,2020,29,0
13,62,3,1,1,0,0,0,81,102,114,1,4,5,204,3,1,0,0,0,0,9,3,0,4,0,20,7.6,1,0,26,3,15,93,1,1,5,0,82,0,1,1,0,0,0,0,0,0,1.924592137336731,Jack Steele,0,15704,4,St Kilda,2020,2,2
6,60,0,3,1,0,3,0,86,58,58,1,1,2,95,2,1,0,1,1,0,4,0,0,4,0,11,5,1,3,30,5,5,35,0,0,0,0,247,1,0,0,0,0,0,0,1,0,0.025191310793161392,Todd Goldstein,0,15825,13,North Melbourne,2020,19,0
8,89,1,1,0,0,1,0,79,55,86,0,0,5,126,2,4,0,0,0,0,10,3,1,4,0,24,13,0,0,2,8,8,56,0,0,0,0,21,0,1,0,0,0,1,0,0,0,0.07615239173173904,Tarryn Thomas,0,15621,1,North Melbourne,2020,11,0
9,69,3,0,1,0,0,0,81,58,82,0,1,5,365,4,1,0,0,0,0,5,6,0,4,0,11,8.7,0,0,4,7,7,49,0,0,0,0,288,1,0,1,0,0,0,0,0,0,-0.046743568032979965,Nathan Jones,0,15767,8,Melbourne,2020,44,0
4,57,3,5,1,2,7,0,89,16,29,0,0,1,92,4,0,0,1,0,0,2,1,0,1,0,3,3.4,0,7,7,11,7,53,0,0,0,0,99,1,0,0,0,1,0,0,0,0,0.014910226687788963,Sam Frost,0,15763,8,Hawthorn,2020,26,0
16,64,1,2,2,0,0,1,81,92,120,3,2,4,419,1,0,0,0,0,0,8,7,0,7,0,20,16,1,0,39,4,14,88,0,0,1,0,83,0,1,0,1,0,0,0,0,0,0.45563817024230957,Jade Gresham,0,15656,2,St Kilda,2020,6,0
4,57,0,0,1,0,0,0,64,20,31,0,0,2,58,1,0,0,0,1,0,0,0,1,3,1,9,4.7,1,0,20,8,12,80,0,0,0,0,58,0,1,0,0,0,1,0,0,0,0.023146970197558403,Mason Wood,0,15654,2,North Melbourne,2020,20,0
15,79,2,3,3,1,0,0,81,82,120,4,5,7,267,0,2,0,0,0,0,9,7,1,5,0,26,13.8,1,0,43,7,14,91,0,0,3,0,125,0,1,1,0,0,0,0,0,0,0.3894018828868866,Jack Viney,0,15757,7,Melbourne,2020,5,0
9,56,0,6,1,3,1,0,86,52,57,3,1,7,269,2,0,0,0,0,0,9,5,0,3,0,16,9.5,1,0,24,9,12,81,0,0,0,0,166,1,0,1,0,0,0,0,0,0,0.015598129481077194,Ed Curnow,0,15615,1,Carlton,2020,21,0
9,56,4,4,2,1,1,0,86,56,54,0,0,2,552,3,0,1,1,0,0,5,9,0,1,0,5,6.8,1,0,22,10,6,46,0,0,0,0,37,1,0,0,0,0,0,0,0,0,0.008117933757603168,Jack Lukosius,0,15856,17,Gold Coast,2020,25,0
6,67,5,1,0,0,12,0,100,40,74,0,0,0,139,4,0,3,5,0,0,11,6,0,3,0,12,6.6,0,11,22,5,5,35,0,1,1,0,165,1,0,0,0,0,0,0,0,0,-0.0713493824005127,Mark Blicavs,0,15751,7,Geelong,2020,43,0
6,60,1,2,0,1,1,0,70,61,63,0,0,3,92,0,1,0,0,1,0,3,5,0,1,1,10,-2.6,0,1,63,7,14,91,0,0,0,0,2,0,1,0,0,1,0,0,0,0,-0.014362918213009834,Sam Skinner,0,15772,9,Brisbane Lions,2020,35,0
20,87,1,4,2,2,1,0,89,70,96,0,0,2,137,2,0,0,0,0,0,4,6,0,4,0,10,4.7,0,0,32,5,11,71,0,0,0,0,114,0,1,1,0,0,0,0,0,0,0.17900680005550385,Tom Mitchell,0,15658,3,Hawthorn,2020,10,0
10,63,0,2,3,1,2,0,89,96,147,1,5,3,57,0,0,0,0,2,1,4,2,1,8,0,9,11.6,3,2,9,14,6,50,0,0,0,0,142,0,1,0,0,0,0,0,1,0,0.2936258912086487,Brodie Grundy,0,15783,10,Collingwood,2020,9,0
3,60,0,1,0,0,0,0,83,25,35,0,0,1,39,0,0,0,0,1,1,9,2,0,3,0,17,5.1,0,0,33,3,4,27,0,0,0,0,13,1,0,0,0,0,0,0,0,1,0.018325453624129295,Noah Anderson,0,15817,13,Gold Coast,2020,23,0
10,67,3,0,0,0,3,0,60,66,83,0,0,2,309,7,0,1,1,0,0,6,5,0,5,0,7,9.3,1,3,14,11,6,47,0,0,0,0,37,0,1,0,0,0,0,0,0,0,0.017722325399518013,Taylin Duman,0,15844,16,Fremantle,2020,24,0
4,57,0,1,0,1,0,0,85,55,66,0,1,2,144,0,1,0,0,0,0,11,3,2,3,0,19,8.6,1,0,2,10,9,64,0,0,0,0,21,1,0,0,0,0,0,0,0,1,-0.03011169098317623,Josh Daicos,0,15702,4,Collingwood,2020,43,0
1,50,0,1,0,0,2,0,92,8,14,0,0,1,37,0,0,0,0,7,0,0,1,0,1,0,10,-3,0,2,13,12,5,42,0,0,0,0,123,1,0,0,1,0,0,0,0,0,1.7444750119466335e-4,Josh Bruce,0,15778,10,Western Bulldogs,2020,36,0
3,50,0,1,0,0,4,0,83,18,40,0,1,0,76,0,1,0,0,2,1,0,1,3,3,0,5,3.3,0,3,20,10,4,34,0,0,0,0,194,1,0,0,0,0,1,0,0,0,0.0027685118839144707,Taylor Walker,0,15725,5,Adelaide,2020,32,0
8,67,1,1,1,0,0,0,76,59,55,0,0,1,176,4,0,0,1,0,0,2,5,0,0,0,3,0.5,0,0,18,7,11,73,0,0,0,0,21,0,1,0,0,0,0,0,0,0,-7.966735283844173e-4,Ben Paton,0,15719,5,St Kilda,2020,33,0
21,84,1,2,1,0,2,0,64,76,143,1,3,4,254,5,2,0,0,0,0,6,5,0,9,0,13,17.8,0,1,51,11,12,83,0,0,8,0,148,0,1,1,0,0,0,0,0,0,1.2525583505630493,Ollie Wines,0,15770,9,Port Adelaide,2020,3,1
17,90,1,0,2,0,1,0,84,59,113,0,3,4,211,9,0,0,0,0,0,12,9,0,9,0,12,18.4,3,1,24,9,12,81,0,0,0,0,65,1,0,0,0,1,0,0,0,0,-0.021853530779480934,Sam Petrevski-Seton,0,15615,1,Carlton,2020,39,0
15,60,1,2,2,1,2,0,82,83,120,5,4,6,259,2,1,1,2,0,0,4,4,1,10,0,13,17.8,1,0,28,9,5,39,0,0,0,1,199,1,0,1,0,0,0,0,0,0,0.7039294838905334,Luke Parker,0,15701,4,Sydney,2020,4,0
2,50,0,2,0,1,2,0,77,5,13,0,0,1,18,0,0,0,0,1,0,0,0,1,2,0,9,2,0,1,15,9,6,45,0,0,0,0,135,1,0,0,1,0,0,0,0,0,-0.0016722662840038538,Jake Stringer,0,15835,15,Essendon,2020,31,0
12,75,1,4,0,2,4,0,85,83,124,0,2,5,98,3,1,0,0,2,1,9,3,0,5,0,13,15.7,5,2,24,6,11,72,0,0,0,0,40,1,0,0,0,0,0,0,1,0,0.22979623079299927,Tim English,0,15801,11,Western Bulldogs,2020,9,0
15,83,8,1,1,0,3,0,93,70,91,0,0,1,458,4,0,0,2,1,1,3,13,0,0,0,5,3.3,1,3,17,8,12,80,0,0,0,0,136,0,1,0,0,0,0,0,0,0,-0.09720999747514725,Steven May,0,15746,6,Melbourne,2020,44,0
8,100,0,1,0,0,1,0,80,41,52,0,0,2,92,0,1,0,0,2,0,4,5,0,0,1,16,2.2,0,1,27,5,4,29,0,0,0,0,21,1,0,0,1,0,0,0,0,0,-0.010578179731965065,Lachie Schultz,0,15836,15,Fremantle,2020,36,0
8,67,0,6,0,2,1,0,84,54,68,0,1,6,165,4,1,0,0,0,0,3,5,3,8,0,24,7.2,3,1,57,14,13,92,0,0,0,0,8,0,1,0,1,0,0,0,0,0,-0.0017067641019821167,Kysaiah Pickett,0,15803,11,Melbourne,2020,21,0
7,70,1,2,0,0,0,0,78,38,47,0,0,0,87,2,1,0,0,1,0,3,4,0,4,0,9,2.6,0,0,8,8,3,26,0,0,0,0,5,1,0,0,0,0,0,1,0,0,-0.00669074198231101,Ryley Stoddart,0,15749,6,Sydney,2020,33,0
10,83,2,0,1,0,1,0,92,54,78,0,0,1,216,2,0,0,1,0,0,4,8,0,2,0,7,4.2,0,1,27,7,11,73,0,0,0,0,36,0,1,0,0,1,0,0,0,0,0.022346222773194313,Mark O'Connor,0,15742,6,Geelong,2020,22,0
3,100,1,1,0,1,3,0,39,15,18,0,0,0,7,1,0,0,0,1,0,2,2,0,1,0,2,3.7,0,3,11,7,9,61,0,0,0,0,171,1,0,0,0,0,0,0,0,0,0.03156445547938347,Easton Wood,0,15828,14,Western Bulldogs,2020,20,0
7,78,1,2,0,1,3,0,100,43,43,0,0,2,154,2,0,2,3,0,0,5,5,0,0,0,6,3.8,0,2,24,6,7,48,0,0,0,0,107,1,0,0,0,0,0,0,0,0,-0.006220284383744001,Lachie Plowman,0,15832,14,Carlton,2020,39,0
9,69,1,0,0,0,0,0,75,61,75,0,0,3,358,1,0,0,0,0,0,7,6,0,2,1,7,6.5,0,0,14,13,9,67,0,0,0,0,8,0,1,0,0,0,0,0,0,1,0.015889760106801987,Brayden Ham,0,15747,6,Essendon,2020,29,0
9,75,4,1,1,0,7,0,87,55,96,0,0,2,309,5,0,0,1,0,0,11,6,0,2,0,13,10.9,1,7,61,5,7,47,0,0,0,0,84,1,0,0,0,0,0,0,0,0,-0.06274430453777313,James Sicily,0,15649,2,Hawthorn,2020,40,0
13,62,1,7,0,2,3,0,83,70,81,1,4,3,308,3,1,0,0,0,0,12,5,0,9,0,22,12.1,2,1,36,4,6,40,0,0,0,0,220,1,0,1,0,0,0,0,0,0,-0.001929424935951829,Liam Shiels,0,15854,17,Hawthorn,2020,30,0
6,60,0,1,0,1,0,0,86,40,43,0,0,3,288,0,0,0,0,2,1,5,5,0,1,1,16,8.4,0,0,51,8,4,32,0,0,0,0,176,1,0,0,0,0,1,0,0,0,0.025158146396279335,Jake Melksham,0,15770,9,Melbourne,2020,19,0
3,50,0,1,0,0,0,0,79,33,37,0,0,5,104,0,0,0,0,3,0,0,1,2,2,0,2,2.9,1,0,14,12,9,66,0,0,0,0,20,1,0,0,0,0,1,0,0,0,0.009808248840272427,Mitch Lewis,0,15841,16,Hawthorn,2020,29,0
3,60,1,2,0,1,1,0,76,56,74,1,1,5,55,0,0,0,0,2,0,2,2,0,2,0,3,8.3,0,1,12,8,9,62,0,0,0,0,205,0,1,0,0,0,0,0,1,0,0.057114288210868835,Sam Jacobs,0,15761,8,Greater Western Sydney,2020,16,0
5,50,0,2,1,1,0,0,90,71,85,0,0,4,268,0,2,0,0,4,0,5,4,2,3,2,12,12,0,0,35,6,7,48,0,1,0,0,205,1,0,0,1,0,0,0,0,0,-0.07922446727752686,Jack Gunston,0,15834,15,Hawthorn,2020,44,0
12,86,1,1,1,0,7,0,95,72,95,0,0,0,231,6,0,2,9,0,0,4,11,0,2,0,8,7.3,0,6,0,6,5,36,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0.36322730779647827,David Astbury,0,15624,2,Richmond,2020,12,0
14,93,0,1,1,0,2,0,80,65,95,0,0,2,191,4,0,0,0,0,0,1,9,0,2,1,1,5.5,1,1,64,9,15,99,0,0,0,0,66,0,1,0,0,1,0,0,0,0,0.05776184797286987,Ethan Hughes,0,15850,17,Fremantle,2020,15,0
1,14,1,4,1,0,0,0,77,36,29,0,0,2,70,1,1,0,0,0,0,3,1,1,3,0,11,0,1,0,35,6,7,48,0,0,0,0,16,1,0,0,0,0,1,0,0,0,0.015693988651037216,Oliver Hanrahan,0,15834,15,Hawthorn,2020,19,0
29,83,3,1,2,0,2,3,87,119,156,0,4,9,601,5,0,0,0,0,0,8,12,0,5,1,16,7.7,0,0,30,8,11,74,0,0,9,0,137,0,1,0,1,0,0,0,0,0,2.354358434677124,Lachie Hunter,3,15864,18,Western Bulldogs,2020,1,3
18,67,2,0,3,0,0,0,83,107,134,3,2,7,373,3,1,0,0,0,0,6,6,1,7,0,19,10.8,0,0,26,7,9,61,0,0,9,0,76,0,1,1,0,0,0,0,0,0,2.1842939853668213,Jacob Hopper,3,15776,9,Greater Western Sydney,2020,2,2
8,100,2,1,1,0,12,0,97,34,66,0,0,1,70,3,0,0,3,0,0,6,4,0,1,0,6,12,1,11,27,5,4,29,0,0,0,0,44,1,0,0,0,0,0,0,0,0,0.11308614164590836,Brennan Cox,0,15836,15,Fremantle,2020,14,0
18,82,4,2,1,0,3,0,96,102,145,1,2,4,295,5,0,0,0,1,1,5,9,0,5,1,15,17.6,1,2,28,7,10,67,0,0,6,0,33,0,1,0,0,0,0,0,1,0,1.3964078426361084,Tim English,1,15701,4,Western Bulldogs,2020,2,2
8,62,0,1,0,0,2,0,78,46,54,0,1,6,181,1,0,0,0,1,1,4,3,1,3,1,8,3.4,1,1,17,8,12,80,0,0,0,0,85,0,1,0,1,0,0,0,0,0,-0.02370927669107914,Harley Bennell,0,15746,6,Melbourne,2020,42,0
3,43,0,1,0,0,1,0,87,43,54,0,0,2,53,1,1,0,0,0,0,6,0,2,5,0,14,4.4,0,0,4,10,5,40,0,0,0,0,326,0,1,0,1,0,0,0,0,0,-0.017276300117373466,Eddie Betts,0,15812,12,Carlton,2020,37,0
17,94,6,1,4,0,2,0,91,75,96,0,0,2,288,8,0,1,5,0,0,6,11,0,3,0,7,9.7,1,2,39,4,14,88,0,0,0,0,24,0,1,0,0,0,0,0,0,0,0.27766671776771545,Callum Wilkie,0,15656,2,St Kilda,2020,7,0
7,47,0,3,0,1,1,0,85,82,78,0,0,4,195,2,3,0,0,0,0,5,5,2,4,1,14,2.3,0,1,39,4,14,88,0,0,0,0,65,0,1,0,0,0,1,0,0,0,-0.038143426179885864,Jack Lonie,0,15656,2,St Kilda,2020,43,0
