Feature,Gain,Cover,Frequency
coaches_votes,0.6555430799542402,0.05019299161275444,0.03412341642827953
afl_fantasy_score,0.08464191683415953,0.09066559853698601,0.06497752349816101
supercoach_score,0.022785719771179592,0.06623954965926393,0.06109521863506334
rating_points,0.017857929888927083,0.0833517086703269,0.056804250102165915
metres_gained,0.016291509646029802,0.08273318471225909,0.0596648957907642
num_games,0.014888994738614138,0.03267809241749305,0.04863097670617082
effective_disposals,0.012666518407535977,0.06204188093321088,0.0831630568042501
disposal_efficiency_percentage,0.01142395995830326,0.014318602044820987,0.052513281569268495
match_margin,0.011168900316870843,0.02137085408566346,0.03228442991418063
score_involvements,0.010321262076699611,0.02870615374863618,0.028606456885982835
pressure_acts,0.00980566118985838,0.03569721085985788,0.02819779321618308
effective_kicks,0.00876425508283967,0.028499641933800234,0.026358806702084184
time_on_ground_percentage,0.007742028801054826,0.019095683919928035,0.035145075602778915
team_score,0.007358565308747926,0.02601374542639548,0.02186350633428688
stoppage_clearances,0.006767218965315472,0.03615912300079705,0.022680833673886392
def_half_pressure_acts,0.00628186199481349,0.018647764008075707,0.024111156518185534
clangers,0.005843989912808741,0.02690199910180004,0.02595014303228443
one_percenters,0.0057558239355882754,0.008265361444564474,0.01798120147118921
ground_ball_gets,0.005629295044293153,0.03565810005084405,0.024928483857785042
team_behinds,0.005512413824983482,0.006062849721436635,0.021046178994687373
free_kicks_for,0.004906102015489679,0.016823042470292645,0.023293829178586023
intercepts,0.004654279857558823,0.01936575079941145,0.01879852881078872
rebounds,0.004641100820365442,0.01718330022401053,0.024928483857785042
match_outcome_Win,0.004180375819982743,0.002085347877159692,0.002043318348998774
centre_clearances,0.004178440520243741,0.03203933873062498,0.016142214957090315
contest_def_one_on_ones,0.0038445306501997457,0.00610836661123721,0.007764609726195341
contest_off_wins,0.0035879985385432103,0.008771104664570867,0.007764609726195341
spoils,0.0034579870031844957,0.004092474136291729,0.007968941561095219
aa_squad,0.0033805095338463285,0.005571604473737092,0.005925623212096444
team_goals,0.003270991577081065,0.007171270278617312,0.00939926440539436
f50_ground_ball_gets,0.003217509769515707,0.014973876676875936,0.013690232938291786
bounces,0.0029023135986228554,0.014066573340184468,0.011033919084593379
contest_off_one_on_ones,0.0028273159459678635,0.010655503902314685,0.008377605230894973
score_launches,0.0027482604258922167,0.012998612240604302,0.010625255414793625
match_outcome_Loss,0.0025305898349021172,0.006494248688102088,0.004495300367797303
free_kicks_against,0.0024614688919214274,0.004164963997825979,0.012055578259092767
marks_on_lead,0.0024388060972092124,0.013226028108533844,0.011033919084593379
aa_team,0.002202555941879198,0.004151814674105812,0.0053126277073968125
tackles_inside_fifty,0.002199623510074908,0.013610224374665367,0.008990600735594606
player_position_final_C,0.0020894582578884495,0.0036482630080527808,0.00469963220269718
player_position_final_HB,0.0017065111306849262,4.4791991185232836e-4,0.002043318348998774
player_position_final_W,0.001413284367849776,0.0012179982548487288,0.0032693093583980384
player_position_final_F,0.0011595024148243055,7.58277667862918e-4,0.0022476501838986514
captain,0.0011447419113917957,0.003919172792902871,0.0028606456885982836
player_position_final_HF,7.604162143561583e-4,1.1598377845479936e-4,0.0014303228442991418
contest_def_losses,5.438011320843251e-4,6.631979425017161e-4,0.002451982018798529
player_position_final_RK,5.006185655761287e-4,0.0023756444854433614,0.0012259910093992644
