player_name,player_team,actual_votes,predicted_votes,coaches_votes,prediction_sum,votes_accuracy
Clayton Oliver,Melbourne,0,33,114,31.658805817365646,-33
Ollie Wines,Port Adelaide,0,32,101,28.311903136782348,-32
Jack Steele,St Kilda,0,30,100,28.11020179092884,-30
Zach Merrett,Essendon,0,29,91,26.955587595701218,-29
Jack Macrae,Western Bulldogs,0,27,60,24.29283794760704,-27
Marcus Bontempelli,Western Bulldogs,0,26,101,24.257521973457187,-26
Touk Miller,Gold Coast,0,26,97,23.932179126422852,-26
Tom Mitchell,Hawthorn,0,24,61,22.235782475210726,-24
Darcy Parish,Essendon,0,23,81,21.305992254521698,-23
Sam Walsh,Carlton,0,22,92,22.25222999881953,-22
Jarryd Lyons,Brisbane Lions,0,20,66,16.32363744219765,-20
Cameron Guthrie,Geelong,0,19,55,17.704243018000852,-19
Christian Petracca,Melbourne,0,19,86,22.057879239320755,-19
Rory Laird,Adelaide,0,18,74,16.96063540969044,-18
Travis Boak,Port Adelaide,0,18,50,15.162017041817307,-18
David Mundy,Fremantle,0,17,69,14.63927412306657,-17
Luke Parker,Sydney,0,17,52,15.93328607128933,-17
Hugh McCluggage,Brisbane Lions,0,16,66,12.216397848213091,-16
Josh Kelly,Greater Western Sydney,0,15,55,14.165079669561237,-15
Max Gawn,Melbourne,0,15,63,20.084785487502813,-15
Callum Mills,Sydney,0,14,42,10.901727648451924,-14
Andrew Brayshaw,Fremantle,0,13,35,11.246186549891718,-13
Dustin Martin,Richmond,0,13,42,10.696758124046028,-13
Dom Sheed,West Coast,0,12,35,11.655117413552944,-12
Patrick Dangerfield,Geelong,0,12,36,13.762708621099591,-12
Dayne Zorko,Brisbane Lions,0,11,62,13.79806898161769,-11
Jake Stringer,Essendon,0,11,45,9.666647468751762,-11
Tim Taranto,Greater Western Sydney,0,11,46,12.193265570094809,-11
Ben Cunnington,North Melbourne,0,10,46,9.077074632572476,-10
Chad Wingard,Hawthorn,0,10,38,8.432936965546105,-10
Jack Riewoldt,Richmond,0,10,30,8.30422569066286,-10
Jy Simpkin,North Melbourne,0,10,33,8.69009448797442,-10
Karl Amon,Port Adelaide,0,10,44,9.088358203880489,-10
Lance Franklin,Sydney,0,10,32,8.506914324592799,-10
Taylor Adams,Collingwood,0,10,30,7.856497618835419,-10
Taylor Walker,Adelaide,0,10,38,8.785470413975418,-10
Callan Ward,Greater Western Sydney,0,9,33,7.91492401308642,-9
Isaac Heeney,Sydney,0,9,41,7.926288500777446,-9
Jack Crisp,Collingwood,0,9,36,8.340298623894341,-9
Tim Kelly,West Coast,0,9,37,9.824042454361916,-9
Toby Greene,Greater Western Sydney,0,9,41,8.628461219836026,-9
Andrew Gaff,West Coast,0,8,23,8.371558874379843,-8
Harry McKay,Carlton,0,8,28,7.311337520601228,-8
Jaeger O'Meara,Hawthorn,0,8,41,8.746573535259813,-8
Joel Selwood,Geelong,0,8,30,9.737380731850863,-8
Luke Dunstan,St Kilda,0,8,31,5.724264747463167,-8
Mitch Duncan,Geelong,0,8,30,5.991478211944923,-8
Sean Darcy,Fremantle,0,8,46,6.771290780510753,-8
Ben Keays,Adelaide,0,7,31,9.329296338371933,-7
Lachie Whitfield,Greater Western Sydney,0,7,23,7.3296483004814945,-7
Shai Bolton,Richmond,0,7,35,6.824589205265511,-7
Tom McDonald,Melbourne,0,7,39,5.805093503877288,-7
Aliir Aliir,Port Adelaide,0,6,34,4.179256505332887,-6
Bailey Smith,Western Bulldogs,0,6,26,7.476786893501412,-6
Bayley Fritsch,Melbourne,0,6,20,6.017368110246025,-6
Brodie Grundy,Collingwood,0,6,27,7.283386981580406,-6
Christian Salem,Melbourne,0,6,42,8.413298471365124,-6
Jeremy Cameron,Geelong,0,6,23,5.7275995266682,-6
Jordan De Goey,Collingwood,0,6,0,5.422507331764791,-6
Josh Dunkley,Western Bulldogs,0,6,19,5.1411531727644615,-6
Lachie Neale,Brisbane Lions,0,6,17,6.325190010946244,-6
Nat Fyfe,Fremantle,0,6,28,7.296100657433271,-6
Steven May,Melbourne,0,6,27,4.228380589745939,-6
Tom Hawkins,Geelong,0,6,34,8.82356832572259,-6
Zac Bailey,Brisbane Lions,0,6,28,4.248467077384703,-6
Aaron Hall,North Melbourne,0,5,31,6.414527485379949,-5
Brandan Parfitt,Geelong,0,5,23,4.496798250242136,-5
Caleb Serong,Fremantle,0,5,22,6.341445071797352,-5
Charlie Dixon,Port Adelaide,0,5,30,3.8109843562706374,-5
Daniel Rich,Brisbane Lions,0,5,29,4.973532463423908,-5
Ed Curnow,Carlton,0,5,15,3.721823198487982,-5
Jack Billings,St Kilda,0,5,13,3.9740175500919577,-5
Jack Graham,Richmond,0,5,25,5.177971352473833,-5
Jack Redden,West Coast,0,5,7,4.288929977919906,-5
Jacob Hopper,Greater Western Sydney,0,5,51,6.586015044944361,-5
Jaidyn Stephenson,North Melbourne,0,5,19,4.7804306175676174,-5
Josh Bruce,Western Bulldogs,0,5,16,4.241884075396229,-5
Max King,St Kilda,0,5,15,2.990021107136272,-5
Nic Naitanui,West Coast,0,5,70,4.9441840222571045,-5
Noah Anderson,Gold Coast,0,5,23,4.961908686615061,-5
Oscar Allen,West Coast,0,5,16,3.8886306029744446,-5
Paul Seedsman,Adelaide,0,5,26,6.046738659031689,-5
Peter Wright,Essendon,0,5,27,4.315304586256389,-5
Tom Hickey,Sydney,0,5,37,2.5732899659778923,-5
Tom Papley,Sydney,0,5,26,2.700823565653991,-5
Adam Treloar,Western Bulldogs,0,4,25,4.5439830156974494,-4
Brad Crouch,St Kilda,0,4,23,4.675157672725618,-4
Charlie Cameron,Brisbane Lions,0,4,29,4.411922112805769,-4
Darcy Moore,Collingwood,0,4,24,3.7278737222077325,-4
Jamie Elliott,Collingwood,0,4,15,3.3900377522222698,-4
Jordan Dawson,Sydney,0,4,25,5.026658146176487,-4
Patrick Cripps,Carlton,0,4,23,8.391187079250813,-4
Sam Menegola,Geelong,0,4,19,4.66498516354477,-4
Scott Pendlebury,Collingwood,0,4,17,5.119724521267926,-4
Tom Liberatore,Western Bulldogs,0,4,40,7.391144086897839,-4
Tom Stewart,Geelong,0,4,54,5.468013614416122,-4
Aaron Naughton,Western Bulldogs,0,3,28,3.3184125150437467,-3
Andrew McGrath,Essendon,0,3,15,2.5079545870539732,-3
Bailey Dale,Western Bulldogs,0,3,28,4.5619121009949595,-3
Ben King,Gold Coast,0,3,14,3.660406516632065,-3
Bradley Hill,St Kilda,0,3,13,0.9537792387418449,-3
Brayden Maynard,Collingwood,0,3,28,2.329253385832999,-3
Daniel Howe,Hawthorn,0,3,9,3.621545501628134,-3
Devon Smith,Essendon,0,3,10,2.5296881660469808,-3
Dion Prestia,Richmond,0,3,12,1.6942677018232644,-3
George Hewett,Sydney,0,3,6,1.0736592360190116,-3
Hugh Greenwood,Gold Coast,0,3,16,3.316908489447087,-3
Isaac Cumming,Greater Western Sydney,0,3,10,2.671673765638843,-3
Jack Darling,West Coast,0,3,23,2.845662316714879,-3
Jack Lukosius,Gold Coast,0,3,15,1.6959727508437936,-3
Jack Silvagni,Carlton,0,3,10,1.7563091185875237,-3
Jacob Weitering,Carlton,0,3,39,3.1967895361594856,-3
Jake Lloyd,Sydney,0,3,20,2.6229168584104627,-3
Jamie Cripps,West Coast,0,3,13,2.7294701853534207,-3
Jeremy Finlayson,Greater Western Sydney,0,3,6,2.747803413774818,-3
Joe Daniher,Brisbane Lions,0,3,12,2.953041460015811,-3
Josh P. Kennedy,Sydney,0,3,16,4.839262838475406,-3
Lachlan Sholl,Adelaide,0,3,11,2.7615854430478066,-3
Liam Ryan,West Coast,0,3,10,2.7434412001166493,-3
Mitch Robinson,Brisbane Lions,0,3,9,3.7534996629110537,-3
Nick Larkey,North Melbourne,0,3,11,3.0110468648490496,-3
Oscar McInerney,Brisbane Lions,0,3,23,2.8271234313142486,-3
Rory Sloane,Adelaide,0,3,18,4.187809811905026,-3
Sam Wicks,Sydney,0,3,10,1.993831415202294,-3
Tim Membrey,St Kilda,0,3,17,2.673619374167174,-3
Tom J. Lynch,Richmond,0,3,0,2.2688423047657125,-3
Willem Drew,Port Adelaide,0,3,17,2.0015873359516263,-3
Zak Butters,Port Adelaide,0,3,12,3.279765659244731,-3
Zak Jones,St Kilda,0,3,12,6.105787731648888,-3
Adam Cerra,Fremantle,0,2,21,4.112427164160181,-2
Anthony McDonald-Tipungwuti,Essendon,0,2,12,1.758605279494077,-2
Bachar Houli,Richmond,0,2,5,1.6390714774024673,-2
Braeden Campbell,Sydney,0,2,5,0.7316211351426318,-2
Brandon Ellis,Gold Coast,0,2,19,3.562378183240071,-2
Caleb Daniel,Western Bulldogs,0,2,20,3.9166243281797506,-2
Cooper Sharman,St Kilda,0,2,8,1.910863361787051,-2
Eric Hipwood,Brisbane Lions,0,2,16,2.558096057618968,-2
Gary Rohan,Geelong,0,2,14,2.186285536387004,-2
Harry Schoenberg,Adelaide,0,2,6,0.5483279316686094,-2
Jack Higgins,St Kilda,0,2,14,2.1719508613459766,-2
Jack Ziebell,North Melbourne,0,2,18,2.3294065543450415,-2
Jade Gresham,St Kilda,0,2,6,0.8559421598911285,-2
Jonathon Ceglar,Hawthorn,0,2,17,1.2492602503625676,-2
Jordan Roughead,Collingwood,0,2,6,1.2526390459461254,-2
Josh J. Kennedy,West Coast,0,2,0,0.9244991433806717,-2
Luke Ryan,Fremantle,0,2,18,2.3487526073658955,-2
Luke Shuey,West Coast,0,2,9,1.8055239212699234,-2
Mabior Chol,Richmond,0,2,7,1.1012962063541636,-2
Mark Blicavs,Geelong,0,2,4,1.8476740059850272,-2
Matthew Kennedy,Carlton,0,2,7,1.8738518374157138,-2
Mitch Georgiades,Port Adelaide,0,2,5,1.5964036285295151,-2
Nick Vlastuin,Richmond,0,2,13,1.4539072103216313,-2
Oliver Florent,Sydney,0,2,12,1.3548162253573537,-2
Orazio Fantasia,Port Adelaide,0,2,12,1.8750845887698233,-2
Rory Lobb,Fremantle,0,2,16,1.9326945538632572,-2
Sam Docherty,Carlton,0,2,16,2.4579948587343097,-2
Sam Taylor,Greater Western Sydney,0,2,24,2.365646673599258,-2
Sebastian Ross,St Kilda,0,2,6,0.8306751260533929,-2
Shannon Hurn,West Coast,0,2,20,1.5315856547094882,-2
Steven Motlop,Port Adelaide,0,2,9,1.3809123122846358,-2
Tarryn Thomas,North Melbourne,0,2,10,2.4188529700622894,-2
Tim English,Western Bulldogs,0,2,9,2.6676585247623734,-2
Tom Clurey,Port Adelaide,0,2,7,0.6467098984867334,-2
Tom Green,Greater Western Sydney,0,2,20,1.879623735556379,-2
Wil Powell,Gold Coast,0,2,8,1.364802122268884,-2
Will Day,Hawthorn,0,2,11,1.1730791702866554,-2
Will Hayward,Sydney,0,2,9,1.5400161377619952,-2
Zach Guthrie,Geelong,0,2,8,1.9112507947720587,-2
Zach Tuohy,Geelong,0,2,22,2.4142643015366048,-2
Alex Neal-Bullen,Melbourne,0,1,2,0.6223320297431201,-1
Archie Perkins,Essendon,0,1,5,0.5597278504865244,-1
Ben Ainsworth,Gold Coast,0,1,7,1.1091983894002624,-1
Brendon Ah Chee,West Coast,0,1,0,0.4959184587933123,-1
Callum Wilkie,St Kilda,0,1,10,0.4807294753554743,-1
Changkuoth Jiath,Hawthorn,0,1,15,1.389106629008893,-1
Cody Weightman,Western Bulldogs,0,1,5,1.0066881882085,-1
Connor Rozee,Port Adelaide,0,1,10,1.1329323615063913,-1
Dan Houston,Port Adelaide,0,1,16,1.4894164056750014,-1
Daniel McStay,Brisbane Lions,0,1,7,1.038593851852056,-1
Dylan Moore,Hawthorn,0,1,7,0.47806045692414045,-1
Eddie Betts,Carlton,0,1,3,0.8990845396183431,-1
Errol Gulden,Sydney,0,1,11,1.5056708896299824,-1
Harris Andrews,Brisbane Lions,0,1,25,2.7729767141936463,-1
Jack Henry,Geelong,0,1,14,0.8224824758945033,-1
