kicks,marks,handballs,disposals,effective_disposals,disposal_efficiency_percentage,goals,behinds,hitouts,tackles,rebounds,inside_fifties,clearances,clangers,free_kicks_for,free_kicks_against,contested_possessions,uncontested_possessions,contested_marks,marks_inside_fifty,one_percenters,bounces,goal_assists,time_on_ground_percentage,afl_fantasy_score,supercoach_score,centre_clearances,stoppage_clearances,score_involvements,metres_gained,turnovers,intercepts,tackles_inside_fifty,contest_def_losses,contest_def_one_on_ones,contest_off_one_on_ones,contest_off_wins,def_half_pressure_acts,effective_kicks,f50_ground_ball_gets,ground_ball_gets,hitouts_to_advantage,hitout_win_percentage,intercept_marks,marks_on_lead,pressure_acts,rating_points,ruck_contests,score_launches,shots_at_goal,spoils,match_margin,team_behinds,team_goals,team_score,aa_team,aa_squad,coaches_votes,captain,num_games,kicks_prop,marks_prop,handballs_prop,disposals_prop,goals_prop,behinds_prop,tackles_prop,inside_fifties_prop,clearances_prop,contested_possessions_prop,uncontested_possessions_prop,contested_marks_prop,marks_inside_fifty_prop,goal_assists_prop,turnovers_prop,shots_at_goal_prop,match_outcome_Loss,match_outcome_Win,player_position_BPR,player_position_C,player_position_CHB,player_position_CHF,player_position_FB,player_position_FF,player_position_FPL,player_position_FPR,player_position_HBFL,player_position_HBFR,player_position_HFFL,player_position_HFFR,player_position_INT,player_position_R,player_position_RK,player_position_RR,player_position_SUB,player_position_WL,player_position_WR,pred,player_name,brownlow_votes,match_id,match_round,player_team,season,pred_rank,predicted_votes
14,5,4,18,14,78,0,0,0,5,3,3,0,1,2,0,4,12,1,0,5,3,0,78,87,99,0,0,3,502,4,5,0,1,2,0,0,14,10,0,2,0,0,2,0,20,13.3,0,1,0,4,28,14,9,68,0,0,0,0,114,0.031818181818181815,0.025510204081632654,0.01444043321299639,0.02510460251046025,0,0,0.05,0.02912621359223301,0,0.014925373134328358,0.027649769585253458,0.04,0,0,0.028368794326241134,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.014310469850897789,Adam Saad,0,15915,5,Carlton,2021,18,0
7,5,8,15,13,87,1,1,0,4,0,5,2,1,0,1,5,10,0,1,3,3,1,79,72,94,1,1,6,318,2,1,0,0,0,1,0,4,5,1,5,0,0,0,1,17,14.8,0,1,2,0,9,12,7,54,0,0,0,0,111,0.01440329218106996,0.02092050209205021,0.02909090909090909,0.01971090670170828,0.06666666666666667,0.041666666666666664,0.034782608695652174,0.045871559633027525,0.03278688524590164,0.019305019305019305,0.020876826722338204,0,0.05,0.1,0.013793103448275862,0.04,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.04418564960360527,Lachie Weller,0,15939,8,Gold Coast,2021,37,0
4,0,7,11,4,36,0,0,0,2,4,0,1,3,0,0,10,2,0,0,3,0,0,78,34,47,0,1,0,65,5,6,0,0,0,0,0,15,0,0,9,0,0,0,0,18,4.8,0,0,0,1,49,15,13,93,0,0,0,0,1,0.009302325581395349,0,0.02527075812274368,0.015558698727015558,0,0,0.019801980198019802,0,0.01639344262295082,0.036101083032490974,0.004889975550122249,0,0,0,0.033783783783783786,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.01924404315650463,James Madden,0,15933,7,Brisbane Lions,2021,20,0
6,3,6,12,8,67,1,0,0,0,2,1,0,3,0,2,3,9,0,1,0,0,1,82,39,52,0,0,2,213,4,1,0,0,0,0,0,4,4,0,3,0,0,0,1,9,4.8,0,0,1,0,39,7,10,67,0,0,0,0,281,0.016129032258064516,0.017341040462427744,0.021897810218978103,0.018575851393188854,0.043478260869565216,0,0,0.010526315789473684,0,0.012987012987012988,0.022004889975550123,0,0.04,0.05263157894736842,0.03508771929824561,0.02127659574468085,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.018823785707354546,Shane Edwards,0,16088,22,Richmond,2021,32,0
17,5,14,31,21,68,2,2,0,5,2,4,6,3,2,1,14,19,0,0,0,1,0,88,127,126,3,3,9,525,6,4,0,0,0,1,0,9,9,1,9,0,0,0,0,18,15.7,0,3,4,0,55,20,13,98,0,0,8,0,55,0.038901601830663615,0.024875621890547265,0.058577405857740586,0.04585798816568047,0.11764705882352941,0.1,0.054945054945054944,0.043010752688172046,0.0821917808219178,0.05405405405405406,0.045454545454545456,0,0,0,0.04225352112676056,0.0851063829787234,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.609098434448242,Bailey Smith,0,16032,15,Western Bulldogs,2021,2,2
5,4,4,9,7,78,1,0,0,3,0,2,1,1,0,1,2,6,0,2,1,0,0,79,50,41,0,1,2,100,0,0,2,0,0,0,0,7,5,0,1,0,0,0,1,20,8.3,0,0,1,1,37,10,11,76,0,0,0,0,231,0.01126126126126126,0.021164021164021163,0.016194331983805668,0.013024602026049204,0.04,0,0.02631578947368421,0.019230769230769232,0.012987012987012988,0.00816326530612245,0.013986013986013986,0,0.08,0,0,0.020833333333333332,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.026299135759472847,Luke Breust,0,15983,11,Hawthorn,2021,35,0
16,6,11,27,20,74,0,0,0,2,1,5,0,3,1,0,7,20,1,0,1,0,0,83,97,91,0,0,4,389,5,8,0,0,1,0,0,8,11,0,5,0,0,2,0,13,6.8,0,1,0,1,95,14,21,140,0,0,1,0,126,0.03669724770642202,0.03389830508474576,0.035483870967741936,0.036193029490616625,0,0,0.018691588785046728,0.047619047619047616,0,0.02564102564102564,0.04524886877828054,0.043478260869565216,0,0,0.03676470588235294,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.3224966526031494,Darcy Byrne-Jones,0,16091,22,Port Adelaide,2021,8,0
4,6,9,13,13,100,0,0,0,0,2,0,1,2,0,1,7,7,0,0,2,0,0,84,45,57,0,1,3,76,0,8,0,0,1,0,0,1,4,0,7,0,0,2,0,3,13.2,0,2,0,2,72,9,22,141,0,0,0,0,44,0.009174311926605505,0.025,0.02875399361022364,0.017356475300400534,0,0,0,0,0.01694915254237288,0.03125,0.013282732447817837,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031766895204782486,Aaron Francis,0,15978,10,Essendon,2021,15,0
10,3,2,12,8,67,0,0,0,7,1,2,1,1,1,1,4,8,0,0,3,0,0,88,69,66,0,1,1,226,2,2,0,0,0,0,0,15,7,1,3,0,0,1,0,26,6.7,0,0,1,0,39,10,16,106,0,0,0,0,32,0.026881720430107527,0.017341040462427744,0.0072992700729927005,0.018575851393188854,0,0,0.06930693069306931,0.021052631578947368,0.015151515151515152,0.017316017316017316,0.019559902200488997,0,0,0,0.017543859649122806,0.02127659574468085,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.030318815261125565,Lachie Ash,0,16088,22,Greater Western Sydney,2021,18,0
8,4,5,13,11,85,0,0,0,3,4,0,0,5,2,4,6,8,1,0,10,0,0,92,48,81,0,0,3,234,2,5,0,0,2,0,0,12,6,0,3,0,0,1,0,13,10.8,0,3,0,8,44,16,13,94,0,0,0,0,127,0.02072538860103627,0.024844720496894408,0.023148148148148147,0.02159468438538206,0,0,0.030303030303030304,0,0,0.02459016393442623,0.02346041055718475,0.06666666666666667,0,0,0.01680672268907563,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.002004500012844801,Harris Andrews,0,16025,15,Brisbane Lions,2021,28,0
