effective_disposals,disposal_efficiency_percentage,clangers,free_kicks_for,free_kicks_against,one_percenters,bounces,time_on_ground_percentage,afl_fantasy_score,supercoach_score,centre_clearances,stoppage_clearances,score_involvements,metres_gained,intercepts,tackles_inside_fifty,def_half_pressure_acts,effective_kicks,f50_ground_ball_gets,ground_ball_gets,intercept_marks,marks_on_lead,pressure_acts,rating_points,score_launches,spoils,match_margin,team_behinds,team_goals,team_score,aa_team,aa_squad,coaches_votes,captain,num_games,match_outcome_Loss,match_outcome_Win,player_position_final_C,player_position_final_F,player_position_final_HB,player_position_final_HF,player_position_final_INT,player_position_final_RK,player_position_final_W,pred,player_name,brownlow_votes,match_id,match_round,player_team,season,pred_rank,predicted_votes
11,79,1,1,1,2,0,75,58,79,0,3,5,94,2,1,1,3,3,6,1,0,10,8.9,2,0,49,18,17,120,0,0,0,0,8,0,1,0,0,0,0,0,0,1,-0.03736984357237816,Tom Fullarton,0,16063,19,Brisbane Lions,2021,42,0
17,90,5,1,2,6,0,100,71,91,0,0,1,188,11,0,9,7,0,5,5,0,12,13.2,0,5,9,13,7,55,1,1,0,0,107,1,0,0,0,0,0,0,0,0,-0.05911034345626831,Jake Lever,0,16036,16,Melbourne,2021,44,0
14,82,1,2,1,2,0,85,77,60,0,0,6,293,0,0,10,8,0,1,0,0,22,7.3,0,1,9,13,8,61,0,0,0,0,117,1,0,0,0,0,1,0,0,0,0.02618408389389515,Josh Thomas,0,16041,16,Collingwood,2021,21,0
19,79,4,1,3,1,0,80,82,111,0,0,13,195,4,1,0,8,2,8,1,1,11,8.8,2,0,44,20,13,98,0,0,3,0,29,0,1,0,1,0,0,0,0,0,0.5709898471832275,Ned McHenry,0,16105,23,Adelaide,2021,9,0
9,56,5,1,1,1,0,66,58,40,0,2,4,154,0,0,10,6,0,2,0,0,24,-1,1,1,41,8,15,98,0,0,0,0,195,0,1,1,0,0,0,0,0,0,0.15256968140602112,Cameron Guthrie,0,16035,16,Geelong,2021,9,0
8,73,1,0,0,0,0,65,45,38,0,0,2,54,1,1,6,2,2,3,0,0,13,NA,1,0,34,10,12,82,0,0,0,0,189,0,1,0,0,0,1,0,0,0,-0.006749012507498264,Jake Melksham,0,15924,6,Melbourne,2021,30,0
7,58,2,0,1,1,0,81,50,55,0,1,5,282,0,1,11,5,2,4,0,0,22,2.3,0,0,0,11,12,83,0,0,0,0,64,0,0,0,0,0,1,0,0,0,0.10874562710523605,Liam Baker,0,16098,23,Richmond,2021,13,0
11,61,3,0,2,1,0,87,49,60,0,1,1,190,7,0,15,1,0,6,0,0,21,7.4,1,0,10,7,10,67,0,0,0,0,57,1,0,1,0,0,0,0,0,0,0.1968938559293747,Liam Baker,0,16034,16,Richmond,2021,9,0
8,80,2,1,1,4,0,83,43,50,0,0,2,31,6,0,3,5,0,3,2,0,4,5.8,2,4,9,7,10,67,0,0,0,0,13,0,1,0,0,1,0,0,0,0,-9.959626477211714e-4,Harrison Petty,0,15942,8,Melbourne,2021,32,0
11,85,1,1,0,0,0,78,88,78,0,0,6,293,1,1,5,11,0,0,0,1,18,5.5,0,0,11,13,11,79,0,0,0,0,69,1,0,0,1,0,0,0,0,0,0.014071403071284294,Ben Ainsworth,0,16055,18,Gold Coast,2021,22,0
7,70,5,0,2,1,0,85,46,62,0,0,5,62,4,1,4,3,2,5,1,0,20,7.8,1,0,2,6,14,90,0,0,0,0,73,0,1,0,0,0,1,0,0,0,0.0071153282187879086,Will Hayward,0,15934,7,Sydney,2021,26,0
9,64,0,2,0,0,0,87,85,77,0,0,7,205,0,0,3,6,3,3,0,3,7,8.1,0,0,62,8,8,56,0,0,0,0,17,1,0,0,0,0,1,0,0,0,0.07273490726947784,Josh Corbett,0,15913,5,Gold Coast,2021,13,0
11,85,2,2,1,6,0,100,79,84,0,0,0,209,7,0,12,9,0,1,4,0,14,8.9,0,6,34,9,8,57,0,0,0,0,50,1,0,0,0,0,0,0,0,0,0.12005313485860825,Sam Collins,0,15958,10,Gold Coast,2021,11,0
21,84,2,2,2,0,0,76,96,114,4,4,7,373,1,0,5,10,0,8,0,0,11,12.5,4,0,39,10,16,106,0,1,2,0,104,0,1,1,0,0,0,0,0,0,0.4961515963077545,Jacob Hopper,0,16088,22,Greater Western Sydney,2021,4,0
8,53,2,0,0,0,0,81,54,48,0,1,1,54,3,0,10,3,0,8,0,0,17,2.1,1,0,27,7,11,73,0,0,0,0,30,1,0,0,0,0,0,0,0,1,-0.014968370087444782,Lachie Ash,0,16078,20,Greater Western Sydney,2021,30,0
11,79,2,0,0,1,1,78,49,52,0,1,1,152,3,0,11,6,0,4,0,0,14,3.9,0,1,20,8,10,68,0,0,0,0,46,1,0,0,0,0,0,0,0,1,0.014348115772008896,Connor Menadue,0,15982,11,North Melbourne,2021,23,0
16,62,3,1,1,2,0,78,82,95,2,1,11,445,2,0,4,7,4,8,0,2,12,5.7,2,1,5,11,12,83,0,0,0,0,273,0,1,0,1,0,0,0,0,0,-0.1342724710702896,Patrick Dangerfield,0,16020,14,Geelong,2021,42,0
3,50,2,0,2,0,0,81,32,28,0,0,0,38,0,3,4,3,1,2,0,0,14,-0.3,0,0,97,9,5,39,0,0,0,0,42,1,0,0,1,0,0,0,0,0,0.035440798848867416,Jake Waterman,0,15921,6,West Coast,2021,18,0
15,71,1,4,0,3,0,87,119,139,1,5,9,294,1,1,3,6,0,6,0,0,12,16.4,5,2,9,18,9,72,0,0,6,0,265,0,1,0,0,0,0,0,1,0,1.6085116863250732,Todd Goldstein,0,16028,15,North Melbourne,2021,4,0
12,60,7,1,1,0,0,81,68,42,3,5,4,267,0,2,21,4,0,4,0,0,30,7.7,1,0,16,11,7,53,0,0,0,0,152,1,0,1,0,0,0,0,0,0,-0.09770325571298599,Taylor Adams,0,15876,1,Collingwood,2021,44,0
4,67,2,3,1,1,0,88,32,35,0,0,4,97,0,0,0,3,0,0,0,1,10,0.6,0,1,20,14,8,62,0,0,0,0,51,0,1,0,0,0,1,0,0,0,-0.018880516290664673,Esava Ratugolea,0,16072,20,Geelong,2021,36,0
18,82,1,0,0,2,1,85,66,88,1,3,8,449,1,0,2,8,1,6,0,0,9,11.7,1,2,13,12,12,84,0,0,0,0,157,1,0,0,0,0,0,0,0,1,-0.016969820484519005,Lachie Hunter,0,16085,21,Western Bulldogs,2021,33,0
25,81,1,0,1,0,0,85,87,97,2,4,4,344,0,0,5,9,1,9,0,0,19,17.3,0,0,46,7,18,115,0,0,0,0,293,0,1,1,0,0,0,0,0,0,0.38016462326049805,Travis Boak,0,15987,11,Port Adelaide,2021,7,0
10,59,4,0,0,0,0,81,55,44,0,0,5,262,4,0,2,4,0,7,0,0,10,6.1,2,0,2,9,16,105,0,0,0,0,23,1,0,0,0,0,1,0,0,0,-0.004417934454977512,Brayden Ham,0,15940,8,Essendon,2021,32,0
17,81,1,0,0,1,1,77,78,77,0,0,2,447,1,0,13,11,0,2,0,0,17,7,1,0,11,9,8,57,0,0,0,0,51,1,0,0,0,1,0,0,0,0,-0.0231167059391737,Mason Redman,0,16030,15,Essendon,2021,37,0
5,71,3,2,2,4,0,100,21,44,0,0,1,71,3,0,3,4,0,2,1,0,5,2.9,0,3,10,7,10,67,0,0,0,0,149,1,0,0,0,0,0,0,0,0,-0.026606105268001556,David Astbury,0,16034,16,Richmond,2021,41,0
9,60,4,0,1,0,0,84,69,49,2,0,3,241,0,2,12,3,0,0,0,0,27,2.1,0,0,13,11,7,53,1,1,0,0,111,1,0,1,0,0,0,0,0,0,-0.12655752897262573,Darcy Parish,0,16067,19,Essendon,2021,44,0
10,50,9,3,5,1,0,83,93,92,2,3,1,137,5,0,10,5,0,8,0,0,21,6.8,1,1,30,6,9,60,0,0,0,0,155,1,0,0,0,0,0,0,1,0,0.22021383047103882,Brodie Grundy,0,15907,4,Collingwood,2021,12,0
9,75,3,0,3,1,0,93,66,88,0,1,8,301,1,0,0,7,2,3,0,0,2,20.5,1,1,38,11,19,125,0,0,2,0,130,0,1,0,1,0,0,0,0,0,0.4378984868526459,Joe Daniher,0,16100,23,Brisbane Lions,2021,7,0
6,67,5,3,2,2,0,87,65,50,0,1,3,175,0,0,15,2,0,1,0,0,24,5.4,2,0,16,11,16,107,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0.32893410325050354,Jordon Sweet,0,15945,8,Western Bulldogs,2021,9,0
5,83,2,0,2,7,0,97,28,51,0,0,2,92,5,0,6,4,0,2,3,0,6,6.7,1,7,22,12,11,78,0,0,0,0,153,1,0,0,0,0,0,0,0,0,0.006123412400484085,Liam Jones,0,15986,11,Carlton,2021,23,0
9,64,2,0,0,0,0,83,47,33,1,0,2,128,0,0,7,2,0,2,0,1,15,-2.3,0,0,9,13,8,61,0,0,0,0,257,1,0,0,0,0,0,0,0,1,0.045974358916282654,Steele Sidebottom,0,16041,16,Collingwood,2021,20,0
22,73,4,2,2,3,1,79,103,100,4,4,5,369,4,0,12,8,0,6,1,0,29,18.5,1,1,14,5,11,71,1,1,5,1,118,1,0,1,0,0,0,0,0,0,1.8164918422698975,Jack Steele,0,16090,22,St Kilda,2021,3,1
17,81,2,1,0,3,1,76,84,89,1,1,5,387,6,0,8,9,0,6,1,0,9,12.8,0,2,16,11,16,107,0,0,0,0,28,1,0,0,0,1,0,0,0,0,-0.0651477500796318,Nick Hind,0,15936,7,Essendon,2021,43,0
16,62,3,1,0,1,1,84,96,92,4,2,5,747,3,0,5,10,0,5,2,0,9,19.8,1,0,12,13,13,91,0,0,0,0,270,1,0,1,0,0,0,0,0,0,0.3242601454257965,Patrick Dangerfield,0,15878,1,Geelong,2021,8,0
8,80,2,0,1,9,1,92,54,68,0,0,0,98,3,0,12,5,0,1,2,1,12,9.1,0,8,67,16,15,106,0,0,0,0,78,0,1,0,0,0,0,0,0,0,0.019876793026924133,Lachlan Keeffe,0,15931,7,Greater Western Sydney,2021,19,0
6,67,5,1,3,7,1,63,20,33,0,0,1,66,0,0,2,1,0,0,0,0,3,2.5,0,6,97,10,21,136,0,0,0,0,116,0,1,0,0,1,0,0,0,0,0.03363534063100815,Jake Kolodjashnij,0,15921,6,Geelong,2021,19,0
7,58,2,0,1,7,0,75,55,76,2,1,4,84,2,0,4,2,0,4,0,0,9,14.1,4,7,25,15,15,105,0,0,0,0,83,0,1,0,0,0,0,0,1,0,-0.04108571633696556,Toby Nankervis,0,15875,1,Richmond,2021,41,0
4,67,1,0,0,0,0,58,29,29,1,0,1,86,0,1,6,1,0,1,0,0,10,4.4,0,0,32,15,8,63,0,0,0,0,79,1,0,0,0,0,1,0,0,0,-0.007914378307759762,Callum Ah Chee,0,16047,17,Brisbane Lions,2021,34,0
13,87,1,1,0,0,1,88,59,70,0,0,6,226,1,0,2,5,3,5,0,1,11,9.7,0,0,7,8,12,80,0,0,0,0,8,1,0,0,1,0,0,0,0,0,0.029992127791047096,Jacob Koschitzke,0,15949,9,Hawthorn,2021,21,0
26,84,4,3,1,0,0,83,122,127,0,2,2,523,6,0,7,19,0,6,2,0,9,15.4,0,0,7,8,10,68,0,0,0,0,30,0,1,0,0,1,0,0,0,0,1.6198794841766357,Nick Hind,0,15953,9,Essendon,2021,3,1
6,60,3,0,1,3,0,97,30,31,0,1,0,184,4,0,8,2,0,2,1,0,10,1.8,0,3,50,6,8,54,0,0,0,0,118,1,0,0,0,0,0,0,0,0,0.01158048864454031,Kyle Hartigan,0,15918,5,Hawthorn,2021,28,0
5,50,1,0,0,0,0,90,60,69,0,0,8,157,0,0,2,3,3,3,0,1,6,6.3,0,0,25,14,11,80,1,1,0,0,49,1,0,0,0,0,1,0,0,0,-0.02511020191013813,Harry McKay,0,15875,1,Carlton,2021,35,0
11,79,1,1,0,3,0,85,72,73,2,1,5,112,3,0,5,6,0,4,1,0,8,9.4,3,2,38,5,15,95,0,0,0,0,196,0,1,0,0,0,0,0,0,0,-0.010361062362790108,Mark Blicavs,0,16068,19,Geelong,2021,37,0
17,68,3,2,2,1,0,54,91,123,0,3,5,515,4,1,3,9,1,7,1,0,13,16,0,0,9,12,10,72,0,0,0,0,117,0,1,0,0,0,1,0,0,0,0.6232709884643555,James Harmes,0,16087,21,Melbourne,2021,8,0
12,80,2,0,0,0,0,58,51,61,2,2,2,116,3,1,7,1,2,7,0,1,14,11,1,0,2,16,12,88,0,0,0,0,19,1,0,1,0,0,0,0,0,0,-0.06719399988651276,Quinton Narkle,0,15934,7,Geelong,2021,42,0
6,60,3,1,1,1,0,71,41,37,1,2,0,77,1,1,3,0,1,3,0,0,13,4.2,0,0,14,7,13,85,0,0,0,0,92,0,1,0,1,0,0,0,0,0,0.050695061683654785,Brandan Parfitt,0,16090,22,Geelong,2021,16,0
10,83,2,1,0,3,0,81,38,43,0,0,2,304,3,0,9,5,0,2,0,0,11,4.5,1,3,46,15,9,69,0,0,0,0,141,1,0,0,0,1,0,0,0,0,-0.01695920154452324,Nathan Wilson,0,15987,11,Fremantle,2021,35,0
14,88,1,0,1,0,0,61,54,47,0,1,2,63,1,0,3,4,2,4,0,0,13,4.4,0,0,85,9,8,57,0,0,0,0,9,1,0,0,0,0,0,1,0,0,0.004967466462403536,Finlay Macrae,0,16092,22,Collingwood,2021,20,0
24,83,4,0,2,4,3,79,88,112,0,1,7,634,10,0,3,11,0,9,1,0,10,19.3,2,3,18,12,13,90,0,0,9,0,16,0,1,0,0,1,0,0,0,0,1.4131518602371216,Will Day,0,16031,15,Hawthorn,2021,5,0
6,100,1,0,0,0,0,67,40,41,0,0,3,102,0,1,2,5,0,1,0,0,16,6.5,0,0,3,8,12,80,0,0,0,0,4,1,0,0,0,0,1,0,0,0,-0.0062787216156721115,Harrison Jones,0,15902,4,Essendon,2021,30,0
19,68,5,0,1,1,0,84,111,100,2,2,7,420,5,2,9,8,3,12,0,0,27,10.7,1,0,30,12,10,72,0,1,4,0,101,0,1,1,0,0,0,0,0,0,1.3886792659759521,Callum Mills,0,15948,9,Sydney,2021,2,2
14,64,8,4,3,3,0,70,102,121,4,3,6,195,10,1,4,7,0,10,3,0,13,19,6,1,20,10,16,106,0,0,6,0,94,0,1,0,0,0,0,0,1,0,0.7971432209014893,Toby Nankervis,0,16053,18,Richmond,2021,5,0
5,39,5,3,3,2,0,81,69,78,0,2,5,227,2,0,6,4,1,4,0,0,11,4,0,2,4,7,13,85,0,0,0,0,50,0,1,0,1,0,0,0,0,0,0.04399988055229187,Oscar Allen,0,16018,13,West Coast,2021,19,0
5,83,1,0,0,1,0,93,36,37,0,0,2,128,1,1,1,2,2,2,0,1,14,5.2,1,1,31,7,8,55,0,0,0,0,52,1,0,0,0,0,1,0,0,0,-0.0023076562210917473,Connor Rozee,0,16043,17,Port Adelaide,2021,30,0
7,54,4,0,1,3,0,71,33,31,3,1,1,178,1,0,10,0,0,6,0,0,16,7.5,1,1,12,6,11,72,0,0,0,0,5,1,0,0,0,0,1,0,0,0,0.08278560638427734,Sam Berry,0,15917,5,Adelaide,2021,15,0
10,83,4,2,3,3,0,92,29,43,0,0,1,169,7,0,4,4,0,2,0,0,5,3.8,0,2,23,9,6,45,0,0,0,0,166,1,0,0,0,0,0,0,0,0,-0.004361968487501144,Robbie Tarrant,0,16022,14,North Melbourne,2021,34,0
10,53,6,1,2,3,0,81,70,60,0,2,6,369,2,1,14,7,1,2,0,0,24,4.7,0,2,10,9,12,81,0,1,0,0,92,0,1,1,0,0,0,0,0,0,0.12439634650945663,Karl Amon,0,16029,15,Port Adelaide,2021,11,0
16,89,1,2,0,2,0,98,82,106,0,0,2,221,9,0,4,11,0,3,4,0,7,12.5,1,2,49,14,5,44,1,1,0,0,71,1,0,0,0,0,0,0,0,0,0.12762348353862762,Aliir Aliir,0,15933,7,Port Adelaide,2021,11,0
20,83,1,2,1,0,0,88,114,122,0,0,5,381,5,0,10,13,0,2,1,0,12,13.9,1,0,7,7,17,109,0,0,0,0,60,0,1,0,0,1,0,0,0,0,0.969470202922821,Jordan Dawson,0,16076,20,Sydney,2021,4,0
13,87,3,3,2,1,0,78,64,81,0,1,6,180,2,1,10,5,2,5,0,1,21,7.4,0,0,1,6,15,96,0,0,0,0,17,0,1,0,0,0,1,0,0,0,-7.60338269174099e-4,Ned McHenry,0,15959,10,Adelaide,2021,30,0
3,60,1,1,1,2,0,84,25,35,0,0,2,41,3,1,9,3,1,1,1,0,13,3.7,2,2,8,10,14,94,0,0,0,0,55,0,1,0,1,0,0,0,0,0,-0.01563226617872715,Oscar Allen,0,16064,19,West Coast,2021,37,0
19,95,3,1,2,4,0,98,94,82,0,0,2,144,7,0,5,12,0,3,2,0,5,7,1,2,0,11,12,83,0,0,0,0,155,0,0,0,0,0,0,0,0,0,-0.03747175261378288,David Astbury,0,16098,23,Richmond,2021,40,0
6,86,1,1,1,2,0,82,38,52,0,0,5,165,2,0,0,5,1,2,0,0,1,7.8,1,2,1,6,15,96,0,0,0,0,31,0,1,0,1,0,0,0,0,0,-2.1111825481057167e-4,Darcy Fogarty,0,15959,10,Adelaide,2021,29,0
3,100,0,0,0,0,1,5,10,13,0,0,1,46,0,0,0,1,0,0,0,0,1,3,0,0,11,13,11,79,0,0,0,0,209,1,0,0,0,0,0,0,0,1,0.006270392797887325,Brandon Ellis,0,16055,18,Gold Coast,2021,25,0
19,73,1,0,0,1,0,72,83,97,1,4,5,109,2,0,10,5,2,10,0,1,18,11.8,1,0,92,10,18,118,0,0,1,0,112,0,1,1,0,0,0,0,0,0,0.0801423117518425,George Hewett,0,16040,16,Sydney,2021,14,0
27,77,4,3,3,3,0,88,110,166,4,8,9,411,3,1,6,8,3,12,2,0,19,25.9,4,1,98,20,18,128,1,1,9,0,118,0,1,1,0,0,0,0,0,0,2.250459671020508,Clayton Oliver,0,16074,20,Melbourne,2021,2,2
22,73,3,1,0,1,0,87,112,108,0,1,6,499,8,0,12,14,0,5,1,0,18,11.9,2,0,50,14,15,104,0,1,7,0,111,0,1,0,0,1,0,0,0,0,2.3917429447174072,Christian Salem,0,15918,5,Melbourne,2021,2,2
12,60,6,2,2,2,0,70,71,77,1,0,3,360,5,1,6,8,4,7,1,1,12,6,1,2,38,6,16,102,0,0,0,0,62,0,1,0,0,1,0,0,0,0,0.03258036822080612,Matt Guelfi,0,16104,23,Essendon,2021,17,0
9,56,7,0,3,1,0,79,40,30,0,2,1,405,2,0,4,4,2,6,0,0,9,10.2,0,1,58,13,6,49,0,0,0,0,100,1,0,0,0,0,1,0,0,0,0.08053267002105713,Blake Acres,0,16103,23,Fremantle,2021,14,0
4,57,1,0,0,4,0,76,32,51,0,2,2,82,1,0,9,1,0,3,0,0,14,3.5,0,2,44,16,13,94,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0.009891219437122345,James Madden,0,16025,15,Brisbane Lions,2021,27,0
16,80,2,2,0,2,0,71,68,76,2,1,6,162,2,1,5,5,1,7,0,0,19,9.3,2,1,50,14,15,104,0,0,0,0,5,0,1,0,0,0,0,0,0,1,-0.029527362436056137,James Jordon,0,15918,5,Melbourne,2021,40,0
16,100,0,1,0,0,0,74,75,82,0,0,3,126,6,0,6,14,0,4,1,0,8,11.3,1,0,10,13,12,85,0,0,0,0,259,1,0,0,0,0,0,0,0,0,-0.13542196154594421,Jarrod Harbrow,0,15895,3,Gold Coast,2021,44,0
17,77,2,1,0,3,0,84,89,96,0,1,2,245,8,0,8,11,0,6,2,1,12,11.3,0,1,9,10,8,58,0,0,0,0,138,1,0,0,0,1,0,0,0,0,-0.06993737071752548,Harry Cunningham,0,15942,8,Sydney,2021,41,0
7,70,2,1,1,0,1,67,36,46,0,0,1,139,1,0,3,0,2,5,0,0,17,6.4,0,0,4,13,7,55,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0.015298280864953995,Joel Western,0,16077,20,Fremantle,2021,23,0
14,48,7,2,3,0,0,85,97,86,1,6,4,472,5,0,6,3,0,10,1,0,18,9.2,1,0,30,5,7,47,0,0,6,0,215,1,0,1,0,0,0,0,0,0,2.1789681911468506,Ben Cunnington,0,15919,5,North Melbourne,2021,1,3
3,38,2,0,0,0,0,82,37,35,0,0,3,98,0,0,5,0,4,5,0,1,8,1.6,0,0,22,13,14,97,0,0,0,0,48,0,1,0,1,0,0,0,0,0,-0.00956142321228981,Sam Weideman,0,15997,12,Melbourne,2021,37,0
8,73,2,0,1,6,0,84,49,75,2,0,4,319,7,0,4,7,0,2,4,0,7,15.8,2,5,25,15,15,105,0,0,0,0,31,0,1,0,0,0,0,0,0,0,0.02272525429725647,Noah Balta,0,15875,1,Richmond,2021,17,0
4,67,1,1,1,1,0,67,22,21,0,0,1,123,1,0,4,3,0,1,0,1,25,3.4,0,0,73,9,7,51,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0.013547728769481182,Malcolm Rosas,0,15950,9,Gold Coast,2021,16,0
11,65,1,1,0,0,0,72,64,62,0,3,4,154,1,0,7,2,4,8,0,1,31,9.7,1,0,40,10,15,100,0,0,0,0,8,0,1,0,1,0,0,0,0,0,-0.12313422560691833,Sam Flanders,0,15922,6,Gold Coast,2021,45,0
13,68,0,1,0,0,0,81,71,75,0,1,6,318,4,0,8,5,1,5,0,0,11,6.7,2,0,31,9,12,81,0,0,0,0,144,1,0,0,0,0,0,0,0,1,-0.008100563660264015,Jack Billings,0,16070,20,St Kilda,2021,33,0
16,70,4,2,1,1,0,83,99,95,5,3,5,562,3,1,4,8,2,9,0,0,24,19,1,0,63,18,11,84,0,1,4,0,150,0,1,0,0,0,1,0,0,0,1.0527430772781372,Jake Stringer,0,16044,17,Essendon,2021,6,0
17,74,5,2,2,3,0,84,72,73,1,0,5,325,1,1,6,6,1,6,0,1,31,7.4,1,2,16,5,11,71,0,0,0,0,71,1,0,0,0,0,1,0,0,0,0.11248356848955154,Jack Graham,0,16050,17,Richmond,2021,16,0
14,78,4,3,2,4,0,93,98,138,1,1,8,208,1,0,8,7,4,6,0,0,16,21.2,1,4,46,7,18,115,0,0,6,0,164,0,1,0,1,0,0,0,0,0,1.7057586908340454,Charlie Dixon,0,15987,11,Port Adelaide,2021,4,0
14,82,1,1,0,2,0,76,92,110,0,1,4,205,3,6,3,6,1,6,0,2,20,15.3,0,1,98,20,18,128,0,0,0,0,99,0,1,0,1,0,0,0,0,0,-0.28841862082481384,Alex Neal-Bullen,0,16074,20,Melbourne,2021,44,0
9,69,5,0,0,4,1,87,90,99,0,0,4,121,2,0,3,7,0,1,1,0,8,6.7,0,2,38,6,16,102,0,0,5,0,86,0,1,0,1,0,0,0,0,0,1.2594902515411377,Peter Wright,0,16104,23,Essendon,2021,4,0
8,53,2,1,1,0,0,76,67,64,0,2,2,268,3,0,6,4,0,2,1,0,10,4.4,0,0,38,9,13,87,0,0,0,0,236,1,0,0,0,0,0,0,0,1,-0.0047181155532598495,Andrew Gaff,0,16100,23,West Coast,2021,30,0
9,75,2,0,1,2,0,80,34,61,0,1,3,210,4,0,5,3,0,4,0,0,10,8.6,1,2,38,10,9,64,0,0,0,0,4,1,0,0,0,1,0,0,0,0,0.010368044488132,Tom Wilson,0,16104,23,Collingwood,2021,22,0
13,81,2,1,1,1,0,74,74,70,1,0,7,249,1,0,9,7,0,3,0,1,14,7.2,1,1,38,12,8,60,0,0,0,0,29,1,0,0,0,0,0,0,0,1,8.32156278192997e-4,James Cousins,0,15944,8,Hawthorn,2021,24,0
10,83,2,0,1,0,1,79,39,35,0,0,2,177,1,0,2,4,0,3,1,0,7,6.3,0,0,9,10,10,70,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0.018524358049035072,Leo Connolly,0,16041,16,St Kilda,2021,23,0
9,64,1,1,0,0,0,71,59,54,0,0,3,101,2,2,3,1,1,4,0,0,21,8.2,2,0,24,7,13,85,0,0,0,0,55,1,0,0,1,0,0,0,0,0,-0.020585911348462105,Callum L. Brown,0,15927,6,Collingwood,2021,38,0
17,65,5,3,2,4,0,90,131,172,3,2,7,451,9,0,11,12,0,6,5,1,13,21.5,5,4,50,14,15,104,1,1,10,1,139,0,1,0,0,0,0,0,1,0,2.69801664352417,Max Gawn,0,15918,5,Melbourne,2021,1,3
6,100,1,0,1,0,0,71,35,56,0,0,3,89,0,1,0,4,3,3,0,0,1,11.2,0,0,19,6,13,84,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0.18459220230579376,Callum M. Brown,0,16079,21,Greater Western Sydney,2021,11,0
13,68,4,0,2,1,5,75,62,72,1,1,6,276,1,0,5,5,1,6,0,1,15,13.5,1,0,37,11,17,113,0,0,0,0,114,0,1,1,0,0,0,0,0,0,0.08106240630149841,Lachie Weller,0,15983,11,Gold Coast,2021,12,0
3,100,5,2,3,1,0,72,21,14,0,0,2,99,0,1,2,3,0,0,0,0,9,3.1,0,1,10,13,10,73,0,0,0,0,35,1,0,0,1,0,0,0,0,0,-0.0010305834002792835,Darcy Fogarty,0,16033,15,Adelaide,2021,22,0
11,58,7,0,2,0,0,83,70,47,0,1,1,221,4,0,10,5,0,6,1,0,14,5.1,0,0,20,11,9,65,0,0,0,0,112,1,0,0,0,0,0,0,0,1,-0.0580572746694088,Angus Brayshaw,0,16066,19,Melbourne,2021,43,0
12,63,2,3,0,0,0,81,100,92,2,0,7,320,3,1,22,9,0,4,0,0,32,10.1,1,0,49,15,13,93,0,1,0,1,192,0,1,0,0,0,0,0,0,1,0.0076590171083807945,Dayne Zorko,0,15933,7,Brisbane Lions,2021,29,0
9,64,4,2,0,1,0,72,71,59,0,0,5,83,1,1,1,6,1,2,0,0,4,5,1,1,33,11,13,89,0,0,0,0,7,0,1,0,1,0,0,0,0,0,0.03229070454835892,Callum Coleman-Jones,0,16081,21,Richmond,2021,21,0
5,83,0,0,0,0,0,78,34,35,0,0,3,118,0,0,1,4,2,2,0,2,8,5.8,0,0,27,7,5,37,0,0,0,0,62,1,0,0,0,0,1,0,0,0,0.005946794990450144,Mitch Hannan,0,16089,22,Western Bulldogs,2021,27,0
6,100,1,1,1,2,0,82,33,42,0,1,3,74,1,0,7,2,1,2,0,0,22,9.2,0,0,10,13,8,61,0,0,0,0,204,0,1,0,1,0,0,0,0,0,0.07519838958978653,Luke Dahlhaus,0,15980,11,Geelong,2021,17,0
9,69,2,0,0,4,0,91,62,58,0,0,4,207,5,0,5,8,0,4,0,0,8,8.9,0,4,1,7,11,73,0,0,0,0,26,0,1,0,0,0,0,0,0,0,0.004053245298564434,Brandon Starcevich,0,15893,3,Brisbane Lions,2021,25,0
11,69,3,1,2,0,0,77,70,97,0,1,6,370,4,5,3,7,3,8,0,0,22,14.8,2,0,1,14,11,80,0,0,0,0,48,1,0,0,0,0,1,0,0,0,-0.10294445604085922,Zac Bailey,0,15885,2,Brisbane Lions,2021,43,0
18,64,1,1,0,1,0,84,106,122,5,2,5,350,4,0,8,11,1,11,0,0,17,13.9,0,1,49,15,13,93,0,1,1,0,142,0,1,1,0,0,0,0,0,0,0.8197136521339417,Jarryd Lyons,0,15933,7,Brisbane Lions,2021,4,0
11,92,0,0,0,4,0,85,55,61,0,0,0,168,2,0,6,7,0,2,0,0,8,5.6,0,4,4,11,12,83,0,0,0,0,11,1,0,0,0,0,0,0,0,0,-0.0017505877185612917,Connor Idun,0,15951,9,Greater Western Sydney,2021,28,0
11,69,5,1,1,5,0,83,44,44,0,1,1,203,6,0,7,3,0,5,0,0,9,6.9,0,3,24,7,13,85,0,0,0,0,27,1,0,0,0,1,0,0,0,0,-0.015915265306830406,Jack Madgen,0,15927,6,Collingwood,2021,35,0
17,85,2,2,1,2,0,84,59,65,4,3,2,239,1,0,13,4,0,6,0,0,19,11.8,1,0,34,2,11,68,0,0,0,0,227,1,0,1,0,0,0,0,0,0,0.028521588072180748,Callan Ward,0,15900,3,Greater Western Sydney,2021,21,0
