Feature,Gain,Cover,Frequency,na_prop,zero_prop
coaches_votes,0.6586768621409572,0.03756672739931913,0.02254283137962128,0,0.8535517899225676
afl_fantasy_score,0.054034227768426174,0.03073862691977467,0.027953110910730387,0,0.0013466502076085736
disposals_prop,0.026735002751346645,0.03200444925788651,0.02750225428313796,0,0.0019077544607788127
margin,0.019127259343195018,0.01722834665675747,0.030658250676284943,0,0.015037593984962405
contested_possessions_prop,0.01260222293790545,0.03191693212940819,0.029756537421100092,0,0.016720906744473123
supercoach_score,0.012579219052802812,0.023264028942761326,0.029305680793507663,0,0.0013466502076085736
turnovers_prop,0.009564865085835816,0.029260010918467562,0.025924256086564474,0,0.08225788351475705
clearances_prop,0.009121891608610584,0.03960591178202871,0.024346257889990983,0,0.45931994164515766
goals_prop,0.008770187999823981,0.03197815883017831,0.021415689810640216,0,0.6798339131410616
shots_at_goal_prop,0.008419770453953975,0.02917919873128395,0.018710550045085664,0,0.49803613511390415
rating_points,0.008053905428876648,0.029964735537706295,0.027953110910730387,0.001122208506340478,0.002583979328165375
uncontested_possessions_prop,0.008051994431562414,0.04077804138783815,0.02569882777276826,0,0.006733251038042868
num_games,0.007867030807965004,0.017456138214954064,0.029981965734896303,0,0
kicks_prop,0.007819174354319513,0.03182094560139971,0.03922452660054103,0,0.00662103018740882
handballs_prop,0.007721037365855683,0.050808633564724384,0.031785392245266005,0,0.019301986309056222
pressure_acts,0.006179574019976336,0.023811540333221467,0.018935978358881875,0,0.003366625519021434
inside_fifties_prop,0.005697526783269497,0.02402451044224028,0.02096483318304779,0,0.17966558186511053
marks_prop,0.005398896902815874,0.024840748821959458,0.03133453561767358,0,0.04522500280552127
metres_gained,0.005142337563157967,0.028729261881244198,0.022317403065825067,0,0.0025810795645830995
marks_inside_fifty_prop,0.004674634848804129,0.012070305897066447,0.010820559062218215,0,0.7001458871058243
tackles_prop,0.004646973143460522,0.027961016765529263,0.022317403065825067,0,0.1406127258444619
time_on_ground_percentage,0.0045102196197662195,0.005776483371216252,0.01916140667267809,0,0
disposal_efficiency_percentage,0.0044489872273211035,0.010421596121861955,0.019612263300270515,0,0.003927729772191673
team_score,0.004218869321544901,0.006906971762669075,0.010820559062218215,0,0
kicks,0.0036697971586599296,0.0049027236530214055,0.06266907123534717,0,0.00662103018740882
marks,0.0036513866349679527,0.006929556828082835,0.029305680793507663,0,0.04522500280552127
ground_ball_gets,0.0035886525479227036,0.01029720181626273,0.010144274120829576,0,0.05162159129166199
effective_kicks,0.0035773513325664777,0.023020004368798593,0.012173128944995492,0,0.020760857367298845
contest_def_one_on_ones,0.0034297648900866403,0.0027297933360647146,0.0040577096483318306,0,0.6701829199865335
behinds_prop,0.003227381620294166,0.02213336410548496,0.012623985572587917,0,0.7246100325440467
def_half_pressure_acts,0.003206807057228487,0.007614695960908075,0.012623985572587917,0,0.04713275726630008
uncontested_possessions,0.003000976745581231,0.006395808211859206,0.009017132551848512,0,0.006733251038042868
score_involvements,0.002891390595526501,0.007972880982704428,0.009017132551848512,0,0.05644708786892605
