effective_disposals,disposal_efficiency_percentage,clangers,free_kicks_for,free_kicks_against,one_percenters,bounces,time_on_ground_percentage,afl_fantasy_score,supercoach_score,centre_clearances,stoppage_clearances,score_involvements,metres_gained,intercepts,tackles_inside_fifty,def_half_pressure_acts,effective_kicks,f50_ground_ball_gets,ground_ball_gets,intercept_marks,marks_on_lead,pressure_acts,rating_points,score_launches,spoils,match_margin,team_behinds,team_goals,team_score,aa_team,aa_squad,coaches_votes,captain,num_games,match_outcome_Loss,match_outcome_Win,player_position_final_C,player_position_final_F,player_position_final_HB,player_position_final_HF,player_position_final_INT,player_position_final_RK,player_position_final_W,pred,player_name,brownlow_votes,match_id,match_round,player_team,season,pred_rank,predicted_votes
11,73,2,0,1,3,0,85,71,79,0,1,1,291,5,0,5,9,0,2,3,0,6,9.5,0,2,52,4,5,34,0,0,0,0,31,1,0,0,0,0,0,0,0,0,0.02368338778614998,Alex Keath,0,15616,1,Western Bulldogs,2020,18,0
9,69,2,1,1,1,0,83,71,101,0,0,5,357,1,2,0,9,2,2,0,0,12,8.1,0,1,32,3,17,105,0,0,0,0,40,0,1,0,0,0,0,0,0,1,0.493427574634552,Daniel Lloyd,0,15619,1,Greater Western Sydney,2020,5,0
17,85,1,0,0,1,0,82,82,108,0,1,2,379,3,0,5,10,0,3,0,0,5,5.8,0,1,0,6,5,36,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0.0022271794732660055,Jack Crisp,0,15624,2,Collingwood,2020,37,0
9,64,3,0,0,7,0,82,57,58,0,0,2,309,2,0,8,8,0,1,0,0,11,1.5,0,6,36,10,11,76,0,0,0,0,121,0,1,0,0,1,0,0,0,0,0.00845283642411232,Hayden Crozier,0,15854,17,Western Bulldogs,2020,22,0
13,59,2,0,0,0,1,82,87,104,1,1,6,391,5,0,2,6,2,9,1,0,4,14.2,1,0,6,7,12,79,0,0,1,0,67,0,1,0,0,0,0,0,0,1,0.5970138311386108,Kyle Langford,0,15655,2,Essendon,2020,5,0
10,91,1,1,1,2,0,71,44,67,0,1,1,116,6,0,13,3,0,3,3,0,15,9.2,0,1,33,3,9,57,0,0,0,0,166,1,0,0,0,1,0,0,0,0,0.00876561738550663,Jamie Macmillan,0,15781,10,North Melbourne,2020,26,0
6,67,0,0,0,3,0,82,51,76,0,0,3,92,1,1,5,2,1,2,1,0,8,4.6,0,3,44,9,4,33,0,0,0,0,19,1,0,0,0,0,1,0,0,0,-0.002414763905107975,Elliott Himmelberg,0,15860,18,Adelaide,2020,28,0
6,55,4,1,0,4,0,92,76,93,3,3,3,145,3,0,5,3,0,1,2,0,9,10.8,2,3,21,8,4,32,0,0,0,1,114,1,0,0,0,0,0,0,1,0,0.22243624925613403,Jarrod Witts,0,15816,12,Gold Coast,2020,10,0
17,77,3,0,1,2,1,89,82,109,0,3,4,459,5,0,10,13,0,3,2,0,13,17,0,1,24,2,10,62,0,0,6,0,145,0,1,0,0,0,0,0,0,0,0.6330329775810242,Jack Crisp,2,15806,11,Collingwood,2020,5,0
8,62,1,0,0,1,0,77,61,67,0,0,7,210,1,2,2,5,0,1,1,0,6,5.5,0,0,5,8,11,74,0,0,0,0,52,1,0,0,1,0,0,0,0,0,-0.02207438088953495,Jeremy Finlayson,0,15852,17,Greater Western Sydney,2020,39,0
5,83,3,1,1,0,0,89,55,51,0,0,5,160,0,1,0,5,0,0,0,0,6,4.3,0,0,64,9,15,99,0,0,2,0,89,0,1,0,1,0,0,0,0,0,0.17519381642341614,Jesse Hogan,0,15850,17,Fremantle,2020,11,0
14,70,2,2,1,4,0,69,66,119,0,2,5,384,4,1,6,8,0,9,0,0,13,11.4,0,0,7,6,9,60,0,0,0,0,61,0,1,1,0,0,0,0,0,0,0.8652514815330505,Oliver Florent,0,15763,8,Sydney,2020,6,0
6,75,4,1,3,0,0,76,15,24,0,0,1,91,1,0,1,2,1,3,0,0,7,0.4,0,0,5,9,7,51,0,0,0,0,176,0,1,0,0,1,0,0,0,0,0.0758429765701294,Matthew Suckling,0,15760,8,Western Bulldogs,2020,16,0
17,74,3,1,0,2,0,89,97,122,0,0,5,578,9,0,4,13,0,5,2,0,6,6.1,4,1,2,7,12,79,0,0,1,1,95,0,1,0,0,0,0,0,0,0,0.6376054286956787,Sam Docherty,0,15663,3,Carlton,2020,6,0
9,75,2,0,1,5,0,85,43,48,0,0,5,279,4,0,5,5,0,3,1,0,7,5.1,3,4,51,6,17,108,0,0,0,0,107,0,1,0,0,1,0,0,0,0,0.022376250475645065,Sam Frost,0,15862,18,Hawthorn,2020,15,0
15,63,1,0,0,2,0,80,107,111,3,2,6,268,3,0,11,8,1,4,1,0,25,10,1,1,39,4,14,88,0,0,0,0,126,0,1,1,0,0,0,0,0,0,0.3935741186141968,Sebastian Ross,0,15656,2,St Kilda,2020,6,0
9,100,1,0,1,5,0,93,32,59,0,0,1,101,5,0,2,5,0,2,2,0,3,3.5,0,5,35,6,7,48,0,0,0,0,237,1,0,0,0,1,0,0,0,0,-0.039437226951122284,James Frawley,0,15834,15,Hawthorn,2020,42,0
12,75,2,2,0,2,0,91,73,98,2,4,4,224,1,0,8,4,1,9,0,0,18,16.5,2,0,16,8,8,56,0,0,0,1,117,1,0,1,0,0,0,0,0,0,-0.09755374491214752,Patrick Cripps,0,15853,17,Carlton,2020,44,0
19,83,1,1,1,2,0,86,77,104,0,2,4,221,3,0,4,10,0,7,0,0,9,14.3,1,2,3,5,7,47,0,0,2,1,299,0,1,0,0,0,0,0,0,1,0.5527317523956299,Joel Selwood,0,15708,4,Geelong,2020,8,0
5,56,1,1,0,0,0,80,40,48,0,0,3,191,1,2,9,3,1,2,0,0,14,3.2,0,0,9,9,5,39,0,0,0,0,4,1,0,0,0,0,0,0,0,1,-0.0018599597970023751,Matthew Cottrell,0,15838,15,Carlton,2020,38,0
19,91,1,0,0,2,1,82,70,118,0,0,4,427,5,0,1,14,0,3,1,1,2,13.2,1,2,28,8,12,80,0,0,1,0,138,0,1,0,0,1,0,0,0,0,0.3356596827507019,Jason Johannisen,0,15818,13,Western Bulldogs,2020,8,0
11,92,2,2,2,2,0,80,56,88,0,0,0,450,6,0,7,11,0,1,2,0,7,5.9,0,2,60,7,4,31,0,0,0,0,118,1,0,0,0,0,0,0,0,0,-0.031103722751140594,Trent McKenzie,0,15809,12,Port Adelaide,2020,41,0
11,92,2,2,2,2,0,87,47,73,0,1,4,146,1,1,0,3,3,6,0,2,7,8.4,0,2,4,8,11,74,0,0,0,0,130,1,0,0,0,0,1,0,0,0,0.014718633145093918,Sam Day,0,15784,10,Gold Coast,2020,18,0
5,46,3,0,0,5,0,98,41,42,0,1,0,150,5,0,4,3,0,2,3,0,4,3.3,0,5,26,11,4,35,0,0,0,0,40,1,0,0,0,1,0,0,0,0,0.07330766320228577,Charlie Ballard,0,15776,9,Gold Coast,2020,18,0
8,89,1,0,0,2,0,82,37,95,0,0,5,161,4,1,0,5,1,4,1,2,7,11.4,3,1,6,7,12,79,0,0,0,0,102,0,1,0,1,0,0,0,0,0,0.11561903357505798,Travis Colyer,0,15744,6,Fremantle,2020,11,0
7,64,2,0,1,2,0,93,39,45,0,0,2,145,5,0,5,4,0,2,3,0,5,4.4,0,2,10,4,9,58,0,0,0,1,200,1,0,0,0,1,0,0,0,0,0.035086266696453094,Ben Stratton,0,15819,13,Hawthorn,2020,22,0
5,63,1,0,1,0,0,86,27,34,0,2,3,30,0,1,6,1,0,3,0,0,11,1.3,1,0,66,12,5,42,0,0,0,1,172,1,0,1,0,0,0,0,0,0,9.689052239991724e-4,Dyson Heppell,0,15842,16,Essendon,2020,22,0
9,100,1,1,0,6,1,95,47,66,0,0,2,198,3,0,4,5,0,1,1,0,5,9.2,1,6,30,5,10,65,0,0,0,0,173,0,1,0,0,0,0,0,0,0,0.011006804183125496,Jordan Roughead,0,15825,13,Collingwood,2020,24,0
20,80,4,2,1,1,0,97,108,111,0,2,7,457,4,1,3,11,0,3,0,1,18,5.4,0,0,17,10,6,46,0,0,4,0,139,1,0,0,0,1,0,0,0,0,0.8566744327545166,Lachie Whitfield,2,15748,6,Greater Western Sydney,2020,3,1
6,86,1,0,0,8,0,100,42,72,0,0,0,145,5,0,2,5,0,1,4,0,3,6.8,0,7,13,4,10,64,0,0,0,0,27,0,1,0,0,0,0,0,0,0,0.2010696828365326,Sam Collins,0,15706,4,Gold Coast,2020,7,0
11,73,4,0,2,2,0,85,61,79,0,0,3,202,6,0,9,10,0,2,3,0,9,5.9,0,2,47,16,10,76,0,0,4,0,109,0,1,0,0,0,0,0,0,0,0.28716805577278137,Trent McKenzie,0,15620,1,Port Adelaide,2020,6,0
10,83,5,0,3,0,0,74,46,55,0,2,2,135,2,1,13,1,0,3,0,0,28,6.1,1,0,50,13,11,79,0,0,0,0,73,0,1,1,0,0,0,0,0,0,0.01771312579512596,Sam Powell-Pepper,0,15851,17,Port Adelaide,2020,18,0
21,75,1,1,0,1,0,88,112,136,0,1,4,400,7,0,5,13,1,5,1,0,7,5.9,0,1,34,5,13,83,0,0,5,0,41,0,1,0,0,0,0,0,0,1,1.5256599187850952,Harry Perryman,0,15741,5,Greater Western Sydney,2020,1,3
10,91,2,0,1,7,0,76,42,74,0,0,1,404,1,0,4,9,0,0,0,0,4,4.2,0,6,12,8,9,62,0,0,0,0,91,0,1,0,0,0,0,0,0,0,0.07312603294849396,Aidan Corr,0,15761,8,Greater Western Sydney,2020,15,0
15,94,2,3,2,3,0,98,52,90,0,1,4,253,6,0,4,9,0,5,0,0,4,9.2,2,3,8,8,3,26,0,0,0,1,165,1,0,0,0,0,0,0,0,0,-0.06184879317879677,Dane Rampe,0,15749,6,Sydney,2020,42,0
6,75,0,1,0,0,1,67,49,77,0,1,4,174,0,0,7,4,1,4,0,1,11,9.6,0,0,12,1,10,61,0,0,0,0,1,1,0,0,0,0,1,0,0,0,-0.010903427377343178,Irving Mosquito,0,15820,13,Essendon,2020,35,0
10,59,5,1,1,0,0,92,66,77,0,1,5,422,1,1,9,5,0,2,0,0,12,4.4,2,0,51,7,5,37,0,0,0,0,108,1,0,0,0,0,0,0,0,1,0.07375302910804749,Paul Seedsman,0,15782,10,Adelaide,2020,11,0
6,60,3,0,0,2,0,88,41,66,0,1,2,305,5,0,3,5,0,5,2,0,5,8.2,0,2,1,4,8,52,0,0,0,0,125,1,0,0,0,0,0,0,0,0,-0.030100708827376366,Marley Williams,0,15810,12,North Melbourne,2020,42,0
10,63,1,0,0,2,0,85,80,81,1,2,5,94,0,1,4,3,0,3,0,0,24,6.4,1,0,24,6,7,48,0,0,0,1,114,1,0,1,0,0,0,0,0,0,-0.00438258983194828,Patrick Cripps,0,15832,14,Carlton,2020,36,0
15,75,3,1,1,0,0,97,80,102,0,2,8,128,1,1,10,1,1,5,0,0,24,5.7,1,0,2,13,6,49,0,0,9,0,90,0,1,0,0,0,1,0,0,0,1.7761120796203613,Toby McLean,0,15843,16,Western Bulldogs,2020,2,2
16,73,1,2,0,0,0,82,70,95,2,2,2,297,0,0,12,7,0,6,0,0,18,3.9,1,0,61,5,7,47,0,0,0,0,113,1,0,1,0,0,0,0,0,0,0.006742345634847879,Tom Mitchell,0,15649,2,Hawthorn,2020,21,0
19,86,1,1,1,3,0,85,65,107,0,1,10,409,7,0,3,10,0,5,0,0,7,16.4,3,2,49,9,13,87,1,1,6,0,96,0,1,0,0,0,0,0,0,0,0.2921248972415924,Caleb Daniel,0,15723,5,Western Bulldogs,2020,6,0
12,80,0,1,0,0,0,78,53,76,0,0,5,249,1,0,7,6,1,3,0,0,13,5.2,1,0,3,7,9,61,0,0,0,0,275,1,0,0,0,0,0,0,0,1,-0.0075529590249061584,Marc Murphy,0,15756,7,Carlton,2020,38,0
13,81,1,0,0,0,0,72,63,84,0,1,0,241,2,0,4,8,1,6,0,0,11,10.5,0,0,34,11,11,77,0,0,0,0,41,0,1,0,1,0,0,0,0,0,0.01197533868253231,Brendon Ah Chee,0,15721,5,West Coast,2020,22,0
9,69,6,1,5,0,0,81,34,45,1,2,6,69,1,0,2,2,1,6,0,0,6,2.8,0,0,51,11,12,83,0,0,0,0,8,0,1,0,0,0,0,0,1,0,0.0015845290618017316,Peter Ladhams,0,15770,9,Port Adelaide,2020,35,0
3,75,1,0,0,0,0,65,13,18,0,0,0,39,1,1,2,1,0,2,0,0,10,3,0,0,56,8,6,44,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0.004235234577208757,Trey Ruscoe,0,15811,12,Collingwood,2020,22,0
9,82,1,1,0,5,0,64,39,76,0,1,0,172,5,0,4,4,0,4,1,0,4,6.6,0,5,24,2,10,62,0,0,0,0,172,0,1,0,0,0,0,0,0,0,0.013332303613424301,Jordan Roughead,0,15806,11,Collingwood,2020,28,0
6,86,1,1,1,3,0,65,62,128,2,2,5,132,2,0,6,5,0,2,1,0,11,16.7,5,3,23,6,12,78,0,0,4,0,247,0,1,0,1,0,0,0,0,0,1.2714087963104248,Paddy Ryder,0,15759,7,St Kilda,2020,3,1
16,89,1,0,0,0,0,90,87,120,0,1,3,274,3,4,13,9,1,4,0,1,19,17.6,0,1,2,12,7,54,0,0,2,0,108,1,0,0,0,0,0,0,0,1,0.15581567585468292,Jack Billings,0,15621,1,St Kilda,2020,9,0
6,60,3,2,1,0,0,85,65,78,1,0,4,225,2,1,1,4,1,2,0,3,13,6.3,1,0,9,14,6,50,0,0,0,0,115,0,1,0,1,0,0,0,0,0,-0.047020379453897476,Jamie Elliott,0,15783,10,Collingwood,2020,43,0
12,60,3,1,0,0,0,86,71,76,2,0,3,356,0,0,3,7,1,3,0,1,13,6.7,0,0,12,7,7,49,0,0,0,0,153,1,0,0,0,0,1,0,0,0,-0.04118938371539116,Toby Greene,0,15824,13,Greater Western Sydney,2020,43,0
6,40,4,2,2,1,0,79,74,96,1,2,2,95,4,2,9,4,0,7,2,1,22,1.3,0,0,21,8,4,32,0,0,0,0,63,1,0,1,0,0,0,0,0,0,0.5230748653411865,Hugh Greenwood,0,15816,12,Gold Coast,2020,7,0
4,40,2,1,1,1,0,81,55,88,0,0,5,82,0,1,3,3,3,4,0,1,8,6.2,0,1,29,10,10,70,0,0,0,0,23,0,1,0,1,0,0,0,0,0,0.025665955618023872,Todd Marshall,0,15700,3,Port Adelaide,2020,22,0
8,57,3,0,0,0,0,76,47,53,0,1,3,206,4,0,6,3,0,4,0,0,9,7.8,1,0,14,12,9,66,0,0,0,0,40,1,0,0,0,0,1,0,0,0,3.67408967576921e-4,Harry Morrison,0,15841,16,Hawthorn,2020,34,0
1,20,2,1,2,5,0,84,42,64,0,0,4,182,0,1,5,1,1,1,0,0,14,7,2,5,15,9,6,45,0,0,0,0,5,1,0,0,0,0,0,0,1,0,-0.021254265680909157,Sam Draper,0,15835,15,Essendon,2020,42,0
7,78,3,0,1,2,0,87,33,52,0,0,0,165,3,0,3,7,0,1,0,0,4,-0.1,0,1,29,1,12,73,0,0,0,0,30,0,1,0,0,0,0,0,0,0,0.01519911177456379,Callum Wilkie,0,15764,8,St Kilda,2020,21,0
9,69,6,0,3,6,0,90,52,66,1,0,1,277,3,0,7,5,0,4,0,0,11,5,0,5,7,10,9,64,0,0,0,1,100,0,1,0,0,1,0,0,0,0,-0.013282492756843567,Sam Docherty,0,15762,8,Carlton,2020,39,0
20,83,1,2,1,3,0,78,94,126,5,2,9,272,0,1,3,7,0,8,0,1,11,15.1,0,1,69,5,19,119,0,0,5,0,91,0,1,1,0,0,0,0,0,0,1.1167246103286743,Trent Dumont,0,15773,9,North Melbourne,2020,5,0
7,78,3,0,2,2,0,82,28,42,0,3,2,87,0,0,3,3,0,2,0,0,18,6.4,1,0,15,6,9,60,0,0,0,0,49,0,1,0,1,0,0,0,0,0,0.02132115140557289,Brendon Ah Chee,0,15835,15,West Coast,2020,26,0
21,81,4,2,1,0,0,81,95,118,0,2,5,251,5,0,7,8,3,5,0,0,16,10.2,2,0,42,9,14,93,0,0,0,0,131,0,1,0,0,0,0,0,0,1,-0.15336816012859344,Lachie Hunter,1,15752,7,Western Bulldogs,2020,44,0
10,71,1,0,0,4,0,90,57,83,0,1,0,208,6,0,2,7,0,5,1,0,5,8.9,0,3,26,5,7,47,0,0,0,0,34,1,0,0,0,1,0,0,0,0,0.0010737235425040126,Robbie Fox,0,15829,14,Sydney,2020,27,0
3,60,2,0,0,0,0,80,44,35,0,0,3,103,0,0,4,2,0,0,0,1,10,0.8,0,0,32,9,5,39,0,0,0,0,79,1,0,0,0,0,1,0,0,0,0.005442191381007433,Jason Castagna,0,15658,3,Richmond,2020,29,0
5,71,2,0,1,2,0,73,41,44,0,0,3,65,1,2,0,2,1,2,1,0,6,3.1,1,2,36,4,6,40,0,0,0,0,21,1,0,0,0,0,1,0,0,0,0.004173827823251486,Mitch Lewis,0,15854,17,Hawthorn,2020,26,0
15,63,3,0,0,1,0,79,83,91,2,2,4,391,2,1,5,4,1,5,0,0,19,8.8,2,0,16,9,13,87,0,0,0,0,89,0,1,1,0,0,0,0,0,0,0.04672153294086456,Darcy Parish,0,15826,14,Essendon,2020,14,0
9,75,0,0,0,2,0,80,36,70,0,2,2,190,2,0,1,4,1,6,0,0,8,9.7,1,0,32,5,11,71,0,0,0,0,176,0,1,0,0,0,1,0,0,0,0.0693499892950058,Tom Scully,0,15658,3,Hawthorn,2020,18,0
1,25,0,0,0,2,0,82,17,20,0,0,2,128,0,0,1,0,0,1,0,1,7,4.3,0,2,5,10,6,46,0,0,0,0,22,1,0,0,1,0,0,0,0,0,-0.0011095561785623431,Ben King,0,15760,8,Gold Coast,2020,34,0
9,75,1,0,0,0,0,86,41,72,0,2,3,93,2,0,6,4,1,4,0,0,15,1.9,2,0,11,12,8,60,0,0,0,0,131,1,0,0,0,0,0,0,0,1,0.002370659029111266,Jared Polec,0,15660,3,North Melbourne,2020,34,0
5,71,1,1,1,3,0,72,56,82,0,1,3,24,5,0,7,2,1,3,1,0,15,6.9,2,2,21,6,11,72,0,0,0,0,31,1,0,0,0,0,0,0,1,0,-0.03535139560699463,Ivan Soldo,0,15800,11,Richmond,2020,39,0
7,58,2,2,1,1,0,71,45,66,1,0,2,61,3,1,8,1,1,4,0,0,20,5.3,1,1,66,12,5,42,0,0,0,0,18,1,0,1,0,0,0,0,0,0,-0.018360458314418793,Dylan Clarke,0,15842,16,Essendon,2020,34,0
11,79,1,0,1,5,0,85,54,60,0,0,1,186,4,0,7,8,0,2,1,0,7,5.9,0,4,30,5,5,35,0,0,0,0,98,1,0,0,0,1,0,0,0,0,0.03311989828944206,Josh Walker,0,15825,13,North Melbourne,2020,17,0
8,73,0,1,0,0,0,74,55,80,0,0,7,177,1,2,6,5,0,3,0,0,10,10.3,1,0,21,7,10,67,0,0,0,0,119,0,1,0,0,0,1,0,0,0,0.03254440426826477,Lewis Taylor,0,15837,15,Sydney,2020,17,0
10,91,2,1,1,5,0,78,45,64,0,0,0,237,3,0,5,7,0,2,0,0,6,5.4,0,4,30,2,5,32,0,0,0,0,29,1,0,0,0,0,0,0,0,0,-0.0014292832929641008,Taylin Duman,0,15758,7,Fremantle,2020,30,0
4,80,1,0,0,6,0,82,35,46,0,0,0,101,3,0,8,4,0,1,1,0,11,4.3,0,6,35,6,7,48,0,0,0,0,220,1,0,0,0,0,0,0,1,0,0.017970608547329903,Ben McEvoy,0,15834,15,Hawthorn,2020,19,0
16,67,2,2,0,1,0,79,111,119,2,7,3,424,1,1,2,11,0,5,0,0,7,12.4,1,0,34,11,11,77,0,0,4,0,107,0,1,1,0,0,0,0,0,0,0.8718634247779846,Dom Sheed,0,15721,5,West Coast,2020,4,0
5,63,1,1,1,9,0,100,51,78,0,0,0,197,3,0,5,5,0,2,0,0,8,5.3,0,9,3,5,7,47,0,0,0,0,49,0,1,0,0,0,0,0,0,0,0.1827540546655655,Jack Henry,0,15708,4,Geelong,2020,14,0
11,79,2,0,1,1,0,66,57,75,1,1,2,122,0,2,4,4,2,3,0,0,9,9.6,0,0,37,12,6,48,0,0,0,0,195,1,0,1,0,0,0,0,0,0,0.015027610585093498,Tom Rockliff,0,15724,5,Port Adelaide,2020,26,0
16,64,6,1,0,5,0,88,87,93,0,1,0,392,6,0,10,3,0,3,1,0,13,7,0,4,16,3,7,45,0,0,0,0,151,1,0,0,0,0,0,0,0,0,0.028698721900582314,Jack Crisp,0,15865,18,Collingwood,2020,20,0
14,74,4,0,0,0,0,85,72,62,0,0,3,332,4,0,10,6,0,1,3,0,11,5.1,0,0,43,6,7,48,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0.035529762506484985,Will Day,0,15757,7,Hawthorn,2020,12,0
3,60,1,0,0,5,0,83,34,56,0,0,3,76,0,1,0,2,1,1,0,2,8,3.1,0,5,44,10,6,46,0,0,0,0,245,1,0,0,1,0,0,0,0,0,0.015310350805521011,Josh J. Kennedy,0,15652,2,West Coast,2020,18,0
6,60,0,0,0,0,0,81,48,57,0,0,2,242,3,0,1,4,0,1,2,0,3,7.8,0,0,31,5,14,89,0,0,0,0,4,0,1,0,1,0,0,0,0,0,0.02656017802655697,Will Day,0,15771,9,Hawthorn,2020,19,0
5,63,0,0,0,2,0,80,26,43,0,0,4,153,2,0,1,2,1,2,0,0,14,2.5,1,2,12,11,8,59,0,0,0,0,44,0,1,0,0,0,1,0,0,0,0.0044871000573039055,Lachlan Murphy,0,15845,16,Adelaide,2020,31,0
7,100,3,0,2,0,0,91,50,70,0,0,3,113,0,1,2,5,1,1,0,2,8,7.6,0,0,32,3,17,105,0,0,2,0,155,0,1,0,0,0,1,0,0,0,-0.04579460620880127,Jeremy Cameron,0,15619,1,Greater Western Sydney,2020,43,0
3,75,0,0,0,1,0,52,35,49,2,0,4,57,0,2,3,1,0,1,0,0,6,4.8,3,1,37,23,10,83,0,0,0,0,13,0,1,0,1,0,0,0,0,0,0.0027132430113852024,Archie Smith,0,15707,4,Brisbane Lions,2020,25,0
7,70,3,0,2,0,0,78,41,59,1,0,3,154,1,0,2,2,3,5,0,0,6,8.9,0,0,57,15,16,111,0,0,0,0,88,0,1,0,0,0,1,0,0,0,0.01601053960621357,Sam Lloyd,0,15813,12,Western Bulldogs,2020,19,0
12,75,5,1,2,0,0,86,55,45,0,0,3,140,5,0,5,8,0,3,0,0,5,-2.2,1,0,6,7,11,73,0,0,0,0,27,1,0,0,0,0,0,0,0,1,-0.021138617768883705,Jordan Dawson,0,15655,2,Sydney,2020,35,0
13,77,1,0,1,2,0,84,69,101,0,1,2,344,4,0,2,13,0,3,1,0,7,8.9,1,1,22,6,11,72,0,0,0,0,63,0,1,0,0,1,0,0,0,0,0.10341423749923706,Jackson Nelson,0,15802,11,West Coast,2020,14,0
7,88,5,1,2,0,0,78,21,32,0,0,1,98,5,0,7,2,0,4,1,0,10,2.2,0,0,57,14,13,92,0,0,0,0,101,0,1,0,0,1,0,0,0,0,0.06656300276517868,James Harmes,0,15803,11,Melbourne,2020,10,0
5,63,2,0,0,2,0,80,57,68,0,1,3,145,1,0,5,2,0,3,0,1,12,7.3,0,2,28,9,5,39,0,0,0,0,104,1,0,0,0,0,0,0,1,0,-0.0014392089797183871,Callum Sinclair,0,15701,4,Sydney,2020,35,0
16,67,3,0,1,0,0,74,84,108,1,1,2,227,4,0,12,6,2,8,1,0,25,9.5,1,0,36,6,6,42,0,0,0,0,76,1,0,1,0,0,0,0,0,0,0.09178032726049423,Jed Anderson,0,15840,16,North Melbourne,2020,13,0
8,57,4,0,0,2,2,84,61,64,0,0,2,264,6,0,4,3,0,3,3,0,7,6.4,1,2,9,14,6,50,0,0,1,0,13,0,1,0,0,1,0,0,0,0,0.060597777366638184,John Noble,0,15783,10,Collingwood,2020,15,0
14,82,3,1,1,3,0,85,60,87,0,0,1,407,5,0,3,13,1,4,1,0,5,8.2,0,2,28,8,9,62,0,0,0,0,208,1,0,0,0,1,0,0,0,0,-0.1412605494260788,Daniel Rich,0,15622,1,Brisbane Lions,2020,44,0
2,50,3,1,0,1,0,71,23,14,0,0,1,81,1,0,4,1,0,0,0,0,9,-4,0,1,5,9,7,51,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0.013613944873213768,Cody Weightman,0,15760,8,Western Bulldogs,2020,27,0
9,50,5,0,1,2,1,92,80,80,0,1,7,271,1,0,4,4,0,4,0,0,15,3,2,2,11,12,10,72,0,0,0,0,216,0,1,0,0,0,0,0,0,1,-0.02442585863173008,Mitch Duncan,0,15828,14,Geelong,2020,41,0
5,63,0,1,0,1,0,66,32,41,0,0,1,157,4,0,2,3,0,1,1,0,3,1,1,1,29,5,6,41,0,0,0,0,2,1,0,0,0,1,0,0,0,0,-0.005079036112874746,Hayden Young,0,15700,3,Fremantle,2020,39,0
4,57,1,0,1,2,0,77,45,69,0,0,4,129,1,2,3,3,1,2,1,1,14,6.9,0,2,24,9,12,81,0,0,0,0,65,1,0,0,0,0,1,0,0,0,-0.011806417256593704,Mitch McGovern,0,15615,1,Carlton,2020,37,0
4,80,0,1,0,2,0,88,26,47,0,0,4,49,1,0,1,1,1,2,0,0,8,6.9,0,1,30,5,10,65,0,0,0,0,63,0,1,0,1,0,0,0,0,0,0.02591310255229473,Mason Cox,0,15825,13,Collingwood,2020,18,0
10,91,1,1,0,0,0,83,71,114,0,2,7,150,1,2,8,4,1,4,0,0,16,16.6,0,0,17,12,11,78,0,0,0,0,61,0,1,0,0,0,1,0,0,0,0.1275244951248169,Cam Rayner,0,15861,18,Brisbane Lions,2020,12,0
4,80,0,1,0,0,0,27,34,40,0,0,2,100,1,1,0,3,1,1,0,1,3,7.7,0,0,3,8,9,62,0,0,0,0,45,0,1,0,1,0,0,0,0,0,0.01051461324095726,Jayden Laverde,0,15765,8,Essendon,2020,31,0
4,57,5,1,3,0,0,72,16,30,0,0,2,133,1,0,2,2,1,4,0,0,12,2.8,0,0,57,6,8,54,0,0,0,0,11,1,0,0,1,0,0,0,0,0,-0.00180294259916991,Tyson Stengle,0,15813,12,Adelaide,2020,25,0
3,50,3,1,0,1,0,70,44,43,0,0,2,72,2,0,0,3,0,1,0,1,9,3.1,0,0,16,7,9,61,0,0,0,0,32,0,1,0,1,0,0,0,0,0,0.018967678770422935,Todd Marshall,0,15865,18,Port Adelaide,2020,27,0
11,52,3,1,1,2,1,85,70,85,1,1,4,450,3,0,4,5,2,5,0,0,10,6.7,0,1,15,6,7,48,0,0,0,0,93,1,0,0,1,0,0,0,0,0,-0.0526556596159935,Jordan De Goey,0,15720,5,Collingwood,2020,43,0
20,77,6,3,5,1,0,89,92,162,5,8,5,353,2,0,8,9,1,11,0,0,20,16.3,1,1,23,6,12,78,1,1,10,0,85,0,1,1,0,0,0,0,0,0,2.9322187900543213,Jack Steele,3,15759,7,St Kilda,2020,1,3
5,71,3,1,1,3,0,88,40,55,0,0,4,176,0,1,1,4,0,1,0,1,10,6.7,0,2,1,11,7,53,0,0,0,0,113,0,1,0,0,0,1,0,0,0,0.028856592252850533,Daniel McStay,0,15810,12,Brisbane Lions,2020,22,0
10,71,2,1,0,0,0,76,60,88,1,1,7,239,2,1,7,5,1,3,0,0,14,9.7,1,0,10,14,9,68,0,1,4,0,32,0,1,0,0,0,1,0,0,0,0.40467551350593567,Zak Butters,0,15819,13,Port Adelaide,2020,6,0
17,71,1,0,0,2,3,100,80,90,0,2,2,477,3,0,4,8,0,5,1,1,16,12,0,0,30,8,9,62,0,1,4,0,204,0,1,0,0,0,0,0,0,1,0.6015717387199402,Andrew Gaff,1,15758,7,West Coast,2020,4,0
8,89,1,4,1,5,0,97,35,65,0,0,2,176,5,0,2,6,0,0,1,0,2,6.6,2,4,12,13,10,73,0,0,0,0,22,0,1,0,0,0,0,0,0,0,0.046444036066532135,Noah Balta,0,15820,13,Richmond,2020,15,0
