kicks,marks,handballs,disposals,effective_disposals,disposal_efficiency_percentage,goals,behinds,hitouts,tackles,rebounds,inside_fifties,clearances,clangers,free_kicks_for,free_kicks_against,contested_possessions,uncontested_possessions,contested_marks,marks_inside_fifty,one_percenters,bounces,goal_assists,time_on_ground_percentage,afl_fantasy_score,supercoach_score,centre_clearances,stoppage_clearances,score_involvements,metres_gained,turnovers,intercepts,tackles_inside_fifty,contest_def_losses,contest_def_one_on_ones,contest_off_one_on_ones,contest_off_wins,def_half_pressure_acts,effective_kicks,f50_ground_ball_gets,ground_ball_gets,hitouts_to_advantage,hitout_win_percentage,intercept_marks,marks_on_lead,pressure_acts,rating_points,ruck_contests,score_launches,shots_at_goal,spoils,match_margin,team_behinds,team_goals,team_score,aa_team,aa_squad,coaches_votes,captain,num_games,prev_season_br_votes,prev_season_games_polled,rolling_avg_votes_per_game,rolling_avg_games_polled,kicks_prop,marks_prop,handballs_prop,disposals_prop,goals_prop,behinds_prop,tackles_prop,inside_fifties_prop,clearances_prop,contested_possessions_prop,uncontested_possessions_prop,contested_marks_prop,marks_inside_fifty_prop,goal_assists_prop,turnovers_prop,shots_at_goal_prop,match_outcome_Loss,match_outcome_Win,player_position_BPR,player_position_C,player_position_CHB,player_position_CHF,player_position_FB,player_position_FF,player_position_FPL,player_position_FPR,player_position_HBFL,player_position_HBFR,player_position_HFFL,player_position_HFFR,player_position_INT,player_position_R,player_position_RK,player_position_RR,player_position_SUB,player_position_WL,player_position_WR,pred,player_name,brownlow_votes,match_id,match_round,player_team,season,pred_rank,predicted_votes
13,6,7,20,17,85,0,0,0,0,6,0,3,3,1,0,6,11,0,0,0,0,0,88,72,82,1,1,4,376,5,8,0,0,1,0,0,7,10,0,5,0,0,2,0,7,6.5,0,2,0,0,24,9,12,81,0,0,0,0,326,2,1,0.20125786163522014,0.10062893081761007,0.04304635761589404,0.0594059405940594,0.03349282296650718,0.03913894324853229,0,0,0,0,0.04918032786885246,0.029411764705882353,0.036544850498338874,0,0,0,0.045454545454545456,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.01763266511261463,Kade Simpson,0,15615,1,Carlton,2020,15,0
12,8,14,26,18,69,0,0,0,0,0,6,5,7,2,4,11,18,0,2,2,0,1,87,78,101,1,4,7,347,7,2,0,0,0,1,0,7,8,1,8,0,0,0,0,17,3.8,0,1,1,0,24,9,12,81,0,0,0,0,269,6,2,0.42911877394636017,0.2222222222222222,0.039735099337748346,0.07920792079207921,0.06698564593301436,0.050880626223091974,0,0,0,0.06451612903225806,0.08196721311475409,0.05392156862745098,0.059800664451827246,0,0.16666666666666666,0.07142857142857142,0.06363636363636363,0.02857142857142857,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.3571210503578186,Marc Murphy,0,15615,1,Carlton,2020,7,0
7,1,8,15,13,87,1,0,0,2,0,6,5,2,1,1,6,10,0,0,2,0,2,90,52,86,4,1,8,312,3,0,0,0,0,0,0,12,5,0,2,0,0,0,0,16,13.2,0,0,2,1,24,9,16,105,0,0,0,0,256,0,0,0.06584362139917696,0.037037037037037035,0.023178807947019868,0.009900990099009901,0.03827751196172249,0.029354207436399216,0.045454545454545456,0,0.03333333333333333,0.06451612903225806,0.08196721311475409,0.029411764705882353,0.03322259136212625,0,0,0.14285714285714285,0.02727272727272727,0.05714285714285714,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05347730964422226,Shane Edwards,0,15615,1,Richmond,2020,13,0
11,3,8,19,12,63,0,2,0,2,4,5,3,6,1,2,9,11,1,0,1,0,0,80,63,94,2,1,7,463,5,2,0,0,0,0,0,11,6,0,7,0,0,0,0,17,9.1,0,1,2,0,24,9,16,105,0,0,0,1,235,6,2,0.5990990990990991,0.28378378378378377,0.03642384105960265,0.0297029702970297,0.03827751196172249,0.03718199608610567,0,0.2,0.03333333333333333,0.053763440860215055,0.04918032786885246,0.04411764705882353,0.036544850498338874,0.125,0,0,0.045454545454545456,0.05714285714285714,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.09770498424768448,Trent Cotchin,0,15615,1,Richmond,2020,9,0
12,3,12,24,18,75,1,1,0,4,0,4,3,3,1,1,8,12,1,1,3,1,2,93,90,126,3,0,8,257,2,3,1,0,0,5,2,4,7,0,3,0,0,0,1,16,15.8,0,1,2,1,24,9,16,105,1,1,4,0,225,23,9,0.8207547169811321,0.38207547169811323,0.039735099337748346,0.0297029702970297,0.05741626794258373,0.046966731898238745,0.045454545454545456,0.1,0.06666666666666667,0.043010752688172046,0.04918032786885246,0.0392156862745098,0.03986710963455149,0.125,0.08333333333333333,0.14285714285714285,0.01818181818181818,0.05714285714285714,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.167508602142334,Dustin Martin,2,15615,1,Richmond,2020,1,3
9,3,5,14,14,100,0,0,0,2,6,0,0,3,1,2,5,8,0,0,5,0,0,98,49,90,0,0,3,300,1,7,0,0,0,0,0,7,9,0,4,0,0,1,0,7,7,0,1,0,4,24,9,16,105,0,0,0,0,130,0,0,0.008264462809917356,0.008264462809917356,0.029801324503311258,0.0297029702970297,0.023923444976076555,0.0273972602739726,0,0,0.03333333333333333,0,0,0.024509803921568627,0.026578073089700997,0,0,0,0.00909090909090909,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3995729861781e-5,David Astbury,0,15615,1,Richmond,2020,23,0
5,4,4,9,7,78,0,1,0,0,1,1,0,0,1,0,4,4,1,0,6,0,0,97,37,64,0,0,1,173,1,7,0,1,5,0,0,2,3,0,2,0,0,3,0,2,8.4,0,1,1,5,24,9,12,81,0,0,0,0,126,0,0,0.056451612903225805,0.024193548387096774,0.016556291390728478,0.039603960396039604,0.019138755980861243,0.01761252446183953,0,0.1,0,0.010752688172043012,0,0.0196078431372549,0.013289036544850499,0.125,0,0,0.00909090909090909,0.02857142857142857,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006092917639762163,Liam Jones,0,15615,1,Carlton,2020,18,0
10,2,6,16,9,56,0,0,0,3,0,4,4,6,1,3,7,8,1,0,1,0,0,86,52,57,3,1,7,269,5,2,0,0,0,0,0,9,5,0,3,0,0,0,0,16,9.5,0,1,0,0,24,9,12,81,0,0,0,0,166,5,2,0.0736196319018405,0.049079754601226995,0.033112582781456956,0.019801980198019802,0.028708133971291867,0.03131115459882583,0,0,0.05,0.043010752688172046,0.06557377049180328,0.03431372549019608,0.026578073089700997,0.125,0,0,0.045454545454545456,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.004430550616234541,Ed Curnow,0,15615,1,Carlton,2020,19,0
11,2,14,25,18,72,1,0,0,5,2,9,2,4,2,2,7,19,0,0,1,0,2,79,89,118,2,1,8,546,9,3,0,0,0,0,0,13,7,0,5,0,0,0,0,25,13.8,0,1,1,0,24,9,16,105,0,0,9,0,156,8,4,0.2671232876712329,0.136986301369863,0.03642384105960265,0.019801980198019802,0.06698564593301436,0.04892367906066536,0.045454545454545456,0,0.08333333333333333,0.0967741935483871,0.03278688524590164,0.03431372549019608,0.06312292358803986,0,0,0.14285714285714285,0.08181818181818182,0.02857142857142857,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9448734521865845,Dion Prestia,3,15615,1,Richmond,2020,2,2
4,0,5,9,7,78,0,1,0,1,0,1,0,2,1,2,6,3,0,0,1,0,0,91,22,55,0,0,6,121,1,0,0,0,0,8,1,0,2,3,5,0,0,0,0,14,7.2,0,0,1,1,24,9,16,105,0,0,0,0,157,3,2,0.22875816993464052,0.11764705882352941,0.013245033112582781,0,0.023923444976076555,0.01761252446183953,0,0.1,0.016666666666666666,0.010752688172043012,0,0.029411764705882353,0.009966777408637873,0,0,0,0.00909090909090909,0.02857142857142857,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.002103365259245038,Tom J. Lynch,0,15615,1,Richmond,2020,26,0
