kicks,marks,handballs,disposals,effective_disposals,disposal_efficiency_percentage,goals,behinds,hitouts,tackles,rebounds,inside_fifties,clearances,clangers,free_kicks_for,free_kicks_against,contested_possessions,uncontested_possessions,contested_marks,marks_inside_fifty,one_percenters,bounces,goal_assists,time_on_ground_percentage,afl_fantasy_score,supercoach_score,centre_clearances,stoppage_clearances,score_involvements,metres_gained,turnovers,intercepts,tackles_inside_fifty,contest_def_losses,contest_def_one_on_ones,contest_off_one_on_ones,contest_off_wins,def_half_pressure_acts,effective_kicks,f50_ground_ball_gets,ground_ball_gets,hitouts_to_advantage,hitout_win_percentage,intercept_marks,marks_on_lead,pressure_acts,rating_points,ruck_contests,score_launches,shots_at_goal,spoils,match_margin,team_behinds,team_goals,team_score,aa_team,aa_squad,coaches_votes,captain,kicks_prop,marks_prop,handballs_prop,disposals_prop,goals_prop,behinds_prop,tackles_prop,inside_fifties_prop,clearances_prop,contested_possessions_prop,uncontested_possessions_prop,contested_marks_prop,marks_inside_fifty_prop,goal_assists_prop,turnovers_prop,shots_at_goal_prop,match_outcome_Loss,match_outcome_Win,player_position_BPR,player_position_C,player_position_CHB,player_position_CHF,player_position_FB,player_position_FF,player_position_FPL,player_position_FPR,player_position_HBFL,player_position_HBFR,player_position_HFFL,player_position_HFFR,player_position_INT,player_position_R,player_position_RK,player_position_RR,player_position_SUB,player_position_WL,player_position_WR,pred,player_name,brownlow_votes,match_id,match_round,player_team,season,pred_rank,predicted_votes
7,1,4,11,4,36,0,0,0,5,0,3,0,5,0,2,6,4,0,0,0,0,1,88,46,47,0,0,2,262,4,2,1,0,0,1,0,5,2,2,5,0,0,0,0,21,4.6,0,0,0,0,30,8,6,44,0,0,0,0,0.020172910662824207,0.009009009009009009,0.022099447513812154,0.020833333333333332,0,0,0.045871559633027525,0.03571428571428571,0,0.02390438247011952,0.015810276679841896,0,0,0.1,0.032520325203252036,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.0016721626743674278,Jamie Cripps,0,15662,3,West Coast,2020,29,0
15,2,17,32,21,66,2,0,0,7,2,5,6,1,1,0,15,14,0,1,1,0,0,92,126,166,2,4,6,463,6,4,0,0,0,0,0,7,8,0,10,0,0,0,0,23,17.7,0,2,2,1,30,14,10,74,1,1,10,0,0.043227665706051875,0.018018018018018018,0.09392265193370165,0.06060606060606061,0.125,0,0.06422018348623854,0.05952380952380952,0.08695652173913043,0.05976095617529881,0.05533596837944664,0,0.0625,0,0.04878048780487805,0.05128205128205128,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.3596909046173096,Lachie Neale,0,15662,3,Brisbane Lions,2020,1,3
18,2,7,25,13,52,0,0,0,5,3,5,7,3,2,0,13,10,0,0,0,0,0,87,96,114,1,6,6,395,6,3,0,0,0,0,0,4,8,0,7,0,0,1,0,30,11.7,0,2,0,0,30,14,10,74,0,0,0,0,0.05187319884726225,0.018018018018018018,0.03867403314917127,0.04734848484848485,0,0,0.045871559633027525,0.05952380952380952,0.10144927536231885,0.05179282868525897,0.039525691699604744,0,0,0,0.04878048780487805,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.12696707248687744,Jarryd Lyons,0,15662,3,Brisbane Lions,2020,7,0
9,1,7,16,8,50,0,0,0,6,1,3,3,7,0,3,10,6,1,0,1,0,0,80,59,71,0,3,1,182,4,3,0,0,0,0,0,10,3,1,8,0,0,1,0,22,3.1,0,1,0,1,30,8,6,44,0,0,0,0,0.025936599423631124,0.009009009009009009,0.03867403314917127,0.030303030303030304,0,0,0.05504587155963303,0.03571428571428571,0.043478260869565216,0.0398406374501992,0.023715415019762844,0.07692307692307693,0,0,0.032520325203252036,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014367574825882912,Elliot Yeo,0,15662,3,West Coast,2020,13,0
3,1,6,9,5,56,0,2,0,3,0,0,1,1,0,0,8,0,1,1,2,0,1,88,38,71,0,1,8,28,0,0,1,0,0,1,1,1,0,5,7,0,0,0,0,6,3.3,0,1,3,0,30,14,10,74,0,0,0,0,0.008645533141210375,0.009009009009009009,0.03314917127071823,0.017045454545454544,0,0.125,0.027522935779816515,0,0.014492753623188406,0.03187250996015936,0,0.07692307692307693,0.0625,0.1,0,0.07692307692307693,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.008792667649686337,Lincoln McCarthy,0,15662,3,Brisbane Lions,2020,38,0
2,0,10,12,7,58,0,0,0,2,0,0,3,2,0,0,9,4,0,0,2,0,0,75,34,56,1,2,1,-71,3,3,0,0,0,0,0,8,0,0,8,0,0,0,0,13,5,0,0,0,0,30,8,6,44,0,0,0,0,0.005763688760806916,0,0.055248618784530384,0.022727272727272728,0,0,0.01834862385321101,0,0.043478260869565216,0.035856573705179286,0.015810276679841896,0,0,0,0.024390243902439025,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.02243715152144432,Dom Sheed,0,15662,3,West Coast,2020,10,0
10,4,1,11,8,73,0,0,0,0,2,3,0,2,0,0,3,7,0,0,11,0,0,95,44,74,0,0,2,212,3,7,0,1,5,0,0,5,7,0,3,0,0,1,0,6,7.7,0,0,0,9,30,14,10,74,0,0,1,0,0.02881844380403458,0.036036036036036036,0.0055248618784530384,0.020833333333333332,0,0,0,0.03571428571428571,0,0.01195219123505976,0.02766798418972332,0,0,0,0.024390243902439025,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017518384382128716,Darcy Gardiner,0,15662,3,Brisbane Lions,2020,12,0
4,2,1,5,3,60,1,0,0,2,0,1,0,3,2,2,3,3,0,1,0,0,0,95,30,46,0,0,1,112,3,2,0,0,0,2,0,1,3,1,2,0,0,0,2,5,2.6,0,1,2,0,30,14,10,74,0,0,0,0,0.011527377521613832,0.018018018018018018,0.0055248618784530384,0.00946969696969697,0.0625,0,0.01834862385321101,0.011904761904761904,0,0.01195219123505976,0.011857707509881422,0,0.0625,0,0.024390243902439025,0.05128205128205128,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-8.676553843542933e-4,Charlie Cameron,0,15662,3,Brisbane Lions,2020,23,0
10,3,6,16,13,81,0,1,0,1,2,2,8,1,1,1,7,5,0,0,0,0,0,64,54,73,5,3,4,213,2,2,0,0,0,0,0,5,7,1,6,0,0,0,0,11,8.6,0,2,1,0,30,14,10,74,0,0,0,0,0.02881844380403458,0.02702702702702703,0.03314917127071823,0.030303030303030304,0,0.0625,0.009174311926605505,0.023809523809523808,0.11594202898550725,0.027888446215139442,0.019762845849802372,0,0,0,0.016260162601626018,0.02564102564102564,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.003831042442470789,Cameron Ellis-Yolmen,0,15662,3,Brisbane Lions,2020,16,0
3,3,3,6,4,67,1,0,0,0,0,0,0,3,0,0,4,3,1,1,0,0,0,97,30,40,0,0,3,18,2,1,0,0,0,3,0,0,2,0,3,0,0,0,0,6,-1.5,0,0,1,0,30,14,10,74,0,0,0,0,0.008645533141210375,0.02702702702702703,0.016574585635359115,0.011363636363636364,0.0625,0,0,0,0,0.01593625498007968,0.011857707509881422,0.07692307692307693,0.0625,0,0.016260162601626018,0.02564102564102564,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0030336284544318914,Daniel McStay,0,15662,3,Brisbane Lions,2020,36,0
9,2,1,10,7,70,0,0,0,2,4,1,0,2,1,1,7,3,0,0,3,0,0,82,41,71,0,0,1,165,2,7,0,0,1,0,0,5,6,0,6,0,0,0,0,5,8.6,0,1,0,2,30,8,6,44,0,0,0,0,0.025936599423631124,0.018018018018018018,0.0055248618784530384,0.01893939393939394,0,0,0.01834862385321101,0.011904761904761904,0,0.027888446215139442,0.011857707509881422,0,0,0,0.016260162601626018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.002040780847892165,Liam Duggan,0,15662,3,West Coast,2020,31,0
9,2,4,13,7,54,0,1,0,1,0,1,1,0,1,0,9,4,1,0,1,0,1,84,47,72,0,1,3,192,1,1,0,0,0,0,0,6,3,1,7,0,0,0,0,10,6.7,0,0,2,0,30,8,6,44,0,0,0,0,0.025936599423631124,0.018018018018018018,0.022099447513812154,0.02462121212121212,0,0.0625,0.009174311926605505,0.011904761904761904,0.014492753623188406,0.035856573705179286,0.015810276679841896,0.07692307692307693,0,0.1,0.008130081300813009,0.05128205128205128,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0012015048414468765,Brendon Ah Chee,0,15662,3,West Coast,2020,26,0
8,3,0,8,6,75,0,0,0,0,4,0,0,0,2,0,3,5,0,0,13,0,0,99,35,94,0,0,2,126,0,6,0,2,4,0,0,2,6,0,0,0,0,2,0,2,10.9,0,1,0,11,30,14,10,74,1,1,0,0,0.023054755043227664,0.02702702702702703,0,0.015151515151515152,0,0,0,0,0,0.01195219123505976,0.019762845849802372,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021656369790434837,Harris Andrews,0,15662,3,Brisbane Lions,2020,11,0
2,1,0,2,2,100,0,0,0,1,0,2,0,0,0,0,1,1,0,0,12,0,0,87,13,52,0,0,0,96,1,2,0,0,3,0,0,3,2,0,1,0,0,1,0,3,4.4,0,0,0,10,30,8,6,44,0,0,0,0,0.005763688760806916,0.009009009009009009,0,0.003787878787878788,0,0,0.009174311926605505,0.023809523809523808,0,0.00398406374501992,0.003952569169960474,0,0,0,0.008130081300813009,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.002040780847892165,Tom Barrass,0,15662,3,West Coast,2020,32,0
5,1,4,9,2,22,0,1,0,4,2,1,0,4,0,1,5,4,0,0,2,0,0,84,40,42,0,0,2,160,3,4,0,0,0,1,0,8,0,0,5,0,0,0,0,11,-0.5,0,0,1,1,30,14,10,74,0,0,0,0,0.01440922190201729,0.009009009009009009,0.022099447513812154,0.017045454545454544,0,0.0625,0.03669724770642202,0.011904761904761904,0,0.0199203187250996,0.015810276679841896,0,0,0,0.024390243902439025,0.02564102564102564,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-4.025937960250303e-5,Callum Ah Chee,0,15662,3,Brisbane Lions,2020,19,0
9,4,3,12,5,42,0,2,0,1,0,5,0,2,1,0,6,5,0,0,2,0,1,95,52,66,0,0,5,298,4,3,0,0,0,4,1,0,4,0,5,0,0,1,1,7,5.5,0,1,2,2,30,14,10,74,0,0,0,0,0.025936599423631124,0.036036036036036036,0.016574585635359115,0.022727272727272728,0,0.125,0.009174311926605505,0.05952380952380952,0,0.02390438247011952,0.019762845849802372,0,0,0.1,0.032520325203252036,0.05128205128205128,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.019761687144637108,Eric Hipwood,0,15662,3,Brisbane Lions,2020,42,0
1,0,5,6,3,50,0,0,14,1,0,0,2,3,1,2,5,1,0,0,2,0,0,39,26,37,1,1,0,2,2,0,0,0,0,0,0,1,1,0,4,3,35.9,0,0,6,3.7,39,0,0,1,30,14,10,74,0,0,0,0,0.002881844380403458,0,0.027624309392265192,0.011363636363636364,0,0,0.009174311926605505,0,0.028985507246376812,0.0199203187250996,0.003952569169960474,0,0,0,0.016260162601626018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-4.025937960250303e-5,Archie Smith,0,15662,3,Brisbane Lions,2020,20,0
9,3,4,13,10,77,3,2,0,5,0,3,3,0,3,0,6,8,0,0,3,0,0,78,87,127,0,3,7,311,1,1,1,0,0,1,0,8,6,2,3,0,0,0,1,25,16.7,0,2,5,0,30,14,10,74,0,0,6,0,0.025936599423631124,0.02702702702702703,0.022099447513812154,0.02462121212121212,0.1875,0.125,0.045871559633027525,0.03571428571428571,0.043478260869565216,0.02390438247011952,0.03162055335968379,0,0,0,0.008130081300813009,0.1282051282051282,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.8457897305488586,Jarrod Berry,0,15662,3,Brisbane Lions,2020,4,0
20,4,6,26,14,54,0,2,0,5,1,8,3,2,2,0,12,14,0,0,2,0,2,88,108,155,0,3,10,616,7,5,0,0,0,0,0,7,11,1,10,0,0,0,1,17,19.1,0,3,2,0,30,14,10,74,0,1,8,0,0.05763688760806916,0.036036036036036036,0.03314917127071823,0.04924242424242424,0,0.125,0.045871559633027525,0.09523809523809523,0.043478260869565216,0.04780876494023904,0.05533596837944664,0,0,0.2,0.056910569105691054,0.05128205128205128,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.762383222579956,Hugh McCluggage,0,15662,3,Brisbane Lions,2020,2,2
5,1,3,8,4,50,0,1,0,4,0,3,0,1,1,1,5,3,1,1,3,0,0,77,39,60,0,0,3,134,2,2,1,0,0,1,0,3,1,0,3,0,0,0,0,14,5.5,0,1,1,2,30,14,10,74,0,0,0,0,0.01440922190201729,0.009009009009009009,0.016574585635359115,0.015151515151515152,0,0.0625,0.03669724770642202,0.03571428571428571,0,0.0199203187250996,0.011857707509881422,0.07692307692307693,0.0625,0,0.016260162601626018,0.02564102564102564,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-8.795351022854447e-4,Cam Rayner,0,15662,3,Brisbane Lions,2020,24,0
11,1,6,17,5,29,0,0,0,4,2,3,1,5,0,1,7,10,0,0,1,0,1,86,61,61,1,0,2,307,7,3,0,0,0,0,0,7,2,0,7,0,0,0,0,18,7.7,0,0,0,0,30,8,6,44,0,0,0,0,0.03170028818443804,0.009009009009009009,0.03314917127071823,0.032196969696969696,0,0,0.03669724770642202,0.03571428571428571,0.014492753623188406,0.027888446215139442,0.039525691699604744,0,0,0.1,0.056910569105691054,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0016943404916673899,Tim Kelly,0,15662,3,West Coast,2020,17,0
4,2,2,6,5,83,3,0,0,1,1,1,1,1,1,1,2,4,0,2,1,0,0,71,42,74,0,1,4,72,1,0,0,0,0,0,0,4,4,1,1,0,0,0,0,9,8.3,0,0,3,0,30,8,6,44,1,1,0,0,0.011527377521613832,0.018018018018018018,0.011049723756906077,0.011363636363636364,0.1875,0,0.009174311926605505,0.011904761904761904,0.014492753623188406,0.00796812749003984,0.015810276679841896,0,0.125,0,0.008130081300813009,0.07692307692307693,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.10367880761623383,Liam Ryan,0,15662,3,West Coast,2020,8,0
5,2,5,10,5,50,1,1,0,2,0,2,1,2,0,2,4,6,0,1,0,0,0,77,40,59,0,1,5,151,2,0,2,0,0,1,1,0,2,1,3,0,0,0,1,10,8.5,0,1,2,0,30,14,10,74,0,0,0,0,0.01440922190201729,0.018018018018018018,0.027624309392265192,0.01893939393939394,0.0625,0.0625,0.01834862385321101,0.023809523809523808,0.014492753623188406,0.01593625498007968,0.023715415019762844,0,0.0625,0,0.016260162601626018,0.05128205128205128,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0056011974811553955,Zac Bailey,0,15662,3,Brisbane Lions,2020,14,0
8,1,3,11,7,64,1,0,16,0,2,2,2,3,2,2,10,0,1,1,3,0,0,71,51,132,1,1,5,159,2,3,0,1,1,3,1,4,4,1,4,10,32,0,0,5,11.3,50,3,2,1,30,14,10,74,0,0,0,0,0.023054755043227664,0.009009009009009009,0.016574585635359115,0.020833333333333332,0.0625,0,0,0.023809523809523808,0.028985507246376812,0.0398406374501992,0,0.07692307692307693,0.0625,0,0.016260162601626018,0.05128205128205128,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.36731013655662537,Oscar McInerney,0,15662,3,Brisbane Lions,2020,6,0
3,1,4,7,6,86,0,0,0,3,0,0,1,1,1,0,4,3,1,0,1,0,0,70,33,45,0,1,1,84,0,1,2,0,0,0,0,2,2,0,1,0,0,0,0,8,5.4,0,0,0,1,30,8,6,44,0,0,0,0,0.008645533141210375,0.009009009009009009,0.022099447513812154,0.013257575757575758,0,0,0.027522935779816515,0,0.014492753623188406,0.01593625498007968,0.011857707509881422,0.07692307692307693,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0012015048414468765,Jack Petruccelle,0,15662,3,West Coast,2020,27,0
12,8,2,14,8,57,0,0,0,1,2,4,1,4,0,0,4,9,2,1,2,0,0,85,68,75,0,1,4,373,5,4,0,0,0,0,0,5,7,0,2,0,0,3,1,6,8.1,0,2,0,2,30,8,6,44,0,0,0,0,0.0345821325648415,0.07207207207207207,0.011049723756906077,0.026515151515151516,0,0,0.009174311926605505,0.047619047619047616,0.014492753623188406,0.01593625498007968,0.03557312252964427,0.15384615384615385,0.0625,0,0.04065040650406504,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.058619964867830276,Jarrod Brander,0,15662,3,West Coast,2020,43,0
3,1,5,8,4,50,0,1,7,2,1,0,1,1,2,0,5,3,1,1,2,0,0,45,40,40,0,1,2,91,1,1,0,1,2,0,0,6,0,0,2,0,20.6,0,0,8,2.6,34,1,2,1,30,8,6,44,0,0,0,0,0.008645533141210375,0.009009009009009009,0.027624309392265192,0.015151515151515152,0,0.0625,0.01834862385321101,0,0.014492753623188406,0.0199203187250996,0.011857707509881422,0.07692307692307693,0.0625,0,0.008130081300813009,0.05128205128205128,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-5.719942855648696e-4,Oscar Allen,0,15662,3,West Coast,2020,22,0
9,3,3,12,7,58,1,0,0,3,2,2,1,1,0,0,6,6,0,1,2,0,0,81,60,89,0,1,3,279,2,5,0,0,1,0,0,4,6,0,6,0,0,1,0,8,7.3,0,1,1,1,30,14,10,74,0,0,0,0,0.025936599423631124,0.02702702702702703,0.016574585635359115,0.022727272727272728,0.0625,0,0.027522935779816515,0.023809523809523808,0.014492753623188406,0.02390438247011952,0.023715415019762844,0,0.0625,0,0.016260162601626018,0.02564102564102564,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.0014971659984439611,Brandon Starcevich,0,15662,3,Brisbane Lions,2020,28,0
5,0,0,5,1,20,0,0,0,2,3,2,0,2,1,0,1,3,0,0,3,0,0,74,24,17,0,0,1,152,3,1,0,0,1,0,0,4,1,0,0,0,0,0,0,6,1,0,1,0,3,30,8,6,44,0,0,0,0,0.01440922190201729,0,0,0.00946969696969697,0,0,0.01834862385321101,0.023809523809523808,0,0.00398406374501992,0.011857707509881422,0,0,0,0.024390243902439025,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.002040780847892165,Josh Rotham,0,15662,3,West Coast,2020,33,0
2,1,2,4,0,0,0,0,0,2,0,0,0,2,0,1,3,1,0,0,0,0,0,61,18,21,0,0,0,42,4,1,1,0,0,1,0,2,0,1,3,0,0,0,1,12,-0.2,0,0,0,0,30,14,10,74,0,0,0,0,0.005763688760806916,0.009009009009009009,0.011049723756906077,0.007575757575757576,0,0,0.01834862385321101,0,0,0.01195219123505976,0.003952569169960474,0,0,0,0.032520325203252036,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-4.025937960250303e-5,Thomas Berry,0,15662,3,Brisbane Lions,2020,21,0
8,2,6,14,7,50,0,1,0,4,0,4,3,4,1,2,8,7,0,0,1,0,0,90,54,64,1,2,3,280,6,2,1,1,1,0,0,2,1,1,7,0,0,0,0,12,6.8,0,1,1,0,2,11,11,77,0,0,0,0,0.023668639053254437,0.014925373134328358,0.03208556149732621,0.02666666666666667,0,0.07692307692307693,0.038461538461538464,0.05,0.04838709677419355,0.035555555555555556,0.023728813559322035,0,0,0,0.05084745762711865,0.02127659574468085,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.007022848818451166,Gary Ablett,0,15663,3,Geelong,2020,15,0
9,6,1,10,7,70,0,0,0,2,2,1,0,1,0,1,1,9,0,0,3,1,0,82,52,58,0,0,3,215,4,2,0,0,0,0,0,7,6,0,1,0,0,1,0,9,3.1,0,0,0,1,2,7,12,79,0,0,0,0,0.026627218934911243,0.04477611940298507,0.0053475935828877,0.01904761904761905,0,0,0.019230769230769232,0.0125,0,0.0044444444444444444,0.030508474576271188,0,0,0,0.03389830508474576,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-8.795351022854447e-4,Kade Simpson,0,15663,3,Carlton,2020,28,0
11,3,1,12,7,58,2,0,0,2,0,3,1,1,1,0,5,6,0,3,1,0,3,87,65,113,0,1,7,271,2,1,0,0,0,0,0,1,6,1,3,0,0,0,1,10,15.9,0,0,4,0,2,7,12,79,0,0,3,0,0.03254437869822485,0.022388059701492536,0.0053475935828877,0.022857142857142857,0.08695652173913043,0,0.019230769230769232,0.0375,0.016129032258064516,0.022222222222222223,0.020338983050847456,0,0.12,0.1875,0.01694915254237288,0.0851063829787234,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0017618609126657248,Eddie Betts,0,15663,3,Carlton,2020,17,0
7,4,4,11,10,91,2,0,0,1,0,2,1,1,0,1,4,7,0,1,0,1,1,78,54,78,0,1,6,164,1,1,0,0,0,0,0,6,6,0,4,0,0,0,0,14,10.7,0,0,2,0,2,7,12,79,0,0,0,0,0.020710059171597635,0.029850746268656716,0.0213903743315508,0.02095238095238095,0.08695652173913043,0,0.009615384615384616,0.025,0.016129032258064516,0.017777777777777778,0.023728813559322035,0,0.04,0.0625,0.00847457627118644,0.0425531914893617,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.00239548459649086,Marc Murphy,0,15663,3,Carlton,2020,34,0
11,0,7,18,10,56,1,2,0,4,1,4,2,5,2,2,6,11,0,0,2,0,0,90,67,93,0,2,4,299,6,2,0,0,1,1,0,7,5,1,5,0,0,0,0,13,0.4,0,2,3,1,2,11,11,77,0,0,0,1,0.03254437869822485,0,0.0374331550802139,0.03428571428571429,0.043478260869565216,0.15384615384615385,0.038461538461538464,0.05,0.03225806451612903,0.02666666666666667,0.03728813559322034,0,0,0,0.05084745762711865,0.06382978723404255,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.15922442078590393,Joel Selwood,0,15663,3,Geelong,2020,5,0
6,4,5,11,6,55,2,1,0,2,0,0,1,3,0,1,6,5,0,4,0,0,2,94,58,97,0,1,6,143,3,0,2,0,0,4,1,0,3,2,4,0,0,0,2,11,9.1,7,1,4,0,2,11,11,77,1,1,0,0,0.01775147928994083,0.029850746268656716,0.026737967914438502,0.02095238095238095,0.08695652173913043,0.07692307692307693,0.019230769230769232,0,0.016129032258064516,0.02666666666666667,0.01694915254237288,0,0.16,0.125,0.025423728813559324,0.0851063829787234,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02564801648259163,Tom Hawkins,0,15663,3,Geelong,2020,11,0
7,3,4,11,8,73,1,0,0,0,1,1,0,1,1,0,4,8,0,1,5,0,0,83,45,69,0,0,1,55,2,4,0,0,2,0,0,1,5,0,3,0,0,1,0,2,6,0,0,1,5,2,11,11,77,0,0,0,0,0.020710059171597635,0.022388059701492536,0.0213903743315508,0.02095238095238095,0.043478260869565216,0,0,0.0125,0,0.017777777777777778,0.02711864406779661,0,0.04,0,0.01694915254237288,0.02127659574468085,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0033206171356141567,Harry Taylor,0,15663,3,Geelong,2020,39,0
12,2,9,21,10,48,0,1,0,4,2,4,5,5,1,2,10,11,0,1,0,0,0,87,72,75,3,2,8,471,8,2,1,0,1,2,1,8,4,1,8,0,0,0,0,14,7.3,0,3,2,0,2,11,11,77,1,1,0,0,0.03550295857988166,0.014925373134328358,0.0481283422459893,0.04,0,0.07692307692307693,0.038461538461538464,0.05,0.08064516129032258,0.044444444444444446,0.03728813559322034,0,0.04,0,0.06779661016949153,0.0425531914893617,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13284613192081451,Patrick Dangerfield,0,15663,3,Geelong,2020,8,0
4,1,2,6,4,67,0,0,0,1,0,1,1,2,1,1,2,3,0,0,0,0,0,77,21,20,1,0,2,58,1,0,0,0,0,0,0,3,3,0,1,0,0,0,0,10,1.7,0,0,0,0,2,11,11,77,0,0,0,0,0.011834319526627219,0.007462686567164179,0.0106951871657754,0.011428571428571429,0,0,0.009615384615384616,0.0125,0.016129032258064516,0.008888888888888889,0.010169491525423728,0,0,0,0.00847457627118644,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0012015048414468765,Jack Steven,0,15663,3,Geelong,2020,30,0
13,5,11,24,15,63,0,2,0,3,3,3,3,0,0,0,8,15,0,1,1,0,1,92,90,123,1,2,5,380,0,4,0,0,0,0,0,3,6,1,8,0,0,1,1,9,9,0,2,2,0,2,11,11,77,0,0,0,0,0.038461538461538464,0.03731343283582089,0.058823529411764705,0.045714285714285714,0,0.15384615384615385,0.028846153846153848,0.0375,0.04838709677419355,0.035555555555555556,0.05084745762711865,0,0.04,0.0625,0,0.0425531914893617,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.15903517603874207,Mitch Duncan,0,15663,3,Geelong,2020,6,0
8,4,2,10,7,70,2,1,0,5,0,2,0,1,1,0,7,4,3,2,1,0,1,87,74,106,0,0,6,212,2,1,2,0,0,6,1,4,6,2,3,0,0,0,0,9,16.7,0,0,3,1,2,11,11,77,0,0,1,0,0.023668639053254437,0.029850746268656716,0.0106951871657754,0.01904761904761905,0.08695652173913043,0.07692307692307693,0.04807692307692308,0.025,0,0.03111111111111111,0.013559322033898305,0.17647058823529413,0.08,0.0625,0.01694915254237288,0.06382978723404255,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024502059444785118,Gary Rohan,0,15663,3,Geelong,2020,12,0
5,1,5,10,7,70,1,0,17,0,1,3,4,3,2,2,5,3,0,0,4,0,0,80,47,70,1,3,4,180,1,1,0,0,0,1,1,4,3,0,3,4,34,1,0,7,13.7,50,3,2,2,2,11,11,77,0,0,0,0,0.014792899408284023,0.007462686567164179,0.026737967914438502,0.01904761904761905,0.043478260869565216,0,0,0.0375,0.06451612903225806,0.022222222222222223,0.010169491525423728,0,0,0,0.00847457627118644,0.0425531914893617,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.0026911073364317417,Rhys Stanley,0,15663,3,Geelong,2020,38,0
4,3,1,5,3,60,0,0,0,2,0,0,0,1,0,0,4,2,1,0,15,0,0,93,31,69,0,0,0,19,2,5,0,1,8,0,0,7,3,0,1,0,0,2,0,8,9.7,0,0,0,13,2,7,12,79,0,0,0,0,0.011834319526627219,0.022388059701492536,0.0053475935828877,0.009523809523809525,0,0,0.019230769230769232,0,0,0.017777777777777778,0.006779661016949152,0.058823529411764705,0,0,0.01694915254237288,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013193420600146055,Liam Jones,0,15663,3,Carlton,2020,18,0
