player_team,actual_votes,predicted_votes,coaches_votes,prediction_sum,votes_accuracy
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,62
Geelong,64,80,335,80,61
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,63
Geelong,64,80,335,80,64
Geelong,64,80,335,80,63
Geelong,64,80,335,80,64
Geelong,64,80,335,80,62
Geelong,64,80,335,80,64
Geelong,64,80,335,80,62
Geelong,64,80,335,80,62
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,61
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,63
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,63
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,63
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,63
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,61
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,63
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,62
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,61
Geelong,64,80,335,80,64
Geelong,64,80,335,80,63
Geelong,64,80,335,80,64
Geelong,64,80,335,80,61
Geelong,64,80,335,80,62
Geelong,64,80,335,80,64
Geelong,64,80,335,80,63
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,63
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,63
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,61
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,61
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,62
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,63
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,62
Geelong,64,80,335,80,64
Geelong,64,80,335,80,61
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,63
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,63
Geelong,64,80,335,80,64
Geelong,64,80,335,80,63
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,63
Geelong,64,80,335,80,63
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,63
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,61
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,61
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,63
Geelong,64,80,335,80,64
Geelong,64,80,335,80,63
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,62
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,63
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,61
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,61
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,61
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,62
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Geelong,64,80,335,80,64
Brisbane Lions,65,74,330,74,65
Brisbane Lions,65,74,330,74,65
Brisbane Lions,65,74,330,74,65
Brisbane Lions,65,74,330,74,65
Brisbane Lions,65,74,330,74,65
Brisbane Lions,65,74,330,74,65
Brisbane Lions,65,74,330,74,65
Brisbane Lions,65,74,330,74,65
Brisbane Lions,65,74,330,74,65
Brisbane Lions,65,74,330,74,65
Brisbane Lions,65,74,330,74,65
Brisbane Lions,65,74,330,74,65
Brisbane Lions,65,74,330,74,65
Brisbane Lions,65,74,330,74,62
Brisbane Lions,65,74,330,74,65
Brisbane Lions,65,74,330,74,65
Brisbane Lions,65,74,330,74,65
Brisbane Lions,65,74,330,74,65
Brisbane Lions,65,74,330,74,65
Brisbane Lions,65,74,330,74,65
Brisbane Lions,65,74,330,74,65
Brisbane Lions,65,74,330,74,65
Brisbane Lions,65,74,330,74,65
Brisbane Lions,65,74,330,74,65
Brisbane Lions,65,74,330,74,65
Brisbane Lions,65,74,330,74,65
Brisbane Lions,65,74,330,74,65
Brisbane Lions,65,74,330,74,65
Brisbane Lions,65,74,330,74,65
Brisbane Lions,65,74,330,74,65
Brisbane Lions,65,74,330,74,65
Brisbane Lions,65,74,330,74,65
Brisbane Lions,65,74,330,74,65
Brisbane Lions,65,74,330,74,65
Brisbane Lions,65,74,330,74,65
Brisbane Lions,65,74,330,74,65
Brisbane Lions,65,74,330,74,65
Brisbane Lions,65,74,330,74,65
Brisbane Lions,65,74,330,74,65
Brisbane Lions,65,74,330,74,65
Brisbane Lions,65,74,330,74,65
Brisbane Lions,65,74,330,74,65
Brisbane Lions,65,74,330,74,65
Brisbane Lions,65,74,330,74,65
Brisbane Lions,65,74,330,74,65
Brisbane Lions,65,74,330,74,65
Brisbane Lions,65,74,330,74,65
Brisbane Lions,65,74,330,74,65
Brisbane Lions,65,74,330,74,65
Brisbane Lions,65,74,330,74,65
Brisbane Lions,65,74,330,74,65
Brisbane Lions,65,74,330,74,64
Brisbane Lions,65,74,330,74,65
Brisbane Lions,65,74,330,74,65
Brisbane Lions,65,74,330,74,65
Brisbane Lions,65,74,330,74,65
Brisbane Lions,65,74,330,74,65
Brisbane Lions,65,74,330,74,65
Brisbane Lions,65,74,330,74,65
Brisbane Lions,65,74,330,74,65
Brisbane Lions,65,74,330,74,65
Brisbane Lions,65,74,330,74,62
Brisbane Lions,65,74,330,74,64
Brisbane Lions,65,74,330,74,65
Brisbane Lions,65,74,330,74,65
Brisbane Lions,65,74,330,74,65
Brisbane Lions,65,74,330,74,65
Brisbane Lions,65,74,330,74,64
Brisbane Lions,65,74,330,74,65
Brisbane Lions,65,74,330,74,65
Brisbane Lions,65,74,330,74,65
Brisbane Lions,65,74,330,74,65
Brisbane Lions,65,74,330,74,65
Brisbane Lions,65,74,330,74,65
Brisbane Lions,65,74,330,74,65
Brisbane Lions,65,74,330,74,65
Brisbane Lions,65,74,330,74,65
Brisbane Lions,65,74,330,74,65
Brisbane Lions,65,74,330,74,65
Brisbane Lions,65,74,330,74,65
Brisbane Lions,65,74,330,74,65
Brisbane Lions,65,74,330,74,65
Brisbane Lions,65,74,330,74,65
Brisbane Lions,65,74,330,74,62
Brisbane Lions,65,74,330,74,65
