Feature,Gain,Cover,Frequency
coaches_votes,0.4255007944983676,0.08912857688500764,0.033195307108350586
afl_fantasy_score,0.06584884950445583,0.07273954741496286,0.04679089026915114
supercoach_score,0.06078332867778621,0.06909387146860814,0.04768806073153899
disposals_prop,0.031144744381000667,0.0654187085596262,0.0494824016563147
rating_points,0.026439041691639728,0.05136307411034265,0.05403726708074534
goals_prop,0.025997276427683166,0.045362898867837044,0.029675638371290544
contested_possessions_prop,0.025464321260491328,0.05339953022939152,0.049827467218771564
num_games,0.02500348346943137,0.04309004812529004,0.054382332643202205
turnovers_prop,0.024996644383795303,0.04486245349780247,0.052795031055900624
tackles_prop,0.02496133030458799,0.04255897873326984,0.051207729468599035
uncontested_possessions_prop,0.023783494664854014,0.04156681528586428,0.04927536231884058
marks_prop,0.02370538676305314,0.04106024994811175,0.05037957211870255
handballs_prop,0.023698328123809106,0.0366843109679478,0.0474120082815735
kicks_prop,0.022532528705133517,0.04766763494946199,0.047757073844030364
metres_gained,0.021801996467818715,0.04256220652198484,0.04734299516908213
match_margin,0.02137536211992826,0.01850552955073937,0.041338854382332646
clearances_prop,0.019755795982496216,0.03572433914655115,0.038923395445134575
inside_fifties_prop,0.019312370988988272,0.029674715430366375,0.045065562456866805
shots_at_goal_prop,0.01816692634915517,0.020700010815144346,0.032712215320910974
contested_marks_prop,0.011501172492186525,0.017687431733868095,0.021532091097308487
goal_assists_prop,0.009732104781100278,0.017334475643912634,0.02132505175983437
marks_inside_fifty_prop,0.009553155605436266,0.011798584072508599,0.017736369910282955
behinds_prop,0.008366632797327892,0.012735381826476981,0.017943409247757072
score_launches,0.007432423121433815,0.008819129313473138,0.015734989648033125
match_outcome_Win,0.005861110962918527,0.010828138238152204,0.005244996549344376
match_outcome_Loss,0.004257742674549368,0.009870383744789516,0.005175983436853002
aa_team,0.002891570026694998,0.002833984825456553,0.005314009661835749
aa_squad,0.002601003867118401,0.0051633717855682285,0.0051069703243616284
player_position_final_C,0.0015604054652859224,0.0019398153388273985,0.0033126293995859213
player_position_final_W,0.0014713888333225038,0.0013377940741539644,0.003036576949620428
captain,0.0012866263709395583,0.0017978944766163922,0.002484472049689441
player_position_final_HF,0.0012000937214537856,0.0020188206289082538,0.0027605244996549345
player_position_final_HB,9.78808593745709e-4,0.0029071988828835147,0.0016563146997929607
player_position_final_F,5.298588044533126e-4,7.443479173215927e-4,0.001518288474810214
player_position_final_RK,5.038971175575187e-4,0.0010197469887726148,8.281573498964803e-4
