player_name,player_team,actual_votes,predicted_votes,coaches_votes,prediction_sum,votes_accuracy
Clayton Oliver,Melbourne,0,39,114,39,-39
Christian Petracca,Melbourne,0,36,86,36,-36
Jack Steele,St Kilda,0,34,100,34,-34
Ollie Wines,Port Adelaide,0,34,101,34,-34
Darcy Parish,Essendon,0,33,81,33,-33
Touk Miller,Gold Coast,0,33,97,33,-33
Marcus Bontempelli,Western Bulldogs,0,31,101,31,-31
Sam Walsh,Carlton,0,31,92,31,-31
Zach Merrett,Essendon,0,31,91,31,-31
Jack Macrae,Western Bulldogs,0,30,60,30,-30
Tom Mitchell,Hawthorn,0,29,61,29,-29
Rory Laird,Adelaide,0,27,74,27,-27
Dayne Zorko,Brisbane Lions,0,25,62,25,-25
Jarryd Lyons,Brisbane Lions,0,25,66,25,-25
Cameron Guthrie,Geelong,0,24,55,24,-24
Max Gawn,Melbourne,0,23,63,23,-23
Callum Mills,Sydney,0,20,42,20,-20
Hugh McCluggage,Brisbane Lions,0,19,66,19,-19
David Mundy,Fremantle,0,18,69,18,-18
Jy Simpkin,North Melbourne,0,18,33,18,-18
Luke Parker,Sydney,0,18,52,18,-18
Tim Taranto,Greater Western Sydney,0,17,46,17,-17
Travis Boak,Port Adelaide,0,17,50,17,-17
Ben Cunnington,North Melbourne,0,15,46,15,-15
Jaeger O'Meara,Hawthorn,0,15,41,15,-15
Josh Kelly,Greater Western Sydney,0,15,55,15,-15
Karl Amon,Port Adelaide,0,15,44,15,-15
Nic Naitanui,West Coast,0,15,70,15,-15
Aaron Hall,North Melbourne,0,14,31,14,-14
Dustin Martin,Richmond,0,14,42,14,-14
Jack Crisp,Collingwood,0,14,36,14,-14
Jacob Hopper,Greater Western Sydney,0,14,51,14,-14
Tom Hawkins,Geelong,0,14,34,14,-14
Andrew Brayshaw,Fremantle,0,13,35,13,-13
Andrew Gaff,West Coast,0,13,23,13,-13
Brad Crouch,St Kilda,0,13,23,13,-13
Dom Sheed,West Coast,0,13,35,13,-13
Joel Selwood,Geelong,0,13,30,13,-13
Taylor Adams,Collingwood,0,13,30,13,-13
Brodie Grundy,Collingwood,0,12,27,12,-12
Christian Salem,Melbourne,0,12,42,12,-12
Mitch Duncan,Geelong,0,12,30,12,-12
