effective_disposals,disposal_efficiency_percentage,clangers,free_kicks_for,free_kicks_against,one_percenters,bounces,time_on_ground_percentage,afl_fantasy_score,supercoach_score,centre_clearances,stoppage_clearances,score_involvements,metres_gained,intercepts,tackles_inside_fifty,def_half_pressure_acts,effective_kicks,f50_ground_ball_gets,ground_ball_gets,intercept_marks,marks_on_lead,pressure_acts,rating_points,score_launches,spoils,match_margin,team_behinds,team_goals,team_score,aa_team,aa_squad,coaches_votes,captain,num_games,match_outcome_Loss,match_outcome_Win,player_position_final_C,player_position_final_F,player_position_final_HB,player_position_final_HF,player_position_final_INT,player_position_final_RK,player_position_final_W,prob_0,prob_1,prob_2,prob_3,expected_votes,pred,player_name,brownlow_votes,match_id,match_round,player_team,season,predicted_votes
6,50,2,0,0,5,0,94,38,43,0,0,3,128,2,0,4,4,0,2,1,0,6,1.9,1,4,86,14,20,134,0,0,0,0,143,0,1,0,0,0,0,0,0,0,0.9997734427452087,2.0048559235874563e-4,7.147261840145802e-6,1.897209949675016e-5,2.716964145292877e-4,0,David Astbury,0,15911,5,Richmond,2021,0
13,72,3,0,1,0,0,78,80,73,0,0,4,310,5,0,7,7,0,6,0,0,8,10.1,1,0,18,19,12,91,0,0,0,0,76,0,1,0,0,1,0,0,0,0,0.9899235367774963,0.009457155130803585,4.156403010711074e-4,2.036874502664432e-4,0.01089949808374513,0,Jayden Hunt,0,15888,2,Melbourne,2021,0
13,65,2,1,1,0,2,76,77,88,0,2,9,349,2,2,7,5,1,6,1,0,21,14.5,1,0,10,11,12,83,0,0,0,0,51,0,1,1,0,0,0,0,0,0,0.9866134524345398,0.009281753562390804,0.0021355394273996353,0.0019692545756697655,0.01946059614419937,0,Paddy Dow,0,16033,15,Carlton,2021,0
21,75,1,0,1,1,0,73,124,135,0,2,5,299,6,0,7,10,1,5,1,2,15,13.4,2,1,16,16,8,64,0,0,4,0,70,1,0,0,0,0,0,0,0,1,0.12112579494714737,0.7195861339569092,0.10104064643383026,0.05824741721153259,1.0964096784591675,1,Andrew Brayshaw,0,16038,16,Fremantle,2021,1
13,93,1,0,0,1,0,68,69,58,1,0,5,219,4,0,10,10,0,3,1,0,14,5.9,3,1,30,7,16,103,0,0,0,0,16,0,1,0,0,1,0,0,0,0,0.9993863105773926,5.608313367702067e-4,7.800938874424901e-6,4.500430077314377e-5,7.114461168384878e-4,0,Trent Rivers,0,15935,7,Melbourne,2021,0
3,33,3,0,1,5,0,55,35,28,0,0,0,200,4,0,6,2,0,2,2,0,6,1.1,0,4,57,9,6,45,0,0,0,0,46,1,0,0,0,1,0,0,0,0,0.9999467134475708,3.783006832236424e-5,5.6653366300452035e-6,9.832723662839271e-6,7.865891257097246e-5,0,Matt Guelfi,0,15916,5,Essendon,2021,0
9,64,3,1,0,1,0,77,72,80,0,0,6,204,3,1,6,6,3,5,0,0,22,15,1,0,92,10,18,118,0,0,0,0,21,0,1,0,1,0,0,0,0,0,0.9947600960731506,0.004298309795558453,5.072359344922006e-4,4.3434437247924507e-4,0.006615814781980589,0,Sam Wicks,0,16040,16,Sydney,2021,0
15,79,1,1,0,1,0,81,62,71,2,1,5,201,2,0,10,3,1,6,0,0,16,11.9,2,1,7,8,12,80,0,0,0,0,51,1,0,0,0,0,0,0,0,1,0.9996734857559204,2.624246117193252e-4,2.297172977705486e-5,4.1144136048387736e-5,4.318004794185981e-4,0,Harry Morrison,0,15949,9,Hawthorn,2021,0
5,83,1,2,1,2,0,71,30,40,0,1,2,212,2,0,3,5,0,0,1,0,15,8.1,1,1,34,12,6,48,0,0,0,0,36,1,0,0,0,0,0,0,0,0,0.999971866607666,1.9006183720193803e-5,5.804602096759481e-6,3.310600277472986e-6,4.0547188746131724e-5,0,Noah Balta,0,15924,6,Richmond,2021,0
15,94,4,0,2,10,0,100,59,95,0,0,5,402,5,0,4,13,0,2,2,0,6,11.1,3,9,26,16,13,94,1,1,0,0,156,0,1,0,0,0,0,0,0,0,0.9776462912559509,0.017922857776284218,0.0035876287147402763,8.432464092038572e-4,0.027627854433376342,0,Steven May,0,15954,9,Melbourne,2021,0
17,74,4,3,0,3,0,91,104,95,0,4,7,295,5,0,5,9,0,6,3,0,13,11.5,4,2,39,12,12,84,0,0,0,0,12,1,0,0,0,0,0,0,0,1,0.9892779588699341,0.009164772927761078,0.0015273652970790863,2.987036896229256e-5,0.012309114628806128,0,Nik Cox,0,16000,12,Essendon,2021,0
10,50,4,0,0,1,0,79,72,57,0,2,3,289,3,1,8,5,4,7,1,0,19,7.6,0,1,50,14,15,104,0,0,0,0,139,0,1,0,0,0,1,0,0,0,0.9994158744812012,2.783023228403181e-4,1.810110261430964e-4,1.2478801363613456e-4,0.0010146884160349146,0,Jack Viney,0,15918,5,Melbourne,2021,0
5,83,0,0,0,0,0,28,18,26,0,0,0,26,1,1,4,1,0,2,0,0,12,4.1,0,0,92,8,3,26,0,0,0,0,239,1,0,0,0,0,0,0,0,1,0.9999207258224487,4.817615990759805e-5,2.6343381250626408e-5,4.73145701107569e-6,1.1505729344207793e-4,0,Jack Redden,0,16040,16,West Coast,2021,0
8,100,0,0,0,2,0,74,23,38,0,0,1,22,0,0,7,1,0,3,0,0,8,5.2,0,1,20,8,13,86,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0.9999755620956421,1.4862032912787981e-5,6.3065881477086805e-6,3.3233386602660175e-6,3.7445225189003395e-5,0,James Madden,0,16053,18,Brisbane Lions,2021,0
4,44,1,1,0,3,0,86,41,43,0,0,4,69,1,0,1,1,1,3,0,0,7,0,0,2,52,11,8,59,0,0,0,0,15,1,0,0,1,0,0,0,0,0,0.9999302625656128,3.71709575119894e-5,2.255483195767738e-5,1.0029782060883008e-5,1.1236996760999318e-4,0,Billy Frampton,0,16037,16,Adelaide,2021,0
3,60,1,0,1,0,0,72,21,17,0,0,3,48,0,0,4,2,0,0,0,0,12,-2.7,0,0,13,11,7,53,0,0,0,0,124,1,0,0,1,0,0,0,0,0,0.9999157190322876,6.422956357710063e-5,1.2416712706908584e-5,7.591328085254645e-6,1.1183697324668174e-4,0,Anthony McDonald-Tipungwuti,0,16067,19,Essendon,2021,0
12,80,0,3,0,1,0,100,90,128,0,0,8,336,3,1,2,8,3,7,0,0,13,24.8,1,1,27,7,16,103,0,0,6,0,219,0,1,0,0,0,1,0,0,0,0.010656275786459446,0.7268602252006531,0.15132588148117065,0.1111576110124588,1.3629848212003708,1,Jack Darling,0,15912,5,West Coast,2021,1
14,78,1,0,1,1,1,87,68,65,0,0,2,311,3,0,8,6,0,3,0,0,11,6.1,1,1,0,11,12,83,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0.9994531273841858,5.265712970867753e-4,1.4720409126312006e-5,5.52371375306393e-6,5.725832565985911e-4,0,Lachlan Bramble,0,16098,23,Hawthorn,2021,0
8,50,2,0,1,0,0,84,78,75,0,2,9,368,0,1,2,8,2,3,0,0,20,14.4,0,0,20,12,15,102,0,0,0,0,68,0,1,0,0,0,1,0,0,0,0.9962685108184814,0.0026460278313606977,6.368430331349373e-4,4.4861529022455215e-4,0.005265559768304229,0,Dan Butler,0,15905,4,St Kilda,2021,0
20,77,2,2,0,1,0,77,111,132,3,8,3,475,2,0,14,10,0,13,0,1,22,20.1,2,0,27,7,5,37,0,0,1,0,168,1,0,1,0,0,0,0,0,0,0.14202450215816498,0.7978591322898865,0.05057547613978386,0.0095409220084548,0.9276328505948186,1,Tom Liberatore,0,16089,22,Western Bulldogs,2021,1
11,85,0,3,0,3,0,96,70,79,0,0,2,272,7,0,4,10,0,1,1,0,4,7.7,1,3,44,8,7,50,0,0,0,0,79,1,0,0,0,0,0,0,0,0,0.9996277093887329,2.879494277294725e-4,7.612631452502683e-5,8.251002327597234e-6,4.649550637623179e-4,0,Jack Henry,0,16025,15,Geelong,2021,0
15,75,3,0,2,1,0,82,59,64,0,2,4,340,4,0,5,6,1,8,0,1,10,6.4,1,0,39,14,15,104,0,0,0,0,47,0,1,1,0,0,0,0,0,0,0.9984478950500488,0.001055383589118719,2.5702943094074726e-4,2.3963695275597274e-4,0.002288353309268132,0,Bailey Smith,0,15920,6,Western Bulldogs,2021,0
16,64,3,1,0,1,0,81,85,82,0,6,6,138,2,1,8,5,1,6,0,0,25,6.6,0,1,64,15,19,129,0,1,0,0,146,0,1,1,0,0,0,0,0,0,0.9858530759811401,0.012356190010905266,0.0013863928616046906,4.043546796310693e-4,0.016342039773007855,0,Jarryd Lyons,0,15981,11,Brisbane Lions,2021,0
10,83,2,0,0,2,0,79,43,48,0,0,1,176,6,0,3,5,0,6,1,0,11,10.6,0,2,1,11,8,59,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0.999715268611908,2.339170896448195e-4,2.623711225169245e-5,2.4533817850169726e-5,3.599927676987136e-4,0,Lachie Jones,0,15977,10,Port Adelaide,2021,0
23,89,1,1,1,1,0,71,90,93,0,0,5,329,8,0,3,12,0,4,2,0,8,8.1,2,1,92,10,18,118,0,0,0,0,169,0,1,0,0,1,0,0,0,0,0.9209924340248108,0.07287874817848206,0.0036274960730224848,0.0025012961123138666,0.08763762866146863,0,Jake Lloyd,0,16040,16,Sydney,2021,0
7,64,2,1,1,7,0,78,67,62,0,0,5,181,0,0,4,6,0,0,0,0,23,7.5,0,4,46,7,18,115,0,0,0,0,43,0,1,0,1,0,0,0,0,0,0.9993591904640198,3.825699386652559e-4,1.0675857629394159e-4,1.5147414524108171e-4,0.0010505095269763842,0,Todd Marshall,0,15987,11,Port Adelaide,2021,0
15,88,2,1,1,1,0,84,86,88,0,1,4,333,5,0,7,13,0,1,3,0,7,3,1,1,12,7,14,91,0,0,0,0,77,0,1,0,0,0,0,0,0,0,0.9935186505317688,0.004462437704205513,0.0017032481264322996,3.1565254903398454e-4,0.008815891604172066,0,Luke Ryan,0,16027,15,Fremantle,2021,0
10,53,2,1,0,1,0,88,89,83,0,1,10,393,1,1,3,5,0,4,0,2,13,7.7,1,1,67,16,15,106,1,1,0,0,165,0,1,0,0,0,1,0,0,0,0.9421632289886475,0.05096185579895973,0.004607559181749821,0.0022673564963042736,0.0669790436513722,0,Toby Greene,0,15931,7,Greater Western Sydney,2021,0
9,69,2,1,0,0,0,54,58,57,0,0,4,234,3,1,7,4,0,4,1,1,14,3.9,1,0,30,5,7,47,0,0,0,0,13,1,0,0,0,0,1,0,0,0,0.9998830556869507,1.0949408897431567e-4,4.2714859773695935e-6,3.1922645575832576e-6,1.2761385460180463e-4,0,Curtis Taylor,0,15919,5,North Melbourne,2021,0
12,86,2,2,1,1,0,73,60,90,0,0,4,178,1,0,3,6,0,5,0,0,11,14.9,0,0,3,17,11,83,0,0,0,0,13,0,1,0,0,0,1,0,0,0,0.9875917434692383,0.008636968210339546,0.0036262718494981527,1.4504451246466488e-4,0.016324645446729846,0,Justin McInerney,0,15902,4,Sydney,2021,0
21,91,6,1,3,6,0,86,69,89,2,1,9,178,1,0,5,3,1,4,0,0,16,12,0,1,16,8,12,80,0,0,5,1,133,0,1,0,0,0,1,0,0,0,0.7769918441772461,0.0747581198811531,0.11712715029716492,0.031122902408242226,0.4023811277002096,0,Patrick Cripps,0,16038,16,Carlton,2021,0
13,77,4,2,3,1,0,82,71,83,1,2,3,150,5,0,10,5,0,5,2,0,16,12,1,0,21,10,17,112,0,0,0,0,190,0,1,1,0,0,0,0,0,0,0.9933841824531555,0.005442698951810598,3.39017336955294e-4,8.340657805092633e-4,0.008622930967248976,0,Mark Blicavs,0,16009,13,Geelong,2021,0
3,43,1,1,0,2,0,85,36,32,0,0,2,163,2,0,1,1,1,2,0,1,12,7.7,0,0,92,8,3,26,0,0,0,0,273,1,0,0,1,0,0,0,0,0,0.9997078776359558,2.400595258222893e-4,3.899154398823157e-5,1.3104186109558214e-5,3.5735517212742707e-4,0,Josh J. Kennedy,0,16040,16,West Coast,2021,0
19,68,1,1,0,1,0,76,101,105,1,2,8,336,3,0,12,7,0,7,0,0,21,7.1,1,1,41,9,9,63,0,1,0,0,181,1,0,1,0,0,0,0,0,0,0.94694983959198,0.048647597432136536,0.004244288429617882,1.5824113506823778e-4,0.05761089769657701,0,Rory Laird,0,16094,22,Adelaide,2021,0
29,78,4,2,2,1,0,83,100,134,3,10,5,196,9,0,5,9,3,17,1,0,18,24.1,2,1,7,9,13,87,0,0,9,0,219,0,1,1,0,0,0,0,0,0,0.025271423161029816,0.11444516479969025,0.1697419434785843,0.6905414462089539,2.5255533903837204,3,Ben Cunnington,0,15949,9,North Melbourne,2021,3
27,90,2,1,2,2,0,85,95,134,3,4,5,144,3,0,17,8,0,14,0,0,37,22.4,1,1,26,8,15,98,0,0,5,0,114,0,1,1,0,0,0,0,0,0,0.23614074289798737,0.6683674454689026,0.01812533661723137,0.07736647129058838,0.9367175325751305,1,George Hewett,0,16060,18,Sydney,2021,1
4,36,3,0,0,3,0,78,34,47,0,1,0,65,6,0,15,0,0,9,0,0,18,4.8,0,1,49,15,13,93,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.9999171495437622,2.353173476876691e-5,4.199989416520111e-5,1.7370253772241995e-5,1.5964228441589512e-4,0,James Madden,0,15933,7,Brisbane Lions,2021,0
13,93,0,0,0,7,2,80,49,93,0,1,2,368,3,0,10,9,0,2,1,0,14,12.9,0,6,29,9,14,93,0,0,0,0,111,0,1,0,0,1,0,0,0,0,0.9980393052101135,0.0016701320419088006,1.8701620865613222e-4,1.0360126179875806e-4,0.0023549682446173392,0,Jimmy Webster,0,16083,21,St Kilda,2021,0
7,78,2,1,1,7,0,86,39,55,0,0,0,116,5,0,9,5,0,3,1,0,10,6.9,0,5,17,9,9,63,0,0,0,0,18,1,0,0,0,1,0,0,0,0,0.9991581439971924,7.859814795665443e-4,1.5883690139162354e-5,4.001080378657207e-5,9.377812712045852e-4,0,Harrison Petty,0,16019,13,Melbourne,2021,0
18,69,2,3,0,0,0,79,104,74,0,1,7,500,4,0,4,13,2,5,0,0,8,5.2,3,0,19,7,15,97,0,0,0,0,109,0,1,0,0,0,0,0,0,1,0.9626609086990356,0.027486247941851616,0.007642017677426338,0.00221085362136364,0.04940284416079521,0,Tom Phillips,0,16084,21,Hawthorn,2021,0
6,86,2,1,2,0,0,60,22,23,0,0,2,73,3,0,2,3,0,2,0,0,3,1.4,1,0,4,9,13,87,0,0,0,0,6,0,1,0,0,1,0,0,0,0,0.9998891353607178,7.900808850536123e-5,1.929621612362098e-5,1.2572930245369207e-5,1.553193114887108e-4,0,Rhyan Mansell,0,15951,9,Richmond,2021,0
5,56,1,1,0,1,0,82,54,62,0,1,4,172,1,1,6,3,2,4,0,0,22,10.5,0,0,22,12,11,78,0,0,0,0,340,1,0,0,1,0,0,0,0,0,0.9992469549179077,6.866848561912775e-4,5.85160159971565e-5,7.929605089884717e-6,8.275057034552447e-4,0,Eddie Betts,0,15986,11,Carlton,2021,0
22,85,2,1,1,2,1,77,86,103,3,2,8,287,5,0,8,9,1,7,1,0,16,12.8,4,1,21,17,5,47,0,0,2,0,148,1,0,1,0,0,0,0,0,0,0.6955674290657043,0.2621314525604248,0.03678649663925171,0.005514641758054495,0.3522483711130917,0,Sebastian Ross,0,15947,9,St Kilda,2021,0
21,78,5,0,1,0,1,84,102,105,0,2,6,583,5,0,3,9,0,8,1,0,6,17.2,1,0,1,9,12,81,0,0,5,0,206,0,1,0,0,0,0,0,0,1,0.2060030847787857,0.1151375100016594,0.4493940770626068,0.2294653356075287,1.702321670949459,2,Zach Tuohy,0,15885,2,Geelong,2021,2
11,92,1,0,1,1,0,72,78,83,1,0,5,276,3,1,1,9,0,2,2,1,8,16.7,1,1,21,7,13,85,0,0,0,0,113,1,0,0,1,0,0,0,0,0,0.9902443885803223,0.009408729150891304,3.000222204718739e-4,4.6856552216922864e-5,0.01014934324848582,0,Jack Martin,0,15884,2,Carlton,2021,0
8,73,3,2,1,7,0,100,46,66,0,0,1,79,7,0,7,5,0,2,2,0,7,8.3,0,7,2,9,10,69,0,0,0,0,53,1,0,0,0,0,0,0,0,0,0.999224066734314,4.563914844766259e-4,2.906345180235803e-4,2.8864531486760825e-5,0.001124254114984069,0,Tom McCartin,0,15914,5,Sydney,2021,0
16,62,4,0,1,1,0,84,71,93,0,7,5,312,5,0,10,7,1,13,1,0,18,16,1,0,10,13,12,85,0,0,0,0,20,1,0,0,0,0,0,0,0,1,0.9778721928596497,0.016558431088924408,0.004851267207413912,7.180797401815653e-4,0.028415204724296927,0,Noah Anderson,0,15895,3,Gold Coast,2021,0
2,50,1,0,0,3,0,73,28,41,0,0,2,67,1,0,3,1,0,3,0,0,6,7,1,2,10,13,8,61,0,0,0,0,44,0,1,0,0,0,0,0,1,0,0.9997943043708801,5.5380151025019586e-5,5.53786194359418e-5,9.501160093350336e-5,4.5117219269741327e-4,0,Esava Ratugolea,0,15980,11,Geelong,2021,0
6,60,5,1,2,1,0,85,44,44,0,0,0,143,6,0,11,4,0,3,1,0,14,5.6,0,1,12,13,15,103,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0.9997275471687317,1.2541866453830153e-4,7.377322617685422e-5,7.321168959606439e-5,4.926001856802031e-4,0,Andrew McPherson,0,15878,1,Adelaide,2021,0
4,57,1,1,0,0,0,47,29,25,0,1,1,94,2,1,0,3,0,1,0,0,6,0,0,0,92,8,3,26,0,0,0,0,23,1,0,0,1,0,0,0,0,0,0.9999024868011475,5.604490070254542e-5,2.120511999237351e-5,2.026063702942338e-5,1.5923705177556258e-4,0,Jamaine Jones,0,16040,16,West Coast,2021,0
6,46,3,0,0,1,0,80,56,43,0,0,4,144,1,2,7,2,2,5,0,1,19,4.7,0,1,20,12,15,102,0,0,0,0,80,0,1,0,1,0,0,0,0,0,0.9997692704200745,1.4299018948804587e-4,5.469272582558915e-5,3.3019387046806514e-5,3.514338022796437e-4,0,Jack Lonie,0,15905,4,St Kilda,2021,0
3,43,3,1,2,1,0,81,39,40,0,0,4,207,0,2,0,2,1,2,0,0,5,2.2,0,0,30,6,9,60,0,0,0,0,62,1,0,0,0,0,1,0,0,0,0.9999111890792847,5.712250276701525e-5,1.4607463526772335e-5,1.7127487808465958e-5,1.377198932459578e-4,0,Brody Mihocek,0,15907,4,Collingwood,2021,0
8,73,5,0,3,2,0,83,78,109,1,3,9,230,1,0,1,5,0,5,1,0,8,19.5,8,1,13,7,15,97,0,0,1,0,18,0,1,0,0,0,0,0,1,0,0.7198840379714966,0.21508976817131042,0.05113442987203598,0.01389177143573761,0.3590339422225952,0,Sam Draper,0,16085,21,Essendon,2021,0
19,68,3,0,1,2,1,86,100,100,0,2,4,600,4,0,8,13,0,3,1,0,11,7.4,1,1,2,9,10,69,0,0,0,0,159,1,0,0,0,1,0,0,0,0,0.9647083282470703,0.004584604408591986,0.029674427583813667,0.001032653613947332,0.06703142041806132,0,Jake Lloyd,0,15914,5,Sydney,2021,0
14,93,0,2,0,6,0,93,70,87,0,1,3,79,6,0,7,11,0,3,2,0,10,8.7,3,5,20,16,12,88,0,0,0,0,52,0,1,0,0,0,0,0,0,0,0.995241641998291,0.003797934390604496,8.317271713167429e-4,1.2870995851699263e-4,0.00584751860878896,0,Callum Wilkie,0,15982,11,St Kilda,2021,0
25,86,1,1,0,0,0,80,139,152,1,5,11,471,2,1,18,15,0,6,0,0,29,22.8,2,0,85,10,22,142,0,1,5,0,156,0,1,1,0,0,0,0,0,0,0.008689030073583126,0.17285530269145966,0.6172043085098267,0.20125135779380798,2.011017993092537,2,Jarryd Lyons,0,16092,22,Brisbane Lions,2021,2
3,60,2,0,0,3,0,80,21,17,0,0,0,13,0,0,5,1,0,0,0,0,8,2.9,0,2,2,6,13,84,0,0,0,0,17,1,0,0,0,0,1,0,0,0,0.9999467134475708,3.014876892848406e-5,8.83198663359508e-6,1.4290029866970144e-5,9.068283179658465e-5,0,Hayden McLean,0,15961,10,Sydney,2021,0
5,42,7,0,6,1,0,96,45,60,0,1,3,131,1,2,1,3,1,4,0,2,7,4,1,0,44,8,7,50,1,1,0,0,291,1,0,0,1,0,0,0,0,0,0.9980986714363098,0.00142884801607579,4.0621435618959367e-4,6.632708391407505e-5,0.0024402579801972024,0,Tom Hawkins,0,16025,15,Geelong,2021,0
12,63,4,1,3,0,0,82,63,72,0,3,3,138,3,3,4,4,2,9,0,0,14,8.3,2,0,25,6,9,60,0,0,0,0,9,1,0,0,1,0,0,0,0,0,0.9991251826286316,7.98263237811625e-4,5.592309025814757e-5,2.0583336663548835e-5,9.718594283185666e-4,0,Brad Close,0,15909,4,Geelong,2021,0
19,68,5,0,1,0,0,73,106,96,1,4,5,315,2,0,10,7,1,11,0,0,26,9.3,3,0,10,11,14,95,0,1,3,0,163,0,1,1,0,0,0,0,0,0,0.22314214706420898,0.5031081438064575,0.2230333685874939,0.050716333091259,1.1013238802552223,1,Rory Laird,0,15895,3,Adelaide,2021,1
8,62,2,0,0,2,0,85,84,82,0,0,6,172,1,0,0,6,0,0,1,0,0,8.8,1,1,32,11,14,95,0,0,0,0,33,0,1,0,1,0,0,0,0,0,0.9762404561042786,0.010909834876656532,0.010445082560181618,0.0024045854806900024,0.039013756439089775,0,Max King,0,16047,17,St Kilda,2021,0
17,71,3,0,0,1,0,79,105,84,0,0,5,367,4,0,9,12,0,2,1,0,11,5.5,1,0,20,14,8,62,0,0,0,0,122,0,1,0,0,0,0,0,0,0,0.9705567359924316,0.02499581128358841,0.0034819424618035555,9.654865716584027e-4,0.03485615592217073,0,Jed Bews,0,16072,20,Geelong,2021,0
16,70,5,0,2,6,0,85,70,103,0,0,2,273,10,0,14,6,0,8,0,0,14,11.1,0,5,45,12,10,72,0,0,0,0,45,1,0,0,0,1,0,0,0,0,0.9951685667037964,0.004273239057511091,3.6244309740141034e-4,1.9580569642130286e-4,0.0055855423415778205,0,Liam Baker,0,15896,3,Richmond,2021,0
11,65,4,5,3,1,0,98,60,57,0,2,6,237,0,0,3,7,0,0,0,1,8,1.5,0,0,23,14,9,68,0,0,0,0,121,0,1,0,0,0,1,0,0,0,0.9859522581100464,0.011466148309409618,2.9648421332240105e-4,0.0022850518580526114,0.018914272310212255,0,Joe Daniher,0,16022,14,Brisbane Lions,2021,0
19,83,1,0,0,3,0,77,101,97,0,3,5,788,2,0,14,15,0,2,1,0,18,13.2,0,3,10,13,10,73,0,0,0,0,197,1,0,0,0,1,0,0,0,0,0.9983323216438293,3.536313015501946e-4,0.0013018763856962323,1.2191473615530413e-5,0.0029939584937892505,0,Brodie Smith,0,16033,15,Adelaide,2021,0
2,29,4,0,1,1,0,40,22,10,0,0,2,121,2,1,2,1,0,3,0,0,11,-1,0,1,57,12,15,102,0,0,0,0,10,0,1,0,1,0,0,0,0,0,0.9998288154602051,4.852862184634432e-5,2.301367567270063e-5,9.965302160708234e-5,3.935150380129926e-4,0,Thomas Berry,0,15916,5,Brisbane Lions,2021,0
19,79,0,2,0,4,0,71,92,110,1,0,5,277,6,0,7,8,0,6,2,0,14,14.1,2,0,12,7,14,91,0,0,1,0,69,0,1,1,0,0,0,0,0,0,0.8493492603302002,0.10468042641878128,0.03831043094396591,0.007659861817955971,0.20428087376058102,0,Andrew Brayshaw,0,16027,15,Fremantle,2021,0
15,79,2,0,0,6,1,89,77,77,0,0,5,196,7,0,6,7,0,3,0,0,12,10,1,4,128,17,25,167,0,0,0,0,62,0,1,0,0,0,0,0,0,0,0.993990957736969,0.005791291128844023,8.910102042136714e-5,1.2867196346633136e-4,0.006355509060085751,0,Bailey Williams,0,15894,3,Western Bulldogs,2021,0
16,73,1,0,1,1,2,84,101,121,1,2,10,529,0,1,1,10,0,6,0,1,17,19.5,2,0,22,11,11,77,0,0,10,0,54,0,1,0,1,0,0,0,0,0,0.04064556956291199,0.0275725144892931,0.21379342675209045,0.7179884314537048,2.6091246623545885,3,Shai Bolton,0,15929,7,Richmond,2021,3
10,71,0,2,0,1,1,75,56,63,0,0,2,254,6,0,14,7,0,3,2,0,17,13.2,2,1,41,9,9,63,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0.9999276399612427,6.520524038933218e-5,6.076430963730672e-6,1.0177548119827406e-6,8.041136675274174e-5,0,Ben Davis,0,16094,22,Adelaide,2021,0
15,68,3,1,0,1,0,80,139,140,1,2,8,175,0,1,9,8,0,4,0,0,15,12.6,2,1,16,9,13,87,0,0,0,0,165,0,1,0,0,0,0,0,1,0,0.03219592571258545,0.36146825551986694,0.1214071586728096,0.4849286377429962,2.059068486094475,3,Brodie Grundy,0,16050,17,Collingwood,2021,3
6,67,1,0,1,1,0,90,43,36,0,1,3,120,0,0,9,3,0,2,0,1,26,4.9,0,1,55,7,6,43,0,0,0,0,191,1,0,0,0,0,0,0,0,1,0.9998995065689087,5.677782974089496e-5,3.737370570888743e-5,6.380583272402873e-6,1.5066699097587843e-4,0,Jamie Cripps,0,16032,15,West Coast,2021,0
4,67,0,0,0,4,0,76,35,44,0,0,1,6,4,0,4,2,0,2,1,0,4,2.7,1,3,4,9,12,81,0,0,0,0,20,0,1,0,0,0,0,0,0,0,0.9998795986175537,6.557157030329108e-5,2.17840752156917e-5,3.302023105788976e-5,2.0820041390834376e-4,0,Joel Smith,0,16101,23,Melbourne,2021,0
8,80,1,0,0,0,0,79,47,42,0,0,1,93,2,0,5,5,0,5,0,0,8,5.8,0,0,22,13,10,73,0,0,0,0,194,1,0,0,0,1,0,0,0,0,0.999962568283081,3.1064602808328345e-5,4.6351124183274806e-6,1.7439421071685501e-6,4.556665396648896e-5,0,Ed Curnow,0,16001,12,Carlton,2021,0
15,71,2,1,0,3,0,91,78,80,0,0,3,262,5,0,13,6,0,6,0,0,16,8.1,1,2,28,11,9,65,0,0,0,0,84,1,0,0,0,1,0,0,0,0,0.9990662932395935,8.691439288668334e-4,4.6958550228737295e-5,1.7664273400441743e-5,0.0010160538495256333,0,Darcy Tucker,0,16002,12,Fremantle,2021,0
8,62,4,2,1,2,0,83,65,56,0,2,7,173,0,0,3,6,1,1,0,1,17,11.7,1,1,18,10,11,76,0,0,0,0,51,1,0,0,0,0,1,0,0,0,0.999799907207489,1.0752535308711231e-4,7.909187843324617e-5,1.3488315744325519e-5,3.061740571865812e-4,0,Cameron Zurhaar,0,15941,8,North Melbourne,2021,0
4,67,3,0,2,0,1,81,24,3,0,1,1,209,0,0,4,4,0,0,0,0,5,-2.8,0,0,54,9,5,39,0,0,0,0,51,1,0,0,1,0,0,0,0,0,0.9996349811553955,3.1618503271602094e-4,3.3421238185837865e-5,1.5340105164796114e-5,4.29047824582085e-4,0,Ben Long,0,15928,6,St Kilda,2021,0
10,53,1,0,0,1,0,80,75,65,0,3,7,355,2,1,4,5,2,4,0,0,19,11.8,3,0,2,14,12,86,0,0,0,0,24,0,1,1,0,0,0,0,0,0,0.9990800619125366,6.237054476514459e-4,1.1666912905639037e-4,1.7956756346393377e-4,0.001395746396156028,0,Caleb Serong,0,15961,10,Fremantle,2021,0
13,77,3,0,1,2,0,90,62,55,0,0,3,252,4,0,5,7,0,3,1,0,6,4.6,1,1,5,9,10,69,0,0,0,0,207,0,1,0,0,0,0,0,0,1,0.9988512992858887,8.08723911177367e-4,2.1434864902403206e-4,1.256288232980296e-4,0.0016143076791195199,0,Zach Tuohy,0,15901,3,Geelong,2021,0
7,70,2,0,0,1,0,62,36,36,0,0,3,143,2,0,1,2,0,2,0,0,6,1.2,2,0,16,16,8,64,0,0,0,0,22,1,0,0,0,0,0,0,0,1,0.9999606609344482,2.5364153771079145e-5,2.513617346266983e-6,1.1493279998830985e-5,6.487122846010607e-5,0,Brett Bewley,0,16038,16,Fremantle,2021,0
