season,match_round,footywire_player,player_team,AF,SC,player_name
2020,2,Tom Lynch,Richmond,68,113,Tom J. Lynch
2020,2,Jack Higgins,Richmond,79,65,Jack Higgins
2020,2,Liam Baker,Richmond,50,65,Liam Baker
2020,2,Jason Castagna,Richmond,45,48,Jason Castagna
2020,2,Shai Bolton,Richmond,73,104,Shai Bolton
2020,2,Dylan Grimes,Richmond,43,70,Dylan Grimes
2020,2,Nathan Broad,Richmond,40,55,Nathan Broad
2020,2,Marlion Pickett,Richmond,37,37,Marlion Pickett
2020,2,Jack Riewoldt,Richmond,23,18,Jack Riewoldt
2020,2,Ivan Soldo,Richmond,74,108,Ivan Soldo
2020,2,Daniel Rioli,Richmond,28,35,Daniel Rioli
2020,2,Sydney Stack,Richmond,23,38,Sydney Stack
2020,2,Joel Selwood,Geelong,97,151,Joel Selwood
2020,2,Patrick Dangerfield,Geelong,94,101,Patrick Dangerfield
2020,2,Sam Menegola,Geelong,84,119,Sam Menegola
2020,2,Gary Ablett,Geelong,80,130,Gary Ablett
2020,2,Mitchell Duncan,Geelong,73,114,Mitch Duncan
2020,2,Thomas Stewart,Geelong,80,119,Tom Stewart
2020,2,Gryan Miers,Geelong,104,94,Gryan Miers
2020,2,Brandan Parfitt,Geelong,94,114,Brandan Parfitt
2020,2,Zach Tuohy,Geelong,63,56,Zach Tuohy
2020,2,Harry Taylor,Geelong,64,74,Harry Taylor
2020,2,Cameron Guthrie,Geelong,58,83,Cameron Guthrie
2020,2,Luke Dahlhaus,Geelong,56,87,Luke Dahlhaus
2020,2,Quinton Narkle,Geelong,78,71,Quinton Narkle
2020,2,Rhys Stanley,Geelong,83,122,Rhys Stanley
2020,2,Tom Atkins,Geelong,47,68,Tom Atkins
2020,2,Mark Blicavs,Geelong,47,95,Mark Blicavs
2020,2,Mark O'Connor,Geelong,45,70,Mark O'Connor
2020,2,Tom Hawkins,Geelong,43,63,Tom Hawkins
2020,2,Esava Ratugolea,Geelong,37,65,Esava Ratugolea
2020,2,Jack Henry,Geelong,23,39,Jack Henry
2020,2,Jed Bews,Geelong,35,45,Jed Bews
2020,2,Gary Rohan,Geelong,31,31,Gary Rohan
2020,2,Tom Mitchell,Hawthorn,70,95,Tom Mitchell
2020,2,Chad Wingard,Hawthorn,70,60,Chad Wingard
2020,2,Tom Scully,Hawthorn,55,51,Tom Scully
2020,2,Isaac Smith,Hawthorn,53,88,Isaac Smith
2020,2,James Worpel,Hawthorn,70,91,James Worpel
2020,2,Sam Frost,Hawthorn,65,87,Sam Frost
2020,2,Harry Morrison,Hawthorn,46,63,Harry Morrison
2020,2,Oliver Hanrahan,Hawthorn,40,48,Oliver Hanrahan
2020,2,Jonathon Ceglar,Hawthorn,74,71,Jonathon Ceglar
2020,2,James Sicily,Hawthorn,55,96,James Sicily
2020,2,James Frawley,Hawthorn,45,65,James Frawley
2020,2,Shaun Burgoyne,Hawthorn,46,75,Shaun Burgoyne
2020,2,Liam Shiels,Hawthorn,37,20,Liam Shiels
2020,2,Paul Puopolo,Hawthorn,34,54,Paul Puopolo
2020,2,Blake Hardwick,Hawthorn,27,44,Blake Hardwick
2020,2,Ricky Henderson,Hawthorn,24,40,Ricky Henderson
2020,2,Luke Breust,Hawthorn,53,68,Luke Breust
2020,2,Jack Gunston,Hawthorn,55,71,Jack Gunston
2020,2,Benjamin Stratton,Hawthorn,27,35,Ben Stratton
2020,2,Ben McEvoy,Hawthorn,39,78,Ben McEvoy
2020,2,Jonathon Patton,Hawthorn,26,31,Jonathon Patton
2020,2,Tim O'Brien,Hawthorn,33,58,Tim O'Brien
2020,2,Lachie Neale,Brisbane Lions,109,171,Lachie Neale
2020,2,Mitch Robinson,Brisbane Lions,75,106,Mitch Robinson
2020,2,Daniel Rich,Brisbane Lions,69,80,Daniel Rich
2020,2,Jarryd Lyons,Brisbane Lions,76,92,Jarryd Lyons
2020,2,Dayne Zorko,Brisbane Lions,72,107,Dayne Zorko
2020,2,Brandon Starcevich,Brisbane Lions,79,99,Brandon Starcevich
2020,2,Darcy Gardiner,Brisbane Lions,55,87,Darcy Gardiner
2020,2,Harris Andrews,Brisbane Lions,38,88,Harris Andrews
2020,2,Callum Ah Chee,Brisbane Lions,69,83,Callum Ah Chee
2020,2,Hugh McCluggage,Brisbane Lions,49,66,Hugh McCluggage
2020,2,Grant Birchall,Brisbane Lions,36,49,Grant Birchall
2020,2,Charlie Cameron,Brisbane Lions,92,118,Charlie Cameron
2020,2,Jarrod Berry,Brisbane Lions,62,79,Jarrod Berry
2020,2,Oscar McInerney,Brisbane Lions,85,87,Oscar McInerney
2020,2,Zac Bailey,Brisbane Lions,56,82,Zac Bailey
2020,2,Ryan Lester,Brisbane Lions,36,60,Ryan Lester
2020,2,Cameron Rayner,Brisbane Lions,52,42,Cam Rayner
2020,2,Lincoln McCarthy,Brisbane Lions,40,51,Lincoln McCarthy
2020,2,Eric Hipwood,Brisbane Lions,38,71,Eric Hipwood
2020,2,Thomas Berry,Brisbane Lions,38,58,Thomas Berry
2020,2,Stefan Martin,Brisbane Lions,43,38,Stefan Martin
2020,2,Daniel McStay,Brisbane Lions,18,42,Daniel McStay
2020,2,Michael Walters,Fremantle,105,148,Michael Walters
2020,2,James Aish,Fremantle,87,94,James Aish
2020,2,Nathan Fyfe,Fremantle,98,143,Nat Fyfe
2020,2,Luke Ryan,Fremantle,89,123,Luke Ryan
2020,2,Andrew Brayshaw,Fremantle,72,88,Andrew Brayshaw
2020,2,Reece Conca,Fremantle,62,83,Reece Conca
2020,2,Darcy Tucker,Fremantle,60,79,Darcy Tucker
2020,2,Brett Bewley,Fremantle,52,52,Brett Bewley
2020,2,David Mundy,Fremantle,48,73,David Mundy
2020,2,Adam Cerra,Fremantle,51,71,Adam Cerra
2020,2,Travis Colyer,Fremantle,40,48,Travis Colyer
2020,2,Rory Lobb,Fremantle,49,57,Rory Lobb
2020,2,Hayden Young,Fremantle,39,41,Hayden Young
2020,2,Matthew Taberner,Fremantle,58,62,Matt Taberner
2020,2,Griffin Logue,Fremantle,25,41,Griffin Logue
2020,2,Taylin Duman,Fremantle,41,50,Taylin Duman
2020,2,Bailey Banfield,Fremantle,43,65,Bailey Banfield
2020,2,Brennan Cox,Fremantle,38,56,Brennan Cox
2020,2,Ethan Hughes,Fremantle,21,43,Ethan Hughes
2020,2,Lachlan Schultz,Fremantle,34,35,Lachie Schultz
2020,2,Brandon Matera,Fremantle,36,44,Brandon Matera
2020,2,Sean Darcy,Fremantle,26,47,Sean Darcy
2020,2,Marc Murphy,Carlton,75,107,Marc Murphy
2020,2,Sam Docherty,Carlton,88,93,Sam Docherty
2020,2,Edward Curnow,Carlton,86,98,Ed Curnow
2020,2,Patrick Cripps,Carlton,77,117,Patrick Cripps
2020,2,Sam P-Seton,Carlton,73,103,Sam Petrevski-Seton
2020,2,Sam Walsh,Carlton,69,89,Sam Walsh
2020,2,Kade Simpson,Carlton,51,70,Kade Simpson
2020,2,Michael Gibbons,Carlton,74,90,Michael Gibbons
2020,2,Marc Pittonet,Carlton,74,134,Marc Pittonet
2020,2,Will Setterfield,Carlton,63,86,Will Setterfield
2020,2,Jacob Weitering,Carlton,49,73,Jacob Weitering
2020,2,Jack Martin,Carlton,57,71,Jack Martin
2020,2,David Cuningham,Carlton,43,77,David Cuningham
2020,2,Mitch McGovern,Carlton,60,56,Mitch McGovern
2020,2,Eddie Betts,Carlton,41,47,Eddie Betts
2020,2,Jack Newnes,Carlton,26,49,Jack Newnes
2020,2,Lachlan Plowman,Carlton,22,61,Lachie Plowman
2020,2,Liam Jones,Carlton,27,62,Liam Jones
2020,2,Levi Casboult,Carlton,46,48,Levi Casboult
2020,2,Harry McKay,Carlton,27,14,Harry McKay
2020,2,Darcy Lang,Carlton,25,47,Darcy Lang
2020,2,Nic Newman,Carlton,9,8,Nic Newman
2020,2,Clayton Oliver,Melbourne,101,127,Clayton Oliver
2020,2,Christian Petracca,Melbourne,108,126,Christian Petracca
2020,2,Ed Langdon,Melbourne,75,90,Ed Langdon
2020,2,Max Gawn,Melbourne,123,184,Max Gawn
2020,2,Christian Salem,Melbourne,78,94,Christian Salem
2020,2,Jack Viney,Melbourne,62,86,Jack Viney
2020,2,James Harmes,Melbourne,64,61,James Harmes
2020,2,Adam Tomlinson,Melbourne,65,66,Adam Tomlinson
2020,2,Angus Brayshaw,Melbourne,71,83,Angus Brayshaw
2020,2,Harley Bennell,Melbourne,47,59,Harley Bennell
2020,2,Steven May,Melbourne,39,63,Steven May
2020,2,Trent Rivers,Melbourne,45,62,Trent Rivers
2020,2,Nathan Jones,Melbourne,39,31,Nathan Jones
2020,2,Jake Melksham,Melbourne,38,47,Jake Melksham
2020,2,Neville Jetta,Melbourne,24,60,Neville Jetta
2020,2,Tom McDonald,Melbourne,40,72,Tom McDonald
2020,2,Alex N-Bullen,Melbourne,42,88,Alex Neal-Bullen
2020,2,Bayley Fritsch,Melbourne,65,76,Bayley Fritsch
2020,2,Jayden Hunt,Melbourne,53,85,Jayden Hunt
2020,2,Joel Smith,Melbourne,26,53,Joel Smith
2020,2,Luke Jackson,Melbourne,29,30,Luke Jackson
2020,2,Jake Lever,Melbourne,27,58,Jake Lever
2020,2,Darcy B-Jones,Port Adelaide,84,94,Darcy Byrne-Jones
2020,2,Travis Boak,Port Adelaide,92,112,Travis Boak
2020,2,Steven Motlop,Port Adelaide,93,116,Steven Motlop
2020,2,Tom Rockliff,Port Adelaide,105,99,Tom Rockliff
2020,2,Hamish Hartlett,Port Adelaide,74,73,Hamish Hartlett
2020,2,Zak Butters,Port Adelaide,114,119,Zak Butters
2020,2,Robbie Gray,Port Adelaide,61,77,Robbie Gray
2020,2,Tom Clurey,Port Adelaide,91,98,Tom Clurey
2020,2,Connor Rozee,Port Adelaide,76,145,Connor Rozee
2020,2,Xavier Duursma,Port Adelaide,92,109,Xavier Duursma
2020,2,Brad Ebert,Port Adelaide,91,127,Brad Ebert
2020,2,Justin Westhoff,Port Adelaide,76,101,Justin Westhoff
2020,2,Scott Lycett,Port Adelaide,90,117,Scott Lycett
2020,2,Trent McKenzie,Port Adelaide,75,75,Trent McKenzie
2020,2,Karl Amon,Port Adelaide,68,80,Karl Amon
2020,2,Riley Bonner,Port Adelaide,66,59,Riley Bonner
2020,2,Dan Houston,Port Adelaide,66,60,Dan Houston
2020,2,Ryan Burton,Port Adelaide,38,40,Ryan Burton
2020,2,Todd Marshall,Port Adelaide,64,127,Todd Marshall
2020,2,Sam P-Pepper,Port Adelaide,52,65,Sam Powell-Pepper
2020,2,Thomas Jonas,Port Adelaide,21,45,Tom Jonas
2020,2,Charlie Dixon,Port Adelaide,43,62,Charlie Dixon
2020,2,Matt Crouch,Adelaide,72,94,Matt Crouch
2020,2,Brad Crouch,Adelaide,87,66,Brad Crouch
2020,2,Tom Lynch,Adelaide,82,60,Tom Lynch
2020,2,Rory Laird,Adelaide,62,72,Rory Laird
2020,2,Reilly O'Brien,Adelaide,103,161,Reilly O'Brien
2020,2,Wayne Milera,Adelaide,40,70,Wayne Milera
2020,2,Rory Sloane,Adelaide,56,78,Rory Sloane
2020,2,Chayce Jones,Adelaide,38,52,Chayce Jones
2020,2,Ned McHenry,Adelaide,37,34,Ned McHenry
2020,2,Paul Seedsman,Adelaide,23,33,Paul Seedsman
2020,2,Taylor Walker,Adelaide,35,69,Taylor Walker
2020,2,Daniel Talia,Adelaide,29,64,Daniel Talia
2020,2,Brodie Smith,Adelaide,45,56,Brodie Smith
2020,2,Rory Atkins,Adelaide,33,54,Rory Atkins
2020,2,Luke Brown,Adelaide,35,52,Luke Brown
2020,2,Tom Doedee,Adelaide,27,39,Tom Doedee
2020,2,Lachlan Murphy,Adelaide,27,52,Lachlan Murphy
2020,2,Ben Keays,Adelaide,30,39,Ben Keays
2020,2,Fischer McAsey,Adelaide,39,52,Fischer McAsey
2020,2,Ben Crocker,Adelaide,36,34,Ben Crocker
2020,2,Darcy Fogarty,Adelaide,38,56,Darcy Fogarty
2020,2,Jake Kelly,Adelaide,6,14,Jake Kelly
2020,2,Matt Rowell,Gold Coast,108,171,Matt Rowell
2020,2,Lachlan Weller,Gold Coast,86,100,Lachie Weller
2020,2,Touk Miller,Gold Coast,70,98,Touk Miller
2020,2,Brayden Fiorini,Gold Coast,75,87,Brayden Fiorini
2020,2,Wil Powell,Gold Coast,49,77,Wil Powell
2020,2,Hugh Greenwood,Gold Coast,68,95,Hugh Greenwood
2020,2,Noah Anderson,Gold Coast,73,75,Noah Anderson
2020,2,Sam Day,Gold Coast,85,123,Sam Day
2020,2,Jack Bowes,Gold Coast,76,99,Jack Bowes
2020,2,Ben Ainsworth,Gold Coast,61,67,Ben Ainsworth
2020,2,Connor Budarick,Gold Coast,63,62,Connor Budarick
2020,2,Jarrod Witts,Gold Coast,65,77,Jarrod Witts
2020,2,Alex Sexton,Gold Coast,47,42,Alex Sexton
2020,2,Jack Lukosius,Gold Coast,66,78,Jack Lukosius
2020,2,Pearce Hanley,Gold Coast,47,74,Pearce Hanley
2020,2,Sean Lemmens,Gold Coast,40,81,Sean Lemmens
2020,2,Darcy Macpherson,Gold Coast,46,65,Darcy MacPherson
2020,2,Ben King,Gold Coast,62,61,Ben King
2020,2,Jarrod Harbrow,Gold Coast,43,68,Jarrod Harbrow
2020,2,Samuel Collins,Gold Coast,25,57,Sam Collins
2020,2,Charlie Ballard,Gold Coast,30,65,Charlie Ballard
2020,2,Nicholas Holman,Gold Coast,38,64,Nick Holman
2020,2,Andrew Gaff,West Coast,98,137,Andrew Gaff
2020,2,Luke Shuey,West Coast,94,116,Luke Shuey
2020,2,Tim Kelly,West Coast,97,105,Tim Kelly
2020,2,Elliot Yeo,West Coast,104,110,Elliot Yeo
2020,2,Dominic Sheed,West Coast,62,77,Dom Sheed
2020,2,Jack Redden,West Coast,62,67,Jack Redden
2020,2,Shannon Hurn,West Coast,53,73,Shannon Hurn
2020,2,Lewis Jetta,West Coast,67,67,Lewis Jetta
2020,2,Liam Duggan,West Coast,57,66,Liam Duggan
2020,2,Bradley Sheppard,West Coast,51,67,Brad Sheppard
2020,2,Jarrod Brander,West Coast,46,58,Jarrod Brander
2020,2,Liam Ryan,West Coast,41,66,Liam Ryan
2020,2,Nicholas Naitanui,West Coast,62,85,Nic Naitanui
2020,2,Jack Darling,West Coast,48,53,Jack Darling
2020,2,Jeremy McGovern,West Coast,46,63,Jeremy McGovern
2020,2,Tom Barrass,West Coast,25,55,Tom Barrass
2020,2,Oscar Allen,West Coast,68,79,Oscar Allen
2020,2,Jack Petruccelle,West Coast,29,37,Jack Petruccelle
2020,2,Jamie Cripps,West Coast,26,27,Jamie Cripps
2020,2,Joshua Kennedy,West Coast,34,56,Josh J. Kennedy
2020,2,Jackson Nelson,West Coast,24,37,Jackson Nelson
2020,2,Brendon Ah Chee,West Coast,7,12,Brendon Ah Chee
2020,2,Callan Ward,Greater Western Sydney,55,83,Callan Ward
2020,2,Stephen Coniglio,Greater Western Sydney,90,111,Stephen Coniglio
2020,2,Lachie Whitfield,Greater Western Sydney,67,97,Lachie Whitfield
2020,2,Matthew De Boer,Greater Western Sydney,67,81,Matt de Boer
2020,2,Joshua Kelly,Greater Western Sydney,59,89,Josh Kelly
2020,2,Nick Haynes,Greater Western Sydney,67,97,Nick Haynes
2020,2,Zachary Williams,Greater Western Sydney,63,82,Zac Williams
2020,2,Jye Caldwell,Greater Western Sydney,54,73,Jye Caldwell
2020,2,Toby Greene,Greater Western Sydney,39,47,Toby Greene
2020,2,Jacob Hopper,Greater Western Sydney,61,68,Jacob Hopper
2020,2,Harrison Himmelberg,Greater Western Sydney,59,98,Harry Himmelberg
2020,2,Harry Perryman,Greater Western Sydney,42,63,Harry Perryman
2020,2,Isaac Cumming,Greater Western Sydney,38,47,Isaac Cumming
2020,2,Brent Daniels,Greater Western Sydney,29,70,Brent Daniels
2020,2,Aidan Corr,Greater Western Sydney,36,65,Aidan Corr
2020,2,Jeremy Cameron,Greater Western Sydney,44,53,Jeremy Cameron
2020,2,Jeremy Finlayson,Greater Western Sydney,53,60,Jeremy Finlayson
2020,2,Sam Taylor,Greater Western Sydney,36,63,Sam Taylor
2020,2,Heath Shaw,Greater Western Sydney,21,47,Heath Shaw
2020,2,Sam Jacobs,Greater Western Sydney,55,56,Sam Jacobs
2020,2,Daniel Lloyd,Greater Western Sydney,24,31,Daniel Lloyd
2020,2,Phil Davis,Greater Western Sydney,23,31,Phil Davis
2020,2,Shaun Higgins,North Melbourne,90,117,Shaun Higgins
2020,2,Jy Simpkin,North Melbourne,72,104,Jy Simpkin
2020,2,Jared Polec,North Melbourne,90,120,Jared Polec
2020,2,Shaun Atley,North Melbourne,69,80,Shaun Atley
2020,2,Trent Dumont,North Melbourne,92,103,Trent Dumont
2020,2,Ben Cunnington,North Melbourne,57,72,Ben Cunnington
2020,2,Todd Goldstein,North Melbourne,127,164,Todd Goldstein
2020,2,Robbie Tarrant,North Melbourne,70,90,Robbie Tarrant
2020,2,Jed Anderson,North Melbourne,67,78,Jed Anderson
2020,2,Curtis Taylor,North Melbourne,69,78,Curtis Taylor
2020,2,Jack Ziebell,North Melbourne,66,89,Jack Ziebell
2020,2,Jasper Pittard,North Melbourne,43,80,Jasper Pittard
2020,2,Jamie MacMillan,North Melbourne,43,75,Jamie Macmillan
2020,2,Luke McDonald,North Melbourne,49,59,Luke McDonald
2020,2,Cameron Zurhaar,North Melbourne,68,116,Cameron Zurhaar
2020,2,Aaron Hall,North Melbourne,59,64,Aaron Hall
2020,2,Ben Brown,North Melbourne,59,80,Ben Brown
2020,2,Kyron Hayden,North Melbourne,24,26,Kyron Hayden
2020,2,Mason Wood,North Melbourne,20,31,Mason Wood
2020,2,Joshua Walker,North Melbourne,33,51,Josh Walker
2020,2,Tarryn Thomas,North Melbourne,43,64,Tarryn Thomas
2020,2,Bailey Scott,North Melbourne,35,48,Bailey Scott
2020,2,Jake Lloyd,Sydney,111,145,Jake Lloyd
2020,2,Oliver Florent,Sydney,90,100,Oliver Florent
2020,2,Luke Parker,Sydney,94,109,Luke Parker
2020,2,Dane Rampe,Sydney,86,149,Dane Rampe
2020,2,Josh P. Kennedy,Sydney,76,91,Josh P. Kennedy
2020,2,Callum Mills,Sydney,74,96,Callum Mills
2020,2,Jordan Dawson,Sydney,55,45,Jordan Dawson
2020,2,Harry Cunningham,Sydney,69,69,Harry Cunningham
2020,2,Aliir Aliir,Sydney,62,83,Aliir Aliir
2020,2,Callum Sinclair,Sydney,93,144,Callum Sinclair
2020,2,George Hewett,Sydney,56,67,George Hewett
2020,2,Lewis Taylor,Sydney,65,69,Lewis Taylor
2020,2,Tom Papley,Sydney,54,84,Tom Papley
2020,2,Nick Blakey,Sydney,54,38,Nick Blakey
2020,2,Isaac Heeney,Sydney,48,60,Isaac Heeney
2020,2,James Rowbottom,Sydney,37,34,James Rowbottom
2020,2,Justin Mcinerney,Sydney,40,48,Justin McInerney
2020,2,Colin O'Riordan,Sydney,41,48,Colin O'Riordan
2020,2,Will Hayward,Sydney,36,64,Will Hayward
2020,2,Kaiden Brand,Sydney,32,47,Kaiden Brand
2020,2,Sam Gray,Sydney,34,45,Sam Gray
2020,2,Tom McCartin,Sydney,31,40,Tom McCartin
2020,2,Zachary Merrett,Essendon,108,159,Zach Merrett
2020,2,Andrew McGrath,Essendon,87,98,Andrew McGrath
2020,2,Dylan Shiel,Essendon,61,96,Dylan Shiel
2020,2,Kyle Langford,Essendon,87,104,Kyle Langford
2020,2,Adam Saad,Essendon,55,100,Adam Saad
2020,2,Dyson Heppell,Essendon,52,89,Dyson Heppell
2020,2,Devon Smith,Essendon,60,105,Devon Smith
2020,2,Darcy Parish,Essendon,56,86,Darcy Parish
2020,2,Jordan Ridley,Essendon,61,94,Jordan Ridley
2020,2,Michael Hurley,Essendon,57,78,Michael Hurley
2020,2,Tom Cutler,Essendon,59,60,Tom Cutler
2020,2,Cale Hooker,Essendon,58,80,Cale Hooker
2020,2,Mason Redman,Essendon,42,66,Mason Redman
2020,2,Aaron Francis,Essendon,34,49,Aaron Francis
2020,2,Shaun McKernan,Essendon,48,93,Shaun McKernan
2020,2,Jake Stringer,Essendon,46,59,Jake Stringer
2020,2,Anthony M-Tipungwuti,Essendon,34,33,Anthony McDonald-Tipungwuti
2020,2,David Zaharakis,Essendon,23,28,David Zaharakis
2020,2,Will Snelling,Essendon,30,38,Will Snelling
2020,2,Tom Bellchambers,Essendon,49,43,Tom Bellchambers
2020,2,Jacob Townsend,Essendon,27,41,Jacob Townsend
2020,2,Matt Guelfi,Essendon,15,27,Matt Guelfi
2020,2,Zak Jones,St Kilda,108,127,Zak Jones
2020,2,Jade Gresham,St Kilda,92,120,Jade Gresham
2020,2,Sebastian Ross,St Kilda,107,111,Sebastian Ross
2020,2,Jack Billings,St Kilda,112,133,Jack Billings
2020,2,Jack Steele,St Kilda,102,137,Jack Steele
2020,2,Daniel Hannebery,St Kilda,79,97,Dan Hannebery
2020,2,Bradley Hill,St Kilda,59,57,Bradley Hill
2020,2,Hunter Clark,St Kilda,89,105,Hunter Clark
2020,2,Callum Wilkie,St Kilda,75,96,Callum Wilkie
2020,2,Ben Paton,St Kilda,57,69,Ben Paton
2020,2,Jack Lonie,St Kilda,82,78,Jack Lonie
2020,2,Nick Hind,St Kilda,49,81,Nick Hind
2020,2,Daniel Butler,St Kilda,82,115,Dan Butler
2020,2,Tim Membrey,St Kilda,68,62,Tim Membrey
2020,2,Nicholas Coffield,St Kilda,44,53,Nick Coffield
2020,2,Rowan Marshall,St Kilda,77,70,Rowan Marshall
2020,2,Max King,St Kilda,50,77,Max King
2020,2,Ben Long,St Kilda,37,41,Ben Long
2020,2,Jake Carlisle,St Kilda,31,54,Jake Carlisle
2020,2,Dougal Howard,St Kilda,31,33,Dougal Howard
2020,2,Patrick Ryder,St Kilda,53,84,Paddy Ryder
2020,2,Jarryn Geary,St Kilda,8,30,Jarryn Geary
2020,2,Bailey Smith,Western Bulldogs,93,126,Bailey Smith
2020,2,Josh Dunkley,Western Bulldogs,108,131,Josh Dunkley
2020,2,Marcus Bontempelli,Western Bulldogs,63,94,Marcus Bontempelli
2020,2,Patrick Lipinski,Western Bulldogs,64,97,Patrick Lipinski
2020,2,Jackson Macrae,Western Bulldogs,65,93,Jack Macrae
2020,2,Hayden Crozier,Western Bulldogs,52,46,Hayden Crozier
2020,2,Lin Jong,Western Bulldogs,63,89,Lin Jong
2020,2,Matthew Suckling,Western Bulldogs,52,47,Matthew Suckling
2020,2,Caleb Daniel,Western Bulldogs,62,83,Caleb Daniel
2020,2,Jason Johannisen,Western Bulldogs,50,74,Jason Johannisen
2020,2,Bailey Williams,Western Bulldogs,57,82,Bailey Williams
2020,2,Ed Richards,Western Bulldogs,64,68,Ed Richards
2020,2,Mitchell Wallis,Western Bulldogs,46,64,Mitch Wallis
2020,2,Timothy English,Western Bulldogs,55,68,Tim English
2020,2,Josh Bruce,Western Bulldogs,34,39,Josh Bruce
2020,2,Aaron Naughton,Western Bulldogs,43,66,Aaron Naughton
2020,2,Laitham Vandermeer,Western Bulldogs,47,42,Laitham Vandermeer
2020,2,Alex Keath,Western Bulldogs,25,47,Alex Keath
2020,2,Bailey Dale,Western Bulldogs,31,48,Bailey Dale
2020,2,Sam Lloyd,Western Bulldogs,39,16,Sam Lloyd
2020,2,Billy Gowers,Western Bulldogs,20,22,Billy Gowers
2020,2,Ryan Gardner,Western Bulldogs,20,29,Ryan Gardner
2020,3,Bachar Houli,Richmond,86,110,Bachar Houli
2020,3,Nick Vlastuin,Richmond,72,105,Nick Vlastuin
2020,3,Trent Cotchin,Richmond,64,85,Trent Cotchin
2020,3,Dylan Grimes,Richmond,72,109,Dylan Grimes
2020,3,Jayden Short,Richmond,70,126,Jayden Short
2020,3,Sydney Stack,Richmond,49,71,Sydney Stack
2020,3,David Astbury,Richmond,56,89,David Astbury
2020,3,Dion Prestia,Richmond,52,97,Dion Prestia
2020,3,Jack Higgins,Richmond,60,69,Jack Higgins
2020,3,Kane Lambert,Richmond,41,59,Kane Lambert
2020,3,Josh Caddy,Richmond,52,70,Josh Caddy
2020,3,Nathan Broad,Richmond,47,71,Nathan Broad
2020,3,Shane Edwards,Richmond,35,55,Shane Edwards
2020,3,Jack Graham,Richmond,44,61,Jack Graham
2020,3,Jack Riewoldt,Richmond,51,14,Jack Riewoldt
2020,3,Jack Ross,Richmond,42,51,Jack Ross
2020,3,Marlion Pickett,Richmond,38,50,Marlion Pickett
2020,3,Shai Bolton,Richmond,38,39,Shai Bolton
2020,3,Ivan Soldo,Richmond,30,32,Ivan Soldo
2020,3,Tom Lynch,Richmond,40,61,Tom J. Lynch
2020,3,Daniel Rioli,Richmond,26,35,Daniel Rioli
2020,3,Jason Castagna,Richmond,44,35,Jason Castagna
2020,3,Isaac Smith,Hawthorn,99,110,Isaac Smith
2020,3,Jaeger O'Meara,Hawthorn,85,142,Jaeger O'Meara
2020,3,Tom Mitchell,Hawthorn,70,96,Tom Mitchell
2020,3,James Sicily,Hawthorn,77,128,James Sicily
2020,3,Jack Scrimshaw,Hawthorn,60,78,Jack Scrimshaw
2020,3,Blake Hardwick,Hawthorn,76,101,Blake Hardwick
2020,3,James Worpel,Hawthorn,68,72,James Worpel
2020,3,Ricky Henderson,Hawthorn,60,69,Ricky Henderson
2020,3,Jonathon Ceglar,Hawthorn,80,120,Jonathon Ceglar
2020,3,Chad Wingard,Hawthorn,87,122,Chad Wingard
2020,3,Sam Frost,Hawthorn,66,88,Sam Frost
2020,3,Liam Shiels,Hawthorn,44,83,Liam Shiels
2020,3,Ben McEvoy,Hawthorn,43,79,Ben McEvoy
2020,3,Tom Scully,Hawthorn,36,70,Tom Scully
2020,3,Benjamin Stratton,Hawthorn,38,28,Ben Stratton
2020,3,Shaun Burgoyne,Hawthorn,27,57,Shaun Burgoyne
2020,3,Oliver Hanrahan,Hawthorn,39,40,Oliver Hanrahan
2020,3,Luke Breust,Hawthorn,30,80,Luke Breust
2020,3,Jack Gunston,Hawthorn,59,75,Jack Gunston
2020,3,James Frawley,Hawthorn,22,48,James Frawley
2020,3,Jonathon Patton,Hawthorn,35,65,Jonathon Patton
2020,3,Tim O'Brien,Hawthorn,32,55,Tim O'Brien
2020,3,Jackson Macrae,Western Bulldogs,105,133,Jack Macrae
2020,3,Caleb Daniel,Western Bulldogs,86,134,Caleb Daniel
2020,3,Jason Johannisen,Western Bulldogs,81,103,Jason Johannisen
2020,3,Thomas Liberatore,Western Bulldogs,62,101,Tom Liberatore
2020,3,Toby McLean,Western Bulldogs,62,90,Toby McLean
2020,3,Bailey Smith,Western Bulldogs,60,101,Bailey Smith
2020,3,Hayden Crozier,Western Bulldogs,67,107,Hayden Crozier
2020,3,Marcus Bontempelli,Western Bulldogs,72,97,Marcus Bontempelli
2020,3,Josh Dunkley,Western Bulldogs,71,128,Josh Dunkley
2020,3,Bailey Williams,Western Bulldogs,60,72,Bailey Williams
2020,3,Timothy English,Western Bulldogs,78,120,Tim English
2020,3,Alex Keath,Western Bulldogs,64,106,Alex Keath
2020,3,Matthew Suckling,Western Bulldogs,50,56,Matthew Suckling
2020,3,Lin Jong,Western Bulldogs,47,66,Lin Jong
2020,3,Bailey Dale,Western Bulldogs,43,49,Bailey Dale
2020,3,Laitham Vandermeer,Western Bulldogs,37,53,Laitham Vandermeer
2020,3,Zaine Cordy,Western Bulldogs,58,62,Zaine Cordy
2020,3,Ed Richards,Western Bulldogs,45,63,Ed Richards
2020,3,Aaron Naughton,Western Bulldogs,39,58,Aaron Naughton
2020,3,Mitchell Wallis,Western Bulldogs,50,68,Mitch Wallis
2020,3,Sam Lloyd,Western Bulldogs,26,23,Sam Lloyd
