"","season","match_round","player_name","player_team","betfair_votes"
"1470",2021,2,"Kane Lambert","Richmond","0.5"
"1471",2021,2,"Marcus Bontempelli","Western Bulldogs","3"
"1472",2021,2,"Jack Macrae","Western Bulldogs","2"
"1473",2021,2,"Josh Dunkley","Western Bulldogs","0.5"
"1474",2021,2,"Bailey Smith","Western Bulldogs","0.5"
"1475",2021,2,"Andrew Brayshaw","Fremantle","3"
"1476",2021,2,"David Mundy","Fremantle","2"
"1477",2021,2,"Lachie Schultz","Fremantle","0.5"
"1478",2021,2,"Adam Cerra","Fremantle","0.5"
"1479",2021,3,"Hugh McCluggage","Brisbane Lions","2"
"1480",2021,3,"Brodie Grundy","Collingwood","2"
"1481",2021,3,"Daniel Rich","Brisbane Lions","1.5"
"1482",2021,3,"Jarryd Lyons","Brisbane Lions","0.5"
"1483",2021,3,"Josh Bruce","Western Bulldogs","3"
"1484",2021,3,"Adam Treloar","Western Bulldogs","2"
"1485",2021,3,"Josh Dunkley","Western Bulldogs","1"
"1486",2021,3,"Taylor Walker","Adelaide","3"
"1487",2021,3,"Rory Sloane","Adelaide","2"
"1488",2021,3,"Rory Laird","Adelaide","1"
"1489",2021,3,"Sam Wicks","Sydney","2"
"1490",2021,3,"Callum Mills","Sydney","2"
"1491",2021,3,"Luke Parker","Sydney","1"
"1492",2021,3,"Tom Papley","Sydney","0.5"
"1493",2021,3,"Chad Warner","Sydney","0.5"
"1494",2021,3,"Darcy Parish","Essendon","2.5"
"1495",2021,3,"Zach Merrett","Essendon","2"
"1496",2021,3,"Jordan Ridley","Essendon","1"
"1497",2021,3,"Jake Stringer","Essendon","0.5"
"1498",2021,3,"Luke Shuey","West Coast","2.5"
"1499",2021,3,"Andrew Gaff","West Coast","2"
"1500",2021,3,"Tim Kelly","West Coast","1.5"
"1501",2021,3,"Harry McKay","Carlton","3"
"1502",2021,3,"Patrick Cripps","Carlton","2"
"1503",2021,3,"Sam Walsh","Carlton","1"
"1504",2021,3,"Max Gawn","Melbourne","3"
"1505",2021,3,"Toby Greene","Greater Western Sydney","1.5"
"1506",2021,3,"Christian Petracca","Melbourne","1"
"1507",2021,3,"Ed Langdon","Melbourne","0.5"
"1508",2021,3,"Cameron Guthrie","Geelong","3"
"1509",2021,3,"Mitch Duncan","Geelong","1"
"1510",2021,3,"Jaeger O'Meara","Hawthorn","1"
"1511",2021,3,"Changkuoth Jiath","Hawthorn","1"
"1512",2021,4,"Luke Parker","Sydney","2"
"1513",2021,4,"Zach Merrett","Essendon","1.5"
"1514",2021,4,"Callum Mills","Sydney","1"
"1515",2021,4,"Jordan Ridley","Essendon","1"
"1516",2021,4,"Nick Hind","Essendon","0.5"
"1517",2021,4,"Travis Boak","Port Adelaide","2"
"1518",2021,4,"Ollie Wines","Port Adelaide","1.5"
"1519",2021,4,"Dan Houston","Port Adelaide","1"
"1520",2021,4,"Aliir Aliir","Port Adelaide","1"
"1521",2021,4,"Jayden Short","Richmond","0.5"
"1522",2021,4,"Adam Treloar","Western Bulldogs","2.5"
"1523",2021,4,"Jack Macrae","Western Bulldogs","2"
"1524",2021,4,"Tim English","Western Bulldogs","1.5"
"1525",2021,4,"Jack Steele","St Kilda","3"
"1526",2021,4,"Bradley Hill","St Kilda","1"
"1527",2021,4,"Max King","St Kilda","1"
"1528",2021,4,"Brad Crouch","St Kilda","1"
"1529",2021,4,"Ed Curnow","Carlton","3"
"1530",2021,4,"Hugh Greenwood","Gold Coast","2"
"1531",2021,4,"Liam Jones","Carlton","0.5"
"1532",2021,4,"Jack Bowes","Gold Coast","0.5"
"1533",2021,4,"Toby Greene","Greater Western Sydney","3"
"1534",2021,4,"Callan Ward","Greater Western Sydney","1.5"
"1535",2021,4,"Lachie Ash","Greater Western Sydney","1.5"
"1536",2021,4,"Lachlan Sholl","Adelaide","2.5"
"1537",2021,4,"Rory Laird","Adelaide","2"
"1538",2021,4,"Reilly O'Brien","Adelaide","1"
"1539",2021,4,"Paul Seedsman","Adelaide","0.5"
"1540",2021,4,"Christian Petracca","Melbourne","3"
"1541",2021,4,"Clayton Oliver","Melbourne","1"
"1542",2021,4,"Jack Viney","Melbourne","1"
"1543",2021,4,"Max Gawn","Melbourne","0.5"
"1544",2021,4,"Bayley Fritsch","Melbourne","0.5"
"1545",2021,4,"Nat Fyfe","Fremantle","2.5"
"1546",2021,4,"David Mundy","Fremantle","2"
"1547",2021,4,"Tom Mitchell","Hawthorn","1"
"1548",2021,4,"Sean Darcy","Fremantle","0.5"
"1549",2021,5,"Shane Edwards","Richmond","2"
"1550",2021,5,"Dustin Martin","Richmond","1.5"
"1551",2021,5,"Shai Bolton","Richmond","1.5"
"1552",2021,5,"Jack Riewoldt","Richmond","1"
"1553",2021,5,"Dom Sheed","West Coast","2.5"
"1554",2021,5,"Jack Redden","West Coast","1.5"
"1555",2021,5,"Andrew Gaff","West Coast","1"
"1556",2021,5,"Oscar Allen","West Coast","0.5"
"1557",2021,5,"Liam Duggan","West Coast","0.5"
"1558",2021,5,"Marcus Bontempelli","Western Bulldogs","3"
"1559",2021,5,"Josh Dunkley","Western Bulldogs","2"
"1560",2021,5,"Adam Treloar","Western Bulldogs","1"
"1561",2021,5,"Josh Kelly","Greater Western Sydney","2"
"1562",2021,5,"Lance Franklin","Sydney","2"
"1563",2021,5,"Jacob Hopper","Greater Western Sydney","1.5"
"1564",2021,5,"Will Hayward","Sydney","0.5"
"1565",2021,5,"Karl Amon","Port Adelaide","2.5"
"1566",2021,5,"Ollie Wines","Port Adelaide","2"
"1567",2021,5,"Sam Walsh","Carlton","1"
"1568",2021,5,"Travis Boak","Port Adelaide","0.5"
"1569",2021,5,"Lachie Neale","Brisbane Lions","2"
"1570",2021,5,"Hugh McCluggage","Brisbane Lions","2"
"1571",2021,5,"Joe Daniher","Brisbane Lions","1"
"1572",2021,5,"Jarryd Lyons","Brisbane Lions","1"
"1573",2021,5,"Andrew Brayshaw","Fremantle","3"
"1574",2021,5,"David Mundy","Fremantle","2"
"1575",2021,5,"Rory Laird","Adelaide","0.5"
"1576",2021,5,"Paul Seedsman","Adelaide","0.5"
"1577",2021,5,"Max Gawn","Melbourne","3"
"1578",2021,5,"Christian Salem","Melbourne","1.5"
"1579",2021,5,"Clayton Oliver","Melbourne","1"
"1580",2021,5,"Ed Langdon","Melbourne","0.5"
"1581",2021,5,"Tom Stewart","Geelong","2.5"
"1582",2021,5,"Brandan Parfitt","Geelong","1.5"
"1583",2021,5,"Sam Menegola","Geelong","1.5"
"1584",2021,5,"Jack Ziebell","North Melbourne","0.5"
"1585",2021,6,"Jack Macrae","Western Bulldogs","2.5"
"1586",2021,6,"Marcus Bontempelli","Western Bulldogs","1.5"
"1587",2021,6,"Toby Greene","Greater Western Sydney","1"
"1588",2021,6,"Tom Liberatore","Western Bulldogs","0.5"
"1589",2021,6,"Adam Treloar","Western Bulldogs","0.5"
"1590",2021,6,"Mitch Duncan","Geelong","3"
"1591",2021,6,"Cameron Guthrie","Geelong","2"
"1592",2021,6,"Joel Selwood","Geelong","0.5"
"1593",2021,6,"Tom Stewart","Geelong","0.5"
"1594",2021,6,"Noah Anderson","Gold Coast","2"
"1595",2021,6,"Touk Miller","Gold Coast","2"
"1596",2021,6,"Ben Ainsworth","Gold Coast","1"
"1597",2021,6,"Josh P. Kennedy","Sydney","1"
"1598",2021,6,"Hugh McCluggage","Brisbane Lions","2.5"
"1599",2021,6,"Dayne Zorko","Brisbane Lions","1"
"1600",2021,6,"Jarryd Lyons","Brisbane Lions","1"
"1601",2021,6,"Harry McKay","Carlton","1"
"1602",2021,6,"Sam Walsh","Carlton","0.5"
"1603",2021,6,"Christian Petracca","Melbourne","3"
"1604",2021,6,"Christian Salem","Melbourne","2"
"1605",2021,6,"Clayton Oliver","Melbourne","1"
"1606",2021,6,"David Mundy","Fremantle","3"
"1607",2021,6,"Caleb Serong","Fremantle","1.5"
"1608",2021,6,"Nat Fyfe","Fremantle","1.5"
"1609",2021,6,"Jacob Koschitzke","Hawthorn","2"
"1610",2021,6,"Jaeger O'Meara","Hawthorn","2"
"1611",2021,6,"Ben Keays","Adelaide","1"
"1612",2021,6,"Riley Thilthorpe","Adelaide","1"
"1613",2021,6,"Darcy Parish","Essendon","3"
"1614",2021,6,"Zach Merrett","Essendon","1"
"1615",2021,6,"Peter Wright","Essendon","0.5"
"1616",2021,6,"Karl Amon","Port Adelaide","2"
"1617",2021,6,"Ollie Wines","Port Adelaide","2"
"1618",2021,6,"Dan Houston","Port Adelaide","1"
"1619",2021,6,"Travis Boak","Port Adelaide","1"
"1620",2021,7,"Shai Bolton","Richmond","2.5"
"1621",2021,7,"Tom J. Lynch","Richmond","1.5"
"1622",2021,7,"Bachar Houli","Richmond","1"
"1623",2021,7,"Trent Cotchin","Richmond","1"
"1624",2021,7,"Touk Miller","Gold Coast","2"
"1625",2021,7,"Hugh Greenwood","Gold Coast","1.5"
"1626",2021,7,"Brandon Ellis","Gold Coast","1.5"
"1627",2021,7,"Josh Corbett","Gold Coast","0.5"
"1628",2021,7,"Brody Mihocek","Collingwood","0.5"
"1629",2021,7,"Josh Kelly","Greater Western Sydney","2"
"1630",2021,7,"Lachie Whitfield","Greater Western Sydney","1.5"
"1631",2021,7,"Tim Taranto","Greater Western Sydney","1.5"
"1632",2021,7,"Jacob Hopper","Greater Western Sydney","1"
"1633",2021,7,"Zak Jones","St Kilda","2.5"
"1634",2021,7,"Bradley Hill","St Kilda","1.5"
"1635",2021,7,"Hunter Clark","St Kilda","1.5"
"1636",2021,7,"Brad Crouch","St Kilda","0.5"
"1637",2021,7,"Hugh McCluggage","Brisbane Lions","3"
"1638",2021,7,"Jarryd Lyons","Brisbane Lions","1.5"
"1639",2021,7,"Harris Andrews","Brisbane Lions","0.5"
"1640",2021,7,"Ollie Wines","Port Adelaide","0.5"
"1641",2021,7,"Joe Daniher","Brisbane Lions","0.5"
"1642",2021,7,"Oliver Florent","Sydney","2"
"1643",2021,7,"Cameron Guthrie","Geelong","1.5"
"1644",2021,7,"Tom Hickey","Sydney","1"
"1645",2021,7,"Mitch Duncan","Geelong","1"
"1646",2021,7,"Tom Stewart","Geelong","0.5"
"1647",2021,7,"Bayley Fritsch","Melbourne","3"
"1648",2021,7,"Ben Cunnington","North Melbourne","2"
"1649",2021,7,"Christian Salem","Melbourne","1"
"1650",2021,7,"Sam Walsh","Carlton","3"
"1651",2021,7,"Adam Saad","Carlton","1"
"1652",2021,7,"Ed Curnow","Carlton","1"
"1653",2021,7,"Harry McKay","Carlton","0.5"
"1654",2021,7,"Tim Kelly","West Coast","3"
"1655",2021,7,"Andrew Gaff","West Coast","2"
"1656",2021,7,"Andrew Brayshaw","Fremantle","0.5"
"1657",2021,7,"David Mundy","Fremantle","0.5"
"1658",2021,8,"Jeremy Cameron","Geelong","3"
"1659",2021,8,"Gary Rohan","Geelong","1"
"1660",2021,8,"Cameron Guthrie","Geelong","1"
"1661",2021,8,"Tom Hawkins","Geelong","1"
"1662",2021,8,"Jack Steele","St Kilda","2"
"1663",2021,8,"Jack Billings","St Kilda","1.5"
"1664",2021,8,"Zak Jones","St Kilda","1.5"
"1665",2021,8,"Touk Miller","Gold Coast","1"
"1666",2021,8,"Josh Kelly","Greater Western Sydney","2.5"
"1667",2021,8,"Zach Merrett","Essendon","1"
"1668",2021,8,"Tim Taranto","Greater Western Sydney","1"
"1669",2021,8,"Toby Greene","Greater Western Sydney","1"
"1670",2021,8,"Nick Hind","Essendon","0.5"
"1671",2021,8,"Jordan deGoey","Collingwood","2.5"
"1672",2021,8,"Darcy Moore","Collingwood","2"
"1673",2021,8,"Aaron Hall","North Melbourne","1"
"1674",2021,8,"Jack Crisp","Collingwood","0.5"
"1675",2021,8,"Clayton Oliver","Melbourne","2"
"1676",2021,8,"Tom McDonald","Melbourne","1.5"
"1677",2021,8,"Callum Mills","Sydney","1.5"
"1678",2021,8,"Luke Parker","Sydney","0.5"
"1679",2021,8,"James Harmes","Melbourne","0.5"
"1680",2021,8,"Travis Boak","Port Adelaide","2.5"
"1681",2021,8,"Paul Seedsman","Adelaide","1.5"
"1682",2021,8,"Karl Amon","Port Adelaide","1.5"
"1683",2021,8,"Rory Laird","Adelaide","0.5"
"1684",2021,8,"Andrew Gaff","West Coast","2"
"1685",2021,8,"Tom Mitchell","Hawthorn","2"
"1686",2021,8,"Jarman Impey","Hawthorn","1"
"1687",2021,8,"Dom Sheed","West Coast","1"
"1688",2021,8,"Marcus Bontempelli","Western Bulldogs","3"
"1689",2021,8,"Jack Macrae","Western Bulldogs","1"
"1690",2021,8,"Josh Bruce","Western Bulldogs","1"
"1691",2021,8,"Tom Liberatore","Western Bulldogs","0.5"
"1692",2021,8,"Jacob Weitering","Carlton","0.5"
"1693",2021,8,"Hugh McCluggage","Brisbane Lions","2"
"1694",2021,8,"Jarryd Lyons","Brisbane Lions","1.5"
"1695",2021,8,"Daniel Rich","Brisbane Lions","1"
"1696",2021,8,"Charlie Cameron","Brisbane Lions","1"
"1697",2021,8,"David Mundy","Fremantle","0.5"
"1698",2021,9,"Cameron Guthrie","Geelong","2"
"1699",2021,9,"Zach Tuohy","Geelong","2"
"1700",2021,9,"Mitch Duncan","Geelong","2"
"1701",2021,9,"Isaac Heeney","Sydney","3"
"1702",2021,9,"Callum Mills","Sydney","2"
"1703",2021,9,"Will Hoskin-Elliott","Collingwood","1"
"1704",2021,9,"Jy Simpkin","North Melbourne","3"
"1705",2021,9,"Ben Cunnington","North Melbourne","2"
"1706",2021,9,"Aaron Hall","North Melbourne","0.5"
"1707",2021,9,"Cameron Zurhaar","North Melbourne","0.5"
"1708",2021,9,"Jarryd Lyons","Brisbane Lions","3"
"1709",2021,9,"Dayne Zorko","Brisbane Lions","1.5"
"1710",2021,9,"Hugh McCluggage","Brisbane Lions","1"
"1711",2021,9,"Daniel McStay","Brisbane Lions","0.5"
"1712",2021,9,"Dustin Martin","Richmond","3"
"1713",2021,9,"Jacob Hopper","Greater Western Sydney","2"
"1714",2021,9,"Josh Kelly","Greater Western Sydney","0.5"
"1715",2021,9,"Liam Baker","Richmond","0.5"
"1716",2021,9,"Marcus Bontempelli","Western Bulldogs","2.5"
"1717",2021,9,"Jack Macrae","Western Bulldogs","2"
"1718",2021,9,"Ollie Wines","Port Adelaide","1"
"1719",2021,9,"Caleb Daniel","Western Bulldogs","0.5"
"1720",2021,9,"Darcy Parish","Essendon","3"
"1721",2021,9,"Sean Darcy","Fremantle","1"
"1722",2021,9,"Nick Hind","Essendon","1"
"1723",2021,9,"Andrew McGrath","Essendon","0.5"
"1724",2021,9,"Andrew Brayshaw","Fremantle","0.5"
"1725",2021,9,"Clayton Oliver","Melbourne","2"
"1726",2021,9,"Sam Walsh","Carlton","1.5"
"1727",2021,9,"Tom McDonald","Melbourne","1"
"1728",2021,9,"Patrick Cripps","Carlton","0.5"
"1729",2021,9,"Christian Petracca","Melbourne","0.5"
"1730",2021,9,"Christian Salem","Melbourne","0.5"
"1731",2021,9,"Tim Kelly","West Coast","2.5"
"1732",2021,9,"Rory Laird","Adelaide","1.5"
"1733",2021,9,"Jack Darling","West Coast","1"
"1734",2021,9,"Andrew Gaff","West Coast","0.5"
"1735",2021,9,"Jamie Cripps","West Coast","0.5"
"1736",2021,10,"Jarryd Lyons","Brisbane Lions","2"
"1737",2021,10,"Hugh McCluggage","Brisbane Lions","2"
"1738",2021,10,"Dayne Zorko","Brisbane Lions","1.5"
"1739",2021,10,"Zac Bailey","Brisbane Lions","0.5"
"1740",2021,10,"Sam Walsh","Carlton","2.5"
"1741",2021,10,"Tom Mitchell","Hawthorn","1.5"
"1742",2021,10,"Patrick Cripps","Carlton","1"
"1743",2021,10,"Sam Docherty","Carlton","1"
"1744",2021,10,"Joel Selwood","Geelong","2.5"
"1745",2021,10,"Quinton Narkle","Geelong","1.5"
"1746",2021,10,"Cameron Guthrie","Geelong","1"
"1747",2021,10,"Shaun Higgins","Geelong","1"
"1748",2021,10,"Clayton Oliver","Melbourne","3"
"1749",2021,10,"Ben Keays","Adelaide","2"
"1750",2021,10,"Paul Seedsman","Adelaide","0.5"
"1751",2021,10,"Christian Petracca","Melbourne","0.5"
"1752",2021,10,"Marcus Bontempelli","Western Bulldogs","3"
"1753",2021,10,"Bailey Dale","Western Bulldogs","2"
"1754",2021,10,"Jack Macrae","Western Bulldogs","1"
"1755",2021,10,"Lance Franklin","Sydney","2"
"1756",2021,10,"Rory Lobb","Fremantle","1.5"
"1757",2021,10,"Nat Fyfe","Fremantle","1.5"
"1758",2021,10,"Adam Cerra","Fremantle","0.5"
"1759",2021,10,"David Mundy","Fremantle","0.5"
"1760",2021,10,"Josh Kelly","Greater Western Sydney","2"
"1761",2021,10,"Tom Green","Greater Western Sydney","2"
"1762",2021,10,"Lachie Whitfield","Greater Western Sydney","1.5"
"1763",2021,10,"Jacob Hopper","Greater Western Sydney","0.5"
"1764",2021,10,"Brodie Grundy","Collingwood","2"
"1765",2021,10,"Travis Boak","Port Adelaide","1.5"
"1766",2021,10,"Ollie Wines","Port Adelaide","1"
"1767",2021,10,"Robbie Gray","Port Adelaide","1"
"1768",2021,10,"Darcy Moore","Collingwood","0.5"
"1769",2021,10,"Darcy Parish","Essendon","3"
"1770",2021,10,"Zach Merrett","Essendon","2"
"1771",2021,10,"Andrew McGrath","Essendon","1"
"1772",2021,11,"Clayton Oliver","Melbourne","2.5"
"1773",2021,11,"James Harmes","Melbourne","1"
"1774",2021,11,"Marcus Bontempelli","Western Bulldogs","1"
"1775",2021,11,"Jack Macrae","Western Bulldogs","1"
"1776",2021,11,"Max Gawn","Melbourne","0.5"
"1777",2021,11,"Brandan Parfitt","Geelong","2"
"1778",2021,11,"Tom Hawkins","Geelong","2"
"1779",2021,11,"Shaun Higgins","Geelong","1"
"1780",2021,11,"Joel Selwood","Geelong","0.5"
"1781",2021,11,"Zach Tuohy","Geelong","0.5"
"1782",2021,11,"Mitch Robinson","Brisbane Lions","3"
"1783",2021,11,"Dayne Zorko","Brisbane Lions","2"
"1784",2021,11,"Josh Kelly","Greater Western Sydney","0.5"
"1785",2021,11,"Jarryd Lyons","Brisbane Lions","0.5"
"1786",2021,11,"Jack Steele","St Kilda","2"
"1787",2021,11,"Luke Dunstan","St Kilda","1.5"
"1788",2021,11,"Brad Crouch","St Kilda","1"
"1789",2021,11,"Mason Wood","St Kilda","0.5"
"1790",2021,11,"Jack Billings","St Kilda","0.5"
"1791",2021,11,"Aaron Hall","North Melbourne","0.5"
"1792",2021,11,"Touk Miller","Gold Coast","2.5"
"1793",2021,11,"Jack Lukosius","Gold Coast","1.5"
"1794",2021,11,"Izak Rankine","Gold Coast","1"
"1795",2021,11,"Brandon Ellis","Gold Coast","1"
"1796",2021,11,"Zach Merrett","Essendon","2"
"1797",2021,11,"Darcy Parish","Essendon","2"
"1798",2021,11,"Kyle Langford","Essendon","1.5"
"1799",2021,11,"Dyson Heppell","Essendon","0.5"
"1800",2021,11,"Jack Riewoldt","Richmond","2.5"
"1801",2021,11,"Jayden Short","Richmond","1"
"1802",2021,11,"Shai Bolton","Richmond","1"
"1803",2021,11,"Ben Keays","Adelaide","1"
"1804",2021,11,"Dustin Martin","Richmond","0.5"
"1805",2021,11,"Isaac Heeney","Sydney","2.5"
"1806",2021,11,"Patrick Cripps","Carlton","1.5"
"1807",2021,11,"Callum Mills","Sydney","1"
"1808",2021,11,"Sam Walsh","Carlton","0.5"
"1809",2021,11,"Josh P. Kennedy","Sydney","0.5"
"1810",2021,11,"Ollie Wines","Port Adelaide","2.5"
"1811",2021,11,"Karl Amon","Port Adelaide","1.5"
"1812",2021,11,"Travis Boak","Port Adelaide","1"
"1813",2021,11,"Sam Powell-Pepper","Port Adelaide","1"
"1814",2021,12,"Christian Petracca","Melbourne","3"
"1815",2021,12,"Zac Bailey","Brisbane Lions","1.5"
"1816",2021,12,"Max Gawn","Melbourne","0.5"
"1817",2021,12,"Jarryd Lyons","Brisbane Lions","0.5"
"1818",2021,12,"Clayton Oliver","Melbourne","0.5"
"1819",2021,12,"Jack Steele","St Kilda","2"
"1820",2021,12,"Luke Parker","Sydney","2"
"1821",2021,12,"Brad Crouch","St Kilda","1.5"
"1822",2021,12,"Jack Higgins","St Kilda","0.5"
"1823",2021,12,"Jamie Elliott","Collingwood","3"
"1824",2021,12,"Rory Laird","Adelaide","1.5"
"1825",2021,12,"Paul Seedsman","Adelaide","1.5"
"1826",2021,12,"Darcy Parish","Essendon","2.5"
"1827",2021,12,"Dustin Martin","Richmond","1.5"
"1828",2021,12,"Shai Bolton","Richmond","1"
"1829",2021,12,"Kyle Langford","Essendon","0.5"
"1830",2021,12,"Zach Merrett","Essendon","0.5"
"1831",2021,12,"Dom Sheed","West Coast","3"
"1832",2021,12,"Sam Walsh","Carlton","1"
"1833",2021,12,"Andrew Gaff","West Coast","1"
"1834",2021,12,"Liam Ryan","West Coast","1"
"1835",2021,12,"Marcus Bontempelli","Western Bulldogs","2.5"
"1836",2021,12,"David Mundy","Fremantle","2"
"1837",2021,12,"Jack Macrae","Western Bulldogs","1.5"
"1838",2021,13,"Jeremy Cameron","Geelong","2"
"1839",2021,13,"Ollie Wines","Port Adelaide","1.5"
"1840",2021,13,"Travis Boak","Port Adelaide","1"
"1841",2021,13,"Tom Stewart","Geelong","0.5"
"1842",2021,13,"Gary Rohan","Geelong","0.5"
"1843",2021,13,"Connor Rozee","Port Adelaide","0.5"
"1844",2021,13,"Tom Mitchell","Hawthorn","2.5"
"1845",2021,13,"Changkuoth Jiath","Hawthorn","2"
"1846",2021,13,"Dane Rampe","Sydney","0.5"
"1847",2021,13,"Josh P. Kennedy","Sydney","0.5"
"1848",2021,13,"Callum Mills","Sydney","0.5"
"1849",2021,13,"Andrew Brayshaw","Fremantle","2"
"1850",2021,13,"Touk Miller","Gold Coast","2"
"1851",2021,13,"David Mundy","Fremantle","1"
"1852",2021,13,"Luke Ryan","Fremantle","0.5"
"1853",2021,13,"Sean Darcy","Fremantle","0.5"
"1854",2021,13,"Rory Laird","Adelaide","2"
"1855",2021,13,"Jack Steele","St Kilda","1.5"
"1856",2021,13,"Brad Crouch","St Kilda","1.5"
"1857",2021,13,"Dougal Howard","St Kilda","0.5"
"1858",2021,13,"Paul Seedsman","Adelaide","0.5"
"1859",2021,13,"Josh Kelly","Greater Western Sydney","3"
"1860",2021,13,"Ben Cunnington","North Melbourne","1"
"1861",2021,13,"Nick Haynes","Greater Western Sydney","1"
"1862",2021,13,"Aaron Hall","North Melbourne","0.5"
"1863",2021,13,"Jy Simpkin","North Melbourne","0.5"
"1864",2021,13,"Josh J. Kennedy","West Coast","2"
"1865",2021,13,"Nic Naitanui","West Coast","1.5"
"1866",2021,13,"Kane Lambert","Richmond","1"
"1867",2021,13,"Dustin Martin","Richmond","0.5"
"1868",2021,13,"Jack Redden","West Coast","0.5"
"1869",2021,13,"Elliot Yeo","West Coast","0.5"
"1870",2021,13,"Scott Pendlebury","Collingwood","3"
"1871",2021,13,"Brayden Maynard","Collingwood","2"
"1872",2021,13,"Jordan deGoey","Collingwood","1"
"1873",2021,14,"Tom Stewart","Geelong","2"
"1874",2021,14,"Tom Liberatore","Western Bulldogs","1.5"
"1875",2021,14,"Joel Selwood","Geelong","1"
"1876",2021,14,"Marcus Bontempelli","Western Bulldogs","1"
"1877",2021,14,"Sam Menegola","Geelong","0.5"
"1878",2021,14,"Ollie Wines","Port Adelaide","3"
"1879",2021,14,"Steven Motlop","Port Adelaide","1.5"
"1880",2021,14,"Touk Miller","Gold Coast","1"
"1881",2021,14,"Karl Amon","Port Adelaide","0.5"
"1882",2021,14,"Jarryd Lyons","Brisbane Lions","2"
"1883",2021,14,"Hugh McCluggage","Brisbane Lions","1.5"
"1884",2021,14,"Zac Bailey","Brisbane Lions","1.5"
"1885",2021,14,"Lachie Neale","Brisbane Lions","1"
"1886",2021,14,"Toby Greene","Greater Western Sydney","2.5"
"1887",2021,14,"Jacob Hopper","Greater Western Sydney","1.5"
"1888",2021,14,"Lachie Whitfield","Greater Western Sydney","1"
"1889",2021,14,"Josh Kelly","Greater Western Sydney","1"
"1890",2021,14,"Jake Stringer","Essendon","3"
"1891",2021,14,"Tom Mitchell","Hawthorn","1"
"1892",2021,14,"Nick Hind","Essendon","1"
"1893",2021,14,"Zach Merrett","Essendon","1"
"1894",2021,15,"Dayne Zorko","Brisbane Lions","1.5"
"1895",2021,15,"Daniel Rich","Brisbane Lions","1.5"
"1896",2021,15,"Jarryd Lyons","Brisbane Lions","1"
"1897",2021,15,"Oscar McInerney","Brisbane Lions","1"
"1898",2021,15,"Patrick Dangerfield","Geelong","0.5"
"1899",2021,15,"Cameron Guthrie","Geelong","0.5"
"1900",2021,15,"Luke Dunstan","St Kilda","2.5"
"1901",2021,15,"Jack Steele","St Kilda","2"
"1902",2021,15,"Brad Crouch","St Kilda","1.5"
"1903",2021,15,"Ben Cunnington","North Melbourne","2"
"1904",2021,15,"Jy Simpkin","North Melbourne","2"
"1905",2021,15,"Cameron Zurhaar","North Melbourne","1.5"
"1906",2021,15,"Todd Goldstein","North Melbourne","0.5"
"1907",2021,15,"David Mundy","Fremantle","2.5"
"1908",2021,15,"Scott Pendlebury","Collingwood","1"
"1909",2021,15,"Jack Crisp","Collingwood","1"
"1910",2021,15,"Taylor Adams","Collingwood","1"
"1911",2021,15,"Andrew Brayshaw","Fremantle","0.5"
"1912",2021,15,"Travis Boak","Port Adelaide","2.5"
"1913",2021,15,"Ollie Wines","Port Adelaide","2"
"1914",2021,15,"Lance Franklin","Sydney","1"
"1915",2021,15,"Callum Mills","Sydney","0.5"
"1916",2021,15,"Zach Merrett","Essendon","2"
"1917",2021,15,"Christian Petracca","Melbourne","1.5"
"1918",2021,15,"Clayton Oliver","Melbourne","1.5"
"1919",2021,15,"Darcy Parish","Essendon","0.5"
"1920",2021,15,"Dyson Heppell","Essendon","0.5"
"1921",2021,15,"Tom Mitchell","Hawthorn","2"
"1922",2021,15,"Jack Scrimshaw","Hawthorn","2"
"1923",2021,15,"Lachie Whitfield","Greater Western Sydney","1"
"1924",2021,15,"Will Day","Hawthorn","1"
"1925",2021,15,"Marcus Bontempelli","Western Bulldogs","3"
"1926",2021,15,"Bailey Smith","Western Bulldogs","2"
"1927",2021,15,"Jack Macrae","Western Bulldogs","1"
"1928",2021,15,"Sam Walsh","Carlton","2.5"
"1929",2021,15,"Rory Laird","Adelaide","1.5"
"1930",2021,15,"Adam Saad","Carlton","1.5"
"1931",2021,15,"Jacob Weitering","Carlton","0.5"
"1932",2021,16,"Touk Miller","Gold Coast","3"
"1933",2021,16,"Tom J. Lynch","Richmond","1"
"1934",2021,16,"Ben King","Gold Coast","1"
"1935",2021,16,"Ben Ainsworth","Gold Coast","1"
"1936",2021,16,"Patrick Dangerfield","Geelong","2.5"
"1937",2021,16,"Darcy Parish","Essendon","2.5"
"1938",2021,16,"Tom Hawkins","Geelong","1"
"1939",2021,16,"Josh Kelly","Greater Western Sydney","2.5"
"1940",2021,16,"Christian Salem","Melbourne","1.5"
"1941",2021,16,"Christian Petracca","Melbourne","1"
"1942",2021,16,"Tim Taranto","Greater Western Sydney","1"
"1943",2021,16,"Zac Bailey","Brisbane Lions","2"
"1944",2021,16,"Jarryd Lyons","Brisbane Lions","1.5"
"1945",2021,16,"Lincoln McCarthy","Brisbane Lions","1.5"
"1946",2021,16,"Rory Laird","Adelaide","1"
"1947",2021,16,"Ollie Wines","Port Adelaide","3"
"1948",2021,16,"Travis Boak","Port Adelaide","1"
"1949",2021,16,"Darcy Byrne-Jones","Port Adelaide","1"
"1950",2021,16,"Karl Amon","Port Adelaide","1"
"1951",2021,16,"Sam Walsh","Carlton","2"
"1952",2021,16,"Jack Silvagni","Carlton","1.5"
