"","season","match_round","player_name","player_team","betfair_votes"
"486",2019,15,"Jaeger O'Meara","Hawthorn","0.5"
"487",2019,15,"Luke Parker","Sydney","2"
"488",2019,15,"Isaac Heeney","Sydney","1.5"
"489",2019,15,"Josh P. Kennedy","Sydney","1.5"
"490",2019,15,"Jordan Dawson","Sydney","1"
"491",2019,15,"Ben Cunnington","North Melbourne","2.5"
"492",2019,15,"Jack Ziebell","North Melbourne","2"
"493",2019,15,"Jy Simpkin","North Melbourne","0.5"
"494",2019,15,"Adam Treloar","Collingwood","0.5"
"495",2019,15,"Jared Polec","North Melbourne","0.5"
"496",2019,15,"Marcus Bontempelli","Western Bulldogs","2.5"
"497",2019,15,"Jack Macrae","Western Bulldogs","2"
"498",2019,15,"Josh Dunkley","Western Bulldogs","1.5"
"499",2019,15,"Dustin Martin","Richmond","2"
"500",2019,15,"Mabior Chol","Richmond","1.5"
"501",2019,15,"Sydney Stack","Richmond","1"
"502",2019,15,"Dion Prestia","Richmond","1"
"503",2019,15,"Rowan Marshall","St Kilda","0.5"
"504",2019,15,"Dayne Zorko","Brisbane Lions","3"
"505",2019,15,"Eric Hipwood","Brisbane Lions","2"
"506",2019,15,"Stefan Martin","Brisbane Lions","0.5"
"507",2019,15,"Lachie Neale","Brisbane Lions","0.5"
"508",2019,15,"Marc Murphy","Carlton","3"
"509",2019,15,"Nat Fyfe","Fremantle","1.5"
"510",2019,15,"Ed Curnow","Carlton","1.5"
"511",2019,16,"James Sicily","Hawthorn","3"
"512",2019,16,"Jarman Impey","Hawthorn","1.5"
"513",2019,16,"Isaac Smith","Hawthorn","1"
"514",2019,16,"Jordan deGoey","Collingwood","0.5"
"515",2019,16,"Dylan Shiel","Essendon","2"
"516",2019,16,"Isaac Heeney","Sydney","2"
"517",2019,16,"Andrew McGrath","Essendon","1.5"
"518",2019,16,"David Zaharakis","Essendon","0.5"
"519",2019,16,"Trent Cotchin","Richmond","2.5"
"520",2019,16,"Jason Castagna","Richmond","2"
"521",2019,16,"Kane Lambert","Richmond","1.5"
"522",2019,16,"Robbie Gray","Port Adelaide","3"
"523",2019,16,"Tom Rockliff","Port Adelaide","1.5"
"524",2019,16,"Justin Westhoff","Port Adelaide","1"
"525",2019,16,"Riley Bonner","Port Adelaide","0.5"
"526",2019,16,"Marcus Bontempelli","Western Bulldogs","2"
"527",2019,16,"Lachie Hunter","Western Bulldogs","2"
"528",2019,16,"Aaron Naughton","Western Bulldogs","0.5"
"529",2019,16,"Zach Tuohy","Geelong","0.5"
"530",2019,16,"Tom Stewart","Geelong","0.5"
"531",2019,16,"Jack Macrae","Western Bulldogs","0.5"
"532",2019,16,"Brad Sheppard","West Coast","2.5"
"533",2019,16,"Andrew Gaff","West Coast","2"
"534",2019,16,"Luke Shuey","West Coast","1"
"535",2019,16,"Chris Masten","West Coast","0.5"
"536",2019,16,"Tom McDonald","Melbourne","3"
"537",2019,16,"Bayley Fritsch","Melbourne","2"
"538",2019,16,"Clayton Oliver","Melbourne","0.5"
"539",2019,16,"Jack Silvagni","Carlton","0.5"
"540",2019,16,"Cameron Zurhaar","North Melbourne","2"
"541",2019,16,"Jack Ziebell","North Melbourne","2"
"542",2019,16,"Jy Simpkin","North Melbourne","2"
"543",2019,16,"Lachie Neale","Brisbane Lions","2"
"544",2019,16,"Hugh McCluggage","Brisbane Lions","1.5"
"545",2019,16,"Lincoln McCarthy","Brisbane Lions","1"
"546",2019,16,"Stephen Coniglio","Greater Western Sydney","1"
"547",2019,16,"Zac Williams","Greater Western Sydney","0.5"
"548",2019,17,"Scott Pendlebury","Collingwood","2.5"
"549",2019,17,"Adam Treloar","Collingwood","2"
"550",2019,17,"Brody Mihocek","Collingwood","1"
"551",2019,17,"Elliot Yeo","West Coast","0.5"
"552",2019,17,"Marc Murphy","Carlton","2"
"553",2019,17,"Nic Newman","Carlton","2"
"554",2019,17,"Patrick Cripps","Carlton","1"
"555",2019,17,"Sam Walsh","Carlton","0.5"
"556",2019,17,"Matthew Kreuzer","Carlton","0.5"
"557",2019,17,"Nat Fyfe","Fremantle","2"
"558",2019,17,"James Worpel","Hawthorn","2"
"559",2019,17,"Bradley Hill","Fremantle","1"
"560",2019,17,"Ricky Henderson","Hawthorn","1"
"561",2019,17,"Anthony McDonald-Tipungwuti","Essendon","2.5"
"562",2019,17,"Ben Brown","North Melbourne","2"
"563",2019,17,"Robbie Tarrant","North Melbourne","0.5"
"564",2019,17,"Conor McKenna","Essendon","0.5"
"565",2019,17,"Zach Merrett","Essendon","0.5"
"566",2019,17,"Wayne Milera","Adelaide","2"
"567",2019,17,"Eddie Betts","Adelaide","2"
"568",2019,17,"Rory Atkins","Adelaide","1.5"
"569",2019,17,"Matt Crouch","Adelaide","0.5"
"570",2019,17,"Patrick Dangerfield","Geelong","3"
"571",2019,17,"Mitch Duncan","Geelong","1.5"
"572",2019,17,"Rowan Marshall","St Kilda","1"
"573",2019,17,"Gryan Miers","Geelong","0.5"
"574",2019,17,"Shai Bolton","Richmond","2"
"575",2019,17,"Toby Greene","Greater Western Sydney","1.5"
"576",2019,17,"Kane Lambert","Richmond","1.5"
"577",2019,17,"Brandon Ellis","Richmond","1"
"578",2019,17,"Josh Dunkley","Western Bulldogs","3"
"579",2019,17,"Lachie Hunter","Western Bulldogs","2"
"580",2019,17,"Taylor Duryea","Western Bulldogs","1"
"581",2019,17,"Jarryd Lyons","Brisbane Lions","2"
"582",2019,17,"Dayne Zorko","Brisbane Lions","2"
"583",2019,17,"Robbie Gray","Port Adelaide","1.5"
"584",2019,17,"Charlie Cameron","Brisbane Lions","0.5"
"585",2019,18,"Zach Merrett","Essendon","3"
"586",2019,18,"Mitch Brown","Essendon","2"
"587",2019,18,"Brodie Smith","Adelaide","1"
"588",2019,18,"Dustin Martin","Richmond","2.5"
"589",2019,18,"Tom J. Lynch","Richmond","2"
"590",2019,18,"Bachar Houli","Richmond","0.5"
"591",2019,18,"Dion Prestia","Richmond","0.5"
"592",2019,18,"Dylan Grimes","Richmond","0.5"
"593",2019,18,"Ed Curnow","Carlton","2.5"
"594",2019,18,"Liam Jones","Carlton","1.5"
"595",2019,18,"Will Brodie","Gold Coast","1"
"596",2019,18,"Sam Walsh","Carlton","1"
"597",2019,18,"Jeremy Cameron","Greater Western Sydney","2"
"598",2019,18,"Lachie Whitfield","Greater Western Sydney","1.5"
"599",2019,18,"Toby Greene","Greater Western Sydney","1.5"
"600",2019,18,"Brodie Grundy","Collingwood","1"
"601",2019,18,"Jarryd Lyons","Brisbane Lions","3"
"602",2019,18,"Shaun Higgins","North Melbourne","2"
"603",2019,18,"Todd Goldstein","North Melbourne","0.5"
"604",2019,18,"Luke Hodge","Brisbane Lions","0.5"
"605",2019,18,"Jake Lloyd","Sydney","2"
"606",2019,18,"Luke Parker","Sydney","1"
"607",2019,18,"David Mundy","Fremantle","1"
"608",2019,18,"Joel Hamling","Fremantle","1"
"609",2019,18,"Andrew Brayshaw","Fremantle","0.5"
"610",2019,18,"Rory Lobb","Fremantle","0.5"
"611",2019,18,"Liam Shiels","Hawthorn","3"
"612",2019,18,"Jaeger O'Meara","Hawthorn","1.5"
"613",2019,18,"Mitch Duncan","Geelong","0.5"
"614",2019,18,"Patrick Dangerfield","Geelong","0.5"
"615",2019,18,"James Worpel","Hawthorn","0.5"
"616",2019,18,"Dom Sheed","West Coast","2"
"617",2019,18,"Clayton Oliver","Melbourne","2"
"618",2019,18,"Bayley Fritsch","Melbourne","2"
"619",2019,18,"Jack Lonie","St Kilda","2"
"620",2019,18,"Jack Billings","St Kilda","2"
"621",2019,18,"Rowan Marshall","St Kilda","1"
"622",2019,18,"Josh Dunkley","Western Bulldogs","1"
"623",2019,19,"Dustin Martin","Richmond","3"
"624",2019,19,"Tom J. Lynch","Richmond","2"
"625",2019,19,"Dion Prestia","Richmond","1"
"626",2019,19,"Lachie Neale","Brisbane Lions","2"
"627",2019,19,"Dayne Zorko","Brisbane Lions","2"
"628",2019,19,"Mitch Robinson","Brisbane Lions","1.5"
"629",2019,19,"James Worpel","Hawthorn","0.5"
"630",2019,19,"Patrick Cripps","Carlton","3"
"631",2019,19,"Kade Simpson","Carlton","1"
"632",2019,19,"Marc Murphy","Carlton","1"
"633",2019,19,"Levi Casboult","Carlton","1"
"634",2019,19,"Josh J. Kennedy","West Coast","3"
"635",2019,19,"Elliot Yeo","West Coast","1.5"
"636",2019,19,"Dom Sheed","West Coast","1"
"637",2019,19,"Lewis Jetta","West Coast","0.5"
"638",2019,19,"Sebastian Ross","St Kilda","3"
"639",2019,19,"Jade Gresham","St Kilda","1.5"
"640",2019,19,"Hunter Clark","St Kilda","1"
"641",2019,19,"Max Gawn","Melbourne","0.5"
"642",2019,19,"Toby Greene","Greater Western Sydney","2"
"643",2019,19,"Jacob Hopper","Greater Western Sydney","1"
"644",2019,19,"Nick Haynes","Greater Western Sydney","1"
"645",2019,19,"Tim Taranto","Greater Western Sydney","1"
"646",2019,19,"Travis Boak","Port Adelaide","1"
"647",2019,19,"Marcus Bontempelli","Western Bulldogs","2.5"
"648",2019,19,"Jack Macrae","Western Bulldogs","2"
"649",2019,19,"Bailey Dale","Western Bulldogs","1.5"
"650",2019,19,"Tom Hawkins","Geelong","2.5"
"651",2019,19,"Patrick Dangerfield","Geelong","1.5"
"652",2019,19,"Mitch Duncan","Geelong","1.5"
"653",2019,19,"Tim Kelly","Geelong","0.5"
"654",2019,19,"Jake Stringer","Essendon","2"
"655",2019,19,"Shaun McKernan","Essendon","1.5"
"656",2019,19,"Dylan Shiel","Essendon","1.5"
"657",2019,19,"Touk Miller","Gold Coast","1"
"658",2019,20,"Shaun Higgins","North Melbourne","2.5"
"659",2019,20,"Ben Brown","North Melbourne","1.5"
"660",2019,20,"James Worpel","Hawthorn","1"
"661",2019,20,"Todd Goldstein","North Melbourne","1"
"662",2019,20,"Dan Houston","Port Adelaide","2.5"
"663",2019,20,"Xavier Duursma","Port Adelaide","1.5"
"664",2019,20,"Connor Rozee","Port Adelaide","1"
"665",2019,20,"Robbie Gray","Port Adelaide","1"
"666",2019,20,"Zac Williams","Greater Western Sydney","2"
"667",2019,20,"Toby Greene","Greater Western Sydney","1.5"
"668",2019,20,"Jacob Hopper","Greater Western Sydney","1.5"
"669",2019,20,"Isaac Heeney","Sydney","1"
"670",2019,20,"Nat Fyfe","Fremantle","2.5"
"671",2019,20,"Michael Walters","Fremantle","2"
"672",2019,20,"Ed Langdon","Fremantle","1"
"673",2019,20,"Bradley Hill","Fremantle","0.5"
"674",2019,20,"Dustin Martin","Richmond","3"
"675",2019,20,"Dion Prestia","Richmond","1"
"676",2019,20,"Shane Edwards","Richmond","1"
"677",2019,20,"Bachar Houli","Richmond","1"
"678",2019,20,"Rory Laird","Adelaide","3"
"679",2019,20,"Matt Crouch","Adelaide","2"
"680",2019,20,"Rowan Marshall","St Kilda","1"
"681",2019,20,"Adam Treloar","Collingwood","3"
"682",2019,20,"Brodie Grundy","Collingwood","2"
"683",2019,20,"Steele Sidebottom","Collingwood","1"
"684",2019,20,"Luke Shuey","West Coast","2"
"685",2019,20,"Nic Newman","Carlton","2"
"686",2019,20,"Elliot Yeo","West Coast","1"
"687",2019,20,"Liam Ryan","West Coast","0.5"
"688",2019,20,"Sam Walsh","Carlton","0.5"
"689",2019,20,"Marcus Bontempelli","Western Bulldogs","2"
"690",2019,20,"Jack Macrae","Western Bulldogs","2"
"691",2019,20,"Mitch Robinson","Brisbane Lions","2"
"692",2019,21,"James Sicily","Hawthorn","2"
"693",2019,21,"James Worpel","Hawthorn","2"
"694",2019,21,"Isaac Smith","Hawthorn","1"
"695",2019,21,"Toby Greene","Greater Western Sydney","1"
"696",2019,21,"Scott Pendlebury","Collingwood","2"
"697",2019,21,"Steele Sidebottom","Collingwood","2"
"698",2019,21,"Brody Mihocek","Collingwood","1"
"699",2019,21,"Adam Treloar","Collingwood","1"
"700",2019,21,"Connor Rozee","Port Adelaide","2.5"
"701",2019,21,"Darcy Byrne-Jones","Port Adelaide","1.5"
"702",2019,21,"Oliver Florent","Sydney","1"
"703",2019,21,"Isaac Heeney","Sydney","1"
"704",2019,21,"Jarryd Lyons","Brisbane Lions","2.5"
"705",2019,21,"Charlie Cameron","Brisbane Lions","2"
"706",2019,21,"Dayne Zorko","Brisbane Lions","1.5"
"707",2019,21,"Josh Dunkley","Western Bulldogs","3"
"708",2019,21,"Jack Macrae","Western Bulldogs","1.5"
"709",2019,21,"Marcus Bontempelli","Western Bulldogs","1.5"
"710",2019,21,"Patrick Dangerfield","Geelong","2.5"
"711",2019,21,"Quinton Narkle","Geelong","2"
"712",2019,21,"Mitch Duncan","Geelong","1"
"713",2019,21,"Gary Ablett","Geelong","0.5"
"714",2019,21,"Nat Fyfe","Fremantle","3"
"715",2019,21,"Jack Steven","St Kilda","2"
"716",2019,21,"Ed Langdon","Fremantle","1"
"717",2019,21,"Jack Graham","Richmond","2.5"
"718",2019,21,"Shane Edwards","Richmond","1.5"
"719",2019,21,"Dion Prestia","Richmond","1"
"720",2019,21,"Patrick Cripps","Carlton","1"
"721",2019,21,"Elliot Yeo","West Coast","2"
"722",2019,21,"Matt Crouch","Adelaide","2"
"723",2019,21,"Brad Crouch","Adelaide","1.5"
"724",2019,21,"Dom Sheed","West Coast","0.5"
"725",2019,22,"Oliver Florent","Sydney","3"
"726",2019,22,"Sam J. Reid","Sydney","2"
"727",2019,22,"Jake Melksham","Melbourne","1"
"728",2019,22,"Levi Casboult","Carlton","2"
"729",2019,22,"Marc Murphy","Carlton","2"
"730",2019,22,"Matthew Kreuzer","Carlton","2"
"731",2019,22,"Patrick Dangerfield","Geelong","2"
"732",2019,22,"Jarryd Lyons","Brisbane Lions","1"
"733",2019,22,"Charlie Cameron","Brisbane Lions","1"
"734",2019,22,"Marcus Adams","Brisbane Lions","1"
"735",2019,22,"Hugh McCluggage","Brisbane Lions","0.5"
"736",2019,22,"Lachie Neale","Brisbane Lions","0.5"
"737",2019,22,"Jamie Elliott","Collingwood","2"
"738",2019,22,"Scott Pendlebury","Collingwood","2"
"739",2019,22,"Brayden Maynard","Collingwood","1"
"740",2019,22,"Adam Treloar","Collingwood","1"
"741",2019,22,"Ben Brown","North Melbourne","3"
"742",2019,22,"Todd Goldstein","North Melbourne","2"
"743",2019,22,"Ben Cunnington","North Melbourne","1"
"744",2019,22,"Dylan Shiel","Essendon","2"
"745",2019,22,"Zach Merrett","Essendon","1.5"
"746",2019,22,"Michael Walters","Fremantle","1.5"
"747",2019,22,"Adam Saad","Essendon","1"
"748",2019,22,"Dustin Martin","Richmond","2.5"
"749",2019,22,"Bachar Houli","Richmond","2"
"750",2019,22,"Dion Prestia","Richmond","1"
"751",2019,22,"Elliot Yeo","West Coast","0.5"
"752",2019,22,"Josh Dunkley","Western Bulldogs","2.5"
"753",2019,22,"Jack Macrae","Western Bulldogs","2"
"754",2019,22,"Lachie Whitfield","Greater Western Sydney","0.5"
"755",2019,22,"Marcus Bontempelli","Western Bulldogs","0.5"
"756",2019,22,"Patrick Lipinski","Western Bulldogs","0.5"
"757",2019,22,"James Worpel","Hawthorn","2.5"
"758",2019,22,"Jarryd Roughead","Hawthorn","2"
"759",2019,22,"Chad Wingard","Hawthorn","1.5"
"760",2019,23,"Brodie Grundy","Collingwood","2.5"
"761",2019,23,"Scott Pendlebury","Collingwood","1.5"
"762",2019,23,"Anthony McDonald-Tipungwuti","Essendon","1"
"763",2019,23,"Conor McKenna","Essendon","1"
"764",2019,23,"Josh P. Kennedy","Sydney","3"
"765",2019,23,"Luke Parker","Sydney","2"
"766",2019,23,"Jordan Dawson","Sydney","0.5"
"767",2019,23,"Sebastian Ross","St Kilda","0.5"
"768",2019,23,"Max Gawn","Melbourne","2.5"
"769",2019,23,"Shaun Higgins","North Melbourne","2"
"770",2019,23,"Jared Polec","North Melbourne","1"
"771",2019,23,"Clayton Oliver","Melbourne","0.5"
"772",2019,23,"Patrick Dangerfield","Geelong","3"
"773",2019,23,"Gary Ablett","Geelong","1.5"
"774",2019,23,"Patrick Cripps","Carlton","1"
"775",2019,23,"Quinton Narkle","Geelong","0.5"
"776",2019,23,"Jeremy Cameron","Greater Western Sydney","3"
"777",2019,23,"Lachie Whitfield","Greater Western Sydney","1.5"
"778",2019,23,"Josh Kelly","Greater Western Sydney","1.5"
"779",2019,23,"Chad Wingard","Hawthorn","2"
"780",2019,23,"Ricky Henderson","Hawthorn","1.5"
"781",2019,23,"Andrew Gaff","West Coast","1"
"782",2019,23,"Tim O'Brien","Hawthorn","0.5"
"783",2019,23,"Jaeger O'Meara","Hawthorn","0.5"
"784",2019,23,"James Sicily","Hawthorn","0.5"
"785",2019,23,"Marcus Bontempelli","Western Bulldogs","3"
"786",2019,23,"Jack Macrae","Western Bulldogs","2"
"787",2019,23,"Matt Crouch","Adelaide","1"
"788",2019,23,"Lachie Neale","Brisbane Lions","2.5"
"789",2019,23,"Bachar Houli","Richmond","1.5"
"790",2019,23,"Dayne Zorko","Brisbane Lions","1"
"791",2019,23,"Hugh McCluggage","Brisbane Lions","0.5"
"792",2019,23,"Dion Prestia","Richmond","0.5"
"793",2019,23,"Ollie Wines","Port Adelaide","2"
"794",2019,23,"Justin Westhoff","Port Adelaide","1"
"795",2019,23,"Xavier Duursma","Port Adelaide","1"
"796",2019,23,"Nat Fyfe","Fremantle","1"
"797",2019,23,"Ed Langdon","Fremantle","1"
"798",2020,1,"Patrick Cripps","Carlton","2"
"799",2020,1,"Dion Prestia","Richmond","2"
"800",2020,1,"Dustin Martin","Richmond","1.5"
"801",2020,1,"Jack Martin","Carlton","0.5"
"802",2020,1,"Brodie Grundy","Collingwood","2.5"
"803",2020,1,"Taylor Adams","Collingwood","1.5"
"804",2020,1,"Scott Pendlebury","Collingwood","1"
"805",2020,1,"Chris Mayne","Collingwood","0.5"
"806",2020,1,"Jeremy Howe","Collingwood","0.5"
"807",2020,1,"Dylan Shiel","Essendon","3"
"808",2020,1,"Nat Fyfe","Fremantle","1.5"
"809",2020,1,"Andrew McGrath","Essendon","1"
"810",2020,1,"Rory Lobb","Fremantle","0.5"
"811",2020,1,"Travis Boak","Port Adelaide","2"
"812",2020,1,"Tom Rockliff","Port Adelaide","1.5"
"813",2020,1,"Connor Rozee","Port Adelaide","1.5"
"814",2020,1,"Darcy Byrne-Jones","Port Adelaide","0.5"
"815",2020,1,"Robbie Gray","Port Adelaide","0.5"
"816",2020,1,"Isaac Heeney","Sydney","2.5"
"817",2020,1,"Luke Parker","Sydney","2"
"818",2020,1,"Josh P. Kennedy","Sydney","1"
"819",2020,1,"Wayne Milera","Adelaide","0.5"
"820",2020,1,"Harry Perryman","Greater Western Sydney","2"
"821",2020,1,"Toby Greene","Greater Western Sydney","1.5"
"822",2020,1,"Stephen Coniglio","Greater Western Sydney","1"
"823",2020,1,"Jacob Hopper","Greater Western Sydney","1"
"824",2020,1,"Mitch Duncan","Geelong","0.5"
"825",2020,1,"Ben Cunnington","North Melbourne","3"
"826",2020,1,"Jared Polec","North Melbourne","2"
"827",2020,1,"Jy Simpkin","North Melbourne","0.5"
"828",2020,1,"Jack Billings","St Kilda","0.5"
"829",2020,1,"Chad Wingard","Hawthorn","3"
"830",2020,1,"Lachie Neale","Brisbane Lions","2"
"831",2020,1,"Tom Mitchell","Hawthorn","1"
"832",2020,1,"Andrew Gaff","West Coast","2"
"833",2020,1,"Jack Viney","Melbourne","2"
"834",2020,1,"Luke Shuey","West Coast","1"
"835",2020,1,"Dom Sheed","West Coast","0.5"
"836",2020,1,"Christian Petracca","Melbourne","0.5"
"837",2020,2,"Scott Pendlebury","Collingwood","2"
"838",2020,2,"Steele Sidebottom","Collingwood","1.5"
"839",2020,2,"Jeremy Howe","Collingwood","1"
"840",2020,2,"Trent Cotchin","Richmond","1"
"841",2020,2,"Taylor Adams","Collingwood","0.5"
"842",2020,2,"Joel Selwood","Geelong","2.5"
"843",2020,2,"Gary Ablett","Geelong","1.5"
"844",2020,2,"Rhys Stanley","Geelong","1"
"845",2020,2,"Patrick Dangerfield","Geelong","0.5"
"846",2020,2,"Gryan Miers","Geelong","0.5"
"847",2020,2,"Lachie Neale","Brisbane Lions","2.5"
"848",2020,2,"Michael Walters","Fremantle","1.5"
"849",2020,2,"Nat Fyfe","Fremantle","1.5"
"850",2020,2,"Charlie Cameron","Brisbane Lions","0.5"
"851",2020,2,"Max Gawn","Melbourne","3"
"852",2020,2,"Christian Petracca","Melbourne","2"
"853",2020,2,"Clayton Oliver","Melbourne","1"
"854",2020,2,"Matt Rowell","Gold Coast","3"
"855",2020,2,"Lachie Weller","Gold Coast","2"
"856",2020,2,"Luke Shuey","West Coast","1"
"857",2020,2,"Travis Boak","Port Adelaide","2"
"858",2020,2,"Connor Rozee","Port Adelaide","2"
"859",2020,2,"Steven Motlop","Port Adelaide","1.5"
"860",2020,2,"Xavier Duursma","Port Adelaide","0.5"
"861",2020,2,"Shaun Higgins","North Melbourne","2.5"
"862",2020,2,"Todd Goldstein","North Melbourne","1.5"
"863",2020,2,"Jared Polec","North Melbourne","1.5"
"864",2020,2,"Callan Ward","Greater Western Sydney","0.5"
"865",2020,2,"Adam Saad","Essendon","2"
"866",2020,2,"Zach Merrett","Essendon","2"
"867",2020,2,"Andrew McGrath","Essendon","1.5"
"868",2020,2,"Jake Lloyd","Sydney","0.5"
"869",2020,2,"Zak Jones","St Kilda","2.5"
"870",2020,2,"Jack Billings","St Kilda","2"
"871",2020,2,"Hunter Clark","St Kilda","0.5"
"872",2020,2,"Dan Butler","St Kilda","0.5"
"873",2020,2,"Bailey Smith","Western Bulldogs","0.5"
"874",2020,3,"Jaeger O'Meara","Hawthorn","2"
"875",2020,3,"Isaac Smith","Hawthorn","2"
"876",2020,3,"James Sicily","Hawthorn","1"
"877",2020,3,"Chad Wingard","Hawthorn","1"
"878",2020,3,"Jack Macrae","Western Bulldogs","2"
"879",2020,3,"Tom Liberatore","Western Bulldogs","1.5"
"880",2020,3,"Caleb Daniel","Western Bulldogs","1.5"
"881",2020,3,"Harry Perryman","Greater Western Sydney","1"
"882",2020,3,"Isaac Heeney","Sydney","2"
"883",2020,3,"Josh P. Kennedy","Sydney","2"
"884",2020,3,"Luke Parker","Sydney","2"
"885",2020,3,"Steele Sidebottom","Collingwood","3"
"886",2020,3,"Brayden Maynard","Collingwood","1"
"887",2020,3,"Brodie Grundy","Collingwood","1"
"888",2020,3,"Scott Pendlebury","Collingwood","0.5"
"889",2020,3,"Taylor Adams","Collingwood","0.5"
"890",2020,3,"Patrick Cripps","Carlton","2.5"
"891",2020,3,"Eddie Betts","Carlton","1.5"
"892",2020,3,"Sam Docherty","Carlton","1"
"893",2020,3,"Levi Casboult","Carlton","1"
"894",2020,3,"Lachie Neale","Brisbane Lions","3"
"895",2020,3,"Hugh McCluggage","Brisbane Lions","2"
"896",2020,3,"Andrew Gaff","West Coast","0.5"
"897",2020,3,"Jarryd Lyons","Brisbane Lions","0.5"
"898",2020,3,"Matt Rowell","Gold Coast","2.5"
"899",2020,3,"Touk Miller","Gold Coast","2"
"900",2020,3,"Lachie Weller","Gold Coast","1"
"901",2020,3,"Darcy MacPherson","Gold Coast","0.5"
"902",2020,3,"Travis Boak","Port Adelaide","2.5"
"903",2020,3,"Nat Fyfe","Fremantle","2"
"904",2020,3,"Michael Walters","Fremantle","1"
"905",2020,3,"Ollie Wines","Port Adelaide","0.5"
"906",2020,4,"Marcus Bontempelli","Western Bulldogs","3"
"907",2020,4,"Tim English","Western Bulldogs","2"
"908",2020,4,"Tom Papley","Sydney","1"
"909",2020,4,"Scott Pendlebury","Collingwood","2"
"910",2020,4,"Toby Greene","Greater Western Sydney","2"
"911",2020,4,"Lachie Whitfield","Greater Western Sydney","1"
"912",2020,4,"Josh Kelly","Greater Western Sydney","1"
"913",2020,4,"Charlie Dixon","Port Adelaide","3"
"914",2020,4,"Brad Ebert","Port Adelaide","1.5"
"915",2020,4,"Luke Shuey","West Coast","1"
"916",2020,4,"Andrew Gaff","West Coast","0.5"
"917",2020,4,"Rowan Marshall","St Kilda","2.5"
"918",2020,4,"Dan Butler","St Kilda","1.5"
"919",2020,4,"Trent Cotchin","Richmond","0.5"
"920",2020,4,"Bradley Hill","St Kilda","0.5"
"921",2020,4,"Toby Nankervis","Richmond","0.5"
"922",2020,4,"Jack Billings","St Kilda","0.5"
"923",2020,4,"Sam Docherty","Carlton","2.5"
"924",2020,4,"David Cuningham","Carlton","2"
"925",2020,4,"Levi Casboult","Carlton","1"
"926",2020,4,"Michael Gibbons","Carlton","0.5"
"927",2020,4,"Matt Rowell","Gold Coast","3"
"928",2020,4,"Touk Miller","Gold Coast","1.5"
"929",2020,4,"Brandon Ellis","Gold Coast","1"
"930",2020,4,"Jarrod Witts","Gold Coast","0.5"
"931",2020,4,"Lachie Neale","Brisbane Lions","3"
"932",2020,4,"Hugh McCluggage","Brisbane Lions","2"
"933",2020,4,"Jarrod Berry","Brisbane Lions","1"
"934",2020,4,"Cameron Guthrie","Geelong","2"
"935",2020,4,"Patrick Dangerfield","Geelong","2"
"936",2020,4,"Sam Menegola","Geelong","1"
"937",2020,4,"Max Gawn","Melbourne","0.5"
"938",2020,4,"Clayton Oliver","Melbourne","0.5"
"939",2020,4,"Chad Wingard","Hawthorn","2.5"
"940",2020,4,"Shaun Higgins","North Melbourne","1.5"
"941",2020,4,"Tom Mitchell","Hawthorn","1"
"942",2020,4,"Todd Goldstein","North Melbourne","0.5"
"943",2020,4,"James Worpel","Hawthorn","0.5"
"944",2020,5,"Rowan Marshall","St Kilda","3"
"945",2020,5,"Jack Steele","St Kilda","2"
"946",2020,5,"Jack Billings","St Kilda","0.5"
"947",2020,5,"Nick Coffield","St Kilda","0.5"
"948",2020,5,"Dylan Shiel","Essendon","3"
"949",2020,5,"Jake Stringer","Essendon","1.5"
"950",2020,5,"Adam Saad","Essendon","1"
"951",2020,5,"Brayden Maynard","Collingwood","0.5"
"952",2020,5,"Elliot Yeo","West Coast","2"
"953",2020,5,"Nic Naitanui","West Coast","1.5"
"954",2020,5,"Dom Sheed","West Coast","1.5"
"955",2020,5,"Josh P. Kennedy","Sydney","0.5"
"956",2020,5,"Oscar Allen","West Coast","0.5"
"957",2020,5,"Tom Hawkins","Geelong","3"
"958",2020,5,"Sam Menegola","Geelong","1.5"
"959",2020,5,"Mitch Duncan","Geelong","1.5"
"960",2020,5,"Lachie Neale","Brisbane Lions","3"
"961",2020,5,"Jarryd Lyons","Brisbane Lions","2"
"962",2020,5,"Hugh McCluggage","Brisbane Lions","1"
"963",2020,5,"Josh Bruce","Western Bulldogs","3"
"964",2020,5,"Tim English","Western Bulldogs","2"
"965",2020,5,"Jason Johannisen","Western Bulldogs","1"
"966",2020,5,"David Mundy","Fremantle","2"
"967",2020,5,"Andrew Brayshaw","Fremantle","2"
"968",2020,5,"Darcy Tucker","Fremantle","1"
"969",2020,5,"Kane Lambert","Richmond","3"
"970",2020,5,"Max Gawn","Melbourne","2"
"971",2020,5,"Christian Petracca","Melbourne","0.5"
"972",2020,5,"Michael Hibberd","Melbourne","0.5"
"973",2020,5,"Nick Haynes","Greater Western Sydney","2"
"974",2020,5,"Harry Perryman","Greater Western Sydney","1.5"
"975",2020,5,"Lachie Whitfield","Greater Western Sydney","1.5"
"976",2020,5,"Josh Kelly","Greater Western Sydney","1"
"977",2020,6,"Patrick Dangerfield","Geelong","2"
"978",2020,6,"Sam Simpson","Geelong","2"
"979",2020,6,"Sam Menegola","Geelong","2"
"980",2020,6,"Adam Treloar","Collingwood","2.5"
"981",2020,6,"Darcy Moore","Collingwood","2"
"982",2020,6,"Brody Mihocek","Collingwood","1"
"983",2020,6,"Tom Mitchell","Hawthorn","0.5"
