"","season","match_round","player_name","player_team","coaches_votes"
"1",2014,1,"Nat Fyfe","Fremantle",8
"2",2014,1,"Stephen Hill","Fremantle",6
"3",2014,1,"Aaron Sandilands","Fremantle",5
"4",2014,1,"Danyle Pearce","Fremantle",5
"5",2014,1,"Michael Johnson","Fremantle",3
"6",2014,1,"Luke McPharlin","Fremantle",2
"7",2014,1,"Michael Barlow","Fremantle",1
"8",2014,1,"Callan Ward","Greater Western Sydney",10
"9",2014,1,"Adam Treloar","Greater Western Sydney",8
"10",2014,1,"Stephen Coniglio","Greater Western Sydney",5
"11",2014,1,"Jeremy Cameron","Greater Western Sydney",3
"12",2014,1,"Nick Haynes","Greater Western Sydney",2
"13",2014,1,"Phil Davis","Greater Western Sydney",1
"14",2014,1,"Shane Mumford","Greater Western Sydney",1
"15",2014,1,"Gary Ablett","Gold Coast",10
"16",2014,1,"Steven May","Gold Coast",7
"17",2014,1,"Dion Prestia","Gold Coast",7
"18",2014,1,"Trent Cotchin","Richmond",3
"19",2014,1,"David Swallow","Gold Coast",3
"20",2014,1,"Justin Westhoff","Port Adelaide",9
"21",2014,1,"Ollie Wines","Port Adelaide",9
"22",2014,1,"Jared Polec","Port Adelaide",6
"23",2014,1,"Robbie Gray","Port Adelaide",3
"24",2014,1,"Bryce Gibbs","Carlton",2
"25",2014,1,"David Ellard","Carlton",1
"26",2014,1,"Joel Selwood","Geelong",10
"27",2014,1,"Jimmy Bartel","Geelong",6
"28",2014,1,"Andrew Mackie","Geelong",4
"29",2014,1,"James Kelly","Geelong",4
"30",2014,1,"Steve Johnson","Geelong",3
"31",2014,1,"Daniel Talia","Adelaide",3
"32",2014,1,"Brendon Goddard","Essendon",8
"33",2014,1,"Jobe Watson","Essendon",8
"34",2014,1,"Cale Hooker","Essendon",8
"35",2014,1,"Paul Chapman","Essendon",2
"36",2014,1,"Lindsay Thomas","North Melbourne",2
"37",2014,1,"Heath Hocking","Essendon",1
"38",2014,1,"Dyson Heppell","Essendon",1
"39",2014,1,"Luke Breust","Hawthorn",8
"40",2014,1,"Jarryd Roughead","Hawthorn",6
"41",2014,1,"Grant Birchall","Hawthorn",6
"42",2014,1,"Tom Rockliff","Brisbane Lions",6
"43",2014,1,"Liam Shiels","Hawthorn",3
"44",2014,1,"Dayne Zorko","Brisbane Lions",1
"45",2014,1,"Nick Riewoldt","St Kilda",9
"46",2014,1,"Clinton Jones","St Kilda",8
"47",2014,1,"Nathan Jones","Melbourne",5
"48",2014,1,"Jack Watts","Melbourne",4
"49",2014,1,"Luke Dunstan","St Kilda",2
"50",2014,1,"Josh Saunders","St Kilda",1
"51",2014,1,"Bernie Vince","Melbourne",1
"52",2014,1,"Mark LeCras","West Coast",10
"53",2014,1,"Matt Rosa","West Coast",7
"54",2014,1,"Scott Selwood","West Coast",4
"55",2014,1,"Matt Priddis","West Coast",3
"56",2014,1,"Dean Cox","West Coast",2
"57",2014,1,"Eric Mackenzie","West Coast",2
"58",2014,1,"Jack Darling","West Coast",1
"59",2014,1,"Jack Macrae","Western Bulldogs",1
"60",2014,2,"Brandon Ellis","Richmond",10
"61",2014,2,"Chris Yarran","Carlton",7
"62",2014,2,"Ricky Petterd","Richmond",6
"63",2014,2,"Andrejs Everitt","Carlton",3
"64",2014,2,"Matt Thomas","Richmond",2
"65",2014,2,"Trent Cotchin","Richmond",1
"66",2014,2,"Marc Murphy","Carlton",1
"67",2014,2,"Cyril Rioli","Hawthorn",8
"68",2014,2,"Brendon Goddard","Essendon",7
"69",2014,2,"Shaun Burgoyne","Hawthorn",7
"70",2014,2,"David Myers","Essendon",4
"71",2014,2,"Jobe Watson","Essendon",3
"72",2014,2,"Josh Gibson","Hawthorn",1
"73",2014,2,"Nick Riewoldt","St Kilda",10
"74",2014,2,"David Armitage","St Kilda",8
"75",2014,2,"Devon Smith","Greater Western Sydney",5
"76",2014,2,"Callan Ward","Greater Western Sydney",3
"77",2014,2,"Tom Hickey","St Kilda",2
"78",2014,2,"Farren Ray","St Kilda",2
"79",2014,2,"Hamish Hartlett","Port Adelaide",8
"80",2014,2,"Brad Ebert","Port Adelaide",7
"81",2014,2,"Jack Hombsch","Port Adelaide",4
"82",2014,2,"Brodie Smith","Adelaide",4
"83",2014,2,"Chad Wingard","Port Adelaide",3
"84",2014,2,"Richard Douglas","Adelaide",2
"85",2014,2,"Jared Polec","Port Adelaide",1
"86",2014,2,"Rory Sloane","Adelaide",1
"87",2014,2,"David Mundy","Fremantle",8
"88",2014,2,"Michael Barlow","Fremantle",7
"89",2014,2,"Nat Fyfe","Fremantle",5
"90",2014,2,"Aaron Sandilands","Fremantle",4
"91",2014,2,"Stephen Hill","Fremantle",4
"92",2014,2,"Ryan Crowley","Fremantle",1
"93",2014,2,"Paul Duffield","Fremantle",1
"94",2014,2,"Scott Pendlebury","Collingwood",10
"95",2014,2,"Dayne Beams","Collingwood",5
"96",2014,2,"Heritier Lumumba","Collingwood",5
"97",2014,2,"Jack Frost","Collingwood",4
"98",2014,2,"Ben Sinclair","Collingwood",3
"99",2014,2,"Nick Maxwell","Collingwood",2
"100",2014,2,"Ben McGlynn","Sydney",1
"101",2014,2,"Steve Johnson","Geelong",10
"102",2014,2,"Joel Selwood","Geelong",6
"103",2014,2,"Dayne Zorko","Brisbane Lions",5
"104",2014,2,"Harry Taylor","Geelong",4
"105",2014,2,"Pearce Hanley","Brisbane Lions",3
"106",2014,2,"Jordan Murdoch","Geelong",1
"107",2014,2,"Travis Varcoe","Geelong",1
"108",2014,2,"Luke Shuey","West Coast",10
"109",2014,2,"Matt Rosa","West Coast",5
"110",2014,2,"Andrew Gaff","West Coast",4
"111",2014,2,"Chris Masten","West Coast",4
"112",2014,2,"Josh J. Kennedy","West Coast",3
"113",2014,2,"Nathan Jones","Melbourne",3
"114",2014,2,"Nic Naitanui","West Coast",1
"115",2014,2,"Brent Harvey","North Melbourne",9
"116",2014,2,"Scott Thompson","North Melbourne",9
"117",2014,2,"Nick DalSanto","North Melbourne",4
"118",2014,2,"Robert Murphy","Western Bulldogs",4
"119",2014,2,"Luke Dahlhaus","Western Bulldogs",2
"120",2014,2,"Liam Picken","Western Bulldogs",2
"121",2014,3,"Sam Mitchell","Hawthorn",9
"122",2014,3,"Luke Breust","Hawthorn",5
"123",2014,3,"Jordan Lewis","Hawthorn",5
"124",2014,3,"Isaac Smith","Hawthorn",5
"125",2014,3,"Cyril Rioli","Hawthorn",4
"126",2014,3,"Bradley Hill","Hawthorn",2
"127",2014,3,"Luke Parker","Sydney",10
"128",2014,3,"Lance Franklin","Sydney",8
"129",2014,3,"Josh P. Kennedy","Sydney",5
"130",2014,3,"Nick Malceski","Sydney",3
"131",2014,3,"Nick Smith","Sydney",3
"132",2014,3,"Ben McGlynn","Sydney",1
"133",2014,3,"Trent Cotchin","Richmond",9
"134",2014,3,"Jack Macrae","Western Bulldogs",8
"135",2014,3,"Tom Liberatore","Western Bulldogs",6
"136",2014,3,"Matthew Boyd","Western Bulldogs",5
"137",2014,3,"Stewart Crameri","Western Bulldogs",1
"138",2014,3,"Jack Riewoldt","Richmond",1
"139",2014,3,"Gary Ablett","Gold Coast",10
"140",2014,3,"David Swallow","Gold Coast",6
"141",2014,3,"Steven May","Gold Coast",5
"142",2014,3,"Dion Prestia","Gold Coast",4
"143",2014,3,"Sean Lemmens","Gold Coast",2
"144",2014,3,"Tom Rockliff","Brisbane Lions",2
"145",2014,3,"Sam Day","Gold Coast",1
"146",2014,3,"Matt Priddis","West Coast",10
"147",2014,3,"Jack Darling","West Coast",4
"148",2014,3,"Leigh Montagna","St Kilda",4
"149",2014,3,"Luke Dunstan","St Kilda",4
"150",2014,3,"Dean Cox","West Coast",3
"151",2014,3,"Farren Ray","St Kilda",3
"152",2014,3,"Darren Glass","West Coast",1
"153",2014,3,"Matt Rosa","West Coast",1
"154",2014,3,"Joel Selwood","Geelong",8
"155",2014,3,"Mitch Duncan","Geelong",7
"156",2014,3,"Tom Lonergan","Geelong",7
"157",2014,3,"Jamie Elliott","Collingwood",6
"158",2014,3,"Andrew Mackie","Geelong",1
"159",2014,3,"Cameron Guthrie","Geelong",1
"160",2014,3,"Shane Mumford","Greater Western Sydney",9
"161",2014,3,"Adam Treloar","Greater Western Sydney",9
"162",2014,3,"Stephen Coniglio","Greater Western Sydney",4
"163",2014,3,"Heath Shaw","Greater Western Sydney",3
"164",2014,3,"Callan Ward","Greater Western Sydney",3
"165",2014,3,"Jeremy Howe","Melbourne",2
"166",2014,3,"Ben Cunnington","North Melbourne",10
"167",2014,3,"Levi Greenwood","North Melbourne",7
"168",2014,3,"Brent Harvey","North Melbourne",4
"169",2014,3,"Travis Boak","Port Adelaide",3
"170",2014,3,"Hamish Hartlett","Port Adelaide",2
"171",2014,3,"Ryan Bastinac","North Melbourne",2
"172",2014,3,"Sam Gibson","North Melbourne",1
"173",2014,3,"Robbie Gray","Port Adelaide",1
"174",2014,3,"Heath Hocking","Essendon",9
"175",2014,3,"Jackson Merrett","Essendon",6
"176",2014,3,"Paul Chapman","Essendon",6
"177",2014,3,"Brendon Goddard","Essendon",5
"178",2014,3,"Brent Stanton","Essendon",2
"179",2014,3,"Cale Hooker","Essendon",1
"180",2014,3,"Dyson Heppell","Essendon",1
"181",2014,4,"Scott Pendlebury","Collingwood",9
"182",2014,4,"Brent Macaffer","Collingwood",7
"183",2014,4,"Dayne Beams","Collingwood",7
"184",2014,4,"Luke Ball","Collingwood",4
"185",2014,4,"David Astbury","Richmond",2
"186",2014,4,"Jesse White","Collingwood",1
"187",2014,4,"Travis Boak","Port Adelaide",10
"188",2014,4,"Brad Ebert","Port Adelaide",4
"189",2014,4,"Kane Cornes","Port Adelaide",4
"190",2014,4,"Jay Schulz","Port Adelaide",3
"191",2014,4,"Matt White","Port Adelaide",3
"192",2014,4,"Justin Westhoff","Port Adelaide",3
"193",2014,4,"Robbie Gray","Port Adelaide",2
"194",2014,4,"Matthew Broadbent","Port Adelaide",1
"195",2014,4,"Nathan Jones","Melbourne",10
"196",2014,4,"James Frawley","Melbourne",8
"197",2014,4,"Tom McDonald","Melbourne",6
"198",2014,4,"Jack Grimes","Melbourne",3
"199",2014,4,"Chris Yarran","Carlton",3
"200",2014,4,"Matthew Boyd","Western Bulldogs",10
"201",2014,4,"Jack Macrae","Western Bulldogs",7
"202",2014,4,"Heath Shaw","Greater Western Sydney",6
"203",2014,4,"Stewart Crameri","Western Bulldogs",4
"204",2014,4,"Shaun Higgins","Western Bulldogs",3
"205",2014,4,"Jack Gunston","Hawthorn",9
"206",2014,4,"Sam Mitchell","Hawthorn",9
"207",2014,4,"Josh Gibson","Hawthorn",5
"208",2014,4,"Luke Hodge","Hawthorn",3
"209",2014,4,"Kyle Cheney","Hawthorn",2
"210",2014,4,"Luke Breust","Hawthorn",1
"211",2014,4,"Matthew Suckling","Hawthorn",1
"212",2014,4,"Joel Selwood","Geelong",10
"213",2014,4,"Cameron Guthrie","Geelong",4
"214",2014,4,"Mathew Stokes","Geelong",4
"215",2014,4,"Steve Johnson","Geelong",4
"216",2014,4,"George Horlin-Smith","Geelong",3
"217",2014,4,"Jimmy Bartel","Geelong",2
"218",2014,4,"Jared Rivers","Geelong",2
"219",2014,4,"Mitch Duncan","Geelong",1
"220",2014,4,"Scott Thompson","North Melbourne",10
"221",2014,4,"Ben Cunnington","North Melbourne",8
"222",2014,4,"Leigh Adams","North Melbourne",5
"223",2014,4,"Josh P. Kennedy","Sydney",3
"224",2014,4,"Ben McGlynn","Sydney",2
"225",2014,4,"Daniel Wells","North Melbourne",2
"226",2014,4,"Luke McPharlin","Fremantle",9
"227",2014,4,"Aaron Sandilands","Fremantle",8
"228",2014,4,"Michael Johnson","Fremantle",4
"229",2014,4,"Danyle Pearce","Fremantle",3
"230",2014,4,"Matthew Pavlich","Fremantle",3
"231",2014,4,"Stephen Hill","Fremantle",2
"232",2014,4,"Dyson Heppell","Essendon",1
"233",2014,4,"Sam Jacobs","Adelaide",7
"234",2014,4,"Brodie Smith","Adelaide",7
"235",2014,4,"Scott Thompson","Adelaide",5
"236",2014,4,"Rory Sloane","Adelaide",4
"237",2014,4,"David Mackay","Adelaide",4
"238",2014,4,"Josh Jenkins","Adelaide",2
"239",2014,4,"Nick Riewoldt","St Kilda",1
"240",2014,5,"Trent Cotchin","Richmond",10
"241",2014,5,"Ricky Petterd","Richmond",7
"242",2014,5,"Jack Riewoldt","Richmond",5
"243",2014,5,"Jonathan Brown","Brisbane Lions",5
"244",2014,5,"Dustin Martin","Richmond",3
"245",2014,5,"Travis Cloke","Collingwood",8
"246",2014,5,"Steele Sidebottom","Collingwood",8
"247",2014,5,"Heritier Lumumba","Collingwood",8
"248",2014,5,"Scott Pendlebury","Collingwood",3
"249",2014,5,"Ben Cunnington","North Melbourne",2
"250",2014,5,"Jack Frost","Collingwood",1
"251",2014,5,"Ben McGlynn","Sydney",9
"252",2014,5,"Josh P. Kennedy","Sydney",6
"253",2014,5,"Jarrad McVeigh","Sydney",4
"254",2014,5,"Nat Fyfe","Fremantle",3
"255",2014,5,"Nick Malceski","Sydney",3
"256",2014,5,"Lance Franklin","Sydney",2
"257",2014,5,"Dane Rampe","Sydney",2
"258",2014,5,"David Mundy","Fremantle",1
"259",2014,5,"Jack Darling","West Coast",8
"260",2014,5,"Robbie Gray","Port Adelaide",8
"261",2014,5,"Brad Ebert","Port Adelaide",8
"262",2014,5,"Jamie Bennell","West Coast",2
"263",2014,5,"Matt Priddis","West Coast",2
"264",2014,5,"Matthew Lobbe","Port Adelaide",1
"265",2014,5,"Matthew Broadbent","Port Adelaide",1
"266",2014,5,"Nick Riewoldt","St Kilda",10
"267",2014,5,"Lenny Hayes","St Kilda",7
"268",2014,5,"Leigh Montagna","St Kilda",5
"269",2014,5,"Jack Newnes","St Kilda",3
"270",2014,5,"Tom Curren","St Kilda",2
"271",2014,5,"Adam Schneider","St Kilda",2
"272",2014,5,"Farren Ray","St Kilda",1
"273",2014,5,"Patrick Dangerfield","Adelaide",10
"274",2014,5,"Scott Thompson","Adelaide",8
"275",2014,5,"Matthew Jaensch","Adelaide",5
"276",2014,5,"Kyle Hartigan","Adelaide",3
"277",2014,5,"Sam Jacobs","Adelaide",3
"278",2014,5,"Matt Crouch","Adelaide",1
"279",2014,5,"Gary Ablett","Gold Coast",10
"280",2014,5,"Michael Rischitelli","Gold Coast",7
"281",2014,5,"David Swallow","Gold Coast",5
"282",2014,5,"Nathan Jones","Melbourne",4
"283",2014,5,"Chris Dawes","Melbourne",2
"284",2014,5,"Jack Viney","Melbourne",1
"285",2014,5,"Trent McKenzie","Gold Coast",1
"286",2014,5,"Marc Murphy","Carlton",9
"287",2014,5,"Lachie Henderson","Carlton",7
"288",2014,5,"Bryce Gibbs","Carlton",7
"289",2014,5,"Ed Curnow","Carlton",3
"290",2014,5,"Ryan Griffen","Western Bulldogs",2
"291",2014,5,"Stewart Crameri","Western Bulldogs",1
"292",2014,5,"Kade Simpson","Carlton",1
"293",2014,5,"Steve Johnson","Geelong",10
"294",2014,5,"Tom Hawkins","Geelong",8
"295",2014,5,"Jimmy Bartel","Geelong",3
"296",2014,5,"Harry Taylor","Geelong",3
"297",2014,5,"Corey Enright","Geelong",2
"298",2014,5,"Jack Gunston","Hawthorn",2
"299",2014,5,"Grant Birchall","Hawthorn",1
"300",2014,5,"Hamish McIntosh","Geelong",1
"301",2014,6,"Dane Swan","Collingwood",10
"302",2014,6,"Steele Sidebottom","Collingwood",8
"303",2014,6,"Dayne Beams","Collingwood",4
"304",2014,6,"Dyson Heppell","Essendon",3
"305",2014,6,"Scott Pendlebury","Collingwood",3
"306",2014,6,"Brent Stanton","Essendon",2
"307",2014,6,"Nat Fyfe","Fremantle",8
"308",2014,6,"Brent Harvey","North Melbourne",8
"309",2014,6,"Sam Gibson","North Melbourne",8
"310",2014,6,"Nick DalSanto","North Melbourne",4
"311",2014,6,"Shaun Atley","North Melbourne",1
"312",2014,6,"Michael Johnson","Fremantle",1
"313",2014,6,"Joel Patfull","Brisbane Lions",7
"314",2014,6,"Jack Redden","Brisbane Lions",7
"315",2014,6,"Leigh Montagna","St Kilda",7
"316",2014,6,"Dayne Zorko","Brisbane Lions",5
"317",2014,6,"Lenny Hayes","St Kilda",2
"318",2014,6,"James Aish","Brisbane Lions",2
"319",2014,6,"Gary Ablett","Gold Coast",10
"320",2014,6,"Tom J. Lynch","Gold Coast",8
"321",2014,6,"Jaeger O'Meara","Gold Coast",5
"322",2014,6,"David Swallow","Gold Coast",3
"323",2014,6,"Dion Prestia","Gold Coast",2
"324",2014,6,"Kade Kolodjashnij","Gold Coast",1
"325",2014,6,"Callan Ward","Greater Western Sydney",1
"326",2014,6,"Marc Murphy","Carlton",10
"327",2014,6,"Matt Priddis","West Coast",7
"328",2014,6,"Bryce Gibbs","Carlton",5
"329",2014,6,"Brock McLean","Carlton",3
"330",2014,6,"Eric Mackenzie","West Coast",2
"331",2014,6,"Luke Shuey","West Coast",2
"332",2014,6,"Kade Simpson","Carlton",1
"333",2014,6,"Dan Hannebery","Sydney",10
"334",2014,6,"Luke Parker","Sydney",4
"335",2014,6,"Rhyce Shaw","Sydney",4
"336",2014,6,"Kieren Jack","Sydney",3
"337",2014,6,"Dane Rampe","Sydney",3
"338",2014,6,"Daniel Cross","Melbourne",2
"339",2014,6,"Josh P. Kennedy","Sydney",2
"340",2014,6,"Lynden Dunn","Melbourne",1
"341",2014,6,"Nathan Jones","Melbourne",1
"342",2014,6,"Patrick Dangerfield","Adelaide",9
"343",2014,6,"Tom Lynch","Adelaide",9
"344",2014,6,"Josh Jenkins","Adelaide",4
"345",2014,6,"James Podsiadly","Adelaide",3
"346",2014,6,"Matthew Boyd","Western Bulldogs",2
"347",2014,6,"Adam Cooney","Western Bulldogs",2
"348",2014,6,"Tory Dickson","Western Bulldogs",1
"349",2014,6,"Cyril Rioli","Hawthorn",10
"350",2014,6,"Luke Hodge","Hawthorn",7
"351",2014,6,"Ben McEvoy","Hawthorn",5
"352",2014,6,"Sam Mitchell","Hawthorn",4
"353",2014,6,"Taylor Duryea","Hawthorn",2
"354",2014,6,"Shaun Burgoyne","Hawthorn",1
"355",2014,6,"David Hale","Hawthorn",1
"356",2014,6,"Travis Boak","Port Adelaide",10
"357",2014,6,"Kane Cornes","Port Adelaide",7
"358",2014,6,"Robbie Gray","Port Adelaide",7
"359",2014,6,"Hamish Hartlett","Port Adelaide",2
"360",2014,6,"Matthew Lobbe","Port Adelaide",2
"361",2014,6,"Tom Jonas","Port Adelaide",1
"362",2014,6,"Mathew Stokes","Geelong",1
"363",2014,7,"Scott Pendlebury","Collingwood",8
"364",2014,7,"Dayne Beams","Collingwood",7
"365",2014,7,"Tom Langdon","Collingwood",7
"366",2014,7,"Jamie Elliott","Collingwood",6
"367",2014,7,"Sam Dwyer","Collingwood",1
"368",2014,7,"Simon White","Carlton",1
"369",2014,7,"Shaun Burgoyne","Hawthorn",8
"370",2014,7,"Luke Breust","Hawthorn",6
"371",2014,7,"Josh Gibson","Hawthorn",6
"372",2014,7,"Jarryd Roughead","Hawthorn",4
"373",2014,7,"Luke Hodge","Hawthorn",3
"374",2014,7,"Grant Birchall","Hawthorn",3
"375",2014,7,"Jared Polec","Port Adelaide",10
"376",2014,7,"Robbie Gray","Port Adelaide",5
"377",2014,7,"Callan Ward","Greater Western Sydney",5
"378",2014,7,"Kane Cornes","Port Adelaide",4
"379",2014,7,"Jay Schulz","Port Adelaide",3
"380",2014,7,"Matt White","Port Adelaide",2
"381",2014,7,"Devon Smith","Greater Western Sydney",1
"382",2014,7,"Dom Tyson","Melbourne",7
"383",2014,7,"Bernie Vince","Melbourne",6
"384",2014,7,"Chris Dawes","Melbourne",5
"385",2014,7,"Patrick Dangerfield","Adelaide",4
"386",2014,7,"Brodie Smith","Adelaide",4
"387",2014,7,"Daniel Talia","Adelaide",2
"388",2014,7,"Neville Jetta","Melbourne",1
"389",2014,7,"Jay Kennedy Harris","Melbourne",1
"390",2014,7,"Dustin Fletcher","Essendon",10
"391",2014,7,"Tom Liberatore","Western Bulldogs",6
"392",2014,7,"Dyson Heppell","Essendon",6
"393",2014,7,"Luke Dahlhaus","Western Bulldogs",5
"394",2014,7,"Cale Hooker","Essendon",3
"395",2014,7,"Josh P. Kennedy","Sydney",10
"396",2014,7,"Kieren Jack","Sydney",7
"397",2014,7,"Jarrad McVeigh","Sydney",7
"398",2014,7,"Luke Parker","Sydney",4
"399",2014,7,"Ben McGlynn","Sydney",1
"400",2014,7,"Rhyce Shaw","Sydney",1
"401",2014,7,"Tom J. Lynch","Gold Coast",10
"402",2014,7,"Gary Ablett","Gold Coast",5
"403",2014,7,"Jarrod Harbrow","Gold Coast",4
"404",2014,7,"Dion Prestia","Gold Coast",4
"405",2014,7,"Lachlan Hansen","North Melbourne",3
"406",2014,7,"Michael Rischitelli","Gold Coast",2
"407",2014,7,"Ben Cunnington","North Melbourne",1
"408",2014,7,"Nick DalSanto","North Melbourne",1
"409",2014,7,"Aaron Sandilands","Fremantle",10
"410",2014,7,"Lachie Neale","Fremantle",8
"411",2014,7,"Hayden Ballantyne","Fremantle",6
"412",2014,7,"Ryan Crowley","Fremantle",2
"413",2014,7,"Brad Sheppard","West Coast",2
"414",2014,7,"Zac Clarke","Fremantle",1
"415",2014,7,"David Mundy","Fremantle",1
"416",2014,7,"Harry Taylor","Geelong",10
"417",2014,7,"Reece Conca","Richmond",4
"418",2014,7,"Mitch Duncan","Geelong",4
"419",2014,7,"David Astbury","Richmond",3
"420",2014,7,"Mathew Stokes","Geelong",3
"421",2014,7,"Steve Johnson","Geelong",2
"422",2014,7,"Dustin Martin","Richmond",2
"423",2014,7,"Jordan Murdoch","Geelong",1
"424",2014,7,"Nick Vlastuin","Richmond",1
"425",2014,8,"Dan Hannebery","Sydney",10
"426",2014,8,"Josh P. Kennedy","Sydney",8
"427",2014,8,"Shaun Burgoyne","Hawthorn",3
"428",2014,8,"Luke Parker","Sydney",3
"429",2014,8,"Lance Franklin","Sydney",3
"430",2014,8,"Kieren Jack","Sydney",2
"431",2014,8,"Jarrad McVeigh","Sydney",1
"432",2014,8,"Robbie Gray","Port Adelaide",9
"433",2014,8,"Chad Wingard","Port Adelaide",8
"434",2014,8,"Nat Fyfe","Fremantle",7
"435",2014,8,"Kane Mitchell","Port Adelaide",2
"436",2014,8,"Ollie Wines","Port Adelaide",2
"437",2014,8,"Alipate Carlile","Port Adelaide",1
"438",2014,8,"David Mundy","Fremantle",1
"439",2014,8,"Dyson Heppell","Essendon",10
"440",2014,8,"Jobe Watson","Essendon",8
"441",2014,8,"Tom Rockliff","Brisbane Lions",6
"442",2014,8,"Marco Paparone","Brisbane Lions",3
"443",2014,8,"Cale Hooker","Essendon",2
"444",2014,8,"Josh Green","Brisbane Lions",1
"445",2014,8,"Tom Liberatore","Western Bulldogs",10
"446",2014,8,"Dom Tyson","Melbourne",8
"447",2014,8,"Ryan Griffen","Western Bulldogs",5
"448",2014,8,"Stewart Crameri","Western Bulldogs",4
"449",2014,8,"Adam Cooney","Western Bulldogs",2
"450",2014,8,"Jeremy Howe","Melbourne",1
"451",2014,8,"Josh J. Kennedy","West Coast",10
"452",2014,8,"Mark LeCras","West Coast",8
"453",2014,8,"Shannon Hurn","West Coast",5
"454",2014,8,"Jack Darling","West Coast",3
"455",2014,8,"Matt Priddis","West Coast",2
"456",2014,8,"Dean Cox","West Coast",1
"457",2014,8,"Chris Masten","West Coast",1
"458",2014,8,"Bryce Gibbs","Carlton",9
"459",2014,8,"Chris Yarran","Carlton",8
"460",2014,8,"Lenny Hayes","St Kilda",5
"461",2014,8,"Kade Simpson","Carlton",4
"462",2014,8,"Troy Menzel","Carlton",2
"463",2014,8,"Dennis Armfield","Carlton",1
"464",2014,8,"Nick Riewoldt","St Kilda",1
"465",2014,9,"Patrick Dangerfield","Adelaide",9
"466",2014,9,"Josh Jenkins","Adelaide",7
"467",2014,9,"Scott Thompson","Adelaide",6
"468",2014,9,"Scott Pendlebury","Collingwood",6
"469",2014,9,"Rory Sloane","Adelaide",1
"470",2014,9,"Daniel Talia","Adelaide",1
"471",2014,9,"Josh P. Kennedy","Sydney",10
"472",2014,9,"Lance Franklin","Sydney",7
"473",2014,9,"Craig Bird","Sydney",6
"474",2014,9,"Kieren Jack","Sydney",5
"475",2014,9,"Dan Hannebery","Sydney",1
"476",2014,9,"Luke Parker","Sydney",1
"477",2014,9,"Jeremy Howe","Melbourne",9
"478",2014,9,"Nathan Jones","Melbourne",9
"479",2014,9,"Dustin Martin","Richmond",5
"480",2014,9,"Dom Tyson","Melbourne",5
"481",2014,9,"Jack Viney","Melbourne",1
"482",2014,9,"Jack Watts","Melbourne",1
"483",2014,9,"Brent Harvey","North Melbourne",9
"484",2014,9,"Sam Gibson","North Melbourne",8
"485",2014,9,"Levi Greenwood","North Melbourne",4
"486",2014,9,"Lindsay Thomas","North Melbourne",4
"487",2014,9,"Ben Cunnington","North Melbourne",3
"488",2014,9,"Nick DalSanto","North Melbourne",2
"489",2014,9,"David Mundy","Fremantle",10
"490",2014,9,"Stephen Hill","Fremantle",7
"491",2014,9,"Hayden Ballantyne","Fremantle",5
"492",2014,9,"Joel Selwood","Geelong",4
"493",2014,9,"Nat Fyfe","Fremantle",4
"494",2014,9,"Gary Ablett","Gold Coast",10
"495",2014,9,"Jaeger O'Meara","Gold Coast",8
"496",2014,9,"Tom J. Lynch","Gold Coast",3
"497",2014,9,"Steven May","Gold Coast",3
"498",2014,9,"Lenny Hayes","St Kilda",2
"499",2014,9,"Jack Steven","St Kilda",2
"500",2014,9,"Brandon Matera","Gold Coast",2
"501",2014,10,"Jimmy Bartel","Geelong",10
"502",2014,10,"Tom Hawkins","Geelong",6
"503",2014,10,"Cameron Guthrie","Geelong",5
"504",2014,10,"James Kelly","Geelong",5
"505",2014,10,"Todd Goldstein","North Melbourne",2
"506",2014,10,"Levi Greenwood","North Melbourne",2
"507",2014,10,"Jack Riewoldt","Richmond",10
"508",2014,10,"Dustin Martin","Richmond",7
"509",2014,10,"Alex Rance","Richmond",5
"510",2014,10,"Brandon Ellis","Richmond",5
"511",2014,10,"Shaun Grigg","Richmond",2
"512",2014,10,"Troy Chaplin","Richmond",1
"513",2014,10,"Scott Pendlebury","Collingwood",9
"514",2014,10,"Matt Priddis","West Coast",9
"515",2014,10,"Darren Glass","West Coast",6
"516",2014,10,"Nick Maxwell","Collingwood",3
"517",2014,10,"Heritier Lumumba","Collingwood",2
"518",2014,10,"Tyson Goldsack","Collingwood",1
"519",2014,10,"Travis Boak","Port Adelaide",10
"520",2014,10,"Jordan Lewis","Hawthorn",8
"521",2014,10,"Jared Polec","Port Adelaide",5
"522",2014,10,"Chad Wingard","Port Adelaide",5
"523",2014,10,"Shaun Burgoyne","Hawthorn",1
"524",2014,10,"Jack Gunston","Hawthorn",1
"525",2014,10,"Dion Prestia","Gold Coast",10
"526",2014,10,"Tom J. Lynch","Gold Coast",8
"527",2014,10,"Matt Shaw","Gold Coast",3
"528",2014,10,"David Swallow","Gold Coast",3
"529",2014,10,"Tom Liberatore","Western Bulldogs",2
"530",2014,10,"Ryan Griffen","Western Bulldogs",2
"531",2014,10,"Jarrod Harbrow","Gold Coast",1
"532",2014,10,"Liam Picken","Western Bulldogs",1
"533",2014,10,"Kade Simpson","Carlton",10
"534",2014,10,"Chris Yarran","Carlton",6
"535",2014,10,"Sam Jacobs","Adelaide",4
"536",2014,10,"Bryce Gibbs","Carlton",4
"537",2014,10,"Eddie Betts","Adelaide",3
"538",2014,10,"Rory Laird","Adelaide",2
"539",2014,10,"Troy Menzel","Carlton",1
"540",2014,11,"Josh P. Kennedy","Sydney",8
"541",2014,11,"Nick Malceski","Sydney",8
