"","season","match_round","player_name","player_team","coaches_votes"
"2370",2015,19,"Cameron Guthrie","Geelong",3
"2371",2015,19,"Josh P. Kennedy","Sydney",3
"2372",2015,19,"Lewis Jetta","Sydney",2
"2373",2015,19,"Mark Blicavs","Geelong",2
"2374",2015,19,"Harry Taylor","Geelong",2
"2375",2015,19,"Shaun Higgins","North Melbourne",10
"2376",2015,19,"Jesse Hogan","Melbourne",7
"2377",2015,19,"Ben Cunnington","North Melbourne",6
"2378",2015,19,"Todd Goldstein","North Melbourne",5
"2379",2015,19,"Lindsay Thomas","North Melbourne",2
"2380",2015,19,"Toby Greene","Greater Western Sydney",8
"2381",2015,19,"Stephen Coniglio","Greater Western Sydney",7
"2382",2015,19,"Josh Kelly","Greater Western Sydney",5
"2383",2015,19,"Michael Hibberd","Essendon",3
"2384",2015,19,"Adam Treloar","Greater Western Sydney",3
"2385",2015,19,"Brent Stanton","Essendon",2
"2386",2015,19,"Brendon Goddard","Essendon",1
"2387",2015,19,"Jonathan Giles","Essendon",1
"2388",2015,19,"David Mundy","Fremantle",9
"2389",2015,19,"Stephen Hill","Fremantle",9
"2390",2015,19,"Aaron Sandilands","Fremantle",5
"2391",2015,19,"Lachie Neale","Fremantle",3
"2392",2015,19,"Jack Steven","St Kilda",2
"2393",2015,19,"Leigh Montagna","St Kilda",2
"2394",2015,20,"Tom Mitchell","Sydney",9
"2395",2015,20,"Josh P. Kennedy","Sydney",8
"2396",2015,20,"Dane Swan","Collingwood",4
"2397",2015,20,"Kieren Jack","Sydney",4
"2398",2015,20,"Jarrad McVeigh","Sydney",3
"2399",2015,20,"Steele Sidebottom","Collingwood",2
"2400",2015,20,"Patrick Dangerfield","Adelaide",10
"2401",2015,20,"Eddie Betts","Adelaide",5
"2402",2015,20,"Rory Sloane","Adelaide",4
"2403",2015,20,"Tom Lynch","Adelaide",4
"2404",2015,20,"Brodie Smith","Adelaide",4
"2405",2015,20,"Sam Jacobs","Adelaide",2
"2406",2015,20,"Rory Laird","Adelaide",1
"2407",2015,20,"Andrew Swallow","North Melbourne",10
"2408",2015,20,"David Armitage","St Kilda",4
"2409",2015,20,"Drew Petrie","North Melbourne",4
"2410",2015,20,"Ben Cunnington","North Melbourne",4
"2411",2015,20,"Todd Goldstein","North Melbourne",3
"2412",2015,20,"Ben Jacobs","North Melbourne",3
"2413",2015,20,"Jack Newnes","St Kilda",2
"2414",2015,20,"Brendon AhChee","Port Adelaide",10
"2415",2015,20,"Rhys Palmer","Greater Western Sydney",8
"2416",2015,20,"Chad Wingard","Port Adelaide",6
"2417",2015,20,"Callan Ward","Greater Western Sydney",3
"2418",2015,20,"Robbie Gray","Port Adelaide",2
"2419",2015,20,"Paddy Ryder","Port Adelaide",1
"2420",2015,20,"Cyril Rioli","Hawthorn",10
"2421",2015,20,"Luke Hodge","Hawthorn",8
"2422",2015,20,"Cameron Guthrie","Geelong",6
"2423",2015,20,"Liam Shiels","Hawthorn",2
"2424",2015,20,"Sam Mitchell","Hawthorn",2
"2425",2015,20,"Ben McEvoy","Hawthorn",1
"2426",2015,20,"Joel Selwood","Geelong",1
"2427",2015,20,"Mitch Robinson","Brisbane Lions",10
"2428",2015,20,"Tom Rockliff","Brisbane Lions",8
"2429",2015,20,"Stefan Martin","Brisbane Lions",6
"2430",2015,20,"Jack Redden","Brisbane Lions",2
"2431",2015,20,"Dayne Zorko","Brisbane Lions",2
"2432",2015,20,"Patrick Cripps","Carlton",1
"2433",2015,20,"Tom Cutler","Brisbane Lions",1
"2434",2015,20,"Dustin Martin","Richmond",10
"2435",2015,20,"Alex Rance","Richmond",6
"2436",2015,20,"Kane Lambert","Richmond",5
"2437",2015,20,"Nick Vlastuin","Richmond",3
"2438",2015,20,"Brandon Ellis","Richmond",3
"2439",2015,20,"Aaron Hall","Gold Coast",2
"2440",2015,20,"Tom J. Lynch","Gold Coast",1
"2441",2015,20,"Josh Hill","West Coast",8
"2442",2015,20,"Luke Shuey","West Coast",7
"2443",2015,20,"Josh J. Kennedy","West Coast",6
"2444",2015,20,"Aaron Sandilands","Fremantle",3
"2445",2015,20,"Stephen Hill","Fremantle",3
"2446",2015,20,"Michael Walters","Fremantle",2
"2447",2015,20,"Matt Priddis","West Coast",1
"2448",2015,20,"Luke Dahlhaus","Western Bulldogs",10
"2449",2015,20,"Mitch Wallis","Western Bulldogs",7
"2450",2015,20,"Jake Stringer","Western Bulldogs",4
"2451",2015,20,"Shane Biggs","Western Bulldogs",4
"2452",2015,20,"Lachie Hunter","Western Bulldogs",4
"2453",2015,20,"Easton Wood","Western Bulldogs",1
"2454",2015,21,"Robbie Gray","Port Adelaide",10
"2455",2015,21,"Paddy Ryder","Port Adelaide",8
"2456",2015,21,"Chad Wingard","Port Adelaide",5
"2457",2015,21,"Sam Gray","Port Adelaide",5
"2458",2015,21,"Josh Gibson","Hawthorn",1
"2459",2015,21,"Hamish Hartlett","Port Adelaide",1
"2460",2015,21,"Ty Vickery","Richmond",9
"2461",2015,21,"Dustin Martin","Richmond",6
"2462",2015,21,"Alex Rance","Richmond",5
"2463",2015,21,"Brandon Ellis","Richmond",4
"2464",2015,21,"Ivan Maric","Richmond",3
"2465",2015,21,"Taylor Hunt","Richmond",2
"2466",2015,21,"Bachar Houli","Richmond",1
"2467",2015,21,"Josh P. Kennedy","Sydney",9
"2468",2015,21,"Kurt Tippett","Sydney",9
"2469",2015,21,"Harry Cunningham","Sydney",3
"2470",2015,21,"Jarrad McVeigh","Sydney",3
"2471",2015,21,"Adam Goodes","Sydney",2
"2472",2015,21,"Kieren Jack","Sydney",2
"2473",2015,21,"Sam Reid","Sydney",1
"2474",2015,21,"Heath Shaw","Greater Western Sydney",1
"2475",2015,21,"Aaron Hall","Gold Coast",10
"2476",2015,21,"Shaun McKernan","Essendon",8
"2477",2015,21,"Jack Martin","Gold Coast",6
"2478",2015,21,"Brandon Matera","Gold Coast",2
"2479",2015,21,"Dyson Heppell","Essendon",2
"2480",2015,21,"Courtenay Dempsey","Essendon",1
"2481",2015,21,"Tom J. Lynch","Gold Coast",1
"2482",2015,21,"Taylor Walker","Adelaide",10
"2483",2015,21,"Rory Sloane","Adelaide",7
"2484",2015,21,"Tom Lynch","Adelaide",7
"2485",2015,21,"Brodie Smith","Adelaide",2
"2486",2015,21,"Ricky Henderson","Adelaide",2
"2487",2015,21,"Dayne Zorko","Brisbane Lions",1
"2488",2015,21,"Sam Jacobs","Adelaide",1
"2489",2015,21,"Cameron Guthrie","Geelong",8
"2490",2015,21,"Jack Steven","St Kilda",8
"2491",2015,21,"Steven Motlop","Geelong",8
"2492",2015,21,"Sam Gilbert","St Kilda",4
"2493",2015,21,"Sebastian Ross","St Kilda",1
"2494",2015,21,"Steve Johnson","Geelong",1
"2495",2015,21,"Andrew Swallow","North Melbourne",5
"2496",2015,21,"Brent Harvey","North Melbourne",5
"2497",2015,21,"Ben Cunnington","North Melbourne",4
"2498",2015,21,"Aaron Sandilands","Fremantle",4
"2499",2015,21,"Michael Johnson","Fremantle",4
"2500",2015,21,"Lachie Neale","Fremantle",3
"2501",2015,21,"Ben Brown","North Melbourne",3
"2502",2015,21,"Robbie Tarrant","North Melbourne",1
"2503",2015,21,"Nick DalSanto","North Melbourne",1
"2504",2015,21,"Josh J. Kennedy","West Coast",10
"2505",2015,21,"Jake Stringer","Western Bulldogs",7
"2506",2015,21,"Nic Naitanui","West Coast",7
"2507",2015,21,"Matt Priddis","West Coast",3
"2508",2015,21,"Luke Shuey","West Coast",2
"2509",2015,21,"Andrew Gaff","West Coast",1
"2510",2015,21,"Patrick Cripps","Carlton",10
"2511",2015,21,"Matthew Kreuzer","Carlton",8
"2512",2015,21,"Tom McDonald","Melbourne",6
"2513",2015,21,"Zach Tuohy","Carlton",4
"2514",2015,21,"Andrew Walker","Carlton",2
"2515",2015,22,"Taylor Adams","Collingwood",10
"2516",2015,22,"Scott Pendlebury","Collingwood",7
"2517",2015,22,"Mark Blicavs","Geelong",4
"2518",2015,22,"Levi Greenwood","Collingwood",3
"2519",2015,22,"Jordan De Goey","Collingwood",2
"2520",2015,22,"Brodie Grundy","Collingwood",2
"2521",2015,22,"Daniel Menzel","Geelong",1
"2522",2015,22,"Jack Crisp","Collingwood",1
"2523",2015,22,"Adam Treloar","Greater Western Sydney",9
"2524",2015,22,"Jeremy Cameron","Greater Western Sydney",9
"2525",2015,22,"Heath Shaw","Greater Western Sydney",5
"2526",2015,22,"Callan Ward","Greater Western Sydney",3
"2527",2015,22,"Patrick Cripps","Carlton",2
"2528",2015,22,"Adam Kennedy","Greater Western Sydney",2
"2529",2015,22,"Liam Shiels","Hawthorn",7
"2530",2015,22,"Jarryd Roughead","Hawthorn",5
"2531",2015,22,"Tom Rockliff","Brisbane Lions",5
"2532",2015,22,"Jack Gunston","Hawthorn",5
"2533",2015,22,"Bradley Hill","Hawthorn",5
"2534",2015,22,"Jordan Lewis","Hawthorn",2
"2535",2015,22,"Shaun Burgoyne","Hawthorn",1
"2536",2015,22,"Marcus Bontempelli","Western Bulldogs",10
"2537",2015,22,"Mitch Wallis","Western Bulldogs",6
"2538",2015,22,"Lachie Hunter","Western Bulldogs",5
"2539",2015,22,"Robbie Tarrant","North Melbourne",4
"2540",2015,22,"Jake Stringer","Western Bulldogs",4
"2541",2015,22,"Shane Biggs","Western Bulldogs",1
"2542",2015,22,"Brett Deledio","Richmond",8
"2543",2015,22,"Alex Rance","Richmond",7
"2544",2015,22,"Nick Vlastuin","Richmond",5
"2545",2015,22,"Kamdyn McIntosh","Richmond",5
"2546",2015,22,"Michael Hurley","Essendon",2
"2547",2015,22,"Cale Hooker","Essendon",2
"2548",2015,22,"Dyson Heppell","Essendon",1
"2549",2015,22,"Sam Gray","Port Adelaide",9
"2550",2015,22,"Hamish Hartlett","Port Adelaide",9
"2551",2015,22,"Kade Kolodjashnij","Gold Coast",4
"2552",2015,22,"Matthew Broadbent","Port Adelaide",3
"2553",2015,22,"Brandon Matera","Gold Coast",2
"2554",2015,22,"Brad Ebert","Port Adelaide",2
"2555",2015,22,"Karl Amon","Port Adelaide",1
"2556",2015,22,"Josh Jenkins","Adelaide",10
"2557",2015,22,"Brodie Smith","Adelaide",8
"2558",2015,22,"Patrick Dangerfield","Adelaide",6
"2559",2015,22,"Daniel Talia","Adelaide",2
"2560",2015,22,"Taylor Walker","Adelaide",2
"2561",2015,22,"Rory Sloane","Adelaide",1
"2562",2015,22,"Scott Thompson","Adelaide",1
"2563",2015,22,"Danyle Pearce","Fremantle",8
"2564",2015,22,"David Mundy","Fremantle",8
"2565",2015,22,"Lachie Neale","Fremantle",6
"2566",2015,22,"Stephen Hill","Fremantle",4
"2567",2015,22,"Luke McPharlin","Fremantle",2
"2568",2015,22,"Michael Barlow","Fremantle",1
"2569",2015,22,"Jack Viney","Melbourne",1
"2570",2015,22,"Josh P. Kennedy","Sydney",9
"2571",2015,22,"Dan Hannebery","Sydney",9
"2572",2015,22,"Heath Grundy","Sydney",6
"2573",2015,22,"Kurt Tippett","Sydney",4
"2574",2015,22,"Dane Rampe","Sydney",1
"2575",2015,22,"Tom Mitchell","Sydney",1
"2576",2015,23,"Brett Deledio","Richmond",10
"2577",2015,23,"Trent Cotchin","Richmond",8
"2578",2015,23,"Lachlan Hansen","North Melbourne",3
"2579",2015,23,"Brandon Ellis","Richmond",3
"2580",2015,23,"Alex Rance","Richmond",2
"2581",2015,23,"Anthony Miles","Richmond",2
"2582",2015,23,"Bachar Houli","Richmond",1
"2583",2015,23,"Kayne Turner","North Melbourne",1
"2584",2015,23,"Andrew Mackie","Geelong",10
"2585",2015,23,"Joel Selwood","Geelong",7
"2586",2015,23,"Cameron Guthrie","Geelong",6
"2587",2015,23,"Corey Enright","Geelong",5
"2588",2015,23,"Daniel Talia","Adelaide",1
"2589",2015,23,"Eddie Betts","Adelaide",1
"2590",2015,23,"Stefan Martin","Brisbane Lions",10
"2591",2015,23,"Marcus Bontempelli","Western Bulldogs",6
"2592",2015,23,"Tom Rockliff","Brisbane Lions",6
"2593",2015,23,"Pearce Hanley","Brisbane Lions",5
"2594",2015,23,"Jed Adcock","Brisbane Lions",3
"2595",2015,23,"Hamish Hartlett","Port Adelaide",7
"2596",2015,23,"Justin Westhoff","Port Adelaide",5
"2597",2015,23,"Sam Gray","Port Adelaide",5
"2598",2015,23,"Robbie Gray","Port Adelaide",4
"2599",2015,23,"Brad Ebert","Port Adelaide",3
"2600",2015,23,"Michael Barlow","Fremantle",3
"2601",2015,23,"Nathan Krakouer","Port Adelaide",2
"2602",2015,23,"Paddy Ryder","Port Adelaide",1
"2603",2015,23,"Sam Mitchell","Hawthorn",9
"2604",2015,23,"Josh Gibson","Hawthorn",7
"2605",2015,23,"Jarryd Roughead","Hawthorn",5
"2606",2015,23,"Jack Gunston","Hawthorn",3
"2607",2015,23,"Andrew Carrazzo","Carlton",3
"2608",2015,23,"Bradley Hill","Hawthorn",3
"2609",2015,23,"Nic Naitanui","West Coast",9
"2610",2015,23,"Andrew Gaff","West Coast",6
"2611",2015,23,"Matt Priddis","West Coast",6
"2612",2015,23,"Dom Sheed","West Coast",4
"2613",2015,23,"Mark LeCras","West Coast",2
"2614",2015,23,"Luke Shuey","West Coast",2
"2615",2015,23,"Jeremy McGovern","West Coast",1
"2616",2015,23,"Tom Mitchell","Sydney",9
"2617",2015,23,"Sam Reid","Sydney",7
"2618",2015,23,"Dan Hannebery","Sydney",7
"2619",2015,23,"Josh P. Kennedy","Sydney",5
"2620",2015,23,"Kade Kolodjashnij","Gold Coast",1
"2621",2015,23,"Kurt Tippett","Sydney",1
"2622",2015,23,"Bernie Vince","Melbourne",10
"2623",2015,23,"Jack Viney","Melbourne",7
"2624",2015,23,"Nathan Jones","Melbourne",6
"2625",2015,23,"Tom McDonald","Melbourne",3
"2626",2015,23,"Jesse Hogan","Melbourne",2
"2627",2015,23,"Callan Ward","Greater Western Sydney",1
"2628",2015,23,"Zac Williams","Greater Western Sydney",1
"2629",2015,23,"Shaun McKernan","Essendon",7
"2630",2015,23,"Taylor Adams","Collingwood",6
"2631",2015,23,"Heath Hocking","Essendon",6
"2632",2015,23,"Dyson Heppell","Essendon",6
"2633",2015,23,"Brent Stanton","Essendon",4
"2634",2015,23,"Alex Fasolo","Collingwood",1
"2635",2016,1,"Kane Lambert","Richmond",10
"2636",2016,1,"Marc Murphy","Carlton",6
"2637",2016,1,"Alex Rance","Richmond",6
"2638",2016,1,"Bryce Gibbs","Carlton",4
"2639",2016,1,"Sam Docherty","Carlton",3
"2640",2016,1,"Patrick Cripps","Carlton",1
"2641",2016,1,"Jack Viney","Melbourne",10
"2642",2016,1,"Tom McDonald","Melbourne",6
"2643",2016,1,"Callan Ward","Greater Western Sydney",5
"2644",2016,1,"Phil Davis","Greater Western Sydney",4
"2645",2016,1,"Jack Watts","Melbourne",4
"2646",2016,1,"Jesse Hogan","Melbourne",1
"2647",2016,1,"Aaron Hall","Gold Coast",10
"2648",2016,1,"Gary Ablett","Gold Coast",8
"2649",2016,1,"David Zaharakis","Essendon",5
"2650",2016,1,"Tom J. Lynch","Gold Coast",5
"2651",2016,1,"Nick Malceski","Gold Coast",1
"2652",2016,1,"Steven May","Gold Coast",1
"2653",2016,1,"Todd Goldstein","North Melbourne",6
"2654",2016,1,"Josh Jenkins","Adelaide",6
"2655",2016,1,"Ben Cunnington","North Melbourne",5
"2656",2016,1,"Jack Ziebell","North Melbourne",5
"2657",2016,1,"Robbie Tarrant","North Melbourne",4
"2658",2016,1,"Jarrad Waite","North Melbourne",2
"2659",2016,1,"Scott Thompson","Adelaide",2
"2660",2016,1,"Luke Parker","Sydney",10
"2661",2016,1,"Jake Lloyd","Sydney",6
"2662",2016,1,"Tom Mitchell","Sydney",6
"2663",2016,1,"Kieren Jack","Sydney",5
"2664",2016,1,"Lance Franklin","Sydney",3
"2665",2016,1,"Shane Biggs","Western Bulldogs",7
"2666",2016,1,"Jake Stringer","Western Bulldogs",7
"2667",2016,1,"Jason Johannisen","Western Bulldogs",5
"2668",2016,1,"Tom Liberatore","Western Bulldogs",5
"2669",2016,1,"Luke Dahlhaus","Western Bulldogs",3
"2670",2016,1,"Robert Murphy","Western Bulldogs",2
"2671",2016,1,"Jack Macrae","Western Bulldogs",1
"2672",2016,1,"Robbie Gray","Port Adelaide",10
"2673",2016,1,"Tom Hickey","St Kilda",5
"2674",2016,1,"Sam Gray","Port Adelaide",4
"2675",2016,1,"Jasper Pittard","Port Adelaide",4
"2676",2016,1,"Brad Ebert","Port Adelaide",3
"2677",2016,1,"Jack Steven","St Kilda",3
"2678",2016,1,"Justin Westhoff","Port Adelaide",1
"2679",2016,1,"Josh J. Kennedy","West Coast",9
"2680",2016,1,"Matt Priddis","West Coast",9
"2681",2016,1,"Nic Naitanui","West Coast",6
"2682",2016,1,"Andrew Gaff","West Coast",4
"2683",2016,1,"Daniel Rich","Brisbane Lions",1
"2684",2016,1,"Allen Christensen","Brisbane Lions",1
"2685",2016,1,"Patrick Dangerfield","Geelong",10
"2686",2016,1,"Josh Caddy","Geelong",8
"2687",2016,1,"Zac Smith","Geelong",4
"2688",2016,1,"Sam Mitchell","Hawthorn",4
"2689",2016,1,"James Frawley","Hawthorn",2
"2690",2016,1,"Cameron Guthrie","Geelong",2
"2691",2016,2,"Alex Fasolo","Collingwood",10
"2692",2016,2,"Dustin Martin","Richmond",7
"2693",2016,2,"Bachar Houli","Richmond",4
"2694",2016,2,"Trent Cotchin","Richmond",4
"2695",2016,2,"Ben Sinclair","Collingwood",3
"2696",2016,2,"Adam Treloar","Collingwood",1
"2697",2016,2,"Jackson Ramsay","Collingwood",1
"2698",2016,2,"Tom Lynch","Adelaide",10
"2699",2016,2,"Eddie Betts","Adelaide",8
"2700",2016,2,"Rory Laird","Adelaide",5
"2701",2016,2,"Luke Brown","Adelaide",5
"2702",2016,2,"Daniel Talia","Adelaide",1
"2703",2016,2,"Robbie Gray","Port Adelaide",1
"2704",2016,2,"David Zaharakis","Essendon",9
"2705",2016,2,"Joe Daniher","Essendon",9
"2706",2016,2,"Zach Merrett","Essendon",6
"2707",2016,2,"James Gwilt","Essendon",2
"2708",2016,2,"Ben Kennedy","Melbourne",2
"2709",2016,2,"James Kelly","Essendon",2
"2710",2016,2,"Jarrad Waite","North Melbourne",10
"2711",2016,2,"Daniel Wells","North Melbourne",7
"2712",2016,2,"Ben Jacobs","North Melbourne",5
"2713",2016,2,"Jack Ziebell","North Melbourne",4
"2714",2016,2,"Dayne Zorko","Brisbane Lions",2
"2715",2016,2,"Lewis Taylor","Brisbane Lions",1
"2716",2016,2,"Brent Harvey","North Melbourne",1
"2717",2016,2,"Tom J. Lynch","Gold Coast",9
"2718",2016,2,"Jack Martin","Gold Coast",8
"2719",2016,2,"Nat Fyfe","Fremantle",5
"2720",2016,2,"Jarrod Harbrow","Gold Coast",4
"2721",2016,2,"Alex Sexton","Gold Coast",3
"2722",2016,2,"Aaron Hall","Gold Coast",1
"2723",2016,2,"Jason Johannisen","Western Bulldogs",9
"2724",2016,2,"Lachie Hunter","Western Bulldogs",8
"2725",2016,2,"Marcus Adams","Western Bulldogs",4
"2726",2016,2,"Tom Liberatore","Western Bulldogs",4
"2727",2016,2,"Robert Murphy","Western Bulldogs",4
"2728",2016,2,"Liam Picken","Western Bulldogs",1
"2729",2016,2,"Tom Scully","Greater Western Sydney",9
"2730",2016,2,"Ryan Griffen","Greater Western Sydney",8
"2731",2016,2,"Shane Mumford","Greater Western Sydney",6
"2732",2016,2,"Tom Hawkins","Geelong",3
"2733",2016,2,"Cameron Guthrie","Geelong",3
"2734",2016,2,"Mark Blicavs","Geelong",1
"2735",2016,2,"Josh Gibson","Hawthorn",10
"2736",2016,2,"Sam Mitchell","Hawthorn",8
"2737",2016,2,"Cyril Rioli","Hawthorn",5
"2738",2016,2,"Billy Hartung","Hawthorn",4
"2739",2016,2,"James Sicily","Hawthorn",2
"2740",2016,2,"Ben Stratton","Hawthorn",1
"2741",2016,2,"Tom Mitchell","Sydney",9
"2742",2016,2,"Luke Parker","Sydney",9
"2743",2016,2,"Callum Sinclair","Sydney",3
"2744",2016,2,"Josh P. Kennedy","Sydney",3
"2745",2016,2,"Kurt Tippett","Sydney",3
"2746",2016,2,"Dan Hannebery","Sydney",2
"2747",2016,2,"Lance Franklin","Sydney",1
"2748",2016,3,"Robbie Gray","Port Adelaide",10
"2749",2016,3,"Matthew Broadbent","Port Adelaide",7
"2750",2016,3,"Jasper Pittard","Port Adelaide",4
"2751",2016,3,"Jimmy Toumpas","Port Adelaide",3
"2752",2016,3,"Ollie Wines","Port Adelaide",3
"2753",2016,3,"Jared Polec","Port Adelaide",2
"2754",2016,3,"Brad Ebert","Port Adelaide",1
"2755",2016,3,"Leigh Montagna","St Kilda",9
"2756",2016,3,"Sebastian Ross","St Kilda",6
"2757",2016,3,"Jack Newnes","St Kilda",5
"2758",2016,3,"Luke Dunstan","St Kilda",3
"2759",2016,3,"Jack Billings","St Kilda",3
"2760",2016,3,"Jack Steven","St Kilda",3
"2761",2016,3,"Maverick Weller","St Kilda",1
"2762",2016,3,"Brodie Smith","Adelaide",9
"2763",2016,3,"Scott Thompson","Adelaide",5
"2764",2016,3,"Rory Sloane","Adelaide",4
"2765",2016,3,"Kyle Cheney","Adelaide",3
"2766",2016,3,"Richard Douglas","Adelaide",3
"2767",2016,3,"Trent Cotchin","Richmond",3
"2768",2016,3,"Eddie Betts","Adelaide",2
"2769",2016,3,"Bachar Houli","Richmond",1
"2770",2016,3,"Luke Parker","Sydney",10
"2771",2016,3,"Dan Hannebery","Sydney",6
"2772",2016,3,"Josh P. Kennedy","Sydney",4
"2773",2016,3,"Heath Grundy","Sydney",4
"2774",2016,3,"Lance Franklin","Sydney",4
"2775",2016,3,"Dylan Shiel","Greater Western Sydney",2
"2776",2016,3,"Matt Priddis","West Coast",9
"2777",2016,3,"Luke Shuey","West Coast",8
"2778",2016,3,"Jack Darling","West Coast",5
"2779",2016,3,"Andrew Gaff","West Coast",5
"2780",2016,3,"Nat Fyfe","Fremantle",2
"2781",2016,3,"Elliot Yeo","West Coast",1
"2782",2016,3,"Aaron Hall","Gold Coast",9
"2783",2016,3,"Tom J. Lynch","Gold Coast",8
"2784",2016,3,"Jack Martin","Gold Coast",5
"2785",2016,3,"Gary Ablett","Gold Coast",5
"2786",2016,3,"Clay Cameron","Gold Coast",2
"2787",2016,3,"Jacob Weitering","Carlton",1
"2788",2016,3,"Todd Goldstein","North Melbourne",10
"2789",2016,3,"Max Gawn","Melbourne",7
"2790",2016,3,"Brent Harvey","North Melbourne",6
"2791",2016,3,"Jack Ziebell","North Melbourne",3
"2792",2016,3,"Jack Viney","Melbourne",2
"2793",2016,3,"Bernie Vince","Melbourne",2
"2794",2016,3,"Luke Dahlhaus","Western Bulldogs",8
"2795",2016,3,"Ben Stratton","Hawthorn",8
"2796",2016,3,"Marcus Adams","Western Bulldogs",7
"2797",2016,3,"Caleb Daniel","Western Bulldogs",5
"2798",2016,3,"Sam Mitchell","Hawthorn",2
"2799",2016,3,"Joel Selwood","Geelong",10
"2800",2016,3,"Corey Enright","Geelong",7
"2801",2016,3,"Patrick Dangerfield","Geelong",6
"2802",2016,3,"Steven Motlop","Geelong",3
"2803",2016,3,"Mitch Duncan","Geelong",2
"2804",2016,3,"Zac Smith","Geelong",1
"2805",2016,3,"Tom Hawkins","Geelong",1
"2806",2016,4,"Elliot Yeo","West Coast",10
"2807",2016,4,"Jack Darling","West Coast",7
"2808",2016,4,"Luke Shuey","West Coast",6
"2809",2016,4,"Andrew Gaff","West Coast",5
"2810",2016,4,"Jeremy McGovern","West Coast",1
"2811",2016,4,"Jack Riewoldt","Richmond",1
"2812",2016,4,"Matthew Leuenberger","Essendon",6
"2813",2016,4,"Tom Lonergan","Geelong",6
"2814",2016,4,"Patrick Dangerfield","Geelong",5
"2815",2016,4,"Zach Merrett","Essendon",4
"2816",2016,4,"Steven Motlop","Geelong",4
"2817",2016,4,"Mitch Duncan","Geelong",3
"2818",2016,4,"David Zaharakis","Essendon",2
"2819",2016,4,"Sam Mitchell","Hawthorn",9
"2820",2016,4,"David Armitage","St Kilda",9
"2821",2016,4,"Jordan Lewis","Hawthorn",3
"2822",2016,4,"Sean Dempster","St Kilda",3
"2823",2016,4,"Jack Billings","St Kilda",2
"2824",2016,4,"Shane Savage","St Kilda",2
"2825",2016,4,"Jack Steven","St Kilda",1
"2826",2016,4,"Isaac Smith","Hawthorn",1
"2827",2016,4,"Pearce Hanley","Brisbane Lions",10
"2828",2016,4,"Dayne Zorko","Brisbane Lions",8
"2829",2016,4,"Tom J. Lynch","Gold Coast",6
"2830",2016,4,"Tom Bell","Brisbane Lions",4
"2831",2016,4,"Daniel Rich","Brisbane Lions",2
"2832",2016,4,"Rory Sloane","Adelaide",9
"2833",2016,4,"Dan Hannebery","Sydney",8
"2834",2016,4,"Isaac Heeney","Sydney",5
"2835",2016,4,"Eddie Betts","Adelaide",5
"2836",2016,4,"Scott Thompson","Adelaide",3
"2837",2016,4,"Shane Biggs","Western Bulldogs",8
"2838",2016,4,"Lachie Hunter","Western Bulldogs",7
"2839",2016,4,"Matthew Suckling","Western Bulldogs",7
"2840",2016,4,"Koby Stevens","Western Bulldogs",4
"2841",2016,4,"Dale Morris","Western Bulldogs",2
"2842",2016,4,"Sam Docherty","Carlton",1
"2843",2016,4,"Jordan Roughead","Western Bulldogs",1
"2844",2016,4,"Stephen Coniglio","Greater Western Sydney",9
"2845",2016,4,"Dylan Shiel","Greater Western Sydney",9
"2846",2016,4,"Callan Ward","Greater Western Sydney",6
"2847",2016,4,"Rory Lobb","Greater Western Sydney",3
"2848",2016,4,"Toby Greene","Greater Western Sydney",3
"2849",2016,4,"Jack Viney","Melbourne",10
"2850",2016,4,"Jack Watts","Melbourne",7
"2851",2016,4,"Nathan Jones","Melbourne",4
"2852",2016,4,"Adam Treloar","Collingwood",3
"2853",2016,4,"Dean Kent","Melbourne",2
"2854",2016,4,"Scott Pendlebury","Collingwood",2
"2855",2016,4,"Tom McDonald","Melbourne",1
"2856",2016,4,"Steele Sidebottom","Collingwood",1
"2857",2016,4,"Jack Ziebell","North Melbourne",10
"2858",2016,4,"Jarrad Waite","North Melbourne",5
"2859",2016,4,"Nat Fyfe","Fremantle",5
"2860",2016,4,"Todd Goldstein","North Melbourne",4
"2861",2016,4,"Sam Gibson","North Melbourne",3
"2862",2016,4,"Jamie Macmillan","North Melbourne",2
"2863",2016,4,"Lachie Neale","Fremantle",1
"2864",2016,5,"Paul Puopolo","Hawthorn",10
"2865",2016,5,"Cyril Rioli","Hawthorn",7
"2866",2016,5,"Scott Thompson","Adelaide",5
"2867",2016,5,"Rory Sloane","Adelaide",5
"2868",2016,5,"Sam Mitchell","Hawthorn",3
"2869",2016,5,"Ted Richards","Sydney",10
"2870",2016,5,"Dane Rampe","Sydney",5
"2871",2016,5,"Dan Hannebery","Sydney",4
"2872",2016,5,"Tom Papley","Sydney",3
"2873",2016,5,"Josh P. Kennedy","Sydney",3
"2874",2016,5,"Luke Parker","Sydney",2
"2875",2016,5,"Jeremy McGovern","West Coast",2
"2876",2016,5,"Lance Franklin","Sydney",1
"2877",2016,5,"Todd Goldstein","North Melbourne",10
"2878",2016,5,"Tom J. Lynch","Gold Coast",6
"2879",2016,5,"Andrew Swallow","North Melbourne",6
"2880",2016,5,"Nick DalSanto","North Melbourne",4
"2881",2016,5,"Peter Wright","Gold Coast",2
"2882",2016,5,"Shaun Atley","North Melbourne",1
"2883",2016,5,"Jack Ziebell","North Melbourne",1
"2884",2016,5,"Joel Selwood","Geelong",9
"2885",2016,5,"Cameron Guthrie","Geelong",9
"2886",2016,5,"Patrick Dangerfield","Geelong",6
