kicks,marks,handballs,disposals,effective_disposals,disposal_efficiency_percentage,goals,behinds,hitouts,tackles,rebounds,inside_fifties,clearances,clangers,free_kicks_for,free_kicks_against,contested_possessions,uncontested_possessions,contested_marks,marks_inside_fifty,one_percenters,bounces,goal_assists,time_on_ground_percentage,afl_fantasy_score,supercoach_score,centre_clearances,stoppage_clearances,score_involvements,metres_gained,turnovers,intercepts,tackles_inside_fifty,contest_def_losses,contest_def_one_on_ones,contest_off_one_on_ones,contest_off_wins,def_half_pressure_acts,effective_kicks,f50_ground_ball_gets,ground_ball_gets,hitouts_to_advantage,hitout_win_percentage,intercept_marks,marks_on_lead,pressure_acts,rating_points,ruck_contests,score_launches,shots_at_goal,spoils,match_margin,team_behinds,team_goals,team_score,aa_team,aa_squad,coaches_votes,captain,kicks_prop,marks_prop,handballs_prop,disposals_prop,goals_prop,behinds_prop,tackles_prop,inside_fifties_prop,clearances_prop,contested_possessions_prop,uncontested_possessions_prop,contested_marks_prop,marks_inside_fifty_prop,goal_assists_prop,turnovers_prop,shots_at_goal_prop,match_outcome_Loss,match_outcome_Win,player_position_BPR,player_position_C,player_position_CHB,player_position_CHF,player_position_FB,player_position_FF,player_position_FPL,player_position_FPR,player_position_HBFL,player_position_HBFR,player_position_HFFL,player_position_HFFR,player_position_INT,player_position_R,player_position_RK,player_position_RR,player_position_SUB,player_position_WL,player_position_WR,pred,player_name,brownlow_votes,match_id,match_round,player_team,season,pred_rank,predicted_votes
4,3,4,8,7,88,0,0,0,5,3,0,1,2,3,1,7,2,1,0,7,0,0,97,49,65,0,1,1,20,1,8,0,2,5,0,0,10,4,0,2,0,0,3,0,11,11.5,0,1,0,5,33,10,9,64,0,0,0,0,0.008791208791208791,0.017857142857142856,0.013157894736842105,0.010540184453227932,0,0,0.03968253968253968,0,0.01282051282051282,0.023026315789473683,0.0045351473922902496,0.058823529411764705,0,0,0.00684931506849315,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021719366777688265,Liam Jones,0,15408,1,Carlton,2019,22,0
5,1,4,9,6,67,0,0,0,4,2,1,1,2,1,1,5,3,1,0,7,0,0,80,40,51,0,1,0,169,1,6,0,0,4,0,0,17,3,0,3,0,0,1,0,17,8,0,0,0,6,33,13,14,97,1,1,0,0,0.01098901098901099,0.005952380952380952,0.013157894736842105,0.011857707509881422,0,0,0.031746031746031744,0.009345794392523364,0.01282051282051282,0.01644736842105263,0.006802721088435374,0.058823529411764705,0,0,0.00684931506849315,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031051838770508766,Dylan Grimes,0,15408,1,Richmond,2019,12,0
13,12,12,25,18,72,0,1,0,3,1,3,2,4,1,0,7,18,0,2,1,0,1,82,113,98,0,2,8,303,6,0,2,0,0,0,0,1,8,4,6,0,0,0,0,7,3.9,0,2,1,0,33,10,9,64,0,0,0,0,0.02857142857142857,0.07142857142857142,0.039473684210526314,0.03293807641633729,0,0.058823529411764705,0.023809523809523808,0.028037383177570093,0.02564102564102564,0.023026315789473683,0.04081632653061224,0,0.10526315789473684,0.058823529411764705,0.0410958904109589,0.02,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.02657182328402996,Ed Curnow,0,15408,1,Carlton,2019,43,0
10,1,10,20,14,70,0,0,0,7,0,5,4,2,3,0,9,11,0,0,1,0,1,78,80,82,1,3,7,342,3,3,0,0,0,0,0,13,7,2,6,0,0,0,0,26,14.5,0,1,0,0,33,13,14,97,0,1,0,0,0.02197802197802198,0.005952380952380952,0.03289473684210526,0.026350461133069828,0,0,0.05555555555555555,0.04672897196261682,0.05128205128205128,0.029605263157894735,0.024943310657596373,0,0,0.058823529411764705,0.02054794520547945,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.00328073650598526,Dion Prestia,0,15408,1,Richmond,2019,33,0
9,2,6,15,14,93,1,1,0,1,2,3,1,1,0,0,4,11,0,0,2,0,0,85,60,63,0,1,4,313,3,1,0,0,0,0,0,2,8,0,2,0,0,0,0,18,11.8,0,0,2,0,33,13,14,97,0,0,0,0,0.01978021978021978,0.011904761904761904,0.019736842105263157,0.019762845849802372,0.043478260869565216,0.058823529411764705,0.007936507936507936,0.028037383177570093,0.01282051282051282,0.013157894736842105,0.024943310657596373,0,0,0,0.02054794520547945,0.04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8.364627719856799e-4,Maverick Weller,0,15408,1,Richmond,2019,24,0
4,1,3,7,6,86,3,1,0,2,0,0,0,3,2,1,5,2,1,1,1,0,0,78,47,58,0,0,5,95,0,0,0,0,0,8,1,3,3,1,2,0,0,0,0,8,9,0,0,4,1,33,13,14,97,0,0,0,0,0.008791208791208791,0.005952380952380952,0.009868421052631578,0.00922266139657444,0.13043478260869565,0.058823529411764705,0.015873015873015872,0,0,0.01644736842105263,0.0045351473922902496,0.058823529411764705,0.05263157894736842,0,0,0.08,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.010757708922028542,Tom J. Lynch,0,15408,1,Richmond,2019,39,0
4,2,1,5,4,80,1,0,0,1,0,0,0,1,1,1,1,3,0,1,0,0,0,72,28,26,0,0,2,74,2,1,1,0,0,2,0,0,3,0,0,0,0,0,1,5,0.9,0,1,2,0,33,10,9,64,0,0,0,0,0.008791208791208791,0.011904761904761904,0.003289473684210526,0.006587615283267457,0.043478260869565216,0,0.007936507936507936,0,0,0.003289473684210526,0.006802721088435374,0,0.05263157894736842,0,0.0136986301369863,0.04,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0933724590577185e-4,Alex Fasolo,0,15408,1,Carlton,2019,26,0
5,3,4,9,6,67,0,0,27,8,0,2,3,4,1,3,3,7,1,0,4,0,0,79,83,98,2,1,2,163,0,2,2,0,1,1,0,6,3,0,0,11,40.9,2,0,16,9.7,66,1,0,2,33,10,9,64,0,0,0,0,0.01098901098901099,0.017857142857142856,0.013157894736842105,0.011857707509881422,0,0,0.06349206349206349,0.018691588785046728,0.038461538461538464,0.009868421052631578,0.015873015873015872,0.058823529411764705,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.014573421329259872,Andrew Phillips,0,15408,1,Carlton,2019,40,0
11,6,2,13,13,100,0,0,0,3,2,0,1,1,3,1,4,8,0,0,11,0,0,91,67,96,0,1,2,169,1,6,0,1,3,0,0,10,11,0,0,0,0,2,0,11,11.3,0,0,0,8,33,10,9,64,0,0,0,0,0.024175824175824177,0.03571428571428571,0.006578947368421052,0.017127799736495388,0,0,0.023809523809523808,0,0.01282051282051282,0.013157894736842105,0.018140589569160998,0,0,0,0.00684931506849315,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.372354745399207e-4,Lachie Plowman,0,15408,1,Carlton,2019,27,0
10,5,4,14,14,100,0,0,0,1,6,0,0,1,0,0,3,7,0,0,3,0,0,89,53,67,0,0,3,254,0,9,0,0,1,0,0,7,10,0,3,0,0,3,0,8,11.2,0,3,0,3,33,13,14,97,0,0,0,0,0.02197802197802198,0.02976190476190476,0.013157894736842105,0.01844532279314888,0,0,0.007936507936507936,0,0,0.009868421052631578,0.015873015873015872,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.006084334570914507,Nick Vlastuin,0,15408,1,Richmond,2019,18,0
10,1,22,32,26,81,0,0,0,6,2,2,8,3,3,1,22,10,0,0,0,1,0,89,101,126,5,3,5,263,3,4,0,0,0,2,1,11,6,1,16,0,0,0,0,21,27.1,0,2,0,0,33,10,9,64,1,1,6,1,0.02197802197802198,0.005952380952380952,0.07236842105263158,0.04216073781291173,0,0,0.047619047619047616,0.018691588785046728,0.10256410256410256,0.07236842105263158,0.022675736961451247,0,0,0,0.02054794520547945,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.534206748008728,Patrick Cripps,2,15408,1,Carlton,2019,3,1
9,3,4,13,11,85,1,0,0,4,2,1,0,1,0,0,7,7,2,0,3,0,0,79,67,82,0,0,2,298,3,4,0,0,0,1,1,4,8,0,4,0,0,0,0,7,13.2,0,0,1,1,33,13,14,97,0,0,1,0,0.01978021978021978,0.017857142857142856,0.013157894736842105,0.017127799736495388,0.043478260869565216,0,0.031746031746031744,0.009345794392523364,0,0.023026315789473683,0.015873015873015872,0.11764705882352941,0,0,0.02054794520547945,0.02,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.016121510416269302,Kamdyn McIntosh,0,15408,1,Richmond,2019,15,0
8,3,1,9,4,44,0,0,0,4,3,0,1,2,0,0,5,5,0,0,2,0,0,68,51,39,0,1,2,202,2,4,0,0,1,0,0,11,4,0,4,0,0,1,0,12,6.6,0,2,0,1,33,10,9,64,0,0,0,0,0.017582417582417582,0.017857142857142856,0.003289473684210526,0.011857707509881422,0,0,0.031746031746031744,0,0.01282051282051282,0.01644736842105263,0.011337868480725623,0,0,0,0.0136986301369863,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.910716230981052e-4,Jarrod Garlett,0,15408,1,Carlton,2019,30,0
12,7,18,30,23,77,0,1,0,4,1,3,3,4,2,0,10,19,0,1,0,0,0,89,112,95,0,3,9,412,4,4,1,0,0,0,0,10,7,0,7,0,0,1,0,28,11.5,0,0,2,0,33,13,14,97,0,0,8,0,0.026373626373626374,0.041666666666666664,0.05921052631578947,0.039525691699604744,0,0.058823529411764705,0.031746031746031744,0.028037383177570093,0.038461538461538464,0.03289473684210526,0.04308390022675737,0,0.05263157894736842,0,0.0273972602739726,0.04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.3845679759979248,Kane Lambert,0,15408,1,Richmond,2019,1,3
13,2,4,17,7,41,3,0,34,2,0,2,3,3,3,0,13,7,0,0,0,0,0,83,115,127,0,3,8,321,5,2,0,0,0,1,0,6,7,3,9,10,50.7,1,0,15,15.2,67,3,3,0,33,13,14,97,0,0,4,0,0.02857142857142857,0.011904761904761904,0.013157894736842105,0.022397891963109356,0.13043478260869565,0,0.015873015873015872,0.018691588785046728,0.038461538461538464,0.04276315789473684,0.015873015873015872,0,0,0,0.03424657534246575,0.06,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.17402315139770508,Toby Nankervis,1,15408,1,Richmond,2019,8,0
10,4,7,17,13,77,0,2,0,2,0,4,2,0,1,0,6,10,0,0,2,0,2,88,67,82,1,1,9,317,1,1,1,0,0,2,1,5,7,1,5,0,0,0,1,11,10.3,0,2,2,0,33,13,14,97,0,0,0,0,0.02197802197802198,0.023809523809523808,0.023026315789473683,0.022397891963109356,0,0.11764705882352941,0.015873015873015872,0.037383177570093455,0.02564102564102564,0.019736842105263157,0.022675736961451247,0,0,0.11764705882352941,0.00684931506849315,0.04,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.02178759127855301,Daniel Rioli,0,15408,1,Richmond,2019,14,0
13,7,4,17,15,88,0,0,0,2,3,1,0,3,0,2,8,7,3,0,6,0,0,98,70,86,0,0,2,302,2,12,0,1,9,0,0,6,12,0,4,0,0,4,0,6,14.4,0,1,0,5,33,10,9,64,0,0,0,0,0.02857142857142857,0.041666666666666664,0.013157894736842105,0.022397891963109356,0,0,0.015873015873015872,0.009345794392523364,0,0.02631578947368421,0.015873015873015872,0.17647058823529413,0,0,0.0136986301369863,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18309222161769867,Jacob Weitering,0,15408,1,Carlton,2019,7,0
8,5,3,11,7,64,1,1,0,0,0,3,0,3,1,0,5,8,0,0,0,0,0,75,53,44,0,0,5,230,4,2,0,0,0,3,1,0,4,1,4,0,0,0,0,7,3.9,0,0,2,0,33,10,9,64,0,0,0,0,0.017582417582417582,0.02976190476190476,0.009868421052631578,0.014492753623188406,0.043478260869565216,0.058823529411764705,0,0.028037383177570093,0,0.01644736842105263,0.018140589569160998,0,0,0,0.0273972602739726,0.04,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0013181136455386877,Mitch McGovern,0,15408,1,Carlton,2019,32,0
18,5,2,20,14,70,0,1,0,3,9,2,1,5,0,1,3,10,1,0,3,0,0,89,83,67,0,1,4,694,8,2,0,1,2,0,0,10,12,0,1,0,0,1,0,15,1.6,0,0,2,1,33,13,14,97,0,0,0,0,0.03956043956043956,0.02976190476190476,0.006578947368421052,0.026350461133069828,0,0.058823529411764705,0.023809523809523808,0.018691588785046728,0.01282051282051282,0.009868421052631578,0.022675736961451247,0.058823529411764705,0,0,0.0547945205479452,0.04,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.08262664079666138,Jayden Short,0,15408,1,Richmond,2019,44,0
10,1,2,12,6,50,1,0,0,1,0,2,0,4,0,2,6,5,0,0,0,0,0,94,41,44,0,0,4,194,3,0,0,0,0,2,0,0,5,2,6,0,0,0,0,7,6.7,0,0,2,0,33,10,9,64,0,0,0,0,0.02197802197802198,0.005952380952380952,0.006578947368421052,0.015810276679841896,0.043478260869565216,0,0.007936507936507936,0.018691588785046728,0,0.019736842105263157,0.011337868480725623,0,0,0,0.02054794520547945,0.04,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.995123789645731e-4,Charlie Curnow,0,15408,1,Carlton,2019,31,0
4,1,4,8,6,75,0,0,0,2,2,0,0,2,1,0,3,5,0,0,6,2,0,80,32,45,0,0,0,187,1,3,0,0,0,0,0,7,3,0,2,0,0,0,0,10,6.1,0,0,0,6,33,13,14,97,0,0,0,0,0.008791208791208791,0.005952380952380952,0.013157894736842105,0.010540184453227932,0,0,0.015873015873015872,0,0,0.009868421052631578,0.011337868480725623,0,0,0,0.00684931506849315,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.73586580180563e-5,Nathan Broad,0,15408,1,Richmond,2019,29,0
9,5,13,22,15,68,0,0,0,5,0,5,3,7,1,2,10,15,0,0,0,0,1,79,83,67,2,1,6,328,4,0,2,0,0,0,0,3,5,1,6,0,0,0,0,16,4.7,0,1,1,0,33,10,9,64,0,0,0,0,0.01978021978021978,0.02976190476190476,0.04276315789473684,0.028985507246376812,0,0,0.03968253968253968,0.04672897196261682,0.038461538461538464,0.03289473684210526,0.034013605442176874,0,0,0.058823529411764705,0.0273972602739726,0.02,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.009658143855631351,David Cuningham,0,15408,1,Carlton,2019,38,0
12,8,6,18,11,61,0,0,0,2,2,4,2,2,1,0,4,14,0,0,0,0,0,85,81,63,1,1,0,282,6,4,0,1,1,0,0,12,7,0,2,0,0,1,0,15,7.3,0,0,0,0,33,10,9,64,0,0,0,0,0.026373626373626374,0.047619047619047616,0.019736842105263157,0.023715415019762844,0,0,0.015873015873015872,0.037383177570093455,0.02564102564102564,0.013157894736842105,0.031746031746031744,0,0,0,0.0410958904109589,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.009018434211611748,Sam Petrevski-Seton,0,15408,1,Carlton,2019,37,0
8,1,5,13,7,54,1,0,0,7,0,6,0,4,1,3,6,8,0,1,1,0,0,82,63,56,0,0,4,300,6,2,4,0,0,1,0,3,3,1,4,0,0,0,0,16,9.7,0,0,2,0,33,13,14,97,0,0,0,0,0.017582417582417582,0.005952380952380952,0.01644736842105263,0.017127799736495388,0.043478260869565216,0,0.05555555555555555,0.056074766355140186,0,0.019736842105263157,0.018140589569160998,0,0.05263157894736842,0,0.0410958904109589,0.04,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00575103098526597,Dan Butler,0,15408,1,Richmond,2019,34,0
21,9,5,26,22,85,1,0,0,2,12,2,1,2,1,0,5,17,0,0,3,0,0,84,115,134,0,1,4,584,2,6,0,0,0,0,0,9,18,0,3,0,0,0,0,10,15.9,0,2,1,2,33,10,9,64,0,0,0,0,0.046153846153846156,0.05357142857142857,0.01644736842105263,0.034255599472990776,0.043478260869565216,0,0.015873015873015872,0.018691588785046728,0.01282051282051282,0.01644736842105263,0.03854875283446712,0,0,0,0.0136986301369863,0.02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.015106113627552986,Nic Newman,0,15408,1,Carlton,2019,41,0
14,2,8,22,15,68,1,1,0,6,0,3,8,5,1,4,12,13,0,0,3,0,1,80,84,109,3,5,6,391,7,1,0,2,2,0,0,11,8,1,11,0,0,0,0,18,16.1,0,3,2,2,33,10,9,64,0,0,0,0,0.03076923076923077,0.011904761904761904,0.02631578947368421,0.028985507246376812,0.043478260869565216,0.058823529411764705,0.047619047619047616,0.028037383177570093,0.10256410256410256,0.039473684210526314,0.02947845804988662,0,0,0.058823529411764705,0.04794520547945205,0.04,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.004934053402394056,Zac Fisher,0,15408,1,Carlton,2019,20,0
14,2,10,24,12,50,0,1,0,1,1,3,3,3,1,1,8,16,0,1,3,0,2,66,71,69,1,2,4,332,5,1,0,0,0,0,0,4,7,0,5,0,0,1,0,19,4.1,0,0,2,2,33,10,9,64,0,0,0,0,0.03076923076923077,0.011904761904761904,0.03289473684210526,0.03162055335968379,0,0.058823529411764705,0.007936507936507936,0.028037383177570093,0.038461538461538464,0.02631578947368421,0.036281179138321996,0,0.05263157894736842,0.11764705882352941,0.03424657534246575,0.04,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.00729798898100853,Will Setterfield,0,15408,1,Carlton,2019,36,0
7,6,4,11,9,82,2,1,3,4,0,0,1,2,1,1,9,4,4,3,4,0,0,83,77,87,1,0,7,147,2,0,1,0,0,1,1,2,5,2,3,2,14.3,0,0,9,12.9,21,0,3,0,33,10,9,64,0,0,0,0,0.015384615384615385,0.03571428571428571,0.013157894736842105,0.014492753623188406,0.08695652173913043,0.058823529411764705,0.031746031746031744,0,0.01282051282051282,0.029605263157894735,0.009070294784580499,0.23529411764705882,0.15789473684210525,0,0.0136986301369863,0.06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.18374989926815033,Harry McKay,0,15408,1,Carlton,2019,6,0
16,7,7,23,16,70,0,1,0,6,0,5,4,6,1,1,9,15,0,1,2,0,0,81,106,88,2,2,5,475,5,3,1,0,0,0,0,13,12,1,6,0,0,1,0,23,8.7,0,0,1,0,33,13,14,97,0,0,0,0,0.035164835164835165,0.041666666666666664,0.023026315789473683,0.030303030303030304,0,0.058823529411764705,0.047619047619047616,0.04672897196261682,0.05128205128205128,0.029605263157894735,0.034013605442176874,0,0.05263157894736842,0,0.03424657534246575,0.02,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.00336034526117146,Jack Graham,0,15408,1,Richmond,2019,21,0
8,3,13,21,14,67,0,1,0,2,1,3,1,4,1,1,9,12,0,1,1,0,0,76,66,66,1,0,5,195,4,5,0,0,1,0,0,10,3,3,9,0,0,0,0,20,5.4,0,0,1,1,33,10,9,64,0,0,0,0,0.017582417582417582,0.017857142857142856,0.04276315789473684,0.02766798418972332,0,0.058823529411764705,0.015873015873015872,0.028037383177570093,0.01282051282051282,0.029605263157894735,0.027210884353741496,0,0.05263157894736842,0,0.0273972602739726,0.02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.022031502798199654,Paddy Dow,0,15408,1,Carlton,2019,42,0
