kicks,marks,handballs,disposals,effective_disposals,disposal_efficiency_percentage,goals,behinds,hitouts,tackles,rebounds,inside_fifties,clearances,clangers,free_kicks_for,free_kicks_against,contested_possessions,uncontested_possessions,contested_marks,marks_inside_fifty,one_percenters,bounces,goal_assists,time_on_ground_percentage,afl_fantasy_score,supercoach_score,centre_clearances,stoppage_clearances,score_involvements,metres_gained,turnovers,intercepts,tackles_inside_fifty,contest_def_losses,contest_def_one_on_ones,contest_off_one_on_ones,contest_off_wins,def_half_pressure_acts,effective_kicks,f50_ground_ball_gets,ground_ball_gets,hitouts_to_advantage,hitout_win_percentage,intercept_marks,marks_on_lead,pressure_acts,rating_points,ruck_contests,score_launches,shots_at_goal,spoils,match_margin,team_behinds,team_goals,team_score,aa_team,aa_squad,coaches_votes,captain,kicks_prop,marks_prop,handballs_prop,disposals_prop,goals_prop,behinds_prop,tackles_prop,inside_fifties_prop,clearances_prop,contested_possessions_prop,uncontested_possessions_prop,contested_marks_prop,marks_inside_fifty_prop,goal_assists_prop,turnovers_prop,shots_at_goal_prop,match_outcome_Loss,match_outcome_Win,player_position_BPR,player_position_C,player_position_CHB,player_position_CHF,player_position_FB,player_position_FF,player_position_FPL,player_position_FPR,player_position_HBFL,player_position_HBFR,player_position_HFFL,player_position_HFFR,player_position_INT,player_position_R,player_position_RK,player_position_RR,player_position_SUB,player_position_WL,player_position_WR,pred,player_name,brownlow_votes,match_id,match_round,player_team,season,pred_rank,predicted_votes
13,2,6,19,12,63,0,0,0,3,3,3,0,4,1,1,5,15,0,0,2,0,0,89,67,57,0,0,3,339,3,6,0,1,3,0,0,8,6,0,4,0,0,1,0,15,6,0,1,0,2,5,12,9,66,0,0,0,0,0.02826086956521739,0.010869565217391304,0.018461538461538463,0.024203821656050957,0,0,0.021739130434782608,0.02857142857142857,0,0.016025641025641024,0.03296703296703297,0,0,0,0.018072289156626505,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0933724590577185e-4,Jimmy Webster,0,15434,3,St Kilda,2019,31,0
10,5,4,14,9,64,2,0,2,2,0,3,1,4,0,1,8,7,3,2,3,0,0,94,72,67,0,1,3,216,3,2,1,0,0,8,3,3,5,1,5,0,14.3,0,0,10,10.8,14,0,3,3,5,5,11,71,0,0,0,0,0.021739130434782608,0.02717391304347826,0.012307692307692308,0.017834394904458598,0.1,0,0.014492753623188406,0.02857142857142857,0.01282051282051282,0.02564102564102564,0.015384615384615385,0.1111111111111111,0.1111111111111111,0,0.018072289156626505,0.06818181818181818,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011875471100211143,Matt Taberner,0,15434,3,Fremantle,2019,14,0
15,5,17,32,24,75,2,0,0,1,2,6,2,3,1,1,11,21,1,1,2,0,0,87,108,108,1,1,5,408,5,6,0,0,0,0,0,8,9,2,9,0,0,0,0,14,14.9,0,2,2,2,5,12,9,66,0,0,3,0,0.03260869565217391,0.02717391304347826,0.052307692307692305,0.04076433121019108,0.1,0,0.007246376811594203,0.05714285714285714,0.02564102564102564,0.035256410256410256,0.046153846153846156,0.037037037037037035,0.05555555555555555,0,0.030120481927710843,0.045454545454545456,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9663912057876587,Jack Billings,2,15434,3,St Kilda,2019,3,1
14,4,6,20,10,50,0,1,0,8,0,3,3,5,0,3,12,9,0,0,1,0,0,66,90,81,1,2,2,371,8,4,0,0,0,0,0,10,6,0,9,0,0,1,1,14,9,0,0,1,0,5,12,9,66,0,0,0,0,0.030434782608695653,0.021739130434782608,0.018461538461538463,0.025477707006369428,0,0.08333333333333333,0.057971014492753624,0.02857142857142857,0.038461538461538464,0.038461538461538464,0.01978021978021978,0,0,0,0.04819277108433735,0.022727272727272728,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0035363060887902975,Luke Dunstan,0,15434,3,St Kilda,2019,40,0
5,1,3,8,7,88,1,0,5,3,0,3,1,2,1,1,3,5,0,0,3,0,1,77,45,51,0,1,4,175,4,0,1,0,0,1,0,4,4,1,2,1,41.7,0,1,17,7.1,12,0,1,2,5,12,9,66,0,0,0,0,0.010869565217391304,0.005434782608695652,0.009230769230769232,0.01019108280254777,0.05,0,0.021739130434782608,0.02857142857142857,0.01282051282051282,0.009615384615384616,0.01098901098901099,0,0,0.09090909090909091,0.024096385542168676,0.022727272727272728,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-4.716719558928162e-4,Blake Acres,0,15434,3,St Kilda,2019,35,0
11,4,6,17,11,65,1,0,28,1,2,3,6,4,0,0,7,9,2,1,6,0,1,86,95,86,2,4,4,232,7,1,0,0,1,1,1,4,6,0,2,8,44.4,0,0,8,12.9,63,1,1,3,5,5,11,71,0,0,0,0,0.02391304347826087,0.021739130434782608,0.018461538461538463,0.02165605095541401,0.05,0,0.007246376811594203,0.02857142857142857,0.07692307692307693,0.022435897435897436,0.01978021978021978,0.07407407407407407,0.05555555555555555,0.09090909090909091,0.04216867469879518,0.022727272727272728,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.04128775745630264,Rory Lobb,0,15434,3,Fremantle,2019,10,0
11,5,5,16,12,75,2,1,0,3,0,3,0,2,1,0,9,7,3,2,3,0,3,93,84,100,0,0,9,408,4,3,1,0,0,3,0,2,8,2,5,0,0,1,1,11,15.7,0,2,4,2,5,12,9,66,0,0,0,0,0.02391304347826087,0.02717391304347826,0.015384615384615385,0.02038216560509554,0.1,0.08333333333333333,0.021739130434782608,0.02857142857142857,0,0.028846153846153848,0.015384615384615385,0.1111111111111111,0.1111111111111111,0.2727272727272727,0.024096385542168676,0.09090909090909091,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1477813720703125,Tim Membrey,0,15434,3,St Kilda,2019,6,0
10,6,6,16,5,31,1,1,0,0,0,3,1,6,0,1,5,10,2,2,0,0,1,90,64,34,0,1,3,311,7,0,0,0,0,4,2,5,2,2,3,0,0,0,1,11,-1.1,0,1,4,0,5,5,11,71,0,0,0,0,0.021739130434782608,0.03260869565217391,0.018461538461538463,0.02038216560509554,0.05,0.08333333333333333,0,0.02857142857142857,0.01282051282051282,0.016025641025641024,0.02197802197802198,0.07407407407407407,0.1111111111111111,0.09090909090909091,0.04216867469879518,0.09090909090909091,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.01020454429090023,Cam McCarthy,0,15434,3,Fremantle,2019,16,0
7,6,9,16,11,69,0,0,1,2,0,3,0,4,1,1,7,10,1,0,3,1,0,96,64,59,0,0,3,205,6,0,1,0,0,6,1,1,5,2,5,0,14.3,0,1,10,6.3,7,0,0,2,5,5,11,71,0,0,0,0,0.015217391304347827,0.03260869565217391,0.027692307692307693,0.02038216560509554,0,0,0.014492753623188406,0.02857142857142857,0,0.022435897435897436,0.02197802197802198,0.037037037037037035,0,0,0.03614457831325301,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00842641107738018,Jesse Hogan,0,15434,3,Fremantle,2019,17,0
7,2,8,15,13,87,1,0,0,4,0,2,0,1,0,0,7,9,0,0,3,0,0,72,65,83,0,0,3,211,1,1,4,0,0,1,1,2,5,2,6,0,0,0,1,14,12.4,0,0,1,1,5,12,9,66,0,0,0,0,0.015217391304347827,0.010869565217391304,0.024615384615384615,0.01910828025477707,0.05,0,0.028985507246376812,0.01904761904761905,0,0.022435897435897436,0.01978021978021978,0,0,0,0.006024096385542169,0.022727272727272728,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.005034340545535088,Jack Lonie,0,15434,3,St Kilda,2019,41,0
0,0,9,9,7,78,0,0,0,4,1,1,2,1,1,1,5,4,0,0,2,3,0,89,32,51,0,2,2,64,0,1,1,1,1,0,0,7,0,2,4,0,0,0,0,20,5.3,0,1,0,1,5,12,9,66,0,0,0,0,0,0,0.027692307692307693,0.011464968152866241,0,0,0.028985507246376812,0.009523809523809525,0.02564102564102564,0.016025641025641024,0.008791208791208791,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0089634452015162e-4,Jack Sinclair,0,15434,3,St Kilda,2019,33,0
8,4,5,13,11,85,0,0,0,3,2,2,0,1,1,0,5,8,0,0,3,0,0,93,59,58,0,0,2,265,1,7,0,1,2,0,0,9,6,0,4,0,0,1,0,14,8.4,0,1,0,3,5,12,9,66,0,0,0,0,0.017391304347826087,0.021739130434782608,0.015384615384615385,0.016560509554140127,0,0,0.021739130434782608,0.01904761904761905,0,0.016025641025641024,0.017582417582417582,0,0,0,0.006024096385542169,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-5.497667589224875e-4,Daniel McKenzie,0,15434,3,St Kilda,2019,36,0
3,4,8,11,8,73,0,0,0,5,0,1,0,1,1,1,10,4,2,0,9,0,0,95,55,79,0,0,1,29,1,10,0,0,3,0,0,7,2,0,6,0,0,2,0,10,13,0,1,0,7,5,5,11,71,0,0,0,0,0.006521739130434782,0.021739130434782608,0.024615384615384615,0.014012738853503185,0,0,0.036231884057971016,0.009523809523809525,0,0.03205128205128205,0.008791208791208791,0.07407407407407407,0,0,0.006024096385542169,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0042846729047596455,Alex Pearce,0,15434,3,Fremantle,2019,22,0
10,9,4,14,12,86,0,0,0,4,2,1,0,1,0,1,4,11,2,0,14,0,0,96,78,88,0,0,1,119,1,6,0,1,7,0,0,12,9,0,1,0,0,5,0,13,12.1,0,0,0,13,5,5,11,71,0,0,0,0,0.021739130434782608,0.04891304347826087,0.012307692307692308,0.017834394904458598,0,0,0.028985507246376812,0.009523809523809525,0,0.01282051282051282,0.024175824175824177,0.07407407407407407,0,0,0.006024096385542169,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0034017765428870916,Joel Hamling,0,15434,3,Fremantle,2019,24,0
17,8,5,22,12,55,0,1,0,8,3,2,3,5,1,1,7,15,0,0,1,1,0,90,116,85,0,3,5,428,9,4,1,0,0,0,0,15,9,2,6,0,0,1,2,32,6.3,0,2,1,1,5,12,9,66,0,0,0,0,0.036956521739130437,0.043478260869565216,0.015384615384615385,0.02802547770700637,0,0.08333333333333333,0.057971014492753624,0.01904761904761905,0.038461538461538464,0.022435897435897436,0.03296703296703297,0,0,0,0.05421686746987952,0.022727272727272728,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.03344794735312462,Jack Steele,0,15434,3,St Kilda,2019,11,0
16,7,13,29,20,69,0,0,0,3,3,2,3,4,0,0,9,19,0,0,0,0,0,86,107,76,0,3,4,319,6,5,1,0,0,0,0,2,8,2,8,0,0,0,1,5,5.4,0,1,2,0,5,5,11,71,0,0,0,0,0.034782608695652174,0.03804347826086957,0.04,0.03694267515923567,0,0,0.021739130434782608,0.01904761904761905,0.038461538461538464,0.028846153846153848,0.041758241758241756,0,0,0,0.03614457831325301,0.045454545454545456,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.09847711026668549,Ed Langdon,0,15434,3,Fremantle,2019,7,0
9,4,3,12,7,58,1,0,0,2,1,4,1,3,2,0,6,6,0,0,6,0,0,72,61,52,0,1,4,229,3,3,0,0,0,1,1,5,4,0,4,0,0,0,0,6,7.4,0,2,1,5,5,5,11,71,0,0,0,0,0.01956521739130435,0.021739130434782608,0.009230769230769232,0.015286624203821656,0.05,0,0.014492753623188406,0.0380952380952381,0.01282051282051282,0.019230769230769232,0.013186813186813187,0,0,0,0.018072289156626505,0.022727272727272728,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-8.449548040516675e-4,Ethan Hughes,0,15434,3,Fremantle,2019,38,0
13,3,7,20,16,80,2,1,0,2,1,4,2,2,1,0,9,11,0,2,0,1,0,82,84,95,0,2,6,439,6,2,0,0,0,1,0,2,10,4,8,0,0,1,0,7,17,0,2,5,0,5,12,9,66,0,0,3,0,0.02826086956521739,0.016304347826086956,0.021538461538461538,0.025477707006369428,0.1,0.08333333333333333,0.014492753623188406,0.0380952380952381,0.02564102564102564,0.028846153846153848,0.024175824175824177,0,0.1111111111111111,0,0.03614457831325301,0.11363636363636363,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5671400427818298,Jade Gresham,0,15434,3,St Kilda,2019,4,0
8,0,13,21,19,91,0,0,0,4,3,4,1,0,0,0,11,8,0,0,3,1,0,82,66,109,0,1,6,295,3,6,0,0,1,0,0,10,7,2,11,0,0,0,0,18,17.9,0,2,0,3,5,5,11,71,0,0,0,0,0.017391304347826087,0,0.04,0.0267515923566879,0,0,0.028985507246376812,0.0380952380952381,0.01282051282051282,0.035256410256410256,0.017582417582417582,0,0,0,0.018072289156626505,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.010925987735390663,Darcy Tucker,0,15434,3,Fremantle,2019,15,0
25,13,7,32,29,91,0,0,0,2,9,2,0,0,0,0,4,23,0,0,8,1,0,94,136,156,0,0,4,677,3,13,0,2,3,0,0,8,23,0,4,0,0,7,0,10,17.3,0,0,0,7,5,5,11,71,0,0,9,0,0.05434782608695652,0.07065217391304347,0.021538461538461538,0.04076433121019108,0,0,0.014492753623188406,0.01904761904761905,0,0.01282051282051282,0.05054945054945055,0,0,0,0.018072289156626505,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3319660425186157,Luke Ryan,3,15434,3,Fremantle,2019,2,2
13,9,4,17,14,82,0,0,0,2,8,0,0,2,0,1,2,13,1,0,2,0,0,86,79,74,0,0,1,310,3,5,0,2,2,0,0,6,12,0,1,0,0,3,0,8,5.3,0,0,0,2,5,12,9,66,0,0,0,0,0.02826086956521739,0.04891304347826087,0.012307692307692308,0.02165605095541401,0,0,0.014492753623188406,0,0,0.00641025641025641,0.02857142857142857,0.037037037037037035,0,0,0.018072289156626505,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.204733508639038e-4,Josh Battle,0,15434,3,St Kilda,2019,30,0
12,5,4,16,11,69,0,0,40,6,3,3,6,3,2,1,10,6,0,0,2,0,0,82,122,111,0,6,3,335,6,5,0,1,1,1,0,9,8,0,7,9,60.6,2,1,15,13.6,66,2,0,2,5,12,9,66,0,0,3,0,0.02608695652173913,0.02717391304347826,0.012307692307692308,0.02038216560509554,0,0,0.043478260869565216,0.02857142857142857,0.07692307692307693,0.03205128205128205,0.013186813186813187,0,0,0,0.03614457831325301,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5292315483093262,Rowan Marshall,0,15434,3,St Kilda,2019,5,0
6,1,9,15,8,53,0,1,0,1,2,2,4,3,1,1,9,6,0,0,0,0,0,57,46,48,1,3,3,189,3,2,0,0,0,0,0,5,3,2,8,0,0,0,0,13,4.6,0,1,1,0,5,12,9,66,0,0,0,0,0.013043478260869565,0.005434782608695652,0.027692307692307693,0.01910828025477707,0,0.08333333333333333,0.007246376811594203,0.01904761904761905,0.05128205128205128,0.028846153846153848,0.013186813186813187,0,0,0,0.018072289156626505,0.022727272727272728,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-8.995123789645731e-4,Hunter Clark,0,15434,3,St Kilda,2019,39,0
5,2,7,12,9,75,0,0,0,3,1,1,0,3,2,1,7,6,0,0,2,0,0,73,46,47,0,0,4,122,4,4,1,0,0,0,0,7,4,1,5,0,0,0,1,18,7.1,0,0,0,1,5,5,11,71,0,0,0,0,0.010869565217391304,0.010869565217391304,0.021538461538461538,0.015286624203821656,0,0,0.021739130434782608,0.009523809523809525,0,0.022435897435897436,0.013186813186813187,0,0,0,0.024096385542168676,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.364627719856799e-4,Bailey Banfield,0,15434,3,Fremantle,2019,27,0
7,1,9,16,11,69,0,0,0,5,1,0,3,3,2,1,7,9,0,0,2,0,0,72,61,63,0,3,3,112,2,3,1,0,0,0,0,9,2,2,6,0,0,0,0,18,4.5,0,2,1,2,5,5,11,71,0,0,0,0,0.015217391304347827,0.005434782608695652,0.027692307692307693,0.02038216560509554,0,0,0.036231884057971016,0,0.038461538461538464,0.022435897435897436,0.01978021978021978,0,0,0,0.012048192771084338,0.022727272727272728,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.280218997038901e-4,Andrew Brayshaw,0,15434,3,Fremantle,2019,28,0
14,7,9,23,16,70,0,0,0,5,1,2,1,2,1,0,8,14,0,0,6,0,1,79,102,96,0,1,4,260,5,5,0,1,1,0,0,7,8,0,7,0,0,1,0,12,11,0,0,0,6,5,5,11,71,0,0,0,0,0.030434782608695653,0.03804347826086957,0.027692307692307693,0.02929936305732484,0,0,0.036231884057971016,0.01904761904761905,0.01282051282051282,0.02564102564102564,0.03076923076923077,0,0,0.09090909090909091,0.030120481927710843,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.021559739485383034,Adam Cerra,0,15434,3,Fremantle,2019,12,0
11,7,5,16,14,93,0,0,0,5,5,4,0,2,1,1,5,10,1,0,3,0,0,80,82,74,0,0,0,261,2,4,0,0,1,0,0,8,10,0,3,0,0,1,0,11,7.1,0,0,0,2,5,5,11,71,0,0,0,0,0.02391304347826087,0.03804347826086957,0.015384615384615385,0.02038216560509554,0,0,0.036231884057971016,0.0380952380952381,0,0.016025641025641024,0.02197802197802198,0.037037037037037035,0,0,0.012048192771084338,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.008328258991241455,Taylin Duman,0,15434,3,Fremantle,2019,18,0
6,2,5,11,8,73,0,1,0,4,1,0,0,2,1,2,5,7,1,0,1,0,0,79,46,47,0,0,2,83,2,2,1,0,0,1,0,5,3,1,3,0,0,0,0,23,3.7,0,1,1,0,5,12,9,66,0,0,0,0,0.013043478260869565,0.010869565217391304,0.015384615384615385,0.014012738853503185,0,0.08333333333333333,0.028985507246376812,0,0,0.016025641025641024,0.015384615384615385,0.037037037037037035,0,0,0.012048192771084338,0.022727272727272728,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.0933724590577185e-4,Matthew Parker,0,15434,3,St Kilda,2019,32,0
7,4,5,12,9,75,0,0,0,1,2,0,0,0,0,0,4,8,1,0,3,0,0,74,47,55,0,0,1,97,2,5,0,0,2,0,0,3,6,0,3,0,0,2,0,6,6.1,0,0,0,3,5,12,9,66,0,0,0,0,0.015217391304347827,0.021739130434782608,0.015384615384615385,0.015286624203821656,0,0,0.007246376811594203,0,0,0.01282051282051282,0.017582417582417582,0.037037037037037035,0,0,0.012048192771084338,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0018062533345073462,Callum Wilkie,0,15434,3,St Kilda,2019,25,0
16,9,0,16,8,50,1,3,0,1,0,6,0,3,0,0,6,11,4,5,2,0,2,93,88,80,0,0,8,586,6,1,0,0,0,4,2,1,8,0,1,0,0,0,1,1,8.5,0,0,7,1,22,12,11,78,0,0,0,0,0.03508771929824561,0.04945054945054945,0,0.02247191011235955,0.038461538461538464,0.2,0.0078125,0.05357142857142857,0,0.02097902097902098,0.027707808564231738,0.21052631578947367,0.22727272727272727,0.1111111111111111,0.04195804195804196,0.1320754716981132,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.05070372298359871,Lance Franklin,0,15435,4,Sydney,2019,44,0
16,4,5,21,12,57,3,0,0,3,0,3,4,7,1,2,11,10,0,1,0,0,1,82,95,85,1,3,6,372,6,3,0,0,0,1,0,2,9,3,6,0,0,0,0,12,14.5,0,1,4,0,22,10,15,100,0,0,9,1,0.03508771929824561,0.02197802197802198,0.01953125,0.02949438202247191,0.11538461538461539,0,0.0234375,0.026785714285714284,0.04938271604938271,0.038461538461538464,0.02518891687657431,0,0.045454545454545456,0.05555555555555555,0.04195804195804196,0.07547169811320754,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.5022610425949097,Nathan Jones,0,15435,4,Melbourne,2019,2,2
12,3,2,14,11,79,2,1,0,2,3,2,2,0,1,0,4,8,0,1,1,0,0,66,71,93,1,1,6,272,0,2,0,0,0,1,0,5,9,1,3,0,0,0,0,14,13.6,0,1,3,0,22,12,11,78,0,0,0,0,0.02631578947368421,0.016483516483516484,0.0078125,0.019662921348314606,0.07692307692307693,0.06666666666666667,0.015625,0.017857142857142856,0.024691358024691357,0.013986013986013986,0.020151133501259445,0,0.045454545454545456,0,0,0.05660377358490566,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.002100283047184348,Kieren Jack,0,15435,4,Sydney,2019,17,0
8,2,16,24,18,75,0,0,0,6,0,2,6,2,1,1,12,9,0,0,2,0,0,88,84,95,2,4,3,196,0,2,0,0,0,0,0,10,6,1,9,0,0,0,0,21,11.7,0,1,0,1,22,12,11,78,0,0,0,1,0.017543859649122806,0.01098901098901099,0.0625,0.033707865168539325,0,0,0.046875,0.017857142857142856,0.07407407407407407,0.04195804195804196,0.022670025188916875,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.017214225605130196,Josh P. Kennedy,0,15435,4,Sydney,2019,43,0
10,3,4,14,8,57,1,1,0,2,1,4,1,4,0,1,3,9,0,0,2,1,4,85,59,61,0,1,7,363,6,0,0,0,0,4,2,1,4,1,2,0,0,0,0,15,7.9,0,0,3,2,22,10,15,100,0,0,0,0,0.021929824561403508,0.016483516483516484,0.015625,0.019662921348314606,0.038461538461538464,0.06666666666666667,0.015625,0.03571428571428571,0.012345679012345678,0.01048951048951049,0.022670025188916875,0,0,0.2222222222222222,0.04195804195804196,0.05660377358490566,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.010809013620018959,Jake Melksham,0,15435,4,Melbourne,2019,39,0
8,6,3,11,8,73,0,1,4,2,1,0,1,1,1,1,6,5,2,1,4,0,0,87,59,77,0,1,3,126,2,2,0,0,1,4,2,5,7,1,2,1,23.5,2,2,13,8.3,17,2,1,3,22,12,11,78,0,0,0,0,0.017543859649122806,0.03296703296703297,0.01171875,0.01544943820224719,0,0.06666666666666667,0.015625,0,0.012345679012345678,0.02097902097902098,0.012594458438287154,0.10526315789473684,0.045454545454545456,0,0.013986013986013986,0.018867924528301886,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018062533345073462,Sam Reid,0,15435,4,Sydney,2019,19,0
9,3,4,13,5,39,0,0,0,3,3,3,0,4,0,2,2,11,0,0,2,0,1,89,50,42,0,0,1,273,2,3,0,1,2,0,0,5,2,0,2,0,0,0,0,5,3.9,0,0,0,2,22,10,15,100,0,0,0,0,0.019736842105263157,0.016483516483516484,0.015625,0.018258426966292134,0,0,0.0234375,0.026785714285714284,0,0.006993006993006993,0.027707808564231738,0,0,0.05555555555555555,0.013986013986013986,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.639460097067058e-4,Michael Hibberd,0,15435,4,Melbourne,2019,29,0
13,4,9,22,17,77,0,0,0,4,1,5,6,2,0,1,9,11,1,0,1,0,0,89,82,100,2,4,5,347,6,1,0,0,0,1,0,9,10,3,7,0,0,0,1,24,11.9,2,2,1,0,22,12,11,78,0,0,0,1,0.02850877192982456,0.02197802197802198,0.03515625,0.03089887640449438,0,0,0.03125,0.044642857142857144,0.07407407407407407,0.03146853146853147,0.027707808564231738,0.05263157894736842,0,0,0.04195804195804196,0.018867924528301886,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012931551784276962,Luke Parker,0,15435,4,Sydney,2019,10,0
16,5,3,19,10,53,0,0,55,1,3,4,6,4,3,2,10,8,2,0,3,0,0,91,125,113,2,4,3,282,7,5,0,0,1,2,0,5,7,0,3,18,82.1,3,0,13,15.3,67,3,0,2,22,10,15,100,1,1,9,0,0.03508771929824561,0.027472527472527472,0.01171875,0.026685393258426966,0,0,0.0078125,0.03571428571428571,0.07407407407407407,0.03496503496503497,0.020151133501259445,0.10526315789473684,0,0,0.04895104895104895,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.863375425338745,Max Gawn,2,15435,4,Melbourne,2019,1,3
9,6,7,16,11,69,1,2,5,1,0,2,0,1,1,0,7,9,1,2,0,0,0,83,77,80,0,0,6,151,3,1,0,0,0,0,0,1,5,3,5,0,100,0,2,11,5.8,5,0,3,0,22,10,15,100,0,0,0,0,0.019736842105263157,0.03296703296703297,0.02734375,0.02247191011235955,0.038461538461538464,0.13333333333333333,0.0078125,0.017857142857142856,0,0.024475524475524476,0.022670025188916875,0.05263157894736842,0.09090909090909091,0,0.02097902097902098,0.05660377358490566,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.002324111061170697,Tom McDonald,0,15435,4,Melbourne,2019,35,0
19,8,6,25,19,76,0,0,0,10,8,4,2,4,1,2,6,17,0,0,3,4,0,88,128,130,1,1,3,575,7,3,0,1,2,0,0,18,15,0,5,0,0,0,0,22,13.4,0,0,0,2,22,12,11,78,0,0,0,0,0.041666666666666664,0.04395604395604396,0.0234375,0.0351123595505618,0,0,0.078125,0.03571428571428571,0.024691358024691357,0.02097902097902098,0.042821158690176324,0,0,0,0.04895104895104895,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.029164250940084457,Harry Cunningham,0,15435,4,Sydney,2019,9,0
6,2,2,8,4,50,0,0,0,1,4,0,0,2,0,0,3,4,0,0,3,0,0,87,32,33,0,0,0,191,3,5,0,2,4,0,0,6,2,0,3,0,0,1,0,7,5.1,0,0,0,2,22,10,15,100,0,0,0,0,0.013157894736842105,0.01098901098901099,0.0078125,0.011235955056179775,0,0,0.0078125,0,0,0.01048951048951049,0.010075566750629723,0,0,0,0.02097902097902098,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.230500436387956e-4,Sam Frost,0,15435,4,Melbourne,2019,33,0
18,8,7,25,18,72,0,0,0,1,4,3,0,6,1,1,9,15,0,0,6,0,1,93,94,98,0,0,5,525,5,15,0,1,5,0,0,5,11,0,8,0,0,3,0,5,12.2,0,1,1,6,22,12,11,78,0,1,0,1,0.039473684210526314,0.04395604395604396,0.02734375,0.0351123595505618,0,0,0.0078125,0.026785714285714284,0,0.03146853146853147,0.037783375314861464,0,0,0.05555555555555555,0.03496503496503497,0.018867924528301886,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.011876028031110764,Dane Rampe,0,15435,4,Sydney,2019,40,0
7,0,8,15,8,53,1,0,0,9,1,3,0,4,1,1,6,9,0,0,0,0,0,77,77,69,0,0,2,307,1,2,1,0,0,0,0,17,4,0,4,0,0,0,0,34,7.2,0,0,1,0,22,10,15,100,0,0,0,1,0.015350877192982455,0,0.03125,0.021067415730337078,0.038461538461538464,0,0.0703125,0.026785714285714284,0,0.02097902097902098,0.022670025188916875,0,0,0,0.006993006993006993,0.018867924528301886,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.016113433986902237,Jack Viney,0,15435,4,Melbourne,2019,41,0
