Feature,Gain,Cover,Frequency
coaches_votes,0.39779130449359235,0.08245303443396669,0.026419336706014616
supercoach_score,0.056982200117089425,0.059855292838031524,0.032110736368746486
afl_fantasy_score,0.052045658894878555,0.05739119807171599,0.030986509274873526
disposals_prop,0.0247532222373969,0.04822078535251296,0.030564924114671165
goals_prop,0.02086056900736617,0.03482324644067918,0.02304665542439573
betfair_votes,0.020074674873176785,0.03869208493686197,0.016371557054525015
num_games,0.017142914474066934,0.024184529684212204,0.03344575604272063
contested_possessions_prop,0.016435006389340666,0.029599433207511017,0.02880831928049466
rating_points,0.01639166707356395,0.029385449813065328,0.032953906689151206
turnovers_prop,0.0163351457641347,0.02064905473653938,0.03035413153456998
metres_gained,0.013990187424737871,0.020313931408917685,0.02831646992692524
shots_at_goal_prop,0.013806432518357383,0.020280701232619602,0.01960370994940978
marks_prop,0.013556161844894863,0.025972955669467623,0.02824620573355818
handballs_prop,0.013509083978941912,0.02320024708838707,0.024873524451939293
tackles_prop,0.013050959039450598,0.025101126307714043,0.03035413153456998
kicks_prop,0.012681358237992327,0.023956143937434834,0.027192242833052275
match_margin,0.012146018764409135,0.011385806243080823,0.02501405283867341
uncontested_possessions_prop,0.01193075557485964,0.019332630351664035,0.02480326025857223
inside_fifties_prop,0.011685560593328485,0.015857845647378445,0.026349072512647554
team_score,0.011595718117876914,0.010402867043962094,0.021360314783586284
pressure_acts,0.011088554507461467,0.012820417314328097,0.021711635750421586
clearances_prop,0.010845216589877313,0.01759901510773916,0.020587408656548623
time_on_ground_percentage,0.010454488289627238,0.012382908410459985,0.021360314783586284
disposal_efficiency_percentage,0.010148807318783083,0.00885977757735424,0.01960370994940978
team_behinds,0.007750002878829161,0.009343779370966726,0.017776840921866217
goal_assists_prop,0.007463555055716688,0.011602503239645044,0.01419336706014615
uncontested_possessions,0.006515673450680403,0.007585908503496671,0.010890949971894322
def_half_pressure_acts,0.006475591654701111,0.011065986528189619,0.013139404159640248
score_involvements,0.0062812573641755935,0.011887408485577155,0.012085441259134345
clangers,0.006179915410379512,0.008964890629552962,0.011734120292299045
intercepts,0.005575283295029707,0.006983446504607542,0.012366498032602586
match_outcome_Loss,0.005046731760386641,0.009177754017287506,0.005199550309162451
team_goals,0.005030333924869475,0.004157385725649244,0.008572231590781338
handballs,0.0049967626390130335,0.005504133541263096,0.00941540191118606
ground_ball_gets,0.0049245969267089525,0.007463080847508484,0.01032883642495784
contested_marks_prop,0.004702976385975627,0.011063295261998146,0.00962619449128724
disposals,0.004616512351553312,0.004299242739158659,0.008923552557616638
effective_disposals,0.0043968847537821446,0.003624776077397071,0.010539629005059023
effective_kicks,0.004377273837228721,0.008657374934168268,0.00983698707138842
intercept_marks,0.004230358814113342,0.009723426101564767,0.007237211916807195
kicks,0.004229110105165411,0.005663181276972304,0.008501967397414278
behinds_prop,0.0038043767221600405,0.007294057534486682,0.008993816750983699
score_launches,0.003763928467858735,0.004548723055834414,0.0077993254637436765
goals,0.0037434966457700826,0.010519262989470882,0.003864530635188308
match_outcome_Win,0.0036923520072963695,0.008500535067566883,0.0030916245081506464
tackles,0.003633907447575459,0.007439318674507002,0.007307476110174255
rebounds,0.0035958411256308423,0.005886809137653149,0.008150646430578976
stoppage_clearances,0.003528681962194746,0.010459000378927273,0.006885890949971894
marks_inside_fifty_prop,0.0034817566420329623,0.00344644110723865,0.008712759977515458
bounces,0.0033027588830073233,0.012200288481217271,0.006112984822934233
contest_def_one_on_ones,0.003242854445679787,0.00545048287324173,0.004145587408656549
free_kicks_for,0.0032129487731725167,0.0035707940466549173,0.0070264193367060145
one_percenters,0.003086138992305777,0.002663302758486003,0.007166947723440135
contested_possessions,0.0030596219687715033,0.0023936346871826553,0.006042720629567172
tackles_inside_fifty,0.0030128599291026517,0.008173026805496999,0.005831928049465992
free_kicks_against,0.002903245277914628,0.003768541710041706,0.005831928049465992
marks,0.0028305559739167296,0.006359932720632037,0.0065345699831365935
f50_ground_ball_gets,0.0027103422085297843,0.0037915450360360013,0.005550871275997751
spoils,0.002520943543214678,0.0035642938689946927,0.00484822934232715
ruck_contests,0.002428231396014263,0.007117712463430486,0.005199550309162451
centre_clearances,0.002292295588610787,0.0034386654932577997,0.00505902192242833
shots_at_goal,0.002290999972456961,0.004328911054685159,0.003864530635188308
turnovers,0.002097634277938993,0.0029722212509335636,0.00505902192242833
aa_team,0.0020709001018960316,0.0015423093609159527,0.002810567734682406
clearances,0.0019752799821326677,0.002830501687087397,0.004286115795390669
hitouts,0.001795667464099335,0.004302417949761522,0.003021360314783586
aa_squad,0.001774113034540543,0.002005940749857609,0.003021360314783586
marks_on_lead,0.001766196988110938,0.002432195223588613,0.004145587408656549
contest_off_one_on_ones,0.0017626050687638267,0.003531120284535794,0.00477796514896009
inside_fifties,0.0017089666401043356,0.004391269284166741,0.00442664418212479
hitout_win_percentage,0.001508900174374417,0.0038054996972064496,0.0030916245081506464
hitouts_to_advantage,0.0014964511341079788,0.0047611621288148435,0.0025997751545812253
player_position_R,0.0013012214573519683,7.775348311459709e-4,0.0021781899943788645
contested_marks,0.0010903796088405841,5.123810521958367e-4,0.002318718381112985
contest_off_wins,0.0010582380355151932,0.0026214376725344417,0.002388982574480045
marks_inside_fifty,8.561357684588446e-4,0.0012002599682000474,0.002318718381112985
player_position_RR,8.431125827283616e-4,9.161041821891317e-4,0.0021781899943788645
captain,8.326787389250104e-4,0.0016455521930605703,0.0015458122540753232
player_position_HFFR,8.201841811528939e-4,0.0053605250069311125,0.0015458122540753232
player_position_WR,7.566291796900808e-4,0.001175042030871574,0.0011242270938729624
goal_assists,6.801137976769654e-4,9.553767869878297e-4,0.0017566048341765036
contest_def_losses,6.122774986104965e-4,0.004554878764689649,0.0018971332209106238
behinds,6.095444504675174e-4,0.001104430078821678,0.0015458122540753232
player_position_WL,5.437222260009948e-4,6.817788405346268e-4,0.0011944912872400226
player_position_C,5.320183945969641e-4,6.810381450998385e-4,0.0010539629005059021
player_position_HFFL,4.4466273435136907e-4,0.0013048068064786837,8.431703204047217e-4
