kicks,marks,handballs,disposals,effective_disposals,disposal_efficiency_percentage,goals,behinds,hitouts,tackles,rebounds,inside_fifties,clearances,clangers,free_kicks_for,free_kicks_against,contested_possessions,uncontested_possessions,contested_marks,marks_inside_fifty,one_percenters,bounces,goal_assists,time_on_ground_percentage,afl_fantasy_score,supercoach_score,centre_clearances,stoppage_clearances,score_involvements,metres_gained,turnovers,intercepts,tackles_inside_fifty,contest_def_losses,contest_def_one_on_ones,contest_off_one_on_ones,contest_off_wins,def_half_pressure_acts,effective_kicks,f50_ground_ball_gets,ground_ball_gets,hitouts_to_advantage,hitout_win_percentage,intercept_marks,marks_on_lead,pressure_acts,rating_points,ruck_contests,score_launches,shots_at_goal,spoils,match_margin,team_behinds,team_goals,team_score,aa_team,aa_squad,coaches_votes,captain,num_games,prev_season_br_votes,prev_season_games_polled,rolling_avg_votes_per_game,rolling_avg_games_polled,kicks_prop,marks_prop,handballs_prop,disposals_prop,goals_prop,behinds_prop,tackles_prop,inside_fifties_prop,clearances_prop,contested_possessions_prop,uncontested_possessions_prop,contested_marks_prop,marks_inside_fifty_prop,goal_assists_prop,turnovers_prop,shots_at_goal_prop,match_outcome_Loss,match_outcome_Win,player_position_BPR,player_position_C,player_position_CHB,player_position_CHF,player_position_FB,player_position_FF,player_position_FPL,player_position_FPR,player_position_HBFL,player_position_HBFR,player_position_HFFL,player_position_HFFR,player_position_INT,player_position_R,player_position_RK,player_position_RR,player_position_SUB,player_position_WL,player_position_WR,pred,player_name,brownlow_votes,match_id,match_round,player_team,season,pred_rank,predicted_votes
5,1,4,9,6,67,0,0,0,4,2,1,1,2,1,1,5,3,1,0,7,0,0,80,40,51,0,1,0,169,1,6,0,0,4,0,0,17,3,0,3,0,0,1,0,17,8,0,0,0,6,33,13,14,97,1,1,0,0,128,0,0,0,0,0.011389521640091117,0.006211180124223602,0.013468013468013467,0.012228260869565218,0,0,0.03333333333333333,0.009615384615384616,0.012987012987012988,0.017123287671232876,0.0069767441860465115,0.0625,0,0,0.0070921985815602835,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020767567679286003,Dylan Grimes,0,15408,1,Richmond,2019,16,0
13,12,12,25,18,72,0,1,0,3,1,3,2,4,1,0,7,18,0,2,1,0,1,82,113,98,0,2,8,303,6,0,2,0,0,0,0,1,8,4,6,0,0,0,0,7,3.9,0,2,1,0,33,10,9,64,0,0,0,0,144,4,3,0.04964539007092199,0.0425531914893617,0.029612756264236904,0.07453416149068323,0.04040404040404041,0.033967391304347824,0,0.0625,0.025,0.028846153846153848,0.025974025974025976,0.023972602739726026,0.04186046511627907,0,0.11764705882352941,0.058823529411764705,0.0425531914893617,0.023809523809523808,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.23747672140598297,Ed Curnow,0,15408,1,Carlton,2019,40,0
10,1,10,20,14,70,0,0,0,7,0,5,4,2,3,0,9,11,0,0,1,0,1,78,80,82,1,3,7,342,3,3,0,0,0,0,0,13,7,2,6,0,0,0,0,26,14.5,0,1,0,0,33,13,14,97,0,1,0,0,131,3,1,0.25,0.12903225806451613,0.022779043280182234,0.006211180124223602,0.03367003367003367,0.02717391304347826,0,0,0.058333333333333334,0.04807692307692308,0.05194805194805195,0.030821917808219176,0.02558139534883721,0,0,0.058823529411764705,0.02127659574468085,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.031500961631536484,Dion Prestia,0,15408,1,Richmond,2019,14,0
9,2,6,15,14,93,1,1,0,1,2,3,1,1,0,0,4,11,0,0,2,0,0,85,60,63,0,1,4,313,3,1,0,0,0,0,0,2,8,0,2,0,0,0,0,18,11.8,0,0,2,0,33,13,14,97,0,0,0,0,122,0,0,0.016666666666666666,0.008333333333333333,0.02050113895216401,0.012422360248447204,0.020202020202020204,0.020380434782608696,0.05555555555555555,0.0625,0.008333333333333333,0.028846153846153848,0.012987012987012988,0.0136986301369863,0.02558139534883721,0,0,0,0.02127659574468085,0.047619047619047616,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-7.733831880614161e-4,Maverick Weller,0,15408,1,Richmond,2019,28,0
5,3,4,9,6,67,0,0,27,8,0,2,3,4,1,3,3,7,1,0,4,0,0,79,83,98,2,1,2,163,0,2,2,0,1,1,0,6,3,0,0,11,40.9,2,0,16,9.7,66,1,0,2,33,10,9,64,0,0,0,0,37,0,0,0,0,0.011389521640091117,0.018633540372670808,0.013468013468013467,0.012228260869565218,0,0,0.06666666666666667,0.019230769230769232,0.03896103896103896,0.010273972602739725,0.01627906976744186,0.0625,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.013342979364097118,Andrew Phillips,0,15408,1,Carlton,2019,38,0
11,6,2,13,13,100,0,0,0,3,2,0,1,1,3,1,4,8,0,0,11,0,0,91,67,96,0,1,2,169,1,6,0,1,3,0,0,10,11,0,0,0,0,2,0,11,11.3,0,0,0,8,33,10,9,64,0,0,0,0,74,0,0,0,0,0.025056947608200455,0.037267080745341616,0.006734006734006734,0.017663043478260868,0,0,0.025,0,0.012987012987012988,0.0136986301369863,0.018604651162790697,0,0,0,0.0070921985815602835,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0029780277982354164,Lachie Plowman,0,15408,1,Carlton,2019,22,0
10,5,4,14,14,100,0,0,0,1,6,0,0,1,0,0,3,7,0,0,3,0,0,89,53,67,0,0,3,254,0,9,0,0,1,0,0,7,10,0,3,0,0,3,0,8,11.2,0,3,0,3,33,13,14,97,0,0,0,0,118,2,1,0.027522935779816515,0.01834862385321101,0.022779043280182234,0.031055900621118012,0.013468013468013467,0.019021739130434784,0,0,0.008333333333333333,0,0,0.010273972602739725,0.01627906976744186,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0076119424775242805,Nick Vlastuin,0,15408,1,Richmond,2019,19,0
10,1,22,32,26,81,0,0,0,6,2,2,8,3,3,1,22,10,0,0,0,1,0,89,101,126,5,3,5,263,3,4,0,0,0,2,1,11,6,1,16,0,0,0,0,21,27.1,0,2,0,0,33,10,9,64,1,1,6,1,82,20,11,0.6049382716049383,0.2962962962962963,0.022779043280182234,0.006211180124223602,0.07407407407407407,0.043478260869565216,0,0,0.05,0.019230769230769232,0.1038961038961039,0.07534246575342465,0.023255813953488372,0,0,0,0.02127659574468085,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05237078666687,Patrick Cripps,2,15408,1,Carlton,2019,1,3
9,3,4,13,11,85,1,0,0,4,2,1,0,1,0,0,7,7,2,0,3,0,0,79,67,82,0,0,2,298,3,4,0,0,0,1,1,4,8,0,4,0,0,0,0,7,13.2,0,0,1,1,33,13,14,97,0,0,1,0,75,0,0,0.029411764705882353,0.014705882352941176,0.02050113895216401,0.018633540372670808,0.013468013468013467,0.017663043478260868,0.05555555555555555,0,0.03333333333333333,0.009615384615384616,0,0.023972602739726026,0.01627906976744186,0.125,0,0,0.02127659574468085,0.023809523809523808,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.005796704441308975,Kamdyn McIntosh,0,15408,1,Richmond,2019,36,0
8,3,1,9,4,44,0,0,0,4,3,0,1,2,0,0,5,5,0,0,2,0,0,68,51,39,0,1,2,202,2,4,0,0,1,0,0,11,4,0,4,0,0,1,0,12,6.6,0,2,0,1,33,10,9,64,0,0,0,0,29,0,0,0,0,0.018223234624145785,0.018633540372670808,0.003367003367003367,0.012228260869565218,0,0,0.03333333333333333,0,0.012987012987012988,0.017123287671232876,0.011627906976744186,0,0,0,0.014184397163120567,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0011543467408046126,Jarrod Garlett,0,15408,1,Carlton,2019,29,0
12,7,18,30,23,77,0,1,0,4,1,3,3,4,2,0,10,19,0,1,0,0,0,89,112,95,0,3,9,412,4,4,1,0,0,0,0,10,7,0,7,0,0,1,0,28,11.5,0,0,2,0,33,13,14,97,0,0,8,0,75,12,6,0.20588235294117646,0.10294117647058823,0.02733485193621868,0.043478260869565216,0.06060606060606061,0.04076086956521739,0,0.0625,0.03333333333333333,0.028846153846153848,0.03896103896103896,0.03424657534246575,0.044186046511627906,0,0.058823529411764705,0,0.028368794326241134,0.047619047619047616,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.3348175287246704,Kane Lambert,0,15408,1,Richmond,2019,3,1
13,2,4,17,7,41,3,0,34,2,0,2,3,3,3,0,13,7,0,0,0,0,0,83,115,127,0,3,8,321,5,2,0,0,0,1,0,6,7,3,9,10,50.7,1,0,15,15.2,67,3,3,0,33,13,14,97,0,0,4,0,60,3,1,0.09433962264150944,0.03773584905660377,0.029612756264236904,0.012422360248447204,0.013468013468013467,0.02309782608695652,0.16666666666666666,0,0.016666666666666666,0.019230769230769232,0.03896103896103896,0.04452054794520548,0.01627906976744186,0,0,0,0.03546099290780142,0.07142857142857142,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0219939947128296,Toby Nankervis,1,15408,1,Richmond,2019,4,0
10,4,7,17,13,77,0,2,0,2,0,4,2,0,1,0,6,10,0,0,2,0,2,88,67,82,1,1,9,317,1,1,1,0,0,2,1,5,7,1,5,0,0,0,1,11,10.3,0,2,2,0,33,13,14,97,0,0,0,0,56,1,1,0.02,0.02,0.022779043280182234,0.024844720496894408,0.02356902356902357,0.02309782608695652,0,0.125,0.016666666666666666,0.038461538461538464,0.025974025974025976,0.02054794520547945,0.023255813953488372,0,0,0.11764705882352941,0.0070921985815602835,0.047619047619047616,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1.5959120355546474e-4,Daniel Rioli,0,15408,1,Richmond,2019,26,0
13,7,4,17,15,88,0,0,0,2,3,1,0,3,0,2,8,7,3,0,6,0,0,98,70,86,0,0,2,302,2,12,0,1,9,0,0,6,12,0,4,0,0,4,0,6,14.4,0,1,0,5,33,10,9,64,0,0,0,0,57,0,0,0,0,0.029612756264236904,0.043478260869565216,0.013468013468013467,0.02309782608695652,0,0,0.016666666666666666,0.009615384615384616,0,0.0273972602739726,0.01627906976744186,0.1875,0,0,0.014184397163120567,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0036277249455451965,Jacob Weitering,0,15408,1,Carlton,2019,21,0
8,5,3,11,7,64,1,1,0,0,0,3,0,3,1,0,5,8,0,0,0,0,0,75,53,44,0,0,5,230,4,2,0,0,0,3,1,0,4,1,4,0,0,0,0,7,3.9,0,0,2,0,33,10,9,64,0,0,0,0,49,2,1,0.044444444444444446,0.022222222222222223,0.018223234624145785,0.031055900621118012,0.010101010101010102,0.014945652173913044,0.05555555555555555,0.0625,0,0.028846153846153848,0,0.017123287671232876,0.018604651162790697,0,0,0,0.028368794326241134,0.047619047619047616,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.004392847418785095,Mitch McGovern,0,15408,1,Carlton,2019,35,0
18,5,2,20,14,70,0,1,0,3,9,2,1,5,0,1,3,10,1,0,3,0,0,89,83,67,0,1,4,694,8,2,0,1,2,0,0,10,12,0,1,0,0,1,0,15,1.6,0,0,2,1,33,13,14,97,0,0,0,0,57,1,1,0.018518518518518517,0.018518518518518517,0.04100227790432802,0.031055900621118012,0.006734006734006734,0.02717391304347826,0,0.0625,0.025,0.019230769230769232,0.012987012987012988,0.010273972602739725,0.023255813953488372,0.0625,0,0,0.05673758865248227,0.047619047619047616,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.028566773980855942,Jayden Short,0,15408,1,Richmond,2019,39,0
10,1,2,12,6,50,1,0,0,1,0,2,0,4,0,2,6,5,0,0,0,0,0,94,41,44,0,0,4,194,3,0,0,0,0,2,0,0,5,2,6,0,0,0,0,7,6.7,0,0,2,0,33,10,9,64,0,0,0,0,48,3,1,0.06382978723404255,0.02127659574468085,0.022779043280182234,0.006211180124223602,0.006734006734006734,0.016304347826086956,0.05555555555555555,0,0.008333333333333333,0.019230769230769232,0,0.02054794520547945,0.011627906976744186,0,0,0,0.02127659574468085,0.047619047619047616,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0030375909991562366,Charlie Curnow,0,15408,1,Carlton,2019,33,0
4,1,4,8,6,75,0,0,0,2,2,0,0,2,1,0,3,5,0,0,6,2,0,80,32,45,0,0,0,187,1,3,0,0,0,0,0,7,3,0,2,0,0,0,0,10,6.1,0,0,0,6,33,13,14,97,0,0,0,0,31,0,0,0,0,0.009111617312072893,0.006211180124223602,0.013468013468013467,0.010869565217391304,0,0,0.016666666666666666,0,0,0.010273972602739725,0.011627906976744186,0,0,0,0.0070921985815602835,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1.4251319225877523e-4,Nathan Broad,0,15408,1,Richmond,2019,25,0
9,5,13,22,15,68,0,0,0,5,0,5,3,7,1,2,10,15,0,0,0,0,1,79,83,67,2,1,6,328,4,0,2,0,0,0,0,3,5,1,6,0,0,0,0,16,4.7,0,1,1,0,33,10,9,64,0,0,0,0,17,0,0,0,0,0.02050113895216401,0.031055900621118012,0.04377104377104377,0.029891304347826088,0,0,0.041666666666666664,0.04807692307692308,0.03896103896103896,0.03424657534246575,0.03488372093023256,0,0,0.058823529411764705,0.028368794326241134,0.023809523809523808,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.002010294469073415,David Cuningham,0,15408,1,Carlton,2019,24,0
12,8,6,18,11,61,0,0,0,2,2,4,2,2,1,0,4,14,0,0,0,0,0,85,81,63,1,1,0,282,6,4,0,1,1,0,0,12,7,0,2,0,0,1,0,15,7.3,0,0,0,0,33,10,9,64,0,0,0,0,43,1,1,0.09523809523809523,0.047619047619047616,0.02733485193621868,0.049689440993788817,0.020202020202020204,0.024456521739130436,0,0,0.016666666666666666,0.038461538461538464,0.025974025974025976,0.0136986301369863,0.03255813953488372,0,0,0,0.0425531914893617,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-3.6361831007525325e-4,Sam Petrevski-Seton,0,15408,1,Carlton,2019,27,0
8,1,5,13,7,54,1,0,0,7,0,6,0,4,1,3,6,8,0,1,1,0,0,82,63,56,0,0,4,300,6,2,4,0,0,1,0,3,3,1,4,0,0,0,0,16,9.7,0,0,2,0,33,13,14,97,0,0,0,0,39,0,0,0,0,0.018223234624145785,0.006211180124223602,0.016835016835016835,0.017663043478260868,0.05555555555555555,0,0.058333333333333334,0.057692307692307696,0,0.02054794520547945,0.018604651162790697,0,0.058823529411764705,0,0.0425531914893617,0.047619047619047616,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.013123525306582451,Dan Butler,0,15408,1,Richmond,2019,37,0
21,9,5,26,22,85,1,0,0,2,12,2,1,2,1,0,5,17,0,0,3,0,0,84,115,134,0,1,4,584,2,6,0,0,0,0,0,9,18,0,3,0,0,0,0,10,15.9,0,2,1,2,33,10,9,64,0,0,0,0,32,0,0,0,0,0.04783599088838269,0.055900621118012424,0.016835016835016835,0.035326086956521736,0.05555555555555555,0,0.016666666666666666,0.019230769230769232,0.012987012987012988,0.017123287671232876,0.03953488372093023,0,0,0,0.014184397163120567,0.023809523809523808,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.29919376969337463,Nic Newman,0,15408,1,Carlton,2019,6,0
14,2,8,22,15,68,1,1,0,6,0,3,8,5,1,4,12,13,0,0,3,0,1,80,84,109,3,5,6,391,7,1,0,2,2,0,0,11,8,1,11,0,0,0,0,18,16.1,0,3,2,2,33,10,9,64,0,0,0,0,35,0,0,0,0,0.03189066059225513,0.012422360248447204,0.026936026936026935,0.029891304347826088,0.05555555555555555,0.0625,0.05,0.028846153846153848,0.1038961038961039,0.0410958904109589,0.030232558139534883,0,0,0.058823529411764705,0.04964539007092199,0.047619047619047616,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1294536143541336,Zac Fisher,0,15408,1,Carlton,2019,8,0
14,2,10,24,12,50,0,1,0,1,1,3,3,3,1,1,8,16,0,1,3,0,2,66,71,69,1,2,4,332,5,1,0,0,0,0,0,4,7,0,5,0,0,1,0,19,4.1,0,0,2,2,33,10,9,64,0,0,0,0,3,0,0,0,0,0.03189066059225513,0.012422360248447204,0.03367003367003367,0.03260869565217391,0,0.0625,0.008333333333333333,0.028846153846153848,0.03896103896103896,0.0273972602739726,0.037209302325581395,0,0.058823529411764705,0.11764705882352941,0.03546099290780142,0.047619047619047616,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.002727100159972906,Will Setterfield,0,15408,1,Carlton,2019,32,0
7,6,4,11,9,82,2,1,3,4,0,0,1,2,1,1,9,4,4,3,4,0,0,83,77,87,1,0,7,147,2,0,1,0,0,1,1,2,5,2,3,2,14.3,0,0,9,12.9,21,0,3,0,33,10,9,64,0,0,0,0,16,0,0,0,0,0.015945330296127564,0.037267080745341616,0.013468013468013467,0.014945652173913044,0.1111111111111111,0.0625,0.03333333333333333,0,0.012987012987012988,0.030821917808219176,0.009302325581395349,0.25,0.17647058823529413,0,0.014184397163120567,0.07142857142857142,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.024209069088101387,Harry McKay,0,15408,1,Carlton,2019,15,0
16,7,7,23,16,70,0,1,0,6,0,5,4,6,1,1,9,15,0,1,2,0,0,81,106,88,2,2,5,475,5,3,1,0,0,0,0,13,12,1,6,0,0,1,0,23,8.7,0,0,1,0,33,13,14,97,0,0,0,0,24,0,0,0,0,0.03644646924829157,0.043478260869565216,0.02356902356902357,0.03125,0,0.0625,0.05,0.04807692307692308,0.05194805194805195,0.030821917808219176,0.03488372093023256,0,0.058823529411764705,0,0.03546099290780142,0.023809523809523808,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.03783862292766571,Jack Graham,0,15408,1,Richmond,2019,13,0
8,3,13,21,14,67,0,1,0,2,1,3,1,4,1,1,9,12,0,1,1,0,0,76,66,66,1,0,5,195,4,5,0,0,1,0,0,10,3,3,9,0,0,0,0,20,5.4,0,0,1,1,33,10,9,64,0,0,0,0,21,0,0,0,0,0.018223234624145785,0.018633540372670808,0.04377104377104377,0.028532608695652172,0,0.0625,0.016666666666666666,0.028846153846153848,0.012987012987012988,0.030821917808219176,0.027906976744186046,0,0.058823529411764705,0,0.028368794326241134,0.023809523809523808,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.0036604306660592556,Paddy Dow,0,15408,1,Carlton,2019,34,0
9,6,8,17,11,65,3,0,0,1,1,4,0,2,0,0,6,11,0,3,2,0,2,82,83,94,0,0,9,252,3,0,0,0,0,2,1,6,5,4,6,0,0,0,0,22,17.7,0,0,3,1,33,13,14,97,0,0,0,0,21,0,0,0,0,0.02050113895216401,0.037267080745341616,0.026936026936026935,0.02309782608695652,0.16666666666666666,0,0.008333333333333333,0.038461538461538464,0,0.02054794520547945,0.02558139534883721,0,0.17647058823529413,0.11764705882352941,0.02127659574468085,0.07142857142857142,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.06607658416032791,Jack Higgins,0,15408,1,Richmond,2019,12,0
