kicks,marks,handballs,disposals,effective_disposals,disposal_efficiency_percentage,goals,behinds,hitouts,tackles,rebounds,inside_fifties,clearances,clangers,free_kicks_for,free_kicks_against,contested_possessions,uncontested_possessions,contested_marks,marks_inside_fifty,one_percenters,bounces,goal_assists,time_on_ground_percentage,afl_fantasy_score,supercoach_score,centre_clearances,stoppage_clearances,score_involvements,metres_gained,turnovers,intercepts,tackles_inside_fifty,contest_def_losses,contest_def_one_on_ones,contest_off_one_on_ones,contest_off_wins,def_half_pressure_acts,effective_kicks,f50_ground_ball_gets,ground_ball_gets,hitouts_to_advantage,hitout_win_percentage,intercept_marks,marks_on_lead,pressure_acts,rating_points,ruck_contests,score_launches,shots_at_goal,spoils,match_margin,team_behinds,team_goals,team_score,aa_team,aa_squad,coaches_votes,captain,kicks_prop,marks_prop,handballs_prop,disposals_prop,goals_prop,behinds_prop,tackles_prop,inside_fifties_prop,clearances_prop,contested_possessions_prop,uncontested_possessions_prop,contested_marks_prop,marks_inside_fifty_prop,goal_assists_prop,turnovers_prop,shots_at_goal_prop,match_outcomeDraw,match_outcomeLoss,match_outcomeWin,player_positionBPL,player_positionBPR,player_positionC,player_positionCHB,player_positionCHF,player_positionFB,player_positionFF,player_positionFPL,player_positionFPR,player_positionHBFL,player_positionHBFR,player_positionHFFL,player_positionHFFR,player_positionINT,player_positionR,player_positionRK,player_positionRR,player_positionSUB,player_positionWL,player_positionWR,pred,player_name,brownlow_votes,match_id,match_round,player_team,season,pred_rank,predicted_votes
4,2,5,9,8,89,0,0,0,8,0,0,2,2,2,1,4,5,1,1,8,0,0,76,59,74,1,1,1,111,1,3,0,1,1,0,0,9,4,0,1,0,0,2,0,13,8.5,0,1,0,8,23,7,14,91,0,0,0,0,0.010025062656641603,0.013986013986013986,0.017543859649122806,0.013157894736842105,0,0,0.049079754601226995,0,0.020618556701030927,0.013114754098360656,0.013333333333333334,0.038461538461538464,0.05263157894736842,0,0.007633587786259542,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.002325470792129636,Jake Stein,0,15518,13,Greater Western Sydney,2019,16,0
11,5,6,17,17,100,0,0,0,0,1,1,1,0,1,0,7,9,1,0,3,0,1,83,61,92,0,1,4,147,0,8,0,1,4,0,0,4,11,0,4,0,0,2,0,5,13.3,0,4,0,2,35,22,14,106,1,1,0,1,0.024886877828054297,0.024630541871921183,0.019801980198019802,0.022818791946308724,0,0,0,0.009615384615384616,0.013888888888888888,0.027131782945736434,0.018789144050104383,0.037037037037037035,0,0.058823529411764705,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01714971661567688,Shannon Hurn,0,15519,14,West Coast,2019,14,0
9,8,0,9,3,33,3,5,0,1,0,0,0,3,1,3,4,5,3,8,2,0,0,80,73,86,0,0,9,246,3,0,1,0,0,1,0,0,3,0,0,0,0,0,4,5,4.1,0,0,9,2,35,22,14,106,0,0,0,0,0.020361990950226245,0.03940886699507389,0,0.012080536912751677,0.12,0.22727272727272727,0.01,0,0,0.015503875968992248,0.010438413361169102,0.1111111111111111,0.26666666666666666,0,0.024390243902439025,0.14285714285714285,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2512587308883667,Josh J. Kennedy,0,15519,14,West Coast,2019,5,0
5,3,3,8,6,75,0,0,0,2,2,2,0,1,0,0,3,5,0,0,8,0,0,87,38,51,0,0,3,112,2,3,0,0,4,0,0,5,3,0,3,0,0,0,1,5,8.1,0,1,0,8,35,22,14,106,0,0,0,0,0.011312217194570135,0.014778325123152709,0.009900990099009901,0.010738255033557046,0,0,0.02,0.019230769230769232,0,0.011627906976744186,0.010438413361169102,0,0,0,0.016260162601626018,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00816154945641756,Will Schofield,0,15519,14,West Coast,2019,32,0
10,7,3,13,9,69,0,0,0,2,4,2,0,3,0,1,1,12,0,0,2,0,0,84,62,32,0,0,2,142,2,2,0,1,1,0,0,7,6,0,1,0,0,0,0,13,-0.3,0,0,0,1,35,22,14,106,0,0,0,0,0.02262443438914027,0.034482758620689655,0.009900990099009901,0.0174496644295302,0,0,0.02,0.019230769230769232,0,0.003875968992248062,0.025052192066805846,0,0,0,0.016260162601626018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.00899397674947977,Chris Masten,0,15519,14,West Coast,2019,34,0
12,5,5,17,10,59,1,0,27,1,3,3,6,4,2,2,8,11,0,1,5,0,0,81,94,102,3,3,8,227,4,1,0,0,0,1,0,0,5,0,3,10,42.9,0,1,3,10.7,63,5,1,3,35,5,11,71,0,0,0,0,0.027149321266968326,0.024630541871921183,0.0165016501650165,0.022818791946308724,0.04,0,0.01,0.028846153846153848,0.08333333333333333,0.031007751937984496,0.022964509394572025,0,0.03333333333333333,0,0.032520325203252036,0.015873015873015872,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.004044104367494583,Tom Bellchambers,0,15519,14,Essendon,2019,16,0
17,15,11,28,22,79,0,0,0,0,7,1,0,6,1,1,10,16,5,0,3,0,0,94,116,110,0,0,2,488,8,14,0,0,1,2,2,4,13,0,3,0,0,6,0,5,10,0,2,0,1,35,5,11,71,0,0,0,0,0.038461538461538464,0.07389162561576355,0.036303630363036306,0.03758389261744966,0,0,0,0.009615384615384616,0,0.03875968992248062,0.033402922755741124,0.18518518518518517,0,0,0.06504065040650407,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2095365673303604,Cale Hooker,0,15519,14,Essendon,2019,7,0
13,8,4,17,12,71,0,0,0,0,7,0,0,2,1,0,4,12,0,0,5,0,0,91,72,74,0,0,2,309,3,4,0,0,1,0,0,4,8,0,3,0,0,0,0,4,-0.4,0,0,0,5,35,5,11,71,0,0,0,0,0.029411764705882353,0.03940886699507389,0.013201320132013201,0.022818791946308724,0,0,0,0,0,0.015503875968992248,0.025052192066805846,0,0,0,0.024390243902439025,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.001678947708569467,Michael Hurley,0,15519,14,Essendon,2019,25,0
13,6,11,24,18,75,0,0,0,2,5,1,2,2,1,0,8,15,0,0,2,0,0,90,88,85,0,2,0,345,7,4,0,0,0,0,0,8,9,0,6,0,0,0,0,9,7,0,0,0,2,35,5,11,71,0,0,0,0,0.029411764705882353,0.029556650246305417,0.036303630363036306,0.032214765100671144,0,0,0.02,0.009615384615384616,0.027777777777777776,0.031007751937984496,0.031315240083507306,0,0,0,0.056910569105691054,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.025746632367372513,David Zaharakis,0,15519,14,Essendon,2019,42,0
3,1,6,9,6,67,0,0,9,0,1,3,1,6,1,5,5,4,0,0,2,0,0,88,19,25,0,1,2,97,2,1,0,0,0,2,0,2,2,1,3,2,45,0,0,8,1.7,20,0,0,2,35,5,11,71,0,0,0,0,0.006787330316742082,0.0049261083743842365,0.019801980198019802,0.012080536912751677,0,0,0,0.028846153846153848,0.013888888888888888,0.01937984496124031,0.008350730688935281,0,0,0,0.016260162601626018,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.005809847265481949,Shaun McKernan,0,15519,14,Essendon,2019,27,0
12,5,18,30,26,87,0,2,0,6,0,3,4,2,2,2,8,24,0,1,3,0,0,81,109,122,2,2,13,171,1,2,0,0,0,0,0,11,9,0,6,0,0,1,0,18,6.7,0,1,2,1,35,22,14,106,0,0,0,0,0.027149321266968326,0.024630541871921183,0.0594059405940594,0.040268456375838924,0,0.09090909090909091,0.06,0.028846153846153848,0.05555555555555555,0.031007751937984496,0.05010438413361169,0,0.03333333333333333,0,0.008130081300813009,0.031746031746031744,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.07906882464885712,Jack Redden,0,15519,14,West Coast,2019,10,0
12,4,6,18,16,89,0,0,0,2,2,4,1,3,1,2,2,16,0,0,2,2,1,85,63,82,0,1,6,460,2,3,0,3,5,0,0,10,10,0,2,0,0,1,0,15,11.5,0,2,0,2,35,22,14,106,0,0,0,0,0.027149321266968326,0.019704433497536946,0.019801980198019802,0.024161073825503355,0,0,0.02,0.038461538461538464,0.013888888888888888,0.007751937984496124,0.033402922755741124,0,0,0.058823529411764705,0.016260162601626018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.017351362854242325,Lewis Jetta,0,15519,14,West Coast,2019,40,0
12,7,14,26,23,89,0,0,0,7,2,2,5,4,2,4,10,21,0,1,4,0,0,78,103,122,1,4,9,261,1,3,3,1,1,0,0,14,10,0,6,0,0,0,0,30,14.7,0,3,0,0,35,22,14,106,0,1,0,0,0.027149321266968326,0.034482758620689655,0.0462046204620462,0.0348993288590604,0,0,0.07,0.019230769230769232,0.06944444444444445,0.03875968992248062,0.04384133611691023,0,0.03333333333333333,0,0.008130081300813009,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.083631731569767,Luke Shuey,0,15519,14,West Coast,2019,43,0
14,11,5,19,18,95,0,0,0,0,2,3,0,1,1,1,5,14,3,0,2,0,0,87,83,95,0,0,5,321,2,7,0,0,0,0,0,5,13,0,2,0,0,5,0,5,11.5,0,0,0,2,35,22,14,106,0,1,7,0,0.03167420814479638,0.054187192118226604,0.0165016501650165,0.025503355704697986,0,0,0,0.028846153846153848,0,0.01937984496124031,0.029227557411273485,0.1111111111111111,0,0,0.016260162601626018,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2909422516822815,Brad Sheppard,0,15519,14,West Coast,2019,4,0
8,6,22,30,22,73,0,0,0,0,2,0,3,1,1,0,13,17,1,1,0,0,1,85,87,101,2,1,5,60,1,5,0,0,0,0,0,11,5,0,10,0,0,0,1,16,11.3,0,1,0,0,35,5,11,71,0,0,0,1,0.01809954751131222,0.029556650246305417,0.07260726072607261,0.040268456375838924,0,0,0,0,0.041666666666666664,0.050387596899224806,0.03549060542797495,0.037037037037037035,0.03333333333333333,0.058823529411764705,0.008130081300813009,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.21003682911396027,Dyson Heppell,0,15519,14,Essendon,2019,6,0
6,5,4,10,6,60,1,0,0,1,0,2,0,5,1,1,5,6,1,2,1,0,0,90,49,42,0,0,4,123,6,1,0,1,1,0,0,2,2,2,3,0,0,1,1,10,6.3,1,0,3,1,35,22,14,106,1,1,0,0,0.013574660633484163,0.024630541871921183,0.013201320132013201,0.013422818791946308,0.04,0,0.01,0.019230769230769232,0,0.01937984496124031,0.012526096033402923,0.037037037037037035,0.06666666666666667,0,0.04878048780487805,0.047619047619047616,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.14496323466300964,Jack Darling,0,15519,14,West Coast,2019,44,0
18,4,13,31,24,77,0,0,0,0,2,6,4,4,0,0,5,24,1,0,1,0,0,88,92,89,0,4,8,409,5,3,0,0,0,0,0,9,12,0,3,0,0,1,0,16,11.2,0,1,0,1,35,22,14,106,0,1,0,0,0.04072398190045249,0.019704433497536946,0.0429042904290429,0.04161073825503356,0,0,0,0.057692307692307696,0.05555555555555555,0.01937984496124031,0.05010438413361169,0.037037037037037035,0,0,0.04065040650406504,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.12765397131443024,Andrew Gaff,1,15519,14,West Coast,2019,9,0
12,6,7,19,13,68,2,1,0,2,1,6,1,2,0,0,8,10,0,2,3,1,0,86,89,104,0,1,10,501,2,4,0,0,0,0,0,8,9,3,7,0,0,1,1,31,16.4,0,2,4,0,35,22,14,106,0,0,4,0,0.027149321266968326,0.029556650246305417,0.0231023102310231,0.025503355704697986,0.08,0.045454545454545456,0.02,0.057692307692307696,0.013888888888888888,0.031007751937984496,0.020876826722338204,0,0.06666666666666667,0,0.016260162601626018,0.06349206349206349,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.3627708852291107,Jamie Cripps,0,15519,14,West Coast,2019,3,1
10,7,6,16,15,94,1,0,0,0,0,5,0,1,0,1,5,10,1,0,2,0,0,98,66,70,0,0,3,289,2,1,0,0,0,6,1,4,10,3,4,0,0,0,1,6,9,0,0,1,2,35,5,11,71,0,0,0,0,0.02262443438914027,0.034482758620689655,0.019801980198019802,0.021476510067114093,0.04,0,0,0.04807692307692308,0,0.01937984496124031,0.020876826722338204,0.037037037037037035,0,0,0.016260162601626018,0.015873015873015872,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0016742123989388347,Mitch Brown,0,15519,14,Essendon,2019,17,0
7,4,11,18,14,78,0,0,26,3,1,4,8,2,0,1,11,8,0,0,3,0,0,74,90,83,3,5,6,286,3,3,0,0,1,0,0,6,4,0,7,5,44.1,2,0,15,15.8,59,6,0,2,35,22,14,106,0,0,0,0,0.01583710407239819,0.019704433497536946,0.036303630363036306,0.024161073825503355,0,0,0.03,0.038461538461538464,0.1111111111111111,0.04263565891472868,0.016701461377870562,0,0,0,0.024390243902439025,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.05908126384019852,Tom Hickey,0,15519,14,West Coast,2019,11,0
12,3,10,22,16,73,1,1,0,6,1,3,7,2,1,1,12,12,0,0,1,0,0,78,94,97,3,4,4,350,4,0,0,0,0,0,0,14,9,0,5,0,0,0,1,29,12.7,0,0,2,0,35,5,11,71,0,0,0,0,0.027149321266968326,0.014778325123152709,0.033003300330033,0.02953020134228188,0.04,0.045454545454545456,0.06,0.028846153846153848,0.09722222222222222,0.046511627906976744,0.025052192066805846,0,0,0,0.032520325203252036,0.031746031746031744,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.016330858692526817,Dylan Shiel,0,15519,14,Essendon,2019,38,0
17,3,8,25,19,76,1,0,0,12,1,9,7,5,2,0,11,12,1,0,2,2,3,79,132,142,3,4,9,636,4,1,1,0,0,0,0,11,13,2,6,0,0,0,0,26,20,0,1,3,2,35,22,14,106,1,1,5,0,0.038461538461538464,0.014778325123152709,0.026402640264026403,0.03355704697986577,0.04,0,0.12,0.08653846153846154,0.09722222222222222,0.04263565891472868,0.025052192066805846,0.037037037037037035,0,0.17647058823529413,0.032520325203252036,0.047619047619047616,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7554965019226074,Elliot Yeo,2,15519,14,West Coast,2019,2,2
8,3,2,10,6,60,0,2,0,0,0,1,0,1,0,0,1,7,0,1,1,0,0,90,39,32,0,0,5,151,2,1,0,0,0,2,0,3,4,1,1,0,0,0,2,11,-1,0,0,2,0,35,22,14,106,0,0,1,0,0.01809954751131222,0.014778325123152709,0.006600660066006601,0.013422818791946308,0,0.09090909090909091,0,0.009615384615384616,0,0.003875968992248062,0.014613778705636743,0,0.03333333333333333,0,0.016260162601626018,0.031746031746031744,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.01698010228574276,Mark Hutchings,0,15519,14,West Coast,2019,39,0
7,5,3,10,8,80,0,0,0,1,2,1,0,2,2,1,3,8,0,0,4,0,0,90,44,35,0,0,1,150,3,5,0,0,0,0,0,8,5,0,2,0,0,1,0,8,7.1,0,1,0,4,35,5,11,71,0,0,0,0,0.01583710407239819,0.024630541871921183,0.009900990099009901,0.013422818791946308,0,0,0.01,0.009615384615384616,0,0.011627906976744186,0.016701461377870562,0,0,0,0.024390243902439025,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.280544235371053e-4,Patrick Ambrose,0,15519,14,Essendon,2019,21,0
15,2,15,30,20,67,0,1,0,6,1,8,5,6,2,1,11,19,1,0,0,2,1,76,105,104,2,3,6,396,5,2,0,0,0,1,1,15,8,1,7,0,0,0,0,29,10.4,0,1,1,0,35,5,11,71,0,0,0,0,0.033936651583710405,0.009852216748768473,0.04950495049504951,0.040268456375838924,0,0.045454545454545456,0.06,0.07692307692307693,0.06944444444444445,0.04263565891472868,0.03966597077244259,0.037037037037037035,0,0.058823529411764705,0.04065040650406504,0.015873015873015872,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1335519254207611,Zach Merrett,0,15519,14,Essendon,2019,8,0
13,5,23,36,29,81,2,0,0,1,2,6,6,2,1,1,14,23,0,0,1,0,1,77,114,148,3,3,9,267,5,5,0,0,0,0,0,5,9,2,14,0,0,0,0,9,21.8,0,1,2,0,35,22,14,106,0,0,9,0,0.029411764705882353,0.024630541871921183,0.07590759075907591,0.04832214765100671,0.08,0,0.01,0.057692307692307696,0.08333333333333333,0.05426356589147287,0.04801670146137787,0,0,0.058823529411764705,0.04065040650406504,0.031746031746031744,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.525930881500244,Dom Sheed,3,15519,14,West Coast,2019,1,3
11,7,5,16,13,81,0,1,0,0,2,1,0,3,4,2,9,7,4,1,7,0,0,84,63,81,0,0,6,147,2,10,0,0,4,0,0,4,8,0,1,0,0,5,0,5,13.4,0,4,1,7,35,22,14,106,1,1,0,0,0.024886877828054297,0.034482758620689655,0.0165016501650165,0.021476510067114093,0,0.045454545454545456,0,0.009615384615384616,0,0.03488372093023256,0.014613778705636743,0.14814814814814814,0.03333333333333333,0,0.016260162601626018,0.015873015873015872,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02479863166809082,Jeremy McGovern,0,15519,14,West Coast,2019,12,0
3,3,3,6,5,83,0,0,0,1,1,0,0,0,0,0,1,5,0,0,0,0,0,86,28,19,0,0,1,77,0,0,0,0,0,0,0,3,2,0,1,0,0,0,1,8,2.2,0,0,1,0,35,5,11,71,0,0,0,0,0.006787330316742082,0.014778325123152709,0.009900990099009901,0.008053691275167786,0,0,0.01,0,0,0.003875968992248062,0.010438413361169102,0,0,0,0,0.015873015873015872,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-2.509279001969844e-4,Orazio Fantasia,0,15519,14,Essendon,2019,20,0
11,1,1,12,9,75,0,0,0,1,5,1,0,1,0,0,3,1,0,0,5,0,0,80,42,46,0,0,2,186,3,5,0,0,2,0,0,16,8,0,3,0,0,0,0,20,4.1,0,1,0,5,35,5,11,71,0,0,0,0,0.024886877828054297,0.0049261083743842365,0.0033003300330033004,0.016107382550335572,0,0,0.01,0.009615384615384616,0,0.011627906976744186,0.0020876826722338203,0,0,0,0.024390243902439025,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-4.280544235371053e-4,Adam Saad,0,15519,14,Essendon,2019,22,0
9,4,0,9,8,89,0,0,0,1,4,2,0,1,0,0,0,8,0,0,2,0,0,89,43,32,0,0,1,340,3,1,0,0,0,0,0,6,8,0,0,0,0,0,0,6,2.1,0,0,0,2,35,22,14,106,0,0,0,0,0.020361990950226245,0.019704433497536946,0,0.012080536912751677,0,0,0.01,0.019230769230769232,0,0,0.016701461377870562,0,0,0,0.024390243902439025,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.007952315732836723,Jackson Nelson,0,15519,14,West Coast,2019,30,0
9,5,3,12,11,92,0,0,0,3,1,2,0,0,1,0,2,10,0,0,3,0,0,84,61,60,0,0,6,179,1,3,0,0,1,0,0,6,8,0,1,0,0,1,0,12,6,0,2,0,3,35,22,14,106,0,0,0,0,0.020361990950226245,0.024630541871921183,0.009900990099009901,0.016107382550335572,0,0,0.03,0.019230769230769232,0,0.007751937984496124,0.020876826722338204,0,0,0,0.008130081300813009,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.007952315732836723,Liam Duggan,0,15519,14,West Coast,2019,31,0
10,3,5,15,10,67,0,0,0,7,1,3,2,6,0,4,5,10,0,0,1,0,1,86,65,55,1,1,7,271,6,1,0,0,0,1,0,16,5,1,4,0,0,0,0,25,7.3,0,0,1,0,35,5,11,71,0,0,0,0,0.02262443438914027,0.014778325123152709,0.0165016501650165,0.020134228187919462,0,0,0.07,0.028846153846153848,0.027777777777777776,0.01937984496124031,0.020876826722338204,0,0,0.058823529411764705,0.04878048780487805,0.015873015873015872,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0125364875420928,Kyle Langford,0,15519,14,Essendon,2019,37,0
8,5,5,13,12,92,2,0,0,1,0,1,0,0,1,0,6,7,2,2,0,0,2,88,66,90,0,0,7,174,1,0,0,0,0,5,1,2,7,2,3,0,0,0,1,8,17.2,0,0,3,0,35,5,11,71,0,0,0,0,0.01809954751131222,0.024630541871921183,0.0165016501650165,0.0174496644295302,0.08,0,0.01,0.009615384615384616,0,0.023255813953488372,0.014613778705636743,0.07407407407407407,0.06666666666666667,0.11764705882352941,0.008130081300813009,0.047619047619047616,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00693449517711997,Jayden Laverde,0,15519,14,Essendon,2019,28,0
12,4,5,17,15,88,0,0,0,1,3,0,0,1,0,1,0,12,0,0,0,6,0,85,59,63,0,0,2,360,0,1,0,0,0,0,0,5,10,0,0,0,0,1,0,7,6.7,0,1,1,0,35,5,11,71,0,0,0,0,0.027149321266968326,0.019704433497536946,0.0165016501650165,0.022818791946308724,0,0,0.01,0,0,0,0.025052192066805846,0,0,0,0,0.015873015873015872,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.007581809535622597,Conor McKenna,0,15519,14,Essendon,2019,29,0
2,1,4,6,6,100,1,0,0,4,0,1,0,2,0,2,3,4,0,1,2,0,1,79,33,44,0,0,3,101,1,1,1,0,0,0,0,3,2,1,2,0,0,0,0,11,8.2,0,1,1,1,35,5,11,71,0,0,0,0,0.004524886877828055,0.0049261083743842365,0.013201320132013201,0.008053691275167786,0.04,0,0.04,0.009615384615384616,0,0.011627906976744186,0.008350730688935281,0,0.03333333333333333,0.058823529411764705,0.008130081300813009,0.015873015873015872,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-4.280544235371053e-4,Anthony McDonald-Tipungwuti,0,15519,14,Essendon,2019,23,0
15,7,12,27,17,63,1,0,0,0,2,2,0,2,0,0,5,22,0,1,0,0,0,79,96,70,0,0,4,278,5,3,0,0,0,0,0,4,8,2,5,0,0,1,0,13,2.9,0,1,1,0,35,5,11,71,0,0,0,0,0.033936651583710405,0.034482758620689655,0.039603960396039604,0.036241610738255034,0.04,0,0,0.019230769230769232,0,0.01937984496124031,0.04592901878914405,0,0.03333333333333333,0,0.04065040650406504,0.015873015873015872,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.014587695710361004,Darcy Parish,0,15519,14,Essendon,2019,15,0
16,5,6,22,15,68,0,1,0,4,2,2,0,4,2,1,3,19,0,0,3,1,2,81,91,70,0,0,5,506,3,2,0,1,2,0,0,15,12,0,2,0,0,0,0,16,6.8,0,0,1,2,35,5,11,71,0,0,0,0,0.03619909502262444,0.024630541871921183,0.019801980198019802,0.02953020134228188,0,0.045454545454545456,0.04,0.019230769230769232,0,0.011627906976744186,0.03966597077244259,0,0,0.11764705882352941,0.024390243902439025,0.015873015873015872,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.019228873774409294,Mason Redman,0,15519,14,Essendon,2019,13,0
9,2,9,18,14,78,1,0,0,2,2,1,0,2,1,1,6,12,0,0,2,1,0,83,63,79,0,0,3,166,2,3,0,0,1,0,0,11,6,0,5,0,0,0,0,14,12.1,0,1,1,2,35,5,11,71,0,0,0,0,0.020361990950226245,0.009852216748768473,0.0297029702970297,0.024161073825503355,0.04,0,0.02,0.009615384615384616,0,0.023255813953488372,0.025052192066805846,0,0,0,0.016260162601626018,0.015873015873015872,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.557226784527302e-4,Andrew McGrath,0,15519,14,Essendon,2019,18,0
12,5,3,15,11,73,3,0,0,1,0,2,1,3,3,2,9,7,2,2,1,0,0,82,76,95,1,0,3,218,5,2,1,0,0,5,2,5,8,3,5,0,0,1,1,10,13.9,0,0,4,0,35,5,11,71,0,0,0,0,0.027149321266968326,0.024630541871921183,0.009900990099009901,0.020134228187919462,0.12,0,0.01,0.019230769230769232,0.013888888888888888,0.03488372093023256,0.014613778705636743,0.07407407407407407,0.06666666666666667,0,0.04065040650406504,0.06349206349206349,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.010566365905106068,Josh Begley,0,15519,14,Essendon,2019,35,0
9,3,6,15,9,60,1,2,0,1,0,2,1,1,2,1,9,6,1,3,0,2,1,69,59,90,0,1,9,216,2,2,1,0,0,1,1,1,5,3,6,0,0,0,1,13,11.1,0,2,5,0,35,22,14,106,0,0,0,0,0.020361990950226245,0.014778325123152709,0.019801980198019802,0.020134228187919462,0.04,0.09090909090909091,0.01,0.019230769230769232,0.013888888888888888,0.03488372093023256,0.012526096033402923,0.037037037037037035,0.1,0.058823529411764705,0.016260162601626018,0.07936507936507936,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.3839441817253828e-4,Liam Ryan,0,15519,14,West Coast,2019,19,0
2,1,1,3,2,67,0,0,0,0,1,0,0,0,2,0,3,1,0,0,0,0,0,21,13,23,0,0,0,107,1,1,0,0,0,1,1,1,1,0,2,0,0,1,0,4,3,0,0,0,0,35,5,11,71,0,0,0,0,0.004524886877828055,0.0049261083743842365,0.0033003300330033004,0.004026845637583893,0,0,0,0,0,0.011627906976744186,0.0020876826722338203,0,0,0,0.008130081300813009,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-4.280544235371053e-4,Matt Guelfi,0,15519,14,Essendon,2019,24,0
9,2,1,10,5,50,2,2,0,1,1,2,0,2,0,0,4,6,0,0,2,0,0,77,53,59,0,0,6,257,2,2,1,0,0,0,0,4,4,3,4,0,0,0,0,17,8.1,0,1,5,2,35,22,14,106,0,0,0,0,0.020361990950226245,0.009852216748768473,0.0033003300330033004,0.013422818791946308,0.08,0.09090909090909091,0.01,0.019230769230769232,0,0.015503875968992248,0.012526096033402923,0,0,0,0.016260162601626018,0.07936507936507936,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.008777216076850891,Jack Petruccelle,0,15519,14,West Coast,2019,33,0
7,2,8,15,13,87,0,0,0,6,1,2,5,0,1,0,7,8,0,0,2,0,0,80,68,59,2,3,3,167,2,0,0,0,0,0,0,15,5,0,2,0,0,0,0,26,7.5,0,0,0,0,35,5,11,71,0,0,0,0,0.01583710407239819,0.009852216748768473,0.026402640264026403,0.020134228187919462,0,0,0.06,0.019230769230769232,0.06944444444444445,0.027131782945736434,0.016701461377870562,0,0,0,0.016260162601626018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.005104142241179943,Dylan Clarke,0,15519,14,Essendon,2019,26,0
