kicks,marks,handballs,disposals,effective_disposals,disposal_efficiency_percentage,goals,behinds,hitouts,tackles,rebounds,inside_fifties,clearances,clangers,free_kicks_for,free_kicks_against,contested_possessions,uncontested_possessions,contested_marks,marks_inside_fifty,one_percenters,bounces,goal_assists,time_on_ground_percentage,afl_fantasy_score,supercoach_score,centre_clearances,stoppage_clearances,score_involvements,metres_gained,turnovers,intercepts,tackles_inside_fifty,contest_def_losses,contest_def_one_on_ones,contest_off_one_on_ones,contest_off_wins,def_half_pressure_acts,effective_kicks,f50_ground_ball_gets,ground_ball_gets,hitouts_to_advantage,hitout_win_percentage,intercept_marks,marks_on_lead,pressure_acts,rating_points,ruck_contests,score_launches,shots_at_goal,spoils,match_margin,team_behinds,team_goals,team_score,aa_team,aa_squad,coaches_votes,captain,kicks_prop,marks_prop,handballs_prop,disposals_prop,goals_prop,behinds_prop,tackles_prop,inside_fifties_prop,clearances_prop,contested_possessions_prop,uncontested_possessions_prop,contested_marks_prop,marks_inside_fifty_prop,goal_assists_prop,turnovers_prop,shots_at_goal_prop,match_outcomeDraw,match_outcomeLoss,match_outcomeWin,player_positionBPL,player_positionBPR,player_positionC,player_positionCHB,player_positionCHF,player_positionFB,player_positionFF,player_positionFPL,player_positionFPR,player_positionHBFL,player_positionHBFR,player_positionHFFL,player_positionHFFR,player_positionINT,player_positionR,player_positionRK,player_positionRR,player_positionSUB,player_positionWL,player_positionWR,pred,player_name,brownlow_votes,match_id,match_round,player_team,season,pred_rank,predicted_votes
4,1,3,7,6,86,1,1,11,2,0,1,1,2,2,0,5,4,0,0,1,0,0,86,49,71,1,0,5,82,1,2,0,0,0,5,1,7,3,0,3,6,35.5,0,0,14,9.5,31,2,2,1,3,10,8,58,0,0,0,0,0.008830022075055188,0.005952380952380952,0.00946372239747634,0.00909090909090909,0.06666666666666667,0.045454545454545456,0.016129032258064516,0.008849557522123894,0.012345679012345678,0.015384615384615385,0.0091324200913242,0,0,0,0.006329113924050633,0.04,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.002192129846662283,Rory Lobb,0,15425,2,Fremantle,2019,35,0
3,1,12,15,12,80,0,0,0,4,0,2,1,6,2,2,10,5,0,0,3,0,0,77,48,59,0,1,5,118,4,3,1,0,0,2,1,2,2,1,8,0,0,0,0,18,7,0,2,0,1,3,19,7,61,0,0,0,0,0.006622516556291391,0.005952380952380952,0.03785488958990536,0.01948051948051948,0,0,0.03225806451612903,0.017699115044247787,0.012345679012345678,0.03076923076923077,0.01141552511415525,0,0,0,0.02531645569620253,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0033599636517465115,Nick Holman,0,15425,2,Gold Coast,2019,16,0
9,3,3,12,8,67,2,0,0,1,1,2,1,3,0,2,2,9,0,2,0,0,0,87,52,49,0,1,6,277,4,0,1,0,0,4,0,3,5,1,2,0,0,0,1,11,12.3,0,0,3,0,3,10,8,58,0,0,0,0,0.019867549668874173,0.017857142857142856,0.00946372239747634,0.015584415584415584,0.13333333333333333,0,0.008064516129032258,0.017699115044247787,0.012345679012345678,0.006153846153846154,0.02054794520547945,0,0.09523809523809523,0,0.02531645569620253,0.06,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.022708993405103683,Cam McCarthy,0,15425,2,Fremantle,2019,38,0
8,3,13,21,16,76,0,0,0,3,1,4,3,1,1,0,12,9,0,0,2,0,1,83,72,96,2,1,8,192,3,2,0,0,0,1,0,4,6,2,8,0,0,0,1,6,9.7,0,2,0,1,3,10,8,58,0,0,0,0,0.017660044150110375,0.017857142857142856,0.04100946372239748,0.02727272727272727,0,0,0.024193548387096774,0.035398230088495575,0.037037037037037035,0.036923076923076927,0.02054794520547945,0,0,0.1,0.0189873417721519,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.005501342471688986,Jesse Hogan,0,15425,2,Fremantle,2019,37,0
9,5,11,20,16,80,1,0,0,4,0,2,5,1,2,0,10,11,0,0,2,1,0,80,88,90,1,4,3,264,4,1,0,1,1,0,0,2,7,1,4,0,0,0,2,13,11.6,0,0,2,1,3,19,7,61,0,0,0,0,0.019867549668874173,0.02976190476190476,0.03470031545741325,0.025974025974025976,0.06666666666666667,0,0.03225806451612903,0.017699115044247787,0.06172839506172839,0.03076923076923077,0.02511415525114155,0,0,0,0.02531645569620253,0.04,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8.514797664247453e-4,Touk Miller,0,15425,2,Gold Coast,2019,21,0
5,0,7,12,5,42,0,0,0,1,2,1,0,5,0,3,8,4,0,0,4,0,0,92,24,37,0,0,0,175,5,9,0,1,1,0,0,9,2,0,8,0,0,0,0,10,2.7,0,0,0,4,3,10,8,58,0,0,0,0,0.011037527593818985,0,0.022082018927444796,0.015584415584415584,0,0,0.008064516129032258,0.008849557522123894,0,0.024615384615384615,0.0091324200913242,0,0,0,0.03164556962025317,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003175998106598854,Alex Pearce,0,15425,2,Fremantle,2019,17,0
5,2,4,9,8,89,0,0,0,2,5,0,0,1,1,0,4,5,0,0,8,0,0,100,38,60,0,0,1,77,0,8,0,0,1,0,0,4,4,0,3,0,0,2,0,5,11.5,0,0,0,8,3,10,8,58,0,0,0,0,0.011037527593818985,0.011904761904761904,0.012618296529968454,0.011688311688311689,0,0,0.016129032258064516,0,0,0.012307692307692308,0.01141552511415525,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0035216521937400103,Joel Hamling,0,15425,2,Fremantle,2019,15,0
9,6,6,15,8,53,0,3,7,1,1,2,0,1,0,0,4,11,1,2,4,0,1,84,71,65,0,0,7,221,3,0,1,0,0,1,1,1,4,0,3,1,35,0,1,13,-0.4,20,1,3,3,3,19,7,61,0,0,0,0,0.019867549668874173,0.03571428571428571,0.01892744479495268,0.01948051948051948,0,0.13636363636363635,0.008064516129032258,0.017699115044247787,0,0.012307692307692308,0.02511415525114155,0.06666666666666667,0.09523809523809523,0.1,0.0189873417721519,0.06,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8369659665040672e-4,Peter Wright,0,15425,2,Gold Coast,2019,24,0
15,7,7,22,18,82,0,0,0,2,5,5,0,1,0,1,7,13,0,0,1,1,0,88,85,93,0,0,3,486,5,6,0,0,0,0,0,8,12,0,7,0,0,1,0,10,12.3,0,1,0,1,3,19,7,61,0,0,0,0,0.033112582781456956,0.041666666666666664,0.022082018927444796,0.02857142857142857,0,0,0.016129032258064516,0.04424778761061947,0,0.021538461538461538,0.02968036529680365,0,0,0,0.03164556962025317,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011068175546824932,Lachie Weller,0,15425,2,Gold Coast,2019,8,0
19,8,7,26,18,69,0,0,0,1,6,3,3,5,0,2,10,16,1,0,1,0,0,87,93,85,0,3,1,705,9,7,0,0,0,0,0,12,12,0,6,0,0,3,1,20,10.1,0,0,0,1,3,10,8,58,0,0,0,0,0.04194260485651214,0.047619047619047616,0.022082018927444796,0.033766233766233764,0,0,0.008064516129032258,0.02654867256637168,0.037037037037037035,0.03076923076923077,0.0365296803652968,0.06666666666666667,0,0,0.056962025316455694,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.03903139382600784,Ed Langdon,0,15425,2,Fremantle,2019,7,0
9,5,5,14,11,79,0,0,0,1,4,0,4,2,0,2,6,9,1,0,8,0,0,86,50,78,0,4,3,276,3,5,0,1,2,0,0,9,7,0,5,0,0,4,0,9,12.4,0,2,0,6,3,10,8,58,0,0,0,0,0.019867549668874173,0.02976190476190476,0.015772870662460567,0.01818181818181818,0,0,0.008064516129032258,0,0.04938271604938271,0.018461538461538463,0.02054794520547945,0.06666666666666667,0,0,0.0189873417721519,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0028202030807733536,Ethan Hughes,0,15425,2,Fremantle,2019,18,0
5,4,11,16,14,88,0,0,0,2,1,1,3,1,0,1,7,10,0,0,2,0,0,75,54,62,0,3,1,142,1,2,1,0,0,0,0,10,5,0,6,0,0,0,0,21,8.3,0,0,0,0,3,10,8,58,0,0,0,0,0.011037527593818985,0.023809523809523808,0.03470031545741325,0.02077922077922078,0,0,0.016129032258064516,0.008849557522123894,0.037037037037037035,0.021538461538461538,0.0228310502283105,0,0,0,0.006329113924050633,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-5.915586370974779e-6,Darcy Tucker,0,15425,2,Fremantle,2019,25,0
7,5,7,14,10,71,0,0,0,7,0,1,2,4,1,0,5,9,0,1,0,0,0,76,79,54,0,2,3,211,4,0,2,0,0,1,0,2,3,0,4,0,0,0,1,21,4.4,0,1,1,0,3,19,7,61,0,0,0,0,0.01545253863134658,0.02976190476190476,0.022082018927444796,0.01818181818181818,0,0,0.056451612903225805,0.008849557522123894,0.024691358024691357,0.015384615384615385,0.02054794520547945,0,0.047619047619047616,0,0.02531645569620253,0.02,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.003049573628231883,Darcy MacPherson,0,15425,2,Gold Coast,2019,36,0
9,8,9,18,15,83,0,0,0,3,4,1,0,4,1,2,8,9,2,0,7,0,0,96,76,86,0,0,1,241,4,9,0,0,2,0,0,7,7,0,5,0,0,4,0,12,6.8,0,0,0,7,3,19,7,61,0,0,0,0,0.019867549668874173,0.047619047619047616,0.028391167192429023,0.023376623376623377,0,0,0.024193548387096774,0.008849557522123894,0,0.024615384615384615,0.02054794520547945,0.13333333333333333,0,0,0.02531645569620253,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005192477256059647,Sam Collins,0,15425,2,Gold Coast,2019,10,0
11,4,6,17,9,53,0,0,0,2,8,0,1,4,0,0,4,13,0,0,8,0,0,80,65,77,0,1,2,318,3,6,0,0,2,0,0,7,6,0,4,0,0,3,0,10,11.9,0,1,0,7,3,19,7,61,0,0,0,0,0.024282560706401765,0.023809523809523808,0.01892744479495268,0.02207792207792208,0,0,0.016129032258064516,0,0.012345679012345678,0.012307692307692308,0.02968036529680365,0,0,0,0.0189873417721519,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.004473614040762186,Jesse Joyce,0,15425,2,Gold Coast,2019,13,0
15,2,10,25,13,52,0,0,0,3,1,5,3,2,0,0,11,13,0,0,4,1,0,80,83,86,1,2,4,299,4,3,0,0,0,0,0,6,6,3,9,0,0,0,0,19,12.3,0,1,1,1,3,19,7,61,0,0,0,0,0.033112582781456956,0.011904761904761904,0.031545741324921134,0.032467532467532464,0,0,0.024193548387096774,0.04424778761061947,0.037037037037037035,0.033846153846153845,0.02968036529680365,0,0,0,0.02531645569620253,0.02,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0042839269153773785,Brayden Fiorini,0,15425,2,Gold Coast,2019,14,0
11,4,16,27,20,74,0,0,0,6,0,7,3,4,0,1,11,18,1,0,4,0,0,80,98,111,1,2,7,295,3,3,2,0,0,0,0,9,8,0,8,0,0,1,0,25,13.9,0,3,0,2,3,19,7,61,0,0,1,0,0.024282560706401765,0.023809523809523808,0.050473186119873815,0.03506493506493506,0,0,0.04838709677419355,0.061946902654867256,0.037037037037037035,0.033846153846153845,0.0410958904109589,0.06666666666666667,0,0,0.0189873417721519,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.034607477486133575,Jack Bowes,0,15425,2,Gold Coast,2019,42,0
10,2,5,15,12,80,0,0,0,3,2,3,0,1,0,0,4,8,1,0,0,0,1,77,58,78,0,0,2,295,6,6,0,2,2,0,0,10,8,0,3,0,0,1,0,10,6.5,0,1,0,0,3,10,8,58,0,0,0,0,0.02207505518763797,0.011904761904761904,0.015772870662460567,0.01948051948051948,0,0,0.024193548387096774,0.02654867256637168,0,0.012307692307692308,0.0182648401826484,0.06666666666666667,0,0.1,0.0379746835443038,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0013764620525762439,Luke Ryan,0,15425,2,Fremantle,2019,31,0
3,0,3,6,1,17,0,0,37,2,1,0,3,4,0,2,6,1,0,0,1,0,0,80,54,54,1,2,1,27,2,1,0,0,0,1,0,9,0,0,3,11,55.2,0,0,12,5.8,67,1,0,0,3,10,8,58,0,0,0,0,0.006622516556291391,0,0.00946372239747634,0.007792207792207792,0,0,0.016129032258064516,0,0.037037037037037035,0.018461538461538463,0.00228310502283105,0,0,0,0.012658227848101266,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-4.280544235371053e-4,Sean Darcy,0,15425,2,Fremantle,2019,28,0
4,1,9,13,13,100,0,0,0,9,0,2,1,1,3,1,6,8,0,0,2,0,1,67,69,74,0,1,1,201,3,3,1,0,0,0,0,12,4,0,3,0,0,0,0,26,13.1,0,0,0,0,3,10,8,58,0,0,0,0,0.008830022075055188,0.005952380952380952,0.028391167192429023,0.016883116883116882,0,0,0.07258064516129033,0.017699115044247787,0.012345679012345678,0.018461538461538463,0.0182648401826484,0,0,0.1,0.0189873417721519,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.03202613815665245,Bailey Banfield,0,15425,2,Fremantle,2019,41,0
5,0,8,13,7,54,0,1,0,10,0,2,1,3,1,0,7,6,0,0,2,0,0,69,73,62,0,1,3,187,2,1,2,0,0,1,0,15,1,3,5,0,0,0,0,29,4.9,0,1,1,1,3,10,8,58,0,0,0,0,0.011037527593818985,0,0.025236593059936908,0.016883116883116882,0,0.045454545454545456,0.08064516129032258,0.017699115044247787,0.012345679012345678,0.021538461538461538,0.0136986301369863,0,0,0,0.012658227848101266,0.02,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.03636334091424942,Andrew Brayshaw,0,15425,2,Fremantle,2019,43,0
9,2,5,14,10,71,0,0,0,0,5,1,1,3,1,0,5,8,0,0,1,0,0,81,44,43,1,0,2,255,4,6,0,0,0,0,0,8,5,0,4,0,0,1,0,12,5.6,0,1,0,1,3,10,8,58,0,0,0,0,0.019867549668874173,0.011904761904761904,0.015772870662460567,0.01818181818181818,0,0,0,0.008849557522123894,0.012345679012345678,0.015384615384615385,0.0182648401826484,0,0,0,0.02531645569620253,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-4.280544235371053e-4,Adam Cerra,0,15425,2,Fremantle,2019,29,0
10,1,6,16,16,100,0,0,0,1,2,1,0,2,0,2,7,7,0,0,2,0,0,93,43,66,0,0,4,241,0,10,0,1,4,0,0,4,10,0,6,0,0,0,0,5,9.7,0,2,0,1,3,19,7,61,0,0,0,0,0.02207505518763797,0.005952380952380952,0.01892744479495268,0.02077922077922078,0,0,0.008064516129032258,0.008849557522123894,0,0.021538461538461538,0.01598173515981735,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004550100304186344,Charlie Ballard,0,15425,2,Gold Coast,2019,11,0
12,4,9,21,13,62,0,1,0,2,0,3,1,3,2,1,9,15,0,0,2,0,0,87,74,69,0,1,5,289,2,5,0,0,0,0,0,3,8,0,5,0,0,0,0,10,2.9,0,1,1,1,3,19,7,61,0,0,0,0,0.026490066225165563,0.023809523809523808,0.028391167192429023,0.02727272727272727,0,0.045454545454545456,0.016129032258064516,0.02654867256637168,0.012345679012345678,0.027692307692307693,0.03424657534246575,0,0,0,0.012658227848101266,0.02,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.0019017313607037067,Wil Powell,0,15425,2,Gold Coast,2019,34,0
8,6,4,12,8,67,0,1,0,3,0,3,0,2,0,1,4,8,0,2,2,0,1,88,60,61,0,0,5,191,2,0,1,0,0,0,0,1,4,2,4,0,0,0,2,16,3.6,0,0,1,2,3,19,7,61,0,0,0,0,0.017660044150110375,0.03571428571428571,0.012618296529968454,0.015584415584415584,0,0.045454545454545456,0.024193548387096774,0.02654867256637168,0,0.012307692307692308,0.0182648401826484,0,0.09523809523809523,0.1,0.012658227848101266,0.02,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0013997213682159781,Chris Burgess,0,15425,2,Gold Coast,2019,32,0
6,2,1,7,2,29,0,2,0,2,0,2,0,3,0,1,1,6,0,0,0,0,0,67,33,16,0,0,3,171,3,0,0,0,0,0,0,2,2,1,1,0,0,0,0,9,-3.6,0,0,3,0,3,19,7,61,0,0,0,0,0.013245033112582781,0.011904761904761904,0.0031545741324921135,0.00909090909090909,0,0.09090909090909091,0.016129032258064516,0.017699115044247787,0,0.003076923076923077,0.0136986301369863,0,0,0,0.0189873417721519,0.06,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0014024835545569658,Jack Lukosius,0,15425,2,Gold Coast,2019,20,0
6,1,7,13,5,39,0,1,0,3,1,2,2,4,0,0,6,7,0,0,2,0,0,67,48,34,0,2,4,150,2,0,1,0,0,2,0,3,2,1,6,0,0,0,1,14,4.7,0,1,2,1,3,10,8,58,0,0,0,0,0.013245033112582781,0.005952380952380952,0.022082018927444796,0.016883116883116882,0,0.045454545454545456,0.024193548387096774,0.017699115044247787,0.024691358024691357,0.018461538461538463,0.01598173515981735,0,0,0,0.012658227848101266,0.04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-4.280544235371053e-4,Lachie Schultz,0,15425,2,Fremantle,2019,30,0
12,6,5,17,14,82,1,1,0,1,0,4,0,4,0,2,2,15,0,1,0,0,2,91,69,80,0,0,9,385,3,0,0,0,0,1,0,0,9,0,2,0,0,0,3,5,7.6,0,0,3,0,24,15,14,99,0,1,1,0,0.0273972602739726,0.030456852791878174,0.017857142857142856,0.023676880222841225,0.041666666666666664,0.04,0.008849557522123894,0.0392156862745098,0,0.0076045627376425855,0.034324942791762014,0,0.04,0.1111111111111111,0.02727272727272727,0.05172413793103448,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0861567035317421,Gary Ablett,0,15426,3,Geelong,2019,9,0
8,2,7,15,10,67,0,1,0,4,0,4,1,3,1,2,4,10,0,1,0,1,3,83,56,66,0,1,7,239,3,2,1,0,0,2,0,3,4,1,4,0,0,0,1,13,7.3,0,1,1,0,24,15,10,75,0,0,0,0,0.0182648401826484,0.01015228426395939,0.025,0.020891364902506964,0,0.04,0.035398230088495575,0.0392156862745098,0.014492753623188406,0.015209125475285171,0.02288329519450801,0,0.04,0.16666666666666666,0.02727272727272727,0.017241379310344827,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.005825091153383255,Eddie Betts,0,15426,3,Adelaide,2019,39,0
5,5,11,16,13,81,0,0,0,3,1,0,0,4,1,1,6,10,0,0,2,0,0,81,62,46,0,0,2,121,2,1,0,0,0,1,0,11,4,0,4,0,0,0,0,19,6.5,0,0,0,2,24,15,14,99,0,0,0,1,0.01141552511415525,0.025380710659898477,0.039285714285714285,0.022284122562674095,0,0,0.02654867256637168,0,0,0.022813688212927757,0.02288329519450801,0,0,0,0.01818181818181818,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.005133455619215965,Joel Selwood,0,15426,3,Geelong,2019,20,0
19,5,8,27,17,63,0,0,0,4,4,4,3,6,1,1,8,14,1,0,0,0,0,73,102,67,1,2,1,526,11,5,0,0,0,0,0,8,10,1,5,0,0,1,0,9,2,0,1,2,0,24,15,10,75,0,0,0,0,0.04337899543378995,0.025380710659898477,0.02857142857142857,0.037604456824512536,0,0,0.035398230088495575,0.0392156862745098,0.043478260869565216,0.030418250950570342,0.032036613272311214,0.041666666666666664,0,0,0.1,0.034482758620689655,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.08872652053833,Bryce Gibbs,0,15426,3,Adelaide,2019,2,2
7,5,3,10,9,90,2,0,0,0,0,0,0,1,0,1,7,4,1,2,0,0,1,95,51,69,0,0,6,135,1,0,0,0,0,2,1,1,6,1,5,0,0,0,2,6,11.5,7,0,2,0,24,15,14,99,1,1,0,0,0.01598173515981735,0.025380710659898477,0.010714285714285714,0.013927576601671309,0.08333333333333333,0,0,0,0,0.026615969581749048,0.009153318077803204,0.041666666666666664,0.08,0.05555555555555555,0.00909090909090909,0.034482758620689655,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.017524220049381256,Tom Hawkins,0,15426,3,Geelong,2019,16,0
8,2,5,13,10,77,0,0,0,2,1,5,2,2,0,0,4,9,0,0,2,2,0,78,48,49,0,2,6,287,3,1,0,0,0,1,0,4,5,1,4,0,0,0,0,13,9.6,0,1,0,2,24,15,10,75,0,0,0,0,0.0182648401826484,0.01015228426395939,0.017857142857142856,0.018105849582172703,0,0,0.017699115044247787,0.049019607843137254,0.028985507246376812,0.015209125475285171,0.020594965675057208,0,0,0,0.02727272727272727,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0021677864715456963,David Mackay,0,15426,3,Adelaide,2019,22,0
11,5,3,14,12,86,0,0,0,1,5,1,0,1,1,0,6,7,1,0,3,0,0,86,59,76,0,0,2,315,2,7,0,1,3,0,0,8,9,0,4,0,0,2,0,10,8.6,0,1,0,3,24,15,14,99,0,0,0,0,0.02511415525114155,0.025380710659898477,0.010714285714285714,0.019498607242339833,0,0,0.008849557522123894,0.00980392156862745,0,0.022813688212927757,0.016018306636155607,0.041666666666666664,0,0,0.01818181818181818,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005175062920898199,Lachie Henderson,0,15426,3,Geelong,2019,19,0
9,6,3,12,8,67,1,0,0,4,3,1,1,2,0,0,5,7,2,0,1,0,0,90,73,75,0,1,4,213,3,5,0,1,3,0,0,7,6,0,3,0,0,3,0,8,7.7,0,3,1,1,24,15,14,99,0,0,0,0,0.02054794520547945,0.030456852791878174,0.010714285714285714,0.016713091922005572,0.041666666666666664,0,0.035398230088495575,0.00980392156862745,0.014492753623188406,0.019011406844106463,0.016018306636155607,0.08333333333333333,0,0,0.02727272727272727,0.017241379310344827,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003431954188272357,Harry Taylor,0,15426,3,Geelong,2019,21,0
21,7,11,32,22,69,1,1,0,7,2,12,10,5,0,3,16,17,1,1,2,0,1,84,132,128,4,6,11,746,8,2,0,0,0,0,0,9,14,0,10,0,0,0,1,17,20.3,0,2,3,1,24,15,14,99,1,1,10,0,0.04794520547945205,0.03553299492385787,0.039285714285714285,0.04456824512534819,0.041666666666666664,0.04,0.061946902654867256,0.11764705882352941,0.14492753623188406,0.060836501901140684,0.038901601830663615,0.041666666666666664,0.04,0.05555555555555555,0.07272727272727272,0.05172413793103448,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.963475227355957,Patrick Dangerfield,3,15426,3,Geelong,2019,1,3
5,4,2,7,5,71,1,1,0,0,0,3,0,2,0,1,5,3,2,1,1,0,0,84,35,46,0,0,5,199,2,0,0,0,1,4,2,0,3,2,2,0,0,0,0,7,6.1,0,0,2,0,24,15,10,75,0,0,0,0,0.01141552511415525,0.02030456852791878,0.007142857142857143,0.009749303621169917,0.041666666666666664,0.04,0,0.029411764705882353,0,0.019011406844106463,0.006864988558352402,0.08333333333333333,0.04,0,0.01818181818181818,0.034482758620689655,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.422551814466715e-4,Taylor Walker,0,15426,3,Adelaide,2019,35,0
15,5,11,26,19,73,1,2,0,8,1,4,5,3,1,1,8,16,1,2,1,0,0,86,120,107,1,4,7,399,3,1,2,0,0,0,0,8,9,0,4,0,0,1,0,21,13.1,0,2,3,1,24,15,10,75,0,0,3,1,0.03424657534246575,0.025380710659898477,0.039285714285714285,0.036211699164345405,0.041666666666666664,0.08,0.07079646017699115,0.0392156862745098,0.07246376811594203,0.030418250950570342,0.036613272311212815,0.041666666666666664,0.08,0,0.02727272727272727,0.05172413793103448,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.30619171261787415,Rory Sloane,0,15426,3,Adelaide,2019,5,0
17,11,5,22,20,91,0,0,0,3,4,5,0,1,0,1,7,14,1,0,1,1,0,93,103,118,0,0,5,382,1,6,0,0,2,0,0,9,16,1,5,0,0,2,0,11,11.7,0,3,0,1,24,15,14,99,0,0,2,0,0.03881278538812785,0.05583756345177665,0.017857142857142856,0.03064066852367688,0,0,0.02654867256637168,0.049019607843137254,0,0.026615969581749048,0.032036613272311214,0.041666666666666664,0,0,0.00909090909090909,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.03424442186951637,Mitch Duncan,0,15426,3,Geelong,2019,12,0
5,3,1,6,5,83,2,1,0,2,0,1,0,0,0,0,4,2,2,2,1,0,0,80,47,67,0,0,4,125,1,0,0,0,0,3,2,4,4,1,2,0,0,0,0,9,7.5,0,0,3,1,24,15,14,99,0,0,0,0,0.01141552511415525,0.015228426395939087,0.0035714285714285713,0.008356545961002786,0.08333333333333333,0.04,0.017699115044247787,0.00980392156862745,0,0.015209125475285171,0.004576659038901602,0.08333333333333333,0.08,0,0.00909090909090909,0.05172413793103448,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.146576488390565e-4,Gary Rohan,0,15426,3,Geelong,2019,28,0
9,2,3,12,7,58,0,1,32,3,0,2,3,5,4,2,8,3,1,0,2,0,1,81,82,74,0,3,4,219,2,3,0,0,0,0,0,7,4,0,2,10,50,1,0,10,6.7,64,3,1,2,24,15,14,99,0,0,1,0,0.02054794520547945,0.01015228426395939,0.010714285714285714,0.016713091922005572,0,0.04,0.02654867256637168,0.0196078431372549,0.043478260869565216,0.030418250950570342,0.006864988558352402,0.041666666666666664,0,0.05555555555555555,0.01818181818181818,0.017241379310344827,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.01926986128091812,Rhys Stanley,0,15426,3,Geelong,2019,14,0
21,8,5,26,15,58,2,3,0,1,0,9,2,2,2,0,7,19,0,1,0,0,1,88,118,121,0,2,11,563,5,1,0,0,0,0,0,3,11,2,4,0,0,0,1,8,11.7,0,2,6,0,24,15,10,75,0,0,0,0,0.04794520547945205,0.04060913705583756,0.017857142857142856,0.036211699164345405,0.08333333333333333,0.12,0.008849557522123894,0.08823529411764706,0.028985507246376812,0.026615969581749048,0.043478260869565216,0,0.04,0.05555555555555555,0.045454545454545456,0.10344827586206896,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.29867520928382874,Tom Lynch,0,15426,3,Adelaide,2019,6,0
