kicks,marks,handballs,disposals,effective_disposals,disposal_efficiency_percentage,goals,behinds,hitouts,tackles,rebounds,inside_fifties,clearances,clangers,free_kicks_for,free_kicks_against,contested_possessions,uncontested_possessions,contested_marks,marks_inside_fifty,one_percenters,bounces,goal_assists,time_on_ground_percentage,afl_fantasy_score,supercoach_score,centre_clearances,stoppage_clearances,score_involvements,metres_gained,turnovers,intercepts,tackles_inside_fifty,contest_def_losses,contest_def_one_on_ones,contest_off_one_on_ones,contest_off_wins,def_half_pressure_acts,effective_kicks,f50_ground_ball_gets,ground_ball_gets,hitouts_to_advantage,hitout_win_percentage,intercept_marks,marks_on_lead,pressure_acts,rating_points,ruck_contests,score_launches,shots_at_goal,spoils,match_margin,team_behinds,team_goals,team_score,aa_team,aa_squad,coaches_votes,captain,num_games,kicks_prop,marks_prop,handballs_prop,disposals_prop,goals_prop,behinds_prop,tackles_prop,inside_fifties_prop,clearances_prop,contested_possessions_prop,uncontested_possessions_prop,contested_marks_prop,marks_inside_fifty_prop,goal_assists_prop,turnovers_prop,shots_at_goal_prop,match_outcome_Loss,match_outcome_Win,player_position_final_C,player_position_final_F,player_position_final_HB,player_position_final_HF,player_position_final_INT,player_position_final_RK,player_position_final_W,pred,player_name,brownlow_votes,match_id,match_round,player_team,season,pred_rank,predicted_votes
10,3,4,14,9,64,1,0,0,9,0,1,2,2,2,1,6,8,0,0,1,0,0,75,88,104,1,1,2,106,1,3,4,0,0,2,0,3,6,1,3,0,0,0,0,24,8.5,0,0,2,1,3,5,7,47,0,0,4,0,56,0.027700831024930747,0.018292682926829267,0.018018018018018018,0.024013722126929673,0.07692307692307693,0,0.09090909090909091,0.011904761904761904,0.03636363636363636,0.026905829596412557,0.022988505747126436,0,0,0,0.009345794392523364,0.06666666666666667,0,1,0,0,0,1,0,0,0,0.9760463833808899,Brandan Parfitt,0,15708,4,Geelong,2020,8,0
10,5,5,15,12,80,0,0,0,0,2,2,0,2,0,2,3,12,0,0,3,0,0,76,49,68,0,0,3,217,1,4,0,1,2,0,0,4,7,0,3,0,0,1,0,5,5.6,0,0,0,3,2,13,6,49,0,0,0,0,56,0.030120481927710843,0.03597122302158273,0.020161290322580645,0.02586206896551724,0,0,0,0.027777777777777776,0,0.013824884792626729,0.0332409972299169,0,0,0,0.011111111111111112,0,0,1,0,0,1,0,0,0,0,0.005238225683569908,Bailey Williams,0,15843,16,Western Bulldogs,2020,39,0
12,2,9,21,10,48,0,1,0,4,2,4,5,5,1,2,10,11,0,1,0,0,0,87,72,75,3,2,8,471,8,2,1,0,1,2,1,8,4,1,8,0,0,0,0,14,7.3,0,3,2,0,2,11,11,77,1,1,0,0,251,0.03550295857988166,0.014925373134328358,0.0481283422459893,0.04,0,0.07692307692307693,0.038461538461538464,0.05,0.08064516129032258,0.044444444444444446,0.03728813559322034,0,0.04,0,0.06779661016949153,0.0425531914893617,1,0,1,0,0,0,0,0,0,0.3609984517097473,Patrick Dangerfield,0,15663,3,Geelong,2020,8,0
10,5,1,11,6,55,1,0,0,2,0,5,1,3,2,1,7,4,2,1,2,0,0,88,60,66,0,1,3,275,4,2,1,0,0,3,2,0,6,1,1,0,0,1,0,9,6.9,0,0,2,1,48,5,6,41,1,1,0,0,41,0.026737967914438502,0.031055900621118012,0.004761904761904762,0.018835616438356163,0.05263157894736842,0,0.023255813953488372,0.05952380952380952,0.017241379310344827,0.029914529914529916,0.011834319526627219,0.07692307692307693,0.05555555555555555,0,0.039603960396039604,0.05,1,0,0,1,0,0,0,0,0,0.05995751917362213,Liam Ryan,0,15703,4,West Coast,2020,14,0
5,3,3,8,7,88,0,0,0,0,1,1,0,0,0,0,1,6,0,0,2,0,0,88,30,49,0,0,0,84,1,3,0,0,1,0,0,1,4,1,1,0,0,0,1,2,4.3,0,0,0,2,20,10,13,88,0,0,0,0,132,0.013966480446927373,0.0196078431372549,0.014423076923076924,0.014134275618374558,0,0,0,0.011111111111111112,0,0.004273504273504274,0.017964071856287425,0,0,0,0.009174311926605505,0,0,1,0,0,0,0,0,0,0,0.0025396242272108793,Ryan Lester,0,15753,7,Brisbane Lions,2020,27,0
17,2,4,21,14,67,0,0,0,2,3,0,2,2,0,0,7,10,0,1,0,0,0,88,73,83,0,2,4,457,3,6,0,0,0,0,0,3,10,0,7,0,0,0,0,5,9.8,0,1,1,0,22,10,6,46,0,0,0,0,58,0.04497354497354497,0.013333333333333334,0.016129032258064516,0.03354632587859425,0,0,0.0196078431372549,0,0.03508771929824561,0.030042918454935622,0.026041666666666668,0,0.07692307692307693,0,0.024,0.030303030303030304,1,0,0,0,1,0,0,0,0,0.12153452634811401,Jack Bowes,0,15856,17,Gold Coast,2020,13,0
11,5,5,16,13,81,0,0,0,2,3,1,0,0,0,0,3,13,1,0,2,0,0,84,66,85,0,0,1,110,3,3,0,0,0,0,0,8,8,0,2,0,0,1,0,9,2.2,0,1,0,1,30,5,5,35,0,0,0,0,126,0.02849740932642487,0.028901734104046242,0.01639344262295082,0.023154848046309694,0,0,0.023255813953488372,0.011627906976744186,0,0.012987012987012988,0.02869757174392936,0.058823529411764705,0,0,0.024793388429752067,0,1,0,0,0,0,0,0,0,0,-0.003961829002946615,Marley Williams,0,15825,13,North Melbourne,2020,32,0
6,2,3,9,7,78,0,0,14,0,0,0,2,2,0,1,2,7,0,0,4,0,0,97,41,73,1,1,2,120,1,0,0,1,1,0,0,2,5,0,2,6,23.3,0,2,6,8.8,60,0,0,4,5,9,7,51,0,0,0,0,37,0.016216216216216217,0.017391304347826087,0.01276595744680851,0.01487603305785124,0,0,0,0,0.029850746268656716,0.007751937984496124,0.02147239263803681,0,0,0,0.00684931506849315,0,0,1,0,0,0,0,0,1,0,0.024737989529967308,Tim English,0,15760,8,Western Bulldogs,2020,20,0
11,6,5,16,11,69,2,0,0,3,2,4,1,2,0,1,7,8,1,1,0,0,0,79,82,115,0,1,5,301,4,4,2,0,0,0,0,2,7,3,6,0,0,2,0,14,15.5,0,0,3,0,3,7,9,61,0,0,5,0,29,0.03125,0.03896103896103896,0.022727272727272728,0.027972027972027972,0.1111111111111111,0,0.031578947368421054,0.04819277108433735,0.02127659574468085,0.030434782608695653,0.023809523809523808,0.037037037037037035,0.045454545454545456,0,0.03278688524590164,0.075,1,0,0,1,0,0,0,0,0,1.3197917938232422,Sam Walsh,2,15756,7,Carlton,2020,2,2
14,5,3,17,15,88,0,0,0,2,7,1,0,3,1,0,3,8,0,0,6,0,1,94,72,115,0,0,2,360,2,4,0,1,3,0,0,5,13,0,2,0,0,1,0,5,8.3,0,0,0,6,56,4,16,100,0,0,0,0,142,0.03899721448467967,0.03597122302158273,0.010830324909747292,0.026729559748427674,0,0,0.02564102564102564,0.012345679012345678,0,0.012396694214876033,0.02040816326530612,0,0,0.07142857142857142,0.014598540145985401,0,0,1,0,0,0,0,0,0,0,0.06570644676685333,Steven May,0,15811,12,Melbourne,2020,14,0
8,3,7,15,9,60,0,2,0,3,1,3,0,5,0,1,7,9,0,0,0,0,0,81,58,70,0,0,6,182,4,2,1,1,1,3,0,3,3,2,7,0,0,0,2,18,5.5,0,1,2,0,32,14,13,92,0,0,0,0,48,0.0223463687150838,0.026785714285714284,0.03111111111111111,0.025728987993138937,0,0.13333333333333333,0.02631578947368421,0.030612244897959183,0,0.025735294117647058,0.030100334448160536,0,0,0,0.02857142857142857,0.043478260869565216,0,1,0,1,0,0,0,0,0,0.018123652786016464,Ben Ainsworth,0,15754,7,Gold Coast,2020,24,0
6,4,3,9,6,67,0,0,0,2,0,1,0,1,0,0,2,7,0,0,1,0,0,78,44,44,0,0,2,148,4,0,2,0,0,0,0,0,3,0,2,0,0,0,0,11,2.5,0,0,1,0,52,9,7,51,0,0,0,0,6,0.016260162601626018,0.03278688524590164,0.01293103448275862,0.014975041597337771,0,0,0.020618556701030927,0.010638297872340425,0,0.00816326530612245,0.02064896755162242,0,0,0,0.032520325203252036,0.02631578947368421,1,0,0,1,0,0,0,0,0,-0.0028642916586250067,Rhylee West,0,15750,6,Western Bulldogs,2020,31,0
13,2,4,17,10,59,0,0,0,0,4,1,1,4,0,1,6,7,0,0,3,0,1,78,50,69,0,1,1,368,3,3,0,0,3,0,0,2,7,0,6,0,0,0,0,4,6.3,0,1,0,3,17,9,9,63,0,0,0,0,66,0.036011080332409975,0.014492753623188406,0.014760147601476014,0.02689873417721519,0,0,0,0.011904761904761904,0.015151515151515152,0.023076923076923078,0.01928374655647383,0,0,0.08333333333333333,0.022727272727272728,0,0,1,0,0,0,0,0,0,0,0.001683796406723559,Ryan Burton,0,15748,6,Port Adelaide,2020,35,0
1,0,3,4,4,100,0,0,0,0,1,0,0,3,0,2,3,2,0,0,3,0,0,73,3,25,0,0,0,46,0,3,0,1,2,0,0,5,1,0,2,0,0,0,0,5,4.4,0,0,0,1,32,14,13,92,0,0,0,0,25,0.002793296089385475,0,0.013333333333333334,0.00686106346483705,0,0,0,0,0,0.011029411764705883,0.006688963210702341,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.003065307391807437,Wil Powell,0,15754,7,Gold Coast,2020,31,0
7,3,6,13,10,77,1,0,0,3,0,3,4,1,0,1,9,3,1,0,2,1,0,77,57,91,3,1,3,144,1,1,0,0,0,1,1,10,6,0,8,0,0,0,0,14,13.4,0,1,1,0,18,7,11,73,0,0,0,0,86,0.0196078431372549,0.017241379310344827,0.030303030303030304,0.023423423423423424,0.05263157894736842,0,0.0410958904109589,0.0410958904109589,0.08333333333333333,0.04477611940298507,0.0084985835694051,0.037037037037037035,0,0,0.009615384615384616,0.023809523809523808,0,1,0,1,0,0,0,0,0,0.019455019384622574,Jade Gresham,0,15719,5,St Kilda,2020,22,0
5,0,6,11,6,55,0,0,0,0,1,0,0,0,0,0,6,5,0,0,0,0,1,53,27,64,0,0,2,178,0,3,0,0,0,0,0,2,2,3,6,0,0,0,0,3,5.4,0,2,0,0,27,10,6,46,0,0,0,0,197,0.014619883040935672,0,0.028985507246376812,0.020036429872495445,0,0,0,0,0,0.025210084033613446,0.017123287671232876,0,0,0.07692307692307693,0,0,1,0,0,0,0,0,0,0,1,-0.012301228940486908,Mitch Robinson,0,15742,6,Brisbane Lions,2020,38,0
9,2,5,14,10,71,0,0,0,2,2,1,0,0,2,0,7,7,0,0,4,0,0,98,53,72,0,0,3,199,2,6,0,0,1,0,0,5,6,0,5,0,0,0,0,6,6.2,0,1,0,3,21,10,6,46,0,0,0,0,89,0.026865671641791045,0.017391304347826087,0.02032520325203252,0.024096385542168676,0,0,0.01818181818181818,0.012658227848101266,0,0.028688524590163935,0.02127659574468085,0,0,0,0.015384615384615385,0,1,0,0,0,0,0,0,0,0,0.008332938887178898,Jake Lever,0,15837,15,Melbourne,2020,30,0
10,2,8,18,15,83,0,1,0,7,0,2,1,2,3,1,7,10,0,1,0,0,0,91,81,102,0,1,3,268,3,6,0,0,0,0,0,16,8,1,5,0,0,1,0,29,9.7,0,2,1,0,32,3,17,105,0,0,0,0,119,0.029154518950437316,0.013513513513513514,0.042328042328042326,0.03383458646616541,0,0.1111111111111111,0.09722222222222222,0.025,0.015873015873015872,0.034653465346534656,0.03115264797507788,0,0.038461538461538464,0,0.03,0.023255813953488372,0,1,1,0,0,0,0,0,0,0.508605420589447,Josh Kelly,0,15619,1,Greater Western Sydney,2020,8,0
9,7,8,17,14,82,0,0,0,2,1,0,1,1,0,1,7,13,1,0,10,0,0,91,69,96,0,1,3,109,1,6,0,1,1,0,0,5,6,0,3,0,0,1,0,6,10.4,0,1,0,7,38,7,14,91,1,1,0,0,141,0.026239067055393587,0.05223880597014925,0.028469750889679714,0.027243589743589744,0,0,0.018518518518518517,0,0.01639344262295082,0.03017241379310345,0.03333333333333333,0.06666666666666667,0,0,0.01,0,0,1,0,0,1,0,0,0,0,0.08171703666448593,Nick Haynes,0,15830,14,Greater Western Sydney,2020,13,0
12,9,14,26,20,77,1,1,0,1,2,5,0,4,0,1,4,22,0,1,1,0,0,95,99,114,0,0,4,407,5,3,0,0,0,0,0,11,9,1,4,0,0,0,1,15,10.2,0,0,2,0,32,9,3,27,0,0,0,0,206,0.03287671232876712,0.05660377358490566,0.04878048780487805,0.03987730061349693,0.09090909090909091,0.09090909090909091,0.012195121951219513,0.06329113924050633,0,0.017316017316017316,0.053268765133171914,0,0.07692307692307693,0,0.03759398496240601,0.06060606060606061,1,0,0,0,0,0,0,0,1,0.4949963092803955,Isaac Smith,0,15743,6,Hawthorn,2020,6,0
5,2,1,6,3,50,0,0,0,0,1,1,0,3,0,1,1,4,0,0,1,0,0,66,20,11,0,0,0,193,3,1,0,0,0,0,0,1,2,0,1,0,0,0,0,2,-0.3,0,0,0,1,9,5,6,41,0,0,0,0,3,0.01488095238095238,0.014925373134328358,0.004219409282700422,0.010471204188481676,0,0,0,0.012048192771084338,0,0.004132231404958678,0.012779552715654952,0,0,0,0.0234375,0,1,0,0,0,0,0,1,0,0,-0.001162781030870974,Matthew Ling,0,15783,10,Sydney,2020,32,0
4,2,4,8,6,75,0,0,0,3,0,1,0,0,0,0,5,3,0,0,0,0,1,79,38,52,0,0,2,104,1,1,0,0,0,0,0,5,2,2,5,0,0,0,0,16,7.1,0,0,1,0,28,11,9,65,0,0,0,0,5,0.0125,0.016260162601626018,0.014760147601476014,0.01353637901861252,0,0,0.019867549668874173,0.014285714285714285,0,0.02066115702479339,0.008695652173913044,0,0,0.1111111111111111,0.009523809523809525,0.02631578947368421,0,1,0,1,0,0,0,0,0,0.009361731819808483,Brad Close,0,15822,13,Geelong,2020,26,0
4,2,2,6,4,67,1,1,0,0,0,0,1,2,0,1,2,4,0,1,2,0,0,82,26,31,0,1,4,84,1,0,0,0,0,1,0,0,2,1,1,0,0,0,0,1,0.9,4,1,2,1,61,5,7,47,0,0,0,0,91,0.011527377521613832,0.015748031496062992,0.00823045267489712,0.010169491525423728,0.041666666666666664,0.14285714285714285,0,0,0.015625,0.008097165991902834,0.011428571428571429,0,0.07142857142857142,0,0.007462686567164179,0.04878048780487805,1,0,0,1,0,0,0,0,0,-0.0181113388389349,Jonathon Patton,0,15649,2,Hawthorn,2020,30,0
10,2,9,19,14,74,0,1,0,3,1,4,4,3,0,1,8,11,0,0,1,0,2,76,64,90,0,4,7,313,1,0,1,0,0,0,0,9,8,2,7,0,0,0,0,19,10.2,0,1,1,1,48,11,13,89,1,1,1,0,268,0.026737967914438502,0.012422360248447204,0.04285714285714286,0.032534246575342464,0,0.07692307692307693,0.03488372093023256,0.047619047619047616,0.06896551724137931,0.03418803418803419,0.03254437869822485,0,0,0.2,0.009900990099009901,0.025,0,1,1,0,0,0,0,0,0,0.30741071701049805,Travis Boak,0,15703,4,Port Adelaide,2020,7,0
7,3,4,11,8,73,1,0,0,0,1,1,0,1,1,0,4,8,0,1,5,0,0,83,45,69,0,0,1,55,2,4,0,0,2,0,0,1,5,0,3,0,0,1,0,2,6,0,0,1,5,2,11,11,77,0,0,0,0,264,0.020710059171597635,0.022388059701492536,0.0213903743315508,0.02095238095238095,0.043478260869565216,0,0,0.0125,0,0.017777777777777778,0.02711864406779661,0,0.04,0,0.01694915254237288,0.02127659574468085,1,0,0,0,0,0,0,0,0,-0.0148991784080863,Harry Taylor,0,15663,3,Geelong,2020,35,0
12,2,8,20,13,65,0,0,0,4,2,7,4,3,1,1,12,8,0,0,2,0,0,81,72,110,2,2,2,481,6,2,0,0,0,0,0,11,8,1,9,0,0,0,1,18,16.5,0,2,0,0,22,10,6,46,0,0,0,0,16,0.031746031746031744,0.013333333333333334,0.03225806451612903,0.03194888178913738,0,0,0.0392156862745098,0.08139534883720931,0.07017543859649122,0.05150214592274678,0.020833333333333332,0,0,0,0.048,0,1,0,0,0,0,0,0,0,1,0.14495888352394104,Noah Anderson,0,15856,17,Gold Coast,2020,11,0
8,1,11,19,16,84,0,0,0,3,1,3,2,2,3,0,5,14,0,0,1,0,0,87,64,94,0,2,2,202,5,0,1,0,0,1,0,2,6,0,3,0,0,0,0,21,7.1,0,0,0,1,8,10,4,34,0,0,0,0,38,0.02197802197802198,0.006622516556291391,0.046610169491525424,0.03166666666666667,0,0,0.029411764705882353,0.03409090909090909,0.043478260869565216,0.02336448598130841,0.03856749311294766,0,0,0,0.0364963503649635,0,0,1,0,0,0,1,0,0,0,-0.11119594424962997,Jack Higgins,0,15749,6,Richmond,2020,42,0
1,0,2,3,2,67,0,0,0,1,2,0,0,3,0,3,1,2,0,0,2,0,0,81,2,16,0,0,1,21,1,1,0,1,2,0,0,3,1,0,1,0,0,0,0,3,-2.6,0,0,0,2,48,5,6,41,0,0,0,0,192,0.00267379679144385,0,0.009523809523809525,0.005136986301369863,0,0,0.011627906976744186,0,0,0.004273504273504274,0.005917159763313609,0,0,0,0.009900990099009901,0,1,0,0,0,1,0,0,0,0,0.0015448398189619184,Will Schofield,0,15703,4,West Coast,2020,28,0
5,3,2,7,5,71,0,0,0,0,1,0,0,0,0,0,1,7,0,0,3,0,0,86,28,39,0,0,2,48,1,1,0,2,2,0,0,8,4,0,0,0,0,1,0,10,2.6,0,0,0,2,24,9,4,33,0,0,0,0,1,0.014005602240896359,0.016666666666666666,0.009259259259259259,0.012216404886561954,0,0,0,0,0,0.004761904761904762,0.019553072625698324,0,0,0,0.00980392156862745,0,1,0,0,0,1,0,0,0,0,-6.353604840114713e-4,Lachie Ash,0,15659,3,Greater Western Sydney,2020,31,0
16,4,5,21,9,43,0,1,0,7,3,3,6,7,2,1,11,8,2,0,0,0,0,81,98,87,2,4,5,416,8,6,1,0,0,0,0,16,5,1,3,0,0,2,0,21,6.6,6,0,1,0,5,10,6,46,0,0,0,1,146,0.043243243243243246,0.034782608695652174,0.02127659574468085,0.03471074380165289,0,0.08333333333333333,0.061946902654867256,0.03571428571428571,0.08955223880597014,0.04263565891472868,0.024539877300613498,0.18181818181818182,0,0,0.0547945205479452,0.02702702702702703,1,0,1,0,0,0,0,0,0,0.11725705862045288,David Swallow,1,15760,8,Gold Coast,2020,16,0
9,4,10,19,13,68,0,0,0,1,2,2,1,0,1,0,3,13,0,0,1,3,1,82,64,88,0,1,2,324,4,5,0,0,0,0,0,5,6,1,3,0,0,1,1,7,7.3,0,1,0,1,14,13,9,67,0,0,0,0,79,0.02459016393442623,0.03669724770642202,0.0392156862745098,0.030595813204508857,0,0,0.008403361344537815,0.022222222222222223,0.01694915254237288,0.011904761904761904,0.03880597014925373,0,0,0.125,0.030303030303030304,0,0,1,0,0,0,1,0,0,0,0.05661815032362938,Orazio Fantasia,0,15747,6,Essendon,2020,21,0
6,5,4,10,7,70,1,1,6,0,0,2,2,1,0,0,7,3,2,2,1,0,0,96,54,83,0,2,4,143,2,1,0,0,0,4,2,1,4,4,4,1,54.5,0,2,14,10.3,11,2,2,0,17,9,9,63,1,1,0,0,140,0.01662049861495845,0.036231884057971016,0.014760147601476014,0.015822784810126583,0.06666666666666667,0.0625,0,0.023809523809523808,0.030303030303030304,0.026923076923076925,0.008264462809917356,0.11764705882352941,0.11764705882352941,0,0.015151515151515152,0.05555555555555555,0,1,0,1,0,0,0,0,0,-0.017283691093325615,Charlie Dixon,0,15748,6,Port Adelaide,2020,38,0
6,5,2,8,5,63,0,1,0,3,0,3,0,1,0,0,7,1,4,2,0,0,2,80,50,72,0,0,4,167,2,2,0,0,0,3,1,4,3,2,3,0,0,0,1,10,9.1,4,1,2,0,9,5,6,41,0,0,0,0,146,0.017857142857142856,0.03731343283582089,0.008438818565400843,0.013961605584642234,0,0.07142857142857142,0.021739130434782608,0.03614457831325301,0,0.028925619834710745,0.003194888178913738,0.26666666666666666,0.18181818181818182,0.2222222222222222,0.015625,0.05263157894736842,1,0,0,1,0,0,0,0,0,-0.20480819046497345,Sam Reid,0,15783,10,Sydney,2020,44,0
11,4,5,16,11,69,0,0,0,1,1,2,1,2,0,0,3,11,0,0,1,0,0,85,59,63,0,1,2,256,0,2,0,0,1,0,0,1,7,0,2,0,0,1,0,6,5.7,0,0,0,1,29,1,12,73,0,0,0,0,157,0.03197674418604651,0.03305785123966942,0.02304147465437788,0.0285204991087344,0,0,0.011363636363636364,0.025974025974025976,0.013888888888888888,0.012145748987854251,0.03666666666666667,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3.551177796907723e-4,Bradley Hill,0,15764,8,St Kilda,2020,33,0
11,3,8,19,13,68,0,1,0,0,2,3,1,3,1,0,8,12,0,0,0,0,1,79,60,85,0,1,4,308,4,2,0,0,0,2,1,5,7,2,8,0,0,0,0,11,10.4,0,0,1,0,28,8,9,62,0,1,0,0,64,0.02956989247311828,0.02127659574468085,0.037383177570093455,0.032423208191126277,0,0.08333333333333333,0,0.03296703296703297,0.017857142857142856,0.03292181069958848,0.03614457831325301,0,0,0.05555555555555555,0.02857142857142857,0.02564102564102564,1,0,0,0,0,0,0,0,1,0.026197077706456184,Hugh McCluggage,0,15622,1,Brisbane Lions,2020,17,0
5,3,4,9,7,78,1,0,0,0,2,1,0,2,0,0,1,8,0,0,0,0,0,71,38,40,0,0,2,180,3,2,0,0,0,0,0,5,3,1,1,0,0,1,0,6,3.6,0,0,2,0,17,9,9,63,0,0,0,0,50,0.014705882352941176,0.02112676056338028,0.01818181818181818,0.01607142857142857,0.047619047619047616,0,0,0.012048192771084338,0,0.004347826086956522,0.024844720496894408,0,0,0,0.02459016393442623,0.05128205128205128,1,0,0,0,0,1,0,0,0,0.01660160720348358,Brayden Fiorini,0,15746,6,Gold Coast,2020,24,0
5,2,5,10,7,70,0,0,0,3,1,2,1,2,0,2,2,8,0,1,1,0,0,76,37,53,0,1,1,146,2,2,1,0,2,2,0,3,2,2,2,0,0,1,0,7,1.6,0,1,1,1,24,9,8,57,0,0,0,0,2,0.014005602240896359,0.011111111111111112,0.023148148148148147,0.017452006980802792,0,0,0.031914893617021274,0.0273972602739726,0.022222222222222223,0.009523809523809525,0.0223463687150838,0,0.0625,0,0.0196078431372549,0.02702702702702703,0,1,0,0,0,1,0,0,0,-0.003797438694164157,Laitham Vandermeer,0,15659,3,Western Bulldogs,2020,35,0
4,2,3,7,6,86,0,0,0,1,3,1,0,1,1,0,3,4,0,0,4,0,0,88,29,45,0,0,2,58,2,5,0,0,3,0,0,3,3,0,1,0,0,1,0,4,3.7,0,0,0,3,20,10,4,34,0,0,0,0,102,0.010899182561307902,0.010638297872340425,0.013574660633484163,0.011904761904761904,0,0,0.0125,0.011764705882352941,0,0.014705882352941176,0.010610079575596816,0,0,0,0.01680672268907563,0,1,0,0,0,1,0,0,0,0,0.006837380584329367,Kyle Hartigan,0,15725,5,Adelaide,2020,30,0
9,4,2,11,7,64,0,0,0,1,3,2,1,1,0,0,3,9,0,0,1,0,0,78,47,57,0,1,2,257,1,2,0,0,1,0,0,5,6,0,3,0,0,1,0,6,5.5,0,1,0,1,35,11,12,83,0,0,0,0,5,0.028938906752411574,0.034482758620689655,0.007575757575757576,0.019130434782608695,0,0,0.010638297872340425,0.024691358024691357,0.01694915254237288,0.012987012987012988,0.026865671641791045,0,0,0,0.009708737864077669,0,0,1,0,0,0,0,0,0,1,0.0057334862649440765,Lachlan Sholl,0,15834,15,Adelaide,2020,25,0
2,1,7,9,3,33,0,0,0,0,0,0,0,1,0,0,4,6,0,0,0,0,0,97,23,31,0,0,1,40,3,0,0,0,0,0,0,1,0,3,4,0,0,0,0,4,-2.4,0,0,0,0,29,5,6,41,0,0,0,0,84,0.005847953216374269,0.00847457627118644,0.036458333333333336,0.016853932584269662,0,0,0,0,0,0.016877637130801686,0.020689655172413793,0,0,0,0.023255813953488372,0,1,0,0,1,0,0,0,0,0,6.681100931018591e-4,Jesse Hogan,0,15700,3,Fremantle,2020,36,0
3,1,3,6,3,50,1,1,0,1,0,1,0,3,0,1,4,3,0,1,1,0,0,82,26,25,0,0,4,118,2,0,1,0,0,0,0,2,1,2,3,0,0,0,1,11,3.5,0,0,2,0,45,10,13,88,0,0,0,0,67,0.008152173913043478,0.007042253521126761,0.012448132780082987,0.009852216748768473,0.05263157894736842,0.09090909090909091,0.011627906976744186,0.01098901098901099,0,0.01652892561983471,0.008746355685131196,0,0.05263157894736842,0,0.013793103448275862,0.05,0,1,0,0,0,0,0,0,1,0.00988591555505991,Lincoln McCarthy,0,15847,16,Brisbane Lions,2020,22,0
10,5,4,14,7,50,2,4,4,1,0,0,1,4,3,1,10,4,3,3,3,0,1,94,77,117,0,1,11,123,4,0,0,0,0,7,4,1,4,3,4,2,28.6,0,2,5,6.1,14,2,6,2,21,15,13,93,1,1,2,0,145,0.03225806451612903,0.05154639175257732,0.015873015873015872,0.02491103202846975,0.08333333333333333,0.26666666666666666,0.0072992700729927005,0,0.016129032258064516,0.03745318352059925,0.013333333333333334,0.15789473684210525,0.17647058823529413,0.06666666666666667,0.034482758620689655,0.13333333333333333,0,1,0,1,0,0,0,0,0,0.31136050820350647,Charlie Dixon,0,15800,11,Port Adelaide,2020,8,0
18,9,13,31,26,84,0,0,0,1,3,3,0,2,0,0,6,24,2,0,2,1,1,90,111,167,0,0,4,537,4,9,0,1,2,0,0,3,14,0,4,0,0,4,0,4,16.4,0,1,1,0,38,7,14,91,0,0,10,0,146,0.052478134110787174,0.06716417910447761,0.046263345195729534,0.049679487179487176,0,0,0.009259259259259259,0.036585365853658534,0,0.02586206896551724,0.06153846153846154,0.13333333333333333,0,0.06666666666666667,0.04,0.025,0,1,0,0,0,0,0,0,1,2.8231728076934814,Lachie Whitfield,2,15830,14,Greater Western Sydney,2020,1,3
7,3,4,11,7,64,0,0,0,1,1,1,0,0,1,0,3,8,0,0,2,0,1,78,43,57,0,0,1,127,1,4,0,1,1,0,0,7,5,0,2,0,0,1,0,10,4,0,0,0,1,33,3,4,27,0,0,0,0,31,0.018276762402088774,0.0196078431372549,0.02072538860103627,0.019097222222222224,0,0,0.009615384615384616,0.0125,0,0.013574660633484163,0.024691358024691357,0,0,0.1,0.008695652173913044,0,1,0,0,0,1,0,0,0,0,-0.002157276263460517,Wil Powell,0,15817,13,Gold Coast,2020,36,0
15,4,6,21,17,81,0,0,0,0,5,4,0,3,0,0,3,13,0,0,2,0,0,81,69,80,0,0,5,460,6,5,0,0,0,0,0,2,11,1,3,0,0,2,0,2,8.4,0,3,0,1,12,9,12,81,0,0,0,0,209,0.04261363636363636,0.030303030303030304,0.023809523809523808,0.0347682119205298,0,0,0,0.04597701149425287,0,0.011764705882352941,0.03812316715542522,0,0,0,0.049586776859504134,0,0,1,0,0,1,0,0,0,0,-0.00981179066002369,Daniel Rich,0,15650,2,Brisbane Lions,2020,34,0
3,0,1,4,2,50,0,1,0,1,0,1,1,1,0,1,2,2,0,0,1,0,1,72,13,24,0,1,3,87,1,1,0,0,0,1,0,4,1,2,2,0,0,0,0,14,5.3,0,1,2,0,63,19,12,91,0,0,0,0,4,0.008426966292134831,0,0.0045045045045045045,0.006920415224913495,0,0.05555555555555555,0.015873015873015872,0.012195121951219513,0.017241379310344827,0.00819672131147541,0.0061162079510703364,0,0,0.09090909090909091,0.008849557522123894,0.045454545454545456,0,1,0,1,0,0,0,0,0,-0.0064472779631614685,Sam Flanders,0,15833,14,Gold Coast,2020,24,0
6,2,8,14,8,57,0,1,0,1,0,4,2,4,1,4,2,12,0,0,1,0,0,78,34,35,1,1,2,217,3,0,0,0,0,1,0,8,4,0,1,0,0,0,0,16,-1.3,0,0,1,0,49,8,5,38,0,0,0,0,225,0.018691588785046728,0.014925373134328358,0.02877697841726619,0.02337228714524207,0,0.09090909090909091,0.010416666666666666,0.047619047619047616,0.03636363636363636,0.008368200836820083,0.033426183844011144,0,0,0,0.024390243902439025,0.027777777777777776,1,0,1,0,0,0,0,0,0,-0.05028880015015602,Shaun Higgins,0,15723,5,North Melbourne,2020,42,0
