kicks,marks,handballs,disposals,effective_disposals,disposal_efficiency_percentage,goals,behinds,hitouts,tackles,rebounds,inside_fifties,clearances,clangers,free_kicks_for,free_kicks_against,contested_possessions,uncontested_possessions,contested_marks,marks_inside_fifty,one_percenters,bounces,goal_assists,time_on_ground_percentage,afl_fantasy_score,supercoach_score,centre_clearances,stoppage_clearances,score_involvements,metres_gained,turnovers,intercepts,tackles_inside_fifty,contest_def_losses,contest_def_one_on_ones,contest_off_one_on_ones,contest_off_wins,def_half_pressure_acts,effective_kicks,f50_ground_ball_gets,ground_ball_gets,hitouts_to_advantage,hitout_win_percentage,intercept_marks,marks_on_lead,pressure_acts,rating_points,ruck_contests,score_launches,shots_at_goal,spoils,match_margin,team_behinds,team_goals,team_score,aa_team,aa_squad,coaches_votes,captain,num_games,kicks_prop,marks_prop,handballs_prop,disposals_prop,goals_prop,behinds_prop,tackles_prop,inside_fifties_prop,clearances_prop,contested_possessions_prop,uncontested_possessions_prop,contested_marks_prop,marks_inside_fifty_prop,goal_assists_prop,turnovers_prop,shots_at_goal_prop,match_outcome_Loss,match_outcome_Win,player_position_final_C,player_position_final_F,player_position_final_HB,player_position_final_HF,player_position_final_INT,player_position_final_RK,player_position_final_W,prob_0,prob_1,prob_2,prob_3,expected_votes,pred,player_name,brownlow_votes,match_id,match_round,player_team,season,predicted_votes
13,8,11,24,21,88,0,0,0,1,4,4,0,0,1,0,3,21,0,0,0,1,1,80,90,109,0,0,4,503,5,1,0,0,0,0,0,6,11,0,1,0,0,0,0,11,10.3,0,0,0,0,1,4,8,52,0,0,0,0,232,0.038461538461538464,0.050314465408805034,0.04680851063829787,0.041884816753926704,0,0,0.010101010101010102,0.04878048780487805,0,0.013043478260869565,0.06306306306306306,0,0,0.09090909090909091,0.04310344827586207,0,1,0,0,0,0,0,0,0,1,0.8423411846160889,0.06112905964255333,0.09492970257997513,0.001600012299604714,0.2557885017013177,0,Shaun Higgins,0,15810,12,North Melbourne,2020,0
10,4,7,17,12,71,0,0,0,1,4,2,1,3,1,2,5,13,0,0,4,0,0,91,55,77,1,0,3,261,2,4,0,0,0,0,0,3,7,0,3,0,0,0,0,4,3.4,0,2,0,2,3,8,11,74,0,0,0,0,138,0.029239766081871343,0.03669724770642202,0.03167420814479638,0.03019538188277087,0,0,0.008547008547008548,0.023255813953488372,0.014084507042253521,0.01953125,0.04391891891891892,0,0,0,0.01680672268907563,0,0,1,0,0,0,0,0,0,0,0.9992239475250244,4.7213296056725085e-4,2.826662384904921e-4,2.1299389118212275e-5,0.0011013636049028719,0,Jake Lloyd,0,15618,1,Sydney,2020,0
7,2,3,10,7,70,1,1,0,1,0,3,2,4,1,0,8,3,1,1,0,0,1,83,45,87,0,2,6,186,3,0,0,0,0,0,0,1,5,2,5,0,0,0,0,10,7.4,0,0,3,0,33,18,7,60,0,0,0,0,327,0.018276762402088774,0.013071895424836602,0.015544041450777202,0.017361111111111112,0.09090909090909091,0.06666666666666667,0.009615384615384616,0.0375,0.03773584905660377,0.03619909502262444,0.009259259259259259,0.047619047619047616,0.0625,0.1,0.02608695652173913,0.07692307692307693,0,1,0,0,0,1,0,0,0,0.9936570525169373,0.005529152695089579,3.3869678736664355e-4,4.750944790430367e-4,0.007631829706951976,0,Eddie Betts,0,15817,13,Carlton,2020,0
5,2,3,8,6,75,1,1,0,3,0,3,0,2,1,1,4,4,0,0,3,0,2,90,44,75,0,0,6,120,2,2,2,0,0,0,0,2,4,2,4,0,0,0,1,11,8.5,0,1,2,2,34,11,11,77,1,1,0,0,42,0.014577259475218658,0.012578616352201259,0.012145748987854251,0.013559322033898305,0.058823529411764705,0.05555555555555555,0.030927835051546393,0.03896103896103896,0,0.01818181818181818,0.0110803324099723,0,0,0.16666666666666666,0.01834862385321101,0.05128205128205128,0,1,0,1,0,0,0,0,0,0.9996435642242432,3.2730348175391555e-4,1.6524543752893806e-5,1.2629261618712917e-5,3.982403541158419e-4,0,Liam Ryan,0,15721,5,West Coast,2020,0
6,2,2,8,5,63,1,1,0,2,0,0,0,1,0,0,3,5,0,2,1,0,0,82,43,48,0,0,6,128,1,1,1,0,0,4,0,2,3,1,3,0,0,0,0,11,8.1,0,1,3,1,66,12,5,42,0,0,0,0,136,0.01791044776119403,0.01282051282051282,0.008298755186721992,0.013888888888888888,0.045454545454545456,0.0625,0.02,0,0,0.013215859030837005,0.014492753623188406,0,0.08333333333333333,0,0.012195121951219513,0.06818181818181818,1,0,0,1,0,0,0,0,0,0.9999648332595825,2.9514534617192112e-5,5.0224953156430274e-6,6.123040634520294e-7,4.1396437438834255e-5,0,Jake Stringer,0,15842,16,Essendon,2020,0
6,3,7,13,10,77,1,0,0,4,0,3,0,1,0,0,4,9,0,0,3,0,0,75,63,83,0,0,6,222,1,1,0,0,0,0,0,2,4,1,4,0,0,0,2,13,11.5,0,1,1,3,21,10,6,46,0,0,0,0,77,0.01791044776119403,0.02608695652173913,0.028455284552845527,0.022375215146299483,0.0625,0,0.03636363636363636,0.0379746835443038,0,0.01639344262295082,0.02735562310030395,0,0,0,0.007692307692307693,0.02631578947368421,1,0,0,0,0,1,0,0,0,0.9997196793556213,2.626703353598714e-4,1.5468218407477252e-5,2.219911038991995e-6,3.002665052918019e-4,0,Alex Neal-Bullen,0,15837,15,Melbourne,2020,0
4,3,6,10,5,50,0,2,0,2,0,0,0,1,0,1,4,6,0,2,0,0,0,86,40,57,0,0,7,77,2,1,1,0,0,6,1,6,1,2,4,0,0,0,0,19,2.7,0,1,2,0,66,12,5,42,0,0,0,0,104,0.011940298507462687,0.019230769230769232,0.024896265560165973,0.017361111111111112,0,0.125,0.02,0,0,0.01762114537444934,0.017391304347826087,0,0.08333333333333333,0,0.024390243902439025,0.045454545454545456,1,0,0,1,0,0,0,0,0,0.999983549118042,6.141299309092574e-6,9.340281394543126e-6,9.170003636427282e-7,2.757286318910701e-5,0,Anthony McDonald-Tipungwuti,0,15842,16,Essendon,2020,0
11,7,12,23,18,78,1,0,0,4,3,1,4,1,0,0,9,15,0,1,2,0,0,81,100,131,0,4,6,235,4,8,0,0,0,0,0,4,9,1,9,0,0,3,0,16,18.2,0,2,1,1,56,4,16,100,0,0,6,0,91,0.03064066852367688,0.050359712230215826,0.04332129963898917,0.036163522012578615,0.045454545454545456,0,0.05128205128205128,0.012345679012345678,0.06349206349206349,0.0371900826446281,0.03826530612244898,0,0.05263157894736842,0,0.029197080291970802,0.030303030303030304,0,1,1,0,0,0,0,0,0,0.24728114902973175,0.4209974706172943,0.2875889539718628,0.04413244128227234,1.128572702407837,1,Angus Brayshaw,0,15811,12,Melbourne,2020,1
4,2,3,7,5,71,1,0,0,4,0,0,1,2,1,0,3,4,1,0,0,0,0,82,47,46,0,1,2,132,2,1,1,0,0,0,0,7,2,0,1,0,0,0,0,16,5.7,0,0,1,0,66,9,6,45,0,0,0,0,24,0.011730205278592375,0.0136986301369863,0.013043478260869565,0.012259194395796848,0.041666666666666664,0,0.047058823529411764,0,0.017857142857142856,0.013513513513513514,0.011594202898550725,0.043478260869565216,0,0,0.020833333333333332,0.023255813953488372,1,0,1,0,0,0,0,0,0,0.9999854564666748,9.579140169080347e-6,1.977597094082739e-6,3.028585524589289e-6,2.2620090931013692e-5,0,Josh Daicos,0,15766,8,Collingwood,2020,0
5,3,3,8,6,75,2,0,3,1,0,2,1,0,1,0,8,1,2,1,1,0,0,86,50,92,1,0,2,168,0,1,0,0,1,3,1,2,4,1,3,1,21.4,1,1,5,14.3,14,0,2,0,66,9,6,45,0,0,0,0,4,0.01466275659824047,0.02054794520547945,0.013043478260869565,0.014010507880910683,0.08333333333333333,0,0.011764705882352941,0.027777777777777776,0.017857142857142856,0.036036036036036036,0.002898550724637681,0.08695652173913043,0.045454545454545456,0,0,0.046511627906976744,1,0,0,1,0,0,0,0,0,0.9996180534362793,3.514178388286382e-4,2.775894245132804e-5,2.7417534056439763e-6,4.151609839482262e-4,0,Darcy Cameron,0,15766,8,Collingwood,2020,0
7,4,11,18,15,83,0,0,23,2,0,3,3,1,2,0,10,8,3,0,4,0,2,85,88,134,0,3,6,161,3,4,0,0,3,0,0,0,4,1,5,7,44.2,3,0,3,19.5,52,4,0,3,1,4,8,52,0,0,2,0,246,0.020710059171597635,0.025157232704402517,0.04680851063829787,0.031413612565445025,0,0,0.020202020202020204,0.036585365853658534,0.05172413793103448,0.043478260869565216,0.024024024024024024,0.1111111111111111,0,0.18181818181818182,0.02586206896551724,0,1,0,0,0,0,0,0,1,0,0.8383716344833374,0.09182039648294449,0.06236860901117325,0.007439346052706242,0.2388756526634097,0,Todd Goldstein,0,15810,12,North Melbourne,2020,0
9,0,8,17,10,59,0,1,0,5,2,2,6,2,1,2,11,7,0,0,0,0,0,83,59,89,2,4,4,367,6,2,0,0,0,0,0,13,4,1,9,0,0,0,0,26,9.7,0,4,1,0,20,12,8,60,0,0,0,0,120,0.028481012658227847,0,0.030303030303030304,0.029310344827586206,0,0.0625,0.04132231404958678,0.024691358024691357,0.075,0.046218487394957986,0.021212121212121213,0,0,0,0.0594059405940594,0.024390243902439025,1,0,0,0,0,1,0,0,0,0.9444976449012756,0.05310150235891342,0.002364920685067773,3.591550557757728e-5,0.0579390902457817,0,Josh Kelly,0,15654,2,Greater Western Sydney,2020,0
13,1,10,23,14,61,0,1,0,4,1,5,4,2,2,1,10,13,0,0,0,0,1,77,78,92,1,3,3,329,2,3,1,0,0,1,0,12,6,1,7,0,0,0,0,24,10.3,0,1,1,0,16,7,9,61,0,0,0,0,156,0.03768115942028986,0.006896551724137931,0.0353356890459364,0.03662420382165605,0,0.16666666666666666,0.0449438202247191,0.06329113924050633,0.058823529411764705,0.04219409282700422,0.03299492385786802,0,0,0.07692307692307693,0.016129032258064516,0.03333333333333333,0,1,1,0,0,0,0,0,0,0.8908306956291199,0.09275093674659729,0.014501168392598629,0.0019171760650351644,0.12750480172690004,0,Ollie Wines,0,15865,18,Port Adelaide,2020,0
11,2,14,25,15,60,0,0,0,4,2,1,5,3,0,0,18,7,1,0,0,0,0,76,83,128,2,3,2,179,6,6,1,0,0,0,0,13,6,3,13,0,0,0,0,29,17.2,0,1,0,0,45,7,6,43,0,0,0,0,66,0.029891304347826088,0.014084507042253521,0.058091286307053944,0.041050903119868636,0,0,0.046511627906976744,0.01098901098901099,0.08928571428571429,0.0743801652892562,0.02040816326530612,0.04,0,0,0.041379310344827586,0,1,0,1,0,0,0,0,0,0,0.9288061261177063,0.05753959342837334,0.011887498199939728,0.0017667486099526286,0.08661483565811068,0,Hugh Greenwood,0,15847,16,Gold Coast,2020,0
7,4,15,22,17,77,0,0,0,1,0,2,1,3,0,1,6,16,1,0,1,0,1,69,64,97,0,1,7,190,1,1,1,0,0,0,0,9,5,2,5,0,0,0,0,19,7.4,0,0,0,0,39,7,7,49,0,0,0,0,33,0.02023121387283237,0.027210884353741496,0.04854368932038835,0.03358778625954199,0,0,0.009433962264150943,0.02531645569620253,0.01639344262295082,0.024793388429752067,0.03864734299516908,0.058823529411764705,0,0.06666666666666667,0.010638297872340425,0,1,0,0,0,0,0,0,0,1,0.9992790818214417,5.822494858875871e-4,9.73655769485049e-5,4.134009577683173e-5,0.00090100092711509205,0,Patrick Lipinski,0,15656,2,Western Bulldogs,2020,0
10,1,6,16,9,56,0,0,0,1,1,4,8,3,0,0,11,7,0,0,0,0,0,74,49,78,2,6,2,358,7,1,0,0,0,0,0,4,4,2,11,0,0,0,0,8,12.4,0,0,1,0,26,7,4,31,0,0,0,0,67,0.02680965147453083,0.005434782608695652,0.02926829268292683,0.02768166089965398,0,0,0.010869565217391304,0.04878048780487805,0.16666666666666666,0.0502283105022831,0.019553072625698324,0,0,0,0.05737704918032787,0.030303030303030304,1,0,1,0,0,0,0,0,0,0.9161033630371094,0.08225931227207184,0.0012740582460537553,3.632524167187512e-4,0.0858971860143356,0,Brandan Parfitt,0,15849,17,Geelong,2020,0
8,2,5,13,5,39,0,0,0,5,1,1,1,3,1,0,7,6,0,0,0,0,0,55,61,69,0,1,1,198,2,1,0,0,0,0,0,7,3,3,6,0,0,0,0,14,4.5,0,1,0,0,14,11,7,53,0,0,0,0,22,0.02185792349726776,0.01834862385321101,0.0196078431372549,0.020933977455716585,0,0,0.04201680672268908,0.011111111111111112,0.01694915254237288,0.027777777777777776,0.01791044776119403,0,0,0,0.015151515151515152,0,1,0,0,0,1,0,0,0,0,0.999861478805542,1.1048790474887937e-4,1.25269116324489e-5,1.5482604794669896e-5,1.8198954239778686e-4,0,Paul Ahern,0,15747,6,North Melbourne,2020,0
8,4,2,10,3,30,1,0,0,2,0,1,0,8,1,4,4,8,1,1,0,0,0,89,43,41,0,0,4,207,5,1,0,0,0,0,0,3,2,1,2,0,0,0,1,4,1.8,0,0,3,0,30,8,6,44,0,0,0,0,24,0.023952095808383235,0.029197080291970802,0.007874015748031496,0.017006802721088437,0.058823529411764705,0,0.020833333333333332,0.0125,0,0.018867924528301886,0.020887728459530026,0.058823529411764705,0.05,0,0.05747126436781609,0.08571428571428572,1,0,0,1,0,0,0,0,0,0.9999604225158691,1.3074038179183844e-5,2.0729708921862766e-5,5.786429028376006e-6,7.18927431080374e-5,0,Lachie Schultz,0,15864,18,Fremantle,2020,0
7,0,7,14,11,79,0,0,0,2,4,2,0,5,0,3,6,8,0,0,4,0,0,89,34,60,0,0,0,281,6,5,0,0,0,1,0,11,6,0,5,0,0,0,0,19,6.4,0,0,0,1,56,8,6,44,0,1,0,0,109,0.019498607242339833,0,0.02527075812274368,0.0220125786163522,0,0,0.02564102564102564,0.024691358024691357,0,0.024793388429752067,0.02040816326530612,0,0,0,0.043795620437956206,0,1,0,0,0,1,0,0,0,0,0.9993072748184204,6.441932055167854e-4,4.15813919971697e-5,6.897494586155517e-6,7.480484732695913e-4,0,Brayden Maynard,0,15811,12,Collingwood,2020,0
6,4,9,15,10,67,0,0,0,3,1,1,5,3,1,2,7,10,0,0,2,0,0,65,55,61,2,3,4,144,3,1,2,0,0,0,0,9,3,1,3,0,0,1,0,12,4.6,0,1,0,0,19,8,10,68,0,0,0,0,47,0.016172506738544475,0.02040816326530612,0.03461538461538462,0.02377179080824089,0,0,0.043478260869565216,0.012048192771084338,0.11363636363636363,0.035175879396984924,0.023310023310023312,0,0,0,0.02912621359223301,0,0,1,0,0,0,1,0,0,0,0.9999196529388428,4.131447713007219e-5,2.168158425774891e-5,1.73855441971682e-5,1.3683427823707461e-4,0,Aaron vandenBerg,0,15859,18,Melbourne,2020,0
11,11,5,16,15,94,0,0,0,1,1,0,0,1,0,1,3,12,2,0,7,0,0,84,77,85,0,0,0,178,2,3,0,0,3,0,0,3,10,0,1,0,0,2,0,3,9.7,0,0,0,7,30,5,5,35,0,0,0,0,160,0.02849740932642487,0.06358381502890173,0.01639344262295082,0.023154848046309694,0,0,0.011627906976744186,0,0,0.012987012987012988,0.026490066225165563,0.11764705882352941,0,0,0.01652892561983471,0,1,0,0,0,0,0,0,0,0,0.996493399143219,0.0020712262485176325,9.528935188427567e-4,4.8248196253553033e-4,0.005424459173809737,0,Robbie Tarrant,0,15825,13,North Melbourne,2020,0
6,4,4,10,7,70,0,0,0,2,2,1,0,1,1,0,5,6,0,0,5,0,1,93,47,58,0,0,2,122,1,4,0,0,1,0,0,9,4,0,3,0,0,0,0,10,6,0,1,0,4,24,6,11,72,0,0,0,0,81,0.017595307917888565,0.029411764705882353,0.015503875968992248,0.01669449081803005,0,0,0.020618556701030927,0.01,0,0.02145922746781116,0.016666666666666666,0,0,0.058823529411764705,0.010752688172043012,0,1,0,0,0,1,0,0,0,0,0.9998440742492676,8.008674922166392e-5,6.0431204474298283e-5,1.536689160275273e-5,2.470498329785187e-4,0,Zaine Cordy,0,15801,11,Western Bulldogs,2020,0
11,3,6,17,12,71,1,1,0,0,0,4,2,2,0,0,8,8,0,0,1,0,0,89,61,95,0,2,5,282,1,2,0,0,0,1,0,2,7,1,8,0,0,1,1,6,10.6,0,0,2,1,23,7,8,55,0,0,0,0,146,0.03225806451612903,0.024193548387096774,0.0297029702970297,0.03130755064456722,0.05,0.125,0,0.05333333333333334,0.029850746268656716,0.034334763948497854,0.02711864406779661,0,0,0,0.008403361344537815,0.05405405405405406,1,0,0,0,0,1,0,0,0,0.9951620697975159,0.00417811144143343,6.498269503936172e-4,1.0052169272967149e-5,0.0055079218500395655,0,Tom Lynch,0,15759,7,Adelaide,2020,0
6,2,4,10,7,70,0,0,0,0,2,0,0,0,1,0,4,6,0,0,3,0,0,100,33,58,0,0,1,78,1,5,0,1,3,0,0,5,4,0,3,0,0,1,0,5,7.7,0,0,0,3,3,8,6,44,0,0,0,0,78,0.01662049861495845,0.012195121951219513,0.018018018018018018,0.017152658662092625,0,0,0,0,0,0.017937219730941704,0.017241379310344827,0,0,0,0.009345794392523364,0,1,0,0,0,1,0,0,0,0,0.999452531337738,3.210658032912761e-4,1.6612494073342532e-4,6.0320784541545436e-5,8.34278038382763e-4,0,Jake Lever,0,15708,4,Melbourne,2020,0
10,5,4,14,9,64,0,0,0,4,0,4,1,2,0,1,3,12,0,0,1,0,0,83,66,84,0,1,1,280,3,2,0,0,0,0,0,8,5,0,2,0,0,0,1,15,7.1,0,0,1,0,41,7,3,25,0,0,0,0,144,0.027548209366391185,0.03937007874015748,0.020202020202020204,0.024955436720142603,0,0,0.03508771929824561,0.047058823529411764,0.015151515151515152,0.011494252873563218,0.041811846689895474,0,0,0,0.022388059701492536,0.03333333333333333,1,0,0,0,0,1,0,0,0,0.9998403787612915,1.0945632675429806e-4,4.672800423577428e-5,3.3550600164744537e-6,2.1297751527526998e-4,0,Lachie Whitfield,0,15808,12,Greater Western Sydney,2020,0
12,6,14,26,24,92,1,0,0,2,2,2,4,0,1,0,8,18,0,1,1,0,0,90,97,139,1,3,3,87,2,5,0,0,0,0,0,11,12,0,7,0,0,1,0,17,12.3,0,2,1,0,12,7,7,49,0,0,7,0,129,0.03380281690140845,0.03260869565217391,0.05907172995780591,0.04391891891891892,0.0625,0,0.022727272727272728,0.025974025974025976,0.06451612903225806,0.037209302325581395,0.04603580562659847,0,0.0625,0,0.019230769230769232,0.02857142857142857,1,0,0,0,0,0,0,0,1,0.14884258806705475,0.08253175020217896,0.7552797198295593,0.013345891609787941,1.6331288646906614,2,Josh Kelly,3,15824,13,Greater Western Sydney,2020,2
8,4,1,9,8,89,0,0,0,1,4,0,0,2,0,2,1,7,0,0,6,0,0,94,36,53,0,0,2,165,3,2,0,1,3,0,0,4,7,0,1,0,0,0,0,4,1.7,0,1,0,6,24,9,16,105,0,0,0,0,55,0.023323615160349854,0.031746031746031744,0.00423728813559322,0.015544041450777202,0,0,0.013333333333333334,0,0,0.00425531914893617,0.020771513353115726,0,0,0,0.024,0,0,1,0,0,0,0,0,0,0,0.9998914003372192,7.883493526605889e-5,1.6826003047754057e-5,1.290007094212342e-5,1.5118715418793727e-4,0,Nathan Broad,0,15615,1,Richmond,2020,0
9,3,7,16,10,63,0,0,0,4,0,2,1,1,2,0,7,10,0,0,8,0,1,91,68,102,1,0,1,179,2,5,0,1,1,0,0,11,5,0,4,0,0,0,0,14,9.4,0,1,0,6,27,7,9,61,1,1,0,0,191,0.026470588235294117,0.02608695652173913,0.026415094339622643,0.026446280991735537,0,0,0.03636363636363636,0.020618556701030927,0.016666666666666666,0.027450980392156862,0.027855153203342618,0,0,0.07692307692307693,0.015037593984962405,0,1,0,0,0,0,0,0,0,0,0.9986504912376404,4.6895898412913084e-4,7.702255970798433e-4,1.1035428906325251e-4,0.002340473045478575,0,Brad Sheppard,0,15827,14,West Coast,2020,0
7,5,3,10,8,80,1,0,1,4,1,3,0,3,1,2,6,4,3,1,1,0,1,84,60,68,0,0,2,210,5,2,1,0,0,2,0,3,5,1,2,0,5.3,1,0,8,7.8,19,0,1,1,32,7,7,49,0,0,0,0,72,0.019498607242339833,0.03355704697986577,0.011029411764705883,0.01584786053882726,0.05263157894736842,0,0.036036036036036036,0.03333333333333333,0,0.023166023166023165,0.010526315789473684,0.11538461538461539,0.05,0.1111111111111111,0.035211267605633804,0.02564102564102564,1,0,0,1,0,0,0,0,0,0.9998032450675964,1.4452519826591015e-4,4.074604657944292e-5,1.1500196706037968e-5,2.605178815429099e-4,0,Tim O'Brien,0,15815,12,Hawthorn,2020,0
2,2,3,5,2,40,0,1,0,0,0,0,0,0,0,0,2,3,1,1,2,0,0,78,19,30,0,0,2,40,1,1,0,0,1,4,0,5,0,0,1,0,0,0,0,7,1.1,1,0,1,2,23,7,8,55,0,0,0,0,6,0.005865102639296188,0.016129032258064516,0.01485148514851485,0.009208103130755065,0,0.125,0,0,0,0.008583690987124463,0.010169491525423728,0.045454545454545456,0.1,0,0.008403361344537815,0.02702702702702703,1,0,0,0,1,0,0,0,0,0.9999599456787109,2.3393249648506753e-5,8.57813392940443e-6,8.073734534264077e-6,6.477072111010784e-5,0,Fischer McAsey,0,15759,7,Adelaide,2020,0
8,3,10,18,12,67,0,0,0,3,0,2,4,1,1,0,9,9,0,1,0,0,1,98,66,83,3,1,4,143,4,4,1,0,0,0,0,6,4,3,7,0,0,0,1,12,7.5,0,0,0,0,34,11,11,77,0,1,0,0,202,0.023323615160349854,0.018867924528301886,0.04048582995951417,0.030508474576271188,0,0,0.030927835051546393,0.025974025974025976,0.06896551724137931,0.04090909090909091,0.024930747922437674,0,0.047619047619047616,0.08333333333333333,0.03669724770642202,0,0,1,0,0,0,0,0,0,1,0.9975666999816895,0.0019383856561034918,3.281079698354006e-4,1.668705081101507e-4,0.003095213120104745,0,Andrew Gaff,0,15721,5,West Coast,2020,0
14,3,10,24,14,58,0,0,0,8,1,3,3,1,2,0,8,14,0,0,0,0,0,71,105,99,2,1,5,336,3,2,1,0,0,0,0,6,6,1,5,0,0,1,0,17,8,0,0,1,0,75,8,17,110,0,0,0,0,192,0.038461538461538464,0.020833333333333332,0.03875968992248062,0.03858520900321544,0,0,0.07547169811320754,0.034482758620689655,0.043478260869565216,0.0311284046692607,0.03910614525139665,0,0,0,0.025210084033613446,0.02857142857142857,0,1,1,0,0,0,0,0,0,0.8692293167114258,0.08660353720188141,0.03115181066095829,0.01301531307399273,0.18795309774577618,0,Tom Rockliff,1,15653,2,Port Adelaide,2020,0
6,3,5,11,8,73,0,0,4,2,2,1,2,2,0,2,6,6,1,0,5,0,0,88,43,71,2,0,3,162,4,4,0,3,4,0,0,5,4,0,4,2,40,0,0,5,8.1,10,1,0,4,3,8,11,74,0,0,0,0,51,0.017543859649122806,0.027522935779816515,0.02262443438914027,0.019538188277087035,0,0,0.017094017094017096,0.011627906976744186,0.028169014084507043,0.0234375,0.02027027027027027,0.058823529411764705,0,0,0.03361344537815126,0,0,1,0,0,1,0,0,0,0,0.9985426664352417,0.0010845172218978405,1.4686360373161733e-4,2.260126348119229e-4,0.002056282333796844,0,Aliir Aliir,0,15618,1,Sydney,2020,0
10,5,5,15,12,80,0,0,0,2,3,1,1,1,1,0,8,6,1,0,7,0,0,100,64,107,0,1,3,183,3,10,0,0,1,0,0,8,7,0,5,0,0,2,0,9,14.8,0,2,0,6,3,5,7,47,0,1,1,0,162,0.027700831024930747,0.03048780487804878,0.02252252252252252,0.025728987993138937,0,0,0.020202020202020204,0.011904761904761904,0.01818181818181818,0.03587443946188341,0.017241379310344827,0.07692307692307693,0,0,0.028037383177570093,0,0,1,0,0,0,0,0,0,0,0.5448030233383179,0.34434667229652405,0.09687646478414536,0.013973848894238472,0.5800211485475302,0,Mark Blicavs,0,15708,4,Geelong,2020,0
5,4,5,10,8,80,1,0,0,5,1,1,1,0,1,0,4,7,0,1,1,0,0,77,64,74,0,1,2,113,2,2,0,0,0,0,0,14,5,1,3,0,0,0,1,22,10.8,0,0,1,0,27,10,6,46,0,1,0,0,69,0.014619883040935672,0.03333333333333333,0.024154589371980676,0.018214936247723135,0.058823529411764705,0,0.03937007874015748,0.0125,0.01639344262295082,0.01680672268907563,0.023972602739726026,0,0.047619047619047616,0,0.017857142857142856,0.02631578947368421,1,0,0,0,0,0,0,0,1,0.9998725652694702,1.1112273932667449e-4,6.1570017351186834e-6,1.0181409379583783e-5,1.539809709356632e-4,0,Hugh McCluggage,0,15742,6,Brisbane Lions,2020,0
7,6,3,10,5,50,2,1,0,0,0,0,0,3,0,2,4,6,3,4,1,0,0,91,52,72,0,0,4,195,4,0,0,0,0,1,0,1,3,0,1,0,0,0,1,5,7.7,0,0,4,1,21,5,8,53,0,0,0,0,168,0.021148036253776436,0.03680981595092025,0.014018691588785047,0.01834862385321101,0.16666666666666666,0.1111111111111111,0,0,0,0.017543859649122806,0.01892744479495268,0.13636363636363635,0.26666666666666666,0,0.031496062992125984,0.12903225806451613,0,1,0,0,0,1,0,0,0,0.8803098201751709,0.10164608061313629,0.012373236939311028,0.005670812912285328,0.14340499322861433,0,Tom J. Lynch,0,15816,12,Richmond,2020,0
3,0,0,3,2,67,1,1,0,0,0,0,0,0,1,0,2,1,0,0,5,0,0,89,17,39,0,0,3,68,0,0,0,0,0,5,1,1,2,1,1,0,0,0,0,7,3.3,0,0,2,5,32,14,13,92,0,0,0,0,21,0.008379888268156424,0,0,0.005145797598627788,0.045454545454545456,0.06666666666666667,0,0,0,0.007352941176470588,0.0033444816053511705,0,0,0,0,0.043478260869565216,0,1,0,1,0,0,0,0,0,0.9999419450759888,3.482108877506107e-5,1.0634315003699157e-5,1.2545567187771667e-5,9.372642034577439e-5,0,Ben King,0,15754,7,Gold Coast,2020,0
6,2,8,14,8,57,0,1,0,2,1,0,1,3,0,0,5,12,0,1,0,0,0,77,49,45,0,1,3,113,3,1,1,0,0,0,0,3,3,0,3,0,0,0,0,7,-1.3,0,0,1,0,15,10,4,34,0,0,0,0,124,0.01812688821752266,0.02,0.026058631921824105,0.0219435736677116,0,0.07692307692307693,0.02,0,0.01818181818181818,0.01893939393939394,0.032,0,0.09090909090909091,0,0.025423728813559324,0.038461538461538464,1,0,0,0,0,1,0,0,0,0.9998124241828918,8.398252975894138e-5,9.29563757381402e-5,1.0641580956871621e-5,3.0182002410583664e-4,0,Aaron Hall,0,15857,18,North Melbourne,2020,0
10,7,12,22,16,73,0,0,0,3,1,5,4,2,2,0,11,10,0,1,1,0,1,85,89,112,3,1,5,308,3,2,0,0,0,0,0,5,7,0,6,0,0,0,0,14,11.2,0,0,0,1,32,3,17,105,0,0,2,0,68,0.029154518950437316,0.0472972972972973,0.06349206349206349,0.041353383458646614,0,0,0.041666666666666664,0.0625,0.06349206349206349,0.054455445544554455,0.03115264797507788,0,0.038461538461538464,0.041666666666666664,0.03,0,0,1,1,0,0,0,0,0,0,0.533604085445404,0.3928467631340027,0.0648733451962471,0.008675852790474892,0.5486210118979216,0,Jacob Hopper,0,15619,1,Greater Western Sydney,2020,0
8,6,3,11,10,91,2,0,0,1,1,4,0,0,0,0,6,5,2,1,2,0,2,75,64,127,0,0,6,305,1,0,0,0,0,3,2,1,8,2,4,0,0,0,2,6,14.1,1,0,2,2,75,8,17,110,0,0,2,0,22,0.02197802197802198,0.041666666666666664,0.011627906976744186,0.017684887459807074,0.09090909090909091,0,0.009433962264150943,0.04597701149425287,0,0.023346303501945526,0.013966480446927373,0.10526315789473684,0.058823529411764705,0.14285714285714285,0.008403361344537815,0.05714285714285714,0,1,0,1,0,0,0,0,0,0.9850090742111206,0.013064820319414139,0.0018411219352856278,8.494863141095266e-5,0.017001910084218252,0,Todd Marshall,0,15653,2,Port Adelaide,2020,0
