kicks,marks,handballs,disposals,effective_disposals,disposal_efficiency_percentage,goals,behinds,hitouts,tackles,rebounds,inside_fifties,clearances,clangers,free_kicks_for,free_kicks_against,contested_possessions,uncontested_possessions,contested_marks,marks_inside_fifty,one_percenters,bounces,goal_assists,time_on_ground_percentage,afl_fantasy_score,supercoach_score,centre_clearances,stoppage_clearances,score_involvements,metres_gained,turnovers,intercepts,tackles_inside_fifty,contest_def_losses,contest_def_one_on_ones,contest_off_one_on_ones,contest_off_wins,def_half_pressure_acts,effective_kicks,f50_ground_ball_gets,ground_ball_gets,hitouts_to_advantage,hitout_win_percentage,intercept_marks,marks_on_lead,pressure_acts,rating_points,ruck_contests,score_launches,shots_at_goal,spoils,match_margin,team_behinds,team_goals,team_score,aa_team,aa_squad,coaches_votes,captain,num_games,kicks_prop,marks_prop,handballs_prop,disposals_prop,goals_prop,behinds_prop,tackles_prop,inside_fifties_prop,clearances_prop,contested_possessions_prop,uncontested_possessions_prop,contested_marks_prop,marks_inside_fifty_prop,goal_assists_prop,turnovers_prop,shots_at_goal_prop,match_outcome_Loss,match_outcome_Win,player_position_final_C,player_position_final_F,player_position_final_HB,player_position_final_HF,player_position_final_INT,player_position_final_RK,player_position_final_W,prob_0,prob_1,prob_2,prob_3,expected_votes,pred,player_name,brownlow_votes,match_id,match_round,player_team,season,predicted_votes
4,3,5,9,7,78,0,0,36,3,1,1,2,2,2,1,6,4,1,0,3,0,0,83,78,137,1,1,4,110,1,2,0,1,1,0,0,9,3,0,3,15,55.4,1,0,13,16.2,65,1,0,3,2,7,12,79,0,0,7,0,9,0.011834319526627219,0.022388059701492536,0.026737967914438502,0.017142857142857144,0,0,0.028846153846153848,0.0125,0.03225806451612903,0.02666666666666667,0.013559322033898305,0.058823529411764705,0,0,0.00847457627118644,0,0,1,0,0,0,0,0,1,0,0.48631608486175537,0.2520274221897125,0.1493854969739914,0.11227098852396011,0.8876113817095757,0,Marc Pittonet,0,15663,3,Carlton,2020,0
5,6,11,16,13,81,0,0,0,2,0,3,1,1,0,0,5,11,0,0,0,0,0,91,63,78,0,1,3,135,1,3,1,0,0,1,0,2,4,0,5,0,0,0,3,10,4.3,0,0,0,0,8,4,5,34,0,0,0,0,133,0.014367816091954023,0.03821656050955414,0.04119850187265917,0.026016260162601626,0,0,0.017543859649122806,0.04054054054054054,0.017241379310344827,0.020161290322580645,0.029177718832891247,0,0,0,0.007874015748031496,0,1,0,0,0,0,1,0,0,0,0.9994974136352539,4.3401343282312155e-4,6.441311415983364e-5,4.158931915299036e-6,5.753164568886859e-4,0,Will Hoskin-Elliott,0,15839,15,Collingwood,2020,0
11,6,2,13,12,92,0,0,0,1,0,5,0,0,0,0,1,12,0,0,1,1,0,79,59,74,0,0,2,401,1,2,0,0,0,0,0,7,10,0,1,0,0,1,0,9,7.1,0,0,0,1,26,7,9,61,0,0,0,0,7,0.0291005291005291,0.036585365853658534,0.008368200836820083,0.02106969205834684,0,0,0.011904761904761904,0.05952380952380952,0,0.004098360655737705,0.03296703296703297,0,0,0,0.007352941176470588,0,0,1,0,0,1,0,0,0,0,0.9990360736846924,8.997697150334716e-4,2.2627649741480127e-5,4.156618160777725e-5,0.0010697235593397636,0,Lachie Ash,0,15776,9,Greater Western Sydney,2020,0
10,4,4,14,11,79,0,0,0,0,0,0,0,2,1,0,2,12,0,0,2,0,0,83,51,46,0,0,2,213,3,1,0,0,1,0,0,5,7,1,2,0,0,0,0,6,3.9,0,1,0,1,66,6,17,108,0,0,0,0,20,0.029850746268656716,0.02564102564102564,0.016597510373443983,0.024305555555555556,0,0,0,0,0,0.00881057268722467,0.034782608695652174,0,0,0,0.036585365853658534,0,0,1,0,1,0,0,0,0,0,0.9998866319656372,7.386276411125436e-5,2.5491524866083637e-5,1.4043442206457257e-5,1.669761404627934e-4,0,Zach Guthrie,0,15842,16,Geelong,2020,0
8,4,8,16,13,81,0,0,0,2,2,2,2,2,1,1,6,11,0,1,0,0,0,74,58,70,1,1,3,260,0,0,0,0,0,0,0,1,6,1,4,0,0,0,0,10,6.7,0,0,1,0,10,4,9,58,0,0,0,0,217,0.02373887240356083,0.032520325203252036,0.029197080291970802,0.02618657937806874,0,0,0.01694915254237288,0.024096385542168676,0.03278688524590164,0.025,0.030470914127423823,0,0.09090909090909091,0,0,0.022222222222222223,1,0,0,1,0,0,0,0,0,0.9993410706520081,4.4590968172997236e-4,1.517442287877202e-4,6.130091787781566e-5,9.333008929388598e-4,0,Liam Shiels,0,15819,13,Hawthorn,2020,0
2,2,6,8,6,75,0,0,0,1,0,1,0,0,0,0,3,5,0,0,0,0,1,69,28,42,0,0,1,101,1,2,0,0,0,0,0,1,1,2,3,0,0,1,0,10,8.8,0,1,0,0,20,10,13,88,0,0,0,0,5,0.00558659217877095,0.013071895424836602,0.028846153846153848,0.014134275618374558,0,0,0.0136986301369863,0.011111111111111112,0,0.01282051282051282,0.014970059880239521,0,0,0.07692307692307693,0.009174311926605505,0,0,1,0,1,0,0,0,0,0,0.9998461008071899,1.1445757991168648e-4,1.2009719284833409e-5,2.7385356588638388e-5,2.2063308824726846e-4,0,Thomas Berry,0,15753,7,Brisbane Lions,2020,0
8,1,18,26,18,69,0,0,0,3,1,1,4,2,0,0,6,20,0,0,0,0,0,74,75,90,0,4,3,133,7,1,0,0,0,1,0,9,2,0,3,0,0,0,0,15,2.1,0,0,0,0,23,7,8,55,0,0,0,0,115,0.02346041055718475,0.008064516129032258,0.0891089108910891,0.04788213627992634,0,0,0.027522935779816515,0.013333333333333334,0.05970149253731343,0.02575107296137339,0.06779661016949153,0,0,0,0.058823529411764705,0,1,0,0,0,0,1,0,0,0,0.9816231727600098,0.017042459920048714,7.072122534736991e-4,6.271908641792834e-4,0.020338457019533962,0,Matt Crouch,0,15759,7,Adelaide,2020,0
17,9,3,20,13,65,0,0,0,0,9,1,1,4,1,0,8,12,2,0,2,0,1,87,85,114,0,1,2,444,6,10,0,0,0,0,0,3,10,0,5,0,0,3,0,4,12.9,0,1,0,2,32,3,17,105,1,1,0,0,129,0.04956268221574344,0.060810810810810814,0.015873015873015872,0.03759398496240601,0,0,0,0.0125,0.015873015873015872,0.039603960396039604,0.037383177570093455,0.11764705882352941,0,0.041666666666666664,0.06,0,0,1,0,0,0,0,0,0,0,0.7577595114707947,0.21274185180664063,0.026244208216667175,0.0032544180285185575,0.27499352232553065,0,Nick Haynes,0,15619,1,Greater Western Sydney,2020,0
6,3,4,10,9,90,0,0,0,3,0,1,1,1,1,1,2,6,0,0,5,0,0,99,45,87,0,1,2,89,0,2,0,1,1,0,0,9,6,0,1,0,0,1,1,10,6,0,1,0,5,27,7,11,73,0,0,0,0,51,0.017543859649122806,0.025,0.01932367149758454,0.018214936247723135,0,0,0.023622047244094488,0.0125,0.01639344262295082,0.008403361344537815,0.02054794520547945,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.9995400905609131,2.951822243630886e-4,1.1993484076811001e-4,4.4845492084277794e-5,6.69588382152142e-4,0,Jack Henry,0,15742,6,Geelong,2020,0
7,4,3,10,9,90,1,0,0,2,2,1,0,1,1,0,1,7,0,0,8,0,0,93,54,75,0,0,1,194,1,1,0,0,1,0,0,4,6,1,1,0,0,0,0,8,3.9,0,0,1,7,24,2,10,62,0,0,0,0,197,0.02040816326530612,0.026845637583892617,0.011627906976744186,0.016638935108153077,0.06666666666666667,0,0.017857142857142856,0.013888888888888888,0,0.004524886877828055,0.018518518518518517,0,0,0,0.008695652173913044,0.03225806451612903,0,1,0,0,0,0,0,0,0,0.9996973276138306,1.7811080033425242e-4,0.00011220651504117996,1.2432435141818132e-5,4.398211358420667e-4,0,Lynden Dunn,0,15806,11,Collingwood,2020,0
6,4,3,9,3,33,0,0,0,3,0,1,0,2,0,0,1,8,0,0,1,0,0,81,48,38,0,0,0,167,5,1,0,0,0,0,0,5,2,1,1,0,0,0,2,16,0.8,0,0,0,1,36,4,6,40,0,0,0,0,9,0.018072289156626505,0.027972027972027972,0.010416666666666666,0.014516129032258065,0,0,0.022058823529411766,0.013333333333333334,0,0.00423728813559322,0.02040816326530612,0,0,0,0.04504504504504504,0,1,0,0,0,1,0,0,0,0,0.9999839067459106,9.38717585086124e-6,5.980268269922817e-6,7.767297915961535e-7,2.3677901765495335e-5,0,Dylan Moore,0,15854,17,Hawthorn,2020,0
10,8,5,15,10,67,0,0,30,3,1,5,3,3,2,1,11,4,4,0,2,0,0,98,105,153,0,3,6,240,6,3,0,0,1,5,1,6,6,0,5,12,49.2,1,2,10,17.4,61,5,0,1,17,8,12,80,1,1,9,1,125,0.029411764705882353,0.056338028169014086,0.022727272727272728,0.026785714285714284,0,0,0.031578947368421054,0.060240963855421686,0.057692307692307696,0.04782608695652174,0.012422360248447204,0.18181818181818182,0,0,0.04918032786885246,0,0,1,0,0,0,0,0,1,0,0.03311818465590477,0.09547881782054901,0.40280312299728394,0.4685998857021332,2.3068847209215164,3,Max Gawn,2,15746,6,Melbourne,2020,3
3,0,2,5,3,60,1,0,0,2,0,1,0,3,1,2,2,3,0,0,0,0,0,65,22,20,0,0,1,85,3,0,0,0,0,2,0,5,1,0,2,0,0,0,0,9,0.7,0,0,1,0,13,12,5,42,0,0,0,0,3,0.009146341463414634,0,0.0076045627376425855,0.008460236886632826,0.07692307692307693,0,0.014285714285714285,0.013513513513513514,0,0.0070921985815602835,0.009523809523809525,0,0,0,0.023622047244094488,0.02702702702702703,1,0,0,1,0,0,0,0,0,0.9999639987945557,2.7766880521085113e-5,3.7201559734967304e-6,4.527263172349194e-6,4.8788981985126156e-5,0,Cody Weightman,0,15778,10,Western Bulldogs,2020,0
1,1,0,1,1,100,0,0,2,1,0,0,0,0,0,0,1,0,1,0,1,0,0,12,12,18,0,0,0,6,0,0,0,0,0,0,0,1,1,0,0,0,50,0,0,3,2.1,4,0,0,1,43,6,7,48,0,0,0,0,69,0.0029940119760479044,0.006172839506172839,0,0.0016722408026755853,0,0,0.012195121951219513,0,0,0.004484304932735426,0,0.03333333333333333,0,0,0,0,1,0,0,0,0,1,0,0,0,0.99996018409729,2.825793853844516e-5,6.496078640338965e-6,5.049265382695012e-6,5.6397891967208125e-5,0,Tim O'Brien,0,15757,7,Hawthorn,2020,0
9,6,6,15,13,87,1,0,0,2,0,1,2,0,2,0,6,9,0,0,1,0,0,84,73,96,1,1,4,123,1,1,0,0,1,0,0,2,8,1,4,0,0,0,1,13,7.2,0,0,1,1,52,8,13,86,0,0,0,0,120,0.025423728813559324,0.03508771929824561,0.021505376344086023,0.023696682464454975,0.05555555555555555,0,0.022222222222222223,0.015625,0.03636363636363636,0.027777777777777776,0.0215311004784689,0,0,0,0.01020408163265306,0.03125,0,1,0,0,0,0,0,0,1,0.99888676404953,7.370858220383525e-4,2.9717423603869975e-4,7.900035416241735e-5,0.001568435356603004,0,Will Hoskin-Elliott,0,15616,1,Collingwood,2020,0
18,4,12,30,23,77,0,0,0,5,5,2,9,2,3,0,14,14,0,0,1,0,0,70,113,140,5,4,3,275,2,4,0,0,0,0,0,13,13,1,9,0,0,1,0,24,15.6,0,0,0,0,30,5,5,35,0,0,5,0,74,0.046632124352331605,0.023121387283236993,0.03934426229508197,0.04341534008683068,0,0,0.05813953488372093,0.023255813953488372,0.17647058823529413,0.06060606060606061,0.03090507726269316,0,0,0,0.01652892561983471,0,1,0,1,0,0,0,0,0,0,0.0706043541431427,0.7486279010772705,0.13011276721954346,0.05065491423010826,1.1608181782066822,1,Jed Anderson,0,15825,13,North Melbourne,2020,1
7,5,6,13,11,85,0,1,0,1,1,2,1,0,0,0,6,9,0,1,2,1,0,78,53,78,0,1,5,182,0,2,0,0,0,2,0,3,6,1,4,0,0,1,0,11,8.8,0,1,1,0,59,10,4,34,0,0,0,0,84,0.020114942528735632,0.033112582781456956,0.024793388429752067,0.022033898305084745,0,0.06666666666666667,0.010309278350515464,0.024096385542168676,0.016129032258064516,0.026200873362445413,0.025210084033613446,0,0.047619047619047616,0,0,0.024390243902439025,1,0,0,1,0,0,0,0,0,0.9998179078102112,1.6760507423896343e-4,1.2366126611595973e-5,2.130132997990586e-6,1.9872772645612713e-4,0,Dean Kent,0,15804,11,St Kilda,2020,0
6,3,10,16,7,44,0,2,0,1,0,1,0,2,0,1,8,9,0,1,1,0,0,83,50,60,0,0,5,106,5,2,0,0,0,2,0,4,0,5,8,0,0,0,0,11,1.8,0,1,2,1,36,10,11,76,0,0,0,0,56,0.018072289156626505,0.02097902097902098,0.034722222222222224,0.025806451612903226,0,0.18181818181818182,0.007352941176470588,0.013333333333333334,0,0.03389830508474576,0.02295918367346939,0,0.07142857142857142,0,0.04504504504504504,0.0625,0,1,0,0,0,0,0,0,1,0.9997976422309875,1.4373954036273062e-4,2.6317889933125116e-5,3.2301431929226965e-5,2.9327961601666175e-4,0,Ed Richards,0,15854,17,Western Bulldogs,2020,0
12,4,12,24,19,79,3,1,0,3,0,3,5,4,1,2,13,11,3,2,3,0,1,92,98,143,0,5,6,368,3,4,0,1,1,3,1,8,8,4,7,0,0,1,0,24,21.8,0,1,5,2,12,9,10,69,0,1,2,1,175,0.03409090909090909,0.030303030303030304,0.047619047619047616,0.039735099337748346,0.13636363636363635,0.07692307692307693,0.03296703296703297,0.034482758620689655,0.07936507936507936,0.050980392156862744,0.03225806451612903,0.10714285714285714,0.11764705882352941,0.07692307692307693,0.024793388429752067,0.11904761904761904,1,0,1,0,0,0,0,0,0,0.0866544172167778,0.5880425572395325,0.3114487826824188,0.013854200020432472,1.2525027226656675,1,Nat Fyfe,2,15650,2,Fremantle,2020,1
8,4,7,15,11,73,2,0,25,2,0,2,2,3,0,2,10,5,2,1,1,0,0,91,89,117,1,1,5,271,1,3,0,1,1,1,0,3,6,0,7,7,43.9,2,1,12,14.3,57,3,2,1,26,3,15,93,0,0,0,0,37,0.024096385542168676,0.027777777777777776,0.02364864864864865,0.02388535031847134,0.08,0,0.019417475728155338,0.025974025974025976,0.03225806451612903,0.04219409282700422,0.012919896640826873,0.1111111111111111,0.05555555555555555,0,0.008771929824561403,0.047619047619047616,0,1,0,0,0,0,0,1,0,0.8579890727996826,0.11816472560167313,0.01964593306183815,0.004200267139822245,0.17005739314481616,0,Rowan Marshall,0,15704,4,St Kilda,2020,0
5,2,2,7,4,57,0,1,7,3,1,1,1,0,1,0,4,3,1,0,1,0,1,82,46,72,0,1,3,104,0,1,1,0,0,5,0,3,3,2,2,1,35,1,0,11,6.2,20,0,1,1,22,6,11,72,0,0,0,0,31,0.014970059880239521,0.014492753623188406,0.00975609756097561,0.012987012987012988,0,0.09090909090909091,0.022556390977443608,0.012658227848101266,0.013333333333333334,0.01694915254237288,0.010033444816053512,0.038461538461538464,0,0.09090909090909091,0,0.030303030303030304,0,1,0,1,0,0,0,0,0,0.9993603825569153,5.599715514108539e-4,3.612852742662653e-5,4.3470939999679103e-5,7.626414262631442e-4,0,Oscar Allen,0,15802,11,West Coast,2020,0
5,5,1,6,5,83,0,1,0,1,0,2,0,1,2,1,4,3,2,2,0,0,1,87,36,66,0,0,4,147,1,0,0,0,0,1,0,1,4,0,0,0,0,0,1,8,6.8,0,0,1,0,31,4,9,58,0,0,0,0,41,0.01592356687898089,0.04132231404958678,0.0045871559633027525,0.011278195488721804,0,0.125,0.01020408163265306,0.02564102564102564,0,0.017391304347826087,0.01,0.08695652173913043,0.09090909090909091,0.07692307692307693,0.009009009009009009,0.02702702702702703,1,0,0,1,0,0,0,0,0,0.9997941851615906,1.8303470278624445e-4,1.616686313354876e-5,6.670580660284031e-6,2.3538017103419406e-4,0,Harry McKay,0,15771,9,Carlton,2020,0
7,3,6,13,11,85,1,0,0,4,2,1,0,1,0,1,3,10,0,1,2,0,0,79,61,73,0,0,3,202,2,1,1,0,0,2,0,4,7,2,3,0,0,0,0,13,8.3,0,0,1,1,32,7,7,49,0,0,0,0,385,0.019498607242339833,0.020134228187919462,0.022058823529411766,0.020602218700475437,0.05263157894736842,0,0.036036036036036036,0.011111111111111112,0,0.011583011583011582,0.02631578947368421,0,0.05,0,0.014084507042253521,0.02564102564102564,1,0,0,1,0,0,0,0,0,0.9999229907989502,5.7657791330711916e-5,1.737598722684197e-5,1.93261598724348e-6,9.82076137461263e-5,0,Shaun Burgoyne,0,15815,12,Hawthorn,2020,0
3,1,1,4,2,50,0,0,11,2,0,1,0,1,0,1,1,3,1,0,3,0,0,92,30,39,0,0,2,70,0,0,0,0,1,0,0,3,1,0,0,3,29.4,0,0,8,3.1,34,2,0,2,28,8,9,62,0,0,0,0,38,0.008064516129032258,0.0070921985815602835,0.004672897196261682,0.006825938566552901,0,0,0.019801980198019802,0.01098901098901099,0,0.00411522633744856,0.009036144578313253,0.05555555555555555,0,0,0,0,1,0,0,1,0,0,0,0,0,0.999967098236084,2.8573542294907384e-5,2.0118507109145867e-6,2.2608478502661455e-6,3.9379787267534994e-5,0,Oscar McInerney,0,15622,1,Brisbane Lions,2020,0
15,6,7,22,16,73,2,0,0,1,2,4,3,2,0,0,10,15,0,0,1,2,1,81,93,128,1,2,8,392,8,4,0,0,0,0,0,7,10,3,7,0,0,0,0,11,17.4,0,2,2,0,27,6,12,78,0,0,2,0,103,0.03836317135549872,0.03015075376884422,0.028112449799196786,0.034375,0.10526315789473684,0,0.015625,0.05,0.05660377358490566,0.04739336492890995,0.03546099290780142,0,0,0.07692307692307693,0.06201550387596899,0.05128205128205128,0,1,1,0,0,0,0,0,0,0.21083970367908478,0.5704215168952942,0.17478571832180023,0.0439530573785305,1.0518521256744862,1,Dom Sheed,3,15623,1,West Coast,2020,1
2,2,6,8,7,88,0,0,0,7,0,1,0,2,0,2,1,8,0,0,0,0,1,67,46,58,0,0,1,89,2,2,0,0,0,0,0,10,1,0,1,0,0,0,0,21,2.2,0,0,0,0,41,12,13,90,0,0,0,0,22,0.006153846153846154,0.015503875968992248,0.022900763358778626,0.013628620102214651,0,0,0.08433734939759036,0.012048192771084338,0,0.004545454545454545,0.02197802197802198,0,0,0.0625,0.01652892561983471,0,0,1,1,0,0,0,0,0,0,0.9999668598175049,2.0569952539517544e-5,1.953987748493091e-6,1.0578663932392374e-5,5.621391983368085e-5,0,Sydney Stack,0,15769,9,Richmond,2020,0
6,3,5,11,7,64,0,0,0,1,0,2,1,2,0,1,5,7,0,0,4,0,0,88,38,54,0,1,0,187,5,3,0,0,0,0,0,13,3,1,5,0,0,0,0,19,5.8,0,0,0,2,28,10,7,52,0,0,0,0,43,0.017241379310344827,0.019867549668874173,0.019011406844106463,0.01800327332242226,0,0,0.010526315789473684,0.022988505747126436,0.019230769230769232,0.022123893805309734,0.018421052631578946,0,0,0,0.0390625,0,1,0,0,0,0,0,0,0,0,0.9998476505279541,1.0552813182584941e-4,2.2674170395475812e-5,2.4112232495099306e-5,2.2321317010209896e-4,0,Aaron vandenBerg,0,15818,13,Melbourne,2020,0
4,2,11,15,13,87,0,0,0,2,0,2,4,3,0,1,9,7,0,1,2,0,0,87,45,76,1,3,3,102,1,4,0,1,1,0,0,5,2,1,7,0,0,0,0,11,8.6,0,0,1,0,66,3,18,111,0,0,0,0,219,0.011730205278592375,0.0136986301369863,0.04782608695652174,0.02626970227670753,0,0,0.023529411764705882,0.027777777777777776,0.07142857142857142,0.04054054054054054,0.020289855072463767,0,0.045454545454545456,0,0.010416666666666666,0.023255813953488372,0,1,0,0,0,0,0,0,1,0.9986581802368164,9.18326957616955e-4,2.8933200519531965e-4,1.3418818707577884e-4,0.0018995555292349309,0,Jack Redden,0,15766,8,West Coast,2020,0
7,4,1,8,4,50,1,0,0,0,0,2,1,1,0,0,4,3,1,1,0,0,0,87,41,52,0,1,1,125,2,1,0,0,0,3,1,0,4,2,2,0,0,0,1,7,4.5,0,0,1,0,12,14,6,50,0,0,0,0,270,0.021604938271604937,0.031496062992125984,0.0051813471502590676,0.015473887814313346,0.06666666666666667,0,0,0.02564102564102564,0.015151515151515152,0.01762114537444934,0.01090909090909091,0.07692307692307693,0.07142857142857142,0,0.02247191011235955,0.02702702702702703,1,0,0,1,0,0,0,0,0,0.9999328851699829,4.496844485402107e-5,1.593477099959273e-5,6.248304543987615e-6,9.558290048516938e-5,0,Jack Riewoldt,0,15761,8,Richmond,2020,0
7,3,11,18,12,67,1,0,32,3,1,3,5,1,2,0,14,4,2,1,4,0,0,84,104,123,3,2,4,153,4,3,0,0,0,1,1,2,5,0,3,3,48.5,1,0,6,17.1,66,3,1,4,13,7,8,55,0,0,3,0,9,0.021341463414634148,0.02702702702702703,0.04182509505703422,0.030456852791878174,0.07692307692307693,0,0.02142857142857143,0.04054054054054054,0.07462686567164178,0.04964539007092199,0.012698412698412698,0.07407407407407407,0.08333333333333333,0,0.031496062992125984,0.02702702702702703,0,1,0,0,0,0,0,1,0,0.3573399782180786,0.2862744629383087,0.2981993854045868,0.05818620324134827,1.057231843471527,0,Peter Ladhams,1,15778,10,Port Adelaide,2020,0
8,1,6,14,12,86,0,0,0,4,0,2,5,3,5,3,5,9,0,0,0,0,0,83,51,68,4,1,5,154,0,2,1,0,1,0,0,4,6,0,2,0,0,0,0,11,6.6,0,3,0,0,32,3,17,105,0,0,0,0,188,0.023323615160349854,0.006756756756756757,0.031746031746031744,0.02631578947368421,0,0,0.05555555555555555,0.025,0.07936507936507936,0.024752475247524754,0.028037383177570093,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.9992777705192566,4.411404370330274e-4,4.673240619013086e-5,2.3433819296769798e-4,0.001237619828316383,0,Matt de Boer,1,15619,1,Greater Western Sydney,2020,0
13,5,9,22,15,68,1,0,0,5,3,1,1,2,2,0,7,15,0,1,1,0,0,84,100,102,1,0,3,202,4,3,0,0,0,0,0,14,8,0,5,0,0,1,0,24,11.1,0,2,1,0,21,7,10,67,0,0,0,0,61,0.03880597014925373,0.043478260869565216,0.036585365853658534,0.0378657487091222,0.0625,0,0.045454545454545456,0.012658227848101266,0.018518518518518517,0.028688524590163935,0.04559270516717325,0,0.05555555555555555,0,0.03076923076923077,0.02631578947368421,0,1,0,0,0,0,0,0,1,0.8634073138237,0.05918217450380325,0.06843864917755127,0.008971873670816422,0.22297509387135506,0,Ryan Clarke,1,15837,15,Sydney,2020,0
7,4,2,9,8,89,0,0,0,2,2,0,2,1,2,1,4,6,0,0,3,0,0,72,44,71,0,2,2,99,1,4,0,0,0,0,0,6,6,0,2,0,0,2,0,10,6.6,0,1,0,3,27,5,4,29,0,0,0,0,36,0.02005730659025788,0.02564102564102564,0.00904977375565611,0.015789473684210527,0,0,0.024691358024691357,0,0.03508771929824561,0.01818181818181818,0.017191977077363897,0,0,0,0.010101010101010102,0,1,0,0,0,0,0,0,0,0,0.9997890591621399,1.7554224177729338e-4,1.8715345504460856e-5,1.6748463167459704e-5,2.632183222885942e-4,0,Taylin Duman,0,15836,15,Fremantle,2020,0
10,3,12,22,19,86,0,1,0,0,1,5,4,0,0,0,8,13,1,0,1,0,0,79,64,106,1,3,10,398,1,4,0,0,0,1,1,3,8,1,6,0,0,0,0,11,14.3,0,1,1,0,14,12,9,66,0,0,0,0,23,0.027472527472527472,0.01639344262295082,0.05084745762711865,0.03666666666666667,0,0.045454545454545456,0,0.058823529411764705,0.08163265306122448,0.043243243243243246,0.032418952618453865,0.041666666666666664,0,0,0.011111111111111112,0.022222222222222223,1,0,0,1,0,0,0,0,0,0.9648643732070923,0.017854971811175346,0.01712346263229847,1.5722739044576883e-4,0.05257357924710959,0,James Cousins,0,15841,16,Hawthorn,2020,0
12,8,5,17,13,77,4,1,1,1,0,1,1,2,1,1,12,6,3,5,1,0,1,96,98,173,0,1,9,185,3,1,1,0,0,5,4,1,9,1,5,1,14.3,0,3,6,22.3,7,1,5,0,66,6,17,108,1,1,8,0,271,0.03582089552238806,0.05128205128205128,0.02074688796680498,0.029513888888888888,0.18181818181818182,0.0625,0.01,0.013333333333333334,0.018867924528301886,0.05286343612334802,0.017391304347826087,0.12,0.20833333333333334,0.058823529411764705,0.036585365853658534,0.11363636363636363,0,1,0,1,0,0,0,0,0,0.013994396664202213,0.05788855999708176,0.5101636648178101,0.41795337200164795,2.3320760056376457,2,Tom Hawkins,2,15842,16,Geelong,2020,2
6,3,4,10,10,100,0,0,0,2,0,1,1,0,0,0,2,6,0,0,5,0,0,96,43,70,0,1,1,109,0,3,0,0,2,0,0,5,6,0,2,0,0,1,0,10,8.1,0,1,0,5,0,6,5,36,0,1,0,0,153,0.01652892561983471,0.01935483870967742,0.01593625498007968,0.016286644951140065,0,0,0.020202020202020204,0.013157894736842105,0.015873015873015872,0.008064516129032258,0.016574585635359115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9991869330406189,4.211183113511652e-4,3.380477719474584e-4,5.385876647778787e-5,0.0012587901546794455,0,Dylan Grimes,0,15624,2,Richmond,2020,0
10,4,4,14,12,86,3,0,4,4,2,3,1,0,1,0,4,9,1,1,3,0,1,81,89,152,1,0,10,302,1,1,0,0,0,2,1,7,9,2,2,1,16,0,1,13,22.7,25,0,3,2,66,3,18,111,0,0,2,0,29,0.02932551319648094,0.0273972602739726,0.017391304347826087,0.024518388791593695,0.125,0,0.047058823529411764,0.041666666666666664,0.017857142857142856,0.018018018018018018,0.02608695652173913,0.043478260869565216,0.045454545454545456,0.07692307692307693,0.010416666666666666,0.06976744186046512,0,1,0,1,0,0,0,0,0,0.9387722611427307,0.03265291452407837,0.026071753352880478,0.002503047464415431,0.09230556362308562,0,Oscar Allen,1,15766,8,West Coast,2020,0
6,3,3,9,8,89,1,0,0,1,0,2,0,0,0,0,4,4,0,1,0,0,0,75,43,70,0,0,1,175,0,1,0,0,0,1,0,5,5,1,4,0,0,0,1,12,9.9,0,0,1,0,31,8,7,50,0,0,0,0,6,0.016483516483516484,0.02,0.011363636363636364,0.014331210191082803,0.1111111111111111,0,0.010752688172043012,0.025974025974025976,0,0.0163265306122449,0.010723860589812333,0,0.07142857142857142,0,0,0.04,0,1,0,0,0,1,0,0,0,0.9995647072792053,3.882028686348349e-4,3.188001210219227e-5,1.517469991085818e-5,4.97486992571794e-4,0,Michael Frederick,0,15821,13,Fremantle,2020,0
17,8,0,17,13,77,0,0,0,5,3,1,1,5,2,2,5,11,0,0,3,0,0,93,91,98,0,1,2,266,3,7,0,3,3,0,0,9,13,0,3,0,0,2,0,11,8.1,0,0,0,3,75,8,17,110,0,0,0,0,83,0.046703296703296704,0.05555555555555555,0,0.027331189710610933,0,0,0.04716981132075472,0.011494252873563218,0.014492753623188406,0.019455252918287938,0.030726256983240222,0,0,0,0.025210084033613446,0,0,1,0,0,0,0,0,0,0,0.9815009832382202,0.015673469752073288,8.279925095848739e-4,0.001997564220800996,0.023322147433646023,0,Tom Clurey,0,15653,2,Port Adelaide,2020,0
7,2,5,12,7,58,0,0,0,3,2,3,1,4,1,1,7,5,1,0,0,0,0,75,47,52,1,0,5,178,3,2,0,0,0,2,1,3,2,1,5,0,0,0,1,8,3.9,0,1,0,0,2,14,6,50,0,0,0,0,57,0.02127659574468085,0.014492753623188406,0.023474178403755867,0.02214022140221402,0,0,0.02727272727272727,0.03896103896103896,0.02040816326530612,0.03225806451612903,0.016025641025641024,0.043478260869565216,0,0,0.026785714285714284,0,0,1,0,0,1,0,0,0,0,0.9996123909950256,2.6796001475304365e-4,2.8699794711428694e-5,9.09990631043911e-5,5.983567934890743e-4,0,Callum Ah Chee,0,15823,13,Brisbane Lions,2020,0
