kicks,marks,handballs,disposals,effective_disposals,disposal_efficiency_percentage,goals,behinds,hitouts,tackles,rebounds,inside_fifties,clearances,clangers,free_kicks_for,free_kicks_against,contested_possessions,uncontested_possessions,contested_marks,marks_inside_fifty,one_percenters,bounces,goal_assists,time_on_ground_percentage,afl_fantasy_score,supercoach_score,centre_clearances,stoppage_clearances,score_involvements,metres_gained,turnovers,intercepts,tackles_inside_fifty,contest_def_losses,contest_def_one_on_ones,contest_off_one_on_ones,contest_off_wins,def_half_pressure_acts,effective_kicks,f50_ground_ball_gets,ground_ball_gets,hitouts_to_advantage,hitout_win_percentage,intercept_marks,marks_on_lead,pressure_acts,rating_points,ruck_contests,score_launches,shots_at_goal,spoils,match_margin,team_behinds,team_goals,team_score,aa_team,aa_squad,coaches_votes,captain,num_games,kicks_prop,marks_prop,handballs_prop,disposals_prop,goals_prop,behinds_prop,tackles_prop,inside_fifties_prop,clearances_prop,contested_possessions_prop,uncontested_possessions_prop,contested_marks_prop,marks_inside_fifty_prop,goal_assists_prop,turnovers_prop,shots_at_goal_prop,match_outcome_Loss,match_outcome_Win,player_position_BPR,player_position_C,player_position_CHB,player_position_CHF,player_position_FB,player_position_FF,player_position_FPL,player_position_FPR,player_position_HBFL,player_position_HBFR,player_position_HFFL,player_position_HFFR,player_position_INT,player_position_R,player_position_RK,player_position_RR,player_position_SUB,player_position_WL,player_position_WR,prob_0,prob_1,prob_2,prob_3,expected_votes,pred,player_name,brownlow_votes,match_id,match_round,player_team,season,predicted_votes
9,2,2,11,7,64,0,0,0,4,3,1,1,4,0,0,4,6,0,0,4,0,0,90,53,70,1,0,3,300,5,3,0,1,1,0,0,12,5,0,4,0,0,0,0,15,6.9,0,0,0,2,45,10,13,88,0,0,0,0,27,0.026470588235294117,0.015503875968992248,0.009009009009009009,0.019572953736654804,0,0,0.05194805194805195,0.012345679012345678,0.0196078431372549,0.018433179723502304,0.018808777429467086,0,0,0,0.03875968992248062,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9998756647109985,9.715519263409078e-5,1.0773042959044687e-5,1.6347445125575177e-5,1.677436139289057e-4,0,Noah Answerth,0,15847,16,Brisbane Lions,2020,0
9,7,1,10,7,70,1,0,0,1,0,5,0,4,0,0,3,8,1,1,0,0,0,86,60,56,0,0,3,331,3,0,1,0,0,1,0,2,7,1,2,0,0,0,2,7,2.1,0,0,2,0,1,11,7,53,0,0,0,0,66,0.027950310559006212,0.058823529411764705,0.004694835680751174,0.018691588785046728,0.1,0,0.0125,0.058823529411764705,0,0.015,0.024844720496894408,0.07142857142857142,0.07142857142857142,0,0.030303030303030304,0.07142857142857142,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.9997736811637878,2.0791355927940458e-4,1.432043245586101e-5,4.144487320445478e-6,2.4898788615246303e-4,0,Mitch McGovern,0,15651,2,Carlton,2020,0
10,8,3,13,10,77,1,0,0,0,1,1,0,2,0,0,3,10,2,1,1,0,0,92,66,68,0,0,4,235,3,3,0,0,1,0,0,3,8,0,1,0,0,2,0,4,7.4,0,0,1,1,60,7,14,91,0,0,0,0,176,0.02849002849002849,0.05228758169934641,0.014423076923076924,0.023255813953488372,0.0625,0,0,0.012658227848101266,0,0.013574660633484163,0.029850746268656716,0.1,0.05263157894736842,0,0.027522935779816515,0.03225806451612903,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9988824725151062,5.088475882075727e-4,3.1700791441835463e-4,2.916316734626889e-4,0.0020177584374323487,0,Lachie Henderson,0,15809,12,Geelong,2020,0
7,2,3,10,5,50,0,1,0,5,0,2,0,2,2,0,5,5,0,0,0,0,0,80,56,63,0,0,4,182,5,4,3,0,0,0,0,7,4,0,3,0,0,1,0,24,2,0,2,2,0,34,11,11,77,0,0,0,0,9,0.021806853582554516,0.013333333333333334,0.013043478260869565,0.018148820326678767,0,0.06666666666666667,0.05319148936170213,0.02631578947368421,0,0.024509803921568627,0.01483679525222552,0,0,0,0.050505050505050504,0.05714285714285714,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.9997996687889099,1.5128590166568756e-4,3.631554136518389e-5,1.274775877391221e-5,2.6216026071779197e-4,0,Jamaine Jones,0,15721,5,West Coast,2020,0
13,7,12,25,21,84,0,0,0,9,2,4,5,6,1,2,9,17,2,0,2,0,0,89,115,119,1,4,4,244,5,1,0,0,0,0,0,12,9,1,3,0,0,0,0,20,5.8,0,0,0,0,19,7,7,49,0,0,4,0,142,0.03869047619047619,0.03977272727272727,0.04938271604938271,0.04317789291882556,0,0,0.15254237288135594,0.05555555555555555,0.11627906976744186,0.05,0.042821158690176324,0.14285714285714285,0,0,0.05319148936170213,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0730661153793335,0.6835618615150452,0.23863375186920166,0.004738263785839081,1.1750441566109657,1,Zach Merrett,0,15859,18,Essendon,2020,1
9,4,6,15,11,73,0,0,0,1,2,1,0,0,0,0,8,6,1,0,6,1,0,86,55,96,0,0,0,239,5,8,0,0,2,0,0,4,6,0,6,0,0,2,0,6,12.9,0,0,0,4,5,9,7,51,0,0,0,0,165,0.025423728813559324,0.037037037037037035,0.02666666666666667,0.025906735751295335,0,0,0.00980392156862745,0.012658227848101266,0,0.032520325203252036,0.01929260450160772,0.1111111111111111,0,0,0.03546099290780142,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.997222900390625,0.0011482096742838621,0.0015151931438595057,1.1374628229532391e-4,0.004519834808888845,0,Easton Wood,0,15760,8,Western Bulldogs,2020,0
17,4,6,23,21,91,0,0,0,4,9,3,0,1,2,1,7,10,0,0,0,0,0,81,90,138,0,0,4,576,2,9,0,0,1,0,0,6,15,0,5,0,0,0,0,8,18,0,2,0,0,15,7,7,49,0,0,1,0,285,0.05647840531561462,0.04597701149425287,0.020905923344947737,0.0391156462585034,0,0,0.044444444444444446,0.04054054054054054,0,0.02880658436213992,0.02932551319648094,0,0,0,0.018518518518518517,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.9780043959617615,0.01731696166098118,0.0030248889233917,0.0016537398332729936,0.02832795900758356,0,Shannon Hurn,0,15857,18,West Coast,2020,0
10,3,9,19,13,68,0,1,0,6,2,3,1,0,0,0,5,14,0,1,4,0,0,85,82,110,0,1,3,250,1,2,1,0,0,0,0,15,5,1,5,0,0,0,1,25,8.2,0,0,2,3,34,7,6,43,0,0,0,1,200,0.03115264797507788,0.02,0.0391304347826087,0.034482758620689655,0,0.06666666666666667,0.06382978723404255,0.039473684210526314,0.01818181818181818,0.024509803921568627,0.04154302670623145,0,0.05263157894736842,0,0.010101010101010102,0.05714285714285714,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9962307810783386,0.0025320760905742645,0.0012112684780731797,2.5846749849733897e-5,0.005032153296269826,0,Luke Parker,0,15721,5,Sydney,2020,0
6,1,8,14,8,57,0,0,0,1,1,0,0,3,1,0,6,7,0,0,0,0,1,81,42,47,0,0,2,33,5,2,0,0,0,0,0,0,1,3,5,0,0,0,0,4,3.8,0,1,0,0,3,4,8,52,0,0,0,0,293,0.01904761904761905,0.007246376811594203,0.037037037037037035,0.026365348399246705,0,0,0.013888888888888888,0,0,0.02912621359223301,0.022151898734177215,0,0,0.1111111111111111,0.043478260869565216,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.9994175434112549,3.308938757982105e-4,1.8120804452337325e-4,7.036777242319658e-5,9.044132821145467e-4,0,Nathan Jones,0,15831,14,Melbourne,2020,0
7,3,1,8,6,75,2,1,0,1,0,2,0,1,1,0,2,5,1,0,1,0,1,89,50,57,0,0,5,171,1,0,0,0,0,2,0,0,5,0,0,0,0,0,0,4,3.1,0,0,3,1,24,9,12,81,0,0,0,0,26,0.023178807947019868,0.0297029702970297,0.004784688995215311,0.015655577299412915,0.09090909090909091,0.1,0.016666666666666666,0.021505376344086023,0,0.00980392156862745,0.016611295681063124,0.125,0,0.07142857142857142,0.00909090909090909,0.08571428571428572,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9999450445175171,4.4797219743486494e-5,5.310411324899178e-6,4.851017820328707e-6,6.997109585427097e-5,0,David Cuningham,0,15615,1,Carlton,2020,0
3,1,9,12,7,58,0,0,0,0,0,1,0,3,0,2,5,7,0,0,3,0,1,73,24,47,0,0,2,56,3,5,0,1,2,0,0,2,1,0,4,0,0,0,0,4,4,0,1,0,1,57,15,16,111,0,0,0,0,19,0.009708737864077669,0.008547008547008548,0.03296703296703297,0.020618556701030927,0,0,0,0.011764705882352941,0,0.022727272727272728,0.01971830985915493,0,0,0.058823529411764705,0.03488372093023256,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.9996059536933899,2.411910827504471e-4,2.3940301616676152e-5,1.288873318117112e-4,6.75733681418933e-4,0,Roarke Smith,0,15813,12,Western Bulldogs,2020,0
10,5,6,16,12,75,0,0,0,3,3,1,1,3,0,2,4,12,0,0,3,0,0,78,63,73,0,1,1,231,3,4,0,3,4,0,0,5,6,0,3,0,0,0,1,7,7.8,0,0,0,2,45,10,13,88,0,0,0,0,137,0.029411764705882353,0.03875968992248062,0.02702702702702703,0.028469750889679714,0,0,0.03896103896103896,0.012345679012345678,0.0196078431372549,0.018433179723502304,0.03761755485893417,0,0,0,0.023255813953488372,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9990875720977783,6.513241096399724e-4,1.078144705388695e-4,1.532792521174997e-4,0.0013267908070702106,0,Ryan Lester,0,15847,16,Brisbane Lions,2020,0
14,3,9,23,16,70,0,0,0,2,1,3,5,5,2,2,9,14,0,0,0,0,0,75,73,81,2,3,2,304,6,2,0,0,0,0,0,5,7,0,5,0,0,0,1,9,6.2,0,0,1,0,33,4,5,34,0,0,0,0,89,0.04229607250755287,0.017341040462427744,0.0391304347826087,0.040998217468805706,0,0,0.02702702702702703,0.047619047619047616,0.125,0.05084745762711865,0.03617571059431524,0,0,0,0.06060606060606061,0.05555555555555555,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.9499115347862244,0.04283181205391884,0.005477031692862511,0.001779600977897644,0.05912467837333679,0,Brad Crouch,0,15745,6,Adelaide,2020,0
16,2,7,23,17,74,0,0,0,1,4,6,4,2,1,1,6,16,0,0,2,3,2,76,70,116,3,1,7,428,3,2,0,0,0,0,0,4,11,0,3,0,0,0,0,16,13.2,0,0,0,0,9,7,11,73,0,0,0,1,208,0.05194805194805195,0.016260162601626018,0.04,0.047619047619047616,0,0,0.012658227848101266,0.07407407407407407,0.06153846153846154,0.030456852791878174,0.05714285714285714,0,0,0.125,0.03529411764705882,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.7398574948310852,0.21309037506580353,0.020468663424253464,0.026583489030599594,0.33377816900610924,0,Luke Shuey,0,15775,9,West Coast,2020,0
12,1,7,19,15,79,1,1,0,4,2,2,0,1,0,0,6,14,0,0,5,0,1,94,76,112,0,0,3,260,0,4,0,0,0,0,0,9,9,2,5,0,0,1,0,17,19,0,1,2,3,8,6,6,42,0,1,0,0,77,0.0364741641337386,0.006896551724137931,0.02702702702702703,0.03231292517006803,0.125,0.16666666666666666,0.03773584905660377,0.028985507246376812,0,0.02575107296137339,0.038461538461538464,0,0,0.16666666666666666,0,0.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9896995425224304,0.0049948012456297874,0.004265629220753908,0.0010400998871773481,0.016646359348669648,0,Hugh McCluggage,0,15839,15,Brisbane Lions,2020,0
12,7,10,22,12,55,0,0,0,5,2,3,4,5,3,2,12,12,1,0,0,0,0,82,94,94,2,2,6,275,5,2,0,0,0,0,0,14,4,0,7,0,0,0,0,18,5.2,0,3,1,0,37,4,8,52,0,0,0,1,143,0.037383177570093455,0.051470588235294115,0.045871559633027525,0.04081632653061224,0,0,0.041666666666666664,0.04225352112676056,0.06779661016949153,0.05555555555555555,0.037037037037037035,0.05555555555555555,0,0,0.05102040816326531,0.02857142857142857,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.9518679976463318,0.04372701048851013,0.003971926402300596,4.3310606270097196e-4,0.05297018148121424,0,David Swallow,0,15722,5,Gold Coast,2020,0
14,3,4,18,9,50,0,0,0,5,4,3,3,6,2,3,8,10,0,0,0,0,0,81,72,83,1,2,2,301,3,0,0,0,0,0,0,6,7,1,5,0,0,0,0,12,4.3,0,0,0,0,24,9,4,33,0,0,0,0,70,0.04281345565749235,0.018404907975460124,0.020833333333333332,0.03468208092485549,0,0,0.06097560975609756,0.043478260869565216,0.075,0.04371584699453552,0.030120481927710843,0,0,0,0.03488372093023256,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.9968922734260559,0.0026593361981213093,4.132413014303893e-4,3.522634506225586e-5,0.0035914978361688554,0,Jacob Hopper,0,15659,3,Greater Western Sydney,2020,0
8,5,7,15,11,73,0,1,0,4,0,4,1,2,0,0,3,11,1,1,0,0,2,74,70,90,1,0,7,215,2,1,2,0,0,2,1,2,6,0,2,0,0,0,0,12,9.7,0,2,1,0,14,14,11,80,0,0,0,0,87,0.023809523809523808,0.030120481927710843,0.03211009174311927,0.02707581227436823,0,0.058823529411764705,0.06896551724137931,0.05405405405405406,0.020833333333333332,0.018404907975460124,0.029333333333333333,0.05555555555555555,0.05555555555555555,0.125,0.024691358024691357,0.029411764705882353,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.9968268275260925,0.0023043290711939335,6.276486674323678e-4,2.412002213532105e-4,0.004283227070118301,0,Dean Kent,0,15841,16,St Kilda,2020,0
6,4,2,8,5,63,0,1,0,0,1,0,0,3,0,1,2,6,0,0,2,0,0,91,32,31,0,0,3,141,3,3,0,2,2,0,0,4,3,1,2,0,0,2,0,5,0.7,0,1,1,1,14,12,9,66,0,0,0,0,105,0.017857142857142856,0.024096385542168676,0.009174311926605505,0.01444043321299639,0,0.058823529411764705,0,0,0,0.012269938650306749,0.016,0,0,0,0.037037037037037035,0.029411764705882353,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9997355341911316,2.1319370716810226e-4,2.5423922124900855e-5,2.579583815531805e-5,3.4142906588385813e-4,0,Sam Frost,0,15841,16,Hawthorn,2020,0
5,2,5,10,8,80,0,1,0,3,2,0,0,3,1,3,8,1,1,0,0,0,0,79,36,63,0,0,4,135,3,2,1,0,0,1,0,3,4,2,5,0,0,0,0,12,9.5,0,1,1,0,57,6,8,54,0,0,0,0,8,0.016181229773462782,0.017094017094017096,0.018315018315018316,0.01718213058419244,0,0.05555555555555555,0.03529411764705882,0,0,0.03636363636363636,0.0028169014084507044,0.06666666666666667,0,0,0.03488372093023256,0.023255813953488372,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.999708354473114,2.210495586041361e-4,4.702316437033005e-5,2.354302523599472e-5,3.8572496305278037e-4,0,Shane McAdam,0,15813,12,Adelaide,2020,0
18,5,5,23,14,61,0,0,0,0,3,6,1,5,2,2,10,14,0,0,3,0,1,75,75,106,0,1,3,667,6,7,0,0,1,0,0,4,11,0,8,0,0,0,0,5,13.9,0,0,0,2,12,9,12,81,0,0,0,0,193,0.05405405405405406,0.04032258064516129,0.0211864406779661,0.040421792618629174,0,0,0,0.07407407407407407,0.017857142857142856,0.0423728813559322,0.04294478527607362,0,0,0.09090909090909091,0.05454545454545454,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.983714759349823,0.013477020896971226,0.0016818735748529434,0.0011263968190178275,0.020219958503730595,0,Mitch Robinson,0,15650,2,Brisbane Lions,2020,0
13,5,11,24,15,63,0,2,0,3,3,3,3,0,0,0,8,15,0,1,1,0,1,92,90,123,1,2,5,380,0,4,0,0,0,0,0,3,6,1,8,0,0,1,1,9,9,0,2,2,0,2,11,11,77,0,0,0,0,206,0.04262295081967213,0.043859649122807015,0.0625,0.0498960498960499,0,0.18181818181818182,0.034482758620689655,0.043478260869565216,0.05,0.03864734299516908,0.05639097744360902,0,0.043478260869565216,0.06666666666666667,0,0.05,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.8304324746131897,0.16499939560890198,0.002557444851845503,0.002010641386732459,0.17614620947279036,0,Mitch Duncan,2,15663,3,Geelong,2020,0
12,4,0,12,11,92,0,0,0,3,8,1,0,2,2,2,4,3,1,0,2,0,0,80,56,88,0,0,0,450,4,6,0,3,5,0,0,7,11,0,1,0,0,2,0,7,5.9,0,0,0,2,60,7,4,31,0,0,0,0,118,0.03418803418803419,0.026143790849673203,0,0.02146690518783542,0,0,0.03296703296703297,0.012658227848101266,0,0.01809954751131222,0.008955223880597015,0.05,0,0,0.03669724770642202,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999699592590332,2.9445579275488853e-4,3.086585138589726e-6,2.8988238227611873e-6,3.0932543450035155e-4,0,Trent McKenzie,0,15809,12,Port Adelaide,2020,0
3,3,7,10,9,90,0,1,0,4,0,0,1,0,0,0,5,6,1,1,1,0,1,82,49,76,0,1,3,69,1,1,2,0,0,0,0,1,2,2,3,0,0,0,1,14,6.6,0,0,1,0,15,9,6,45,0,0,0,0,3,0.008902077151335312,0.01744186046511628,0.03070175438596491,0.017699115044247787,0,0.125,0.07142857142857142,0,0.018518518518518517,0.026881720430107527,0.016172506738544475,0.06666666666666667,0.07692307692307693,0.07692307692307693,0.010309278350515464,0.041666666666666664,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.9999207258224487,6.990876863710582e-5,6.212103926372947e-6,3.096715772699099e-6,9.162312380794901e-5,0,Irving Mosquito,0,15835,15,Essendon,2020,0
15,3,13,28,21,75,0,0,0,4,2,4,6,4,1,1,9,19,0,0,0,0,0,85,94,110,3,3,3,369,8,3,3,0,0,0,0,2,10,1,6,0,0,1,0,9,7.1,0,1,0,0,20,10,4,34,0,0,3,0,88,0.04411764705882353,0.01775147928994083,0.06467661691542288,0.051756007393715345,0,0,0.057971014492753624,0.05405405405405406,0.15,0.05,0.05413105413105413,0,0,0,0.07476635514018691,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13560208678245544,0.7591831684112549,0.08614754676818848,0.019067246466875076,0.9886800013482571,1,Brad Crouch,0,15725,5,Adelaide,2020,1
6,5,5,11,8,73,1,2,1,1,0,1,0,0,0,0,3,8,0,2,1,0,0,81,56,76,0,0,5,170,1,1,0,0,0,2,0,2,4,1,3,0,20,0,0,5,2.7,5,0,3,1,52,12,3,30,0,0,0,0,5,0.017391304347826087,0.03184713375796178,0.027777777777777776,0.02095238095238095,0.07692307692307693,0.11764705882352941,0.015873015873015872,0.013888888888888888,0,0.015706806282722512,0.025078369905956112,0,0.14285714285714285,0,0.011111111111111112,0.09090909090909091,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9999219179153442,7.384304626611993e-5,3.015516540472163e-6,1.1972233551205136e-6,8.34657494124258e-5,0,Jake Riccardi,0,15858,18,Greater Western Sydney,2020,0
18,4,4,22,14,64,1,1,0,5,2,7,3,5,0,0,6,15,0,1,3,0,2,80,101,135,3,0,6,742,9,1,0,0,0,0,0,7,11,0,5,0,0,1,1,16,17.3,0,1,3,1,28,8,12,80,1,1,9,1,140,0.05714285714285714,0.029850746268656716,0.01694915254237288,0.039927404718693285,0.0625,0.09090909090909091,0.07142857142857142,0.09090909090909091,0.061224489795918366,0.0297029702970297,0.043731778425655975,0,0.045454545454545456,0.16666666666666666,0.0782608695652174,0.07692307692307693,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.012915282510221004,0.23549281060695648,0.15774975717067719,0.5938421487808228,2.332518771290779,3,Marcus Bontempelli,0,15818,13,Western Bulldogs,2020,3
9,6,7,16,14,88,0,0,0,0,3,2,2,0,0,0,4,13,0,0,2,0,0,97,59,79,0,2,0,281,2,2,0,0,0,0,0,7,7,0,3,0,0,1,1,15,7.5,0,0,0,1,3,8,6,44,0,0,0,0,71,0.02727272727272727,0.0410958904109589,0.035,0.03018867924528302,0,0,0,0.02564102564102564,0.0392156862745098,0.020202020202020204,0.04075235109717868,0,0,0,0.0196078431372549,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9992332458496094,4.6262206160463393e-4,2.626940549816936e-4,4.150323729845695e-5,0.001112519883463392,0,Ed Langdon,0,15708,4,Melbourne,2020,0
8,2,10,18,11,61,0,0,0,5,2,3,1,1,1,0,9,9,1,0,2,0,0,85,71,89,0,1,1,270,2,4,0,0,0,1,1,12,3,0,6,0,0,0,0,20,10.6,0,0,0,1,4,6,5,36,0,0,0,0,52,0.02373887240356083,0.025974025974025976,0.05025125628140704,0.033582089552238806,0,0,0.042735042735042736,0.037037037037037035,0.0136986301369863,0.03214285714285714,0.036885245901639344,0.07692307692307693,0,0,0.01639344262295082,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9963836669921875,0.0029067087452858686,6.513969856314361e-4,5.8260600781068206e-5,0.0043842845188919455,0,Adam Cerra,0,15812,12,Fremantle,2020,0
11,0,4,15,9,60,0,0,0,6,2,4,5,4,0,1,7,9,0,0,1,0,0,75,62,74,2,3,3,421,4,1,2,0,0,1,0,7,5,2,7,0,0,0,0,25,8.5,0,2,1,0,35,6,7,48,0,0,0,0,47,0.03859649122807018,0,0.01606425702811245,0.028089887640449437,0,0,0.08,0.05333333333333334,0.09259259259259259,0.03317535545023697,0.02875399361022364,0,0,0,0.04395604395604396,0.02857142857142857,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.9952686429023743,0.004297701176255941,3.5501865204423666e-4,7.857335003791377e-5,0.005243458530458156,0,James Worpel,0,15834,15,Hawthorn,2020,0
9,3,9,18,16,89,1,0,0,1,0,2,4,2,1,1,8,10,0,0,1,0,0,75,62,101,0,4,3,140,2,1,0,0,0,1,1,2,7,1,6,0,0,1,0,7,12.9,0,0,1,0,24,9,8,57,0,0,3,0,133,0.027522935779816515,0.018404907975460124,0.046875,0.03468208092485549,0.09090909090909091,0,0.012195121951219513,0.028985507246376812,0.1,0.04371584699453552,0.030120481927710843,0,0,0,0.023255813953488372,0.034482758620689655,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8800755143165588,0.08609278500080109,0.02585940808057785,0.007972253486514091,0.16172836162149906,0,Tom Liberatore,0,15659,3,Western Bulldogs,2020,0
11,6,5,16,15,94,0,0,0,0,3,0,1,1,0,0,5,11,1,0,0,0,0,85,61,89,0,1,2,277,3,4,0,2,4,0,0,7,10,0,4,0,0,0,0,9,8.8,0,1,0,0,43,6,7,48,0,0,0,0,72,0.035483870967741936,0.04054054054054054,0.020080321285140562,0.028622540250447227,0,0,0,0,0.02127659574468085,0.024390243902439025,0.03142857142857143,0.037037037037037035,0,0,0.02857142857142857,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.9996966123580933,2.3443819372914732e-4,5.792645242763683e-5,1.1053622074541636e-5,3.834519648080459e-4,0,Blake Hardwick,0,15757,7,Hawthorn,2020,0
6,0,12,18,10,56,1,0,0,6,0,1,5,6,0,1,10,8,0,0,1,0,0,77,69,90,0,5,3,114,4,1,1,0,0,0,0,13,1,3,7,0,0,0,0,18,7.9,0,1,1,0,15,14,6,50,0,0,0,0,137,0.01818181818181818,0,0.06521739130434782,0.03501945525291829,0.07692307692307693,0,0.07142857142857142,0.012987012987012988,0.07575757575757576,0.04524886877828054,0.030303030303030304,0,0,0,0.036036036036036036,0.024390243902439025,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9823655486106873,0.012779689393937588,0.001812655944377184,0.00304210907779634,0.025531328516080976,0,Sebastian Ross,0,15848,17,St Kilda,2020,0
10,3,4,14,9,64,0,0,0,1,7,0,0,5,0,2,4,8,0,0,8,0,0,95,45,69,0,0,4,375,4,5,0,1,3,0,0,7,6,0,3,0,0,1,0,7,12.2,0,0,0,7,53,12,6,48,0,0,0,1,168,0.029585798816568046,0.02608695652173913,0.017167381974248927,0.024518388791593695,0,0,0.009345794392523364,0,0,0.0163265306122449,0.025236593059936908,0,0,0,0.03333333333333333,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9988794922828674,7.584376726299524e-4,3.48438392393291e-4,1.367403456242755e-5,0.001496336561103817,0,Dane Rampe,0,15774,9,Sydney,2020,0
6,2,6,12,7,58,1,0,0,1,0,2,3,1,0,0,7,5,0,0,0,0,0,73,46,58,0,3,2,137,3,0,0,0,0,0,0,7,2,2,7,0,0,0,1,13,8.7,0,1,1,0,30,5,10,65,0,0,0,0,97,0.016042780748663103,0.011976047904191617,0.020338983050847456,0.017937219730941704,0.09090909090909091,0,0.012048192771084338,0.024691358024691357,0.058823529411764705,0.03225806451612903,0.011337868480725623,0,0,0,0.02586206896551724,0.03571428571428571,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.9994882345199585,3.6879052640870214e-4,8.867599535733461e-5,5.433158730738796e-5,7.091372790455353e-4,0,Josh Thomas,0,15825,13,Collingwood,2020,0
4,3,7,11,9,82,1,0,0,5,0,1,1,1,2,0,4,6,1,0,0,0,1,81,63,64,0,1,5,100,1,1,2,0,0,2,0,4,3,0,1,0,0,0,0,12,9.2,0,0,2,0,69,8,7,50,0,0,0,0,11,0.012422360248447204,0.02112676056338028,0.027450980392156862,0.019064124783362217,0.041666666666666664,0,0.04032258064516129,0.01282051282051282,0.01818181818181818,0.01932367149758454,0.016304347826086956,0.0625,0,0.06666666666666667,0.00980392156862745,0.04878048780487805,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9999655485153198,2.840228444256354e-5,4.059449565829709e-6,2.0022084754600655e-6,4.2527809000603156e-5,0,Elliott Himmelberg,0,15773,9,Adelaide,2020,0
13,7,9,22,16,73,0,0,0,6,3,6,2,3,1,1,5,15,0,0,2,0,1,85,100,109,0,2,4,388,6,3,0,0,0,0,0,13,8,0,3,0,0,0,0,21,10.6,0,1,0,1,8,10,4,34,0,0,5,0,101,0.03869047619047619,0.05263157894736842,0.04,0.0392156862745098,0,0,0.06382978723404255,0.075,0.04878048780487805,0.025380710659898477,0.04411764705882353,0,0,0.2,0.047619047619047616,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.4088684022426605,0.08831875771284103,0.47492796182632446,0.027884941548109055,1.1218295060098171,2,Kane Lambert,3,15749,6,Richmond,2020,2
