kicks,marks,handballs,disposals,effective_disposals,disposal_efficiency_percentage,goals,behinds,hitouts,tackles,rebounds,inside_fifties,clearances,clangers,free_kicks_for,free_kicks_against,contested_possessions,uncontested_possessions,contested_marks,marks_inside_fifty,one_percenters,bounces,goal_assists,time_on_ground_percentage,afl_fantasy_score,supercoach_score,centre_clearances,stoppage_clearances,score_involvements,metres_gained,turnovers,intercepts,tackles_inside_fifty,contest_def_losses,contest_def_one_on_ones,contest_off_one_on_ones,contest_off_wins,def_half_pressure_acts,effective_kicks,f50_ground_ball_gets,ground_ball_gets,hitouts_to_advantage,hitout_win_percentage,intercept_marks,marks_on_lead,pressure_acts,rating_points,ruck_contests,score_launches,shots_at_goal,spoils,match_margin,team_behinds,team_goals,team_score,aa_team,aa_squad,coaches_votes,captain,kicks_prop,marks_prop,handballs_prop,disposals_prop,goals_prop,behinds_prop,tackles_prop,inside_fifties_prop,clearances_prop,contested_possessions_prop,uncontested_possessions_prop,contested_marks_prop,marks_inside_fifty_prop,goal_assists_prop,turnovers_prop,shots_at_goal_prop,match_outcomeDraw,match_outcomeLoss,match_outcomeWin,player_positionBPL,player_positionBPR,player_positionC,player_positionCHB,player_positionCHF,player_positionFB,player_positionFF,player_positionFPL,player_positionFPR,player_positionHBFL,player_positionHBFR,player_positionHFFL,player_positionHFFR,player_positionINT,player_positionR,player_positionRK,player_positionRR,player_positionSUB,player_positionWL,player_positionWR,pred,player_name,brownlow_votes,match_id,match_round,player_team,pred_rank,predicted_votes
24,6,11,35,30,86,0,0,0,4,10,2,1,3,1,0,10,21,2,0,2,5,0,91,129,150,0,1,8,903,6,9,0,1,2,0,0,8,21,1,8,0,0,2,0,12,21.9,0,5,0,2,26,5,15,95,0,0,6,0,0.057971014492753624,0.038461538461538464,0.03642384105960265,0.04888268156424581,0,0,0.03361344537815126,0.01694915254237288,0.012048192771084338,0.03278688524590164,0.05134474327628362,0.08,0,0,0.044444444444444446,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4632965326309204,Kade Simpson,0,15201,1,Carlton,3,1
10,3,13,23,16,70,0,0,0,1,1,2,6,3,2,1,8,15,0,0,0,1,1,89,68,61,2,4,6,370,7,1,0,0,0,0,0,12,6,0,4,0,0,0,0,21,11.7,0,1,0,0,26,5,15,95,0,0,0,1,0.024154589371980676,0.019230769230769232,0.04304635761589404,0.03212290502793296,0,0,0.008403361344537815,0.01694915254237288,0.07228915662650602,0.02622950819672131,0.03667481662591687,0,0,0.05,0.05185185185185185,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.005022396799176931,Marc Murphy,0,15201,1,Carlton,23,0
10,5,14,24,17,71,0,0,0,1,3,3,3,3,0,1,10,15,0,0,1,0,0,83,74,73,0,3,0,262,3,5,0,0,1,0,0,7,5,1,8,0,0,1,0,13,9,0,0,0,1,26,5,15,95,0,0,0,0,0.024154589371980676,0.03205128205128205,0.046357615894039736,0.0335195530726257,0,0,0.008403361344537815,0.025423728813559324,0.03614457831325301,0.03278688524590164,0.03667481662591687,0,0,0,0.022222222222222223,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.011511297896504402,Dale Thomas,0,15201,1,Carlton,44,0
5,3,11,16,14,88,0,0,0,4,3,4,2,1,0,0,9,7,1,0,2,0,0,75,62,79,0,2,5,270,4,6,0,0,0,0,0,8,5,1,7,0,0,1,1,20,13.8,0,3,0,1,26,19,17,121,1,1,0,0,0.012077294685990338,0.019230769230769232,0.03642384105960265,0.0223463687150838,0,0,0.03361344537815126,0.03389830508474576,0.024096385542168676,0.029508196721311476,0.017114914425427872,0.04,0,0,0.02962962962962963,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.018848352134227753,Shane Edwards,0,15201,1,Richmond,14,0
12,7,6,18,12,67,4,2,0,1,0,6,0,2,1,0,5,14,1,5,1,0,2,96,100,101,0,0,13,322,3,1,0,0,0,2,1,1,8,0,3,0,0,0,3,6,17.7,1,0,7,0,26,19,17,121,1,1,3,0,0.028985507246376812,0.04487179487179487,0.019867549668874173,0.025139664804469275,0.125,0.1111111111111111,0.008403361344537815,0.05084745762711865,0,0.01639344262295082,0.034229828850855744,0.04,0.18518518518518517,0.1,0.022222222222222223,0.1111111111111111,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.40359094738960266,Jack Riewoldt,1,15201,1,Richmond,5,0
7,4,10,17,12,71,0,1,0,2,0,2,2,4,0,1,2,15,0,0,1,0,1,83,59,45,0,2,7,197,3,1,0,0,1,0,0,2,3,1,2,0,0,1,0,11,3.8,12,1,1,1,26,19,17,121,0,0,0,0,0.016908212560386472,0.02564102564102564,0.033112582781456956,0.023743016759776536,0,0.05555555555555555,0.01680672268907563,0.01694915254237288,0.024096385542168676,0.006557377049180328,0.03667481662591687,0,0,0.05,0.022222222222222223,0.015873015873015872,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.006455521564930677,Shaun Grigg,0,15201,1,Richmond,21,0
7,1,10,17,10,59,0,1,23,1,1,1,4,1,1,0,8,8,0,0,1,0,0,66,73,74,1,3,4,126,2,2,0,0,0,3,0,6,3,1,6,7,46,0,0,14,9.4,50,2,1,0,26,5,15,95,0,0,0,0,0.016908212560386472,0.00641025641025641,0.033112582781456956,0.023743016759776536,0,0.05555555555555555,0.008403361344537815,0.00847457627118644,0.04819277108433735,0.02622950819672131,0.019559902200488997,0,0,0,0.014814814814814815,0.015873015873015872,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.004853517282754183,Matthew Kreuzer,0,15201,1,Carlton,42,0
14,2,10,24,15,63,0,0,0,4,0,5,7,2,2,0,13,12,0,1,1,0,2,81,86,94,2,5,10,293,5,3,1,0,0,1,0,6,5,1,8,0,0,0,0,26,11.5,0,3,3,0,26,19,17,121,0,1,0,1,0.033816425120772944,0.01282051282051282,0.033112582781456956,0.0335195530726257,0,0,0.03361344537815126,0.0423728813559322,0.08433734939759036,0.04262295081967213,0.029339853300733496,0,0.037037037037037035,0.1,0.037037037037037035,0.047619047619047616,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.11539865285158157,Trent Cotchin,0,15201,1,Richmond,8,0
9,3,6,15,12,80,0,0,0,1,5,0,0,2,3,0,8,5,1,0,6,2,0,100,55,83,0,0,4,327,4,10,0,0,5,0,0,2,7,0,5,0,0,2,0,3,15.3,0,4,0,6,26,19,17,121,1,1,0,0,0.021739130434782608,0.019230769230769232,0.019867549668874173,0.02094972067039106,0,0,0.008403361344537815,0,0,0.02622950819672131,0.012224938875305624,0.04,0,0,0.02962962962962963,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03397463262081146,Alex Rance,0,15201,1,Richmond,12,0
20,5,12,32,23,72,1,3,0,1,0,6,6,3,1,1,17,15,2,2,1,0,2,87,110,139,4,2,13,567,5,2,0,0,0,3,3,4,12,1,10,0,0,0,0,10,24.4,0,2,4,1,26,19,17,121,1,1,7,0,0.04830917874396135,0.03205128205128205,0.039735099337748346,0.0446927374301676,0.03125,0.16666666666666666,0.008403361344537815,0.05084745762711865,0.07228915662650602,0.05573770491803279,0.03667481662591687,0.08,0.07407407407407407,0.1,0.037037037037037035,0.06349206349206349,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.4845467805862427,Dustin Martin,0,15201,1,Richmond,2,2
