player_name,player_team,actual_votes,predicted_votes,coaches_votes,prediction_sum,votes_accuracy
Tom Mitchell,Hawthorn,28,38,88,34.56079138442874,-10
Patrick Cripps,Carlton,20,27,91,26.086381474509835,-7
Dayne Beams,Brisbane Lions,18,24,72,19.116963343229145,-6
Patrick Dangerfield,Geelong,17,22,60,20.436811693012714,-5
Clayton Oliver,Melbourne,13,21,72,19.85767346713692,-8
Steele Sidebottom,Collingwood,24,20,64,17.260041520465165,4
Max Gawn,Melbourne,20,20,97,20.52151536056772,0
Nat Fyfe,Fremantle,16,20,60,16.844576515359222,-4
Elliot Yeo,West Coast,15,20,62,18.369331295136362,-5
Dyson Heppell,Essendon,13,20,68,15.349792145483661,-7
Jack Macrae,Western Bulldogs,14,19,72,21.52275309083052,-5
Dustin Martin,Richmond,19,18,70,16.800869397004135,1
Lachie Whitfield,Greater Western Sydney,16,18,70,13.814504184294492,-2
Joel Selwood,Geelong,14,18,47,13.797235207253834,-4
Brodie Grundy,Collingwood,17,16,82,15.42923648096621,1
Angus Brayshaw,Melbourne,21,15,54,11.049148592166603,6
Andrew Gaff,West Coast,16,15,65,15.645960247144103,1
Rory Laird,Adelaide,19,14,65,15.523581769317389,5
Gary Ablett,Geelong,14,14,50,14.61628035781905,0
Ollie Wines,Port Adelaide,14,14,38,12.04621216095984,0
Josh P. Kennedy,Sydney,6,14,35,12.940537437796593,-8
Scott Pendlebury,Collingwood,15,13,62,12.411451847292483,2
Shaun Higgins,North Melbourne,15,12,67,13.40320219984278,3
Ben Cunnington,North Melbourne,11,12,53,11.471178527455777,-1
Lachie Neale,Fremantle,11,12,48,12.783931440208107,-1
Jack Riewoldt,Richmond,10,12,48,11.199939691461623,-2
Trent Cotchin,Richmond,10,12,49,11.059400489670224,-2
Zach Merrett,Essendon,10,12,37,10.743279008194804,-2
Luke Breust,Hawthorn,7,12,48,8.71815799199976,-5
Kane Lambert,Richmond,12,11,56,7.529386764508672,1
Jack Darling,West Coast,11,11,51,10.735411682864651,0
Jack Redden,West Coast,10,11,34,9.810793350741733,-1
Josh Kelly,Greater Western Sydney,10,11,32,11.871627319138497,-1
Luke Parker,Sydney,10,11,40,10.595924686873332,-1
Tom Hawkins,Geelong,9,11,39,11.754143287223997,-2
Matt Crouch,Adelaide,8,11,38,12.822162298951298,-3
