kicks,marks,handballs,disposals,effective_disposals,disposal_efficiency_percentage,goals,behinds,hitouts,tackles,rebounds,inside_fifties,clearances,clangers,free_kicks_for,free_kicks_against,contested_possessions,uncontested_possessions,contested_marks,marks_inside_fifty,one_percenters,bounces,goal_assists,time_on_ground_percentage,afl_fantasy_score,supercoach_score,centre_clearances,stoppage_clearances,score_involvements,metres_gained,turnovers,intercepts,tackles_inside_fifty,contest_def_losses,contest_def_one_on_ones,contest_off_one_on_ones,contest_off_wins,def_half_pressure_acts,effective_kicks,f50_ground_ball_gets,ground_ball_gets,hitouts_to_advantage,hitout_win_percentage,intercept_marks,marks_on_lead,pressure_acts,rating_points,ruck_contests,score_launches,shots_at_goal,spoils,match_margin,team_behinds,team_goals,team_score,aa_team,aa_squad,coaches_votes,captain,num_games,prev_season_br_votes,prev_season_games_polled,rolling_avg_votes_per_game,rolling_avg_games_polled,kicks_prop,marks_prop,handballs_prop,disposals_prop,goals_prop,behinds_prop,tackles_prop,inside_fifties_prop,clearances_prop,contested_possessions_prop,uncontested_possessions_prop,contested_marks_prop,marks_inside_fifty_prop,goal_assists_prop,turnovers_prop,shots_at_goal_prop,match_outcome_Loss,match_outcome_Win,player_position_BPR,player_position_C,player_position_CHB,player_position_CHF,player_position_FB,player_position_FF,player_position_FPL,player_position_FPR,player_position_HBFL,player_position_HBFR,player_position_HFFL,player_position_HFFR,player_position_INT,player_position_R,player_position_RK,player_position_RR,player_position_SUB,player_position_WL,player_position_WR,pred,player_name,brownlow_votes,match_id,match_round,player_team,season,pred_rank,predicted_votes
9,7,7,16,15,94,0,0,0,2,5,0,1,2,1,1,9,8,3,0,4,0,0,100,68,104,0,1,7,330,2,8,0,0,3,1,1,10,9,0,5,0,0,3,0,12,15.8,0,4,0,4,26,19,17,121,0,0,0,0,86,0,0,0,0,0.022388059701492536,0.0472972972972973,0.023972602739726026,0.023054755043227664,0,0,0.017391304347826087,0,0.012195121951219513,0.030303030303030304,0.020202020202020204,0.125,0,0,0.015503875968992248,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.009271387942135334,David Astbury,0,15201,1,Richmond,2018,38,0
6,2,4,10,7,70,0,0,0,1,3,0,0,1,0,1,5,4,0,0,8,0,0,97,33,54,0,0,2,100,2,8,0,2,3,0,0,10,3,0,5,0,0,2,0,10,11,0,1,0,5,26,5,15,95,0,0,0,0,96,5,2,0.07446808510638298,0.031914893617021274,0.014925373134328358,0.013513513513513514,0.0136986301369863,0.01440922190201729,0,0,0.008695652173913044,0,0,0.016835016835016835,0.010101010101010102,0,0,0,0.015503875968992248,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0014943939168006182,Liam Jones,0,15201,1,Carlton,2018,28,0
15,2,14,29,21,72,0,0,0,4,4,6,7,6,2,3,15,15,1,0,0,0,0,86,88,95,1,6,6,438,5,0,0,0,0,0,0,9,9,0,9,0,0,0,0,17,13.1,0,1,0,0,26,5,15,95,0,0,0,0,123,0,0,0.025,0.025,0.03731343283582089,0.013513513513513514,0.04794520547945205,0.04178674351585014,0,0,0.034782608695652174,0.05263157894736842,0.08536585365853659,0.050505050505050504,0.03787878787878788,0.041666666666666664,0,0,0.03875968992248062,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.005096786189824343,Ed Curnow,0,15201,1,Carlton,2018,16,0
9,0,7,16,10,63,0,0,0,7,2,6,2,7,0,2,6,10,0,0,1,1,0,77,63,64,1,1,5,334,5,4,1,0,0,0,0,9,5,0,6,0,0,0,0,16,5.9,0,3,0,1,26,19,17,121,0,0,0,0,87,0,0,0.03614457831325301,0.024096385542168676,0.022388059701492536,0,0.023972602739726026,0.023054755043227664,0,0,0.06086956521739131,0.05263157894736842,0.024390243902439025,0.020202020202020204,0.025252525252525252,0,0,0,0.03875968992248062,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.004421279765665531,Reece Conca,0,15201,1,Richmond,2018,35,0
8,5,3,11,8,73,5,0,0,2,0,1,2,1,1,0,5,6,1,4,0,0,0,83,84,84,1,1,7,198,2,0,2,0,0,1,1,5,6,1,3,0,0,0,1,10,14.2,0,1,5,0,26,5,15,95,0,0,0,0,139,1,1,0.029850746268656716,0.022388059701492536,0.01990049751243781,0.033783783783783786,0.010273972602739725,0.01585014409221902,0.15625,0,0.017391304347826087,0.008771929824561403,0.024390243902439025,0.016835016835016835,0.015151515151515152,0.041666666666666664,0.14814814814814814,0,0.015503875968992248,0.08064516129032258,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.8163160085678101,Matthew Wright,0,15201,1,Carlton,2018,4,0
10,3,6,16,13,81,0,0,0,1,3,3,0,4,0,2,6,9,0,0,1,0,0,88,49,57,0,0,3,268,3,5,0,0,1,0,0,7,7,0,5,0,0,0,0,12,8.5,0,2,0,0,26,5,15,95,0,0,0,0,86,0,0,0,0,0.024875621890547265,0.02027027027027027,0.02054794520547945,0.023054755043227664,0,0,0.008695652173913044,0.02631578947368421,0,0.020202020202020204,0.022727272727272728,0,0,0,0.023255813953488372,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-5.625592893920839e-4,Aaron Mullett,0,15201,1,Carlton,2018,25,0
13,5,6,19,14,74,3,2,0,2,0,8,4,2,5,0,11,10,1,2,0,1,0,80,99,84,3,1,6,424,2,1,0,0,0,1,0,9,8,0,5,0,0,0,0,20,15.4,0,0,5,0,26,19,17,121,0,1,0,0,118,3,1,0.102803738317757,0.04672897196261682,0.03233830845771144,0.033783783783783786,0.02054794520547945,0.027377521613832854,0.09375,0.1111111111111111,0.017391304347826087,0.07017543859649122,0.04878048780487805,0.037037037037037035,0.025252525252525252,0.041666666666666664,0.07407407407407407,0,0.015503875968992248,0.08064516129032258,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09924443066120148,Josh Caddy,0,15201,1,Richmond,2018,8,0
6,5,3,9,6,67,4,2,0,1,0,0,0,2,0,1,6,3,2,5,1,0,0,90,66,78,0,0,7,166,2,0,1,0,0,2,0,1,4,2,4,0,0,0,1,10,12.6,0,0,6,1,26,19,17,121,0,0,0,0,38,1,1,0.029411764705882353,0.029411764705882353,0.014925373134328358,0.033783783783783786,0.010273972602739725,0.012968299711815562,0.125,0.1111111111111111,0.008695652173913044,0,0,0.020202020202020204,0.007575757575757576,0.08333333333333333,0.18518518518518517,0,0.015503875968992248,0.0967741935483871,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.06045626103878021,Jacob Townsend,0,15201,1,Richmond,2018,10,0
11,3,7,18,13,72,0,1,0,3,2,4,0,5,0,0,3,14,0,0,0,2,0,79,69,51,0,0,6,417,5,5,0,0,0,0,0,5,6,0,3,0,0,1,0,13,2.5,0,2,1,0,26,19,17,121,0,0,0,0,136,1,1,0.1937984496124031,0.10077519379844961,0.02736318407960199,0.02027027027027027,0.023972602739726026,0.025936599423631124,0,0.05555555555555555,0.02608695652173913,0.03508771929824561,0,0.010101010101010102,0.03535353535353535,0,0,0,0.03875968992248062,0.016129032258064516,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.006474231369793415,Brandon Ellis,0,15201,1,Richmond,2018,14,0
7,4,3,10,8,80,1,0,19,1,1,1,3,2,3,1,6,5,2,0,2,0,0,91,68,78,0,3,3,233,2,1,0,0,0,5,0,1,6,0,1,8,47.5,0,1,13,8.4,40,2,1,2,26,5,15,95,0,0,0,0,95,0,0,0,0,0.017412935323383085,0.02702702702702703,0.010273972602739725,0.01440922190201729,0.03125,0,0.008695652173913044,0.008771929824561403,0.036585365853658534,0.020202020202020204,0.012626262626262626,0.08333333333333333,0,0,0.015503875968992248,0.016129032258064516,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.28674281667918e-4,Levi Casboult,0,15201,1,Carlton,2018,24,0
7,5,6,13,12,92,0,0,0,3,2,0,0,1,0,0,2,9,0,0,8,0,0,96,60,88,0,0,1,165,3,4,0,1,3,0,0,12,6,0,2,0,0,1,0,14,9.1,0,0,0,6,26,5,15,95,0,0,0,0,61,0,0,0,0,0.017412935323383085,0.033783783783783786,0.02054794520547945,0.018731988472622477,0,0,0.02608695652173913,0,0,0.006734006734006734,0.022727272727272728,0,0,0,0.023255813953488372,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.003226133994758129,Lachie Plowman,0,15201,1,Carlton,2018,34,0
10,3,2,12,8,67,0,0,0,3,2,2,0,3,1,3,3,7,1,0,4,0,0,80,47,54,0,0,4,257,1,6,0,1,2,0,0,11,6,0,2,0,0,2,0,15,5.1,0,1,0,3,26,19,17,121,0,0,0,0,97,0,0,0.011111111111111112,0.011111111111111112,0.024875621890547265,0.02027027027027027,0.00684931506849315,0.01729106628242075,0,0,0.02608695652173913,0.017543859649122806,0,0.010101010101010102,0.017676767676767676,0.041666666666666664,0,0,0.007751937984496124,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0017455057241022587,Nick Vlastuin,0,15201,1,Richmond,2018,20,0
10,5,6,16,10,63,0,1,0,0,0,1,0,2,0,0,3,11,0,0,2,3,1,80,58,58,0,0,2,164,2,1,0,0,1,1,0,6,5,2,3,0,0,0,1,15,4.1,0,1,1,2,26,5,15,95,0,0,0,0,49,0,0,0,0,0.024875621890547265,0.033783783783783786,0.02054794520547945,0.023054755043227664,0,0.05555555555555555,0,0.008771929824561403,0,0.010101010101010102,0.027777777777777776,0,0,0.05263157894736842,0.015503875968992248,0.016129032258064516,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0016560368239879608,Jed Lamb,0,15201,1,Carlton,2018,29,0
13,5,23,36,24,67,0,1,0,7,3,5,9,7,4,1,25,11,4,0,0,0,1,94,130,130,4,5,4,281,8,2,1,0,0,1,1,11,7,2,12,0,0,1,0,21,18.1,0,0,2,0,26,5,15,95,1,1,10,0,60,5,2,0.4915254237288136,0.22033898305084745,0.03233830845771144,0.033783783783783786,0.07876712328767123,0.05187319884726225,0,0.05555555555555555,0.06086956521739131,0.043859649122807015,0.10975609756097561,0.08417508417508418,0.027777777777777776,0.16666666666666666,0,0.05263157894736842,0.06201550387596899,0.03225806451612903,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2102413177490234,Patrick Cripps,2,15201,1,Carlton,2018,1,3
19,5,0,19,11,58,0,1,0,1,3,8,1,5,0,1,3,15,0,1,1,1,0,69,74,50,1,0,7,644,5,4,0,0,0,1,0,7,11,1,3,0,0,2,0,13,1.3,0,1,3,1,26,19,17,121,0,0,0,0,54,0,0,0.04081632653061224,0.02040816326530612,0.0472636815920398,0.033783783783783786,0,0.027377521613832854,0,0.05555555555555555,0.008695652173913044,0.07017543859649122,0.012195121951219513,0.010101010101010102,0.03787878787878788,0,0.037037037037037035,0,0.03875968992248062,0.04838709677419355,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.05177659913897514,Kamdyn McIntosh,0,15201,1,Richmond,2018,40,0
