kicks,marks,handballs,disposals,effective_disposals,disposal_efficiency_percentage,goals,behinds,hitouts,tackles,rebounds,inside_fifties,clearances,clangers,free_kicks_for,free_kicks_against,contested_possessions,uncontested_possessions,contested_marks,marks_inside_fifty,one_percenters,bounces,goal_assists,time_on_ground_percentage,afl_fantasy_score,supercoach_score,centre_clearances,stoppage_clearances,score_involvements,metres_gained,turnovers,intercepts,tackles_inside_fifty,contest_def_losses,contest_def_one_on_ones,contest_off_one_on_ones,contest_off_wins,def_half_pressure_acts,effective_kicks,f50_ground_ball_gets,ground_ball_gets,hitouts_to_advantage,hitout_win_percentage,intercept_marks,marks_on_lead,pressure_acts,rating_points,ruck_contests,score_launches,shots_at_goal,spoils,match_margin,team_behinds,team_goals,team_score,aa_team,aa_squad,coaches_votes,captain,num_games,kicks_prop,marks_prop,handballs_prop,disposals_prop,goals_prop,behinds_prop,tackles_prop,inside_fifties_prop,clearances_prop,contested_possessions_prop,uncontested_possessions_prop,contested_marks_prop,marks_inside_fifty_prop,goal_assists_prop,turnovers_prop,shots_at_goal_prop,match_outcome_Loss,match_outcome_Win,player_position_final_C,player_position_final_F,player_position_final_HB,player_position_final_HF,player_position_final_INT,player_position_final_RK,player_position_final_W,pred,player_name,brownlow_votes,match_id,match_round,player_team,season,pred_rank,predicted_votes
23,5,1,24,18,75,0,0,0,1,11,1,1,3,1,0,5,13,0,0,2,1,0,91,91,94,0,1,3,740,9,6,0,1,4,0,0,12,17,0,4,0,0,0,0,14,9.6,0,2,0,2,25,14,11,80,0,0,0,1,109,0.050997782705099776,0.029239766081871343,0.0033112582781456954,0.03187250996015936,0,0,0.012345679012345678,0.008620689655172414,0.013513513513513514,0.017543859649122806,0.02947845804988662,0,0,0,0.06338028169014084,0,1,0,0,0,1,0,0,0,0,-0.04480572044849396,Sam Docherty,0,15875,1,Carlton,2021,44,0
12,6,5,17,11,65,0,0,0,1,1,4,2,4,2,0,4,13,0,0,0,0,1,83,70,61,1,1,6,407,4,2,0,0,0,0,0,6,9,1,2,0,0,1,0,6,5.3,0,2,0,0,97,10,21,136,0,0,0,0,109,0.029197080291970802,0.03260869565217391,0.020242914979757085,0.025835866261398176,0,0,0.009259259259259259,0.043010752688172046,0.02564102564102564,0.015037593984962405,0.032663316582914576,0,0,0.07692307692307693,0.03225806451612903,0,0,1,0,0,1,0,0,0,0,0.31057193875312805,Jed Bews,0,15921,6,Geelong,2021,9,0
9,2,6,15,10,67,0,0,0,4,4,2,0,4,1,0,4,10,0,0,2,0,1,79,62,59,0,0,2,128,4,3,0,0,1,0,0,12,4,0,3,0,0,0,0,16,3.5,0,0,0,2,21,7,14,91,0,0,0,0,117,0.022388059701492536,0.011904761904761904,0.024489795918367346,0.023183925811437404,0,0,0.0392156862745098,0.020618556701030927,0,0.01652892561983471,0.02680965147453083,0,0,0.04,0.03333333333333333,0,1,0,0,0,1,0,0,0,0,-0.008688174188137054,Darcy Byrne-Jones,0,16009,13,Port Adelaide,2021,36,0
5,4,17,22,13,59,0,0,0,5,0,1,2,4,0,0,9,13,1,0,1,1,1,89,81,79,0,2,3,107,3,2,0,1,1,0,0,19,3,0,6,0,0,0,0,26,2,0,0,0,1,20,4,13,82,0,0,0,0,228,0.010822510822510822,0.01834862385321101,0.06367041198501873,0.03017832647462277,0,0,0.040983606557377046,0.011235955056179775,0.02666666666666667,0.03202846975088968,0.02981651376146789,0.043478260869565216,0,0.058823529411764705,0.02054794520547945,0,1,0,0,0,0,0,0,0,1,-0.09641441702842712,Jack Redden,0,15905,4,West Coast,2021,43,0
20,15,3,23,18,78,0,0,0,0,2,1,0,4,1,2,3,22,0,0,3,1,1,86,106,77,0,0,3,279,4,3,0,3,4,0,0,6,15,0,2,0,0,1,0,6,0.4,0,1,0,1,27,7,16,103,0,0,0,0,19,0.04329004329004329,0.06912442396313365,0.010309278350515464,0.03054448871181939,0,0,0,0.01098901098901099,0,0.010676156583629894,0.04602510460251046,0,0,0.05263157894736842,0.03007518796992481,0,0,1,0,0,1,0,0,0,0,-0.2573564648628235,Josh Rotham,0,15912,5,West Coast,2021,45,0
13,7,13,26,17,65,1,1,0,5,1,7,3,1,2,0,10,14,1,0,3,0,1,74,115,120,2,1,8,304,4,2,0,0,0,1,0,11,8,3,6,0,0,1,1,20,12.5,0,3,2,1,15,9,12,81,0,0,0,0,180,0.029885057471264367,0.03365384615384615,0.039755351681957186,0.03412073490813648,0.04,0.043478260869565216,0.06097560975609756,0.06542056074766354,0.04477611940298507,0.038461538461538464,0.02857142857142857,0.03125,0,0.06666666666666667,0.029411764705882353,0.03636363636363636,1,0,0,0,0,1,0,0,0,0.4632755219936371,Chad Wingard,0,15910,4,Hawthorn,2021,7,0
21,7,3,24,20,83,0,0,0,2,10,1,0,4,2,2,7,9,2,0,16,1,0,100,94,160,0,0,2,445,6,13,0,5,10,0,0,4,17,0,3,0,0,6,0,5,16.9,0,2,0,16,6,12,8,60,0,0,0,0,77,0.0457516339869281,0.061946902654867256,0.010752688172043012,0.032520325203252036,0,0,0.012578616352201259,0.009009009009009009,0,0.021538461538461538,0.024456521739130436,0.125,0,0,0.03076923076923077,0,1,0,0,0,0,0,0,0,0,0.5864161252975464,Dougal Howard,0,16016,13,St Kilda,2021,7,0
6,4,6,12,9,75,1,2,1,4,0,1,2,4,3,1,7,6,0,2,2,0,1,92,67,59,0,2,5,94,3,2,1,0,0,2,2,3,3,3,3,0,8.3,0,1,8,2.4,12,1,3,2,38,9,8,57,0,0,0,0,189,0.015,0.022598870056497175,0.01892744479495268,0.016736401673640166,0.043478260869565216,0.16666666666666666,0.034482758620689655,0.01020408163265306,0.02631578947368421,0.026923076923076925,0.013157894736842105,0,0.09090909090909091,0.0625,0.023076923076923078,0.07142857142857142,1,0,0,1,0,0,0,0,0,-0.018258754163980484,Tom J. Lynch,0,16068,19,Richmond,2021,38,0
15,2,13,28,23,82,2,1,0,5,0,7,7,1,3,1,14,14,0,2,2,0,1,78,110,150,4,3,12,517,0,6,0,0,1,0,0,7,11,2,8,0,0,2,0,15,29.5,0,4,4,1,14,17,12,89,0,0,9,0,246,0.034324942791762014,0.010416666666666666,0.05019305019305019,0.040229885057471264,0.08695652173913043,0.05,0.049019607843137254,0.0673076923076923,0.08974358974358974,0.05303030303030303,0.03365384615384615,0,0.06896551724137931,0.05555555555555555,0,0.06896551724137931,0,1,1,0,0,0,0,0,0,2.9438843727111816,Callan Ward,0,16102,23,Greater Western Sydney,2021,1,3
10,3,5,15,10,67,0,0,0,4,5,1,0,1,1,0,4,12,0,0,2,0,0,75,66,62,0,0,4,290,2,4,0,0,0,0,0,7,6,0,3,0,0,0,0,10,6.1,0,0,0,2,9,13,8,61,0,0,0,0,37,0.021141649048625793,0.014925373134328358,0.01592356687898089,0.01905972045743329,0,0,0.03076923076923077,0.00980392156862745,0,0.014545454545454545,0.02414486921529175,0,0,0,0.014814814814814815,0,1,0,0,0,0,0,0,0,0,-0.012636732310056686,John Noble,0,16041,16,Collingwood,2021,34,0
5,0,3,8,4,50,0,0,8,1,0,4,4,5,1,1,6,1,0,0,3,0,1,74,31,43,3,1,2,139,3,0,0,0,0,1,0,2,2,0,4,3,25.8,0,0,8,5.3,31,2,0,3,44,8,7,50,0,0,0,0,47,0.012195121951219513,0,0.01293103448275862,0.012461059190031152,0,0,0.008771929824561403,0.0380952380952381,0.05405405405405406,0.023166023166023165,0.0027247956403269754,0,0,0.0625,0.023809523809523808,0,1,0,1,0,0,0,0,0,0,0.009812821634113789,Esava Ratugolea,0,16025,15,Geelong,2021,19,0
16,11,5,21,12,57,0,1,0,0,1,5,0,5,1,1,8,14,4,0,3,0,0,97,90,86,0,0,3,472,7,13,0,0,3,0,0,1,8,0,3,0,0,9,0,1,5.1,0,2,1,3,11,16,9,70,0,0,4,0,146,0.03187250996015936,0.06043956043956044,0.022026431718061675,0.02880658436213992,0,0.05,0,0.04950495049504951,0,0.027303754266211604,0.035,0.2222222222222222,0,0,0.047619047619047616,0.018518518518518517,0,1,0,0,1,0,0,0,0,1.2038898468017578,Liam Jones,0,15906,4,Carlton,2021,6,0
10,3,11,21,16,76,1,0,37,4,0,1,5,2,2,1,15,8,2,0,2,0,0,85,119,144,3,2,7,219,4,5,0,0,1,3,2,4,6,1,6,15,69.8,1,0,8,28.9,53,4,1,1,24,13,7,55,0,0,0,0,158,0.02066115702479339,0.012295081967213115,0.03806228373702422,0.027166882276843468,0.05263157894736842,0,0.03669724770642202,0.010309278350515464,0.07352941176470588,0.05474452554744526,0.016129032258064516,0.05405405405405406,0,0,0.0273972602739726,0.024390243902439025,1,0,0,0,0,0,0,1,0,1.1926240921020508,Brodie Grundy,0,15930,7,Collingwood,2021,6,0
2,1,4,6,6,100,0,0,13,2,1,2,2,0,2,0,5,1,0,0,1,0,0,74,40,53,1,1,1,80,1,1,0,0,0,0,0,7,2,0,3,7,50,0,0,9,7.8,26,1,0,1,92,8,3,26,0,0,0,0,74,0.0045871559633027525,0.005847953216374269,0.0113314447592068,0.0076045627376425855,0,0,0.01639344262295082,0.02,0.028985507246376812,0.016835016835016835,0.002008032128514056,0,0,0,0.006756756756756757,0,1,0,0,0,0,0,0,1,0,-0.0012740399688482285,Nathan Vardy,0,16040,16,West Coast,2021,24,0
8,2,5,13,7,54,0,0,0,2,2,2,1,5,1,3,3,11,0,0,2,2,0,87,40,34,0,1,4,239,5,2,0,1,1,2,0,6,4,0,2,0,0,0,0,10,-0.1,0,2,0,2,7,6,16,102,0,0,0,0,19,0.019184652278177457,0.010526315789473684,0.017123287671232876,0.018335684062059238,0,0,0.024691358024691357,0.020618556701030927,0.015625,0.011857707509881422,0.024175824175824177,0,0,0,0.04201680672268908,0,1,0,0,0,0,0,0,0,1,0.05346640571951866,Nik Cox,0,16076,20,Essendon,2021,17,0
7,4,6,13,11,85,1,0,0,1,2,1,3,1,2,1,9,3,2,0,0,0,0,77,54,78,1,2,3,197,2,8,0,0,1,0,0,9,6,2,5,0,0,4,0,9,13.4,0,2,1,0,28,12,15,102,0,0,0,0,2,0.01728395061728395,0.023809523809523808,0.02197802197802198,0.019174041297935103,0.038461538461538464,0,0.008130081300813009,0.00980392156862745,0.04,0.0297029702970297,0.008130081300813009,0.0625,0,0,0.013986013986013986,0.021739130434782608,0,1,0,0,0,0,0,0,0,0.02385157346725464,James Madden,0,15956,10,Brisbane Lions,2021,22,0
7,6,5,12,10,83,0,0,0,3,1,0,1,0,0,0,4,9,1,0,1,0,1,80,61,71,0,1,1,136,3,3,0,0,1,0,0,5,6,0,3,0,0,1,0,8,7.6,0,0,0,1,24,11,14,95,0,0,2,0,31,0.01639344262295082,0.031088082901554404,0.018115942028985508,0.017069701280227598,0,0,0.03571428571428571,0,0.014925373134328358,0.015625,0.020785219399538105,0.038461538461538464,0,0.047619047619047616,0.024793388429752067,0,0,1,0,0,0,0,0,0,0,0.11377400904893875,Brandon Starcevich,0,15946,8,Brisbane Lions,2021,16,0
7,6,6,13,9,69,2,0,0,3,1,4,0,1,0,0,3,9,0,0,0,0,2,78,75,75,0,0,5,213,3,1,1,0,0,0,0,6,5,2,3,0,0,0,0,13,10.4,0,0,2,0,39,10,16,106,0,0,0,0,208,0.017811704834605598,0.03260869565217391,0.020761245674740483,0.01906158357771261,0.07692307692307693,0,0.026785714285714284,0.04040404040404041,0,0.012244897959183673,0.02088167053364269,0,0,0.1,0.024193548387096774,0.0392156862745098,0,1,0,0,0,1,0,0,0,0.01449961680918932,Matt de Boer,0,16088,22,Greater Western Sydney,2021,19,0
20,9,6,26,21,81,0,0,0,3,5,9,0,2,0,0,1,24,0,0,1,0,1,83,111,106,0,0,4,718,6,2,0,0,0,1,0,6,15,0,1,0,0,1,0,10,12.5,0,3,0,1,20,14,8,62,0,0,4,0,229,0.043859649122807015,0.03435114503816794,0.021505376344086023,0.03537414965986395,0,0,0.038461538461538464,0.09574468085106383,0,0.004784688995215311,0.045627376425855515,0,0,0.14285714285714285,0.05042016806722689,0,0,1,0,0,0,0,0,0,1,0.9668413400650024,Isaac Smith,0,16072,20,Geelong,2021,6,0
7,3,4,11,6,55,1,1,0,3,0,2,0,1,0,1,4,6,0,0,0,0,0,77,54,54,0,0,4,133,4,3,2,0,0,1,0,1,2,4,4,0,0,0,0,14,9.6,0,1,2,0,27,10,15,100,0,0,0,0,91,0.016129032258064516,0.01639344262295082,0.012903225806451613,0.01478494623655914,0.038461538461538464,0.06666666666666667,0.027777777777777776,0.018018018018018018,0,0.01384083044982699,0.013100436681222707,0,0,0,0.0273972602739726,0.043478260869565216,0,1,0,0,0,1,0,0,0,-0.017979232594370842,Orazio Fantasia,0,16078,20,Port Adelaide,2021,31,0
23,7,2,25,19,76,0,1,0,2,10,2,0,2,1,0,4,15,0,0,1,0,0,82,104,127,0,0,5,641,2,4,0,0,0,0,0,4,17,0,2,0,0,1,1,5,7.6,0,1,1,0,44,16,13,94,1,1,5,0,236,0.05609756097560976,0.04046242774566474,0.008620689655172414,0.03894080996884735,0,0.05555555555555555,0.017543859649122806,0.01904761904761905,0,0.015444015444015444,0.04087193460490463,0,0,0,0.015873015873015872,0.020833333333333332,0,1,0,0,1,0,0,0,0,1.4624254703521729,Daniel Rich,0,16025,15,Brisbane Lions,2021,3,1
11,6,8,19,15,79,2,2,0,1,1,4,0,2,2,1,7,13,0,1,0,1,0,83,84,88,0,0,4,356,4,6,0,0,0,2,1,5,7,0,6,0,0,1,1,26,11.9,0,1,4,0,18,10,11,76,0,0,0,0,62,0.023554603854389723,0.02702702702702703,0.023668639053254437,0.02360248447204969,0.08,0.11764705882352941,0.010752688172043012,0.037383177570093455,0,0.027777777777777776,0.023809523809523808,0,0.037037037037037035,0,0.023809523809523808,0.0784313725490196,1,0,0,1,0,0,0,0,0,0.008409719914197922,Jaidyn Stephenson,0,15941,8,North Melbourne,2021,20,0
10,3,8,18,10,56,1,0,0,4,2,5,1,4,0,1,5,11,0,1,2,0,1,80,74,66,0,1,8,296,4,4,0,0,0,0,0,12,4,0,5,0,0,0,0,25,12.1,0,2,2,1,4,15,6,51,0,0,0,0,126,0.024509803921568627,0.018292682926829267,0.024539877300613498,0.02452316076294278,0.07692307692307693,0,0.037383177570093455,0.05434782608695652,0.01818181818181818,0.01968503937007874,0.023454157782515993,0,0.047619047619047616,0.1,0.027972027972027972,0.047619047619047616,1,0,1,0,0,0,0,0,0,0.0684303492307663,Kane Lambert,0,16077,20,Richmond,2021,17,0
11,3,13,24,19,79,2,1,0,4,0,3,1,1,1,0,4,18,0,0,2,0,1,85,98,103,0,1,10,264,4,0,1,0,0,1,0,4,6,1,3,0,0,0,0,21,16.3,0,0,4,1,2,11,11,77,0,0,7,0,119,0.025404157043879907,0.017857142857142856,0.041401273885350316,0.0321285140562249,0.09090909090909091,0.0625,0.03773584905660377,0.02727272727272727,0.016666666666666666,0.014652014652014652,0.03938730853391685,0,0,0.07142857142857142,0.023121387283236993,0.08163265306122448,1,0,0,0,0,1,0,0,0,1.523825764656067,Kane Lambert,0,15903,4,Richmond,2021,3,1
17,6,3,20,16,80,0,0,0,4,3,3,1,4,2,3,7,12,0,0,0,0,0,79,84,78,0,1,4,345,4,6,0,0,2,0,0,9,13,0,5,0,0,1,0,11,5.4,0,2,0,0,49,15,12,87,0,0,0,0,79,0.037444933920704845,0.046153846153846156,0.01048951048951049,0.02702702702702703,0,0,0.024844720496894408,0.02702702702702703,0.012195121951219513,0.02127659574468085,0.031578947368421054,0,0,0,0.023255813953488372,0,0,1,0,0,1,0,0,0,0,0.02403782494366169,Ryan Burton,0,15943,8,Port Adelaide,2021,30,0
15,4,6,21,18,86,0,0,0,5,9,0,0,6,0,2,5,9,1,0,2,0,0,88,83,84,0,0,1,425,4,7,0,0,1,0,0,7,12,0,4,0,0,2,0,7,2.3,0,1,0,1,22,10,8,58,0,0,0,0,67,0.03694581280788178,0.023121387283236993,0.019867549668874173,0.029661016949152543,0,0,0.04807692307692308,0,0,0.01818181818181818,0.02127659574468085,0.04,0,0,0.025477707006369428,0,1,0,0,0,1,0,0,0,0,-0.016711551696062088,Luke Ryan,0,15877,1,Fremantle,2021,42,0
13,4,5,18,14,78,1,0,0,4,1,4,5,1,1,0,7,12,0,0,0,0,1,86,84,94,3,2,3,272,3,0,1,0,0,0,0,18,10,1,5,0,0,0,1,28,10.7,0,1,1,0,5,6,12,78,0,0,0,0,47,0.03044496487119438,0.021052631578947368,0.01893939393939394,0.02604920405209841,0.045454545454545456,0,0.03125,0.0425531914893617,0.07246376811594203,0.026515151515151516,0.02877697841726619,0,0,0.05263157894736842,0.023809523809523808,0.022222222222222223,0,1,1,0,0,0,0,0,0,0.08409653604030609,Josh Daicos,0,15999,12,Collingwood,2021,11,0
9,8,8,17,13,77,1,3,0,1,2,2,2,1,0,0,8,11,0,4,3,0,0,77,80,95,0,2,9,261,2,1,1,0,0,2,0,0,5,2,6,0,0,0,2,11,7.8,0,1,4,1,10,11,12,83,0,0,0,0,9,0.020316027088036117,0.037914691943127965,0.030418250950570342,0.024079320113314446,0.045454545454545456,0.15,0.010309278350515464,0.019230769230769232,0.03333333333333333,0.032388663967611336,0.024282560706401765,0,0.13793103448275862,0,0.015267175572519083,0.0784313725490196,0,1,0,0,0,1,0,0,0,0.0017455643974244595,Matthew Owies,0,16033,15,Carlton,2021,24,0
3,1,6,9,7,78,0,0,0,2,0,2,0,0,1,0,5,4,0,1,1,0,1,70,33,57,0,0,7,78,1,2,0,0,0,4,0,1,2,3,4,0,0,0,1,6,5.8,0,1,1,0,18,14,13,92,0,0,0,0,10,0.007281553398058253,0.0049261083743842365,0.02,0.012640449438202247,0,0,0.021505376344086023,0.0196078431372549,0,0.0228310502283105,0.008281573498964804,0,0.041666666666666664,0.05555555555555555,0.01098901098901099,0.018867924528301886,0,1,0,1,0,0,0,0,0,7.240223349072039e-4,Alec Waterman,0,16057,18,Essendon,2021,28,0
5,3,9,14,11,79,0,0,0,1,0,1,0,4,1,1,6,8,1,0,2,0,0,86,44,51,0,0,2,160,3,8,0,1,2,0,0,7,3,0,4,0,0,2,0,9,7.6,0,1,0,2,1,13,13,91,0,0,0,0,36,0.012254901960784314,0.01744186046511628,0.02425876010781671,0.01797175866495507,0,0,0.0078125,0.008547008547008548,0,0.021897810218978103,0.01642710472279261,0.043478260869565216,0,0,0.0196078431372549,0,1,0,0,0,0,0,0,0,0,-0.005911982152611017,Aaron Francis,0,15879,1,Essendon,2021,31,0
7,1,1,8,3,38,0,0,2,4,0,4,1,5,1,1,5,4,0,0,3,0,0,65,42,40,1,0,2,153,4,0,1,1,1,0,0,1,2,0,2,1,12.5,0,1,8,5.1,16,1,2,2,10,10,10,70,0,0,0,0,9,0.015384615384615385,0.004807692307692308,0.004,0.011347517730496455,0,0,0.0392156862745098,0.04081632653061224,0.012987012987012988,0.01953125,0.008988764044943821,0,0,0,0.027210884353741496,0.044444444444444446,0,1,0,1,0,0,0,0,0,0.001293340465053916,Tristan Xerri,0,16051,17,North Melbourne,2021,29,0
10,6,12,22,15,68,0,1,0,4,1,3,0,5,0,1,4,19,0,0,1,0,2,84,86,79,0,0,8,224,4,1,0,0,0,1,0,6,7,0,4,0,0,1,0,14,3,0,1,1,0,45,12,10,72,0,0,0,0,118,0.022675736961451247,0.029556650246305417,0.04195804195804196,0.030261348005502064,0,0.04,0.043010752688172046,0.027522935779816515,0,0.01593625498007968,0.04051172707889126,0,0,0.1111111111111111,0.03007518796992481,0.01639344262295082,1,0,1,0,0,0,0,0,0,0.08566150069236755,Kane Lambert,0,15896,3,Richmond,2021,11,0
8,2,11,19,13,68,0,0,33,5,3,3,1,6,0,2,10,9,1,0,2,0,0,76,99,126,0,1,2,181,4,4,1,0,0,1,0,7,4,2,8,15,51.6,2,0,18,14.2,64,0,0,2,9,13,8,61,0,0,0,0,164,0.016913319238900635,0.009950248756218905,0.03503184713375796,0.0241423125794155,0,0,0.038461538461538464,0.029411764705882353,0.0136986301369863,0.03636363636363636,0.018108651911468814,0.05555555555555555,0,0,0.02962962962962963,0,1,0,0,0,0,0,0,1,0,0.20384939014911652,Brodie Grundy,0,16041,16,Collingwood,2021,11,0
11,5,6,17,10,59,1,2,0,1,1,3,1,2,2,0,7,10,0,0,2,0,0,85,74,83,0,1,8,321,2,4,1,0,0,2,1,0,6,2,4,0,0,0,0,8,6.8,0,3,3,2,97,10,21,136,0,0,0,0,52,0.0267639902676399,0.02717391304347826,0.024291497975708502,0.025835866261398176,0.038461538461538464,0.13333333333333333,0.009259259259259259,0.03225806451612903,0.01282051282051282,0.02631578947368421,0.02512562814070352,0,0,0,0.016129032258064516,0.06666666666666667,0,1,0,1,0,0,0,0,0,-0.019273534417152405,Gryan Miers,0,15921,6,Geelong,2021,40,0
