kicks,marks,handballs,disposals,effective_disposals,disposal_efficiency_percentage,goals,behinds,hitouts,tackles,rebounds,inside_fifties,clearances,clangers,free_kicks_for,free_kicks_against,contested_possessions,uncontested_possessions,contested_marks,marks_inside_fifty,one_percenters,bounces,goal_assists,time_on_ground_percentage,afl_fantasy_score,supercoach_score,centre_clearances,stoppage_clearances,score_involvements,metres_gained,turnovers,intercepts,tackles_inside_fifty,contest_def_losses,contest_def_one_on_ones,contest_off_one_on_ones,contest_off_wins,def_half_pressure_acts,effective_kicks,f50_ground_ball_gets,ground_ball_gets,hitouts_to_advantage,hitout_win_percentage,intercept_marks,marks_on_lead,pressure_acts,rating_points,ruck_contests,score_launches,shots_at_goal,spoils,match_margin,team_behinds,team_goals,team_score,aa_team,aa_squad,coaches_votes,captain,num_games,kicks_prop,marks_prop,handballs_prop,disposals_prop,goals_prop,behinds_prop,tackles_prop,inside_fifties_prop,clearances_prop,contested_possessions_prop,uncontested_possessions_prop,contested_marks_prop,marks_inside_fifty_prop,goal_assists_prop,turnovers_prop,shots_at_goal_prop,match_outcome_Loss,match_outcome_Win,player_position_final_C,player_position_final_F,player_position_final_HB,player_position_final_HF,player_position_final_INT,player_position_final_RK,player_position_final_W,pred,player_name,brownlow_votes,match_id,match_round,player_team,season,pred_rank,predicted_votes
6,6,6,12,10,83,0,0,0,2,2,0,0,2,1,1,4,8,0,0,3,0,0,85,54,55,0,0,0,152,1,7,0,2,6,0,0,4,4,0,3,0,0,3,0,5,5.4,0,0,0,3,39,10,16,106,0,0,0,0,50,0.015267175572519083,0.03260869565217391,0.020761245674740483,0.017595307917888565,0,0,0.017857142857142856,0,0,0.0163265306122449,0.018561484918793503,0,0,0,0.008064516129032258,0,0,1,0,0,0,0,0,0,0,0.014520112425088882,Sam Taylor,0,16088,22,Greater Western Sydney,2021,18,0
4,2,4,8,6,75,0,1,1,0,0,1,0,2,0,1,2,7,0,1,2,0,0,80,25,30,0,0,3,141,2,3,0,0,0,0,0,10,2,0,2,0,10,0,0,16,3,10,1,1,1,31,14,7,56,0,0,0,0,4,0.008928571428571428,0.010256410256410256,0.012658227848101266,0.010471204188481676,0,0.03225806451612903,0,0.01,0,0.007751937984496124,0.014084507042253521,0,0.037037037037037035,0,0.014925373134328358,0.01694915254237288,1,0,0,0,0,0,0,0,0,0.009059429168701172,Jack Buckley,0,15892,2,Greater Western Sydney,2021,24,0
10,8,1,11,9,82,0,1,0,4,1,1,0,1,0,1,4,7,1,1,4,0,0,96,70,70,0,0,4,127,3,5,0,1,3,0,0,8,8,0,3,0,0,2,0,9,6.2,0,0,1,3,10,13,8,61,0,0,0,0,76,0.022222222222222223,0.032,0.003367003367003367,0.014725568942436412,0,0.047619047619047616,0.042105263157894736,0.011627906976744186,0,0.018957345971563982,0.013461538461538462,0.058823529411764705,0.043478260869565216,0,0.02702702702702703,0.021739130434782608,0,1,0,0,0,0,0,0,0,-0.01354377344250679,Jack Henry,0,15980,11,Geelong,2021,38,0
14,5,2,16,10,63,0,0,0,2,3,2,0,4,1,2,8,8,2,0,8,2,0,89,64,98,0,0,3,283,3,8,0,0,4,0,0,4,10,0,5,0,0,2,0,4,13.3,0,2,0,8,14,13,13,91,0,0,0,0,68,0.03278688524590164,0.024630541871921183,0.007518796992481203,0.023088023088023088,0,0,0.02127659574468085,0.02127659574468085,0,0.0321285140562249,0.01818181818181818,0.1,0,0,0.025,0,0,1,0,0,1,0,0,0,0,0.003178210696205497,Tom McCartin,0,16093,22,Sydney,2021,22,0
13,5,4,17,12,71,0,0,0,3,5,2,3,4,0,1,6,13,1,0,7,0,0,89,71,81,0,3,3,343,5,5,0,0,0,0,0,8,8,0,3,0,0,3,0,12,11.6,0,2,0,4,24,13,7,55,0,0,0,0,160,0.026859504132231406,0.020491803278688523,0.01384083044982699,0.02199223803363519,0,0,0.027522935779816515,0.020618556701030927,0.04411764705882353,0.021897810218978103,0.02620967741935484,0.02702702702702703,0,0,0.03424657534246575,0,1,0,0,0,1,0,0,0,0,-0.010713007301092148,Jack Crisp,0,15930,7,Collingwood,2021,36,0
7,3,7,14,13,93,0,0,0,3,1,3,1,1,0,0,3,11,0,0,0,0,0,82,56,55,1,0,3,280,0,1,1,0,0,0,0,7,6,0,3,0,0,0,0,16,9.8,0,0,0,0,50,6,8,54,0,0,0,0,94,0.016166281755196306,0.015463917525773196,0.02356902356902357,0.019178082191780823,0,0,0.02727272727272727,0.029411764705882353,0.014705882352941176,0.010416666666666666,0.02517162471395881,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.023822791874408722,Tom Phillips,0,15918,5,Hawthorn,2021,21,0
15,3,10,25,14,56,1,1,0,2,4,5,3,8,1,1,8,16,0,0,2,0,0,93,87,71,1,2,3,556,9,5,0,1,1,0,0,8,5,1,8,0,0,0,1,20,10.9,0,2,2,0,30,6,9,60,0,0,0,0,25,0.0334075723830735,0.015789473684210527,0.03215434083601286,0.03289473684210526,0.043478260869565216,0.1,0.016129032258064516,0.05,0.04411764705882353,0.028070175438596492,0.03611738148984198,0,0,0,0.054878048780487805,0.05,1,0,0,0,1,0,0,0,0,0.07716623693704605,Jack Madgen,0,15907,4,Collingwood,2021,10,0
20,5,3,23,19,83,0,0,0,1,3,3,0,1,0,0,1,17,0,0,1,0,0,85,85,78,0,0,4,511,5,1,0,0,0,0,0,7,16,0,1,0,0,1,0,11,8.6,0,0,0,0,39,9,19,123,0,0,0,0,104,0.046948356807511735,0.024630541871921183,0.009933774834437087,0.03159340659340659,0,0,0.011235955056179775,0.02857142857142857,0,0.00392156862745098,0.03571428571428571,0,0,0,0.03787878787878788,0,0,1,0,0,1,0,0,0,0,-0.11427277326583862,Jayden Short,0,16000,12,Richmond,2021,46,0
13,1,8,21,14,67,0,0,0,0,8,1,0,2,3,0,8,11,0,0,4,0,0,87,61,79,0,0,3,476,6,8,0,0,3,0,0,2,9,0,5,0,0,0,0,6,11.6,0,0,0,4,31,11,19,125,0,0,0,0,42,0.030660377358490566,0.006578947368421052,0.0321285140562249,0.031203566121842496,0,0,0,0.008620689655172414,0,0.028169014084507043,0.03021978021978022,0,0,0,0.04054054054054054,0,0,1,0,0,0,0,0,0,0,0.004914915654808283,Jordan Dawson,0,15880,1,Sydney,2021,24,0
7,6,10,17,12,71,1,1,29,1,0,2,5,1,1,1,11,7,2,1,3,0,0,79,97,120,5,0,4,209,3,5,0,0,1,4,2,2,5,0,6,8,59.2,4,0,6,16.9,49,1,2,2,64,6,8,54,0,1,0,0,60,0.01694915254237288,0.03278688524590164,0.03367003367003367,0.023943661971830985,0.038461538461538464,0.08333333333333333,0.009433962264150943,0.01904761904761905,0.06578947368421052,0.04230769230769231,0.016091954022988506,0.10526315789473684,0.041666666666666664,0,0.022222222222222223,0.0425531914893617,1,0,0,0,0,0,0,1,0,-0.2427230179309845,Sean Darcy,0,16086,21,Fremantle,2021,45,0
16,6,20,36,27,75,1,0,0,7,2,4,4,5,1,1,11,25,0,0,1,0,1,83,138,136,1,3,6,250,1,1,2,0,0,0,0,10,9,1,9,0,0,0,0,29,12.6,0,0,1,0,21,8,10,68,0,0,10,0,191,0.03800475059382423,0.03125,0.06666666666666667,0.049930651872399444,0.06666666666666667,0,0.04697986577181208,0.043010752688172046,0.0625,0.044715447154471545,0.05411255411255411,0,0,0.125,0.009259259259259259,0.023255813953488372,0,1,0,0,0,1,0,0,0,2.7402970790863037,Cameron Guthrie,0,15947,9,Geelong,2021,2,2
18,1,13,31,19,61,0,0,0,7,1,8,14,9,4,4,20,11,0,0,1,2,0,89,103,117,4,10,5,725,9,2,2,0,0,0,0,8,11,1,10,0,0,0,0,24,13.1,0,2,0,0,9,9,9,63,0,0,6,0,175,0.0430622009569378,0.006622516556291391,0.04814814814814815,0.04505813953488372,0,0,0.07,0.08163265306122448,0.1728395061728395,0.0711743772241993,0.02857142857142857,0,0,0,0.0625,0,1,0,1,0,0,0,0,0,0,2.3424594402313232,Elliot Yeo,0,16087,21,West Coast,2021,1,3
8,6,11,19,16,84,0,0,0,1,3,2,0,1,0,0,8,10,2,0,7,0,0,93,68,101,0,0,1,141,1,10,0,0,5,0,0,9,8,0,6,0,0,4,0,9,13.5,0,1,0,6,34,7,14,91,0,0,0,0,75,0.01904761904761905,0.033707865168539325,0.034055727554179564,0.02557200538358008,0,0,0.006896551724137931,0.019417475728155338,0,0.02711864406779661,0.02252252252252252,0.1111111111111111,0,0,0.007633587786259542,0,0,1,0,0,0,0,0,0,0,0.01565871387720108,Jack Henry,0,15958,10,Geelong,2021,21,0
11,5,2,13,9,69,0,0,0,0,4,1,0,3,2,2,2,11,0,0,6,0,0,95,48,48,0,0,2,258,4,4,0,1,4,0,0,13,7,0,0,0,0,1,0,17,1.5,0,1,0,5,19,6,16,102,0,0,0,0,107,0.025404157043879907,0.02564102564102564,0.00684931506849315,0.01793103448275862,0,0,0,0.009345794392523364,0,0.0070921985815602835,0.025404157043879907,0,0,0,0.028169014084507043,0,0,1,0,0,0,0,0,0,0,0.009663047268986702,Jake Kelly,0,16065,19,Adelaide,2021,24,0
8,3,8,16,14,88,0,0,0,1,1,1,0,2,0,1,7,9,0,0,2,1,0,86,50,66,0,0,1,225,3,7,0,2,5,0,0,4,7,0,7,0,0,1,0,6,8.4,0,1,0,2,68,14,14,98,0,0,0,0,70,0.01873536299765808,0.016129032258064516,0.02476780185758514,0.021333333333333333,0,0,0.014925373134328358,0.009345794392523364,0,0.025925925925925925,0.019027484143763214,0,0,0,0.021897810218978103,0,0,1,0,0,0,0,0,0,0,0.003898406168445945,James Stewart,0,16095,22,Essendon,2021,27,0
15,11,11,26,18,69,2,0,0,0,1,4,4,2,0,1,6,20,0,3,1,0,0,84,109,88,2,2,7,449,3,2,0,0,0,1,0,3,8,1,4,0,0,1,1,7,14.9,0,1,4,1,10,15,6,51,0,0,0,0,108,0.03333333333333333,0.044,0.037037037037037035,0.03480589022757698,0.14285714285714285,0,0,0.046511627906976744,0.07272727272727272,0.02843601895734597,0.038461538461538464,0,0.13043478260869565,0,0.02702702702702703,0.08695652173913043,1,0,0,1,0,0,0,0,0,1.4364227056503296,Jordan De Goey,0,15980,11,Collingwood,2021,3,1
7,2,8,15,9,60,0,1,0,1,0,2,0,2,0,2,7,8,0,0,2,0,0,74,42,53,0,0,5,166,4,4,0,0,0,1,0,3,2,3,7,0,0,0,0,13,6,0,2,2,1,49,15,15,105,0,0,0,0,31,0.017676767676767676,0.013071895424836602,0.026058631921824105,0.021337126600284494,0,0.06666666666666667,0.007874015748031496,0.01904761904761905,0,0.02464788732394366,0.019801980198019802,0,0,0,0.03125,0.038461538461538464,0,1,0,0,0,0,0,0,0,0.029324287548661232,Roarke Smith,0,16071,20,Western Bulldogs,2021,22,0
7,5,11,18,12,67,0,1,0,2,2,2,3,4,1,0,8,10,0,1,0,0,0,78,68,60,0,3,3,114,2,0,0,0,0,1,0,5,4,1,6,0,0,0,1,21,2.9,0,0,1,0,0,10,14,94,0,0,0,0,17,0.015486725663716814,0.025380710659898477,0.041666666666666664,0.025139664804469275,0,0.07692307692307693,0.017543859649122806,0.019230769230769232,0.04285714285714286,0.029850746268656716,0.023094688221709007,0,0.04,0,0.013888888888888888,0.01818181818181818,0,0,1,0,0,0,0,0,0,-0.10147339850664139,Tom Green,0,16017,13,Greater Western Sydney,2021,41,0
18,8,7,25,19,76,0,0,0,1,6,2,2,5,0,0,6,17,1,0,5,0,1,87,96,98,0,2,6,451,3,9,0,0,0,0,0,9,13,0,5,0,0,6,0,14,12.2,0,4,0,3,28,14,9,68,0,0,0,1,113,0.039735099337748346,0.0392156862745098,0.025,0.034106412005457026,0,0,0.009523809523809525,0.01904761904761905,0.029411764705882353,0.02181818181818182,0.038461538461538464,0.034482758620689655,0,0.058823529411764705,0.02054794520547945,0,1,0,0,0,0,0,0,0,0,-0.15401791036128998,Sam Docherty,0,15915,5,Carlton,2021,45,0
6,2,5,11,9,82,0,0,0,1,2,0,0,2,0,1,3,4,1,0,2,0,0,56,35,39,0,0,1,259,3,5,0,1,1,0,0,11,5,0,2,0,0,2,0,11,7.4,0,0,0,2,25,15,15,105,0,0,0,0,162,0.013303769401330377,0.011695906432748537,0.016556291390728478,0.014608233731739707,0,0,0.012345679012345678,0,0,0.010526315789473684,0.009070294784580499,0.058823529411764705,0,0,0.02112676056338028,0,0,1,0,0,1,0,0,0,0,0.014010509476065636,Nick Vlastuin,0,15875,1,Richmond,2021,22,0
12,9,4,16,8,50,0,0,0,5,5,0,0,5,0,0,5,11,2,0,7,0,0,82,91,71,0,0,1,299,7,7,0,1,4,0,0,5,6,0,3,0,0,4,0,8,9.4,0,1,0,5,20,8,13,86,0,0,0,0,12,0.028368794326241134,0.05084745762711865,0.015444015444015444,0.02346041055718475,0,0,0.04716981132075472,0,0,0.018726591760299626,0.027160493827160494,0.08695652173913043,0,0,0.056451612903225805,0,1,0,0,0,0,0,0,0,0,-0.09530041366815567,Jack Payne,0,16053,18,Brisbane Lions,2021,44,0
16,6,5,21,20,95,0,0,0,3,10,0,0,0,2,0,2,12,0,0,7,5,0,100,90,125,0,0,3,577,3,4,0,0,4,0,0,5,15,0,0,0,0,2,1,7,13.8,0,1,0,7,1,13,13,91,0,0,0,0,27,0.0392156862745098,0.03488372093023256,0.013477088948787063,0.026957637997432605,0,0,0.0234375,0,0,0.0072992700729927005,0.024640657084188913,0,0,0,0.0196078431372549,0,1,0,0,0,1,0,0,0,0,0.5377890467643738,Jordan Ridley,0,15879,1,Essendon,2021,5,0
8,3,5,13,8,62,0,0,0,1,3,3,2,4,3,1,10,5,0,0,4,4,0,88,47,56,0,2,2,454,3,6,0,1,1,0,0,6,5,0,7,0,0,0,0,17,10.8,0,2,1,1,25,15,15,105,0,0,0,0,109,0.017738359201773836,0.017543859649122806,0.016556291390728478,0.017264276228419653,0,0,0.012345679012345678,0.02586206896551724,0.02702702702702703,0.03508771929824561,0.011337868480725623,0,0,0,0.02112676056338028,0.015625,0,1,0,0,0,0,0,0,1,0.018991796299815178,Kamdyn McIntosh,0,15875,1,Richmond,2021,19,0
10,4,6,16,8,50,0,2,0,2,0,6,1,3,0,0,3,13,0,0,1,0,0,83,64,41,1,0,6,337,6,0,0,0,0,1,0,8,3,2,3,0,0,0,0,17,3.7,0,1,2,0,33,8,8,56,0,0,0,0,71,0.02262443438914027,0.017699115044247787,0.01639344262295082,0.019801980198019802,0,0.14285714285714285,0.022222222222222223,0.06382978723404255,0.019230769230769232,0.01327433628318584,0.02249134948096886,0,0,0,0.04225352112676056,0.045454545454545456,1,0,0,0,0,1,0,0,0,-0.1263292282819748,Jaidyn Stephenson,0,16081,21,North Melbourne,2021,43,0
5,4,4,9,6,67,0,0,17,1,1,1,1,3,1,1,2,6,0,0,3,0,0,81,54,57,0,1,3,112,2,2,1,1,1,0,0,3,3,0,1,7,28.3,2,0,8,6.1,60,2,0,2,29,12,16,108,0,0,0,0,58,0.011061946902654867,0.016877637130801686,0.015625,0.012711864406779662,0,0,0.010869565217391304,0.00980392156862745,0.015384615384615385,0.008658008658008658,0.012958963282937365,0,0,0,0.016,0,0,1,0,0,0,0,0,1,0,0.02194037288427353,Tim English,0,16042,16,Western Bulldogs,2021,22,0
8,0,5,13,9,69,0,0,0,1,0,4,2,5,0,1,5,7,0,0,2,0,3,80,35,44,0,2,4,220,2,1,0,0,0,0,0,8,5,1,3,0,0,0,0,19,7.2,0,1,1,0,34,2,11,68,0,0,0,0,51,0.017817371937639197,0,0.017421602787456445,0.017663043478260868,0,0,0.008695652173913044,0.034482758620689655,0.024390243902439025,0.017482517482517484,0.015590200445434299,0,0,0.1875,0.012345679012345678,0.02040816326530612,1,0,0,1,0,0,0,0,0,0.11239299178123474,Brent Daniels,0,15900,3,Greater Western Sydney,2021,12,0
5,2,3,8,6,75,1,0,19,3,0,2,4,1,2,0,6,2,1,1,3,0,0,81,66,88,3,1,4,121,3,1,0,0,2,2,0,2,3,1,3,9,37.3,1,0,11,12.9,51,3,2,1,29,13,13,91,0,0,0,0,17,0.011235955056179775,0.008620689655172414,0.011450381679389313,0.011315417256011316,0.045454545454545456,0,0.028846153846153848,0.020202020202020204,0.06896551724137931,0.023166023166023165,0.004597701149425287,0.02564102564102564,0.038461538461538464,0,0.022058823529411766,0.0425531914893617,0,1,0,0,0,0,0,1,0,-0.020615937188267708,Tom De Koning,0,16058,18,Carlton,2021,37,0
9,5,5,14,7,50,1,0,13,1,0,2,2,5,1,2,7,9,2,1,0,0,0,77,70,55,1,1,5,200,6,2,0,0,0,3,1,0,3,1,2,4,41.9,1,0,7,5.2,31,4,1,0,23,8,13,86,0,0,0,0,10,0.02050113895216401,0.029585798816568046,0.015432098765432098,0.01834862385321101,0.045454545454545456,0,0.007194244604316547,0.01834862385321101,0.024390243902439025,0.023728813559322035,0.019313304721030045,0.08333333333333333,0.058823529411764705,0,0.03896103896103896,0.023255813953488372,0,1,0,0,0,0,0,1,0,0.1379770040512085,Tom De Koning,0,15957,10,Carlton,2021,12,0
18,11,7,25,22,88,0,1,0,0,6,4,0,1,0,1,5,18,3,0,2,1,0,79,99,114,0,0,6,425,2,8,0,0,2,0,0,6,15,0,2,0,0,5,0,10,12.8,0,5,1,2,63,18,11,84,0,0,5,0,53,0.041666666666666664,0.05,0.025089605734767026,0.035161744022503515,0,0.043478260869565216,0,0.043478260869565216,0,0.021929824561403508,0.038876889848812095,0.13043478260869565,0,0,0.019417475728155338,0.022727272727272728,0,1,0,0,1,0,0,0,0,0.6861989498138428,Mason Redman,0,16044,17,Essendon,2021,6,0
11,3,4,15,9,60,1,0,4,5,2,4,4,5,1,1,7,9,0,0,3,0,1,82,78,67,1,3,4,305,3,1,1,0,0,0,0,9,6,3,5,1,40,0,0,26,9.3,10,2,3,1,2,4,10,64,1,1,0,1,167,0.024886877828054297,0.014634146341463415,0.013986013986013986,0.020604395604395604,0.05263157894736842,0,0.0423728813559322,0.043010752688172046,0.06349206349206349,0.025830258302583026,0.020179372197309416,0,0,0.0625,0.022900763358778626,0.075,1,0,1,0,0,0,0,0,0,0.0848320797085762,Marcus Bontempelli,0,16097,23,Western Bulldogs,2021,15,0
8,9,10,18,13,72,0,0,0,1,3,1,1,1,0,0,2,16,1,0,0,0,1,73,75,52,1,0,5,178,2,0,1,0,0,1,1,8,5,0,0,0,0,0,1,21,5.3,0,0,0,0,69,14,19,128,0,0,0,0,2,0.017582417582417582,0.04522613065326633,0.02617801047120419,0.021505376344086023,0,0,0.008333333333333333,0.008695652173913044,0.013513513513513514,0.006968641114982578,0.029574861367837338,0.05555555555555555,0,0.041666666666666664,0.014598540145985401,0,0,1,0,0,0,1,0,0,0,-0.022043772041797638,Ryan Byrnes,0,15932,7,St Kilda,2021,37,0
6,3,3,9,7,78,1,0,0,4,1,0,1,1,1,0,5,5,1,1,1,0,0,55,56,55,0,1,2,161,2,2,0,0,0,2,0,9,4,0,3,0,0,1,0,11,9,0,1,1,0,9,13,7,55,0,0,0,0,18,0.013761467889908258,0.01507537688442211,0.01048951048951049,0.012465373961218837,0.0625,0,0.032520325203252036,0,0.015873015873015872,0.01858736059479554,0.01126126126126126,0.034482758620689655,0.0625,0,0.013422818791946308,0.022222222222222223,1,0,1,0,0,0,0,0,0,0.04618441313505173,Tom Sparrow,0,16036,16,Melbourne,2021,16,0
10,2,13,23,11,48,0,0,0,8,1,3,2,6,1,0,13,11,0,0,0,0,0,71,95,85,0,2,3,338,6,4,2,0,0,0,0,12,4,3,12,0,0,0,0,28,8.7,0,2,1,0,9,7,10,67,0,0,0,0,8,0.0234192037470726,0.013986013986013986,0.04,0.030585106382978722,0,0,0.047619047619047616,0.028846153846153848,0.02631578947368421,0.04024767801857585,0.026442307692307692,0,0,0,0.037037037037037035,0.02564102564102564,0,1,0,0,0,1,0,0,0,0.17433366179466248,James Jordon,0,15942,8,Melbourne,2021,11,0
17,11,7,24,19,79,0,0,0,2,3,1,1,3,1,1,2,21,0,0,1,0,0,85,104,78,0,1,2,339,4,5,0,0,2,0,0,9,13,0,2,0,0,3,0,10,2.5,0,2,0,0,2,12,9,66,0,0,0,0,63,0.038461538461538464,0.05365853658536585,0.024475524475524476,0.03296703296703297,0,0,0.01694915254237288,0.010752688172043012,0.015873015873015872,0.007380073800738007,0.04708520179372197,0,0,0,0.030534351145038167,0,0,1,0,0,1,0,0,0,0,0.09546507149934769,Riley Bonner,0,16097,23,Port Adelaide,2021,13,0
7,6,2,9,8,89,0,0,0,1,2,1,0,2,0,2,2,7,2,0,6,0,0,100,41,44,0,0,3,67,1,3,0,0,4,0,0,5,6,0,0,0,0,2,0,6,2.2,0,1,0,5,44,20,13,98,0,0,0,0,24,0.017632241813602016,0.03773584905660377,0.005952380952380952,0.01227830832196453,0,0,0.008064516129032258,0.010638297872340425,0,0.0076045627376425855,0.015350877192982455,0.10526315789473684,0,0,0.008403361344537815,0,0,1,0,0,0,0,0,0,0,-0.019370393827557564,Jordon Butts,0,16105,23,Adelaide,2021,40,0
10,6,6,16,12,75,0,1,0,0,2,2,1,7,0,2,1,15,0,1,0,0,1,80,55,38,0,1,6,314,5,0,0,0,0,0,0,1,6,0,1,0,0,0,0,7,-3.4,0,0,1,0,16,11,16,107,0,0,0,0,49,0.023809523809523808,0.03314917127071823,0.023166023166023165,0.023564064801178203,0,0.05,0,0.019230769230769232,0.014285714285714285,0.003816793893129771,0.036585365853658534,0,0.03333333333333333,0.045454545454545456,0.03937007874015748,0.018518518518518517,0,1,1,0,0,0,0,0,0,0.019915008917450905,Bailey Smith,0,15945,8,Western Bulldogs,2021,21,0
6,2,6,12,10,83,2,0,0,2,0,2,1,2,1,0,5,8,0,1,1,0,1,74,57,85,1,0,8,220,1,1,1,0,0,0,0,4,5,1,3,0,0,0,1,14,16.4,0,0,2,0,16,11,16,107,0,0,0,0,8,0.014285714285714285,0.011049723756906077,0.023166023166023165,0.017673048600883652,0.06896551724137931,0,0.019417475728155338,0.019230769230769232,0.014285714285714285,0.019083969465648856,0.01951219512195122,0,0.03333333333333333,0.045454545454545456,0.007874015748031496,0.037037037037037035,0,1,0,1,0,0,0,0,0,0.03934634104371071,Anthony Scott,0,15945,8,Western Bulldogs,2021,17,0
14,4,14,28,22,79,1,0,0,0,1,5,4,5,1,1,9,18,1,0,1,0,2,80,86,88,0,4,7,274,4,3,0,0,0,1,1,4,10,2,7,0,0,0,0,8,12.3,0,2,1,1,7,13,8,61,0,0,2,0,64,0.03309692671394799,0.020202020202020204,0.041666666666666664,0.03689064558629776,0.05555555555555555,0,0,0.052083333333333336,0.057971014492753624,0.033210332103321034,0.037894736842105266,0.047619047619047616,0,0.13333333333333333,0.03007518796992481,0.02127659574468085,1,0,0,0,0,0,0,0,1,0.36327075958251953,Adam Cerra,0,15953,9,Fremantle,2021,7,0
7,2,7,14,9,64,0,0,0,4,4,0,0,1,0,1,5,7,0,0,13,0,0,87,54,80,0,0,1,137,5,9,0,2,3,0,0,12,5,0,5,0,0,2,0,15,9.9,0,1,0,12,49,8,5,38,0,0,0,0,38,0.015418502202643172,0.015384615384615385,0.024475524475524476,0.01891891891891892,0,0,0.024844720496894408,0,0,0.015197568389057751,0.018421052631578946,0,0,0,0.029069767441860465,0,1,0,0,0,1,0,0,0,0,0.11596639454364777,Tom Doedee,0,15943,8,Adelaide,2021,17,0
7,3,2,9,6,67,2,1,0,5,0,3,0,5,1,4,7,2,2,2,1,0,1,85,56,70,0,0,5,187,3,0,5,0,0,8,4,1,5,1,4,0,0,0,0,9,12.9,0,0,3,0,40,14,14,98,0,1,0,0,314,0.016241299303944315,0.01507537688442211,0.006535947712418301,0.012211668928086838,0.09090909090909091,0.047619047619047616,0.05,0.030612244897959183,0,0.028925619834710745,0.004228329809725159,0.1,0.08695652173913043,0.0625,0.0234375,0.06,0,1,0,1,0,0,0,0,0,-0.18287959694862366,Lance Franklin,0,16069,19,Sydney,2021,45,0
14,9,3,17,10,59,0,0,0,3,6,1,0,1,1,0,4,11,1,1,4,0,0,87,88,73,0,0,3,317,2,5,0,1,3,0,0,8,8,0,2,0,0,2,0,10,4.5,0,0,1,3,9,18,9,72,0,0,0,0,136,0.03333333333333333,0.05142857142857143,0.010948905109489052,0.024495677233429394,0,0,0.025210084033613446,0.009433962264150943,0,0.014814814814814815,0.026570048309178744,0.058823529411764705,0.047619047619047616,0,0.016,0.022222222222222223,0,1,0,0,1,0,0,0,0,8.871163008734584e-4,Aaron Hall,0,16028,15,North Melbourne,2021,28,0
6,3,5,11,9,82,3,0,0,2,0,0,2,1,0,1,4,7,0,3,0,0,0,92,60,73,0,2,7,100,1,0,0,0,0,3,1,1,4,1,2,0,0,0,1,10,11.7,1,1,4,0,34,7,14,91,0,0,0,0,176,0.014285714285714285,0.016853932584269662,0.015479876160990712,0.014804845222072678,0.13636363636363635,0,0.013793103448275862,0,0.022222222222222223,0.013559322033898305,0.015765765765765764,0,0.15,0,0.007633587786259542,0.08695652173913043,0,1,0,0,0,1,0,0,0,-0.03664126247167587,Jeremy Cameron,0,15958,10,Geelong,2021,42,0
5,3,2,7,5,71,0,0,0,2,1,0,0,0,1,0,2,5,1,0,3,0,0,86,37,42,0,0,2,28,0,1,0,0,1,0,0,4,4,0,0,0,0,1,0,6,4.1,0,0,0,2,20,8,10,68,0,0,0,0,90,0.011933174224343675,0.015957446808510637,0.00784313725490196,0.010385756676557863,0,0,0.014814814814814815,0,0,0.00796812749003984,0.012285012285012284,0.05,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.002767944009974599,Kayne Turner,0,15982,11,North Melbourne,2021,28,0
10,2,6,16,10,63,1,1,0,2,2,3,0,1,1,0,3,10,0,1,3,1,0,85,64,61,0,0,3,266,2,4,2,1,2,2,1,6,6,0,2,0,0,0,1,14,10.6,0,1,2,3,50,7,4,31,0,0,0,0,70,0.022222222222222223,0.009950248756218905,0.017241379310344827,0.020050125313283207,0.0625,0.08333333333333333,0.014705882352941176,0.027522935779816515,0,0.010067114093959731,0.019880715705765408,0,0.05555555555555555,0,0.013793103448275862,0.058823529411764705,1,0,0,0,1,0,0,0,0,0.032484740018844604,Jack Bowes,0,16021,14,Gold Coast,2021,21,0
18,7,9,27,23,85,0,0,0,3,1,8,2,0,0,0,7,18,0,1,1,1,0,74,105,133,0,2,11,466,1,4,0,0,0,0,0,5,15,3,7,0,0,0,0,12,19.4,0,2,1,0,30,17,10,77,0,0,0,0,226,0.04205607476635514,0.0374331550802139,0.02694610778443114,0.03543307086614173,0,0,0.03225806451612903,0.07476635514018691,0.02857142857142857,0.026217228464419477,0.037815126050420166,0,0.04,0,0.006493506493506494,0.02040816326530612,0,1,0,0,0,0,0,0,1,0.3250041604042053,Mitch Duncan,0,15919,5,Geelong,2021,9,0
8,5,14,22,20,91,0,1,0,2,1,3,2,3,1,1,4,19,0,1,1,1,0,80,74,77,0,2,9,285,2,1,0,0,0,0,0,7,6,1,2,0,0,0,0,17,6.4,0,2,1,0,18,14,13,92,0,0,0,0,36,0.019417475728155338,0.024630541871921183,0.04666666666666667,0.03089887640449438,0,0.05263157894736842,0.021505376344086023,0.029411764705882353,0.028985507246376812,0.0182648401826484,0.039337474120082816,0,0.041666666666666664,0,0.02197802197802198,0.018867924528301886,0,1,1,0,0,0,0,0,0,-0.07651953399181366,Will Snelling,0,16057,18,Essendon,2021,42,0
