kicks,marks,handballs,disposals,effective_disposals,disposal_efficiency_percentage,goals,behinds,hitouts,tackles,rebounds,inside_fifties,clearances,clangers,free_kicks_for,free_kicks_against,contested_possessions,uncontested_possessions,contested_marks,marks_inside_fifty,one_percenters,bounces,goal_assists,time_on_ground_percentage,afl_fantasy_score,supercoach_score,centre_clearances,stoppage_clearances,score_involvements,metres_gained,turnovers,intercepts,tackles_inside_fifty,contest_def_losses,contest_def_one_on_ones,contest_off_one_on_ones,contest_off_wins,def_half_pressure_acts,effective_kicks,f50_ground_ball_gets,ground_ball_gets,hitouts_to_advantage,hitout_win_percentage,intercept_marks,marks_on_lead,pressure_acts,rating_points,ruck_contests,score_launches,shots_at_goal,spoils,match_margin,team_behinds,team_goals,team_score,aa_team,aa_squad,coaches_votes,captain,num_games,rolling_avg_votes_per_game,kicks_prop,marks_prop,handballs_prop,disposals_prop,goals_prop,behinds_prop,tackles_prop,inside_fifties_prop,clearances_prop,contested_possessions_prop,uncontested_possessions_prop,contested_marks_prop,marks_inside_fifty_prop,goal_assists_prop,turnovers_prop,shots_at_goal_prop,match_outcome_Loss,match_outcome_Win,player_position_BPR,player_position_C,player_position_CHB,player_position_CHF,player_position_FB,player_position_FF,player_position_FPL,player_position_FPR,player_position_HBFL,player_position_HBFR,player_position_HFFL,player_position_HFFR,player_position_INT,player_position_R,player_position_RK,player_position_RR,player_position_SUB,player_position_WL,player_position_WR,pred,player_name,brownlow_votes,match_id,match_round,player_team,season,pred_rank,predicted_votes
8,1,16,24,18,75,0,0,0,5,0,5,5,3,4,0,14,11,0,0,0,0,3,82,83,96,3,2,7,218,3,4,0,0,0,0,0,6,4,1,10,0,0,0,0,16,16.3,0,1,1,0,18,13,15,103,0,0,0,0,184,0.718562874251497,0.018140589569160998,0.006289308176100629,0.06130268199233716,0.03418803418803419,0,0,0.03787878787878788,0.0423728813559322,0.05813953488372093,0.04590163934426229,0.028423772609819122,0,0,0.13043478260869565,0.02,0.018867924528301886,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.3462628126144409,Lachie Neale,0,15923,6,Brisbane Lions,2021,43,0
5,3,4,9,8,89,0,0,0,3,0,2,0,1,0,0,1,8,0,1,0,0,1,65,44,39,0,0,2,85,1,0,0,0,0,0,0,4,5,1,1,0,0,0,0,19,3.2,0,0,0,0,10,15,6,51,0,0,0,0,60,0,0.01152073732718894,0.012448132780082987,0.013937282229965157,0.012482662968099861,0,0,0.033707865168539325,0.024390243902439025,0,0.0049261083743842365,0.015968063872255488,0,0.05,0.1,0.009259259259259259,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.006511183921247721,Callum L. Brown,0,15980,11,Collingwood,2021,29,0
9,6,6,15,11,73,0,1,0,0,0,3,0,6,0,1,6,10,1,1,0,0,0,82,55,54,0,0,3,308,5,1,0,0,0,3,1,1,6,5,5,0,0,0,3,3,6.4,0,1,2,0,14,9,11,75,0,0,0,0,62,0.10344827586206896,0.02142857142857143,0.03260869565217391,0.024,0.022388059701492536,0,0.058823529411764705,0,0.030303030303030304,0,0.023346303501945526,0.02518891687657431,0.038461538461538464,0.037037037037037035,0,0.04504504504504504,0.037037037037037035,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.026927871629595757,Charlie Curnow,0,16102,23,Carlton,2021,39,0
7,6,12,19,15,79,0,0,0,3,1,4,2,2,1,1,7,13,0,0,0,0,0,81,73,74,0,2,5,208,4,2,0,0,0,0,0,6,5,0,6,0,0,0,0,19,6.3,0,0,0,0,30,5,7,47,0,0,0,0,5,0,0.01728395061728395,0.03508771929824561,0.0375,0.02620689655172414,0,0,0.03614457831325301,0.039603960396039604,0.02857142857142857,0.02766798418972332,0.028953229398663696,0,0,0,0.0273972602739726,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.0018357171211391687,Tom Powell,0,15919,5,North Melbourne,2021,26,0
12,11,6,18,14,78,1,1,0,5,0,3,1,2,2,1,6,12,2,2,0,0,2,81,107,98,0,1,7,220,3,3,1,0,0,1,1,4,8,3,3,0,0,2,2,20,14.1,0,1,2,0,29,13,13,91,0,0,2,0,120,0.08928571428571429,0.027649769585253458,0.049107142857142856,0.023346303501945526,0.02604920405209841,0.047619047619047616,0.06666666666666667,0.04950495049504951,0.030927835051546393,0.017857142857142856,0.024096385542168676,0.028037383177570093,0.05714285714285714,0.08,0.16666666666666666,0.022388059701492536,0.043478260869565216,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5877373814582825,Jack Martin,0,16058,18,Carlton,2021,3,1
10,2,7,17,14,82,1,0,0,2,2,1,1,3,0,1,3,14,0,0,0,0,1,80,61,68,0,1,6,231,1,1,0,0,0,0,0,4,8,0,3,0,0,0,0,9,7,0,1,1,0,46,7,18,115,0,0,0,0,29,0.043478260869565216,0.02364066193853428,0.010810810810810811,0.020710059171597635,0.022339027595269383,0.038461538461538464,0,0.020618556701030927,0.008695652173913044,0.015384615384615385,0.011627906976744186,0.02880658436213992,0,0,0.05,0.007575757575757576,0.02040816326530612,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.010610060766339302,Kane Farrell,0,15987,11,Port Adelaide,2021,24,0
16,11,10,26,24,92,0,0,0,1,2,1,0,1,0,0,5,21,0,0,1,0,0,85,105,101,0,0,5,255,3,9,0,1,1,0,0,7,14,2,5,0,0,4,0,9,10,0,2,0,0,72,9,22,141,0,0,2,1,180,0.4226190476190476,0.03669724770642202,0.04583333333333333,0.03194888178913738,0.03471295060080107,0,0,0.011904761904761904,0.010101010101010102,0,0.022321428571428572,0.03984819734345351,0,0,0,0.02654867256637168,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.560609757900238,Dyson Heppell,0,15978,10,Essendon,2021,5,0
5,2,14,19,16,84,0,0,0,6,2,1,5,2,3,2,12,7,0,0,0,0,0,68,70,84,3,2,2,33,3,5,1,1,1,0,0,16,3,0,8,0,0,1,0,23,12.6,0,0,0,0,98,6,4,30,0,0,0,0,14,1.8,0.011764705882352941,0.010309278350515464,0.05303030303030303,0.027576197387518143,0,0,0.05042016806722689,0.010416666666666666,0.07575757575757576,0.05084745762711865,0.015765765765765764,0,0,0,0.022556390977443608,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.01207769475877285,Matt Rowell,0,16074,20,Gold Coast,2021,18,0
10,5,5,15,8,53,1,1,0,3,0,3,0,3,2,1,7,8,0,1,1,0,0,84,73,64,0,0,4,310,6,3,1,0,0,2,1,6,5,3,5,0,0,0,2,11,8.3,0,1,3,1,22,12,11,78,0,0,0,0,69,0,0.02457002457002457,0.029940119760479042,0.02304147465437788,0.02403846153846154,0.04,0.08333333333333333,0.023809523809523808,0.031914893617021274,0,0.028112449799196786,0.0221606648199446,0,0.047619047619047616,0,0.05217391304347826,0.06666666666666667,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.022789521142840385,Jack Silvagni,0,15986,11,Carlton,2021,32,0
8,6,3,11,9,82,0,0,0,1,0,0,0,3,0,3,4,9,0,0,4,0,0,92,43,42,0,0,0,21,2,5,0,1,5,0,0,2,6,0,3,0,0,1,0,3,3.3,0,0,0,3,14,7,13,85,0,0,0,0,199,0.037267080745341616,0.020151133501259445,0.03333333333333333,0.010380622837370242,0.016034985422740525,0,0,0.009345794392523364,0,0,0.01639344262295082,0.02027027027027027,0,0,0,0.01904761904761905,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.009815827012062073,Mark Blicavs,0,16090,22,Geelong,2021,32,0
6,3,4,10,7,70,1,0,0,2,1,2,0,3,1,1,4,6,1,1,1,0,0,80,47,52,0,0,2,98,3,3,1,0,0,0,0,5,4,1,3,0,0,0,1,13,10.1,0,0,2,1,23,9,6,45,0,0,0,0,64,0.06521739130434782,0.014319809069212411,0.022556390977443608,0.01639344262295082,0.015082956259426848,0.07692307692307693,0,0.015037593984962405,0.018518518518518517,0,0.014388489208633094,0.016853932584269662,0.07142857142857142,0.05,0,0.020134228187919462,0.05128205128205128,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.007466330658644438,Jaidyn Stephenson,0,16022,14,North Melbourne,2021,24,0
6,1,3,9,8,89,0,0,1,1,1,0,0,1,1,1,1,7,0,0,5,0,0,76,30,45,0,0,2,162,2,3,0,1,2,0,0,7,5,0,0,0,11.1,0,0,9,6.7,9,1,0,2,14,5,11,71,0,0,0,0,10,0,0.015113350125944584,0.005555555555555556,0.010380622837370242,0.013119533527696793,0,0,0.009345794392523364,0,0,0.004098360655737705,0.015765765765765764,0,0,0,0.01904761904761905,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.010808615945279598,Darragh Joyce,0,16090,22,St Kilda,2021,33,0
7,2,4,11,7,64,0,0,0,2,2,0,0,1,0,0,1,8,0,0,0,0,0,70,43,32,0,0,1,141,2,2,0,0,1,0,0,7,3,0,1,0,0,0,0,9,5.4,0,0,0,0,30,6,14,90,0,0,0,0,1,0,0.016129032258064516,0.010869565217391304,0.013333333333333334,0.014986376021798364,0,0,0.01834862385321101,0,0,0.0036101083032490976,0.018779342723004695,0,0,0,0.012578616352201259,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.007706041913479567,Conor Stone,0,15907,4,Greater Western Sydney,2021,21,0
6,2,6,12,11,92,0,0,0,2,2,1,1,1,2,0,6,6,0,0,1,0,0,75,46,56,1,0,3,107,0,4,0,1,1,0,0,10,6,0,4,0,0,0,0,10,8.6,0,0,0,0,31,11,19,125,0,0,0,0,1,0,0.014319809069212411,0.013605442176870748,0.024193548387096774,0.017991004497751123,0,0,0.02197802197802198,0.008695652173913044,0.016129032258064516,0.021352313167259787,0.01662049861495845,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.003608330385759473,Braeden Campbell,0,15880,1,Sydney,2021,22,0
10,7,2,12,10,83,0,0,0,1,6,1,0,1,2,1,3,9,0,0,8,0,0,97,58,64,0,0,0,229,1,6,0,0,4,0,0,3,8,0,2,0,0,2,0,5,7.5,0,0,0,8,15,7,12,79,0,0,0,0,43,0,0.024752475247524754,0.035897435897435895,0.008368200836820083,0.01866251944012442,0,0,0.00847457627118644,0.010869565217391304,0,0.013215859030837005,0.022058823529411766,0,0,0,0.009345794392523364,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016271796077489853,Griffin Logue,0,16096,22,Fremantle,2021,16,0
14,8,2,16,12,75,0,0,0,2,3,0,0,5,0,2,2,13,0,0,5,0,0,100,72,57,0,0,1,313,4,1,0,0,2,0,0,5,11,0,2,0,0,0,0,7,3.2,0,0,0,5,50,14,15,104,0,0,0,0,158,0,0.0330188679245283,0.0425531914893617,0.006802721088435374,0.022284122562674095,0,0,0.018518518518518517,0,0,0.0071174377224199285,0.03002309468822171,0,0,0,0.026845637583892617,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.005478649865835905,Adam Tomlinson,0,15918,5,Melbourne,2021,23,0
6,0,5,11,7,64,0,0,1,5,3,1,5,2,3,2,8,3,0,0,1,0,0,70,46,59,1,4,3,172,2,2,0,0,0,0,0,12,2,0,4,0,8.3,0,0,15,7.6,12,0,1,1,27,7,11,73,0,0,0,0,23,0,0.014150943396226415,0,0.016611295681063124,0.015172413793103448,0,0,0.050505050505050504,0.009345794392523364,0.08928571428571429,0.028985507246376812,0.0066815144766146995,0,0,0,0.014184397163120567,0.022727272727272728,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.06473471224308014,Tom Green,0,16078,20,Greater Western Sydney,2021,40,0
6,1,4,10,7,70,0,0,0,0,1,0,0,2,0,1,4,5,1,0,8,0,0,98,26,56,0,0,2,119,1,5,0,0,4,0,0,6,4,0,2,0,0,1,0,6,7.7,0,0,0,6,10,9,12,81,1,1,0,0,78,0.05,0.015151515151515152,0.009900990099009901,0.013937282229965157,0.014641288433382138,0,0,0,0,0,0.013513513513513514,0.014005602240896359,0.05,0,0,0.006896551724137931,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021337950602173805,Aliir Aliir,0,16029,15,Port Adelaide,2021,16,0
11,2,27,38,28,74,0,0,0,7,2,5,8,7,1,4,17,22,0,0,1,0,2,88,110,120,3,5,8,337,2,2,1,0,0,0,0,23,9,0,10,0,0,1,0,36,20.4,0,0,0,1,11,13,11,79,1,1,7,0,133,0.11965811965811966,0.026004728132387706,0.012121212121212121,0.08108108108108109,0.05026455026455026,0,0,0.07142857142857142,0.050505050505050504,0.0975609756097561,0.0625,0.04631578947368421,0,0,0.11764705882352941,0.01694915254237288,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0113229751586914,Touk Miller,0,16055,18,Gold Coast,2021,2,2
13,3,11,24,22,92,0,0,0,3,8,1,1,4,0,2,5,12,0,0,7,3,0,82,76,98,1,0,6,434,3,5,0,0,2,0,0,9,11,0,5,0,0,1,0,9,11,0,2,0,5,31,11,19,125,0,0,0,0,155,0.09859154929577464,0.031026252983293555,0.02040816326530612,0.04435483870967742,0.035982008995502246,0,0,0.03296703296703297,0.008695652173913044,0.016129032258064516,0.017793594306049824,0.0332409972299169,0,0,0,0.02027027027027027,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.16611573100090027,Jake Lloyd,0,15880,1,Sydney,2021,10,0
3,1,8,11,8,73,0,0,0,0,0,3,0,3,0,1,4,6,0,0,0,0,1,35,25,26,0,0,2,86,5,1,0,0,0,0,0,0,2,3,4,0,0,0,0,7,2.2,0,0,0,0,46,15,9,69,0,0,0,0,71,0.13846153846153847,0.0070921985815602835,0.005405405405405406,0.023668639053254437,0.01445466491458607,0,0,0,0.02608695652173913,0,0.015503875968992248,0.012345679012345678,0,0,0.05,0.03787878787878788,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.11311103403568268,Connor Blakely,0,15987,11,Fremantle,2021,13,0
9,6,6,15,12,80,0,0,0,1,5,2,0,2,0,0,5,10,1,0,2,0,0,85,61,71,0,0,3,265,3,9,0,2,4,0,0,3,6,0,4,0,0,4,0,3,10.2,0,2,0,2,38,6,16,102,0,0,0,0,71,0,0.020930232558139535,0.026200873362445413,0.02,0.02054794520547945,0,0,0.012048192771084338,0.020833333333333332,0,0.022727272727272728,0.019417475728155338,0.043478260869565216,0,0,0.023809523809523808,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.00622860761359334,James Stewart,0,16104,23,Essendon,2021,24,0
4,3,5,9,5,56,0,0,2,1,0,2,1,2,1,1,5,5,0,0,1,0,1,84,35,43,0,1,2,98,5,0,0,0,0,2,1,4,3,1,3,1,100,0,0,13,2.8,2,0,0,0,19,6,13,84,0,0,0,0,13,0,0.009685230024213076,0.017964071856287425,0.019230769230769232,0.01337295690936107,0,0,0.007462686567164179,0.019230769230769232,0.014492753623188406,0.018518518518518517,0.01278772378516624,0,0,0.09090909090909091,0.034722222222222224,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.004135882947593927,Jake Riccardi,0,16079,21,Greater Western Sydney,2021,25,0
11,1,10,21,12,57,1,1,0,6,1,3,0,3,1,1,7,13,0,0,1,0,1,74,85,74,0,0,5,355,2,2,2,0,0,0,0,2,4,2,5,0,0,0,0,13,11.5,0,0,2,0,5,11,12,83,0,0,0,0,206,0.19337016574585636,0.026252983293556086,0.006993006993006993,0.030211480362537766,0.028,0.045454545454545456,0.0625,0.047619047619047616,0.030927835051546393,0,0.023411371237458192,0.028761061946902654,0,0,0.0625,0.013333333333333334,0.045454545454545456,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.06478708982467651,Luke Dahlhaus,0,16020,14,Geelong,2021,13,0
8,8,8,16,10,63,1,0,0,4,0,1,1,1,0,0,4,12,0,1,0,0,0,89,86,64,1,0,6,251,3,1,0,0,0,0,0,9,4,1,4,0,0,1,1,20,8.3,0,2,2,0,4,9,13,87,0,0,0,0,106,0.023529411764705882,0.020618556701030927,0.05063291139240506,0.027303754266211604,0.023494860499265784,0.041666666666666664,0,0.029197080291970802,0.011235955056179775,0.013333333333333334,0.015209125475285171,0.02977667493796526,0,0.043478260869565216,0,0.022900763358778626,0.03773584905660377,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.007491827476769686,Jason Castagna,0,15951,9,Richmond,2021,19,0
11,0,17,28,18,64,0,0,0,3,0,1,9,7,0,4,21,7,0,0,0,0,0,90,67,98,4,5,3,244,4,3,0,0,0,0,0,7,4,2,15,0,0,0,0,23,12.8,0,1,0,0,9,12,10,72,1,1,3,0,119,0.5625,0.02669902912621359,0,0.06390977443609022,0.04129793510324484,0,0,0.030927835051546393,0.010309278350515464,0.1111111111111111,0.07692307692307693,0.01837270341207349,0,0,0,0.028368794326241134,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.7654818296432495,Clayton Oliver,0,16087,21,Melbourne,2021,3,1
11,4,3,14,6,43,1,1,0,3,0,3,0,1,3,0,7,6,1,3,0,0,2,84,73,71,0,0,5,269,5,1,2,0,0,2,0,1,3,2,4,0,0,0,1,11,7.8,0,0,4,0,49,15,15,105,0,0,0,0,14,0,0.030555555555555555,0.029411764705882353,0.010309278350515464,0.021505376344086023,0.05263157894736842,0.1,0.02830188679245283,0.03225806451612903,0,0.027450980392156862,0.016042780748663103,0.03571428571428571,0.15789473684210525,0.15384615384615385,0.04310344827586207,0.09523809523809523,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.13120320439338684,Cody Weightman,0,16071,20,Western Bulldogs,2021,36,0
10,3,8,18,12,67,0,0,0,2,0,3,4,2,0,1,12,8,0,0,3,0,0,77,60,94,2,2,6,238,1,2,1,0,0,0,0,7,4,4,9,0,0,0,0,18,14.5,0,2,0,0,6,12,9,66,0,0,0,0,21,0,0.022222222222222223,0.02702702702702703,0.02962962962962963,0.025,0,0,0.013513513513513514,0.027522935779816515,0.05333333333333334,0.03773584905660377,0.022408963585434174,0,0,0,0.005319148936170213,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.007999048568308353,Harry Schoenberg,0,16016,13,Adelaide,2021,35,0
13,5,6,19,12,63,0,0,0,1,0,3,2,3,3,0,7,13,0,0,1,0,0,81,73,57,0,2,5,299,2,4,0,0,1,0,0,8,7,0,4,0,0,0,0,15,8.6,0,3,0,0,2,14,12,86,0,0,0,0,82,0.02564102564102564,0.02914798206278027,0.02824858757062147,0.02390438247011952,0.027259684361549498,0,0,0.00909090909090909,0.026785714285714284,0.022727272727272728,0.02422145328719723,0.03140096618357488,0,0,0,0.016129032258064516,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.005002307239919901,Darcy Tucker,0,15961,10,Fremantle,2021,32,0
4,0,8,12,7,58,0,0,26,1,0,1,3,2,0,1,6,5,0,0,7,0,0,75,55,76,2,1,4,84,3,2,0,0,0,0,0,4,2,0,4,11,51,0,0,9,14.1,51,4,0,7,25,15,15,105,0,0,0,0,83,0.08695652173913043,0.008988764044943821,0,0.026578073089700997,0.0160857908847185,0,0,0.012658227848101266,0.008771929824561403,0.04054054054054054,0.021052631578947368,0.011494252873563218,0,0,0,0.02127659574468085,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.09499159455299377,Toby Nankervis,0,15875,1,Richmond,2021,13,0
12,5,6,18,15,83,2,0,0,1,2,0,1,1,1,0,2,16,0,1,0,0,0,80,80,83,0,1,5,303,2,2,0,0,1,0,0,5,9,0,1,0,0,1,0,13,12.3,0,0,2,0,19,7,15,97,0,0,0,0,85,0,0.026726057906458798,0.02040816326530612,0.01729106628242075,0.022613065326633167,0.08333333333333333,0,0.011111111111111112,0,0.013888888888888888,0.008771929824561403,0.0285204991087344,0,0.05555555555555555,0,0.016,0.05405405405405406,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-6.778907845728099e-4,Daniel Howe,0,16084,21,Hawthorn,2021,26,0
6,4,3,9,7,78,0,0,0,3,0,1,0,1,3,1,6,5,0,0,5,0,1,87,48,62,0,0,5,156,0,2,2,0,0,2,0,3,4,0,1,0,0,0,2,8,4.3,0,1,1,3,50,6,8,54,0,0,0,0,4,0,0.014150943396226415,0.02127659574468085,0.01020408163265306,0.012534818941504178,0,0,0.027777777777777776,0.01,0,0.021352313167259787,0.011547344110854504,0,0,0.07692307692307693,0,0.023255813953488372,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01771317608654499,Jacob Koschitzke,0,15918,5,Hawthorn,2021,35,0
9,7,4,13,10,77,0,1,0,3,2,2,0,1,0,0,3,11,0,0,3,1,1,86,69,67,0,0,4,233,1,2,1,0,0,2,0,2,6,1,2,0,0,1,1,7,5.2,0,0,1,1,64,5,10,65,0,0,0,0,92,0.027777777777777776,0.019955654101995565,0.03255813953488372,0.015037593984962405,0.01813110181311018,0,0.07142857142857142,0.030927835051546393,0.020833333333333332,0,0.011538461538461539,0.024943310657596373,0,0,0.0625,0.0078125,0.020833333333333332,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.006748592015355825,Harry Himmelberg,0,15981,11,Greater Western Sydney,2021,21,0
22,8,5,27,24,89,0,0,0,6,6,1,0,4,2,1,4,19,0,0,2,1,0,87,123,121,0,0,3,661,5,5,0,0,2,0,0,13,19,0,2,0,0,0,0,14,12.2,0,1,0,2,12,7,12,79,0,0,6,0,130,0.009259259259259259,0.05188679245283019,0.03902439024390244,0.016611295681063124,0.037241379310344824,0,0,0.06976744186046512,0.010638297872340425,0,0.01694915254237288,0.04,0,0,0,0.04065040650406504,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2118390798568726,Brayden Maynard,0,16027,15,Collingwood,2021,3,1
11,5,5,16,7,44,0,2,0,0,0,6,1,4,2,1,6,10,0,1,0,1,1,73,59,55,1,0,6,412,5,1,0,0,0,0,0,3,4,2,5,0,0,0,3,11,4,0,0,3,0,9,18,9,72,0,0,0,0,40,0,0.02702702702702703,0.029411764705882353,0.01858736059479554,0.023668639053254437,0,0.125,0,0.05825242718446602,0.013888888888888888,0.022900763358778626,0.02493765586034913,0,0.047619047619047616,0.07142857142857142,0.04201680672268908,0.06818181818181818,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.046102073043584824,Tarryn Thomas,0,16028,15,North Melbourne,2021,41,0
6,1,10,16,11,69,0,0,0,2,0,2,5,3,1,0,10,9,0,1,1,0,0,54,50,44,2,3,1,54,3,1,0,0,0,0,0,6,4,2,6,0,0,0,1,10,8.4,0,0,0,1,5,11,12,83,0,0,0,0,25,0,0.014319809069212411,0.006993006993006993,0.030211480362537766,0.021333333333333333,0,0,0.015873015873015872,0.020618556701030927,0.0625,0.033444816053511704,0.01991150442477876,0,0.045454545454545456,0,0.02,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-2.8407585341483355e-4,Quinton Narkle,0,16020,14,Geelong,2021,24,0
6,2,10,16,11,69,0,0,0,0,0,3,0,3,0,0,4,13,0,0,1,0,1,80,44,35,0,0,3,206,2,3,0,0,0,0,0,2,3,0,3,0,0,0,0,7,0,0,0,0,0,13,13,8,61,0,0,0,0,142,0.24193548387096775,0.014388489208633094,0.011834319526627219,0.03289473684210526,0.022191400832177532,0,0,0,0.031578947368421054,0,0.01593625498007968,0.029748283752860413,0,0,0.1111111111111111,0.014814814814814815,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.006114656571298838,Jack Billings,0,16054,18,St Kilda,2021,30,0
7,3,7,14,8,57,0,0,0,0,2,1,0,4,0,1,3,9,0,0,0,0,0,55,41,34,0,0,2,196,5,6,0,0,0,0,0,5,4,0,3,0,0,2,0,5,3.1,0,1,0,0,22,14,11,80,0,0,0,0,10,0,0.01728395061728395,0.017341040462427744,0.023728813559322035,0.02,0,0,0,0.00847457627118644,0,0.011111111111111112,0.021479713603818614,0,0,0,0.032467532467532464,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.00995326042175293,Trent Rivers,0,15877,1,Melbourne,2021,34,0
8,5,5,13,12,92,1,0,3,1,2,2,1,0,1,0,7,7,3,0,2,0,0,82,63,90,1,0,5,274,2,6,0,0,3,0,0,6,7,0,3,2,33.3,4,0,9,14.9,9,5,1,2,29,12,11,78,0,0,0,0,32,0.038461538461538464,0.017937219730941704,0.020161290322580645,0.01639344262295082,0.017310252996005325,0.058823529411764705,0,0.013513513513513514,0.019801980198019802,0.02040816326530612,0.029045643153526972,0.013592233009708738,0.13636363636363635,0,0,0.013605442176870748,0.02857142857142857,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05001411586999893,Noah Balta,0,15890,2,Richmond,2021,15,0
14,5,15,29,23,79,0,0,0,6,4,1,2,8,1,2,13,16,0,0,0,0,0,85,106,121,0,2,3,278,6,8,0,0,1,0,0,13,11,0,11,0,0,2,0,18,12,0,0,0,0,41,8,15,98,0,0,3,0,50,0,0.034482758620689655,0.03205128205128205,0.05747126436781609,0.043478260869565216,0,0,0.0594059405940594,0.01,0.024390243902439025,0.050980392156862744,0.04040404040404041,0,0,0,0.045112781954887216,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.309255599975586,Tom Atkins,0,16035,16,Geelong,2021,4,0
17,3,16,33,23,70,0,1,0,6,1,4,5,4,1,1,10,21,0,0,2,1,0,84,115,109,1,4,5,399,7,0,1,0,0,0,0,10,10,2,8,0,0,0,0,23,10.7,0,1,1,1,5,13,10,73,0,0,0,0,58,0.021739130434782608,0.04207920792079208,0.01694915254237288,0.0642570281124498,0.05053598774885146,0,0.0625,0.05263157894736842,0.0449438202247191,0.07246376811594203,0.04032258064516129,0.052763819095477386,0,0,0,0.0603448275862069,0.022222222222222223,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.668597400188446,Ben Keays,0,15999,12,Adelaide,2021,8,0
15,6,12,27,22,82,0,1,0,4,5,2,0,3,0,0,4,22,0,0,1,1,0,80,104,89,0,0,5,394,3,4,0,0,0,0,0,9,10,0,4,0,0,2,0,12,6.9,0,1,1,0,38,12,8,60,0,0,0,0,34,0,0.03409090909090909,0.027777777777777776,0.03715170278637771,0.035386631716906945,0,0.07692307692307693,0.038834951456310676,0.020833333333333332,0,0.015810276679841896,0.04222648752399232,0,0,0,0.022556390977443608,0.024390243902439025,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.05337920039892197,Jack Scrimshaw,0,15944,8,Hawthorn,2021,40,0
