kicks,marks,handballs,disposals,effective_disposals,disposal_efficiency_percentage,goals,behinds,hitouts,tackles,rebounds,inside_fifties,clearances,clangers,free_kicks_for,free_kicks_against,contested_possessions,uncontested_possessions,contested_marks,marks_inside_fifty,one_percenters,bounces,goal_assists,time_on_ground_percentage,afl_fantasy_score,supercoach_score,centre_clearances,stoppage_clearances,score_involvements,metres_gained,turnovers,intercepts,tackles_inside_fifty,contest_def_losses,contest_def_one_on_ones,contest_off_one_on_ones,contest_off_wins,def_half_pressure_acts,effective_kicks,f50_ground_ball_gets,ground_ball_gets,hitouts_to_advantage,hitout_win_percentage,intercept_marks,marks_on_lead,pressure_acts,rating_points,ruck_contests,score_launches,shots_at_goal,spoils,match_margin,team_behinds,team_goals,team_score,aa_team,aa_squad,coaches_votes,captain,num_games,rolling_avg_votes_per_game,kicks_prop,marks_prop,handballs_prop,disposals_prop,goals_prop,behinds_prop,tackles_prop,inside_fifties_prop,clearances_prop,contested_possessions_prop,uncontested_possessions_prop,contested_marks_prop,marks_inside_fifty_prop,goal_assists_prop,turnovers_prop,shots_at_goal_prop,match_outcome_Loss,match_outcome_Win,player_position_BPR,player_position_C,player_position_CHB,player_position_CHF,player_position_FB,player_position_FF,player_position_FPL,player_position_FPR,player_position_HBFL,player_position_HBFR,player_position_HFFL,player_position_HFFR,player_position_INT,player_position_R,player_position_RK,player_position_RR,player_position_SUB,player_position_WL,player_position_WR,pred,player_name,brownlow_votes,match_id,match_round,player_team,season,pred_rank,predicted_votes
7,3,6,13,9,69,2,1,0,2,1,1,1,3,1,1,5,7,0,1,1,0,0,63,61,69,0,1,6,203,2,0,0,0,0,0,0,4,6,2,3,0,0,0,1,14,6.6,0,0,3,1,19,6,16,102,0,0,0,0,55,0,0.016786570743405275,0.016042780748663103,0.021352313167259787,0.01862464183381089,0.07407407407407407,0.125,0.019417475728155338,0.009900990099009901,0.014285714285714285,0.018518518518518517,0.016666666666666666,0,0.05263157894736842,0,0.014705882352941176,0.06382978723404255,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.012941060587763786,Lachlan Murphy,0,16065,19,Adelaide,2021,18,0
7,3,5,12,8,67,1,1,24,2,1,5,8,3,3,1,13,2,2,1,3,0,1,67,79,112,3,5,7,243,2,0,0,0,0,2,1,2,4,1,5,10,39.3,0,0,14,21,61,5,2,2,8,10,14,94,1,1,4,0,201,0.16374269005847952,0.017114914425427872,0.014634146341463415,0.020080321285140562,0.0182370820668693,0.047619047619047616,0.06666666666666667,0.02564102564102564,0.050505050505050504,0.125,0.05485232067510549,0.004672897196261682,0.07692307692307693,0.041666666666666664,0.058823529411764705,0.017094017094017096,0.047619047619047616,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.4780905842781067,Nic Naitanui,0,16064,19,West Coast,2021,7,0
6,5,7,13,10,77,3,0,0,1,0,0,1,1,2,0,5,8,1,3,2,0,0,90,71,80,0,1,4,108,2,0,1,0,0,3,1,3,4,2,2,0,0,0,2,14,11.4,0,1,4,1,44,6,8,54,0,0,0,0,51,0,0.016260162601626018,0.03496503496503497,0.021806853582554516,0.01884057971014493,0.15,0,0.008771929824561403,0,0.014705882352941176,0.020491803278688523,0.018648018648018648,0.05263157894736842,0.10714285714285714,0,0.01818181818181818,0.0784313725490196,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.554917689645663e-4,Nick Larkey,0,16105,23,North Melbourne,2021,26,0
4,1,13,17,13,77,0,0,2,4,2,1,1,4,0,2,11,8,0,1,4,0,2,80,53,78,0,1,4,219,2,7,3,1,1,0,0,3,2,1,8,2,18.2,0,0,11,17.8,11,2,0,2,39,9,19,123,0,0,0,0,31,0,0.009732360097323601,0.0051813471502590676,0.045454545454545456,0.024390243902439025,0,0,0.04878048780487805,0.009615384615384616,0.015151515151515152,0.04526748971193416,0.017582417582417582,0,0.037037037037037035,0.08695652173913043,0.016,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.10516686737537384,Marlion Pickett,0,16000,12,Richmond,2021,39,0
10,3,8,18,14,78,0,0,0,4,3,4,0,1,0,1,3,13,0,0,1,1,0,87,68,65,0,0,2,311,4,3,0,2,4,0,0,8,6,0,3,0,0,0,0,11,6.1,0,1,0,1,0,11,12,83,0,0,0,0,10,0,0.02364066193853428,0.0136986301369863,0.025396825396825397,0.024390243902439025,0,0,0.044444444444444446,0.041666666666666664,0,0.012448132780082987,0.026262626262626262,0,0,0,0.03225806451612903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0012694455217570066,Lachlan Bramble,0,16098,23,Hawthorn,2021,30,0
8,4,3,11,7,64,1,1,0,2,0,1,1,4,2,3,6,6,1,1,1,0,0,94,50,37,0,1,3,171,3,2,0,0,0,2,1,12,4,0,2,0,0,0,0,17,3.3,0,0,2,0,10,13,10,73,0,0,0,0,21,0,0.018823529411764704,0.019704433497536946,0.01195219123505976,0.016272189349112426,0.05,0.05,0.022988505747126436,0.009900990099009901,0.017241379310344827,0.02510460251046025,0.013986013986013986,0.07692307692307693,0.03571428571428571,0,0.02459016393442623,0.041666666666666664,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.016004720702767372,Ned McHenry,0,16033,15,Adelaide,2021,32,0
14,4,14,28,24,86,0,0,0,2,3,5,0,3,4,1,9,20,0,0,9,1,0,86,91,112,0,0,3,553,5,10,0,0,1,0,0,6,10,0,6,0,0,1,0,9,16.4,0,1,0,8,38,5,14,89,0,0,8,0,19,0,0.03655352480417755,0.02962962962962963,0.041666666666666664,0.03894297635605007,0,0,0.013513513513513514,0.04672897196261682,0,0.030927835051546393,0.045871559633027525,0,0,0,0.03676470588235294,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6188505291938782,Changkuoth Jiath,0,16014,13,Hawthorn,2021,5,0
13,6,6,19,12,63,0,0,0,3,1,5,1,6,0,4,6,12,0,0,2,0,0,81,69,67,0,1,5,501,6,4,1,0,0,0,0,4,9,0,5,0,0,0,0,7,6,2,1,0,2,3,8,12,80,0,0,0,0,85,0.0125,0.031862745098039214,0.0379746835443038,0.02214022140221402,0.027982326951399118,0,0,0.024793388429752067,0.046296296296296294,0.014285714285714285,0.022222222222222223,0.031496062992125984,0,0,0,0.045454545454545456,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.005579441785812e-4,Kyle Langford,0,15902,4,Essendon,2021,28,0
10,4,11,21,15,71,0,1,0,3,1,1,0,2,1,0,7,14,0,0,3,0,0,91,78,80,0,0,3,262,4,5,0,1,1,1,0,13,6,0,6,0,0,0,0,16,8.1,0,1,1,2,28,11,9,65,0,0,0,0,84,0.02564102564102564,0.02493765586034913,0.023529411764705882,0.04198473282442748,0.03167420814479638,0,0.041666666666666664,0.030927835051546393,0.010638297872340425,0,0.027237354085603113,0.03482587064676617,0,0,0,0.031007751937984496,0.01818181818181818,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.06342756003141403,Darcy Tucker,0,16002,12,Fremantle,2021,39,0
6,1,10,16,12,75,0,0,0,2,2,0,1,3,2,1,8,9,0,0,0,0,0,57,48,51,1,0,3,231,2,9,0,1,1,0,0,8,4,0,6,0,0,1,0,10,8.2,0,2,0,0,3,3,16,99,0,0,0,0,14,0,0.015463917525773196,0.006369426751592357,0.03424657534246575,0.023529411764705882,0,0,0.019801980198019802,0,0.014925373134328358,0.02888086642599278,0.02284263959390863,0,0,0,0.0136986301369863,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.02784877084195614,Will Hamill,0,15926,6,Adelaide,2021,36,0
20,5,2,22,12,55,0,1,0,2,1,9,6,8,0,4,8,13,0,0,2,0,3,82,76,64,1,5,6,612,5,3,0,0,1,0,0,9,11,2,7,0,0,0,0,23,7.2,0,3,1,1,1,14,11,80,0,1,0,1,187,0.36464088397790057,0.05221932114882506,0.028901734104046242,0.00966183574879227,0.03728813559322034,0,0.058823529411764705,0.022988505747126436,0.10975609756097561,0.08450704225352113,0.0365296803652968,0.036619718309859155,0,0,0.21428571428571427,0.04716981132075472,0.025,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5704416036605835,Dayne Zorko,0,15885,2,Brisbane Lions,2021,7,0
9,5,11,20,15,75,0,0,0,9,3,4,3,4,1,0,7,14,0,0,1,0,1,81,101,84,1,2,3,280,5,1,0,0,0,0,0,15,6,0,3,0,0,0,0,33,6.2,0,0,0,0,2,9,10,69,0,1,0,0,97,0.056818181818181816,0.022332506203473945,0.034482758620689655,0.038461538461538464,0.02902757619738752,0,0,0.08571428571428572,0.03636363636363636,0.03896103896103896,0.025,0.035443037974683546,0,0,0.07692307692307693,0.0390625,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.317033052444458,Callum Mills,0,15914,5,Sydney,2021,10,0
8,7,8,16,15,94,0,0,0,3,2,0,0,2,0,0,8,7,3,0,2,0,0,74,73,97,0,0,3,100,1,9,0,0,1,0,0,8,8,0,5,0,0,6,0,11,13.8,0,2,0,1,32,11,14,95,0,0,7,0,10,0,0.01932367149758454,0.03414634146341464,0.02877697841726619,0.023121387283236993,0,0,0.03260869565217391,0,0,0.03463203463203463,0.015730337078651686,0.10714285714285714,0,0,0.00847457627118644,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.95731353759765625,Tom Highmore,0,16047,17,St Kilda,2021,4,0
11,6,9,20,14,70,0,1,14,4,0,4,3,3,1,0,7,14,0,2,3,0,0,81,101,94,1,2,5,324,4,4,0,0,0,0,0,9,6,0,5,5,35.9,1,0,11,11,39,3,2,3,2,13,11,79,0,0,0,0,112,0.0392156862745098,0.026066350710900472,0.036585365853658534,0.029605263157894735,0.027548209366391185,0,0.06666666666666667,0.03773584905660377,0.037037037037037035,0.05084745762711865,0.02681992337164751,0.03139013452914798,0,0.09090909090909091,0,0.023952095808383235,0.044444444444444446,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.3069069981575012,Scott Lycett,0,15903,4,Port Adelaide,2021,10,0
9,4,5,14,12,86,0,0,0,2,2,3,1,0,1,0,8,6,0,0,2,0,2,85,58,84,0,1,4,324,0,7,1,1,1,0,0,13,7,0,6,0,0,1,0,16,16.5,0,2,0,1,10,13,12,85,0,0,0,0,38,0,0.0215311004784689,0.022988505747126436,0.01953125,0.020771513353115726,0,0,0.016129032258064516,0.02702702702702703,0.0136986301369863,0.027491408934707903,0.016304347826086956,0,0,0.1111111111111111,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.07607273757457733,Wil Powell,0,15895,3,Gold Coast,2021,39,0
5,0,4,9,7,78,0,0,0,5,1,3,3,2,3,0,6,2,0,0,1,0,0,74,46,50,0,3,3,173,2,1,2,0,0,1,1,5,4,0,2,0,0,0,0,30,7.1,0,2,0,0,11,13,11,79,0,0,0,0,19,0,0.01182033096926714,0,0.012012012012012012,0.011904761904761904,0,0,0.05102040816326531,0.030303030303030304,0.036585365853658534,0.022058823529411766,0.004210526315789474,0,0,0,0.01694915254237288,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.04280342161655426,Sam Flanders,0,16055,18,Gold Coast,2021,39,0
7,4,3,10,7,70,2,0,0,1,0,3,0,3,2,0,6,4,1,2,0,0,2,82,57,65,0,0,4,203,3,0,1,0,0,2,1,0,4,1,3,0,0,0,2,6,11.2,2,0,4,0,18,7,11,73,0,0,0,0,19,0,0.015590200445434299,0.018518518518518517,0.010101010101010102,0.013404825737265416,0.09090909090909091,0,0.009009009009009009,0.02857142857142857,0,0.025,0.008130081300813009,0.06666666666666667,0.07142857142857142,0.18181818181818182,0.02127659574468085,0.06779661016949153,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0016739571001380682,Max King,0,15888,2,St Kilda,2021,29,0
18,11,6,24,21,88,0,0,0,1,4,0,0,2,2,0,8,16,1,0,7,0,0,100,105,109,0,0,2,270,3,10,0,1,2,0,0,7,17,0,5,0,0,2,0,10,5.5,0,1,0,5,34,7,14,91,0,0,0,0,195,0.08284023668639054,0.04433497536945813,0.0650887573964497,0.018633540372670808,0.03296703296703297,0,0,0.006993006993006993,0,0,0.0273972602739726,0.037209302325581395,0.058823529411764705,0,0,0.024193548387096774,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2747372090816498,Lachie Henderson,0,15958,10,Geelong,2021,10,0
4,1,9,13,10,77,1,0,0,7,2,1,1,1,0,1,5,8,0,1,0,0,1,85,64,65,0,1,3,107,1,1,2,0,0,0,0,3,2,1,5,0,0,0,0,23,8.6,0,0,1,0,49,15,12,87,0,0,0,0,192,0.14035087719298245,0.009174311926605505,0.008130081300813009,0.03333333333333333,0.018413597733711047,0.06666666666666667,0,0.04929577464788732,0.009708737864077669,0.01282051282051282,0.016339869281045753,0.02185792349726776,0,0.07692307692307693,0.08333333333333333,0.006211180124223602,0.02564102564102564,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.01515111979097128,Steven Motlop,0,15943,8,Port Adelaide,2021,23,0
15,7,4,19,14,74,1,1,0,0,3,4,0,2,2,0,5,14,0,1,1,0,0,78,83,76,0,0,3,448,6,3,0,0,0,0,0,11,12,0,3,0,0,1,0,15,10.4,0,0,2,0,49,14,5,44,0,0,0,0,6,0,0.03488372093023256,0.03932584269662921,0.01444043321299639,0.026874115983026876,0.05555555555555555,0.041666666666666664,0,0.03669724770642202,0,0.018050541516245487,0.034229828850855744,0,0.03571428571428571,0,0.04054054054054054,0.04081632653061224,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.31981223821640015,Miles Bergman,0,15933,7,Port Adelaide,2021,10,0
7,2,6,13,9,69,1,0,0,0,0,0,0,1,2,0,6,8,0,0,1,0,0,69,47,61,0,0,4,108,3,1,0,0,0,1,0,3,5,3,4,0,0,0,1,10,10.1,0,0,1,0,0,11,12,83,0,0,0,0,29,0,0.016548463356973995,0.0091324200913242,0.01904761904761905,0.017615176151761516,0.043478260869565216,0,0,0,0,0.024896265560165973,0.01616161616161616,0,0,0,0.024193548387096774,0.02127659574468085,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-4.7985013225115836e-5,Oliver Hanrahan,0,16098,23,Hawthorn,2021,29,0
11,5,7,18,12,67,3,0,0,0,0,4,1,4,3,1,10,7,3,3,5,0,2,85,80,109,0,1,6,335,6,1,0,0,0,7,4,0,6,2,4,0,0,0,1,13,16,3,1,3,5,34,10,12,82,0,0,2,0,176,0.1144578313253012,0.027093596059113302,0.03816793893129771,0.018518518518518517,0.02295918367346939,0.17647058823529413,0,0,0.036036036036036036,0.014925373134328358,0.032362459546925564,0.01569506726457399,0.15,0.16666666666666666,0.18181818181818182,0.03529411764705882,0.061224489795918366,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7301456928253174,Tom McDonald,0,15924,6,Melbourne,2021,7,0
13,7,17,30,21,70,0,1,0,3,2,3,2,3,0,0,11,19,1,0,6,1,1,83,107,113,0,2,6,265,4,5,0,0,0,0,0,11,8,3,8,0,0,0,0,22,13.2,1,0,2,1,16,9,10,69,0,0,0,0,79,0.3194444444444444,0.028888888888888888,0.0330188679245283,0.05246913580246913,0.03875968992248062,0,0.0625,0.028037383177570093,0.030612244897959183,0.02857142857142857,0.03859649122807018,0.03958333333333333,0.03125,0,0.08333333333333333,0.02702702702702703,0.044444444444444446,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.47123509645462036,Josh Dunkley,0,15876,1,Western Bulldogs,2021,9,0
10,3,4,14,12,86,0,0,0,5,1,2,1,1,1,1,4,11,0,0,2,0,0,87,65,68,0,1,4,341,2,4,0,1,2,0,0,10,8,0,2,0,0,1,0,13,11.7,0,2,0,1,12,8,12,80,0,0,0,0,42,0,0.02304147465437788,0.015957446808510637,0.013114754098360656,0.018944519621109608,0,0,0.03546099290780142,0.02,0.011494252873563218,0.013937282229965157,0.024886877828054297,0,0,0,0.014492753623188406,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.006881214212626219,Brandon Starcevich,0,16075,20,Brisbane Lions,2021,32,0
7,5,8,15,14,93,0,0,0,3,4,1,2,2,1,0,10,6,1,0,2,0,0,84,65,90,0,2,1,166,4,8,0,1,3,0,0,12,7,0,7,0,0,1,0,14,10,0,1,0,1,2,16,12,88,0,0,0,0,42,0,0.016786570743405275,0.028735632183908046,0.028169014084507043,0.021398002853067047,0,0,0.030303030303030304,0.01020408163265306,0.0273972602739726,0.03937007874015748,0.014354066985645933,0.047619047619047616,0,0,0.03278688524590164,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.007594268769025803,Tom Atkins,0,15934,7,Geelong,2021,31,0
4,2,7,11,9,82,0,0,0,1,1,0,1,4,0,0,4,6,0,0,0,0,0,62,36,23,0,1,1,54,4,1,0,1,1,0,0,4,2,0,4,0,0,0,0,17,1.3,0,0,0,0,24,13,7,55,0,0,0,0,3,0,0.008333333333333333,0.008333333333333333,0.024305555555555556,0.014322916666666666,0,0,0.009174311926605505,0,0.014705882352941176,0.014652014652014652,0.012195121951219513,0,0,0,0.027586206896551724,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.003651974257081747,Finlay Macrae,0,15930,7,Collingwood,2021,31,0
12,4,8,20,15,75,0,1,0,2,0,3,0,2,2,1,8,12,0,0,2,0,0,75,72,78,0,0,8,284,6,3,0,0,0,2,0,6,7,0,6,0,0,0,1,13,8.8,0,1,1,1,25,14,11,80,0,0,0,0,24,0,0.02696629213483146,0.023668639053254437,0.026578073089700997,0.02680965147453083,0,0.038461538461538464,0.02531645569620253,0.02631578947368421,0,0.028070175438596492,0.027586206896551724,0,0,0,0.0425531914893617,0.015873015873015872,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.024476919323205948,Lachie Fogarty,0,15875,1,Carlton,2021,40,0
10,1,9,19,12,63,1,0,0,1,2,3,1,3,0,0,7,13,0,0,0,0,0,69,61,58,0,1,4,336,6,3,0,0,0,0,0,5,3,1,7,0,0,1,0,15,12.3,0,0,1,0,30,12,10,72,0,0,0,0,11,0,0.024875621890547265,0.006134969325153374,0.025069637883008356,0.024967148488830485,0.06666666666666667,0,0.00684931506849315,0.029411764705882353,0.014705882352941176,0.02356902356902357,0.029017857142857144,0,0,0,0.038461538461538464,0.023255813953488372,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.04317848011851311,Chad Warner,0,15948,9,Sydney,2021,16,0
17,10,10,27,24,89,0,0,0,4,6,1,0,1,1,1,6,20,0,0,3,0,0,95,115,124,0,0,6,379,1,8,0,1,2,0,0,7,15,0,5,0,0,3,0,7,11,0,2,0,2,22,10,15,100,0,0,3,0,141,0,0.04176904176904177,0.059880239520958084,0.04608294930875576,0.04326923076923077,0,0,0.031746031746031744,0.010638297872340425,0,0.024096385542168676,0.055401662049861494,0,0,0,0.008695652173913044,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6678032279014587,Harry Cunningham,0,15986,11,Sydney,2021,6,0
12,8,7,19,13,68,3,2,2,3,0,1,1,4,1,3,8,11,3,3,3,0,2,86,100,132,0,1,10,416,3,1,3,0,0,7,0,2,8,1,4,1,22.2,0,2,14,17.4,9,2,5,3,31,14,12,86,0,0,6,0,186,0.1144578313253012,0.029925187032418952,0.04819277108433735,0.02702702702702703,0.02878787878787879,0.17647058823529413,0.14285714285714285,0.023809523809523808,0.011764705882352941,0.014285714285714285,0.027874564459930314,0.03125,0.09375,0.21428571428571427,0.16666666666666666,0.022222222222222223,0.12195121951219512,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7323511838912964,Tom McDonald,0,16043,17,Melbourne,2021,3,1
8,8,9,17,14,82,2,1,0,3,1,4,1,4,1,1,9,9,2,1,0,0,1,79,89,92,0,1,5,286,3,2,1,0,0,0,0,2,6,3,6,0,0,1,1,10,17.8,0,1,3,0,28,8,11,74,0,0,0,0,24,0.07692307692307693,0.02077922077922078,0.050955414012738856,0.033707865168539325,0.02607361963190184,0.08695652173913043,0.06666666666666667,0.02727272727272727,0.0425531914893617,0.014084507042253521,0.03103448275862069,0.025423728813559324,0.06666666666666667,0.05,0.05263157894736842,0.02158273381294964,0.07142857142857142,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.05118611082434654,Jake Aarts,0,15956,10,Richmond,2021,17,0
5,2,7,12,9,75,1,1,5,1,2,1,1,3,2,2,9,4,2,1,0,0,0,59,47,60,1,0,6,113,2,3,0,0,1,1,0,4,3,1,4,1,25,1,0,11,7.4,20,1,2,0,22,13,14,97,0,0,0,0,17,0,0.012195121951219513,0.011494252873563218,0.03070175438596491,0.018808777429467086,0.043478260869565216,0.05263157894736842,0.008695652173913044,0.01020408163265306,0.014084507042253521,0.034220532319391636,0.011019283746556474,0.07407407407407407,0.05,0,0.015748031496062992,0.0392156862745098,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.01483884733170271,Luke Jackson,0,15997,12,Melbourne,2021,18,0
8,0,10,18,8,44,0,0,0,10,1,1,1,5,0,1,8,9,0,0,2,0,0,89,81,67,1,0,2,69,5,3,1,0,0,0,0,16,1,0,7,0,0,0,0,33,3.3,0,0,0,2,31,14,12,86,0,0,0,0,143,0.3106060606060606,0.0199501246882793,0,0.03861003861003861,0.02727272727272727,0,0,0.07936507936507936,0.011764705882352941,0.014285714285714285,0.027874564459930314,0.02556818181818182,0,0,0,0.037037037037037035,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.32842814922332764,Jack Viney,0,16043,17,Melbourne,2021,11,0
14,11,4,18,17,94,0,0,0,1,4,1,0,1,1,0,3,12,0,0,9,0,0,95,88,89,0,0,4,321,4,3,0,0,2,0,0,1,13,0,2,0,0,1,0,3,8.2,0,1,0,9,46,7,18,115,0,0,0,1,169,0.02666666666666667,0.03309692671394799,0.05945945945945946,0.011834319526627219,0.023653088042049936,0,0,0.010309278350515464,0.008695652173913044,0,0.011627906976744186,0.024691358024691357,0,0,0,0.030303030303030304,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01698227971792221,Tom Jonas,0,15987,11,Port Adelaide,2021,23,0
8,1,6,14,10,71,1,0,0,5,2,4,1,5,3,0,5,10,0,1,2,1,0,76,68,78,0,1,5,353,4,4,0,0,2,0,0,7,5,0,2,0,0,0,0,13,8.9,0,0,1,2,26,16,13,94,0,0,0,0,83,0.013513513513513514,0.01951219512195122,0.0072992700729927005,0.022813688212927757,0.020802377414561663,0.047619047619047616,0,0.03571428571428571,0.0392156862745098,0.012658227848101266,0.018518518518518517,0.026455026455026454,0,0.05263157894736842,0,0.02962962962962963,0.023255813953488372,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.020372122526168823,Jayden Hunt,0,15954,9,Melbourne,2021,19,0
5,3,10,15,14,93,0,0,24,2,1,1,7,1,2,0,11,4,0,0,5,0,0,78,78,125,1,6,1,182,1,3,0,0,3,0,0,14,4,0,7,9,50,0,0,18,15.5,48,0,0,4,44,8,7,50,0,0,0,0,192,0.037267080745341616,0.012953367875647668,0.018633540372670808,0.046296296296296294,0.024916943521594685,0,0,0.020202020202020204,0.010526315789473684,0.10144927536231885,0.045081967213114756,0.011730205278592375,0,0,0,0.008403361344537815,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.14074009656906128,Mark Blicavs,0,16025,15,Geelong,2021,35,0
5,2,7,12,11,92,1,0,0,4,0,1,3,0,0,0,4,7,0,2,0,0,0,77,57,72,2,1,5,138,1,2,1,0,0,0,0,6,4,0,4,0,0,1,0,13,10.3,0,3,1,0,13,13,10,73,0,0,0,0,233,0.16,0.012919896640826873,0.012987012987012988,0.026717557251908396,0.01848998459167951,0.058823529411764705,0,0.041666666666666664,0.010869565217391304,0.04285714285714286,0.01486988847583643,0.01871657754010695,0,0.15384615384615385,0,0.007518796992481203,0.02564102564102564,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.16512514650821686,Liam Shiels,0,16024,14,Hawthorn,2021,11,0
12,3,9,21,13,62,0,1,0,5,1,5,5,1,1,1,11,10,0,1,1,0,3,83,82,105,4,1,11,324,4,1,1,0,0,0,0,12,5,1,8,0,0,0,1,24,12.6,0,2,3,0,24,11,14,95,0,1,0,1,193,0.36464088397790057,0.028368794326241134,0.015873015873015872,0.03308823529411765,0.030215827338129497,0,0.05555555555555555,0.060240963855421686,0.05,0.07462686567164178,0.04365079365079365,0.023310023310023312,0,0.02564102564102564,0.14285714285714285,0.03333333333333333,0.05172413793103448,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8625062704086304,Dayne Zorko,0,15946,8,Brisbane Lions,2021,6,0
8,3,4,12,7,58,0,0,0,3,0,4,0,3,1,0,4,10,0,1,0,1,1,81,54,38,0,0,2,222,4,2,1,0,0,1,0,4,4,1,3,0,0,0,0,13,1.4,0,0,0,0,40,6,9,60,0,0,0,0,6,0,0.017738359201773836,0.015306122448979591,0.012779552715654952,0.015706806282722512,0,0,0.02054794520547945,0.038834951456310676,0,0.013888888888888888,0.0211864406779661,0,0.045454545454545456,0.05555555555555555,0.028368794326241134,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.0071951705031096935,Errol Gulden,0,15922,6,Sydney,2021,28,0
8,5,7,15,14,93,0,0,0,3,3,1,1,1,1,0,6,9,1,0,7,0,0,89,66,98,0,1,2,139,1,8,0,0,2,0,0,5,7,0,4,0,0,2,0,8,8.8,0,1,0,4,4,9,13,87,0,0,0,0,179,0.019230769230769232,0.020618556701030927,0.03164556962025317,0.023890784982935155,0.022026431718061675,0,0,0.021897810218978103,0.011235955056179775,0.013333333333333334,0.022813688212927757,0.022332506203473945,0.09090909090909091,0,0,0.007633587786259542,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034829046577215195,Dylan Grimes,0,15951,9,Richmond,2021,12,0
4,2,10,14,11,79,1,0,9,2,2,2,3,2,2,1,10,5,1,1,2,0,0,66,60,77,0,3,2,146,3,3,0,0,0,0,0,4,4,0,5,2,25.7,0,0,9,9.1,35,0,1,1,18,6,11,72,0,0,0,0,3,0,0.009708737864077669,0.0106951871657754,0.03125,0.01912568306010929,0.043478260869565216,0,0.020833333333333332,0.018518518518518517,0.04477611940298507,0.03968253968253968,0.010615711252653927,0.03571428571428571,0.05555555555555555,0,0.02127659574468085,0.023809523809523808,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.008264216594398022,Kieren Briggs,0,16031,15,Greater Western Sydney,2021,28,0
